VarVanillaIw,VanillaAvgRet,ESSClassic,J,VarNormIw,MaxVanillaIw,AvgVanillaIw,AvgNormIw,AvgRet,MaxNormIw,BatchSize,MinNormIw,AvgDiscRet,ESSRenyi,eRenyi2,VarJ,VarRet,VarDiscRet,MinVanillaIw,AvgEpLen,Bound
494.60355,79.74702847706696,1.385000363510113,887.60175,0.0071921367,222.5151,2.6224046,0.010000003,79.74702847706696,0.84851557,100,1.5576557e-09,79.74702847706696,5.365089221337151,18.639019,1253.3848,12414.200999294342,12414.200999294342,4.0848033e-07,8.98,513.4893
33.081825,157.31870971232868,1.1427731685190363,1338.6682,0.008738025,57.527317,0.61530167,0.01,157.31870971232868,0.9349449,100,,157.31870971232868,3.9266506146887954,25.466997,839.6893,45535.12527020493,45535.12527020493,,16.74,735.7026
28.420368,895.7090835472189,4.813472248433416,4538.1797,0.0019974771,39.485382,1.1928172,0.01,895.7090835472189,0.33102626,100,,895.7090835472189,5.845087695045107,17.108383,2485.633,1901535.6635271355,1901535.6635271355,,90.5,2797.6147
1.2846764,3857.9058708140383,49.08443147425555,4887.0986,0.00010477833,4.2245913,1.1072893,0.010000002,3857.9058708140383,0.03815255,100,3.3450658e-06,3857.9058708140383,49.30898942120215,2.0280278,402.60263,3313422.34235169,3313422.34235169,0.00037039557,386.13,4287.827
0.40710005,4622.556902311916,68.86878082218303,4958.0913,4.5660283e-05,2.2196743,0.94423765,0.01,4622.556902311916,0.02350758,100,9.342971e-05,4622.556902311916,71.42908962781398,1.3999898,150.8744,1190933.5646203372,1190933.5646203372,0.008821986,462.41,4460.1836
0.13077272,4878.959503546849,88.72819495584844,4968.0244,1.2832103e-05,2.0786996,1.0095078,0.009999999,4878.959503546849,0.02059122,100,0.0014533349,4878.959503546849,89.15171931954579,1.1216834,167.372,393233.95406957506,393233.95406957506,0.14671528,487.96,4522.3457
0.049377214,4954.056841464648,95.20285292286259,4981.2964,5.0897775e-06,1.3279161,0.98494947,0.01,4954.056841464648,0.013482073,100,0.0028063948,4954.056841464648,95.83357514667598,1.0434756,131.41878,126126.81668152807,126126.81668152807,0.2764157,495.44,4551.4355
5.6927536e-07,4999.896611819189,99.99993896636643,4999.897,5.692441e-11,1.0011505,1.0000244,0.010000002,4999.896611819189,0.0100112595,100,0.009979159,4999.896611819189,99.99996423722592,1.0000004,0.17375013,0.030582114772294396,0.030582114772294396,0.9979403,500.0,4579.0864
6.6108754e-07,4999.87242626877,99.99992751719132,4999.873,6.611552e-11,1.0009903,0.99995035,0.01,4999.87242626877,0.0100104,100,0.009974953,4999.87242626877,99.99977350286287,1.0000023,0.35823718,0.13023053357246725,0.13023053357246725,0.99744576,500.0,4579.062
0.020908905,4979.1112469812815,98.00975911295059,4991.228,2.051182e-06,1.1871597,1.009633,0.01,4979.1112469812815,0.011758329,100,0.0041731237,4979.1112469812815,97.8799694433136,1.0216595,86.88083,43263.64684857703,43263.64684857703,0.42133233,497.93,4565.885
1.1955321e-06,4999.926183461173,99.99988175365546,4999.927,1.1953331e-10,1.0023499,1.0000775,0.01,4999.926183461173,0.010022721,100,0.009962714,4999.926183461173,99.99990463265931,1.000001,0.07011907,0.004969462352402285,0.004969462352402285,0.9963486,500.0,4579.116
0.03768221,4971.573966432739,96.25872909223584,4994.589,3.9259535e-06,1.1862926,0.97970563,0.01,4971.573966432739,0.012108664,100,0.0018750496,4971.573966432739,97.3987999033978,1.0267067,53.256645,80136.80014758254,80136.80014758254,0.18369967,497.18,4568.1963
0.038812704,4966.275839410375,96.1884833157391,4987.598,4.002589e-06,1.3126922,0.98472846,0.01,4966.275839410375,0.013330499,100,0.002402666,4966.275839410375,97.00984321810645,1.0308232,87.07453,68545.39030710158,68545.39030710158,0.23659736,496.66,4560.3516
2.8925615e-07,4999.91042700689,99.9999771122237,4999.9106,2.8924396e-11,1.0015626,1.0000176,0.01,4999.91042700689,0.0100154495,100,0.009987279,4999.91042700689,99.99997615814777,1.0000002,0.10646592,0.011465206249964742,0.011465206249964742,0.9987455,500.0,4579.1
3.2306523e-06,4999.919788977769,99.99967192723086,4999.921,3.2308328e-10,1.0019767,0.9999707,0.010000002,4999.919788977769,0.01002006,100,0.009921561,4999.919788977769,99.9997019776643,1.000003,0.09670165,0.00948841167434467,0.00948841167434467,0.992127,500.0,4579.11
6.8395223e-09,4999.902193357041,100.00001907362002,4999.903,6.839107e-13,1.000108,0.99999315,0.01,4999.902193357041,0.010001149,100,0.009996836,4999.902193357041,100.0,1.0,0.11280773,0.012852207001476641,0.012852207001476641,0.99967676,500.0,4579.0923
6.3393304e-07,4999.914148453067,99.99995041185954,4999.9146,6.3385575e-11,1.0013744,1.0000587,0.009999999,4999.914148453067,0.010013157,100,0.009973753,4999.914148453067,99.99995231630692,1.0000005,0.090772234,0.008332136857389203,0.008332136857389203,0.9974337,500.0,4579.104
,4999.91677200342,100.0,4999.917,3.5044917e-18,1.0,1.0,0.009999998,4999.91677200342,0.01,100,0.01,4999.91677200342,100.0,1.0,0.08170043,0.006743268363878771,0.006743268363878771,1.0,500.0,4579.1064
0.015407455,4985.801210096257,98.49049608269014,4996.2,1.5480964e-06,1.1204697,0.9976229,0.010000002,4985.801210096257,0.0112313945,100,0.002625543,4985.801210096257,98.63727454438538,1.0138155,37.108997,19878.940263784534,19878.940263784534,0.26193017,498.6,4572.4927
1.9872378e-07,4999.9108098461475,99.9999885557983,4999.911,1.9873039e-11,1.0009255,0.9999903,0.009999999,4999.9108098461475,0.010009352,100,0.00998435,4999.9108098461475,99.99998807907247,1.0000001,0.08430048,0.007188694415223536,0.007188694415223536,0.9984253,500.0,4579.1006
1.351891e-08,4999.90730281962,99.99999618524348,4999.9077,1.3519149e-12,1.0001469,0.99998444,0.01,4999.90730281962,0.010001624,100,0.009992755,4999.90730281962,100.0,1.0,0.10975173,0.01217505148547889,0.01217505148547889,0.99925995,500.0,4579.097
0.031136077,4974.6019117725955,96.98523765283787,4993.1924,3.139881e-06,1.2481954,0.9958074,0.01,4974.6019117725955,0.012534506,100,0.0026600026,4974.6019117725955,97.4767347521205,1.0258858,67.5176,64106.459971707896,64106.459971707896,0.26488504,497.48,4566.97
1.8229268e-07,4999.925539350207,99.99997711008446,4999.9263,1.8232141e-11,1.0009774,0.9999242,0.01,4999.925539350207,0.010010533,100,0.009985922,4999.925539350207,99.99998807907247,1.0000001,0.08470857,0.00725242626744761,0.00725242626744761,0.9985165,500.0,4579.1157
2.8986992e-08,4999.914408087422,100.00001144429186,4999.915,2.8987307e-12,1.0002469,0.9999826,0.009999999,4999.914408087422,0.010002643,100,0.009994029,4999.914408087422,100.0,1.0,0.0988316,0.009869308072677314,0.009869308072677314,0.9993855,500.0,4579.1045
,4999.925156063818,100.0,4999.9253,3.5044917e-18,1.0,1.0,0.009999998,4999.925156063818,0.01,100,0.01,4999.925156063818,100.0,1.0,0.08110973,0.006641807804647086,0.006641807804647086,1.0,500.0,4579.1147
0.03810671,4966.683524864659,96.30546486809435,4992.9043,3.875013e-06,1.2519332,0.991663,0.01,4966.683524864659,0.012624583,100,0.0021089476,4966.683524864659,96.93627087032363,1.0316056,70.26285,110316.3043598394,110316.3043598394,0.20913652,496.69,4565.4956
9.685269e-07,4999.93613527006,99.99992371197686,4999.937,9.683721e-11,1.0036378,1.000077,0.01,4999.93613527006,0.010035604,100,0.009979375,4999.93613527006,99.99992847447743,1.0000007,0.06361249,0.004086803907793582,0.004086803907793582,0.9980144,500.0,4579.1265
