ESSRenyi,MaxNormIw,MaxVanillaIw,AvgDiscRet,VarRet,ESSClassic,AvgEpLen,J,Bound,IterType,VarVanillaIw,AvgRet,VarDiscRet,VarJ,EpsThisIter,AvgNormIw,Delta,MinVanillaIw,VanillaAvgRet,eRenyi2,AvgVanillaIw,BatchSize,MinNormIw,VarNormIw
500.0,0.00333333,1.0,-59.5412594238,52.7906545094,299.999969474,87.17,-61.46,-61.46,2,,-59.5412594238,52.7906545094,29.9815,100,0.00333333,1.0,1.0,-59.5412594238,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.0343033622,67.6372104325,400.0,84.85,-60.6036,-60.6036,2,,-58.0343033622,67.6372104325,26.3269,100,0.0025,1.0,1.0,-58.0343033622,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-57.7815027261,66.2725176811,500.000006643,84.13,-60.0392,-60.0392,1,,-57.7815027261,66.2725176811,23.8513,100,0.002,1.0,1.0,-57.7815027261,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-65.8233506855,2594.65536694,100.0,93.91,-65.8233,-65.8233,2,,-65.8233506855,2594.65536694,50.6824,100,0.01,1.0,1.0,-65.8233506855,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.9197287475,50.5485573553,200.000000102,84.42,-61.8715,-61.8715,2,,-57.9197287475,50.5485573553,36.4005,100,0.005,1.0,1.0,-57.9197287475,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-57.6048367733,49.2948619376,299.999969474,83.76,-60.4493,-60.4493,2,,-57.6048367733,49.2948619376,30.0606,100,0.00333333,1.0,1.0,-57.6048367733,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-61.6645392254,1334.82614431,400.0,89.08,-60.7531,-60.7531,2,,-61.6645392254,1334.82614431,31.755,100,0.0025,1.0,1.0,-61.6645392254,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-65.0378059594,2598.58809259,500.000006643,92.66,-61.6101,-61.6101,1,,-65.0378059594,2598.58809259,36.389,100,0.002,1.0,1.0,-65.0378059594,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-62.5168589419,1326.55970582,100.0,90.22,-62.5169,-62.5169,2,,-62.5168589419,1326.55970582,36.2394,100,0.01,1.0,1.0,-62.5168589419,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-56.6795350362,55.1681382176,200.000000102,82.53,-59.5982,-59.5982,2,,-56.6795350362,55.1681382176,26.3149,100,0.005,1.0,1.0,-56.6795350362,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-61.5750924513,1342.78750081,299.999969474,88.83,-60.2572,-60.2572,2,,-61.5750924513,1342.78750081,30.0938,100,0.00333333,1.0,1.0,-61.5750924513,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-56.3635454823,45.032830858,400.0,82.36,-59.2838,-59.2838,2,,-56.3635454823,45.032830858,26.329,100,0.0025,1.0,1.0,-56.3635454823,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-62.762884095,1339.37213844,500.000006643,90.61,-59.9796,-59.9796,1,,-62.762884095,1339.37213844,28.6654,100,0.002,1.0,1.0,-62.762884095,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-61.7966856618,1345.73913879,100.0,89.03,-61.7967,-61.7967,2,,-61.7966856618,1345.73913879,36.5004,100,0.01,1.0,1.0,-61.7966856618,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-66.0294454764,2584.24648412,200.000000102,94.38,-63.9131,-63.9131,2,,-66.0294454764,2584.24648412,44.1568,100,0.005,1.0,1.0,-66.0294454764,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-57.9129014909,44.7046662437,299.999969474,84.63,-61.913,-61.913,2,,-57.9129014909,44.7046662437,36.368,100,0.00333333,1.0,1.0,-57.9129014909,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-62.0569101425,1341.49668317,400.0,89.7,-61.949,-61.949,2,,-62.0569101425,1341.49668317,36.3868,100,0.0025,1.0,1.0,-62.0569101425,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-57.4954094046,55.7599586427,500.000006643,83.76,-61.0583,-61.0583,1,,-57.4954094046,55.7599586427,32.763,100,0.002,1.0,1.0,-57.4954094046,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-60.897569097,1347.20949026,100.0,87.92,-60.8976,-60.8976,2,,-60.897569097,1347.20949026,36.5204,100,0.01,1.0,1.0,-60.897569097,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-61.0821278019,1334.72715114,200.000000102,87.74,-60.9898,-60.9898,2,,-61.0821278019,1334.72715114,36.4358,100,0.005,1.0,1.0,-61.0821278019,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-66.1334274831,2599.3828848,299.999969474,94.66,-62.7044,-62.7044,2,,-66.1334274831,2599.3828848,41.8177,100,0.00333333,1.0,1.0,-66.1334274831,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-64.6453936867,2611.31674188,400.0,91.91,-63.1896,-63.1896,2,,-64.6453936867,2611.31674188,44.2555,100,0.0025,1.0,1.0,-64.6453936867,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-64.5487510748,2617.19209502,500.000006643,91.4,-63.4615,-63.4615,1,,-64.5487510748,2617.19209502,45.6655,100,0.002,1.0,1.0,-64.5487510748,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.0968275669,46.4034239033,100.0,84.91,-58.0968,-58.0968,2,,-58.0968275669,46.4034239033,6.77786,100,0.01,1.0,1.0,-58.0968275669,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-62.219378352,1348.26974067,200.000000102,90.09,-60.1581,-60.1581,2,,-62.219378352,1348.26974067,26.3555,100,0.005,1.0,1.0,-62.219378352,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-57.7622044924,54.4959361832,299.999969474,84.22,-59.3595,-59.3595,2,,-57.7622044924,54.4959361832,21.9621,100,0.00333333,1.0,1.0,-57.7622044924,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.0321092111,54.7517387343,400.0,84.77,-59.0276,-59.0276,2,,-58.0321092111,54.7517387343,19.3812,100,0.0025,1.0,1.0,-58.0321092111,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-60.6657506193,1341.86398037,500.000006643,87.12,-59.3553,-59.3553,1,,-60.6657506193,1341.86398037,23.8039,100,0.002,1.0,1.0,-60.6657506193,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.1742688696,52.5032859726,100.0,84.8,-58.1743,-58.1743,2,,-58.1742688696,52.5032859726,7.20959,100,0.01,1.0,1.0,-58.1742688696,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-61.7963849129,1343.89216174,200.000000102,89.39,-59.9853,-59.9853,2,,-61.7963849129,1343.89216174,26.3533,100,0.005,1.0,1.0,-61.7963849129,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-61.443202977,1356.61326479,299.999969474,88.32,-60.4713,-60.4713,2,,-61.443202977,1356.61326479,30.1853,100,0.00333333,1.0,1.0,-61.443202977,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-62.8204926461,1345.10447232,400.0,90.73,-61.0586,-61.0586,2,,-62.8204926461,1345.10447232,31.8953,100,0.0025,1.0,1.0,-62.8204926461,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-69.213932894,3832.9435986,500.000006643,97.89,-62.6897,-62.6897,1,,-69.213932894,3832.9435986,39.7921,100,0.002,1.0,1.0,-69.213932894,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.7081204112,55.0651917126,100.0,84.07,-57.7081,-57.7081,2,,-57.7081204112,55.0651917126,7.3834,100,0.01,1.0,1.0,-57.7081204112,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.3080346864,57.9479900415,200.000000102,85.26,-58.0081,-58.0081,2,,-58.3080346864,57.9479900415,7.48542,100,0.005,1.0,1.0,-58.3080346864,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-57.7069718106,44.8379792379,299.999969474,84.44,-57.9077,-57.9077,2,,-57.7069718106,44.8379792379,7.22295,100,0.00333333,1.0,1.0,-57.7069718106,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-61.9550810845,1337.89163582,400.0,89.49,-58.9196,-58.9196,2,,-61.9550810845,1337.89163582,19.3217,100,0.0025,1.0,1.0,-61.9550810845,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-62.1277859421,1331.67144024,500.000006643,89.93,-59.5612,-59.5612,1,,-62.1277859421,1331.67144024,23.7483,100,0.002,1.0,1.0,-62.1277859421,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.6463105762,48.2627653742,100.0,84.26,-57.6463,-57.6463,2,,-57.6463105762,48.2627653742,6.91232,100,0.01,1.0,1.0,-57.6463105762,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-63.1575753504,1324.12208114,200.000000102,91.58,-60.4019,-60.4019,2,,-63.1575753504,1324.12208114,26.2092,100,0.005,1.0,1.0,-63.1575753504,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-65.221599472,2614.66649943,299.999969474,93.44,-62.0085,-62.0085,2,,-65.221599472,2614.66649943,36.4136,100,0.00333333,1.0,1.0,-65.221599472,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-65.0726719633,2592.96763394,400.0,92.75,-62.7745,-62.7745,2,,-65.0726719633,2592.96763394,40.472,100,0.0025,1.0,1.0,-65.0726719633,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-61.7679685147,1327.56857291,500.000006643,88.87,-62.5732,-62.5732,1,,-61.7679685147,1327.56857291,39.6662,100,0.002,1.0,1.0,-61.7679685147,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-65.5678130364,2593.20947879,100.0,93.86,-65.5678,-65.5678,2,,-65.5678130364,2593.20947879,50.6683,100,0.01,1.0,1.0,-65.5678130364,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-63.2648041125,1322.15451302,200.000000102,91.8,-64.4163,-64.4163,2,,-63.2648041125,1322.15451302,44.039,100,0.005,1.0,1.0,-63.2648041125,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-61.8743935125,1337.78245552,299.999969474,89.32,-63.569,-63.569,2,,-61.8743935125,1337.78245552,41.6636,100,0.00333333,1.0,1.0,-61.8743935125,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-56.9501380204,38.2734345833,400.0,82.98,-61.9143,-61.9143,2,,-56.9501380204,38.2734345833,36.326,100,0.0025,1.0,1.0,-56.9501380204,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-57.3931683563,45.2825765551,500.000006643,83.48,-61.0101,-61.0101,1,,-57.3931683563,45.2825765551,32.6788,100,0.002,1.0,1.0,-57.3931683563,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-61.5956561969,1344.53105641,100.0,88.95,-61.5957,-61.5957,2,,-61.5956561969,1344.53105641,36.484,100,0.01,1.0,1.0,-61.5956561969,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-65.8337476857,2599.27390611,200.000000102,93.95,-63.7147,-63.7147,2,,-65.8337476857,2599.27390611,44.2343,100,0.005,1.0,1.0,-65.8337476857,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-62.6343500887,1349.01257875,299.999969474,90.64,-63.3546,-63.3546,2,,-62.6343500887,1349.01257875,41.8316,100,0.00333333,1.0,1.0,-62.6343500887,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-66.6314765589,2598.14135219,400.0,95.13,-64.1738,-64.1738,2,,-66.6314765589,2598.14135219,44.2433,100,0.0025,1.0,1.0,-66.6314765589,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-62.2040776527,1338.88890991,500.000006643,90.11,-63.7799,-63.7799,1,,-62.2040776527,1338.88890991,42.7983,100,0.002,1.0,1.0,-62.2040776527,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.5389621608,57.7689294446,100.0,85.75,-58.539,-58.539,2,,-58.5389621608,57.7689294446,7.56249,100,0.01,1.0,1.0,-58.5389621608,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-64.9701715004,2592.61679067,200.000000102,92.74,-61.7546,-61.7546,2,,-64.9701715004,2592.61679067,36.3632,100,0.005,1.0,1.0,-64.9701715004,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.4430200678,66.6483242086,299.999969474,85.22,-60.6507,-60.6507,2,,-58.4430200678,66.6483242086,30.099,100,0.00333333,1.0,1.0,-58.4430200678,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-57.359095501,41.7543064344,400.0,83.35,-59.8278,-59.8278,2,,-57.359095501,41.7543064344,26.3027,100,0.0025,1.0,1.0,-57.359095501,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-61.7429774521,1355.98259769,500.000006643,89.12,-60.2108,-60.2108,1,,-61.7429774521,1355.98259769,28.6799,100,0.002,1.0,1.0,-61.7429774521,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.9540787454,42.5561345943,100.0,85.14,-57.9541,-57.9541,2,,-57.9540787454,42.5561345943,6.49081,100,0.01,1.0,1.0,-57.9540787454,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.7146753502,52.2023954197,200.000000102,84.3,-57.8344,-57.8344,2,,-57.7146753502,52.2023954197,6.8498,100,0.005,1.0,1.0,-57.7146753502,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.1969474214,50.8808719737,299.999969474,85.05,-57.9552,-57.9552,2,,-58.1969474214,50.8808719737,6.9354,100,0.00333333,1.0,1.0,-58.1969474214,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-67.158143575,2571.53924659,400.0,96.24,-60.256,-60.256,2,,-67.158143575,2571.53924659,26.2376,100,0.0025,1.0,1.0,-67.158143575,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-57.8443832183,48.9098564339,500.000006643,85.01,-59.7737,-59.7737,1,,-57.8443832183,48.9098564339,23.6927,100,0.002,1.0,1.0,-57.8443832183,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-59.9205515517,57.2657609146,100.0,88.0,-59.9206,-59.9206,2,,-59.9205515517,57.2657609146,7.52948,100,0.01,1.0,1.0,-59.9205515517,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.1843936197,51.6470311314,200.000000102,84.58,-59.0525,-59.0525,2,,-58.1843936197,51.6470311314,7.3936,100,0.005,1.0,1.0,-58.1843936197,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-73.1241624822,5034.50099839,299.999969474,102.63,-63.743,-63.743,2,,-73.1241624822,5034.50099839,41.7353,100,0.00333333,1.0,1.0,-73.1241624822,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.043976488,64.1285282672,400.0,84.79,-62.3183,-62.3183,2,,-58.043976488,64.1285282672,36.4463,100,0.0025,1.0,1.0,-58.043976488,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-62.1451399247,1353.15704174,500.000006643,90.09,-62.2837,-62.2837,1,,-62.1451399247,1353.15704174,36.4774,100,0.002,1.0,1.0,-62.1451399247,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.922267552,59.8426987472,100.0,84.67,-57.9223,-57.9223,2,,-57.922267552,59.8426987472,7.69703,100,0.01,1.0,1.0,-57.922267552,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.3248488325,46.3172400355,200.000000102,83.63,-57.6236,-57.6236,2,,-57.3248488325,46.3172400355,7.25523,100,0.005,1.0,1.0,-57.3248488325,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-61.1433661249,1343.10405619,299.999969474,88.28,-58.7968,-58.7968,2,,-61.1433661249,1343.10405619,21.9333,100,0.00333333,1.0,1.0,-61.1433661249,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-57.6507286827,46.1611689249,400.0,84.18,-58.5103,-58.5103,2,,-57.6507286827,46.1611689249,19.2996,100,0.0025,1.0,1.0,-57.6507286827,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-59.5252292395,54.7930152597,500.000006643,86.99,-58.7133,-58.7133,1,,-59.5252292395,54.7930152597,17.5782,100,0.002,1.0,1.0,-59.5252292395,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-61.2689817485,1332.24594816,100.0,88.11,-61.269,-61.269,2,,-61.2689817485,1332.24594816,36.317,100,0.01,1.0,1.0,-61.2689817485,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.4167511502,44.2539553326,200.000000102,84.09,-59.3429,-59.3429,2,,-57.4167511502,44.2539553326,26.174,100,0.005,1.0,1.0,-57.4167511502,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-59.0197377111,68.6222096169,299.999969474,86.16,-59.2352,-59.2352,2,,-59.0197377111,68.6222096169,21.8949,100,0.00333333,1.0,1.0,-59.0197377111,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-69.0916286774,3840.5554335,400.0,97.69,-61.6993,-61.6993,2,,-69.0916286774,3840.5554335,36.4458,100,0.0025,1.0,1.0,-69.0916286774,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-60.5330065241,1342.6351015,500.000006643,87.37,-61.466,-61.466,1,,-60.5330065241,1342.6351015,36.4513,100,0.002,1.0,1.0,-60.5330065241,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-65.3692813386,2596.74074192,100.0,93.11,-65.3693,-65.3693,2,,-65.3692813386,2596.74074192,50.7028,100,0.01,1.0,1.0,-65.3692813386,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.563751823,55.8023405065,200.000000102,85.58,-61.9665,-61.9665,2,,-58.563751823,55.8023405065,36.3949,100,0.005,1.0,1.0,-58.563751823,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-64.1857587786,2603.81432237,299.999969474,91.58,-62.7063,-62.7063,2,,-64.1857587786,2603.81432237,41.7542,100,0.00333333,1.0,1.0,-64.1857587786,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-57.705984273,59.091916374,400.0,84.22,-61.4562,-61.4562,2,,-57.705984273,59.091916374,36.4263,100,0.0025,1.0,1.0,-57.705984273,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-58.3521196891,41.9619704594,500.000006643,85.28,-60.8354,-60.8354,1,,-58.3521196891,41.9619704594,32.7314,100,0.002,1.0,1.0,-58.3521196891,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-72.4815452553,5051.5735125,100.0,101.13,-72.4815,-72.4815,2,,-72.4815452553,5051.5735125,70.7182,100,0.01,1.0,1.0,-72.4815452553,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.4939323853,67.1112442311,200.000000102,83.88,-64.9877,-64.9877,2,,-57.4939323853,67.1112442311,50.8911,100,0.005,1.0,1.0,-57.4939323853,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-57.5300553192,41.8573047717,299.999969474,83.87,-62.5019,-62.5019,2,,-57.5300553192,41.8573047717,41.8662,100,0.00333333,1.0,1.0,-57.5300553192,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-64.5598668747,2606.99366722,400.0,92.09,-63.0163,-63.0163,2,,-64.5598668747,2606.99366722,44.2787,100,0.0025,1.0,1.0,-64.5598668747,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-61.5580064802,1331.80054178,500.000006643,88.4,-62.7247,-62.7247,1,,-61.5580064802,1331.80054178,42.808,100,0.002,1.0,1.0,-61.5580064802,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.5543610771,51.376016694,100.0,85.81,-58.5544,-58.5544,2,,-58.5543610771,51.376016694,7.13178,100,0.01,1.0,1.0,-58.5543610771,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-61.0085777099,1362.01246013,200.000000102,88.31,-59.7815,-59.7815,2,,-61.0085777099,1362.01246013,26.4789,100,0.005,1.0,1.0,-61.0085777099,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-62.2573317559,1353.68949893,299.999969474,90.05,-60.6068,-60.6068,2,,-62.2573317559,1353.68949893,30.2573,100,0.00333333,1.0,1.0,-62.2573317559,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-57.352065593,57.3630320662,400.0,83.65,-59.7931,-59.7931,2,,-57.352065593,57.3630320662,26.5106,100,0.0025,1.0,1.0,-57.352065593,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-59.7172457492,67.9344923754,500.000006643,87.61,-59.7779,-59.7779,1,,-59.7172457492,67.9344923754,23.9937,100,0.002,1.0,1.0,-59.7172457492,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-65.7337981455,2606.68934232,100.0,94.24,-65.7338,-65.7338,2,,-65.7337981455,2606.68934232,50.7998,100,0.01,1.0,1.0,-65.7337981455,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-59.0650530931,56.9360120086,200.000000102,86.64,-62.3994,-62.3994,2,,-59.0650530931,56.9360120086,36.4639,100,0.005,1.0,1.0,-59.0650530931,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-61.7890304676,1342.15413278,299.999969474,89.38,-62.196,-62.196,2,,-61.7890304676,1342.15413278,36.461,100,0.00333333,1.0,1.0,-61.7890304676,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-62.6718064629,1350.81414492,400.0,90.34,-62.3149,-62.3149,2,,-62.6718064629,1350.81414492,36.4886,100,0.0025,1.0,1.0,-62.6718064629,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-58.7217702496,73.7708518544,500.000006643,86.09,-61.5963,-61.5963,1,,-58.7217702496,73.7708518544,32.8909,100,0.002,1.0,1.0,-58.7217702496,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.9983732656,42.7455018035,100.0,84.8,-57.9984,-57.9984,2,,-57.9983732656,42.7455018035,6.50523,100,0.01,1.0,1.0,-57.9983732656,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-61.4607532002,1351.21027742,200.000000102,88.94,-59.7296,-59.7296,2,,-61.4607532002,1351.21027742,26.325,100,0.005,1.0,1.0,-61.4607532002,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-62.0215997797,1345.469131,299.999969474,89.76,-60.4936,-60.4936,2,,-62.0215997797,1345.469131,30.1194,100,0.00333333,1.0,1.0,-62.0215997797,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-56.8722695932,47.1185248081,400.0,82.97,-59.5882,-59.5882,2,,-56.8722695932,47.1185248081,26.3534,100,0.0025,1.0,1.0,-56.8722695932,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-61.2881000166,1333.33247295,500.000006643,88.21,-59.9282,-59.9282,1,,-61.2881000166,1333.33247295,28.6368,100,0.002,1.0,1.0,-61.2881000166,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.790878264,69.316291825,100.0,86.38,-58.7909,-58.7909,2,,-58.790878264,69.316291825,8.28391,100,0.01,1.0,1.0,-58.790878264,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-66.1535535432,2590.84117321,200.000000102,94.49,-62.4722,-62.4722,2,,-66.1535535432,2590.84117321,36.4737,100,0.005,1.0,1.0,-66.1535535432,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-60.5511654679,1337.62093697,299.999969474,87.14,-61.8319,-61.8319,2,,-60.5511654679,1337.62093697,36.4571,100,0.00333333,1.0,1.0,-60.5511654679,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-61.2584787704,1338.23086461,400.0,87.96,-61.6885,-61.6885,2,,-61.2584787704,1338.23086461,36.4433,100,0.0025,1.0,1.0,-61.2584787704,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-58.1136374465,56.5471230773,500.000006643,84.57,-60.9735,-60.9735,1,,-58.1136374465,56.5471230773,32.7984,100,0.002,1.0,1.0,-58.1136374465,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.3628038432,61.3103916745,100.0,85.24,-58.3628,-58.3628,2,,-58.3628038432,61.3103916745,7.79085,100,0.01,1.0,1.0,-58.3628038432,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.7597529094,52.4734861756,200.000000102,86.12,-58.5613,-58.5613,2,,-58.7597529094,52.4734861756,7.50749,100,0.005,1.0,1.0,-58.7597529094,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-57.9566070998,45.6697832867,299.999969474,84.61,-58.3597,-58.3597,2,,-57.9566070998,45.6697832867,7.26135,100,0.00333333,1.0,1.0,-57.9566070998,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-57.6332718523,41.5548049828,400.0,84.14,-58.1781,-58.1781,2,,-57.6332718523,41.5548049828,7.06606,100,0.0025,1.0,1.0,-57.6332718523,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-57.4400400223,60.0238789622,500.000006643,84.26,-58.0305,-58.0305,1,,-57.4400400223,60.0238789622,7.20522,100,0.002,1.0,1.0,-57.4400400223,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-60.99857674,1341.06014407,100.0,87.72,-60.9986,-60.9986,2,,-60.99857674,1341.06014407,36.4369,100,0.01,1.0,1.0,-60.99857674,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-59.6848934385,58.2139917704,200.000000102,87.29,-60.3417,-60.3417,2,,-59.6848934385,58.2139917704,26.3263,100,0.005,1.0,1.0,-59.6848934385,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-56.1954322392,47.4935027849,299.999969474,81.87,-58.9596,-58.9596,2,,-56.1954322392,47.4935027849,21.944,100,0.00333333,1.0,1.0,-56.1954322392,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-65.8767101565,2607.45498224,400.0,94.23,-60.6889,-60.6889,2,,-65.8767101565,2607.45498224,31.8665,100,0.0025,1.0,1.0,-65.8767101565,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-64.763842441,2603.54705097,500.000006643,92.36,-61.5039,-61.5039,1,,-64.763842441,2603.54705097,36.4765,100,0.002,1.0,1.0,-64.763842441,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.6922864528,56.6777081436,100.0,84.11,-57.6923,-57.6923,2,,-57.6922864528,56.6777081436,7.49072,100,0.01,1.0,1.0,-57.6922864528,1.0,1.0,500,0.01,3.50449e-18
