ESSRenyi,MaxNormIw,MaxVanillaIw,AvgDiscRet,VarRet,ESSClassic,AvgEpLen,J,Bound,IterType,VarVanillaIw,AvgRet,VarDiscRet,VarJ,EpsThisIter,AvgNormIw,Delta,MinVanillaIw,VanillaAvgRet,eRenyi2,AvgVanillaIw,BatchSize,MinNormIw,VarNormIw
500.0,0.01,1.0,-58.4030717099,55.0922955325,100.0,85.29,-58.4031,-58.4031,2,,-58.4030717099,55.0922955325,7.38521,100,0.01,1.0,1.0,-58.4030717099,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-61.4487272796,1345.05337321,200.000000102,88.82,-59.9259,-59.9259,2,,-61.4487272796,1345.05337321,26.3703,100,0.005,1.0,1.0,-61.4487272796,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.5329818934,42.2772161239,299.999969474,85.46,-59.4616,-59.4616,2,,-58.5329818934,42.2772161239,21.8627,100,0.00333333,1.0,1.0,-58.5329818934,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-57.5720421799,37.1914346916,400.0,83.98,-58.9892,-58.9892,2,,-57.5720421799,37.1914346916,19.1926,100,0.0025,1.0,1.0,-57.5720421799,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-58.8660416898,52.1603525567,500.000006643,86.27,-58.9646,-58.9646,1,,-58.8660416898,52.1603525567,17.4647,100,0.002,1.0,1.0,-58.8660416898,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.2736777058,35.6019529449,100.0,83.86,-57.2737,-57.2737,2,,-57.2736777058,35.6019529449,5.93683,100,0.01,1.0,1.0,-57.2736777058,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.9443556261,56.4326742747,200.000000102,84.44,-57.609,-57.609,2,,-57.9443556261,56.4326742747,6.75793,100,0.005,1.0,1.0,-57.9443556261,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-61.8965183075,1341.97651635,299.999969474,89.42,-59.0382,-59.0382,2,,-61.8965183075,1341.97651635,21.8491,100,0.00333333,1.0,1.0,-61.8965183075,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-57.8764997387,45.6091144635,400.0,84.13,-58.7478,-58.7478,2,,-57.8764997387,45.6091144635,19.2244,100,0.0025,1.0,1.0,-57.8764997387,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-62.5952865672,1333.53158467,500.000006643,90.64,-59.5173,-59.5173,1,,-62.5952865672,1333.53158467,23.708,100,0.002,1.0,1.0,-62.5952865672,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-61.0552157471,1329.57807147,100.0,87.75,-61.0552,-61.0552,2,,-61.0552157471,1329.57807147,36.2806,100,0.01,1.0,1.0,-61.0552157471,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-61.2022148912,1352.0702447,200.000000102,88.34,-61.1287,-61.1287,2,,-61.2022148912,1352.0702447,36.4338,100,0.005,1.0,1.0,-61.2022148912,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-57.9528234951,65.2593979958,299.999969474,84.6,-60.0701,-60.0701,2,,-57.9528234951,65.2593979958,30.1451,100,0.00333333,1.0,1.0,-57.9528234951,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.1624037178,46.9585586533,400.0,84.88,-59.5932,-59.5932,2,,-58.1624037178,46.9585586533,26.341,100,0.0025,1.0,1.0,-58.1624037178,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-62.6199988134,1334.00152918,500.000006643,90.87,-60.1985,-60.1985,1,,-62.6199988134,1334.00152918,28.6475,100,0.002,1.0,1.0,-62.6199988134,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-59.5759699784,67.6212571323,100.0,87.53,-59.576,-59.576,2,,-59.5759699784,67.6212571323,8.18199,100,0.01,1.0,1.0,-59.5759699784,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-61.5663871926,1333.07595253,200.000000102,88.92,-60.5712,-60.5712,2,,-61.5663871926,1333.07595253,26.3502,100,0.005,1.0,1.0,-61.5663871926,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-62.7751787385,1323.186387,299.999969474,90.8,-61.3058,-61.3058,2,,-62.7751787385,1323.186387,30.0104,100,0.00333333,1.0,1.0,-62.7751787385,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-59.1188845964,59.5191618915,400.0,86.7,-60.7591,-60.7591,2,,-59.1188845964,59.5191618915,26.2887,100,0.0025,1.0,1.0,-59.1188845964,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-62.89472757,1324.66455432,500.000006643,90.85,-61.1862,-61.1862,1,,-62.89472757,1324.66455432,28.5638,100,0.002,1.0,1.0,-62.89472757,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-61.0358948611,1335.03242322,100.0,88.03,-61.0359,-61.0359,2,,-61.0358948611,1335.03242322,36.3549,100,0.01,1.0,1.0,-61.0358948611,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.5676814263,50.1397369644,200.000000102,84.09,-59.3018,-59.3018,2,,-57.5676814263,50.1397369644,26.2425,100,0.005,1.0,1.0,-57.5676814263,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-62.249746702,1336.29190161,299.999969474,90.13,-60.2844,-60.2844,2,,-62.249746702,1336.29190161,30.0336,100,0.00333333,1.0,1.0,-62.249746702,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.2449478905,55.5661207872,400.0,85.48,-59.7746,-59.7746,2,,-58.2449478905,55.5661207872,26.2878,100,0.0025,1.0,1.0,-58.2449478905,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-61.537910161,1362.11879588,500.000006643,88.42,-60.1272,-60.1272,1,,-61.537910161,1362.11879588,28.6886,100,0.002,1.0,1.0,-61.537910161,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-62.9412862398,1344.7070144,100.0,90.96,-62.9413,-62.9413,2,,-62.9412862398,1344.7070144,36.4864,100,0.01,1.0,1.0,-62.9412862398,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.4734806824,46.1611321051,200.000000102,83.84,-60.2074,-60.2074,2,,-57.4734806824,46.1611321051,26.3809,100,0.005,1.0,1.0,-57.4734806824,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.0124637748,48.4465726239,299.999969474,84.9,-59.4757,-59.4757,2,,-58.0124637748,48.4465726239,21.9323,100,0.00333333,1.0,1.0,-58.0124637748,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.1946027681,56.818111542,400.0,84.79,-59.1555,-59.1555,2,,-58.1946027681,56.818111542,19.3685,100,0.0025,1.0,1.0,-58.1946027681,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-57.4828679746,55.5829198351,500.000006643,83.96,-58.8209,-58.8209,1,,-57.4828679746,55.5829198351,17.6512,100,0.002,1.0,1.0,-57.4828679746,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-61.5800326103,1343.39117685,100.0,88.89,-61.58,-61.58,2,,-61.5800326103,1343.39117685,36.4686,100,0.01,1.0,1.0,-61.5800326103,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-61.0592671666,1343.59631553,200.000000102,88.0,-61.3196,-61.3196,2,,-61.0592671666,1343.59631553,36.4709,100,0.005,1.0,1.0,-61.0592671666,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.3003188047,50.3778808541,299.999969474,85.29,-60.3132,-60.3132,2,,-58.3003188047,50.3778808541,30.0899,100,0.00333333,1.0,1.0,-58.3003188047,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.8849503279,41.2609004101,400.0,86.34,-59.9561,-59.9561,2,,-58.8849503279,41.2609004101,26.2611,100,0.0025,1.0,1.0,-58.8849503279,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-58.8230823277,50.0715735954,500.000006643,85.95,-59.7295,-59.7295,1,,-58.8230823277,50.0715735954,23.7031,100,0.002,1.0,1.0,-58.8230823277,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.8080924685,51.2591155254,100.0,84.78,-57.8081,-57.8081,2,,-57.8080924685,51.2591155254,7.12366,100,0.01,1.0,1.0,-57.8080924685,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.5007241964,54.9504590666,200.000000102,84.31,-57.6544,-57.6544,2,,-57.5007241964,54.9504590666,7.2524,100,0.005,1.0,1.0,-57.5007241964,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.3298551421,44.5269319347,299.999969474,85.21,-57.8796,-57.8796,2,,-58.3298551421,44.5269319347,7.06117,100,0.00333333,1.0,1.0,-58.3298551421,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-60.9199400435,1342.29105746,400.0,87.84,-58.6396,-58.6396,2,,-60.9199400435,1342.29105746,19.2703,100,0.0025,1.0,1.0,-60.9199400435,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-70.4501461588,3816.35221143,500.000006643,99.74,-61.0018,-61.0018,1,,-70.4501461588,3816.35221143,32.7877,100,0.002,1.0,1.0,-70.4501461588,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.0958109353,38.7951881004,100.0,84.99,-58.0958,-58.0958,2,,-58.0958109353,38.7951881004,6.19736,100,0.01,1.0,1.0,-58.0958109353,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-62.5798507388,1329.18170533,200.000000102,90.09,-60.3378,-60.3378,2,,-62.5798507388,1329.18170533,26.1185,100,0.005,1.0,1.0,-62.5798507388,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-69.8380330908,3827.0349972,299.999969474,99.12,-63.5046,-63.5046,2,,-69.8380330908,3827.0349972,41.6865,100,0.00333333,1.0,1.0,-69.8380330908,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-61.4335039739,1344.94043889,400.0,88.64,-62.9868,-62.9868,2,,-61.4335039739,1344.94043889,40.4598,100,0.0025,1.0,1.0,-61.4335039739,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-62.5610608332,1344.69644543,500.000006643,90.37,-62.9017,-62.9017,1,,-62.5610608332,1344.69644543,39.6973,100,0.002,1.0,1.0,-62.5610608332,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.3989556164,51.8335267815,100.0,83.59,-57.399,-57.399,2,,-57.3989556164,51.8335267815,7.16346,100,0.01,1.0,1.0,-57.3989556164,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-63.9858391823,2615.73233464,200.000000102,91.39,-60.6924,-60.6924,2,,-63.9858391823,2615.73233464,36.4869,100,0.005,1.0,1.0,-63.9858391823,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-59.3184367914,56.5272393683,299.999969474,87.13,-60.2344,-60.2344,2,,-59.3184367914,56.5272393683,30.1098,100,0.00333333,1.0,1.0,-59.3184367914,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-62.5041112642,1333.17025641,400.0,90.58,-60.8018,-60.8018,2,,-62.5041112642,1333.17025641,31.7943,100,0.0025,1.0,1.0,-62.5041112642,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-61.4479709999,1337.19247701,500.000006643,88.38,-60.9311,-60.9311,1,,-61.4479709999,1337.19247701,32.7648,100,0.002,1.0,1.0,-61.4479709999,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-61.3399188815,1342.30971349,100.0,88.56,-61.3399,-61.3399,2,,-61.3399188815,1342.30971349,36.4539,100,0.01,1.0,1.0,-61.3399188815,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.6780219176,48.8920364942,200.000000102,86.29,-60.009,-60.009,2,,-58.6780219176,48.8920364942,26.2758,100,0.005,1.0,1.0,-58.6780219176,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-57.0523045212,48.9739494113,299.999969474,82.74,-59.0234,-59.0234,2,,-57.0523045212,48.9739494113,21.8719,100,0.00333333,1.0,1.0,-57.0523045212,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-57.2737140153,50.3161820334,400.0,83.19,-58.586,-58.586,2,,-57.2737140153,50.3161820334,19.2825,100,0.0025,1.0,1.0,-57.2737140153,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-61.8665678564,1354.47102849,500.000006643,89.45,-59.2421,-59.2421,1,,-61.8665678564,1354.47102849,23.8193,100,0.002,1.0,1.0,-61.8665678564,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-65.9309508739,2594.01792575,100.0,94.28,-65.9309,-65.9309,2,,-65.9309508739,2594.01792575,50.6762,100,0.01,1.0,1.0,-65.9309508739,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-59.5219540633,60.8084553736,200.000000102,86.8,-62.7265,-62.7265,2,,-59.5219540633,60.8084553736,36.3924,100,0.005,1.0,1.0,-59.5219540633,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-62.5485610841,1337.67581571,299.999969474,90.04,-62.6672,-62.6672,2,,-62.5485610841,1337.67581571,36.392,100,0.00333333,1.0,1.0,-62.5485610841,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-59.0363764139,63.0994802716,400.0,85.94,-61.7595,-61.7595,2,,-59.0363764139,63.0994802716,31.8021,100,0.0025,1.0,1.0,-59.0363764139,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-61.0656751572,1348.55521164,500.000006643,87.79,-61.6207,-61.6207,1,,-61.0656751572,1348.55521164,32.8053,100,0.002,1.0,1.0,-61.0656751572,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-62.414610116,1325.94492392,100.0,90.15,-62.4146,-62.4146,2,,-62.414610116,1325.94492392,36.231,100,0.01,1.0,1.0,-62.414610116,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-59.1169605343,56.9600539943,200.000000102,86.26,-60.7658,-60.7658,2,,-59.1169605343,56.9600539943,26.2156,100,0.005,1.0,1.0,-59.1169605343,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-61.3027304101,1347.99482997,299.999969474,88.59,-60.9448,-60.9448,2,,-61.3027304101,1347.99482997,30.0512,100,0.00333333,1.0,1.0,-61.3027304101,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.5928399262,50.1338634392,400.0,85.59,-60.3568,-60.3568,2,,-58.5928399262,50.1338634392,26.2821,100,0.0025,1.0,1.0,-58.5928399262,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-61.2309489842,1334.73011795,500.000006643,88.1,-60.5316,-60.5316,1,,-61.2309489842,1334.73011795,28.5832,100,0.002,1.0,1.0,-61.2309489842,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.2540442289,58.81025271,100.0,85.24,-58.254,-58.254,2,,-58.2540442289,58.81025271,7.63034,100,0.01,1.0,1.0,-58.2540442289,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.5289544098,55.3755168695,200.000000102,85.35,-58.3915,-58.3915,2,,-58.5289544098,55.3755168695,7.51937,100,0.005,1.0,1.0,-58.5289544098,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.3194346306,46.8375390671,299.999969474,85.62,-58.3675,-58.3675,2,,-58.3194346306,46.8375390671,7.2905,100,0.00333333,1.0,1.0,-58.3194346306,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-63.6455040176,1324.29915085,400.0,92.2,-59.687,-59.687,2,,-63.6455040176,1324.29915085,19.3093,100,0.0025,1.0,1.0,-63.6455040176,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-59.5156107338,73.7031233318,500.000006643,86.96,-59.6527,-59.6527,1,,-59.5156107338,73.7031233318,17.6884,100,0.002,1.0,1.0,-59.5156107338,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-61.831709922,1332.119,100.0,89.08,-61.8317,-61.8317,2,,-61.831709922,1332.119,36.3153,100,0.01,1.0,1.0,-61.831709922,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-62.3689689204,1345.36687372,200.000000102,90.47,-62.1003,-62.1003,2,,-62.3689689204,1345.36687372,36.4064,100,0.005,1.0,1.0,-62.3689689204,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-61.6905038708,1346.07830864,299.999969474,88.94,-61.9637,-61.9637,2,,-61.6905038708,1346.07830864,36.4398,100,0.00333333,1.0,1.0,-61.6905038708,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.2416050525,54.813655163,400.0,84.77,-61.0332,-61.0332,2,,-58.2416050525,54.813655163,31.8129,100,0.0025,1.0,1.0,-58.2416050525,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-61.459553289,1341.55672883,500.000006643,88.81,-61.1185,-61.1185,1,,-61.459553289,1341.55672883,32.7919,100,0.002,1.0,1.0,-61.459553289,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-62.5922343886,1354.44970821,100.0,90.22,-62.5922,-62.5922,2,,-62.5922343886,1354.44970821,36.6184,100,0.01,1.0,1.0,-62.5922343886,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.1751013866,54.1409562822,200.000000102,85.0,-60.3837,-60.3837,2,,-58.1751013866,54.1409562822,26.4977,100,0.005,1.0,1.0,-58.1751013866,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.8984765063,56.4065810359,299.999969474,86.31,-59.8886,-59.8886,2,,-58.8984765063,56.4065810359,22.0724,100,0.00333333,1.0,1.0,-58.8984765063,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.4696819882,55.0815851155,400.0,85.5,-59.5339,-59.5339,2,,-58.4696819882,55.0815851155,19.4783,100,0.0025,1.0,1.0,-58.4696819882,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-58.079669216,58.069800749,500.000006643,85.4,-59.243,-59.243,1,,-58.079669216,58.069800749,17.7584,100,0.002,1.0,1.0,-58.079669216,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.6562122096,46.1993331543,100.0,84.59,-57.6562,-57.6562,2,,-57.6562122096,46.1993331543,6.76294,100,0.01,1.0,1.0,-57.6562122096,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.8120310673,55.3614773722,200.000000102,84.72,-57.7341,-57.7341,2,,-57.8120310673,55.3614773722,7.09075,100,0.005,1.0,1.0,-57.8120310673,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-64.1306832576,1329.48034264,299.999969474,93.13,-59.8663,-59.8663,2,,-64.1306832576,1329.48034264,21.9395,100,0.00333333,1.0,1.0,-64.1306832576,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.1645557052,42.5625655418,400.0,85.18,-59.4409,-59.4409,2,,-58.1645557052,42.5625655418,19.2894,100,0.0025,1.0,1.0,-58.1645557052,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-58.6965162517,58.130216058,500.000006643,85.79,-59.292,-59.292,1,,-58.6965162517,58.130216058,17.5859,100,0.002,1.0,1.0,-58.6965162517,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-59.08964742,46.0431861533,100.0,86.39,-59.0896,-59.0896,2,,-59.08964742,46.0431861533,6.7515,100,0.01,1.0,1.0,-59.08964742,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.9476388994,52.6509614992,200.000000102,86.51,-59.0186,-59.0186,2,,-58.9476388994,52.6509614992,6.9899,100,0.005,1.0,1.0,-58.9476388994,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-64.8972249329,2606.2708126,299.999969474,92.9,-60.9782,-60.9782,2,,-64.8972249329,2606.2708126,30.0054,100,0.00333333,1.0,1.0,-64.8972249329,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-57.2439164008,40.1722134173,400.0,83.24,-60.0446,-60.0446,2,,-57.2439164008,40.1722134173,26.2259,100,0.0025,1.0,1.0,-57.2439164008,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-57.5700339472,48.4878837175,500.000006643,84.23,-59.5497,-59.5497,1,,-57.5700339472,48.4878837175,23.6816,100,0.002,1.0,1.0,-57.5700339472,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.5787425971,54.753848772,100.0,83.85,-57.5787,-57.5787,2,,-57.5787425971,54.753848772,7.36249,100,0.01,1.0,1.0,-57.5787425971,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-60.7793013978,1341.0003757,200.000000102,87.57,-59.179,-59.179,2,,-60.7793013978,1341.0003757,26.3336,100,0.005,1.0,1.0,-60.7793013978,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-62.9396781854,1333.70108496,299.999969474,91.03,-60.4326,-60.4326,2,,-62.9396781854,1333.70108496,30.0927,100,0.00333333,1.0,1.0,-62.9396781854,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-59.0747436804,52.3634044556,400.0,86.31,-60.0931,-60.0931,2,,-59.0747436804,52.3634044556,26.3151,100,0.0025,1.0,1.0,-59.0747436804,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-73.3154847521,5023.68458414,500.000006643,102.51,-62.7376,-62.7376,1,,-73.3154847521,5023.68458414,39.707,100,0.002,1.0,1.0,-73.3154847521,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-61.2071975574,1350.29429906,100.0,87.88,-61.2072,-61.2072,2,,-61.2071975574,1350.29429906,36.5622,100,0.01,1.0,1.0,-61.2071975574,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-59.1479106101,57.9912235148,200.000000102,86.68,-60.1776,-60.1776,2,,-59.1479106101,57.9912235148,26.4227,100,0.005,1.0,1.0,-59.1479106101,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-64.3005614597,2618.30813651,299.999969474,91.56,-61.5519,-61.5519,2,,-64.3005614597,2618.30813651,36.5138,100,0.00333333,1.0,1.0,-64.3005614597,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-57.8932496078,59.4222847273,400.0,84.23,-60.6372,-60.6372,2,,-57.8932496078,59.4222847273,31.893,100,0.0025,1.0,1.0,-57.8932496078,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-57.2643790577,52.0940671724,500.000006643,83.79,-59.9627,-59.9627,1,,-57.2643790577,52.0940671724,28.7379,100,0.002,1.0,1.0,-57.2643790577,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-61.8948939563,1338.13683735,100.0,89.89,-61.8949,-61.8949,2,,-61.8948939563,1338.13683735,36.3972,100,0.01,1.0,1.0,-61.8948939563,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.2169569099,63.7676382702,200.000000102,84.74,-60.0559,-60.0559,2,,-58.2169569099,63.7676382702,26.4069,100,0.005,1.0,1.0,-58.2169569099,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.4720392404,60.332266307,299.999969474,85.51,-59.528,-59.528,2,,-58.4720392404,60.332266307,22.0307,100,0.00333333,1.0,1.0,-58.4720392404,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-61.0908684202,1332.94856456,400.0,88.04,-59.9187,-59.9187,2,,-61.0908684202,1332.94856456,26.351,100,0.0025,1.0,1.0,-61.0908684202,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-58.0415247276,50.7825072962,500.000006643,84.63,-59.5433,-59.5433,1,,-58.0415247276,50.7825072962,23.7933,100,0.002,1.0,1.0,-58.0415247276,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.96113086,48.2822678643,100.0,84.75,-57.9611,-57.9611,2,,-57.96113086,48.2822678643,6.91371,100,0.01,1.0,1.0,-57.96113086,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-72.629123629,5044.4528618,200.000000102,101.49,-65.2951,-65.2951,2,,-72.629123629,5044.4528618,50.7414,100,0.005,1.0,1.0,-72.629123629,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.5067735338,48.0186298889,299.999969474,85.4,-63.0323,-63.0323,2,,-58.5067735338,48.0186298889,41.7438,100,0.00333333,1.0,1.0,-58.5067735338,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-64.2984820437,2609.59071005,400.0,91.78,-63.3489,-63.3489,2,,-64.2984820437,2609.59071005,44.1937,100,0.0025,1.0,1.0,-64.2984820437,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-59.2294672598,55.4515585582,500.000006643,86.67,-62.525,-62.525,1,,-59.2294672598,55.4515585582,39.7009,100,0.002,1.0,1.0,-59.2294672598,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-59.3644550315,48.6195717148,100.0,86.97,-59.3645,-59.3645,2,,-59.3644550315,48.6195717148,6.93782,100,0.01,1.0,1.0,-59.3644550315,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-62.3665769799,1332.68377189,200.000000102,90.09,-60.8655,-60.8655,2,,-62.3665769799,1332.68377189,26.1916,100,0.005,1.0,1.0,-62.3665769799,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.3385010545,37.0613607754,299.999969474,85.97,-60.0232,-60.0232,2,,-58.3385010545,37.0613607754,21.7021,100,0.00333333,1.0,1.0,-58.3385010545,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.5268695681,43.5370397478,400.0,85.62,-59.6491,-59.6491,2,,-58.5268695681,43.5370397478,19.0901,100,0.0025,1.0,1.0,-58.5268695681,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-57.3496761644,56.5408068334,500.000006643,83.88,-59.1892,-59.1892,1,,-57.3496761644,56.5408068334,17.4237,100,0.002,1.0,1.0,-57.3496761644,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.2431808658,46.9377264387,100.0,85.24,-58.2432,-58.2432,2,,-58.2431808658,46.9377264387,6.81677,100,0.01,1.0,1.0,-58.2431808658,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.2525840318,56.694745248,200.000000102,85.13,-58.2479,-58.2479,2,,-58.2525840318,56.694745248,7.16227,100,0.005,1.0,1.0,-58.2525840318,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-61.887455088,1341.17110583,299.999969474,89.59,-59.4611,-59.4611,2,,-61.887455088,1341.17110583,21.9027,100,0.00333333,1.0,1.0,-61.887455088,1.0,1.0,500,0.00333333,5.43914e-20
