ESSClassic,VarJ,AvgRet,AvgVanillaIw,Bound,MaxVanillaIw,AvgDiscRet,ESSRenyi,AvgNormIw,VarRet,eRenyi2,MaxNormIw,AvgEpLen,MinVanillaIw,MinNormIw,VarVanillaIw,BatchSize,VanillaAvgRet,VarDiscRet,VarNormIw,J
1.0,,2.2382096176443156e-15,192687.72,8787533.0,19268772.0,2.2382096176443156e-15,6.236125867170718e-08,0.01,256.62887337303863,1603559700.0,1.0,4.41,,,3712857000000.0,100,34.07641874443197,256.62887337303863,0.010000002,45.885044
1.0000168669140839,0.03803701,6.7501559897209515e-15,2593.8682,834610.4,259384.64,6.7501559897209515e-15,0.0019599997733750264,0.01,5419.640636290713,51020.414,0.9999916,11.77,,,672804000.0,100,107.63130602611322,5419.640636290713,0.009999833,322.30197
1.0,,2.1174173525650985e-14,6009.774,736371.6,600977.4,2.1174173525650985e-14,0.00017955592005407326,0.01,2985.2958468820057,556929.56,1.0,10.69,,,3611737300.0,100,96.83915829099607,2985.2958468820057,0.0100000035,123.09963
1.0,1.0877047e-11,2.3447910280083305e-14,639.1434,103543.07,63914.34,2.3447910280083305e-14,0.0028967169899580102,0.01,2874.9615727970618,34521.84,1.0,10.67,,,40850430.0,100,96.63695544434793,2874.9615727970618,0.010000002,163.31381
8.61097210524782,632.7223,1.9895196601282807e-15,0.9196379,82.92706,25.363163,1.9895196601282807e-15,9.959156645467278,0.01,4860.820980806107,10.041011,0.2757951,10.83,2.1226752e-07,2.308164e-09,9.066515,100,98.23969681698533,4860.820980806107,0.0010720295,110.37767
100.0,68.7128,-5.826450433232821e-15,1.0,-5.8080664,1.0,-5.826450433232821e-15,100.0,0.009999998,4769.140884065366,1.0,0.01,11.31,1.0,0.01,,100,103.0380355828154,4769.140884065366,3.5044917e-18,5.9604645e-07
100.0,72.44875,-1.9895196601282807e-15,1.0,-6.123855,1.0,-1.9895196601282807e-15,100.0,0.009999998,5301.841224457672,1.0,0.01,11.25,1.0,0.01,,100,102.4377636894516,5301.841224457672,3.5044917e-18,-1.6093254e-06
99.99998855590744,55.64659,-9.947598300641404e-16,0.9999998,-4.7035966,1.0000124,-9.947598300641404e-16,100.0,0.01,3127.8175622022472,1.0,0.0100001255,10.66,0.99998283,0.00999983,2.1815959e-11,100,96.53750010606718,3127.8175622022472,2.184525e-15,2.2411346e-05
99.9999809265164,61.21323,-4.263256414560601e-16,1.0,-5.174146,1.0000067,-4.263256414560601e-16,99.9992370663676,0.01,3784.9018582533763,1.0000076,0.010000067,11.03,0.9999943,0.009999943,4.161627e-12,100,100.23820528358792,3784.9018582533763,4.151158e-16,2.193451e-05
100.0,79.01251,9.308109838457313e-15,1.0,-6.6786675,1.0,9.308109838457313e-15,100.0,0.009999998,6306.037026782998,1.0,0.01,11.49,1.0,0.01,,100,104.83830832222908,6306.037026782998,3.5044917e-18,7.1525574e-07
