Bound,TimeElapsed,InitialReturnMax,Weights,ReturnMeanIW,InitialBound,J_sample_variance,StdIW,EpLenMean,InitialReturnMin,TimestepsSoFar,MeanIW,InitialReturnStd,EpisodesSoFar,MaxIW,Iteration,EmpiricalD2,InitialReturnMean,EpRewMean,EpThisIter,MinIW
140.12657,219.00391936302185,7.4444327,[-0.901 -0.741 -0.405 -1.064 -0.528],140.12657,107.32638,82007.32,2.5923457,43.51,-22.812668,56715,1.2942238,7.465604,1400,25.167046,14,15.678661,1.4305115e-07,-103.31354351125634,100,0.001282021
655.5189,233.71695137023926,8.165414,[-0.897 -0.704 -0.43  -1.041 -0.52 ],655.5189,124.22877,16346616.0,31.12536,41.62,-17.922318,60877,4.9381833,7.762013,1500,351.61603,15,6307.378,5.7220458e-08,-103.91135678031553,100,1.3976036e-07
250.28914,251.7451012134552,6.9151707,[-0.874 -0.745 -0.397 -1.015 -0.576],250.28914,91.512436,2751314.0,17.279118,45.58,-15.664524,65435,2.5806224,5.4981375,1600,236.80884,16,606688.56,2.2888183e-07,-103.92424672106334,100,2.9279108e-06
3179.7666,266.96590518951416,8.678783,[-0.915 -0.791 -0.452 -0.994 -0.591],3179.7666,139.7983,951552200.0,211.45538,38.7,-15.041573,69305,21.21978,7.465313,1700,2219.5537,17,318671360000.0,-1.6212464e-07,-104.20723358725276,100,1.8049552e-12
201.31914,284.73355293273926,6.420695,[-1.003 -0.792 -0.416 -1.078 -0.652],201.31914,89.87421,933576.4,10.253193,44.42,-18.22787,73747,2.1292632,5.74145,1800,131.32474,18,901.57007,-3.8146973e-07,-102.36037383181251,100,6.4058244e-05
2883.8767,300.95076417922974,6.2415953,[-0.968 -0.725 -0.419 -1.045 -0.647],2883.8767,114.68565,821424800.0,239.69397,42.47,-18.769112,77994,23.26584,6.4132695,1900,2520.466,19,31934919000000.0,2.479553e-07,-105.13284676811149,100,9.478074e-12
164.78009,317.17770433425903,8.752289,[-0.946 -0.662 -0.416 -1.098 -0.679],164.78009,131.9162,84587.79,2.1178696,39.72,-21.47812,81966,1.2284856,7.682931,2000,14.473283,20,16.272036,4.196167e-07,-104.81132731932912,100,0.0026117
211.26848,330.70581912994385,8.880989,[-0.985 -0.682 -0.428 -1.079 -0.703],211.26848,139.57672,510890.38,4.981152,39.27,-17.842415,85893,1.4802365,7.674696,2100,61.28974,21,11509.125,-9.536743e-07,-103.42307420520514,100,0.01552699
248.42752,344.67605781555176,8.443628,[-1.021 -0.628 -0.402 -1.041 -0.599],248.42752,141.88327,488816.25,4.681222,38.68,-21.822454,89761,1.696775,8.0704775,2200,44.71572,22,36.932003,-3.8146973e-07,-104.64469730724436,100,0.0007330235
294.8086,360.74960923194885,7.9132805,[-1.024 -0.698 -0.44  -1.063 -0.637],294.8086,129.39528,3567451.8,14.214218,39.47,-16.923048,93708,2.1654084,6.8685246,2300,280.48477,23,2558.931,2.861023e-07,-104.79543853148763,100,0.00013437797
491.6087,375.7426669597626,8.678417,[-1.086 -0.741 -0.436 -1.059 -0.636],491.6087,146.10312,14337246.0,24.807968,39.3,-20.360962,97638,3.1828094,7.4210377,2400,321.25522,24,37390604.0,-4.4822693e-07,-104.83744474027651,100,1.5698956e-07
700.23785,390.9929277896881,9.616135,[-1.098 -0.69  -0.467 -1.044 -0.709],700.23785,139.5681,32095532.0,38.56111,38.6,-18.992466,101498,4.7189307,7.6452,2500,414.96133,25,1893.7266,-1.1253356e-06,-104.40015115721049,100,0.0010028373
223.6181,407.8545253276825,9.04555,[-1.034 -0.673 -0.421 -1.066 -0.689],223.6181,117.892944,486355.5,5.6312103,43.08,-15.737917,105806,1.8095262,7.15868,2600,64.281136,26,262.25467,-6.1035155e-07,-104.15439607912576,100,0.0009806796
184.99298,422.7148585319519,7.153714,[-1.093 -0.683 -0.403 -1.069 -0.686],184.99298,108.02982,398319.44,5.5389376,42.23,-22.686481,110029,1.6552293,6.432066,2700,107.290436,27,44.73921,4.386902e-07,-104.48544043150788,100,0.001958465
3823.894,438.1306345462799,5.862902,[-1.105 -0.74  -0.405 -1.091 -0.675],3823.894,103.472534,1451251200.0,344.9998,42.67,-17.826225,114296,34.03734,6.2302384,2800,3609.3164,28,1.3104878e+16,9.059906e-08,-104.20216578938161,100,9.5724643e-14
1033.4188,454.0854194164276,9.730572,[-1.076 -0.717 -0.498 -1.02  -0.644],1033.4188,144.55327,57973668.0,53.23885,38.14,-20.52604,118110,6.7435613,7.871558,2900,3754.7815,29,5220595.0,1.14440915e-07,-105.09124390436824,100,3.8748286e-08
401.08463,469.7884714603424,10.515975,[-1.132 -0.663 -0.533 -1.043 -0.62 ],401.08463,189.62692,4623189.0,12.016461,33.41,-19.80291,121451,2.2319303,8.042319,3000,189.81229,30,214392470000.0,-6.7710874e-07,-106.12787401277606,100,1.660204e-12
450.13593,483.99672508239746,11.003058,[-1.076 -0.612 -0.583 -0.959 -0.624],450.13593,192.87619,12220688.0,17.532576,33.13,-19.300365,124764,2.2437296,8.098926,3100,229.72435,31,23033818.0,1.14440915e-07,-106.80798994012031,100,3.44919e-07
1217.0839,497.77541399002075,10.89747,[-1.042 -0.661 -0.627 -0.909 -0.64 ],1217.0839,208.31447,91680136.0,47.572495,31.68,-15.836025,127932,5.9951863,7.4631596,3200,466.55002,32,210485950000.0,-5.7220458e-08,-106.71209961777396,100,1.10389475e-11
259.2879,513.773542881012,8.665901,[-1.138 -0.719 -0.587 -0.945 -0.671],259.2879,140.78053,6142121.5,18.800505,38.13,-15.799144,131745,1.9727151,7.2101493,3300,434.77893,33,10210553000000.0,-9.250641e-07,-106.24585017748805,100,1.08949536e-07
584.8479,528.6700222492218,10.093782,[-1.161 -0.712 -0.667 -0.994 -0.576],584.8479,169.90578,28159048.0,32.746487,35.64,-20.20683,135309,3.5730107,7.6363554,3400,334.04364,34,5740583000000.0,-6.9618227e-07,-107.37938843161943,100,5.1655805e-11
276.73526,543.5557398796082,9.202142,[-1.255 -0.752 -0.595 -1.029 -0.621],276.73526,137.41359,2412010.8,10.927316,39.18,-19.357538,139227,1.9618778,7.6953306,3500,106.45032,35,10461.378,1.0299683e-06,-105.19970938555413,100,3.3862303e-05
228.65521,558.9409484863281,7.625222,[-1.257 -0.733 -0.654 -1.001 -0.567],228.65521,114.753815,1388960.0,9.695098,40.75,-19.21858,143302,1.9384593,6.7677727,3600,129.85759,36,2046.1653,-1.5735627e-07,-106.97286126614974,100,8.7729415e-05
272.53052,572.240731716156,10.011477,[-1.308 -0.758 -0.624 -1.02  -0.516],272.53052,169.6401,1288322.1,6.902277,34.81,-16.887568,146783,1.6487426,7.6156178,3700,78.84509,37,15164.044,4.6730042e-07,-105.58878586877408,100,8.301856e-07
341.37207,586.5752897262573,10.055222,[-1.288 -0.718 -0.635 -1.062 -0.556],341.37207,160.97107,3787977.8,11.668479,36.61,-20.275127,150444,2.0367732,7.878433,3800,304.68045,38,324450560.0,-1.5830993e-06,-106.17478298335216,100,5.5852265e-06
2005.0225,602.3906228542328,8.194249,[-1.325 -0.799 -0.622 -1.127 -0.44 ],2005.0225,129.13336,402644130.0,149.242,40.27,-17.285938,154471,14.428593,7.2689943,3900,1566.451,39,1.1758924e+24,-9.059906e-07,-105.48030174630816,100,2.1167378e-26
188.22894,620.4145815372467,7.209958,[-1.227 -0.889 -0.513 -1.063 -0.598],188.22894,99.77058,1091872.6,9.965511,44.89,-17.004354,158960,1.816117,6.6647196,4000,123.79623,40,7.2442124e+19,1.5258789e-07,-103.27662104026402,100,1.1449949e-20
282.58005,635.592362165451,8.326792,[-1.177 -0.962 -0.591 -1.118 -0.639],282.58005,124.64318,3104241.8,13.412411,41.49,-16.38719,163109,2.17656,6.8441114,4100,275.35522,41,14618.12,-1.8119812e-07,-105.2272028229705,100,7.5753264e-06
968.77203,652.8317527770996,5.9485683,[-1.172 -0.968 -0.566 -1.181 -0.614],968.77203,90.86339,87417190.0,99.24883,45.45,-15.53944,167654,9.769908,5.6935225,4200,1065.6423,42,2338349.5,5.1498415e-07,-104.4708119581032,100,6.106741e-07
181.68312,669.7575664520264,8.060278,[-1.146 -0.973 -0.594 -1.244 -0.611],181.68312,112.06272,1028599.1,8.476459,42.79,-22.570984,171933,1.5852791,6.994811,4300,110.91314,43,24512.352,-7.6293944e-08,-103.958128964977,100,4.6354253e-05
139.65683,684.5544261932373,8.211861,[-1.137 -0.964 -0.549 -1.29  -0.597],139.65683,133.21664,5911.3477,0.5507326,39.97,-21.538162,175930,1.0483817,8.06954,4400,3.8536048,44,1.3906325,3.1471254e-07,-102.04368807835591,100,0.15848106
311.56757,697.1874551773071,8.169381,[-1.164 -0.978 -0.57  -1.291 -0.603],311.56757,138.30824,4822306.5,16.814207,39.14,-24.404816,179844,2.37635,7.6815066,4500,166.29745,45,1998498.1,-3.2424927e-07,-103.32740222286253,100,1.0768673e-12
873.0984,711.969434261322,9.125861,[-1.131 -0.975 -0.589 -1.355 -0.727],873.0984,150.68396,39491404.0,40.252262,37.23,-18.542995,183567,5.4381914,7.6860123,4600,419.7815,46,107923.27,9.727478e-07,-103.99101159758253,100,8.5930975e-07
424.45276,728.7644500732422,7.3429794,[-1.12  -1.073 -0.594 -1.384 -0.72 ],424.45276,118.54412,3820352.0,15.925351,40.96,-16.6987,187663,3.4422963,6.33519,4700,158.67647,47,385.42303,1.14440915e-07,-103.52618679571513,100,0.00033260294
3145.4094,744.7999429702759,8.105551,[-1.067 -1.12  -0.608 -1.457 -0.779],3145.4094,117.70104,934754560.0,249.33147,42.9,-19.564007,191953,24.511055,7.6790257,4800,2702.2053,48,1.0915986e+21,-2.3841858e-08,-102.45297743646684,100,3.1713965e-13
246.80556,761.7258095741272,7.180954,[-0.949 -1.107 -0.493 -1.483 -0.793],246.80556,123.212555,1915032.9,10.849633,40.57,-19.851265,196010,1.9151922,7.3688817,4900,115.33428,49,285.5924,2.5272368e-07,-100.91561459543841,100,4.709734e-05
238.85002,776.8796174526215,8.715086,[-0.898 -1.089 -0.512 -1.47  -0.823],238.85002,144.35188,867341.2,6.5506043,37.69,-21.314476,199779,1.6832169,7.721849,5000,121.49873,50,2204291300.0,4.7683716e-07,-100.84045578217803,100,4.5099966e-07
294.58133,792.2393064498901,8.7808895,[-0.98  -1.085 -0.581 -1.474 -0.784],294.58133,141.76216,1700698.9,8.863038,38.87,-24.023026,203666,1.9954747,7.940602,5100,116.49593,51,92.37734,-6.67572e-07,-102.77424332261175,100,0.00023930849
473.87662,806.3660893440247,8.084397,[-0.951 -1.017 -0.559 -1.434 -0.806],473.87662,133.335,15539358.0,28.672176,40.05,-16.609192,207671,3.3409655,7.5676293,5200,304.99283,52,404231.3,1.7166138e-07,-102.93988176655371,100,3.8961316e-06
797.72345,822.0125482082367,6.828973,[-1.003 -1.078 -0.558 -1.444 -0.82 ],797.72345,104.28836,62176240.0,80.28485,43.77,-17.897823,212048,8.071958,6.893969,5300,1307.3499,53,3285773300.0,7.6293944e-08,-103.30477254148424,100,5.700832e-11
1318.5056,837.8340001106262,9.169317,[-1.    -1.056 -0.619 -1.464 -0.858],1318.5056,148.8292,149517140.0,80.75061,38.14,-21.182827,215862,8.249683,8.024047,5400,1498.874,54,104575.75,-1.8596648e-07,-103.11435581352288,100,5.662673e-06
240.11688,853.2053427696228,9.447767,[-1.062 -1.031 -0.601 -1.397 -0.881],240.11688,158.03763,422891.7,3.9990566,36.44,-19.992699,219506,1.4940716,7.597344,5500,61.713978,55,4409705.5,5.531311e-07,-102.80344431114536,100,6.14828e-06
573.0064,868.7018024921417,8.343245,[-1.086 -0.961 -0.556 -1.349 -0.876],573.0064,125.13871,18766268.0,32.403114,40.24,-18.938026,223530,4.354618,7.3352776,5600,479.7849,56,28397740000.0,-6.4849854e-07,-101.0157820328215,100,9.447076e-10
242.97945,885.170716047287,8.695559,[-1.056 -0.991 -0.64  -1.35  -0.88 ],242.97945,127.429276,3014829.0,13.215461,40.36,-21.6554,227566,1.8724818,8.113986,5700,467.13794,57,212984.23,3.33786e-07,-102.46424258076864,100,1.6387105e-06
14813.79,899.1735906600952,9.540336,[-1.075 -1.    -0.713 -1.335 -0.88 ],14813.79,147.86208,21884312000.0,971.3615,37.1,-17.46075,231276,93.42204,7.412377,5800,10218.222,58,432619260000.0,5.0544736e-07,-105.65140463382106,100,1.1832794e-10
1137.4419,916.552750825882,10.537569,[-1.032 -0.942 -0.725 -1.353 -0.849],1137.4419,190.30782,108925610.0,53.80306,33.15,-22.24744,234591,5.6463275,7.8954535,5900,574.5862,59,355089500000.0,-5.245209e-07,-105.65919066368457,100,6.5245214e-09
1638.0167,930.8339562416077,11.17957,[-1.008 -0.885 -0.652 -1.378 -0.787],1638.0167,193.09177,218097890.0,74.04779,33.44,-22.210974,237935,8.015006,8.23077,6000,1134.0842,60,7906.06,2.670288e-07,-104.72646924471525,100,1.4111265e-05
225.50163,946.5416033267975,10.839058,[-1.077 -0.889 -0.657 -1.331 -0.796],225.50163,197.65488,117951.625,1.7221432,32.66,-22.364754,241201,1.1347613,7.913724,6100,15.749832,61,5.6897492,-5.1498415e-07,-106.27578085271956,100,0.015141525
380.72455,958.8898606300354,10.37343,[-1.076 -0.868 -0.666 -1.335 -0.775],380.72455,193.19476,2990076.8,8.738956,32.68,-16.886631,244469,1.9235249,8.150285,6200,340.14484,62,166.77715,-1.6212464e-07,-105.70414403533051,100,0.0007976345
64761.76,971.261073589325,12.261619,[-1.026 -0.848 -0.643 -1.354 -0.727],64761.76,218.58887,417182150000.0,2876.108,31.27,-21.407394,247596,278.76474,8.247102,6300,30315.838,63,932967500000.0,-6.294251e-07,-106.92438292609397,100,2.8397775e-08
35855.758,988.1740365028381,13.099081,[-1.063 -0.744 -0.683 -1.293 -0.699],35855.758,218.6973,128387550000.0,1606.8396,32.34,-21.234905,250830,153.70724,8.96138,6400,17020.604,64,38886863000.0,-5.7220458e-08,-106.85706221949282,100,3.714541e-09
399.9872,1004.4818437099457,12.852297,[-1.104 -0.748 -0.749 -1.362 -0.737],399.9872,242.01543,3443078.8,7.599106,30.46,-23.783125,253876,1.6389066,9.185117,6500,60.368282,65,67740.4,1.4877319e-06,-106.25013721682264,100,8.7932625e-05
285.87714,1017.2078032493591,13.29942,[-1.113 -0.808 -0.747 -1.361 -0.738],285.87714,235.46976,333260.53,2.4750264,30.02,-21.082848,256878,1.2194089,8.120565,6600,22.194214,66,15.152641,-2.861023e-07,-106.58062642469113,100,0.00455991
355.03458,1030.343092918396,10.8627825,[-1.121 -0.837 -0.73  -1.368 -0.719],355.03458,173.35927,2126449.5,8.776315,34.23,-20.482195,260301,2.1141198,8.0249195,6700,72.87637,67,438491.97,6.1035155e-07,-104.40794458352089,100,1.9803424e-07
410.07016,1043.1829645633698,12.437271,[-1.074 -0.789 -0.758 -1.347 -0.758],410.07016,247.97241,2551457.0,6.203723,29.24,-20.43929,263225,1.6188112,8.365738,6800,126.41571,68,607.5278,-8.773804e-07,-106.59799080616096,100,0.0028951538
14828.583,1055.7443702220917,10.507648,[-1.08  -0.829 -0.764 -1.41  -0.765],14828.583,173.44151,21779194000.0,829.38275,34.68,-23.32407,266693,79.76006,8.648913,6900,8807.952,69,1.970817e+20,1.9073486e-08,-106.01450438494257,100,1.6828521e-20
773.11115,1070.2348985671997,13.721553,[-1.222 -0.676 -0.786 -1.271 -0.824],773.11115,285.1881,32933776.0,19.770546,27.57,-19.325077,269450,2.6140254,9.051623,7000,206.29488,70,247421280.0,-1.0108947e-06,-106.03377467596141,100,9.120014e-09
243.51671,1084.0836102962494,12.691353,[-1.211 -0.637 -0.726 -1.193 -0.853],243.51671,226.37404,54266.69,0.9925761,31.47,-24.480091,272597,1.0698197,9.614445,7100,11.143167,71,2.3396974,-1.0490418e-06,-105.64832610890316,100,0.051957075
601.05695,1096.107619524002,12.882131,[-1.223 -0.639 -0.71  -1.202 -0.844],601.05695,225.995,9697907.0,13.699477,30.44,-17.46676,275641,2.6362,8.10759,7200,318.17844,72,10463.726,1.2779236e-06,-107.05224998182086,100,6.613486e-05
275.95303,1109.9368329048157,11.944422,[-1.184 -0.676 -0.658 -1.228 -0.839],275.95303,236.90125,378300.28,2.5362957,30.35,-17.281887,278676,1.1613003,8.16553,7300,22.103096,73,142.97745,1.0967254e-06,-106.6363349344494,100,7.090344e-05
260.35907,1121.2070021629333,13.03755,[-1.156 -0.667 -0.645 -1.263 -0.837],260.35907,234.11478,32464.852,0.7515747,30.75,-18.060389,281751,1.1107821,8.96118,7400,6.5171804,74,2.9421494,-1.14440915e-07,-104.68607771516626,100,0.009956563
523.7769,1133.3911278247833,12.271755,[-1.14  -0.651 -0.626 -1.273 -0.829],523.7769,200.76294,24698908.0,24.057243,33.18,-22.446722,285069,2.5119538,8.763387,7500,248.88884,75,816131160000000.0,-2.002716e-07,-106.06934863784036,100,2.3525936e-15
628.4846,1147.3054280281067,13.148328,[-1.234 -0.645 -0.555 -1.284 -0.882],628.4846,219.38512,26918708.0,23.086832,31.53,-21.065557,288222,2.7374837,7.868905,7600,243.41927,76,262336.97,-1.077652e-06,-106.7872366581537,100,6.4829806e-08
319.71115,1161.2251603603363,12.947092,[-1.204 -0.674 -0.614 -1.308 -0.898],319.71115,237.01144,1110282.1,4.4527555,30.79,-20.358204,291301,1.3459322,9.182586,7700,43.978996,77,242.49059,-2.861023e-07,-106.38967055571884,100,0.0005511827
432.54877,1173.0744845867157,12.004176,[-1.231 -0.644 -0.651 -1.295 -0.9  ],432.54877,244.66429,1033744.2,4.0158873,29.37,-24.348967,294238,1.7423323,8.90641,7800,37.886772,78,22.11948,1.335144e-07,-105.76074627392289,100,0.0027836992
468.2785,1186.288192987442,11.90443,[-1.201 -0.604 -0.616 -1.27  -0.941],468.2785,204.38672,4938916.0,10.49719,32.46,-18.735495,297484,2.2054884,8.314968,7900,117.82363,79,27.660088,-6.1035155e-07,-105.80380926531883,100,0.0026738513
1507.6841,1199.0625929832458,13.279612,[-1.213 -0.593 -0.626 -1.291 -1.034],1507.6841,259.39362,154162700.0,47.73226,29.07,-16.848835,300391,5.7750573,8.76302,8000,557.70874,80,6879915000000000.0,-1.5258789e-07,-106.54431765871136,100,1.0534035e-12
390.4049,1212.5526931285858,13.597448,[-1.224 -0.598 -0.621 -1.371 -1.031],390.4049,245.66154,665850.44,3.2342434,29.94,-20.953514,303385,1.5609537,8.971627,8100,48.999397,81,45.45101,-1.3446808e-06,-106.62871564881608,100,0.0003392943
281.50778,1225.8061168193817,12.193414,[-1.187 -0.603 -0.582 -1.378 -1.05 ],281.50778,217.44061,274748.3,2.3860714,30.98,-19.076897,306483,1.2763362,7.747597,8200,29.461126,82,14.528252,-3.4332277e-07,-105.11949469496255,100,0.015415477
2296.515,1237.66135263443,11.044176,[-1.176 -0.617 -0.573 -1.365 -1.051],2296.515,203.85751,525637280.0,108.43719,32.51,-21.978462,309734,10.599565,8.116858,8300,1133.709,83,4.0797614e+34,1.5258789e-07,-105.25398641471041,100,2.192613e-25
287.35675,1250.673439025879,12.231175,[-1.289 -0.55  -0.62  -1.39  -1.061],287.35675,231.15367,378744.25,2.599025,30.32,-20.75257,312766,1.2292846,7.899767,8400,25.06705,84,10.794797,9.536743e-08,-106.48638251633668,100,0.0065112393
670.8761,1263.9083154201508,14.121644,[-1.321 -0.571 -0.645 -1.399 -1.07 ],670.8761,235.11642,17259424.0,17.32244,31.02,-20.842262,315868,2.7344265,9.051525,8500,314.11694,85,2287.1538,-5.722046e-07,-106.24308020007719,100,0.0006173719
845.6124,1278.3026285171509,12.40285,[-1.349 -0.586 -0.642 -1.372 -1.05 ],845.6124,214.20612,36812670.0,27.824482,31.83,-19.16483,319051,3.8036025,8.26088,8600,276.1173,86,48616980.0,-1.2683869e-06,-105.16451703825378,100,5.787814e-07
3803.9958,1292.2334446907043,13.04907,[-1.345 -0.512 -0.632 -1.342 -1.041],3803.9958,266.62723,1314385400.0,133.92758,27.7,-20.382504,321821,13.553023,7.54887,8700,3305.7837,87,419344600000.0,-1.7166138e-07,-106.81820758831162,100,9.690259e-09
386.5318,1307.6519300937653,13.842072,[-1.227 -0.476 -0.589 -1.354 -1.047],386.5318,221.83035,3221668.5,8.187794,32.18,-20.45745,325039,1.6937127,8.818565,8800,86.302,88,118.20179,3.528595e-07,-106.04208508495144,100,0.00024015417
1266.7103,1320.1952753067017,14.741499,[-1.24  -0.47  -0.555 -1.352 -1.059],1266.7103,266.65308,128285170.0,41.398422,29.1,-22.820234,327949,4.5884256,8.841734,8900,903.26843,89,6.1236076e+30,7.4386594e-07,-105.54204836025912,100,1.3678134e-15
267.04697,1334.1375699043274,12.190653,[-1.218 -0.541 -0.543 -1.44  -1.017],267.04697,215.4237,160703.66,1.7917886,32.64,-17.94378,331213,1.2256889,8.058825,9000,18.731308,90,6.0452724,-4.196167e-07,-104.41924161525054,100,0.014272569
501.30264,1347.8410975933075,12.7699585,[-1.226 -0.537 -0.55  -1.416 -1.046],501.30264,202.61499,10962472.0,15.826875,33.86,-18.512856,334599,2.3716846,8.537935,9100,332.25143,91,255.7367,-2.861023e-07,-106.04833435335082,100,0.0014592052
885.505,1360.4208595752716,13.413085,[-1.256 -0.52  -0.572 -1.419 -1.041],885.505,248.67244,51454904.0,28.3844,30.17,-19.188862,337616,3.3984187,8.649724,9200,363.22742,92,6463.8486,2.861023e-07,-105.8761126378179,100,3.9856266e-05
180.04982,1376.1446313858032,10.966652,[-1.276 -0.527 -0.547 -1.441 -1.014],180.04982,170.24435,22779.465,0.8581062,35.84,-17.336277,341200,1.0538484,8.088302,9300,8.917065,93,1.8112863,3.8146973e-07,-104.17187667562744,100,0.079379156
382.5936,1388.4476640224457,13.885548,[-1.277 -0.526 -0.55  -1.453 -1.009],382.5936,255.15048,694286.56,3.1567593,29.31,-19.905567,344131,1.4793422,7.8120313,9400,34.37454,94,988.6093,7.5340273e-07,-105.45342598757492,100,0.0016282236
7393.4385,1400.3253350257874,13.246014,[-1.278 -0.561 -0.573 -1.447 -0.978],7393.4385,281.57837,5118142500.0,248.93115,28.71,-18.624119,347002,24.930872,8.544992,9500,2606.4976,95,2558153700.0,3.6239624e-07,-106.30607438147577,100,8.16825e-10
1157.7981,1416.3985362052917,13.706434,[-1.199 -0.508 -0.54  -1.435 -1.022],1157.7981,216.68402,75748216.0,39.79881,33.37,-19.89904,350339,5.0562305,8.401794,9600,887.1452,96,2278153.0,8.869171e-07,-106.64352422311477,100,1.7330728e-06
266.15268,1431.1690526008606,14.313961,[-1.216 -0.501 -0.576 -1.458 -0.966],266.15268,243.72887,39140.008,0.7960466,31.15,-20.372503,353454,1.08714,9.049781,9700,7.1732893,97,1.816949,-5.7220458e-08,-105.41287077611292,100,0.20406069
688.76697,1442.8428945541382,13.013378,[-1.21  -0.513 -0.567 -1.464 -0.938],688.76697,258.0871,38990892.0,23.873611,29.93,-19.080017,356447,2.5426054,8.483961,9800,252.2552,98,2120685600000.0,1.1253356e-06,-107.34563224557581,100,7.9408835e-09
2394.7346,1457.146669626236,13.491514,[-1.189 -0.527 -0.608 -1.53  -0.919],2394.7346,228.2855,278738000.0,72.94133,32.04,-17.845047,359651,10.273841,9.100691,9900,713.5714,99,12775582000000.0,-1.001358e-06,-105.22852972079862,100,4.7829385e-09
273.97516,1472.302981853485,12.654769,[-1.185 -0.606 -0.605 -1.54  -0.893],273.97516,229.35054,123560.79,1.5673234,31.81,-18.023611,362832,1.1973374,8.848856,10000,13.783776,100,5.215941,7.05719e-07,-105.27677876948319,100,0.0058956016
323.74503,1484.1379914283752,13.974616,[-1.177 -0.58  -0.588 -1.542 -0.907],323.74503,228.9475,723839.44,3.569564,31.67,-18.026861,365999,1.3868669,8.581963,10100,60.20862,101,2715.4016,-7.4386594e-07,-105.76619285421064,100,8.22219e-05
270.48004,1496.6426827907562,13.687567,[-1.205 -0.551 -0.562 -1.561 -0.905],270.48004,259.17987,12796.971,0.42394477,29.33,-20.001093,368932,1.0420952,8.364989,10200,3.6544366,102,1.1627818,6.294251e-07,-106.32968899490086,100,0.21907343
