EpLenMean,MeanD2w0t,StdIW,Bound,InitialReturnMax,EpisodesSoFar,InitialReturnStd,Iteration,EpThisIter,MeanIW,Weights,MinD2w0t,EpRewMean,ReturnMeanIW,TimestepsSoFar,MaxIW,InitialBound,InitialReturnMean,J_sample_variance,InitialReturnMin,EmpiricalD2,TimeElapsed,ReturnStepMaxmin,MinIW,MaxD2w0t,ReturnStepMax,StdD2w0t
92.3,0.1846,0.00023381329,-28.198263,3.5116086,8500,1.7475067,85,100,0.9999792,[-1.164 -1.042 -0.291 -0.894  0.054],,-103.28293151489203,5.135073,544497,1.0007923,-28.198307,7.1525574e-07,3.0846138,-2.9831443,1.0000007,1221.930826663971,96.76201,0.99925673,1.0000018,100.0,0.38796324
90.66,0.18132,,-28.036251,4.207832,8600,1.5558852,86,100,1.0,[-1.164 -1.042 -0.291 -0.894  0.054],,-102.21675196329348,5.2970853,553563,1.0,-28.036251,1.7404557e-07,2.4452305,-3.066492,1.0,1240.5022022724152,96.745056,1.0,1.0,100.0,0.38528946
88.02,0.17604,0.00016688164,-27.743729,4.410956,8700,1.665483,87,100,0.9999952,[-1.164 -1.042 -0.291 -0.894  0.054],,-103.39229748563231,5.589608,562365,1.0004463,-27.743773,5.4359435e-07,2.8019054,-3.3183293,1.0000006,1257.6152992248535,96.65071,0.99933714,1.0000027,100.0,0.38085508
98.79,0.200873,0.1457,-28.917524,3.3377552,8800,1.5700246,88,100,0.9992022,[-1.164 -1.042 -0.291 -0.894  0.054],,-103.64527800331268,4.430922,572244,1.6823376,-28.935036,-1.1205673e-07,2.4629192,-3.1078153,1.0314614,1276.7238342761993,96.9017,0.65097475,1.0731916,100.0,0.4048528
99.31,0.20206997,0.12873873,-28.888584,3.9420695,8900,1.6425976,89,100,1.0233111,[-1.164 -1.043 -0.289 -0.891  0.053],,-102.81516943106237,4.464417,582175,1.5850282,-28.90934,-4.1007996e-07,2.8988004,-3.0514455,1.0223199,1296.986249446869,96.92941,0.70864403,1.0956892,100.0,0.40595374
91.07,0.18214,,-28.007153,3.4161632,9000,1.4602718,90,100,1.0,[-1.163 -1.043 -0.294 -0.888  0.053],,-103.88144181337822,5.326184,591282,1.0,-28.007153,5.245209e-07,2.153933,-2.6704535,1.0,1317.34024643898,96.71864,1.0,1.0,100.0,0.38597032
94.44,0.18888,,-28.26587,3.292691,9100,1.6279984,91,100,1.0,[-1.163 -1.043 -0.294 -0.888  0.053],,-103.68943104973323,5.0674677,600726,1.0,-28.26587,4.5537948e-07,2.6771495,-3.2045193,1.0,1336.5435483455658,96.80412,1.0,1.0,100.0,0.39142683
93.18,0.19174375,0.19520432,-28.454433,3.7615209,9200,1.5085231,92,100,1.0267558,[-1.163 -1.043 -0.294 -0.888  0.053],,-101.79938306064435,4.9051466,610044,1.9034792,-28.479729,-2.9563904e-07,2.5034993,-3.1796823,1.0411956,1355.22168135643,96.81499,0.5890216,1.201355,100.0,0.4008283
89.09,0.17818,,-28.313435,3.558354,9300,1.6351188,93,100,1.0,[-1.166 -1.042 -0.288 -0.891  0.053],,-102.86743449467065,5.0199018,618953,1.0,-28.313435,-5.2928925e-07,2.7006197,-3.2753458,1.0,1373.532687664032,96.690704,1.0,1.0,100.0,0.38265976
95.13,0.1974845,0.22719266,-28.63659,3.2451158,9400,1.4746702,94,100,1.0259459,[-1.166 -1.042 -0.288 -0.891  0.053],,-103.49000783607394,4.7251773,628466,1.881311,-28.66515,4.2915346e-08,2.2702887,-2.873818,1.0595165,1391.9301674365997,96.824234,0.45200765,1.2359117,100.0,0.40773824
94.01,0.18802,,-28.355087,3.9597077,9500,1.6844351,95,100,1.0,[-1.167 -1.039 -0.287 -0.897  0.051],,-102.93115542884397,4.9782486,637867,1.0,-28.355087,-1.001358e-07,2.8659804,-3.3633485,1.0,1411.8196141719818,96.81021,1.0,1.0,100.0,0.39071786
88.49,0.17698,1.5680134e-05,-27.520262,3.494193,9600,1.564367,96,100,0.99999946,[-1.167 -1.039 -0.287 -0.897  0.051],,-104.00202639525027,5.813074,646716,1.0000513,-27.520266,-2.193451e-07,2.4719722,-3.280593,1.0,1428.4036943912506,96.64941,0.9999568,1.0,100.0,0.38164455
109.18,0.21836,7.459808e-06,-29.821177,3.0473003,9700,1.589558,97,100,1.0000001,[-1.167 -1.039 -0.287 -0.897  0.051],,-100.23657855964413,3.5121596,657634,1.0000179,-29.821177,-7.31945e-07,2.5522196,-3.1601481,1.0,1450.458625793457,97.16383,0.99996954,1.0,100.0,0.41312644
93.29,0.18658,,-28.43391,3.9256742,9800,1.678088,98,100,1.0,[-1.167 -1.039 -0.287 -0.897  0.051],,-104.3489043800253,4.899425,666963,1.0,-28.43391,2.5272368e-07,2.8444228,-2.6872215,1.0,1469.6304297447205,96.76291,1.0,1.0,100.0,0.38956806
89.59,0.18285109,0.18548545,-27.605944,3.6458232,9900,1.6665921,99,100,0.99702513,[-1.167 -1.039 -0.287 -0.897  0.051],,-103.69690936045032,5.758016,675922,1.7532705,-27.631891,-3.2901764e-07,3.197441,-3.3559027,1.0413052,1487.4308943748474,96.685074,0.5528214,1.1112105,100.0,0.39143395
84.13,0.17126934,0.17373866,-27.09601,3.728633,10000,1.6667162,100,100,0.9954792,[-1.166 -1.039 -0.293 -0.898  0.051],,-103.96834370700897,6.2637506,684335,1.6280241,-27.120258,-2.813339e-07,3.0116026,-3.055757,1.0270957,1504.650682926178,96.52838,0.46361837,1.1172189,100.0,0.38085443
94.08,0.19284764,0.16786982,-28.487484,3.362266,10100,1.4762443,101,100,1.0231726,[-1.167 -1.037 -0.287 -0.9    0.051],,-103.3771224987923,4.8685718,693743,1.7459161,-28.547363,3.9100647e-07,2.3881693,-3.0918078,1.0409675,1523.0930218696594,96.80235,0.58806884,1.1135705,100.0,0.40067598
87.84,0.17568,,-27.587353,3.076241,10200,1.5329653,102,100,1.0,[-1.172 -1.044 -0.284 -0.903  0.046],,-103.85561411114507,5.7459826,702527,1.0,-27.587353,-5.2452087e-08,2.3737195,-3.3192377,1.0,1541.5721457004547,96.635345,1.0,1.0,100.0,0.3805546
93.67,0.18734,,-28.385296,3.2410898,10300,1.5344511,103,100,1.0,[-1.172 -1.044 -0.284 -0.903  0.046],,-102.78083279760664,4.9480405,711894,1.0,-28.385296,3.33786e-07,2.378323,-3.1519504,1.0,1560.1024360656738,96.805466,1.0,1.0,100.0,0.39018235
96.93,0.19386,,-28.947844,4.4638987,10400,1.611863,104,100,1.0,[-1.172 -1.044 -0.284 -0.903  0.046],,-102.3654695619614,4.385493,721587,1.0,-28.947844,1.5497207e-07,2.6243453,-3.1389766,1.0,1578.2347288131714,96.88785,1.0,1.0,100.0,0.39532325
83.97,0.16794,,-27.177317,3.616727,10500,1.8114508,105,100,1.0,[-1.172 -1.044 -0.284 -0.903  0.046],,-104.02706781469446,6.1560187,729984,1.0,-27.177317,-2.1457672e-07,3.3144994,-2.9975467,1.0,1592.793202161789,96.52228,1.0,1.0,100.0,0.3738075
93.29,0.18939304,0.15679054,-28.156368,3.5681727,10600,1.6506336,106,100,1.0125191,[-1.172 -1.044 -0.284 -0.903  0.046],,-104.42323791812649,5.200889,739313,1.4724123,-28.181118,5.00679e-07,2.8719053,-3.7111516,1.0257564,1611.0063879489899,96.76132,0.6073254,1.0708821,100.0,0.3954862
82.78,0.17058988,0.2380619,-27.01249,3.6957495,10700,1.6692545,107,100,1.0151994,[-1.171 -1.043 -0.289 -0.903  0.045],,-103.60607630453805,6.3477597,747591,2.350517,-27.041885,-7.390976e-08,2.9708924,-3.155733,1.0544559,1629.6912462711334,96.496826,0.42989296,1.1841526,100.0,0.38317573
78.01,0.15869007,0.19677316,-25.974056,3.644808,10800,1.6551754,108,100,1.0289016,[-1.171 -1.039 -0.29  -0.908  0.046],,-104.87986132841007,7.380528,755392,1.8655194,-25.995872,3.6239624e-07,2.8297074,-3.305468,1.0346626,1645.9984877109528,96.31111,0.6507436,1.103926,100.0,0.369142
93.32,0.18923989,0.14036979,-28.519352,3.9651527,10900,1.6791457,109,100,1.0063599,[-1.171 -1.043 -0.287 -0.906  0.045],,-103.89305557022637,4.827027,764724,1.4052992,-28.560472,5.626678e-07,2.8041096,-6.9590855,1.0197896,1665.301234960556,96.77341,0.5649747,1.0631722,100.0,0.39508507
86.77,0.1808984,0.24335736,-27.529884,3.7463486,11000,1.4882679,110,100,1.0146312,[-1.176 -1.047 -0.286 -0.912  0.041],,-104.5091003118216,5.836685,773401,2.4218125,-27.563334,-3.576279e-08,2.4249144,-2.6841154,1.0695391,1683.9151027202606,96.591125,0.42349795,1.2750673,100.0,0.39516672
81.74,0.16634753,0.16812974,-26.687948,3.4907002,11100,1.7364521,111,100,0.9984547,[-1.176 -1.05  -0.287 -0.906  0.041],,-104.87174719165625,6.6678867,781575,1.4353898,-26.712856,-3.361702e-07,3.5564206,-6.1121693,1.0369658,1699.9288244247437,96.43402,0.4381834,1.0738525,100.0,0.3763254
83.64,0.19003399,0.46039,-26.92176,4.295108,11200,1.823271,112,100,1.0897604,[-1.175 -1.048 -0.29  -0.909  0.041],,-102.23491947074535,6.521153,789939,2.881086,-27.032192,1.5258789e-07,4.967455,-3.857758,1.2369461,1717.2029314041138,96.55536,0.1590032,1.9984514,100.0,0.4282223
83.79,0.18007937,0.43873903,-26.96664,3.0681033,11300,1.537756,113,100,1.0579442,[-1.175 -1.043 -0.291 -0.919  0.04 ],,-101.54240838741315,6.4381566,798318,4.053585,-27.032791,6.580353e-07,2.9786327,-3.1679382,1.1205364,1733.7440671920776,96.57626,0.36447924,1.3993498,100.0,0.40231422
85.26,0.17231703,0.12586011,-27.214012,3.7716165,11400,1.6157169,114,100,1.0038388,[-1.174 -1.049 -0.296 -0.912  0.037],,-103.71344742825666,6.138871,806844,1.4541758,-27.233833,-4.6253206e-07,2.7948668,-3.122281,1.0182964,1751.400596857071,96.56712,0.548156,1.0522304,100.0,0.38005334
83.05,0.17653126,0.292768,-26.900286,2.7950315,11500,1.5004276,115,100,0.9756941,[-1.175 -1.048 -0.301 -0.912  0.038],,-102.89839390418678,6.4888515,815149,2.640976,-26.944805,-1.4781952e-07,3.3101382,-3.3449006,1.1161735,1768.7842416763306,96.52202,0.23914857,1.3023314,100.0,0.3962449
85.95,0.17363665,0.14467672,-27.45965,4.266377,11600,1.5448214,116,100,1.0152384,[-1.175 -1.043 -0.302 -0.919  0.037],,-102.47727767147853,5.892924,823744,1.5234388,-27.479298,1.001358e-07,2.587127,-2.6596003,1.0187129,1786.899121761322,96.61542,0.6838037,1.0404284,100.0,0.38111842
78.37,0.1627228,0.3257206,-25.997097,3.5870004,11700,1.5474542,117,100,1.0939301,[-1.175 -1.044 -0.298 -0.918  0.037],,-102.51304270769366,7.390723,831581,2.3639202,-26.061497,4.816055e-07,3.0463762,-3.407102,1.0793533,1803.2298648357391,96.383865,0.4273101,1.1621823,100.0,0.37762552
79.06,0.15812,,-26.387281,4.265487,11800,1.8467692,118,100,1.0,[-1.174 -1.04  -0.302 -0.923  0.036],,-103.88867014420146,6.946055,839487,1.0,-26.387281,1.0967255e-07,3.4450061,-3.1951022,1.0,1818.416431427002,96.3719,1.0,1.0,100.0,0.36486062
78.69,0.15738,,-26.259882,3.5410743,11900,1.561629,119,100,1.0,[-1.174 -1.04  -0.302 -0.923  0.036],,-101.7389709095932,7.0734544,847356,1.0,-26.259882,-4.6730042e-07,2.4633188,-2.97725,1.0,1833.7848522663116,96.414185,1.0,1.0,100.0,0.36416903
87.28,0.17456,0.0001811095,-27.430614,3.0447822,12000,1.6588181,120,100,1.0000079,[-1.174 -1.04  -0.302 -0.923  0.036],,-103.46683887548545,5.9027214,856084,1.0006795,-27.430656,-7.200241e-07,2.77971,-3.7313814,1.0000006,1850.7156352996826,96.62909,0.9992403,1.0000032,100.0,0.3795788
79.39,0.15878,,-26.37644,3.6587653,12100,1.5283889,121,100,1.0,[-1.174 -1.04  -0.302 -0.923  0.036],,-104.34707406334238,6.9568963,864023,1.0,-26.37644,5.9843063e-07,2.3595679,-3.24298,1.0,1867.7021532058716,96.37128,1.0,1.0,100.0,0.36546573
86.7,0.1734,,-27.682755,4.183708,12200,1.7225097,122,100,1.0,[-1.174 -1.04  -0.302 -0.923  0.036],,-102.62201002487647,5.6505814,872693,1.0,-27.682755,2.002716e-07,2.9970093,-2.8847985,1.0,1886.464997291565,96.632706,1.0,1.0,100.0,0.37860548
79.95,0.16308093,0.2007061,-26.805832,4.041807,12300,1.8833627,123,100,0.98441595,[-1.174 -1.04  -0.302 -0.923  0.036],,-102.72782571061953,6.5506315,880688,1.8400545,-26.828905,-2.7656554e-07,3.6017947,-9.134672,1.0422827,1901.7601537704468,96.43019,0.5557884,1.0814613,100.0,0.3738645
84.2,0.1684,1.2667683e-05,-27.26427,4.290319,12400,2.1081715,124,100,1.0,[-1.176 -1.044 -0.3   -0.921  0.038],,-102.6923878823666,6.0690646,889108,1.0000315,-27.264273,-5.2452087e-08,4.489293,-11.550463,1.0,1918.715784072876,96.560745,0.9999568,1.0,100.0,0.37422758
80.7,0.16353002,0.10548923,-26.445599,3.6313407,12500,1.5793785,125,100,1.0176556,[-1.176 -1.044 -0.3   -0.921  0.038],,-103.17166364987708,6.91401,897178,1.3419936,-26.471977,-3.4332277e-07,2.8215766,-2.8374724,1.0198785,1935.513712644577,96.443085,0.7521448,1.0769309,100.0,0.3727713
80.08,0.16228473,0.15366475,-26.508577,3.5638092,12600,1.5675114,126,100,1.0094649,[-1.178 -1.044 -0.304 -0.919  0.045],,-103.19312445836105,6.851087,905186,1.7427225,-26.536493,5.7220458e-08,2.6323748,-2.9278522,1.0239248,1951.6586990356445,96.422745,0.6748843,1.0679084,100.0,0.3716309
83.92,0.17818809,0.4012478,-27.250793,4.160691,12700,2.158193,127,100,1.0526664,[-1.179 -1.046 -0.31  -0.921  0.047],,-102.82718783847062,6.147744,913578,4.1555676,-27.351011,-7.2717665e-07,4.7290225,-10.357899,1.0912577,1968.305359363556,96.5494,0.17844306,1.3252499,100.0,0.39748734
77.48,0.15496,,-26.132126,3.694973,12800,1.6139102,128,100,1.0,[-1.172 -1.043 -0.317 -0.916  0.047],,-103.1902318238312,7.2012095,921326,1.0,-26.132126,2.4318695e-07,2.6310158,-3.3786716,1.0,1985.621677160263,96.336334,1.0,1.0,100.0,0.36185783
82.22,0.171569,0.32107633,-26.69107,4.233761,12900,1.5957998,129,100,1.047595,[-1.172 -1.043 -0.317 -0.916  0.047],,-104.8610670546645,6.686681,929548,2.7490509,-26.73654,1.8119812e-07,2.854714,-2.9851494,1.083927,2001.1444084644318,96.44925,0.4380176,1.2377623,100.0,0.3870293
83.5,0.167,,-27.249653,3.9731493,13000,1.8168184,130,100,1.0,[-1.171 -1.046 -0.316 -0.908  0.048],,-102.71952713969078,6.083684,937898,1.0,-27.249653,2.7418136e-07,3.3341699,-4.6328564,1.0,2016.6878645420074,96.53966,1.0,1.0,100.0,0.37298077
76.65,0.16463174,0.3897827,-25.61566,3.677464,13100,1.5100468,131,100,1.0948136,[-1.171 -1.046 -0.316 -0.908  0.048],,-103.05737207040282,7.8264365,945563,3.1221445,-25.728403,-1.4781952e-07,3.4931126,-3.0219169,1.1584055,2032.023473739624,96.31096,0.31251588,1.433439,100.0,0.38762784
79.14,0.16485725,0.22157581,-26.275532,3.2821107,13200,1.5550028,132,100,1.02664,[-1.171 -1.042 -0.323 -0.915  0.047],,-102.1328219522975,7.1026993,953477,1.6104159,-26.32278,-2.3365021e-07,2.6252704,-2.885663,1.0557188,2047.0500981807709,96.41893,0.34825575,1.3030368,100.0,0.38056928
83.74,0.19351368,0.5015835,-26.770844,3.7624044,13300,1.5437329,133,100,1.0735126,[-1.17  -1.04  -0.318 -0.921  0.048],,-102.96903459361396,6.707005,961851,3.6059785,-26.906311,5.7220458e-08,3.3985262,-2.9271107,1.2981563,2063.4872217178345,96.54074,0.24542484,2.12704,100.0,0.4354261
81.27,0.16254,1.3111694e-05,-26.773197,3.6134028,13400,1.9025671,134,100,1.0000007,[-1.17  -1.045 -0.317 -0.908  0.048],,-101.71891479229414,6.5601377,969978,1.0000545,-26.773205,3.2901764e-07,3.656346,-9.51457,1.0,2080.0771458148956,96.496765,0.9999677,1.0,100.0,0.36895245
84.46,0.16892,,-27.199661,3.8147187,13500,1.7402911,135,100,1.0,[-1.17  -1.045 -0.317 -0.908  0.048],,-103.70224371880329,6.133674,978424,1.0,-27.199661,5.912781e-07,3.0592048,-3.339756,1.0,2097.271138191223,96.54434,1.0,1.0,100.0,0.37469435
81.55,0.16981281,0.2785397,-26.642426,3.1608849,13600,1.4927052,136,100,1.0367604,[-1.17  -1.045 -0.317 -0.908  0.048],,-102.45726748537814,6.7263603,986579,2.2920213,-26.734905,3.9815902e-07,2.8337693,-2.9012265,1.0633264,2114.2808470726013,96.48726,0.51394165,1.2062552,100.0,0.3849403
87.09,0.17418,,-27.610735,4.0739155,13700,1.7688789,137,100,1.0,[-1.157 -1.038 -0.318 -0.901  0.054],,-101.92103341941939,5.7226005,995288,1.0,-27.610735,-4.816055e-07,3.160538,-3.5844345,1.0,2132.601244688034,96.65941,1.0,1.0,100.0,0.3792631
87.89,0.17578,,-27.68644,3.8599439,13800,1.8825397,138,100,1.0,[-1.157 -1.038 -0.318 -0.901  0.054],,-103.67127095190814,5.6468954,1004077,1.0,-27.68644,1.1920929e-07,3.5797532,-7.374091,1.0,2151.1883203983307,96.640884,1.0,1.0,100.0,0.38062045
77.41,0.15677568,0.13697687,-26.022556,3.915946,13900,1.398846,139,100,1.0199624,[-1.157 -1.038 -0.318 -0.901  0.054],,-103.49325131217509,7.3284636,1011818,1.5785286,-26.0644,-2.861023e-07,2.2805815,-3.044088,1.0199023,2166.239546775818,96.326096,0.6616395,1.0716681,100.0,0.3663403
88.23,0.18236881,0.23620081,-27.766638,3.8633833,14000,1.5132264,140,100,1.0070574,[-1.158 -1.032 -0.315 -0.9    0.046],,-103.06317631000296,5.6184106,1020641,1.8812511,-27.816284,2.2649765e-07,2.617619,-3.631065,1.0651776,2184.8737115859985,96.66376,0.43800983,1.1439899,100.0,0.39415243
81.01,0.16202,0.00029718503,-26.952215,3.6951923,14100,1.8348846,141,100,1.0000978,[-1.159 -1.033 -0.308 -0.898  0.047],,-101.93047534701952,6.381117,1028742,1.0007563,-26.952303,4.1007996e-07,3.4016237,-9.252115,0.9999995,2201.6793282032013,96.483505,0.9989874,1.0,100.0,0.36846378
92.03,0.18406,,-28.24436,3.745494,14200,1.6338272,142,100,1.0,[-1.159 -1.033 -0.308 -0.898  0.047],,-103.18129821477572,5.0889764,1037945,1.0,-28.24436,-3.33786e-08,2.696355,-3.2686348,1.0,2219.889259815216,96.75766,1.0,1.0,100.0,0.3875318
79.41,0.15882,,-26.44752,3.511912,14300,1.9966042,143,100,1.0,[-1.159 -1.033 -0.308 -0.898  0.047],,-103.57876963051707,6.885817,1045886,1.0,-26.44752,-4.7683717e-08,4.0266953,-8.793904,1.0,2236.1232504844666,96.3913,1.0,1.0,100.0,0.3655054
82.05,0.1721525,0.2743132,-27.083424,3.656218,14400,1.6107215,144,100,0.9643625,[-1.159 -1.033 -0.308 -0.898  0.047],,-101.83457790856617,6.304162,1054091,2.5773592,-27.143354,-2.3841857e-09,3.1761467,-2.8425589,1.0908874,2252.1071429252625,96.517746,0.39998406,1.4283073,100.0,0.3891371
83.16,0.16632,0.00010893511,-27.31187,3.7581043,14500,1.8002582,145,100,1.0000012,[-1.159 -1.036 -0.305 -0.892  0.046],,-103.4490903285463,6.0214653,1062407,1.0004075,-27.311893,3.2424927e-07,3.273489,-8.723793,1.0,2270.20223236084,96.512054,0.99956334,1.0,100.0,0.37235558
98.98,0.19796,,-29.05368,3.8891559,14600,1.716933,146,100,1.0,[-1.159 -1.036 -0.305 -0.892  0.046],,-101.96893370216304,4.2796555,1072305,1.0,-29.05368,-1.835823e-07,2.9776351,-4.322615,1.0,2288.7309787273407,96.939606,1.0,1.0,100.0,0.39845684
87.57,0.17514,,-27.644526,3.1743605,14700,1.7820945,147,100,1.0,[-1.159 -1.036 -0.305 -0.892  0.046],,-102.99647645860986,5.68881,1081062,1.0,-27.644526,2.813339e-07,3.20794,-3.643931,1.0,2307.223632335663,96.647675,1.0,1.0,100.0,0.38010153
81.58,0.16316,1.0415772e-05,-26.98821,4.128702,14800,1.7921649,148,100,1.0000011,[-1.159 -1.036 -0.305 -0.892  0.046],,-102.85434780690092,6.345125,1089220,1.0000328,-26.988218,-5.722046e-07,3.2443013,-5.115476,1.0,2323.3050167560577,96.47844,0.9999801,1.0,100.0,0.3695045
87.32,0.17802541,0.1801215,-27.715233,3.908174,14900,1.7756208,149,100,0.9795741,[-1.159 -1.036 -0.305 -0.892  0.046],,-102.37855983680849,5.6422167,1097952,1.7122352,-27.745687,3.0517577e-07,3.0199754,-8.219014,1.0359235,2340.316308259964,96.65509,0.6672992,1.1015277,100.0,0.38709185
91.83,0.19030623,0.23575015,-28.234068,3.8124208,15000,2.01053,150,100,1.0073415,[-1.16  -1.038 -0.3   -0.89   0.046],,-102.24827994429101,5.129763,1107135,2.826004,-28.267687,4.6253206e-07,3.8075488,-10.651018,1.0653931,2358.6526980400085,96.7731,0.4988061,1.203977,100.0,0.40146184
101.38,0.20276,,-28.946606,3.8893523,15100,1.7655774,151,100,1.0,[-1.16  -1.042 -0.298 -0.887  0.046],,-100.90135414044818,4.38673,1117273,1.0,-28.946606,-3.8146972e-08,3.1487513,-3.7393527,1.0,2378.106481552124,97.009445,1.0,1.0,100.0,0.40206924
98.53,0.19706,,-29.305511,4.0082326,15200,1.7355541,152,100,1.0,[-1.16  -1.042 -0.298 -0.887  0.046],,-103.80716679145462,4.0278234,1127126,1.0,-29.305511,4.2915343e-07,3.0425742,-8.789997,1.0,2397.1418368816376,96.89288,1.0,1.0,100.0,0.39776734
93.86,0.18772,,-28.33726,3.8629076,15300,1.6178567,153,100,1.0,[-1.16  -1.042 -0.298 -0.887  0.046],,-102.57583564980757,4.996076,1136512,1.0,-28.33726,-2.8610229e-08,2.643899,-3.5061936,1.0,2416.034681558609,96.814285,1.0,1.0,100.0,0.39047784
95.21,0.19473293,0.19057378,-28.580711,4.1470156,15400,1.5974339,154,100,0.9916052,[-1.16  -1.042 -0.298 -0.887  0.046],,-104.37403072069186,4.781493,1146033,1.6627848,-28.60603,2.2411346e-07,3.021305,-3.1997418,1.043545,2434.097111940384,96.807495,0.35043374,1.143408,100.0,0.40160757
93.89,0.19216168,0.18420361,-28.40008,3.55235,15500,1.8064122,155,100,1.008017,[-1.16  -1.04  -0.303 -0.888  0.045],,-104.09547145834884,4.9501557,1155422,2.257752,-28.441608,-6.8664554e-07,3.094777,-8.046988,1.04005,2452.1920585632324,96.78261,0.67808735,1.1565261,100.0,0.3997807
95.19,0.19038,5.5625613e-05,-28.39304,3.7082136,15600,1.8600653,156,100,0.9999945,[-1.163 -1.046 -0.304 -0.887  0.042],,-103.41910187063671,4.940297,1164941,1.0001343,-28.393044,-5.7935716e-07,3.4948463,-5.1614985,1.0,2470.929197072983,96.8271,0.99981374,1.0,100.0,0.3926053
103.35,0.20949455,0.15163985,-29.432364,4.0893235,15700,1.6455803,157,100,1.0050945,[-1.163 -1.046 -0.304 -0.887  0.042],,-101.95378444506599,3.9176004,1175276,1.6115835,-29.4494,2.0980835e-07,2.9911544,-3.6208096,1.0251628,2490.8420004844666,97.02702,0.55372494,1.0583252,100.0,0.4104396
88.41,0.18607858,0.31994772,-27.648758,3.496448,15800,1.6206739,158,100,1.0448792,[-1.163 -1.044 -0.307 -0.888  0.041],,-103.37255293483031,5.727276,1184117,4.94138,-27.688393,7.152558e-08,2.8929446,-2.9155898,1.0850775,2508.5832736492157,96.661514,0.5421199,1.3590082,100.0,0.40221277
92.52,0.19600539,0.23960339,-28.12621,3.9197247,15900,1.780946,159,100,0.9957872,[-1.164 -1.049 -0.307 -0.883  0.04 ],,-101.49375450091344,5.2520285,1193369,2.02749,-28.168545,5.722046e-07,4.0592976,-3.2175636,1.0943122,2526.0297644138336,96.806015,0.46461606,1.4111136,100.0,0.4121642
91.87,0.18374,,-27.977175,2.9606683,16000,1.6188139,160,100,1.0,[-1.163 -1.046 -0.306 -0.89   0.039],,-101.92025851077433,5.3561616,1202556,1.0,-27.977175,7.390976e-07,2.6470282,-3.2763104,1.0,2544.9575338363647,96.781204,1.0,1.0,100.0,0.3872654
93.11,0.19568162,0.2578965,-28.207207,3.7507498,16100,1.6103382,161,100,1.0016236,[-1.163 -1.046 -0.306 -0.89   0.039],,-103.34205352114788,5.1712713,1211867,2.3287241,-28.251884,-7.224083e-07,2.9975653,-3.1465569,1.0919943,2562.923426628113,96.78021,0.39152652,1.3258014,100.0,0.4095976
91.41,0.18282,2.1925267e-05,-28.294285,3.6214166,16200,1.61073,162,100,0.9999983,[-1.164 -1.05  -0.303 -0.885  0.04 ],,-103.43968016153849,5.039048,1221008,1.0000664,-28.294287,-2.5749208e-07,2.6206338,-5.204003,0.9999994,2581.3250410556793,96.7368,0.9999398,1.0,100.0,0.38652822
95.72,0.1962663,0.19541548,-28.638958,3.4335468,16300,1.509169,163,100,1.0262343,[-1.164 -1.05  -0.303 -0.885  0.04 ],,-103.17477914774682,4.722554,1230580,1.9583123,-28.670107,-2.3841858e-07,2.4051254,-3.5193543,1.0460887,2599.4648768901825,96.84424,0.6803895,1.1757646,100.0,0.40348113
96.99,0.1956149,0.116067395,-28.519089,3.836193,16400,1.648931,164,100,1.005725,[-1.165 -1.052 -0.299 -0.883  0.039],,-103.27139890935722,4.8260455,1240279,1.3925679,-28.556007,-1.8119812e-07,2.8583024,-3.8291044,1.0140189,2619.057893037796,96.87047,0.56094694,1.0457511,100.0,0.39876077
99.19,0.19838,,-29.196842,4.1453705,16500,1.6391135,165,100,1.0,[-1.164 -1.052 -0.301 -0.883  0.032],,-102.65141307894427,4.1364937,1250198,1.0,-29.196842,5.340576e-07,2.7138307,-2.792676,1.0,2639.730341911316,96.93021,1.0,1.0,100.0,0.3987874
97.29,0.19828938,0.13804403,-29.084036,3.5260854,16600,1.658669,166,100,1.01441,[-1.164 -1.052 -0.301 -0.883  0.032],,-103.25802687867957,4.265569,1259927,1.4342494,-29.104525,-8.583069e-08,2.9468987,-6.648197,1.0321451,2658.8466951847076,96.87732,0.6115651,1.1154124,100.0,0.40349916
101.36,0.20272,,-29.270702,3.8322043,16700,1.672242,167,100,1.0,[-1.164 -1.051 -0.303 -0.886  0.032],,-101.9779035280479,4.0626345,1270063,1.0,-29.270702,5.483627e-07,2.82464,-3.2805057,1.0,2679.6516325473785,96.98781,1.0,1.0,100.0,0.4020209
100.91,0.20182,,-29.106262,3.9469852,16800,1.6491988,168,100,1.0,[-1.164 -1.051 -0.303 -0.886  0.032],,-103.57038822840073,4.227074,1280154,1.0,-29.106262,-1.0728836e-07,2.7473295,-3.2049708,1.0,2699.1668932437897,96.947266,1.0,1.0,100.0,0.40134817
94.13,0.18826,,-28.635218,3.8914366,16900,1.6790738,169,100,1.0,[-1.164 -1.051 -0.303 -0.886  0.032],,-104.99794586643827,4.6981187,1289567,1.0,-28.635218,-2.7179718e-07,2.8477666,-3.1451058,1.0,2717.7431020736694,96.76909,1.0,1.0,100.0,0.39092833
101.77,0.20706336,0.15890057,-29.298515,3.7049403,17000,1.6016417,170,100,1.0050911,[-1.164 -1.051 -0.303 -0.886  0.032],,-100.23554229781497,4.0576777,1299744,1.5050905,-29.321068,-3.1471254e-07,2.6628659,-2.8526087,1.0270317,2736.152163505554,97.03015,0.5683277,1.0831203,100.0,0.40964448
