Iteration,TimeElapsed,InitialReturnMean,Weights,MinIW,MaxIW,EpisodesSoFar,StdIW,InitialReturnStd,EpThisIter,InitialReturnMin,J_sample_variance,EmpiricalD2,InitialReturnMax,EpRewMean,Bound,TimestepsSoFar,InitialBound,ReturnMeanIW,EpLenMean,MeanIW
308,4064.92969250679,3.0517577e-07,[ 2.718  1.923 -7.943  5.376 -2.33 ],1.27031e-07,161.1579,30800,2.1656234,6.1162267,100,-14.0884,6812.7935,51039340.0,17.552399,-108.30175973710173,49.368515,1163106,39.768425,49.368515,16.49,0.57161224
309,4073.8187878131866,2.2315978e-06,[ 2.703  1.917 -7.944  5.395 -2.331],3.877129e-15,794.46545,30900,4.522562,5.904804,100,-13.241819,104288.72,1.1220682e+23,13.805897,-108.25748631593713,67.83012,1164740,40.32053,67.83012,16.34,0.5710034
310,4084.3625218868256,-3.0517577e-07,[ 2.719  1.923 -7.932  5.425 -2.338],7.007962e-10,236.07959,31000,2.51151,5.4770145,100,-13.85626,10641.249,645918100.0,14.256943,-108.29519416359432,50.276848,1166392,40.003628,50.276848,16.52,0.31035796
311,4092.750804901123,6.4849854e-07,[ 2.744  1.927 -7.945  5.421 -2.363],7.0288986e-10,252.86627,31100,1.8753668,6.120418,100,-14.362606,15842.961,199764460000.0,15.211969,-108.5006850916417,60.412914,1168099,38.775143,60.412914,17.07,0.14002664
312,4101.541253566742,1.2969971e-06,[ 2.733  1.903 -7.943  5.415 -2.364],5.8717535e-22,181.22278,31200,1.0838969,5.886737,100,-14.075796,6696.966,inf,18.700258,-108.69586649324272,51.24845,1169755,39.86665,51.24845,16.56,0.15942404
313,4110.618797540665,7.5340273e-07,[ 2.728  1.875 -7.941  5.388 -2.368],5.8000196e-09,1801.3723,31300,17.504736,6.1683784,100,-12.268299,610153.6,5863381500.0,15.908144,-108.50227403168563,127.50838,1171488,38.24306,127.50838,17.33,1.5090957
314,4119.45399928093,-1.3446808e-06,[ 2.728  1.872 -7.963  5.381 -2.372],5.956471e-13,223.54797,31400,18.033285,5.519876,100,-13.662071,69272.96,8.132104e+17,17.696144,-108.48172965432214,52.257915,1173133,40.080887,52.257915,16.45,1.9524239
315,4127.857094049454,-1.6784668e-06,[ 2.732  1.881 -7.933  5.348 -2.377],7.7517173e-19,8694.634,31500,151.04417,5.2718153,100,-13.094864,21912958.0,4.6924407e+30,13.4878235,-107.95282177069166,534.2264,1174750,40.635033,534.2264,16.17,15.307395
316,4138.964590072632,-3.232956e-06,[ 2.746  1.92  -7.908  5.381 -2.38 ],2.6489986e-12,912.37317,31600,4.491357,5.6688137,100,-15.478243,129711.58,1.4709327e+16,14.929287,-108.83010985313405,74.544136,1176474,38.694553,74.544136,17.24,0.11971474
317,4148.621908903122,-4.959106e-07,[ 2.755  1.895 -7.898  5.381 -2.384],0.00010502861,36.038647,31700,2.2579677,5.920145,100,-15.260544,8687.399,10625.166,18.2424,-108.57518139892699,44.466805,1178208,38.242767,44.466805,17.34,1.0191381
318,4157.254881858826,1.1062622e-06,[ 2.748  1.878 -7.919  5.387 -2.385],,3783.307,31800,17.027609,6.752403,100,-15.250162,2933811.0,inf,17.828293,-108.1231563692163,220.7057,1179889,38.88101,220.7057,16.81,0.10086035
319,4167.680624246597,2.0408631e-06,[ 2.72   1.86  -7.879  5.286 -2.394],5.7574997e-08,301.8007,31900,17.427807,6.1957393,100,-13.089329,114448.37,202827360.0,15.416928,-108.31502703233801,72.77078,1181606,38.515034,72.77078,17.17,2.873545
320,4176.352577447891,-2.3269654e-06,[ 2.71   1.826 -7.912  5.291 -2.395],,390611.7,32000,1746.9891,5.4871664,100,-12.838835,5355350000.0,inf,9.920828,-108.1366248675678,7333.3174,1183245,40.272015,7333.3174,16.39,8.031542
321,4187.41542673111,2.0217894e-06,[ 2.711  1.768 -7.918  5.373 -2.396],7.888911e-06,15.540013,32100,1.1859391,5.4138346,100,-11.571693,3729.0989,58345.68,18.678524,-108.64058033650379,47.23456,1184927,39.460735,47.23456,16.82,0.9302228
322,4196.068696498871,-1.14440915e-07,[ 2.72   1.785 -7.899  5.369 -2.395],6.767044e-06,85.37778,32200,0.6447495,5.476019,100,-14.350395,2541.277,56066.516,13.957176,-108.23723165144142,47.946045,1186592,39.706272,47.946045,16.65,0.17120758
323,4205.147139787674,9.536743e-08,[ 2.727  1.795 -7.907  5.375 -2.399],2.0614614e-08,90.96733,32300,1.4330345,6.0376053,100,-11.767939,1087.6072,474381500.0,18.919186,-108.1200414909879,43.25356,1188255,39.319893,43.25356,16.63,0.23640941
324,4213.656480550766,2.4223327e-06,[ 2.748  1.812 -7.906  5.38  -2.398],5.8888436e-06,76.195656,32400,2.8732514,5.9512224,100,-16.56977,2886.165,4916998000.0,14.807056,-108.42924753034467,45.090267,1189939,39.357307,45.090267,16.84,0.9415217
325,4222.356885194778,-4.005432e-07,[ 2.757  1.828 -7.901  5.397 -2.402],1.6377012e-08,47.93783,32500,4.9121785,5.3117642,100,-13.687305,5978.122,102186.09,13.571773,-108.61613995411173,47.793983,1191616,39.62965,47.793983,16.77,0.98688173
326,4231.385316133499,9.155273e-07,[ 2.761  1.826 -7.92   5.398 -2.403],1.921485e-09,147.055,32600,2.7654455,5.3869243,100,-11.169386,4258.229,551255500000000.0,18.54914,-108.45936998387235,53.64351,1193271,39.865295,53.64351,16.55,0.63610417
327,4240.642961025238,2.861023e-06,[ 2.756  1.802 -7.919  5.389 -2.408],0.0068423115,11.207006,32700,1.2652082,6.0286965,100,-14.873833,507.72714,4.1235642,16.329744,-108.38335437861107,40.062313,1194969,38.82801,40.062313,16.98,1.1090025
328,4248.838346242905,-2.5177003e-06,[ 2.758  1.798 -7.925  5.399 -2.41 ],3.8868703e-07,99.82887,32800,1.4280806,5.0662775,100,-10.663248,6131.97,92168264.0,15.215025,-108.18888951473785,52.000267,1196572,41.03936,52.000267,16.03,0.4895519
329,4257.388473033905,1.5258789e-07,[ 2.756  1.79  -7.914  5.378 -2.413],,1145.2764,32900,7.4382772,5.7089624,100,-14.639336,166173.9,inf,17.766125,-108.45974879823495,91.605064,1198269,38.928185,91.605064,16.97,0.47009075
330,4266.648435592651,-1.964569e-06,[ 2.714  1.77  -7.923  5.316 -2.401],0.0009064923,17.529789,33000,1.5847574,5.366848,100,-11.091654,3103.7664,58.19887,14.803112,-108.38032462957317,42.321136,1199952,39.484653,42.321136,16.83,0.9008019
331,4275.391270399094,-1.8119812e-07,[ 2.711  1.749 -7.941  5.312 -2.403],1.0669703e-15,1598.0466,33100,7.182456,5.616565,100,-13.158911,126208.27,4.8941928e+19,14.11193,-107.98590799122421,69.268654,1201557,40.851692,69.268654,16.05,0.056869816
332,4284.671537637711,6.580353e-07,[ 2.727  1.77  -7.955  5.322 -2.409],5.5553473e-09,563.6774,33200,8.546731,5.8093357,100,-14.028486,106229.42,101874640.0,14.280729,-108.05595614381409,64.88242,1203246,39.13529,64.88242,16.89,1.46632
333,4292.817370176315,-8.9645386e-07,[ 2.736  1.77  -7.943  5.336 -2.409],3.2526773e-06,39.16053,33300,1.4222258,6.0409703,100,-12.642445,6969.6655,229452.12,17.894577,-108.7456809696206,45.519226,1204924,39.255276,45.519226,16.78,0.2901703
334,4301.459495544434,-1.0299683e-06,[ 2.748  1.761 -7.965  5.338 -2.403],1.3784859e-19,803.88403,33400,4.0562606,5.5501237,100,-13.136595,110057.78,4.2686665e+24,16.646734,-108.25689772767832,68.441895,1206548,40.474194,68.441895,16.24,0.27256832
335,4310.190958738327,-1.3542175e-06,[ 2.737  1.772 -7.98   5.317 -2.409],8.4516335e-18,161.61624,33500,3.5816174,6.0311604,100,-13.236231,22340.705,4.022286e+30,18.655346,-108.21167696224319,59.002388,1208221,39.200745,59.002388,16.73,0.6752547
336,4318.629194259644,5.340576e-07,[ 2.684  1.773 -7.981  5.294 -2.409],2.5978357e-09,81.531586,33600,2.5382867,4.97367,100,-11.377199,54808.28,60915855000.0,13.209297,-108.501097761622,73.356575,1209843,40.80239,73.356575,16.22,0.32538483
337,4328.071416854858,-5.1498415e-07,[ 2.704  1.813 -7.957  5.3   -2.413],4.1053903e-21,133183.77,33700,701.52893,5.8398,100,-14.78035,3778464500.0,3.3963953e+33,15.439634,-108.12931584508567,6167.42,1211538,38.9747,6167.42,16.95,6.0161123
338,4341.0928366184235,-3.8146972e-08,[ 2.699  1.798 -8.01   5.316 -2.414],,1503.7715,33800,6.8910923,6.34177,100,-14.150158,265839.78,inf,12.822397,-108.10093870971048,88.92532,1213185,39.88207,88.92532,16.47,0.074974924
339,4349.736404180527,1.8215179e-06,[ 2.7    1.798 -7.991  5.372 -2.415],1.7089002e-16,4013.8774,33900,18.461723,5.4531527,100,-13.843628,909663.8,4.505363e+18,16.110779,-108.79461319429991,142.64674,1214890,39.104176,142.64674,17.05,0.13592637
340,4359.565682172775,-8.773804e-07,[ 2.685  1.774 -7.992  5.383 -2.413],2.0333403e-07,181.3623,34000,1.7482185,6.6299744,100,-12.782297,10703.4795,468977.62,18.761026,-107.89598232329189,49.663723,1216573,38.761456,49.663723,16.83,0.39334032
341,4367.324985980988,-2.155304e-06,[ 2.692  1.788 -7.989  5.374 -2.415],2.5475836e-17,223.90375,34100,1.5189948,6.0330367,100,-14.263784,24242.012,8.8272855e+17,14.186072,-108.58476113843113,52.32695,1218261,39.177567,52.32695,16.88,0.2454051
342,4376.518599748611,1.4877319e-06,[ 2.68   1.791 -7.978  5.4   -2.411],9.488416e-09,180.19632,34200,1.2096964,6.477275,100,-14.725832,3957.2507,529207030000.0,18.722477,-108.72451217677957,43.16966,1219969,38.587765,43.16966,17.08,0.15979964
343,4385.139642238617,-1.0108947e-06,[ 2.673  1.768 -7.982  5.399 -2.412],1.9192239e-14,206.91692,34300,2.0217438,6.368242,100,-12.462954,32847.246,inf,18.294327,-108.41277912164163,64.083244,1221645,39.15005,64.083244,16.76,0.2189639
344,4394.101366043091,-7.2479247e-07,[ 2.666  1.816 -7.968  5.415 -2.419],7.6806673e-25,206831.61,34400,925.223,6.869547,100,-14.807066,4109427000.0,inf,18.100706,-108.23963028837828,6471.4707,1223349,38.447144,6471.4707,17.04,4.6662536
345,4404.905425786972,7.5340273e-07,[ 2.689  1.8   -7.947  5.374 -2.412],2.7268428e-09,40.338493,34500,1.7879912,5.976743,100,-15.233137,732.04443,2304384500.0,17.730726,-108.17536735759474,41.539974,1225062,38.532032,41.539974,17.13,0.42737406
346,4413.307394742966,-1.0490418e-06,[ 2.677  1.782 -7.947  5.366 -2.416],2.6510498e-09,371.4218,34600,2.6080694,5.7650743,100,-12.417837,67815.5,195382770.0,17.617537,-108.64684906228686,62.30944,1226756,38.943546,62.30944,16.94,0.26327312
347,4421.7158970832825,-1.5258789e-06,[ 2.671  1.767 -7.939  5.367 -2.419],,165.50842,34700,5.4255447,5.8532324,100,-13.058481,47102.49,inf,14.892107,-108.49694984479817,57.654194,1228435,39.444298,57.654194,16.79,0.55553865
348,4430.019959688187,2.0980835e-07,[ 2.689  1.741 -7.926  5.424 -2.418],4.4626046e-05,24.50681,34800,2.5079663,5.0617895,100,-11.833971,628.4188,10831.918,10.34111,-108.14273310282981,44.118687,1230090,39.998905,44.118687,16.55,0.7584884
349,4438.404183149338,1.3732911e-06,[ 2.682  1.756 -7.931  5.439 -2.427],0.017474547,26.056854,34900,2.9335113,5.7628927,100,-13.781107,1457.0441,20.340418,16.584381,-108.19366451758246,44.079197,1231730,40.07038,44.079197,16.4,1.3096222
350,4447.664363384247,-3.4332277e-07,[ 2.712  1.75  -7.921  5.427 -2.425],2.7693577e-23,146.97122,35000,1.55036,5.9126005,100,-14.466328,26601.57,inf,18.975988,-109.0511357825313,47.60634,1233459,38.342106,47.60634,17.29,0.23805816
351,4456.093809127808,-8.392334e-07,[ 2.721  1.726 -7.917  5.394 -2.426],1.8133528e-21,381.1845,35100,2.2553754,6.1134124,100,-14.13377,47490.805,4.0184932e+35,18.44824,-108.3829138443587,59.261387,1235130,39.33886,59.261387,16.71,0.0367229
352,4464.298569440842,-2.2888183e-07,[ 2.722  1.699 -7.9    5.383 -2.424],3.508582e-09,138.06978,35200,8.467191,7.0142865,100,-18.166597,52500.203,7245171500000.0,17.000317,-108.50614377357545,73.73988,1236844,38.36049,73.73988,17.14,1.8488159
353,4472.849372386932,8.9645386e-07,[ 2.738  1.722 -7.872  5.363 -2.426],4.144872e-06,65.59246,35300,1.2545308,5.967535,100,-14.4074,4830.295,538798.6,15.053743,-108.18949799342028,49.311848,1238509,39.51067,49.311848,16.65,0.4777025
354,4481.208528757095,-1.9454956e-06,[ 2.734  1.728 -7.887  5.371 -2.426],0.00019630013,24.643826,35400,0.6798147,6.126582,100,-17.980206,1375.5112,4390.871,18.122488,-108.74445245133893,43.131165,1240223,38.557297,43.131165,17.14,0.3659708
355,4489.630107164383,5.722046e-07,[ 2.747  1.713 -7.888  5.378 -2.425],2.2626703e-11,1677.8975,35500,7.6369405,5.064835,100,-13.849524,76924.32,1080809600000.0,13.487244,-108.44853024224528,77.80541,1241896,39.748756,77.80541,16.73,0.1837243
356,4498.495541334152,-6.67572e-07,[ 2.762  1.716 -7.91   5.386 -2.435],0.0009188709,17.240227,35600,1.3192773,5.439839,100,-11.938499,861.3667,306.04376,15.959387,-108.23190545974612,42.690662,1243614,38.582077,42.690662,17.18,0.3887178
357,4507.234554052353,-1.8119812e-06,[ 2.762  1.721 -7.919  5.389 -2.437],,1931.0695,35700,19.635519,5.44317,100,-13.397884,22040318.0,inf,15.62113,-108.3785958310076,488.5143,1245311,39.097862,488.5143,16.97,0.30044982
358,4517.780771970749,-2.269745e-06,[ 2.735  1.692 -7.864  5.317 -2.437],1.0932917e-08,210.1849,35800,5.390327,5.067769,100,-13.382399,21052.412,1924639000.0,11.370678,-108.6586168549023,59.816463,1246983,39.81616,59.816463,16.72,1.060121
359,4526.004184246063,1.5258789e-07,[ 2.733  1.712 -7.859  5.305 -2.439],4.9630085e-16,674.2422,35900,38.47183,5.533351,100,-13.572947,381551.56,1.7937873e+25,13.555559,-108.27537935373637,89.71887,1248616,40.347218,89.71887,16.33,3.9148962
360,4534.827998876572,1.6212464e-07,[ 2.725  1.699 -7.882  5.279 -2.441],,701.4822,36000,3.2114048,4.774418,100,-11.261875,56600.703,inf,13.430296,-109.23596160290477,59.650425,1250319,39.446533,59.650425,17.03,0.067226686
361,4544.369749307632,-8.392334e-07,[ 2.728  1.662 -7.875  5.31  -2.442],1.7695826e-11,510.04233,36100,6.787895,5.614338,100,-14.256685,22994.613,47384743000000.0,14.5732,-108.52879956087517,60.99104,1252019,39.12628,60.99104,17.0,1.3007008
362,4552.29763174057,-4.5776366e-07,[ 2.715  1.665 -7.899  5.334 -2.438],0.047567688,8.196399,36200,1.1108617,6.031738,100,-11.074966,218.0774,1.8026515,18.572361,-108.33893676764897,40.613724,1253663,40.023952,40.613724,16.44,1.0933436
363,4560.451597213745,2.5177003e-06,[ 2.71   1.667 -7.896  5.328 -2.438],7.7612385e-13,55.79252,36300,0.6591708,6.862844,100,-17.211761,6101.2026,4.2267054e+23,16.740396,-108.53484340732044,51.333637,1255349,39.02649,51.333637,16.86,0.12837173
364,4569.304747343063,-7.2479247e-07,[ 2.689  1.708 -7.894  5.346 -2.435],1.7908979e-09,93.53769,36400,3.3678052,5.6989884,100,-11.570763,16152.701,58331.695,14.46148,-108.26047750818185,63.38329,1257031,39.274727,63.38329,16.82,1.494033
365,4577.202659606934,8.9645386e-07,[ 2.697  1.729 -7.87   5.337 -2.435],0.0003870019,32.93872,36500,1.0676283,6.064997,100,-12.9865265,552.39996,489.166,15.317621,-108.1786225092355,45.42536,1258653,40.471855,45.42536,16.22,0.48473257
366,4585.318195104599,-8.010864e-07,[ 2.677  1.717 -7.877  5.341 -2.439],1.5678862e-07,82.72833,36600,1.2585328,5.7087526,100,-12.261015,3309.0786,66744.67,15.829849,-108.61938625799502,47.26826,1260326,39.545666,47.26826,16.73,0.37005818
367,4594.245628595352,1.6021728e-06,[ 2.667  1.711 -7.868  5.341 -2.439],6.8505503e-09,132.02594,36700,4.1975594,5.7516346,100,-11.951036,13452.587,87069940000.0,16.546902,-108.09794853554112,54.898148,1262047,38.490128,54.898148,17.21,0.63005424
368,4603.048455953598,-1.4686584e-06,[ 2.657  1.704 -7.853  5.331 -2.438],0.0020071603,39.809597,36800,1.8886353,6.423117,100,-13.179907,1256.2463,26.796928,14.24162,-107.66990267197754,41.050125,1263772,38.142155,41.050125,17.25,0.91903883
369,4611.045745372772,-2.3269654e-06,[ 2.657  1.703 -7.854  5.343 -2.439],9.5337975e-18,3884.5925,36900,24.802856,5.561398,100,-12.83494,7464673.0,1.2453384e+24,18.562664,-108.33019995564855,297.96625,1265475,38.84046,297.96625,17.03,1.2912104
370,4620.703597545624,-6.8664554e-07,[ 2.665  1.735 -7.82   5.312 -2.439],6.6504505e-21,2038.4093,37000,9.277891,6.191215,100,-14.511887,227905.8,1.5335545e+34,17.22564,-109.13073675294778,83.19621,1267172,38.991917,83.19621,16.97,0.2315404
371,4629.717254161835,-5.340576e-07,[ 2.656  1.727 -7.819  5.35  -2.44 ],1.571925e-30,1870.4844,37100,14.578932,6.3062716,100,-14.987511,2180042.8,inf,16.80384,-108.0853688095868,207.07965,1268820,39.672478,207.07965,16.48,0.17396264
372,4639.782072544098,-6.1035155e-07,[ 2.652  1.652 -7.841  5.344 -2.45 ],,35175.17,37200,224.6728,6.033223,100,-12.030102,462955900.0,inf,16.105099,-108.26868551785881,2172.1892,1270517,38.871048,2172.1892,16.97,1.7566334
373,4651.5714564323425,-5.340576e-07,[ 2.691  1.751 -7.815  5.354 -2.452],6.403405e-09,1211.4146,37300,52.02478,5.7907896,100,-9.987328,1226398.5,260468280000.0,13.627054,-108.62397344478428,209.74393,1272265,38.242413,209.74393,17.48,6.1813188
374,4661.984878063202,-3.9100647e-07,[ 2.694  1.748 -7.827  5.383 -2.452],1.3281413e-05,52.1878,37400,5.0685554,6.5691137,100,-13.323168,5692.6655,15076.027,15.733904,-108.29475102093107,47.454872,1273961,38.69219,47.454872,16.96,1.3921235
375,4670.553634405136,-1.3160706e-06,[ 2.712  1.752 -7.819  5.365 -2.454],1.6309906e-07,55.102303,37500,2.1330402,6.1460805,100,-12.953518,2508.0417,3045.864,15.823583,-108.28978820660761,44.366722,1275635,39.279987,44.366722,16.74,0.94011533
