MinIW,StdIW,EpThisIter,Iteration,MeanIW,InitialReturnMean,TimeElapsed,EpisodesSoFar,InitialReturnMax,EpLenMean,InitialBound,Weights,Bound,J_sample_variance,MaxIW,ReturnMeanIW,EpRewMean,InitialReturnStd,InitialReturnMin,TimestepsSoFar,EmpiricalD2
0.889408,0.04467028,100,197,1.0064915,1.8310546e-06,1889.7097010612488,19700,22.744644,47.42,-495751530000000.0,[-0.424 -0.662 -0.475 -0.285 -0.008],-495751530000000.0,136.56876,1.1553051,171.6077,-119.50913898710704,9.188194,-16.164078,928424,1.0023823
0.91161907,0.03820087,100,198,1.0066221,-8.392334e-07,1899.8318021297455,19800,25.404293,47.79,-429815300000000.0,[-0.425 -0.663 -0.474 -0.284 -0.008],-429815300000000.0,110.261795,1.112498,171.35214,-120.61108388191687,9.1713085,-18.576729,933203,1.0017066
0.8862208,0.032189995,100,199,1.007567,6.027222e-06,1910.0993225574493,19900,25.977264,45.48,-495751530000000.0,[-0.424 -0.664 -0.474 -0.283 -0.007],-495751530000000.0,85.74145,1.0867181,181.14575,-119.66723116037751,9.075568,-14.900253,937751,1.0010256
0.8110571,0.07071784,100,200,1.0059532,-3.7002565e-06,1918.8949401378632,20000,35.536186,46.41,-425451140000000.0,[-0.423 -0.664 -0.475 -0.283 -0.007],-425451140000000.0,252.34126,1.208609,173.73181,-117.63369815554539,9.648332,-18.118889,942392,1.0050241
0.8492758,0.04804088,100,201,1.0068374,1.1062622e-06,1927.9321146011353,20100,27.493328,47.11,-396099630000000.0,[-0.423 -0.664 -0.474 -0.281 -0.008],-396099630000000.0,112.48878,1.1267757,172.93422,-119.44678012063565,9.143423,-16.7546,947103,1.0024325
0.77579975,0.074067615,100,202,1.00742,2.5177003e-06,1937.5442824363708,20200,42.004898,47.72,-368742140000000.0,[-0.422 -0.665 -0.474 -0.279 -0.008],-368742140000000.0,175.80875,1.1897107,171.79161,-120.84218761001561,9.617999,-18.09468,951875,1.0060475
0.8832529,0.044091027,100,203,1.0077797,-3.0517577e-07,1947.1859970092773,20300,24.930763,46.97,-485754660000000.0,[-0.423 -0.664 -0.474 -0.282 -0.007],-485754660000000.0,103.10567,1.1287403,175.08751,-120.51738775328431,8.577695,-15.654114,956572,1.0022196
0.9005023,0.045145974,100,204,1.0076286,3.7384034e-06,1956.926866054535,20400,28.480797,47.98,-380231540000000.0,[-0.423 -0.664 -0.473 -0.28  -0.006],-380231540000000.0,135.04663,1.1235027,168.71654,-119.26442517898708,8.38907,-16.808159,961370,1.0022906
0.8441446,0.049716897,100,205,1.0053898,1.8692017e-06,1966.7406933307648,20500,28.138618,49.15,-456941940000000.0,[-0.424 -0.666 -0.473 -0.279 -0.007],-456941940000000.0,109.772125,1.1534209,166.92545,-121.97526981362437,9.384455,-17.687462,966285,1.0025401
0.8713104,0.059981074,100,206,1.0061207,6.5612794e-06,1977.0212829113007,20600,26.158867,48.21,-461624200000000.0,[-0.423 -0.666 -0.472 -0.278 -0.008],-461624200000000.0,189.11046,1.2307222,167.51103,-119.12542618917672,9.73723,-18.72638,971106,1.0037397
0.9167682,0.046835445,100,207,1.0069612,2.670288e-07,1987.0604391098022,20700,28.062344,50.42,-471131140000000.0,[-0.423 -0.666 -0.471 -0.276 -0.007],-471131140000000.0,154.42802,1.2445904,159.52626,-120.25212806303118,9.9712305,-15.7000885,976148,1.0020816
0.85326827,0.05580195,100,208,1.0062773,-9.384155e-06,1997.0323083400726,20800,27.072792,50.08,-429815300000000.0,[-0.424 -0.666 -0.47  -0.277 -0.005],-429815300000000.0,120.16756,1.1849958,159.67888,-119.38549204294796,9.97418,-19.36824,981156,1.002855
0.9327436,0.029557709,100,209,1.0065382,3.8146973e-07,2007.8632485866547,20900,26.843746,49.72,-461624200000000.0,[-0.424 -0.665 -0.471 -0.278 -0.005],-461624200000000.0,129.11624,1.1235381,161.70087,-119.79985540548843,9.710656,-17.789742,986128,1.0007869
0.7616834,0.098944575,100,210,1.0064956,5.378723e-06,2018.0688755512238,21000,19.939102,47.95,-456941940000000.0,[-0.425 -0.665 -0.471 -0.279 -0.004],-456941940000000.0,197.94963,1.3271718,170.74689,-120.8067835354797,8.305617,-18.259018,990923,1.0132186
0.914776,0.03633308,100,211,1.0061128,-2.784729e-06,2026.871969461441,21100,30.342995,49.42,-380231540000000.0,[-0.425 -0.664 -0.474 -0.281 -0.003],-380231540000000.0,149.31833,1.1158481,161.35881,-118.50560644276294,9.70773,-17.879745,995865,1.0015111
0.9319789,0.02720657,100,212,1.0068187,5.683899e-06,2037.2816202640533,21200,19.40601,48.6,-495751530000000.0,[-0.426 -0.664 -0.473 -0.282 -0.002],-495751530000000.0,99.97525,1.0838395,165.86525,-119.17049670763235,8.689417,-16.97319,1000725,1.000771
0.87249297,0.039238017,100,213,1.0064162,1.4495849e-06,2047.153020143509,21300,26.481789,47.91,-490727960000000.0,[-0.427 -0.664 -0.472 -0.282 -0.002],-490727960000000.0,185.9542,1.1570381,171.3416,-121.10866799598202,10.528441,-17.76931,1005516,1.0014063
0.8632295,0.061281282,100,214,1.0078038,-3.1661987e-06,2056.6397688388824,21400,21.887947,47.15,-421130570000000.0,[-0.427 -0.664 -0.471 -0.284 -0.003],-421130570000000.0,117.72444,1.1425964,173.27115,-119.81185095079681,8.855871,-15.968033,1010231,1.003516
0.85229677,0.067797914,100,215,1.007476,-2.0217894e-06,2066.944612264633,21500,38.19695,48.92,-400167340000000.0,[-0.426 -0.664 -0.473 -0.282 -0.003],-400167340000000.0,179.70662,1.3010726,164.89175,-119.62613201673554,9.845679,-17.458778,1015123,1.0052468
0.88368386,0.034783136,100,216,1.0081801,-2.3269654e-06,2076.4519164562225,21600,23.293327,47.62,-452306460000000.0,[-0.427 -0.665 -0.472 -0.28  -0.004],-452306460000000.0,88.162796,1.0973507,171.45557,-120.12855191639305,9.77094,-17.947342,1019885,1.0014503
0.8688425,0.05508267,100,217,1.0078458,1.9454956e-06,2087.4755370616913,21700,44.93663,49.2,-312987450000000.0,[-0.426 -0.665 -0.473 -0.279 -0.005],-312987450000000.0,198.9097,1.1532547,163.68025,-119.62038605603065,10.613515,-18.958733,1024805,1.0026989
0.8650971,0.047453675,100,218,1.0058552,8.392334e-07,2097.2842259407043,21800,36.127357,49.17,-412618680000000.0,[-0.427 -0.665 -0.471 -0.279 -0.005],-412618680000000.0,183.81822,1.1301426,164.55338,-120.23203596364912,9.911531,-13.206413,1029722,1.00195
0.7913505,0.09410879,100,219,1.0061113,-4.348755e-06,2106.09312748909,21900,30.750381,47.57,-416853250000000.0,[-0.427 -0.665 -0.47  -0.281 -0.006],-416853250000000.0,290.0259,1.4321347,171.15524,-119.76918056879154,8.435176,-14.972893,1034479,1.009211
0.75554764,0.0924723,100,220,1.0080783,-2.5939942e-06,2115.897696495056,22000,24.959366,49.23,-408426460000000.0,[-0.428 -0.666 -0.467 -0.28  -0.007],-408426460000000.0,179.81581,1.2369188,165.14427,-120.80182945069173,8.066958,-16.59459,1039402,1.0087036
0.8556237,0.05772289,100,221,1.0051316,-2.1362305e-06,2125.930799484253,22100,22.219395,46.98,-429815300000000.0,[-0.427 -0.666 -0.47  -0.277 -0.008],-429815300000000.0,182.67152,1.1522706,173.24728,-119.24321152971461,8.950798,-15.283966,1044100,1.0034655
0.9220356,0.04096585,100,222,1.0058788,-5.340576e-07,2135.6939766407013,22200,37.84469,48.97,-434223540000000.0,[-0.427 -0.666 -0.468 -0.277 -0.007],-434223540000000.0,139.08037,1.1515893,166.80995,-121.31833092003436,9.281929,-16.607758,1048997,1.0018103
0.87670857,0.051143393,100,223,1.0082383,-3.5858154e-06,2145.0219633579254,22300,33.077835,49.75,-438676400000000.0,[-0.427 -0.667 -0.467 -0.277 -0.007],-438676400000000.0,84.42864,1.1322336,162.81668,-120.64447273264446,8.666526,-17.311928,1053972,1.0025941
0.8524197,0.04445465,100,224,1.0071054,-1.5258789e-06,2153.699670791626,22400,19.936169,47.98,-368742140000000.0,[-0.427 -0.667 -0.468 -0.276 -0.006],-368742140000000.0,111.74852,1.1174073,172.67816,-122.33797316391212,8.68198,-16.02185,1058770,1.0033268
0.8253456,0.06364219,100,225,1.0077419,-1.2588501e-06,2162.326169013977,22500,33.826546,47.34,-404276180000000.0,[-0.426 -0.666 -0.47  -0.278 -0.007],-404276180000000.0,124.00643,1.172951,171.94382,-119.566878234125,9.491037,-17.283592,1063504,1.0043758
0.8767546,0.039663512,100,226,1.0068007,7.6293946e-07,2171.22966504097,22600,19.686676,45.35,-438676400000000.0,[-0.425 -0.665 -0.471 -0.278 -0.007],-438676400000000.0,79.28996,1.1202819,182.97966,-120.49718425703533,7.8431907,-14.123604,1068039,1.0014571
0.85930157,0.064541124,100,227,1.0071408,4.8828124e-06,2180.7777540683746,22700,28.831844,50.35,-443174150000000.0,[-0.425 -0.665 -0.472 -0.276 -0.007],-443174150000000.0,192.6848,1.2172185,158.47781,-119.22288070196853,9.994562,-19.727318,1073074,1.004813
0.8653663,0.055201866,100,228,1.0074736,-1.9836425e-06,2190.4653441905975,22800,34.4675,47.74,-452306460000000.0,[-0.427 -0.664 -0.47  -0.275 -0.007],-452306460000000.0,128.88507,1.1596404,168.72809,-118.58320480185677,10.635927,-19.251228,1077848,1.003146
0.92180896,0.034597013,100,229,1.0085104,4.615784e-06,2199.7859342098236,22900,22.141853,47.31,-447717360000000.0,[-0.426 -0.664 -0.472 -0.276 -0.006],-447717360000000.0,91.49158,1.0867789,169.50224,-117.53064690462239,9.410409,-19.703438,1082579,1.0015224
0.85146564,0.053243063,100,230,1.0040731,-2.7465821e-06,2209.200379371643,23000,23.708527,48.35,-429815300000000.0,[-0.426 -0.663 -0.473 -0.275 -0.006],-429815300000000.0,164.8948,1.2332759,168.56235,-120.50972261507567,9.219683,-17.920403,1087414,1.0039235
0.89638907,0.037408467,100,231,1.008629,1.6403199e-06,2217.9577136039734,23100,23.687935,49.93,-438676400000000.0,[-0.426 -0.664 -0.471 -0.276 -0.006],-438676400000000.0,83.21368,1.103186,161.50497,-120.26040468277857,8.589403,-17.869041,1092407,1.0014167
0.85068244,0.082035616,100,232,1.0079892,-2.3651123e-06,2227.304309606552,23200,20.530998,49.8,-434223540000000.0,[-0.426 -0.664 -0.472 -0.276 -0.006],-434223540000000.0,175.06023,1.2774756,163.36409,-121.22841224732682,8.562695,-18.374298,1097387,1.0052023
0.80402875,0.07986347,100,233,1.0073698,-2.5939942e-06,2235.730996608734,23300,26.098782,45.96,-466353820000000.0,[-0.425 -0.664 -0.471 -0.274 -0.006],-466353820000000.0,207.45677,1.2321156,177.47826,-118.71365156695629,8.65643,-17.156319,1101983,1.0067511
0.94109446,0.028517725,100,234,1.0072489,-8.010864e-07,2246.350260734558,23400,35.343452,50.7,-319476440000000.0,[-0.426 -0.662 -0.471 -0.276 -0.007],-319476440000000.0,140.38548,1.1056684,155.84055,-118.30768506150726,9.948409,-20.22673,1107053,1.0007439
0.7913377,0.07230918,100,235,1.0076894,3.890991e-06,2256.105548620224,23500,18.714008,48.21,-400167340000000.0,[-0.427 -0.662 -0.47  -0.277 -0.007],-400167340000000.0,141.93462,1.2119613,168.04926,-119.53099856790418,7.916735,-17.898209,1111874,1.0052346
0.86446196,0.049733844,100,236,1.0094477,-3.0517577e-07,2266.5308673381805,23600,26.765629,48.96,-425451140000000.0,[-0.427 -0.663 -0.47  -0.274 -0.005],-425451140000000.0,125.380684,1.1359022,166.6661,-121.04153832564197,9.610859,-17.484787,1116770,1.0028747
0.90690976,0.036646143,100,237,1.0079726,1.5640259e-06,2275.9854753017426,23700,24.402405,49.19,-485754660000000.0,[-0.426 -0.662 -0.472 -0.275 -0.005],-485754660000000.0,127.17109,1.1204087,163.16795,-119.05012627746582,9.400103,-20.899086,1121689,1.0012443
0.6683022,0.11933854,100,238,1.0098181,2.7465821e-06,2285.635410308838,23800,28.275688,49.75,-372533520000000.0,[-0.426 -0.662 -0.471 -0.277 -0.006],-372533520000000.0,252.5797,1.3647795,162.65283,-120.64091985673952,9.6844225,-17.806503,1126664,1.0142707
0.8845738,0.049433116,100,239,1.0060674,5.1879883e-06,2295.5230605602264,23900,20.626617,47.44,-443174150000000.0,[-0.425 -0.659 -0.475 -0.276 -0.005],-443174150000000.0,120.29143,1.1768373,174.70825,-121.94005328290874,8.35891,-15.929878,1131408,1.0029848
0.8118001,0.08480999,100,240,1.0074459,1.6784668e-06,2305.8700110912323,24000,19.44159,49.0,-404276180000000.0,[-0.425 -0.66  -0.474 -0.275 -0.005],-404276180000000.0,258.9194,1.2595671,165.37466,-120.11540019741643,8.832054,-19.732246,1136308,1.0061975
0.85086024,0.072051644,100,241,1.0073402,-3.5476685e-06,2315.3258135318756,24100,28.628826,49.5,-429815300000000.0,[-0.427 -0.662 -0.473 -0.274 -0.006],-429815300000000.0,229.22523,1.2640289,164.76195,-121.39162937075673,9.817559,-18.324104,1141258,1.0046518
0.87285745,0.045063134,100,242,1.0091759,-6.1035155e-07,2324.0111589431763,24200,25.92839,47.18,-443174150000000.0,[-0.429 -0.663 -0.471 -0.275 -0.006],-443174150000000.0,96.687294,1.1237375,172.05855,-119.02162586190332,8.8491,-15.99427,1145976,1.0022998
0.9379384,0.028693987,100,243,1.0077369,-1.7166137e-06,2333.658326148987,24300,53.150963,47.34,-357594000000000.0,[-0.428 -0.662 -0.472 -0.275 -0.007],-357594000000000.0,101.59058,1.0826302,170.51744,-118.59757257366158,10.585045,-16.804787,1150710,1.0010424
0.9395344,0.030925475,100,244,1.0068058,6.2179565e-06,2343.6304771900177,24400,34.121048,48.19,-343243150000000.0,[-0.427 -0.662 -0.473 -0.275 -0.007],-343243150000000.0,106.21596,1.0955518,166.36949,-118.27396364743545,9.326579,-18.02745,1155529,1.0010598
0.8314597,0.081949085,100,245,1.010726,5.1879883e-06,2352.9289996623993,24500,27.5363,48.18,-471131140000000.0,[-0.428 -0.661 -0.474 -0.275 -0.008],-471131140000000.0,175.59778,1.3945699,167.73396,-119.12152036303938,9.379336,-16.581825,1160347,1.0056608
0.796477,0.090123266,100,246,1.0060433,1.9073487e-07,2362.676637172699,24600,22.851845,48.25,-447717360000000.0,[-0.426 -0.66  -0.475 -0.276 -0.005],-447717360000000.0,230.62135,1.2785769,166.79254,-118.83630133473082,9.722029,-19.218643,1165172,1.0109375
0.87131345,0.056382738,100,247,1.0067933,1.4877319e-06,2372.500164747238,24700,27.627213,47.99,-466353820000000.0,[-0.426 -0.658 -0.476 -0.28  -0.005],-466353820000000.0,221.17955,1.1458358,170.31668,-120.71787781585235,9.897724,-16.725174,1169971,1.0033599
0.90346825,0.03878856,100,248,1.006046,1.411438e-06,2381.990467786789,24800,24.589622,48.72,-443174150000000.0,[-0.428 -0.658 -0.475 -0.281 -0.005],-443174150000000.0,144.93839,1.1545155,166.8013,-120.42253983784724,9.596294,-19.012375,1174843,1.0019871
0.6277014,0.20320092,100,249,1.0117314,3.0517579e-06,2391.616674900055,24900,22.89716,49.29,-404276180000000.0,[-0.429 -0.659 -0.473 -0.282 -0.005],-404276180000000.0,836.87524,1.779026,165.12402,-120.90408750454498,9.245693,-19.038116,1179772,1.0373751
0.9096728,0.04023574,100,250,1.0066473,9.918213e-07,2401.2052989006042,25000,45.852673,48.36,-400167340000000.0,[-4.287e-01 -6.583e-01 -4.702e-01 -2.900e-01 -2.402e-04],-400167340000000.0,167.20927,1.1653975,167.19601,-119.52812466700891,10.564979,-18.53701,1184608,1.0015483
0.9087772,0.047941186,100,251,1.0064677,-9.536743e-07,2409.946040391922,25100,19.866932,48.68,-416853250000000.0,[-4.292e-01 -6.588e-01 -4.692e-01 -2.896e-01  1.416e-04],-416853250000000.0,140.9162,1.1680492,167.22733,-120.61160097531597,8.62582,-16.465355,1189476,1.0018458
0.7592169,0.08307199,100,252,1.0081186,-3.2043456e-06,2419.9771189689636,25200,37.47329,49.86,-368742140000000.0,[-4.298e-01 -6.584e-01 -4.679e-01 -2.910e-01  6.479e-04],-368742140000000.0,151.97128,1.2611296,159.91919,-118.79123810249304,10.180818,-21.040474,1194462,1.0062392
0.7493168,0.08147981,100,253,1.0070064,-4.15802e-06,2428.7280621528625,25300,28.102314,47.61,-447717360000000.0,[-0.432 -0.655 -0.47  -0.292  0.001],-447717360000000.0,207.08258,1.1932405,170.53984,-119.45830535137266,9.65979,-18.0167,1199223,1.0066819
0.8205793,0.07391726,100,254,1.0073946,-4.8446655e-06,2438.9352843761444,25400,25.673077,50.02,-425451140000000.0,[-0.432 -0.657 -0.468 -0.29   0.001],-425451140000000.0,217.33488,1.268105,159.19225,-118.7581742156208,8.926704,-15.966637,1204225,1.0052211
0.7839904,0.09898854,100,255,1.0048329,3.2424928e-06,2449.2165665626526,25500,19.064697,51.07,-452306460000000.0,[-0.432 -0.658 -0.467 -0.288  0.001],-452306460000000.0,276.48975,1.3093568,155.96715,-119.57241629820147,9.180607,-19.348747,1209332,1.0120527
0.9057725,0.04373181,100,256,1.0067184,-4.0817263e-06,2458.8217103481293,25600,39.049145,48.87,-408426460000000.0,[-0.431 -0.659 -0.462 -0.29   0.003],-408426460000000.0,167.88066,1.1773334,165.68542,-120.10127906954519,9.952704,-15.260887,1214219,1.0017021
0.76021564,0.06781402,100,257,1.0078675,4.5776366e-07,2468.6160011291504,25700,41.008205,50.02,-309791560000000.0,[-0.431 -0.66  -0.461 -0.292  0.004],-309791560000000.0,208.34612,1.2239298,157.80835,-117.73352482676253,10.204093,-18.763718,1219221,1.0047826
0.79030854,0.1179694,100,258,1.0077945,-4.196167e-07,2478.1799890995026,25800,21.791302,49.09,-416853250000000.0,[-0.432 -0.659 -0.461 -0.294  0.003],-416853250000000.0,319.9154,1.5373316,164.41458,-119.866922702138,9.083492,-18.787186,1224130,1.0132382
0.7191945,0.1257623,100,259,1.0094076,8.010864e-06,2488.5101931095123,25900,36.206623,51.83,-384138960000000.0,[-0.436 -0.657 -0.459 -0.291  0.001],-384138960000000.0,311.1118,1.4325609,153.14397,-119.77471932782038,10.716841,-20.40361,1229313,1.0160679
0.90202063,0.043740697,100,260,1.0064929,4.0817263e-06,2497.8356757164,26000,26.320557,49.28,-443174150000000.0,[-0.438 -0.648 -0.459 -0.29   0.004],-443174150000000.0,148.48595,1.1616589,161.83002,-118.42132076463479,9.759021,-18.884743,1234241,1.0020763
0.879147,0.056456957,100,261,1.0088145,6.8664554e-07,2508.5549414157867,26100,30.251305,50.23,-416853250000000.0,[-0.438 -0.648 -0.458 -0.292  0.003],-416853250000000.0,111.699326,1.1622673,158.9957,-119.27204019541398,9.061371,-17.51683,1239264,1.0028833
0.92182165,0.02582788,100,262,1.0087475,3.8146972e-08,2518.138923883438,26200,33.77175,47.88,-339744700000000.0,[-0.437 -0.649 -0.458 -0.29   0.002],-339744700000000.0,101.04614,1.0659152,166.38483,-117.31038610153774,9.616533,-18.328865,1244052,1.0011055
0.831594,0.061922837,100,263,1.0071822,6.027222e-06,2527.4404191970825,26300,31.456879,50.48,-443174150000000.0,[-0.437 -0.648 -0.459 -0.29   0.002],-443174150000000.0,150.45403,1.224571,160.01118,-120.9376614712674,9.935693,-19.28099,1249100,1.0043113
0.87361723,0.06844759,100,264,1.0090303,1.335144e-06,2537.322019100189,26400,32.197235,49.69,-461624200000000.0,[-0.438 -0.646 -0.46  -0.29   0.005],-461624200000000.0,150.7676,1.2445524,163.8284,-121.30246117242645,8.750977,-16.753738,1254069,1.0044205
0.83234566,0.05701056,100,265,1.0087678,-2.9373168e-06,2548.002829551697,26500,52.185165,49.17,-368742140000000.0,[-0.437 -0.647 -0.461 -0.287  0.006],-368742140000000.0,163.76021,1.1529826,163.87503,-119.68320287258183,10.847947,-19.680084,1258986,1.003635
0.8459978,0.060597908,100,266,1.0097497,6.065369e-06,2557.9342024326324,26600,35.229923,49.45,-400167340000000.0,[-0.437 -0.646 -0.463 -0.288  0.007],-400167340000000.0,113.95786,1.2093496,161.70303,-118.92027931694149,10.230024,-19.570595,1263931,1.0038646
0.9269012,0.035595387,100,267,1.0058761,1.9454956e-06,2566.486175298691,26700,32.43646,47.14,-416853250000000.0,[-0.436 -0.644 -0.464 -0.289  0.011],-416853250000000.0,135.37038,1.1310214,172.10172,-119.00546252608552,9.144511,-17.991096,1268645,1.0011063
0.78278697,0.08240332,100,268,1.0055728,-3.929138e-06,2576.597776889801,26800,37.174942,49.92,-368742140000000.0,[-0.437 -0.644 -0.462 -0.289  0.011],-368742140000000.0,299.66443,1.2206044,159.6004,-118.86752939970691,11.3133745,-19.09607,1273637,1.006137
0.87689,0.055724576,100,269,1.0073897,-6.1416627e-06,2586.3194835186005,26900,33.843082,49.25,-447717360000000.0,[-0.437 -0.646 -0.461 -0.292  0.01 ],-447717360000000.0,230.43346,1.1659671,162.34879,-118.66250733949887,10.335221,-20.28482,1278562,1.0028253
0.7709086,0.09046964,100,270,1.005606,-4.7683716e-06,2596.4008395671844,27000,54.090603,49.09,-350346460000000.0,[-0.438 -0.647 -0.459 -0.292  0.009],-350346460000000.0,391.78918,1.4517571,163.46944,-119.28167156930482,11.147167,-18.120544,1283471,1.0082963
0.91932714,0.04930146,100,271,1.0086145,,2607.2585735321045,27100,39.838257,51.64,-297324300000000.0,[-0.441 -0.647 -0.456 -0.294  0.007],-297324300000000.0,179.78293,1.1873281,152.73596,-118.95726915066352,10.502462,-21.725029,1288635,1.0022361
0.6944729,0.12616168,100,272,1.0097831,2.1362305e-06,2617.063402414322,27200,21.705036,49.67,-471131140000000.0,[-0.443 -0.647 -0.455 -0.294  0.007],-471131140000000.0,310.27945,1.4033816,161.20082,-119.25555414598465,9.614629,-19.995804,1293602,1.0201489
0.7548226,0.09049122,100,273,1.0094973,3.5858154e-06,2626.0539083480835,27300,24.429226,47.8,-350346460000000.0,[-0.44  -0.645 -0.459 -0.294  0.007],-350346460000000.0,162.51895,1.2729958,167.47644,-117.93181771641918,9.563009,-17.599503,1298382,1.0090889
0.88587004,0.053388737,100,274,1.0071704,5.340576e-07,2636.193627357483,27400,32.157803,49.66,-353952000000000.0,[-0.438 -0.644 -0.461 -0.296  0.007],-353952000000000.0,141.09253,1.1731614,160.98813,-119.1418014565305,10.064431,-18.540108,1303348,1.0026689
0.8909423,0.052858774,100,275,1.0076771,8.392334e-07,2645.891131401062,27500,30.190163,49.82,-392072600000000.0,[-0.438 -0.645 -0.461 -0.294  0.008],-392072600000000.0,163.82103,1.185188,162.67825,-121.00359521387855,9.778125,-16.19767,1308330,1.0028448
0.867108,0.061171565,100,276,1.0070647,5.340576e-07,2655.399369955063,27600,41.09116,49.77,-412618680000000.0,[-0.439 -0.645 -0.46  -0.293  0.009],-412618680000000.0,210.15909,1.1932498,162.44531,-120.5936042869155,10.89338,-18.840012,1313307,1.003497
0.7559558,0.09240963,100,277,1.010208,1.7929077e-06,2664.4316709041595,27700,33.825596,50.27,-357594000000000.0,[-0.44  -0.645 -0.46  -0.295  0.009],-357594000000000.0,202.12682,1.38787,160.22206,-120.42979127473036,9.796987,-16.48555,1318334,1.0064584
0.71055543,0.113678895,100,278,1.0082668,-3.6621093e-06,2673.7754113674164,27800,34.988277,47.99,-434223540000000.0,[-0.44  -0.643 -0.459 -0.291  0.008],-434223540000000.0,267.6564,1.2848353,169.41644,-119.96272951582543,9.930595,-18.028358,1323133,1.0132093
0.8947732,0.05738144,100,279,1.006041,-2.5558472e-06,2683.786137342453,27900,23.894638,49.14,-368742140000000.0,[-0.44  -0.641 -0.464 -0.289  0.01 ],-368742140000000.0,178.32918,1.2517877,162.10544,-118.17758850126575,9.306611,-19.12613,1328047,1.0031924
0.83456576,0.066416,100,280,1.0090585,-9.918213e-07,2692.950257062912,28000,32.235077,47.41,-434223540000000.0,[-0.441 -0.642 -0.462 -0.289  0.01 ],-434223540000000.0,179.09038,1.2252995,170.47038,-118.68959840166562,9.393703,-16.535965,1332788,1.0041736
0.8761406,0.06638965,100,281,1.0072446,-1.5640259e-06,2702.6833913326263,28100,36.537014,50.24,-421130570000000.0,[-0.441 -0.643 -0.461 -0.287  0.011],-421130570000000.0,196.71924,1.2104368,158.96298,-119.23108164844281,8.950471,-19.362335,1337812,1.003275
0.7091181,0.16024764,100,282,1.003857,2.5558472e-06,2712.9095833301544,28200,29.042393,50.34,-408426460000000.0,[-0.441 -0.645 -0.46  -0.286  0.012],-408426460000000.0,612.0078,1.5458627,156.96553,-117.76662739508724,10.065679,-21.404938,1342846,1.0215347
0.7793292,0.056509797,100,283,1.0073483,-3.967285e-06,2723.6720588207245,28300,28.810387,49.67,-392072600000000.0,[-0.441 -0.646 -0.455 -0.287  0.012],-392072600000000.0,122.08263,1.1645298,161.68349,-119.59730197394455,8.394936,-19.79528,1347813,1.0044496
0.8891001,0.037943892,100,284,1.0068873,4.8828124e-06,2732.571320295334,28400,26.067749,47.29,-400167340000000.0,[-0.441 -0.648 -0.456 -0.29   0.011],-400167340000000.0,119.50758,1.13695,172.62738,-119.9844598348488,9.145294,-17.323921,1352542,1.0018381
0.76678324,0.08849556,100,285,1.0035819,3.6621093e-06,2742.8846073150635,28500,28.064396,52.69,-388085860000000.0,[-0.441 -0.648 -0.456 -0.288  0.011],-388085860000000.0,223.20233,1.328509,149.656,-119.59024801476336,10.196638,-19.626411,1357811,1.0125794
0.6933932,0.084054045,100,286,1.0075839,-4.043579e-06,2752.377674102783,28600,58.074913,49.17,-346776970000000.0,[-0.44  -0.649 -0.454 -0.285  0.012],-346776970000000.0,220.80376,1.2457302,163.09758,-119.21492781249714,11.688429,-19.140686,1362728,1.0079603
0.94880486,0.023948772,100,287,1.0076219,6.713867e-06,2761.240782022476,28700,50.917236,48.99,-329457800000000.0,[-0.439 -0.648 -0.455 -0.287  0.012],-329457800000000.0,147.96509,1.0652877,165.6767,-120.65125280843755,11.032007,-17.90039,1367627,1.0006208
0.8807475,0.06404099,100,288,1.0080606,2.2125244e-06,2771.141764640808,28800,25.587048,49.36,-429815300000000.0,[-0.439 -0.648 -0.456 -0.288  0.012],-429815300000000.0,164.89514,1.2469193,163.39021,-119.92513970204742,9.158921,-17.67601,1372563,1.0039266
0.8764206,0.054429106,100,289,1.0088621,-1.4495849e-06,2782.0744812488556,28900,20.544205,52.18,-388085860000000.0,[-0.44  -0.649 -0.455 -0.286  0.012],-388085860000000.0,108.54785,1.1880976,154.3828,-121.9120762504274,9.091629,-16.475655,1377781,1.0030304
0.9142776,0.0440431,100,290,1.0086584,1.9073487e-07,2793.070261478424,29000,30.261513,51.81,-372533520000000.0,[-0.44  -0.649 -0.454 -0.285  0.013],-372533520000000.0,149.44722,1.2150466,154.35487,-120.83716065528098,9.70736,-17.435966,1382962,1.0020785
0.75549054,0.11553835,100,291,1.0039117,4.7683716e-06,2802.4525249004364,29100,31.6064,50.66,-368742140000000.0,[-0.44  -0.649 -0.453 -0.287  0.012],-368742140000000.0,442.15414,1.4518094,158.25925,-120.12358320644924,11.178946,-19.339668,1388028,1.0107808
0.80761516,0.06722867,100,292,1.0070097,-6.4849854e-07,2813.1915204524994,29200,26.058292,52.79,-288297330000000.0,[-0.441 -0.649 -0.449 -0.287  0.012],-288297330000000.0,189.65425,1.2793345,149.56747,-119.8076863660689,10.10335,-19.352226,1393307,1.0051442
0.916995,0.042446703,100,293,1.0082232,-8.7738035e-06,2823.4569709300995,29300,33.322964,53.95,-322770180000000.0,[-0.442 -0.651 -0.447 -0.288  0.012],-322770180000000.0,141.48927,1.234626,147.44725,-121.62642810430641,9.455319,-18.712967,1398702,1.0016971
0.7517846,0.09838924,100,294,1.0049171,3.5476685e-06,2833.3971190452576,29400,42.429146,50.58,-400167340000000.0,[-0.442 -0.652 -0.446 -0.288  0.012],-400167340000000.0,382.80878,1.334043,156.80049,-118.85275154027282,11.31414,-17.39302,1403760,1.0109144
