EpisodesSoFar,TimestepsSoFar,InitialBound,EpLenMean,Weights,InitialReturnStd,StdIW,MeanIW,Bound,InitialReturnMax,InitialReturnMean,EpThisIter,EmpiricalD2,InitialReturnMin,ReturnMeanIW,J_sample_variance,MinIW,TimeElapsed,Iteration,MaxIW,EpRewMean
38600,1915628,-1006580000000000.0,61.65,[-0.468 -0.661 -0.412 -0.3   -0.001],10.334911,0.09015764,1.0067685,-1006580000000000.0,21.159447,-4.577637e-06,100,1.0078754,-23.171158,122.901505,215.92317,0.8133041,4281.445003032684,386,1.3421218,-120.97128409051278
38700,1921678,-1048768740000000.0,60.5,[-0.469 -0.662 -0.411 -0.297 -0.002],10.735648,0.08932788,1.0142272,-1048768740000000.0,35.192616,-2.5177003e-06,100,1.011203,-21.457428,126.90619,143.7352,0.72195554,4293.721120834351,387,1.2139874,-122.01984832140118
38800,1927701,-966053700000000.0,60.23,[-0.468 -0.66  -0.414 -0.296 -0.004],12.148087,0.057196572,1.0064636,-966053700000000.0,30.51596,-3.0517577e-07,100,1.004965,-23.49414,127.06313,205.15953,0.8495163,4305.653509140015,388,1.2326139,-121.48663233956577
38900,1933711,-853807000000000.0,60.1,[-0.467 -0.661 -0.414 -0.294 -0.003],10.907564,0.06388572,1.0083095,-853807000000000.0,39.23015,3.0517577e-07,100,1.0039128,-22.970352,125.09439,201.80226,0.8507153,4317.834043979645,389,1.2742481,-118.74209357998616
39000,1940165,-687184100000000.0,64.54,[-0.468 -0.662 -0.412 -0.296 -0.005],11.852393,0.05691815,1.0065117,-687184100000000.0,46.597725,1.8310546e-06,100,1.0032846,-25.407394,115.537994,209.09329,0.8732601,4331.108162164688,390,1.1993991,-120.89077389538156
39100,1946226,-746551150000000.0,60.61,[-0.468 -0.662 -0.41  -0.295 -0.005],13.173071,0.11241328,1.0149155,-746551150000000.0,54.639297,3.2043456e-06,100,1.0140562,-19.487625,122.50137,169.20247,0.70170903,4343.140053987503,391,1.2891957,-117.96742644520378
39200,1951918,-986113300000000.0,56.92,[-0.468 -0.659 -0.414 -0.294 -0.006],10.835529,0.0864046,1.0032464,-986113300000000.0,35.353874,-2.4414062e-06,100,1.0082568,-20.327293,134.58907,297.9446,0.8240382,4354.709344863892,392,1.3545424,-119.06530887180536
39300,1958019,-802560700000000.0,61.01,[-0.469 -0.66  -0.411 -0.295 -0.004],11.009628,0.057931285,1.0121275,-802560700000000.0,34.642704,2.5177003e-06,100,1.00336,-24.949753,125.56426,134.85942,0.82526684,4366.791113615036,393,1.1680534,-121.86174738750952
39400,1964091,-880612600000000.0,60.72,[-0.467 -0.663 -0.412 -0.294 -0.003],11.364006,0.05199501,1.0083988,-880612600000000.0,32.82159,-6.752014e-06,100,1.0030639,-21.24517,126.3537,206.61461,0.884858,4379.245766878128,394,1.2168492,-121.95351685258484
39500,1970599,-529640400000000.0,65.08,[-0.468 -0.664 -0.41  -0.295 -0.003],13.393441,0.05532171,1.0087559,-529640400000000.0,56.009686,-4.5776366e-07,100,1.0021893,-26.140785,112.95597,245.9387,0.878425,4392.18097114563,395,1.2268016,-119.58256214454975
39600,1977077,-487030840000000.0,64.78,[-0.468 -0.664 -0.409 -0.295 -0.003],11.565633,0.09240032,1.0040988,-487030840000000.0,35.66621,-3.8146972e-08,100,1.0081437,-22.4516,114.04635,293.63968,0.8172421,4405.170526266098,396,1.4597257,-119.99613542811105
39700,1983365,-645688500000000.0,62.88,[-0.47  -0.664 -0.407 -0.296 -0.004],11.998906,0.09273352,1.0078008,-645688500000000.0,43.57488,1.5640259e-06,100,1.0077246,-21.69046,118.94903,294.41928,0.81961644,4417.915125370026,397,1.3046684,-120.34707637464975
39800,1989762,-1048768740000000.0,63.97,[-0.473 -0.664 -0.404 -0.298 -0.003],11.022775,0.1092829,1.0090703,-1048768740000000.0,26.37201,1.5258789e-06,100,1.0117022,-19.936966,117.331375,238.14926,0.78174555,4431.41289973259,398,1.3495477,-120.97765977150371
39900,1996152,-708889250000000.0,63.9,[-0.473 -0.665 -0.402 -0.296 -0.004],12.345338,0.13529912,1.0084227,-708889250000000.0,31.427383,-5.569458e-06,100,1.0174898,-21.24025,116.601875,324.6462,0.65099084,4444.192915678024,399,1.424607,-120.55587839888742
40000,2002876,-666123460000000.0,67.24,[-0.477 -0.664 -0.402 -0.3   -0.006],11.838376,0.059898388,1.009997,-666123460000000.0,34.688232,2.9754638e-06,100,1.0034359,-19.608482,109.383484,215.00558,0.8858178,4456.410923719406,400,1.2347295,-121.07023962130553
40100,2009794,-619382800000000.0,69.18,[-0.478 -0.664 -0.4   -0.299 -0.006],12.177019,0.05582787,1.0100112,-619382800000000.0,37.4197,-4.9591063e-06,100,1.0026715,-26.365585,105.16296,218.88266,0.920908,4469.538474559784,401,1.2462015,-120.75073636879772
40200,2015771,-889728900000000.0,59.77,[-0.479 -0.665 -0.399 -0.299 -0.006],11.3957615,0.04724151,1.012844,-889728900000000.0,33.978943,-2.5939942e-06,100,1.0030353,-20.835419,129.52849,102.64179,0.8566558,4481.188047885895,402,1.1185589,-122.76265617061976
40300,2022470,-794316000000000.0,66.99,[-0.478 -0.664 -0.401 -0.299 -0.006],11.851517,0.061069623,1.0104388,-794316000000000.0,34.409298,2.8991699e-06,100,1.0039586,-27.138695,110.58093,190.30997,0.84287286,4494.72230219841,403,1.1850705,-121.49023020116742
40400,2029155,-845049900000000.0,66.85,[-0.478 -0.664 -0.4   -0.301 -0.006],10.82146,0.07360756,1.0096465,-845049900000000.0,43.142025,1.2207031e-06,100,1.0051017,-23.832924,111.51692,176.77797,0.82114106,4507.25466799736,404,1.3500854,-122.33423706853922
40500,2036367,-462088080000000.0,72.12,[-0.479 -0.665 -0.398 -0.3   -0.007],11.841186,0.068330735,1.0072553,-462088080000000.0,33.561035,1.2207031e-06,100,1.0041759,-24.43695,101.398926,208.93135,0.8565811,4521.483735799789,405,1.4048346,-123.63703447709302
40600,2042962,-746551150000000.0,65.95,[-0.479 -0.665 -0.397 -0.3   -0.007],12.424977,0.055901423,1.0055243,-746551150000000.0,43.481926,9.155273e-07,100,1.0047382,-23.723885,112.36046,207.1585,0.8568826,4534.273994207382,406,1.2332499,-121.25486256703806
40700,2049688,-908238750000000.0,67.26,[-0.48  -0.666 -0.395 -0.301 -0.007],12.162268,0.06394759,1.0071983,-908238750000000.0,32.45122,-2.784729e-06,100,1.0045571,-20.034431,110.63658,217.58708,0.8557682,4547.585318565369,407,1.2980914,-122.47713476163335
40800,2056509,-708889250000000.0,68.21,[-0.481 -0.666 -0.393 -0.3   -0.008],11.744203,0.10197946,1.0109953,-708889250000000.0,37.223423,-3.3569336e-06,100,1.0086247,-24.983406,107.23706,222.04527,0.7722802,4561.025454044342,408,1.3886436,-120.50276354011656
40900,2063691,-738866600000000.0,71.82,[-0.481 -0.666 -0.392 -0.297 -0.007],13.666034,0.099651545,1.006489,-738866600000000.0,43.848816,1.6784668e-06,100,1.0116158,-27.064636,101.39997,280.04092,0.77180886,4574.57586479187,409,1.3571889,-122.94238557161187
41000,2071194,-407099550000000.0,75.03,[-0.482 -0.668 -0.39  -0.296 -0.007],13.973593,0.08027015,1.0113441,-407099550000000.0,43.110733,-2.0217894e-06,100,1.0090631,-27.408737,95.91714,230.02386,0.8435109,4588.478298187256,410,1.4258072,-123.56175478469298
41100,2078458,-694346560000000.0,72.64,[-0.483 -0.669 -0.39  -0.293 -0.007],12.01291,0.07790636,1.009018,-694346560000000.0,35.64768,-1.1444092e-06,100,1.0071446,-25.94571,100.60701,196.69897,0.82498056,4602.206861972809,411,1.2491298,-124.01449671060841
41200,2085822,-569840150000000.0,73.64,[-0.484 -0.67  -0.388 -0.293 -0.007],12.940589,0.12185866,1.0048764,-569840150000000.0,34.230297,-1.7166137e-06,100,1.0146649,-28.228447,97.41808,310.06012,0.7788935,4616.091678142548,412,1.5604045,-122.71939290636365
41300,2093370,-245591500000000.0,75.48,[-0.485 -0.671 -0.386 -0.295 -0.004],13.425797,0.10765455,1.0075889,-245591500000000.0,36.527504,-2.1362305e-06,100,1.0095919,-25.834465,93.09321,309.37546,0.7496817,4630.80735373497,413,1.4336064,-121.33736416594944
41400,2101118,-289115800000000.0,77.48,[-0.486 -0.672 -0.384 -0.294 -0.004],14.229803,0.1042767,1.0065547,-289115800000000.0,35.270267,8.163453e-06,100,1.0120423,-23.89804,92.83145,320.33044,0.72109026,4645.56623005867,414,1.4447429,-125.52062489561415
41500,2108953,-492171580000000.0,78.35,[-0.49  -0.668 -0.384 -0.296 -0.003],12.428714,0.069569424,1.0123794,-492171580000000.0,37.725994,-7.2479247e-07,100,1.005748,-23.986832,88.53996,200.9165,0.84763277,4659.937548160553,415,1.210323,-120.6038166054381
41600,2116901,-265088030000000.0,79.48,[-0.49  -0.668 -0.382 -0.298 -0.003],13.880513,0.085656114,1.0112143,-265088030000000.0,42.908676,-1.0681152e-06,100,1.0054014,-28.93966,87.48692,285.73096,0.8314728,4674.673577547073,416,1.5695789,-122.34293051924489
41700,2124859,-240268370000000.0,79.58,[-0.491 -0.668 -0.381 -0.297 -0.003],14.136602,0.06056971,1.0087805,-240268370000000.0,44.088745,-2.670288e-06,100,1.0039006,-22.88337,86.77802,268.11414,0.8550885,4689.470640420914,417,1.288523,-120.65477079249926
41800,2132979,-265088030000000.0,81.2,[-0.492 -0.669 -0.379 -0.297 -0.004],14.403883,0.07714455,1.0140529,-265088030000000.0,36.545547,-9.155273e-07,100,1.0056597,-27.631378,84.661736,292.7551,0.8610696,4705.242621898651,418,1.3101913,-121.96878248060615
41900,2141062,-162521260000000.0,80.83,[-0.493 -0.669 -0.378 -0.296 -0.004],14.375605,0.09722667,1.0044875,-162521260000000.0,44.09186,2.9373168e-06,100,1.0077022,-25.190681,86.870056,320.08517,0.801999,4720.483322381973,419,1.5603389,-124.56404492241927
42000,2148889,-487030840000000.0,78.27,[-0.493 -0.67  -0.376 -0.295 -0.004],14.533278,0.1495997,1.0046437,-487030840000000.0,46.801163,3.0517577e-07,100,1.0236894,-24.344337,88.79056,382.144,0.60546947,4735.848694801331,420,1.5820415,-121.67368552209906
42100,2158210,-215200230000000.0,93.21,[-0.504 -0.667 -0.379 -0.289 -0.004],16.000263,0.04419116,1.0140164,-215200230000000.0,42.173927,1.411438e-06,100,1.0023398,-26.017826,71.17349,296.00064,0.92491645,4752.724085569382,421,1.2110262,-124.53026804058968
42200,2166688,-128939130000000.0,84.78,[-0.504 -0.667 -0.378 -0.289 -0.004],15.14701,0.072596036,1.0084636,-128939130000000.0,55.68008,3.7765503e-06,100,1.0074149,-28.865494,80.53697,274.42596,0.84409857,4768.503688812256,422,1.2867701,-122.92053707071729
42300,2175755,-282926540000000.0,90.67,[-0.505 -0.668 -0.378 -0.287 -0.005],15.304466,0.052312374,1.0100715,-282926540000000.0,51.591972,-3.013611e-06,100,1.0034581,-27.892467,73.8181,282.02698,0.90484476,4785.539350271225,423,1.1761149,-123.56570305627405
42400,2184856,-157043720000000.0,91.01,[-0.505 -0.669 -0.376 -0.287 -0.005],16.14973,0.06277901,1.0114506,-157043720000000.0,37.49188,-2.2125244e-06,100,1.0033668,-31.274635,73.04869,331.63635,0.88632596,4802.54763674736,424,1.3679538,-123.24679832660158
42500,2194236,-177961770000000.0,93.8,[-0.506 -0.669 -0.375 -0.287 -0.005],16.037138,0.05802038,1.0110133,-177961770000000.0,51.92585,1.5640259e-06,100,1.0037116,-27.514423,69.10235,315.30417,0.88828766,4820.622328519821,425,1.2599641,-121.58852553624985
42600,2203568,-224926230000000.0,93.32,[-0.507 -0.67  -0.374 -0.288 -0.005],15.727654,0.13118747,1.0006797,-224926230000000.0,45.99102,-1.9454956e-06,100,1.0195101,-29.899338,72.22579,383.32507,0.76711845,4838.689933300018,426,1.6399388,-126.98233147925873
42700,2213345,-83145880000000.0,97.77,[-0.508 -0.671 -0.371 -0.286 -0.004],15.594204,0.08312914,1.0126435,-83145880000000.0,49.432823,4.310608e-06,100,1.0059249,-31.12421,66.468864,298.98145,0.83929867,4857.050895214081,427,1.5167407,-126.39691895652399
42800,2223213,-124459010000000.0,98.68,[-0.508 -0.671 -0.37  -0.285 -0.004],16.059797,0.12009384,0.99810576,-124459010000000.0,42.550877,-6.942749e-06,100,1.01632,-27.631645,65.342064,375.31964,0.7845867,4875.362689733505,428,1.6616472,-125.67518261096839
42900,2232868,-121546450000000.0,96.55,[-0.51  -0.671 -0.367 -0.286 -0.005],14.87542,0.13412955,1.006296,-121546450000000.0,37.09268,1.5258789e-07,100,1.0204644,-32.206573,68.20658,312.59683,0.6621398,4893.911049365997,429,1.5331955,-124.88364971989799
43000,2243315,-332525700000000.0,104.47,[-0.513 -0.671 -0.365 -0.288 -0.007],15.527196,0.118001245,1.00078,-332525700000000.0,33.691658,-3.2806397e-06,100,1.0197853,-26.837883,61.39027,313.59393,0.7142136,4914.098171234131,430,1.4566863,-125.82343322703899
43100,2255122,-19351699000000.0,118.07,[-0.514 -0.673 -0.363 -0.286 -0.008],17.427816,0.1044734,1.0100282,-19351699000000.0,49.79846,-5.054474e-06,100,1.011284,-31.231483,50.86524,360.81912,0.77765644,4935.686164855957,431,1.3335152,-127.77832299321621
43200,2265793,-215200230000000.0,106.71,[-0.515 -0.674 -0.361 -0.285 -0.008],14.778453,0.073126204,1.0098871,-215200230000000.0,33.2295,-2.2125244e-06,100,1.0052801,-33.41354,60.49867,267.45496,0.862802,4955.594703197479,432,1.372239,-128.4441710749808
43300,2276588,-120111960000000.0,107.95,[-0.516 -0.674 -0.36  -0.285 -0.008],15.906154,0.11705303,1.0015404,-120111960000000.0,37.200127,1.335144e-06,100,1.0157781,-31.114586,57.978764,361.94073,0.7726992,4977.174280166626,433,1.5325902,-127.74892837797884
43400,2289251,-36742845000000.0,126.63,[-0.517 -0.674 -0.357 -0.286 -0.007],15.817523,0.094671756,1.0043051,-36742845000000.0,40.83722,-3.8146973e-07,100,1.0117856,-26.940887,46.772907,291.09528,0.8129541,5001.145614624023,434,1.6799691,-129.27089549002682
43500,2302160,-3820875400000.0,129.09,[-0.518 -0.674 -0.355 -0.286 -0.007],18.181324,0.081347376,1.0119622,-3820875400000.0,47.002625,4.7302246e-06,100,1.0078983,-34.725628,44.582634,374.0637,0.82795155,5024.59367108345,435,1.3731658,-126.95507206686467
43600,2313447,-55025024000000.0,112.87,[-0.519 -0.674 -0.353 -0.286 -0.007],16.756456,0.116534695,0.9978513,-55025024000000.0,49.91356,-1.9073487e-07,100,1.0137391,-29.970272,54.633125,373.79138,0.80051774,5045.536120891571,436,1.5678132,-129.4152350022328
43700,2327285,-359.9966,138.38,[-0.521 -0.675 -0.351 -0.285 -0.007],16.37332,0.12031272,1.0085242,-359.2532,39.6895,-1.9073486e-06,100,1.0188756,-35.622005,40.323643,309.2565,0.73702824,5071.552031993866,437,1.5205094,-128.17043317509209
43800,2340727,-364.42664,134.42,[-0.526 -0.674 -0.351 -0.283 -0.008],17.423512,0.07679333,0.9985558,-364.0596,43.43796,-1.411438e-06,100,1.0074487,-38.64361,40.576885,336.09003,0.8409719,5098.842881679535,438,1.3269496,-126.16289864607863
43900,2354999,-4608244600000.0,142.72,[-0.528 -0.674 -0.349 -0.283 -0.011],18.219088,0.1278556,1.000798,-4608244600000.0,44.231686,6.1035157e-06,100,1.0179431,-34.66614,38.42503,380.71555,0.6750312,5126.1789338588715,439,1.6911561,-130.06355895514173
44000,2370424,-345.93085,154.25,[-0.529 -0.674 -0.347 -0.282 -0.011],17.57329,0.12637563,1.0111374,-345.04605,48.680325,5.340576e-07,100,1.0217347,-31.739132,33.34371,354.30508,0.7525638,5154.893959522247,440,2.1036162,-128.34677551801025
44100,2384891,-352.01883,144.67,[-0.536 -0.675 -0.348 -0.281 -0.01 ],18.310013,0.058235515,0.9934969,-351.77777,36.962746,6.8664554e-07,100,1.00495,-35.34698,35.630737,355.41486,0.7889922,5182.683941602707,441,1.2893986,-129.04326122132335
44200,2403250,-3056891900000.0,183.59,[-0.541 -0.676 -0.35  -0.28  -0.009],18.17085,0.12220349,1.0021032,-3056891900000.0,36.410553,1.2207031e-06,100,1.0188763,-38.552475,26.546604,357.63925,0.78707397,5218.1348469257355,442,1.6588907,-133.32088511236344
44300,2420868,-345.9158,176.18,[-0.543 -0.677 -0.348 -0.28  -0.01 ],19.0722,0.1386042,1.0077642,-345.0793,36.456936,8.106232e-06,100,1.0235472,-39.614594,24.34746,398.8724,0.74276304,5250.423088312149,443,1.9386991,-130.907316356992
44400,2437166,-340.62927,162.98,[-0.551 -0.676 -0.349 -0.278 -0.012],15.604699,0.113793015,0.99690044,-339.9821,35.655647,-1.411438e-06,100,1.0148557,-30.032162,30.955145,283.17435,0.7548846,5282.052112579346,444,1.643622,-130.03320431262438
44500,2455859,-339.24304,186.93,[-0.558 -0.673 -0.35  -0.277 -0.013],19.2529,0.11283702,0.9953701,-338.69403,42.81373,-2.7465821e-06,100,1.0162911,-40.97421,21.940813,388.00995,0.69200003,5318.364751577377,445,1.6613476,-129.54271182928923
44600,2476061,-339.11072,202.02,[-0.561 -0.673 -0.349 -0.277 -0.014],18.44186,0.102738984,1.0076932,-338.5239,34.75072,8.392334e-07,100,1.0146354,-39.419754,18.915518,350.68854,0.8149091,5357.348111867905,446,1.674855,-130.01550660868043
44700,2495904,-335.19812,198.43,[-0.57  -0.675 -0.352 -0.276 -0.015],18.50727,0.08584029,0.9998091,-334.82605,33.797726,2.2888185e-06,100,1.0118151,-42.499695,20.667084,352.52936,0.7396026,5395.518583536148,447,1.5301669,-129.41760958644468
44800,2517551,-331.97202,216.47,[-0.574 -0.674 -0.351 -0.276 -0.014],16.939083,0.10148714,1.0071036,-331.527,37.46498,5.0354006e-06,100,1.0149041,-43.170643,18.006094,295.67078,0.7929618,5435.725202083588,448,1.6679986,-130.73809200503717
44900,2537893,-334.5968,203.42,[-0.577 -0.673 -0.351 -0.275 -0.013],16.373507,0.11804335,0.99926716,-333.84186,36.6169,-2.1934509e-06,100,1.0208269,-38.674072,18.986137,283.196,0.77492046,5474.8035724163055,449,1.6362795,-129.0068522702272
45000,2561688,-337.73386,237.95,[-0.585 -0.673 -0.352 -0.273 -0.012],16.823452,0.077965796,1.0002708,-337.3539,34.492348,-9.155273e-07,100,1.0111312,-45.545597,10.740297,274.6969,0.8325565,5519.19131565094,450,1.2912564,-121.24605442809992
45100,2585511,-334.47232,238.23,[-0.591 -0.673 -0.354 -0.272 -0.011],17.248476,0.09651146,1.0001817,-334.087,41.04644,1.14440915e-07,100,1.0141145,-43.51834,11.872764,297.3902,0.7997191,5565.1507396698,451,1.4345114,-125.88644760319806
45200,2612084,-334.0063,265.73,[-0.595 -0.672 -0.353 -0.271 -0.013],16.36026,0.11448125,1.0119636,-333.53668,31.690775,3.7002565e-06,100,1.0170436,-36.783123,8.198325,278.37796,0.762639,5614.127310991287,452,1.6635048,-123.45011573686459
45300,2637145,-336.37537,250.61,[-0.6   -0.669 -0.354 -0.27  -0.013],18.248873,0.07914122,0.9861331,-336.03732,35.092587,-9.155273e-07,100,1.0093557,-41.59677,9.995131,328.57864,0.69696283,5662.266210794449,453,1.4554217,-123.82138901301711
45400,2663043,-343.14023,258.98,[-0.606 -0.669 -0.355 -0.269 -0.013],18.775751,0.1033354,1.0014462,-342.72455,32.120834,4.959106e-07,100,1.0178819,-48.52483,5.329591,345.98804,0.7544651,5709.771138906479,454,1.4198151,-120.76915214718176
45500,2689844,-338.35547,268.01,[-0.611 -0.668 -0.356 -0.267 -0.013],18.496052,0.07590626,1.0034502,-338.1276,35.367863,-4.7683716e-06,100,1.0085344,-51.193687,6.082587,343.10843,0.8035933,5760.780094385147,455,1.3547547,-126.08975989286066
45600,2715124,-339.75464,252.8,[-0.613 -0.668 -0.356 -0.267 -0.014],17.68834,0.07939424,0.9882149,-339.37946,29.779127,-2.0980835e-07,100,1.0128074,-45.576008,7.3422623,301.6142,0.6751011,5807.610408306122,456,1.3042109,-117.39569805137371
45700,2743004,-333.30164,278.8,[-0.62  -0.67  -0.357 -0.267 -0.015],15.513948,0.08365881,0.99394596,-332.95563,27.89821,1.3732911e-06,100,1.0125211,-43.790936,7.4129796,234.18294,0.76304686,5860.298343420029,457,1.4535515,-124.62752441285757
45800,2773416,-336.6518,304.12,[-0.624 -0.67  -0.357 -0.266 -0.016],15.345019,0.068690725,0.9937632,-336.43326,25.693968,7.6293944e-08,100,1.0088679,-46.617065,2.5324953,225.35468,0.7902105,5917.9004628658295,458,1.2809992,-117.40652686026174
45900,2804612,-342.73544,311.96,[-0.628 -0.67  -0.358 -0.265 -0.017],16.557238,0.10875241,1.0059853,-342.26367,37.76389,-1.5258789e-06,100,1.0193349,-43.23294,-0.87566525,260.1742,0.72371495,5976.438691616058,459,1.5155773,-112.64745870565098
46000,2833315,-333.81018,287.03,[-0.632 -0.669 -0.358 -0.265 -0.017],16.932774,0.08334819,1.0107024,-333.52808,31.799397,-3.013611e-06,100,1.0124685,-50.37432,5.9358115,288.14606,0.7593246,6030.367952346802,460,1.3511018,-118.89985318363117
46100,2865182,-341.57462,318.67,[-0.637 -0.667 -0.359 -0.264 -0.018],17.833164,0.099427804,1.0036105,-341.24463,41.129112,-3.0899048e-06,100,1.015702,-56.794205,-1.2158886,309.2557,0.72643477,6090.248154163361,461,1.4382348,-111.44728790671978
46200,2893168,-342.01276,279.86,[-0.641 -0.666 -0.359 -0.263 -0.019],17.720364,0.10041473,0.9924711,-341.68155,33.767414,-1.9073487e-07,100,1.0131344,-47.11546,2.6092126,299.8154,0.7521694,6141.988103628159,462,1.3927267,-112.05107576874994
46300,2925210,-339.46072,320.42,[-0.646 -0.666 -0.359 -0.262 -0.019],14.503281,0.06474346,1.0002751,-339.26392,26.871098,-1.2397766e-06,100,1.0071708,-43.044983,-0.67150295,205.99603,0.77709764,6200.329030036926,463,1.2384448,-109.8642131150539
46400,2956784,-340.06848,315.74,[-0.649 -0.667 -0.36  -0.262 -0.019],18.383543,0.105943896,0.99584097,-339.7648,35.425617,-2.0980835e-06,100,1.0172197,-45.314667,-0.31434068,328.95166,0.6538017,6259.066787958145,464,1.5337044,-111.17964521693821
46500,2993976,-338.60156,371.92,[-0.653 -0.665 -0.36  -0.261 -0.018],13.739683,0.066628985,1.0085806,-338.46704,24.187664,7.05719e-07,100,1.0077581,-36.52742,-3.5128012,191.92001,0.7691376,6328.044217348099,465,1.2672637,-109.77147664151069
46600,3025799,-341.1703,318.23,[-0.656 -0.663 -0.36  -0.26  -0.019],14.602726,0.067938775,1.0006322,-340.96426,28.296656,9.918213e-07,100,1.0084437,-31.555588,-1.2763708,212.56238,0.6038815,6386.782838582993,466,1.3764715,-111.66400780346477
46700,3060268,-339.42197,344.69,[-0.659 -0.663 -0.36  -0.26  -0.019],15.6204605,0.04373734,0.99897987,-339.3508,32.6644,-1.411438e-06,100,1.0033263,-48.328083,-2.7470412,246.76456,0.8509425,6450.883761882782,467,1.1749616,-105.43498976143248
46800,3093969,-340.31366,337.01,[-0.662 -0.662 -0.36  -0.259 -0.019],15.464134,0.08766881,0.9992811,-340.06546,28.683529,7.6293944e-08,100,1.0114553,-42.38674,-1.661345,231.11476,0.7281325,6512.782707691193,468,1.434522,-109.44123783885443
46900,3126518,-336.637,325.49,[-0.666 -0.662 -0.361 -0.259 -0.02 ],13.690254,0.05473718,0.9989002,-336.56183,27.769844,-1.3923645e-06,100,1.0055455,-33.66692,0.26128966,189.749,0.7534893,6572.881294250488,469,1.2590654,-119.61800971454657
47000,3163250,-339.54123,367.32,[-0.668 -0.661 -0.361 -0.258 -0.02 ],14.232404,0.052746937,1.0046848,-339.43823,23.712296,1.8310546e-06,100,1.00534,-47.928005,-4.096861,197.84447,0.87189746,6640.779117107391,470,1.1938009,-105.01392279395539
47100,3196173,-342.06512,329.23,[-0.671 -0.662 -0.361 -0.257 -0.02 ],15.950246,0.07736435,1.0039079,-341.8597,38.51689,3.8337707e-06,100,1.008497,-49.01544,-3.2301443,250.71786,0.8108948,6701.5668659210205,471,1.3590124,-101.83903961286893
47200,3231720,-340.30316,355.47,[-0.673 -0.662 -0.361 -0.257 -0.02 ],15.426754,0.058130488,1.0088795,-340.19815,32.4427,3.6239624e-06,100,1.0049776,-54.9656,-3.624439,237.33347,0.84692854,6767.2193603515625,472,1.2966006,-103.64830412397541
47300,3265650,-337.7877,339.3,[-0.675 -0.661 -0.361 -0.257 -0.021],14.343646,0.03409327,0.99993044,-337.736,27.497746,1.3732911e-06,100,1.0024394,-32.73631,-1.6301637,206.45763,0.9011585,6830.939785957336,473,1.1341518,-103.43158913221488
47400,3300666,-344.87442,350.16,[-0.677 -0.66  -0.361 -0.256 -0.021],17.197807,0.062499516,0.9925466,-344.6947,33.555206,4.119873e-06,100,1.0066143,-38.101883,-6.0816016,286.4647,0.803007,6895.018971681595,474,1.2342453,-103.98267317106644
47500,3338177,-336.66058,375.11,[-0.681 -0.66  -0.361 -0.256 -0.022],13.599049,0.016456839,1.0020607,-336.64044,22.737034,3.2043456e-06,100,1.0005375,-53.985825,-2.5578008,187.07181,0.9465811,6963.639932870865,475,1.071243,-104.99778786810401
47600,3374972,-338.00436,367.95,[-0.682 -0.66  -0.362 -0.256 -0.022],13.350312,0.09123228,0.9890987,-337.73904,23.431255,2.0408631e-06,100,1.0142599,-37.627716,-1.8718776,172.63135,0.77066505,7032.053340435028,476,1.3800973,-107.05965788246
47700,3411179,-342.57706,362.07,[-0.684 -0.659 -0.361 -0.255 -0.022],15.57109,0.05364718,0.9962692,-342.4488,24.987177,-1.411438e-06,100,1.0061837,-52.2777,-5.31017,235.17293,0.7933806,7099.419540166855,477,1.2553012,-100.73914613723711
47800,3447215,-340.14648,360.36,[-0.687 -0.658 -0.361 -0.255 -0.022],14.297768,0.028833607,1.0029081,-340.0989,27.838724,-1.4686584e-06,100,1.0009909,-47.745514,-3.2973316,208.82576,0.87986296,7166.35765004158,478,1.1172172,-104.09935276465208
47900,3483029,-342.0299,358.14,[-0.689 -0.659 -0.362 -0.255 -0.021],14.067881,0.03374757,1.0014606,-341.974,26.904545,-1.0299683e-06,100,1.0022616,-48.282795,-5.555316,197.10165,0.8951335,7232.815419435501,479,1.1164091,-105.28341441372753
48000,3518012,-337.32248,349.83,[-0.69  -0.659 -0.362 -0.255 -0.022],14.02612,0.023656685,0.9980586,-337.3041,24.34856,5.340576e-07,100,1.0009367,-39.936268,-1.7155634,196.35547,0.930657,7297.001582860947,480,1.0806216,-109.56883750402001
48100,3554483,-341.02133,364.71,[-0.691 -0.659 -0.362 -0.255 -0.022],15.872598,0.055124898,1.0099086,-340.90088,40.825016,-8.773804e-07,100,1.0059838,-53.928562,-5.150283,253.7438,0.80450284,7363.1685535907745,481,1.244885,-97.13597805034628
48200,3591801,-341.4895,373.18,[-0.694 -0.659 -0.363 -0.255 -0.021],13.608415,0.075862944,1.0024754,-341.3296,30.579876,-1.7166138e-07,100,1.0106878,-36.71039,-5.1158533,181.46999,0.7378984,7432.628076791763,482,1.2985165,-98.82020498775451
48300,3630021,-338.54712,382.2,[-0.698 -0.657 -0.363 -0.254 -0.022],13.76053,0.03507537,1.0002948,-338.5013,26.184277,1.4495849e-06,100,1.0024027,-50.87108,-4.5125446,192.14474,0.87721217,7505.064802408218,483,1.151519,-99.02910571475178
48400,3665366,-342.7235,353.45,[-0.699 -0.656 -0.363 -0.254 -0.022],14.9476185,0.04141094,1.0022339,-342.60242,27.620672,-4.0817263e-06,100,1.0028486,-51.08179,-5.405371,221.64896,0.8578217,7570.463419914246,484,1.175496,-101.14909920218408
