MinD2w0t,Bound,StdD2w0t,TimestepsSoFar,J_sample_variance,InitialReturnMax,Iteration,ReturnStepMaxmin,InitialBound,MeanD2w0t,EpRewMean,MaxIW,ReturnMeanIW,MaxD2w0t,MinIW,InitialReturnMean,EpisodesSoFar,MeanIW,Weights,ReturnStepMax,InitialReturnMin,TimeElapsed,StdIW,EpLenMean,EmpiricalD2,InitialReturnStd,EpThisIter
,-29.393488,0.41320214,789361,2.6468625,3.235604,86,96.85824,-29.393488,0.21846,-116.97242752648145,1.0,3.9398472,1.0,1.0,-4.1007996e-07,8600,1.0,[-0.676 -0.69  -0.412 -0.34  -0.207],100.0,-2.850191,1763.27272772789,,109.23,1.0,1.6187632,100
,-30.001217,0.42076284,800855,2.2062142,3.0609894,87,96.97392,-30.001217,0.22988,-116.43877035379512,1.0,3.3321195,1.0,1.0,-2.8610229e-08,8700,1.0,[-0.676 -0.69  -0.412 -0.34  -0.207],100.0,-2.7690754,1786.325538635254,,114.94,1.0,1.4778877,100
,-31.236729,0.4397568,813958,2.3590722,3.971494,88,97.24158,-31.236729,0.26206,-115.20276322622378,1.0,2.0966072,1.0,1.0,4.7683715e-09,8800,1.0,[-0.676 -0.69  -0.412 -0.34  -0.207],100.0,-4.8707304,1812.527729511261,,131.03,1.0,1.5282284,100
,-30.879345,0.43223968,826391,2.6164613,3.437548,89,97.10452,-30.879345,0.24866,-117.83252225555289,1.0,2.4539902,1.0,1.0,5.483627e-07,8900,1.0,[-0.676 -0.69  -0.412 -0.34  -0.207],100.0,-4.9893613,1837.3326795101166,,124.33,1.0,1.60944,100
,-31.43336,0.4442394,839918,2.6369889,4.2252226,90,97.25624,-31.43336,0.27054,-117.93883122459668,1.0,1.899976,1.0,1.0,-8.583069e-08,9000,1.0,[-0.676 -0.69  -0.412 -0.34  -0.207],100.0,-2.6922517,1864.8332290649414,,135.27,1.0,1.6157411,100
,-28.448746,0.4005682,849957,3.0988152,5.1691866,91,96.68619,-28.448746,0.20078,-116.14197486195388,1.0,4.884589,1.0,1.0,3.194809e-07,9100,1.0,[-0.676 -0.69  -0.412 -0.34  -0.207],100.0,-2.913187,1886.160356760025,,100.39,1.0,1.7515215,100
,-29.893589,0.42127374,861491,2.6690671,4.2412443,92,96.98282,-29.893589,0.23068,-116.33127204463443,1.0,3.4397473,1.0,1.0,-4.053116e-08,9200,1.0,[-0.676 -0.69  -0.412 -0.34  -0.207],100.0,-3.0240788,1909.6305050849915,,115.34,1.0,1.6255388,100
,-29.951832,0.42244753,873117,2.6200435,4.195204,93,96.99066,-29.951832,0.23252,-116.80282488381273,1.0,3.3815038,1.0,1.0,9.059906e-08,9300,1.0,[-0.676 -0.69  -0.412 -0.34  -0.207],100.0,-3.8277311,1934.4427671432495,,116.26,1.0,1.6105413,100
,-29.2779,0.41149482,883916,2.6038742,4.4434986,94,96.833244,-29.2779,0.21598,-116.99434185713386,1.0,4.055434,1.0,1.0,-2.9087067e-07,9400,1.0,[-0.676 -0.69  -0.412 -0.34  -0.207],100.0,-2.9972973,1956.3546223640442,,107.99,1.0,1.6055641,100
,-29.178753,0.423343,894905,3.1355653,3.8948798,95,96.9077,-29.199036,0.22462909,-114.96159266879783,1.8037558,4.1739435,1.1328384,0.55689543,2.002716e-07,9500,1.0235538,[-0.676 -0.69  -0.412 -0.34  -0.207],100.0,-3.491426,1978.4726421833038,0.17294756,109.89,1.0379281,1.7072561,100
,-30.385122,0.4252001,906751,3.5583816,4.805603,96,97.02765,-30.385122,0.23692,-116.8223466248951,1.0,2.9482138,1.0,1.0,-2.5272368e-07,9600,1.0,[-0.676 -0.688 -0.414 -0.343 -0.208],100.0,-5.606204,2002.8540592193604,,118.46,1.0,1.8769118,100
,-31.015215,0.4370598,919609,2.9574218,3.486139,97,97.1871,-31.015215,0.25716,-116.55081662861532,1.0,2.3181214,1.0,1.0,-3.528595e-07,9700,1.0,[-0.676 -0.688 -0.414 -0.343 -0.208],100.0,-4.867592,2028.2758610248566,,128.58,1.0,1.7110955,100
,-29.893482,0.42065725,931095,3.4074256,4.1318364,98,97.01456,-29.893482,0.22972,-114.02431078515,1.0,3.4398544,1.0,1.0,4.7683715e-09,9800,1.0,[-0.676 -0.688 -0.414 -0.343 -0.208],100.0,-4.8084693,2050.8383660316467,,114.86,1.0,1.8366687,100
,-28.854982,0.41666538,941490,3.4566357,4.0297337,99,96.77078,-28.880714,0.21339676,-115.86369428279237,1.6688273,4.5029693,1.1343039,0.43410152,4.7683717e-08,9900,1.0304888,[-0.676 -0.688 -0.414 -0.343 -0.208],100.0,-3.2008839,2072.4372129440308,0.18993278,103.95,1.0454737,1.7614571,100
,-29.662506,0.43802136,952640,4.3183656,4.3492365,100,96.89752,-29.71703,0.23433535,-117.21351508131731,2.339056,3.7178302,1.3421184,0.5914905,-1.4305115e-07,10000,1.0355996,[-0.677 -0.686 -0.415 -0.346 -0.208],100.0,-5.9302087,2095.311655521393,0.29546157,111.5,1.0850762,2.0594165,100
,-30.067139,0.42252973,964273,2.5127864,3.691676,101,97.01454,-30.067139,0.23266,-115.48396918259864,1.0,3.2661963,1.0,1.0,-7.0095064e-07,10100,1.0,[-0.678 -0.689 -0.412 -0.343 -0.209],100.0,-2.7856736,2119.5211341381073,,116.33,1.0,1.5772314,100
,-29.986063,0.4236101,975992,2.6937075,3.5583663,102,97.00405,-29.986063,0.23438,-116.95283379178653,1.0,3.3472736,1.0,1.0,-1.9073486e-08,10200,1.0,[-0.678 -0.689 -0.412 -0.343 -0.209],100.0,-3.0798864,2144.498944759369,,117.19,1.0,1.633025,100
,-30.068033,0.4210564,987510,2.969191,3.778768,103,96.975204,-30.068033,0.23036,-116.60789344007317,1.0,3.265303,1.0,1.0,-1.0967255e-07,10300,1.0,[-0.678 -0.689 -0.412 -0.343 -0.209],100.0,-8.742553,2168.3703804016113,,115.18,1.0,1.714497,100
,-30.866297,0.43533903,1000213,2.9705434,3.8913383,104,97.20036,-30.866297,0.25406,-114.30440554962041,1.0,2.4670386,1.0,1.0,4.5537948e-07,10400,1.0,[-0.678 -0.689 -0.412 -0.343 -0.209],100.0,-3.1508107,2195.6771359443665,,127.03,1.0,1.7148873,100
,-29.982702,0.42096567,1011724,2.7064738,4.106141,105,97.03139,-29.982702,0.23022,-113.30321608931371,1.0,3.3506343,1.0,1.0,7.2956084e-07,10500,1.0,[-0.678 -0.689 -0.412 -0.343 -0.209],100.0,-3.189334,2219.916826248169,,115.11,1.0,1.6368902,100
,-30.060652,0.4350931,1023299,2.6558008,3.6451402,106,97.01067,-30.091333,0.23869643,-115.1323472620433,1.8899674,3.2961981,1.1549217,0.61457,1.9073486e-08,10600,0.99698734,[-0.678 -0.689 -0.412 -0.343 -0.209],100.0,-3.697897,2244.777436733246,0.18999693,115.75,1.0455357,1.6465359,100
,-31.588879,0.4477752,1037174,2.5465431,3.6136847,107,97.35513,-31.588879,0.2775,-114.11310256640155,1.0,1.7444577,1.0,1.0,-1.7642975e-07,10700,1.0,[-0.68  -0.69  -0.408 -0.345 -0.21 ],100.0,-2.9027705,2273.2907400131226,,138.75,1.0,1.5877904,100
,-31.622297,0.44524637,1050799,2.6870625,3.74361,108,97.33942,-31.622297,0.2725,-113.12703777325814,1.0,1.7110378,1.0,1.0,-1.8596648e-07,10800,1.0,[-0.68  -0.69  -0.408 -0.345 -0.21 ],100.0,-3.0371056,2302.945281982422,,136.25,1.0,1.6310095,100
,-30.864307,0.4323512,1063241,2.3264832,3.39871,109,97.153336,-30.864307,0.24884,-114.88132314696185,1.0,2.4690282,1.0,1.0,1.3828277e-07,10900,1.0,[-0.68  -0.69  -0.408 -0.345 -0.21 ],100.0,-2.7487903,2328.6337287425995,,124.42,1.0,1.5176361,100
,-30.930504,0.43974718,1076343,2.8684397,3.6202278,110,97.22658,-30.930504,0.26204,-116.17666142981243,1.0,2.402832,1.0,1.0,-4.6014785e-07,11000,1.0,[-0.68  -0.69  -0.408 -0.345 -0.21 ],100.0,-3.1639485,2354.47288107872,,131.02,1.0,1.6851575,100
,-31.072647,0.4360533,1089111,2.8306875,4.169275,111,97.17575,-31.072647,0.25536,-116.46063235286948,1.0,2.2606888,1.0,1.0,-2.3365021e-07,11100,1.0,[-0.68  -0.69  -0.408 -0.345 -0.21 ],100.0,-2.5733538,2381.6760160923004,,127.68,1.0,1.6740314,100
,-30.54805,0.43086722,1101428,3.881793,3.9279451,112,97.10973,-30.54805,0.24634,-116.41377601113574,1.0,2.785286,1.0,1.0,1.3828277e-07,11200,1.0,[-0.68  -0.69  -0.408 -0.345 -0.21 ],100.0,-6.9418454,2405.7857854366302,,123.17,1.0,1.960351,100
,-31.20175,0.44180068,1114723,2.4079468,4.246152,113,97.278046,-31.20175,0.2659,-114.46678109871696,1.0,2.1315866,1.0,1.0,7.05719e-07,11300,1.0,[-0.68  -0.69  -0.408 -0.345 -0.21 ],100.0,-2.8057942,2433.380973339081,,132.95,1.0,1.5439777,100
,-31.264687,0.44255406,1128088,2.876582,3.76975,114,97.26925,-31.264687,0.2673,-115.65815434787726,1.0,2.0686486,1.0,1.0,2.8610229e-08,11400,1.0,[-0.68  -0.69  -0.408 -0.345 -0.21 ],100.0,-5.4633784,2460.6044256687164,,133.65,1.0,1.6875476,100
,-30.694998,0.43160605,1140468,2.5379183,4.385655,115,97.14316,-30.694998,0.2476,-114.93834945829265,1.0,2.6383388,1.0,1.0,-8.583069e-08,11500,1.0,[-0.68  -0.69  -0.408 -0.345 -0.21 ],100.0,-3.0428305,2487.0701818466187,,123.8,1.0,1.5850991,100
,-30.85145,0.43684825,1153307,2.7735772,4.382411,116,97.1835,-30.85145,0.25678,-116.60957720782042,1.0,2.4818857,1.0,1.0,-1.2874604e-07,11600,1.0,[-0.68  -0.69  -0.408 -0.345 -0.21 ],100.0,-2.8986492,2514.0247025489807,,128.39,1.0,1.657058,100
,-30.920307,0.43394083,1165888,2.8663332,4.9517927,117,97.20293,-30.920307,0.25162,-113.04502909431086,1.0,2.4130292,1.0,1.0,1.335144e-07,11700,1.0,[-0.68  -0.69  -0.408 -0.345 -0.21 ],100.0,-2.9448142,2540.477794647217,,125.81,1.0,1.6845386,100
,-30.881264,0.43607864,1178657,3.1305773,3.9085553,118,97.198425,-30.881264,0.25538,-115.02191538971363,1.0,2.4520729,1.0,1.0,-3.2901764e-07,11800,1.0,[-0.68  -0.69  -0.408 -0.345 -0.21 ],100.0,-3.060341,2565.6355311870575,,127.69,1.0,1.7604747,100
,-31.930239,0.46854454,1193192,2.666081,4.307844,119,97.40552,-31.952827,0.29981327,-115.87922607550689,3.128975,1.4222926,1.1528789,0.52692163,3.8146973e-07,11900,1.0434041,[-0.68  -0.69  -0.408 -0.345 -0.21 ],100.0,-4.6749516,2594.1010930538177,0.22960985,145.35,1.0510421,1.6262977,100
,-32.195724,0.45313874,1207625,2.4785016,3.6413724,120,97.41794,-32.195724,0.28866,-114.1698207702517,1.0,1.1376119,1.0,1.0,3.2424927e-07,12000,1.0,[-0.681 -0.692 -0.407 -0.343 -0.21 ],100.0,-3.7155929,2624.7531299591064,,144.33,1.0,1.5664341,100
,-31.641024,0.45065275,1221795,2.9410183,3.79304,121,97.373215,-31.641024,0.2834,-115.25803223143221,1.0,1.6923131,1.0,1.0,-6.67572e-08,12100,1.0,[-0.681 -0.692 -0.407 -0.343 -0.21 ],100.0,-3.3603473,2654.940318107605,,141.7,1.0,1.7063435,100
,-31.630148,0.44642,1235536,2.2909417,3.9976745,122,97.269196,-31.630148,0.27482,-118.91566087837602,1.0,1.7031883,1.0,1.0,-3.8146973e-07,12200,1.0,[-0.681 -0.692 -0.407 -0.343 -0.21 ],100.0,-2.8898048,2683.516280889511,,137.41,1.0,1.5059988,100
,-30.974342,0.43576804,1248278,2.7070596,4.305786,123,97.160706,-30.974342,0.25484,-117.18126015201497,1.0,2.3589926,1.0,1.0,-4.6730042e-07,12300,1.0,[-0.681 -0.692 -0.407 -0.343 -0.21 ],100.0,-2.870994,2708.264963388443,,127.42,1.0,1.6370673,100
,-30.274124,0.42898986,1260436,3.4262283,3.8140132,124,97.07268,-30.274124,0.24316,-117.16225124730408,1.0,3.059212,1.0,1.0,-2.5749208e-07,12400,1.0,[-0.681 -0.692 -0.407 -0.343 -0.21 ],100.0,-3.6827168,2732.6786556243896,,121.58,1.0,1.8417293,100
,-31.744318,0.46387658,1274444,3.3066492,4.280922,125,97.32738,-31.768328,0.2892258,-117.15019536709157,1.8144861,1.612963,1.1800126,0.40882522,-1.9550323e-07,12500,0.98030406,[-0.681 -0.692 -0.407 -0.343 -0.21 ],100.0,-2.9826126,2760.5915060043335,0.1938987,140.08,1.0523138,1.7556009,100
,-31.898376,0.45458055,1289033,2.6373353,3.9410663,126,97.40933,-31.898376,0.29178,-116.03109635766143,1.0,1.4349589,1.0,1.0,-9.536743e-08,12600,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-3.3223982,2791.144166469574,,145.89,1.0,1.6158471,100
,-30.710001,0.4300798,1301283,2.2423956,3.4523115,127,97.13025,-30.710001,0.245,-114.52203165133635,1.0,2.6233351,1.0,1.0,4.7683717e-08,12700,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-3.0039892,2817.375504255295,,122.5,1.0,1.489957,100
,-30.423746,0.42678866,1313258,2.775001,3.9623861,128,97.06438,-30.423746,0.2395,-115.89591126332198,1.0,2.909589,1.0,1.0,2.3365021e-07,12800,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-3.4478593,2842.7330181598663,,119.75,1.0,1.6574833,100
,-30.684698,0.4262412,1325189,2.9679544,4.2638993,129,97.10039,-30.684698,0.23862,-113.3225721418835,1.0,2.648638,1.0,1.0,-3.2424927e-07,12900,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-2.8430963,2867.159770965576,,119.31,1.0,1.7141397,100
,-30.998693,0.4361586,1337965,2.8047931,3.9216352,130,97.21346,-30.998693,0.25552,-114.124197213323,1.0,2.3346422,1.0,1.0,1.1920929e-07,13000,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-3.4774632,2894.234096765518,,127.76,1.0,1.6663569,100
,-30.902208,0.43656597,1350777,2.4611712,3.142615,131,97.21887,-30.902208,0.25624,-114.09920610271287,1.0,2.4311278,1.0,1.0,-1.001358e-07,13100,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-3.1759024,2921.227907896042,,128.12,1.0,1.5609484,100
,-30.584818,0.43271086,1363250,2.8439903,3.7984009,132,97.12422,-30.584818,0.24946,-116.98375497042143,1.0,2.7485178,1.0,1.0,-2.670288e-07,13200,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-6.1104927,2947.3067026138306,,124.73,1.0,1.6779605,100
,-30.150005,0.42468303,1375055,2.2029686,4.0167184,133,97.03471,-30.150005,0.2361,-116.00105610882218,1.0,3.183331,1.0,1.0,3.33786e-07,13300,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-2.9942589,2973.0406341552734,,118.05,1.0,1.4768004,100
,-31.098429,0.43767044,1387967,2.5327122,3.8099892,134,97.20998,-31.098429,0.25824,-115.56387557151129,1.0,2.2349079,1.0,1.0,4.1007996e-07,13400,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-2.9513993,2999.268247127533,,129.12,1.0,1.5834725,100
,-30.627014,0.43055564,1400256,2.9188716,4.36154,135,97.16342,-30.627014,0.24578,-112.84850679649449,1.0,2.706322,1.0,1.0,1.5258789e-07,13500,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-6.4039383,3023.070706129074,,122.89,1.0,1.6999066,100
,-30.771381,0.43513826,1412942,3.483326,3.6991215,136,97.17821,-30.771381,0.25372,-115.55668653970392,1.0,2.5619545,1.0,1.0,-6.914139e-07,13600,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-3.3163261,3048.7479577064514,,126.86,1.0,1.8570118,100
,-30.018784,0.42179838,1424518,2.2264743,3.3969636,137,97.02614,-30.018784,0.23152,-114.24731922948138,1.0,3.3145518,1.0,1.0,-4.959106e-07,13700,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-2.7826047,3072.5750534534454,,115.76,1.0,1.4846581,100
,-30.568989,0.4309146,1436838,2.750184,3.2722635,138,97.12004,-30.568989,0.2464,-115.80510929432758,1.0,2.7643468,1.0,1.0,9.536743e-08,13800,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-2.920106,3095.586337327957,,123.2,1.0,1.6500552,100
,-31.720764,0.44745412,1450681,3.1937613,4.603454,139,97.305435,-31.720764,0.27686,-117.288897518548,1.0,1.6125726,1.0,1.0,2.0980835e-07,13900,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-6.074377,3124.8180434703827,,138.43,1.0,1.7781519,100
,-31.179522,0.4383717,1463657,3.2807183,3.979343,140,97.188675,-31.179522,0.25952,-117.51895916742485,1.0,2.1538138,1.0,1.0,-4.529953e-07,14000,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-7.326307,3151.1879012584686,,129.76,1.0,1.8021963,100
,-30.86182,0.4376274,1476565,2.6451585,3.46516,141,97.226135,-30.86182,0.25816,-114.48522430810401,1.0,2.4715152,1.0,1.0,1.9073487e-07,14100,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-2.9727578,3177.742449760437,,129.08,1.0,1.6182421,100
,-30.358587,0.42600983,1488477,2.9107032,3.7665787,142,97.045204,-30.358587,0.23824,-116.42779435505665,1.0,2.9747488,1.0,1.0,-7.6293944e-08,14200,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-6.3887444,3200.600904226303,,119.12,1.0,1.6975266,100
,-31.218887,0.44056255,1501655,2.9271827,4.538159,143,97.2663,-31.218887,0.26356,-114.23428117884544,1.0,2.1144483,1.0,1.0,5.2452087e-08,14300,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-3.1726246,3225.7095036506653,,131.78,1.0,1.7023255,100
,-31.897652,0.45009586,1515768,2.8000414,4.8414164,144,97.37285,-31.897652,0.28226,-114.8198715051613,1.0,1.4356844,1.0,1.0,-3.6239624e-07,14400,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-3.057252,3254.7250385284424,,141.13,1.0,1.6649448,100
,-30.610783,0.43110308,1528104,2.6805713,4.2980347,145,97.09758,-30.610783,0.24672,-117.34121128985913,1.0,2.7225542,1.0,1.0,3.7193297e-07,14500,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-3.3913903,3280.2884604930878,,123.36,1.0,1.6290382,100
,-30.619316,0.43257213,1540565,2.6859257,4.172781,146,97.16301,-30.619335,0.24922006,-114.4534147989611,1.00019,2.714019,1.0000094,0.9997072,3.1471254e-07,14600,0.99999565,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-2.8644533,3304.5906031131744,7.636245e-05,124.61,1.0000038,1.6306319,100
,-31.189714,0.43576652,1553306,2.724849,4.427604,147,97.20346,-31.189714,0.25482,-114.4484260173893,1.0,2.1436222,1.0,1.0,2.479553e-07,14700,1.0,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-2.6114268,3329.7410197257996,,127.41,1.0,1.6424373,100
,-30.626875,0.45170128,1565718,3.1432073,5.312111,148,97.1263,-30.653149,0.25930476,-116.28230616267624,1.8292354,2.7320275,1.2454402,0.41089568,-7.05719e-07,14800,1.0096365,[-0.68  -0.69  -0.409 -0.345 -0.211],100.0,-3.1089506,3354.997160434723,0.2293825,124.12,1.0658408,1.7270181,100
,-31.601315,0.44450563,1579270,2.6848407,3.8836343,149,97.31556,-31.601315,0.27104,-114.1377036631852,1.0,1.7320218,1.0,1.0,-2.5987626e-07,14900,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-3.1028886,3381.68749499321,,135.52,1.0,1.6303351,100
,-30.083342,0.42377862,1591003,2.7748895,4.1872406,150,97.03558,-30.083342,0.23466,-115.2428746515918,1.0,3.2499938,1.0,1.0,7.724762e-07,15000,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-3.3900628,3408.662222146988,,117.33,1.0,1.65745,100
,-30.498219,0.42599103,1602913,2.5826638,4.725868,151,97.07942,-30.498219,0.2382,-114.37031241436502,1.0,2.8351178,1.0,1.0,5.2452087e-08,15100,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-2.8156328,3433.2491676807404,,119.1,1.0,1.5990114,100
,-30.829737,0.430505,1615198,2.4076743,4.472866,152,97.12024,-30.829737,0.2457,-115.4646884152368,1.0,2.5035994,1.0,1.0,-2.002716e-07,15200,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-2.8195386,3460.331763982773,,122.85,1.0,1.5438906,100
,-30.97053,0.44155297,1628470,2.9966073,4.098748,153,97.24979,-30.97053,0.26544,-116.14497228719905,1.0,2.362807,1.0,1.0,-1.1920929e-07,15300,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-3.6767411,3486.745632171631,,132.72,1.0,1.7223942,100
,-30.742136,0.42907208,1640634,3.4121673,4.1031075,154,97.14189,-30.742136,0.24328,-113.0098488464205,1.0,2.5912,1.0,1.0,-3.1232832e-07,15400,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-6.4347467,3511.7679147720337,,121.64,1.0,1.8379462,100
,-32.097168,0.4544068,1655203,2.5342991,4.212956,155,97.39264,-32.097168,0.29138,-117.08862699136021,1.0,1.2361695,1.0,1.0,-1.6212464e-07,15500,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-2.6914968,3540.2636992931366,,145.69,1.0,1.5839685,100
,-31.080734,0.43992943,1668322,3.070607,4.6201377,156,97.24242,-31.080734,0.26238,-115.28949499707055,1.0,2.2526011,1.0,1.0,8.6307523e-07,15600,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-5.1918716,3567.166267156601,,131.19,1.0,1.7435311,100
,-31.77268,0.4482189,1682243,2.6801813,4.3836813,157,97.39994,-31.77268,0.27842,-111.37390490173642,1.0,1.5606556,1.0,1.0,9.536743e-09,15700,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-3.5387287,3595.3951370716095,,139.21,1.0,1.6289197,100
,-31.301792,0.43963957,1695336,2.4978867,3.6667187,158,97.21202,-31.301792,0.26186,-117.05042877464379,1.0,2.0315433,1.0,1.0,3.5762787e-07,15800,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-2.938146,3621.543351650238,,130.93,1.0,1.5725483,100
,-30.91212,0.43648347,1708142,2.775958,4.385285,159,97.19048,-30.91212,0.25612,-115.8634081950773,1.0,2.421214,1.0,1.0,-1.04904174e-07,15900,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-2.8320084,3648.6106140613556,,128.06,1.0,1.6577691,100
,-30.49813,0.42943934,1720337,2.8080094,4.2144613,160,97.107285,-30.49813,0.2439,-115.40800668579237,1.0,2.8352041,1.0,1.0,-9.536743e-08,16000,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-3.1092653,3674.046040534973,,121.95,1.0,1.667312,100
,-31.49502,0.44448152,1733887,2.5244918,3.4617577,161,97.300064,-31.49502,0.271,-115.17136617628134,1.0,1.838316,1.0,1.0,6.055832e-07,16100,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-3.4848733,3701.213881969452,,135.5,1.0,1.5809007,100
,-31.172138,0.43832955,1746860,2.6618614,3.711497,162,97.211205,-31.172138,0.25946,-116.030654178702,1.0,2.161197,1.0,1.0,-5.8174135e-07,16200,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-2.9688354,3725.9568164348602,,129.73,1.0,1.6233432,100
,-31.079144,0.44138113,1760115,2.9420373,3.6394951,163,97.24777,-31.079144,0.2651,-116.12888390891091,1.0,2.2541928,1.0,1.0,-2.9087067e-07,16300,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-3.508501,3753.740807533264,,132.55,1.0,1.7066392,100
,-30.668337,0.4300781,1772364,2.1969016,3.7272234,164,97.11751,-30.668337,0.24498,-115.29312369958161,1.0,2.6649988,1.0,1.0,-1.14440915e-07,16400,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-3.103898,3777.9964344501495,,122.49,1.0,1.4747654,100
,-31.106375,0.4398125,1785473,2.8948638,3.952201,165,97.25218,-31.106375,0.26218,-114.56082860322984,1.0,2.2269619,1.0,1.0,7.200241e-07,16500,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-3.4213142,3805.839336872101,,131.09,1.0,1.6929016,100
,-31.091684,0.43800429,1798415,2.5476515,4.3325586,166,97.22562,-31.091684,0.25884,-114.81995590999603,1.0,2.2416508,1.0,1.0,-5.626678e-07,16600,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-3.0282311,3833.0884108543396,,129.42,1.0,1.5881358,100
,-31.344744,0.44121328,1811654,2.0636566,3.36357,167,97.26416,-31.344744,0.26478,-114.90416354327412,1.0,1.9885926,1.0,1.0,2.3841858e-08,16700,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-2.892034,3859.324860095978,,132.39,1.0,1.4293425,100
,-31.322693,0.4451361,1825268,2.3601966,3.5450854,168,97.34131,-31.322693,0.27228,-112.90686632748674,1.0,2.0106428,1.0,1.0,7.2717665e-07,16800,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-3.1419854,3884.4836773872375,,136.14,1.0,1.5285925,100
,-31.125622,0.43806168,1838216,2.294767,4.002062,169,97.217155,-31.125622,0.25896,-115.42170385023142,1.0,2.2077138,1.0,1.0,3.7193297e-07,16900,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-3.505786,3910.4558951854706,,129.48,1.0,1.5072556,100
,-30.696318,0.4314613,1850584,2.7687213,4.423697,170,97.17522,-30.696318,0.24736,-112.84437307718139,1.0,2.637019,1.0,1.0,-2.3365021e-07,17000,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-3.1895823,3934.2581956386566,,123.68,1.0,1.6556069,100
,-30.278772,0.42414948,1862346,3.0595124,3.7263017,171,97.07098,-30.278772,0.23524,-113.44660589408481,1.0,3.0545635,1.0,1.0,2.8610229e-08,17100,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-3.6979713,3955.8975780010223,,117.62,1.0,1.7403786,100
,-32.488297,0.46311522,1877921,3.283649,4.7655277,172,97.50389,-32.488297,0.3115,-116.5108461191497,1.0,0.8450391,1.0,1.0,-3.2424927e-07,17200,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-3.047844,3985.5299310684204,,155.75,1.0,1.8030012,100
,-31.414207,0.441293,1891167,2.1358628,4.1680956,173,97.25398,-31.414207,0.26492,-115.6385861666868,1.0,1.9191287,1.0,1.0,1.04904174e-07,17300,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-2.9696894,4011.3495094776154,,132.46,1.0,1.4541337,100
,-31.281292,0.44318467,1904593,2.5822296,5.0008225,174,97.29205,-31.281292,0.26852,-114.65481974020692,1.0,2.0520442,1.0,1.0,-1.8596648e-07,17400,1.0,[-0.682 -0.69  -0.406 -0.349 -0.213],100.0,-2.7055764,4038.059593439102,,134.26,1.0,1.5988768,100
