InitialBound,EpThisIter,InitialReturnMax,Bound,EpisodesSoFar,EpLenMean,MinIW,InitialReturnStd,MeanIW,J_sample_variance,ReturnMeanIW,EpRewMean,InitialReturnMean,MaxIW,TimestepsSoFar,StdIW,EmpiricalD2,InitialReturnMin,Weights,Iteration,TimeElapsed
36.058178,100,13.907574,65.5016,1100,18.55,1.1593081,7.239114,20.030653,2364.6099,65.5016,-110.07985719167678,-1.3732911e-06,97.760765,67474,18.10965,1.9010744,-16.747562,[  1.078 -11.773 -41.029  29.449 -28.692],11,181.3673746585846
38.02456,100,13.332602,72.288506,1200,17.52,1.1758767,6.402186,21.065073,2428.9092,72.288506,-109.52603175247239,-2.374649e-06,93.35339,69226,17.464117,2.0370095,-13.389986,[  1.078 -11.773 -41.029  29.449 -28.84 ],12,189.15255308151245
35.40827,100,13.849952,62.555645,1300,19.05,1.1520383,7.136091,19.211472,2220.39,62.555645,-110.36126556794775,1.5258789e-06,92.67073,71131,17.201422,1.8414494,-14.194078,[  1.078 -11.773 -41.029  29.449 -29.002],13,196.6347291469574
35.696083,100,15.947131,65.05196,1400,18.72,1.1592064,7.4989243,22.256178,2972.3865,65.05196,-110.09317899803955,-2.2125244e-06,151.86778,73003,24.646563,1.9172139,-16.261648,[  1.078 -11.773 -41.029  29.449 -29.144],14,204.0913529396057
37.69979,100,17.132942,71.687004,1500,17.73,1.1748141,6.3562026,23.287766,3199.804,71.687004,-110.00493534203703,2.2888185e-06,203.69576,74776,28.445822,2.0447571,-12.324789,[  1.078 -11.773 -41.029  29.449 -29.291],15,211.5997314453125
37.581223,100,15.577433,69.56311,1600,17.88,1.1687728,6.2804604,20.201582,2252.5908,69.56311,-110.07941325864131,-2.6130676e-06,147.01572,76564,20.18441,1.9703336,-18.969973,[  1.078 -11.773 -41.029  29.449 -29.452],16,218.14950227737427
36.82867,100,13.100502,66.70631,1700,18.28,1.1615502,6.4791656,18.85333,1967.9094,66.70631,-110.19937824402028,1.2016296e-06,76.931,78392,14.975243,1.9063283,-13.699785,[  1.078 -11.773 -41.029  29.449 -29.608],17,225.58245754241943
35.898643,100,14.458689,65.319336,1800,18.63,1.1594098,7.338261,20.950405,2633.905,65.319336,-110.135185110995,4.749298e-06,98.02702,80255,20.173565,1.9100022,-20.181704,[  1.078 -11.773 -41.029  29.449 -29.758],18,232.74977350234985
37.346077,100,14.294905,69.114555,1900,17.98,1.168062,6.408875,20.677553,2462.1436,69.114555,-110.08039552362925,8.773804e-07,105.675964,82053,19.838203,1.9706765,-13.699398,[  1.078 -11.773 -41.029  29.449 -29.906],19,239.4904477596283
38.176704,100,14.874169,75.182945,2000,17.36,1.1836038,6.5276203,25.833965,4004.267,75.182945,-109.40274535623121,-9.536743e-07,132.73457,83789,29.451689,2.1405346,-11.300533,[  1.078 -11.773 -41.029  29.449 -30.061],20,246.73845171928406
36.326786,100,15.568263,66.19695,2100,18.41,1.1612113,7.148878,20.23737,2392.4717,66.19695,-109.94273995778062,1.4495849e-06,138.69823,85630,19.810446,1.9152108,-19.908503,[  1.078 -11.773 -41.029  29.449 -30.23 ],21,253.56673002243042
38.279175,100,13.929842,71.16134,2200,17.65,1.1723429,5.680511,20.023138,2188.6838,71.16134,-110.2144742287426,-2.07901e-06,100.59697,87395,17.18828,1.9972501,-10.283392,[  1.078 -11.773 -41.029  29.449 -30.379],22,260.9761140346527
37.348938,100,16.030857,71.16899,2300,17.84,1.1736943,6.9285984,23.628038,3342.4329,71.16899,-109.94528059209284,2.7465821e-06,168.17413,89179,26.324781,2.042039,-15.417408,[  1.078 -11.773 -41.029  29.449 -30.538],23,267.53415298461914
36.999283,100,14.258316,66.96648,2400,18.2,1.1625786,6.2359858,19.402653,2163.926,66.96648,-109.8873354791201,-2.1362305e-06,106.68228,90999,18.380537,1.9147137,-14.915562,[  1.078 -11.773 -41.029  29.449 -30.699],24,274.62700390815735
35.456787,100,15.855593,64.427536,2500,18.83,1.1574985,7.694335,21.69284,2801.677,64.427536,-110.24284806069849,5.1498415e-07,144.44247,92882,23.633274,1.9012791,-14.163326,[  1.078 -11.773 -41.029  29.449 -30.849],25,282.31416726112366
36.94696,100,15.491997,68.89792,2600,18.1,1.1680797,6.8401475,22.088345,2920.8398,68.89792,-110.06330821393976,3.9100647e-07,144.2514,94692,22.92902,1.9845839,-13.465937,[  1.078 -11.773 -41.029  29.449 -30.995],26,289.4577069282532
36.223644,100,17.211182,67.45443,2700,18.35,1.1652114,7.337107,23.1845,3154.2563,67.45443,-109.8835707452678,-8.010864e-07,210.94366,96527,28.153778,1.9692407,-15.299248,[  1.078 -11.773 -41.029  29.449 -31.151],27,296.6898901462555
36.152805,100,14.970335,65.5095,2800,18.56,1.1593368,7.0847187,20.365355,2459.422,65.5095,-110.20363805541211,9.918213e-07,131.49756,98383,20.747726,1.9021114,-15.828407,[  1.078 -11.773 -41.029  29.449 -31.304],28,303.3807227611542
37.56111,100,15.56788,70.6246,2900,17.79,1.172126,6.390325,21.96697,2792.0894,70.6246,-109.78512721366548,-9.536743e-08,137.46855,100162,23.549223,2.0118055,-13.710239,[  1.078 -11.773 -41.029  29.449 -31.452],29,310.2904908657074
35.92421,100,13.165302,62.097553,3000,19.02,1.1492578,6.227016,16.965652,1628.3108,62.097553,-110.64783391442934,-1.7738342e-06,74.63465,102064,13.543516,1.79957,-16.273184,[  1.078 -11.773 -41.029  29.449 -31.61 ],30,317.3425979614258
35.127808,100,13.021888,60.022015,3100,19.39,1.1444781,6.3304796,16.6448,1553.3129,60.022015,-110.32039750799395,-5.531311e-07,75.06538,104003,13.850439,1.7637928,-12.8928585,[  1.078 -11.773 -41.029  29.449 -31.749],31,324.85488772392273
35.877876,100,14.574669,64.01186,3200,18.8,1.1554757,6.888596,19.446005,2232.9475,64.01186,-110.4605129711774,1.1825562e-06,101.94054,105883,18.400192,1.8673481,-17.00925,[  1.078 -11.773 -41.029  29.449 -31.884],32,332.04029178619385
36.27406,100,14.896914,64.839775,3300,18.6,1.1570195,6.755902,18.726603,2020.9376,64.839775,-110.36159848479045,-3.4332277e-07,106.39028,107743,16.565014,1.871595,-15.319771,[  1.078 -11.773 -41.029  29.449 -32.029],33,339.30473947525024
36.829605,100,15.369882,70.012405,3400,17.96,1.1709529,7.399718,23.170193,3101.0007,70.012405,-109.63979784472691,4.7683716e-07,156.04913,109539,24.9568,2.0155156,-17.42677,[  1.078 -11.773 -41.029  29.449 -32.175],34,346.31548404693604
36.47021,100,15.181807,67.50882,3500,18.28,1.1649071,7.2082396,21.760105,2843.4797,67.50882,-109.85216425920375,5.912781e-07,132.22717,111367,21.643965,1.9575855,-13.561245,[  1.078 -11.773 -41.029  29.449 -32.333],35,353.74579763412476
35.588806,100,13.955553,62.898663,3600,18.97,1.1528517,7.1391864,19.11569,2228.5117,62.898663,-110.31491752209378,-3.528595e-07,82.21988,113264,17.07821,1.8460803,-20.525616,[  1.078 -11.773 -41.029  29.449 -32.485],36,361.35829758644104
36.82945,100,16.447453,68.683846,3700,18.11,1.1674783,7.0272064,22.167652,2873.1917,68.683846,-109.90941631245278,1.0299683e-06,193.40192,115075,24.427212,1.9787942,-15.792862,[  1.078 -11.773 -41.029  29.449 -32.627],37,368.6600136756897
37.34695,100,15.094162,70.605934,3800,17.9,1.172164,6.775586,23.040203,3169.123,70.605934,-110.12572643174136,5.1498415e-07,137.6068,116865,25.08944,2.024151,-15.865738,[  1.078 -11.773 -41.029  29.449 -32.782],38,375.6687707901001
36.149456,100,14.92267,64.35149,3900,18.7,1.155921,6.751074,18.809351,2042.8755,64.35149,-110.45214124806675,1.5830993e-06,119.297005,118735,16.997334,1.8650677,-13.964289,[  1.078 -11.773 -41.029  29.449 -32.941],39,382.90417313575745
35.202007,100,14.907297,63.073612,4000,19.06,1.1542554,7.591135,21.44104,2765.1792,63.073612,-110.33764836463732,-3.33786e-07,113.75326,120641,22.964432,1.8750403,-17.39101,[  1.078 -11.773 -41.029  29.449 -33.086],40,390.00771975517273
35.50074,100,14.755961,63.142475,4100,18.91,1.1537184,7.417226,19.31779,2247.7847,63.142475,-110.0385647200669,-2.4414062e-06,97.09439,122532,17.486643,1.8539708,-14.8274,[  1.078 -11.773 -41.029  29.449 -33.23 ],41,397.9676671028137
37.073486,100,15.960902,70.17299,4200,17.94,1.1714354,7.30143,23.03167,3213.0808,70.17299,-109.76149570265608,-1.3732911e-06,158.12004,124326,23.864328,2.019812,-15.569002,[  1.078 -11.773 -41.029  29.449 -33.372],42,405.6726851463318
37.73957,100,15.991785,72.939255,4300,17.59,1.1779374,6.830539,24.077444,3396.4783,72.939255,-109.64194716681621,1.1634827e-06,188.7604,126085,27.162512,2.079094,-14.46582,[  1.078 -11.773 -41.029  29.449 -33.531],43,412.93565034866333
36.891426,100,16.757725,70.01843,4400,18.08,1.1718109,6.729164,26.18726,4082.9307,70.01843,-110.02709647256323,2.4223327e-06,187.19647,127893,36.50868,2.040443,-15.567003,[  1.078 -11.773 -41.029  29.449 -33.694],44,420.3340747356415
35.837852,100,15.241137,64.53056,4500,18.68,1.1570504,7.1691594,19.796919,2268.0872,64.53056,-110.03838606359862,6.294251e-07,123.204155,129761,19.264782,1.8805804,-16.199223,[  1.078 -11.773 -41.029  29.449 -33.853],45,427.7156448364258
36.51044,100,15.222521,65.737946,4600,18.49,1.1599318,6.41132,20.336632,2437.1064,65.737946,-110.27776044798392,-2.6893615e-06,133.74297,131610,22.983025,1.9029919,-16.179024,[  1.078 -11.773 -41.029  29.449 -33.999],46,435.2537729740143
36.759537,100,15.763716,68.886284,4700,18.09,1.1683694,7.2101083,22.452866,2992.5676,68.886284,-109.7466121552074,-1.6403199e-06,169.88153,133419,24.292206,1.9893029,-16.321474,[  1.078 -11.773 -41.029  29.449 -34.147],47,442.489693403244
36.63393,100,15.277853,69.480995,4800,18.08,1.1701089,7.3915668,23.56382,3329.324,69.480995,-109.72196510954218,1.6212464e-06,130.32127,135227,24.928083,2.0146973,-14.4435005,[  1.078 -11.773 -41.029  29.449 -34.303],48,449.9160373210907
36.954998,100,15.524172,69.540695,4900,18.03,1.1700196,6.9377055,23.482452,3279.456,69.540695,-109.82734146082903,1.8119812e-06,152.11826,137030,27.733885,2.008092,-14.108883,[  1.078 -11.773 -41.029  29.449 -34.46 ],49,456.37505769729614
35.73427,100,14.164175,64.280785,5000,18.75,1.1566224,7.4013014,19.899942,2381.1323,64.280785,-110.08347160693538,-1.411438e-06,90.97856,138905,17.754726,1.8808881,-16.59601,[  1.078 -11.773 -41.029  29.449 -34.617],50,463.9466154575348
37.634743,100,16.04658,71.517944,5100,17.71,1.1743436,6.5127053,22.84664,2970.7412,71.517944,-109.7561592518189,-1.964569e-06,201.02104,140676,26.374115,2.0369723,-13.722551,[  1.078 -11.773 -41.029  29.449 -34.763],51,470.90960907936096
36.68198,100,15.000315,68.08806,5200,18.22,1.1664546,6.902877,22.720438,3105.071,68.08806,-109.94385016719075,2.4318695e-06,137.96527,142498,25.63996,1.9744412,-15.367741,[  1.078 -11.773 -41.029  29.449 -34.923],52,478.21770691871643
36.59483,100,14.60878,66.6193,5300,18.29,1.161969,6.7121973,19.688116,2189.1975,66.6193,-109.8348143876272,-4.005432e-07,121.96217,144327,18.535717,1.914716,-18.654255,[  1.078 -11.773 -41.029  29.449 -35.077],53,485.7567582130432
37.459457,100,17.089005,72.28245,5400,17.76,1.1769313,6.646802,26.453117,4117.612,72.28245,-109.79510248711955,6.67572e-07,254.41217,146103,37.321068,2.084903,-14.477924,[  1.078 -11.773 -41.029  29.449 -35.227],54,492.4778084754944
36.16677,100,13.836561,64.804985,5500,18.59,1.157227,6.863431,18.79329,2033.4526,64.804985,-110.12009772272074,-1.0871887e-06,92.464516,147962,15.823952,1.8742688,-15.640152,[  1.078 -11.773 -41.029  29.449 -35.39 ],55,499.89224100112915
37.71198,100,16.194035,73.290115,5600,17.6,1.1790073,6.933892,25.492395,3838.7488,73.290115,-109.66189525416024,1.3732911e-06,194.32486,149722,32.33266,2.0979812,-15.127361,[  1.078 -11.773 -41.029  29.449 -35.536],56,507.1806161403656
35.355377,100,15.19212,63.23593,5700,18.98,1.1545725,7.1543455,21.085278,2641.414,63.23593,-110.17913248669696,-1.3732911e-06,114.78897,151620,23.437803,1.8720064,-12.686131,[  1.078 -11.773 -41.029  29.449 -35.701],57,514.6021664142609
35.99771,100,15.600753,65.21785,5800,18.59,1.1589278,7.2604103,20.439003,2445.9316,65.21785,-110.02814950138529,1.5258789e-06,150.63191,153479,21.774422,1.8995613,-16.616379,[  1.078 -11.773 -41.029  29.449 -35.845],58,522.2155227661133
36.323765,100,13.665405,65.985825,5900,18.47,1.1602947,7.283389,19.846727,2329.4053,65.985825,-110.24071213286976,6.8664554e-07,86.50657,155326,17.359423,1.907505,-16.598602,[  1.078 -11.773 -41.029  29.449 -35.992],59,529.650711774826
37.918404,100,14.288553,71.73552,6000,17.64,1.1744735,6.325623,21.634037,2664.5403,71.73552,-109.83703297330321,-1.3923645e-06,124.536674,157090,20.328022,2.0299108,-14.706957,[  1.078 -11.773 -41.029  29.449 -36.141],60,536.9634006023407
35.696255,100,14.695716,64.64282,6100,18.67,1.1575935,7.620082,20.084908,2365.6877,64.64282,-109.85555705944589,2.0980835e-07,108.09207,158957,18.846584,1.8883841,-16.360912,[  1.078 -11.773 -41.029  29.449 -36.302],61,544.2223620414734
36.402065,100,15.238682,64.69777,6200,18.61,1.1564811,6.2908344,18.518501,1944.3445,64.69777,-110.47288134715205,-1.8501282e-06,121.21958,160818,17.064362,1.8641715,-19.212234,[  1.078 -11.773 -41.029  29.449 -36.448],62,551.5874164104462
37.303917,100,16.936144,73.018654,6300,17.7,1.1786251,7.22943,26.88348,4245.595,73.018654,-109.56269302588603,3.1471254e-07,226.67197,162588,34.52603,2.1063752,-16.267557,[  1.078 -11.773 -41.029  29.449 -36.593],63,559.0904905796051
35.8634,100,15.916067,65.04274,6400,18.68,1.1589366,7.293783,21.328213,2766.2693,65.04274,-110.13032688223306,-8.010864e-07,150.67099,164456,22.782766,1.9081737,-16.043522,[  1.078 -11.773 -41.029  29.449 -36.758],64,566.3770322799683
36.215725,100,16.372847,64.54395,6500,18.66,1.156874,6.494307,19.564775,2263.135,64.54395,-110.24378156854601,-6.294251e-07,141.81577,166322,20.202696,1.8755077,-14.607471,[  1.078 -11.773 -41.029  29.449 -36.905],65,574.2226068973541
35.90058,100,15.147486,63.43471,6600,18.85,1.1537272,6.6744576,18.970455,2085.722,63.43471,-110.43748908634574,-1.1253356e-06,129.27258,168207,19.458796,1.8474292,-16.531252,[  1.078 -11.773 -41.029  29.449 -37.051],66,581.5386984348297
35.338646,100,14.056889,62.01222,6700,19.15,1.1505759,7.1199784,19.024113,2176.206,62.01222,-110.49843750664715,1.6403199e-06,88.97926,170122,18.06002,1.82833,-20.723103,[  1.078 -11.773 -41.029  29.449 -37.194],67,589.3491082191467
38.115536,100,15.064931,73.44197,6800,17.45,1.1787015,6.584643,22.318882,2787.2295,73.44197,-109.61002496597627,-1.4305115e-06,138.71252,171867,20.275736,2.0723107,-14.26116,[  1.078 -11.773 -41.029  29.449 -37.334],68,596.8212335109711
37.925125,100,13.727959,68.31741,6900,17.92,1.1645782,5.2460628,17.703386,1542.6097,68.31741,-110.26298718608972,6.580353e-07,96.6185,173659,14.177445,1.9130363,-13.768272,[  1.078 -11.773 -41.029  29.449 -37.499],69,603.7781178951263
36.35588,100,14.632726,66.30992,7000,18.4,1.1613973,6.9480515,20.155634,2343.0261,66.30992,-109.99995946886794,-2.0980835e-07,103.372604,175499,18.88771,1.916724,-15.228647,[  1.078 -11.773 -41.029  29.449 -37.651],70,610.6632313728333
34.68383,100,12.139345,58.17103,7100,19.82,1.1388079,6.6340036,15.531333,1341.7062,58.17103,-110.82400300938666,-7.343292e-07,56.229515,177481,10.979326,1.7186248,-14.799032,[  1.078 -11.773 -41.029  29.449 -37.801],71,617.8984880447388
37.366413,100,16.515175,70.93965,7200,17.84,1.1733719,6.6518984,23.650192,3338.9773,70.93965,-109.81855969204538,-1.2969971e-06,195.60406,179265,28.040247,2.036797,-13.876701,[  1.078 -11.773 -41.029  29.449 -37.931],72,624.7911469936371
35.796776,100,14.672269,64.66348,7300,18.73,1.1576685,7.375704,20.664938,2569.5676,64.66348,-110.22210347413977,-1.7166138e-07,108.31662,181138,20.169247,1.8942099,-19.760656,[  1.078 -11.773 -41.029  29.449 -38.09 ],73,632.0156562328339
35.872463,100,16.81216,66.43056,7400,18.6,1.1631486,7.345252,24.850586,3606.85,66.43056,-110.16266553107943,1.0490418e-06,198.25888,182998,33.013863,1.9645277,-15.434389,[  1.078 -11.773 -41.029  29.449 -38.237],74,639.2126657962799
37.387783,100,12.700409,68.291885,7500,18.0,1.1652048,6.182408,18.599077,1805.3065,68.291885,-110.09860938719368,-1.0108947e-06,72.32086,184798,14.151256,1.930547,-14.924763,[  1.078 -11.773 -41.029  29.449 -38.388],75,647.0015618801117
36.982265,100,13.858562,69.066826,7600,18.0,1.1682937,6.9859376,20.865559,2508.6614,69.066826,-109.74786913774761,-8.583069e-08,90.99314,186598,18.024525,1.9771386,-15.471735,[  1.078 -11.773 -41.029  29.449 -38.541],76,653.8158023357391
35.43209,100,14.555679,62.706482,7700,19.02,1.1523066,7.3571677,19.001028,2150.8926,62.706482,-110.39370860637588,1.6021728e-06,107.58321,188500,17.103395,1.8420012,-16.51332,[  1.078 -11.773 -41.029  29.449 -38.696],77,661.1042742729187
36.204937,100,15.721281,65.18144,7800,18.61,1.1586405,6.818725,20.384455,2506.338,65.18144,-110.29275415980698,2.479553e-07,128.91605,190361,21.016987,1.8966595,-13.32402,[  1.078 -11.773 -41.029  29.449 -38.838],78,668.8537175655365
36.88016,100,14.993137,67.4682,7900,18.14,1.1638011,6.724562,19.248322,2047.925,67.4682,-109.80047846138805,-1.7642975e-06,110.21517,192175,16.021774,1.926064,-15.854902,[  1.078 -11.773 -41.029  29.449 -38.985],79,676.0529642105103
35.61287,100,13.922771,64.65756,8000,18.7,1.1577702,7.729899,20.319836,2443.9197,64.65756,-109.90277670828382,4.4822693e-07,93.819275,194045,17.974405,1.8935976,-17.123728,[  1.078 -11.773 -41.029  29.449 -39.137],80,683.1112701892853
36.882523,100,16.513744,68.732346,8100,18.1,1.1676743,7.033885,22.01493,2887.5898,68.732346,-109.9249780460393,3.528595e-07,166.57793,195855,23.943474,1.9795145,-15.389275,[  1.078 -11.773 -41.029  29.449 -39.284],81,690.5255386829376
35.85838,100,16.61322,67.55602,8200,18.48,1.166112,7.8543525,26.106133,4025.7468,67.55602,-109.89675887467617,-3.2424927e-07,185.85239,197703,33.159634,1.9995034,-13.220898,[  1.078 -11.773 -41.029  29.449 -39.439],82,697.5168266296387
36.533558,100,14.898535,67.68764,8300,18.29,1.1650759,7.1898985,21.828068,2812.7046,67.68764,-110.1771712177307,-7.6293944e-08,114.020004,199532,22.426146,1.9599191,-17.776768,[  1.078 -11.773 -41.029  29.449 -39.592],83,704.5521454811096
35.767708,100,14.713033,65.399895,8400,18.61,1.1596973,7.74002,21.083063,2638.5112,65.399895,-109.9494958347097,2.6512146e-06,114.558876,201393,20.530218,1.9136134,-16.530458,[  1.078 -11.773 -41.029  29.449 -39.745],84,712.0374712944031
37.789383,100,15.18811,71.941444,8500,17.67,1.1753161,6.4454837,22.677404,2967.697,71.941444,-109.8986708866823,-1.9836425e-06,149.55322,203160,24.297113,2.0455956,-14.249496,[  1.078 -11.773 -41.029  29.449 -39.893],85,719.0540797710419
37.990177,100,14.850706,73.74551,8600,17.49,1.1795697,6.750894,23.468048,3188.4922,73.74551,-109.75269463179237,-1.335144e-07,120.222115,204909,22.44112,2.0908651,-13.756374,[  1.078 -11.773 -41.029  29.449 -40.055],86,726.0430324077606
36.951023,100,16.675465,69.813644,8700,18.02,1.1706402,7.112414,23.59369,3280.8564,69.813644,-109.93639810475035,1.7547608e-06,212.02997,206711,28.597555,2.015623,-15.768547,[  1.078 -11.773 -41.029  29.449 -40.22 ],87,732.7884075641632
37.141277,100,15.205943,68.77589,8800,18.05,1.1673536,6.4368887,20.902285,2519.458,68.77589,-110.09723016493446,4.7683716e-07,121.13683,208516,20.860464,1.9673997,-14.102324,[  1.078 -11.773 -41.029  29.449 -40.378],88,739.9529201984406
35.54586,100,13.69265,62.914803,8900,18.93,1.1530628,7.088418,19.146923,2195.8489,62.914803,-110.04519615137443,2.861023e-07,82.68791,210409,17.679401,1.8463522,-16.878693,[  1.078 -11.773 -41.029  29.449 -40.532],89,746.8937194347382
35.94747,100,14.549667,64.241425,9000,18.79,1.1564062,6.444572,20.495323,2480.3386,64.241425,-110.47597920045175,3.6239624e-07,104.60031,212288,22.323944,1.8798424,-11.564047,[  1.078 -11.773 -41.029  29.449 -40.675],90,753.9322364330292
35.583523,100,12.797747,61.527332,9100,19.12,1.1481994,6.4729166,17.031155,1653.519,61.527332,-110.43269963522657,2.2125244e-06,63.171368,214200,13.362421,1.7933342,-16.512636,[  1.078 -11.773 -41.029  29.449 -40.82 ],91,761.2136471271515
37.441193,100,16.234198,74.94302,9200,17.56,1.1829809,7.5381308,28.496418,4748.557,74.94302,-109.48999224032889,-2.3460389e-06,216.41487,215956,34.640724,2.161411,-12.746424,[  1.078 -11.773 -41.029  29.449 -40.958],92,767.9672513008118
36.082973,100,12.692098,62.280476,9300,18.88,1.1491109,6.0141816,15.820179,1261.996,62.280476,-110.31782858505831,-6.4849854e-07,64.69312,217844,10.459052,1.787125,-14.288294,[  1.078 -11.773 -41.029  29.449 -41.126],93,774.6097366809845
37.106663,100,15.360851,69.42428,9400,18.04,1.1691407,6.9175034,22.043917,2909.0686,69.42428,-110.19604297427738,1.411438e-06,127.019585,219648,21.913681,1.9938627,-15.900011,[  1.078 -11.773 -41.029  29.449 -41.265],94,781.9098725318909
36.677895,100,14.765167,66.140045,9500,18.36,1.1605912,6.3717027,19.339153,2152.4827,66.140045,-110.02815194576611,-1.0490418e-06,117.41881,221484,17.950838,1.9012777,-13.068615,[  1.078 -11.773 -41.029  29.449 -41.421],95,789.080607175827
36.391872,100,14.565472,66.314674,9600,18.45,1.1615125,6.8633657,20.875254,2571.4316,66.314674,-110.23240572360646,-1.1444092e-06,120.43832,223329,21.166212,1.9232948,-13.167532,[  1.078 -11.773 -41.029  29.449 -41.57 ],96,796.481630563736
35.26134,100,12.780628,61.424202,9700,19.2,1.1487603,7.0986996,18.011362,1941.8411,61.424202,-110.34940843642595,1.2779236e-06,73.639595,225249,15.130022,1.8075877,-16.975063,[  1.078 -11.773 -41.029  29.449 -41.72 ],97,804.7834460735321
36.194027,100,14.122456,66.64643,9800,18.39,1.1626695,7.4932785,21.07231,2618.8037,66.64643,-109.85059509592968,2.6130676e-06,106.94122,227088,20.171835,1.935352,-16.322563,[  1.078 -11.773 -41.029  29.449 -41.859],98,811.9783103466034
36.34954,100,16.346397,67.85668,9900,18.28,1.1663878,7.2669663,23.622505,3327.014,67.85668,-109.6844944789228,-2.8705597e-06,187.3529,228916,28.445923,1.9809864,-15.252798,[  1.078 -11.773 -41.029  29.449 -42.01 ],99,819.1507213115692
36.117615,100,13.821377,64.65769,10000,18.61,1.1570637,6.880079,18.954912,2112.8374,64.65769,-110.03202573751429,-2.2888183e-07,92.06082,230777,16.514725,1.8740863,-16.774818,[  1.078 -11.773 -41.029  29.449 -42.163],100,826.526917219162
37.25632,100,16.51835,70.26893,10100,17.93,1.1718242,6.573484,23.747656,3367.32,70.26893,-109.87773716848376,1.4686584e-06,219.44421,232570,29.689875,2.0234513,-14.089199,[  1.078 -11.773 -41.029  29.449 -42.309],101,833.5412275791168
36.035416,100,13.514278,64.027985,10200,18.71,1.1551409,6.7773137,18.592983,2000.4117,64.027985,-110.15262401979179,9.918213e-07,87.43451,234441,15.823839,1.856167,-14.24947,[  1.078 -11.773 -41.029  29.449 -42.468],102,840.621780872345
36.96567,100,16.04258,69.740524,10300,17.97,1.1701893,7.1418505,22.079672,2829.097,69.740524,-109.82457725711127,2.0980835e-06,152.82552,236238,22.762077,2.002086,-14.987995,[  1.078 -11.773 -41.029  29.449 -42.612],103,847.3013195991516
36.233086,100,16.686508,66.78802,10400,18.46,1.1631664,7.236952,22.574184,3010.8406,66.78802,-110.2643388853047,1.1825562e-06,198.36479,238084,27.24104,1.9488623,-15.852543,[  1.078 -11.773 -41.029  29.449 -42.769],104,854.4311099052429
35.73913,100,14.374933,63.06117,10500,18.85,1.1527725,6.8232336,18.296291,1952.1925,63.06117,-110.00377468477494,-4.7683717e-08,94.579285,239969,16.220253,1.8354603,-13.372799,[  1.078 -11.773 -41.029  29.449 -42.92 ],105,861.7302267551422
36.02003,100,15.47855,66.09804,10600,18.51,1.1617341,7.373269,21.860985,2919.561,66.09804,-109.82835949336933,3.3187866e-06,121.17566,241820,22.059227,1.934294,-13.257483,[  1.078 -11.773 -41.029  29.449 -43.063],106,868.6292142868042
