InitialReturnMax,J_sample_variance,StdIW,ReturnMeanIW,Iteration,InitialReturnMean,MaxIW,MeanIW,MinIW,InitialReturnMin,EmpiricalD2,Weights,Bound,TimeElapsed,EpisodesSoFar,EpLenMean,TimestepsSoFar,EpRewMean,InitialReturnStd,InitialBound,EpThisIter
2.5351334,3924742.5,5.09914,623.3803,102,1.6784668e-06,58.48152,1.4470725,8.5389195e-07,-2.9397202,3954632.2,[ 0.083  0.314 -0.411  1.194 -1.341],623.3803,1095.6780128479004,10200,21.4,266766,-116.18412713542668,1.0706322,443.09473,100
2.501297,2476732.0,4.8670855,519.08527,103,-1.1444092e-05,96.43218,1.3671368,0.0021726568,-3.1485977,67.25276,[ 0.065  0.362 -0.38   1.232 -1.338],519.08527,1105.31800532341,10300,23.35,269101,-118.15298392370558,1.1295487,406.3263,100
3.0656815,181361.4,1.1585586,505.1993,104,-1.4724731e-05,7.697633,1.2261374,0.03775359,-2.8802872,2.9726527,[ 0.031  0.341 -0.384  1.237 -1.348],505.1993,1114.917812347412,10400,22.65,271366,-117.45608877258199,1.0508802,418.8396,100
3.7903824,3089476.2,4.5155334,550.2419,105,8.010864e-06,91.694565,1.3213803,7.9960024e-05,-2.3971863,1545.4926,[ 0.015  0.332 -0.39   1.275 -1.379],550.2419,1124.3140375614166,10500,22.58,273624,-117.5920692590213,1.1486008,420.86276,100
2.8426971,134147.16,0.90555066,468.28354,106,6.866455e-06,7.6759615,1.1035041,0.13328134,-3.0284348,2.2214549,[ 0.013  0.358 -0.353  1.232 -1.389],468.28354,1133.40811085701,10600,22.33,275857,-117.38064237214006,1.0312433,425.6908,100
2.5641098,2811403.8,5.339557,615.8324,107,1.5258789e-07,47.760105,1.6759317,0.00011962954,-3.0914536,1621.6178,[ 0.005  0.368 -0.343  1.202 -1.376],615.8324,1143.0630264282227,10700,24.14,278271,-118.95859821831314,1.0361655,393.16394,100
2.5298767,20060282.0,12.301909,791.15845,108,1.0757446e-05,137.00824,1.920465,4.8685233e-05,-2.4556198,1075.5789,[ 0.003  0.378 -0.312  1.202 -1.388],791.15845,1152.450031042099,10800,21.34,280405,-116.36083998093574,0.9487207,445.2353,100
2.8360596,727470.3,2.4511225,465.66788,109,-7.6293944e-08,24.951567,1.1762898,0.0029605392,-2.685318,8.609337,[ 0.04   0.403 -0.321  1.201 -1.429],465.66788,1161.8531181812286,10900,23.41,282746,-118.59582982668489,1.188343,406.6114,100
2.6522827,257264.08,1.4133139,494.55136,110,3.7384034e-06,11.158389,1.2041972,0.007526988,-3.1506271,3.5964432,[ 0.042  0.407 -0.333  1.176 -1.45 ],494.55136,1170.371952533722,11000,22.47,284993,-117.320616247841,1.0859922,422.34326,100
2.1596527,59056108.0,21.632612,1409.3376,111,-2.3651123e-06,667.453,3.6923103,4.2175702e-10,-2.901886,1283171500.0,[ 0.025  0.412 -0.324  1.141 -1.475],1409.3376,1180.2492289543152,11100,22.6,287253,-117.66727692227776,1.0930825,420.68478,100
3.3014069,269386660.0,49.154404,1731.1631,112,-5.340576e-07,2556.788,4.801437,3.4062563e-07,-2.9248047,24610394.0,[ 0.053  0.41  -0.289  1.104 -1.472],1731.1631,1190.8633530139923,11200,22.44,289497,-117.85272135002698,1.1110648,424.91553,100
2.2708511,2728904000.0,150.08455,5392.03,113,-4.272461e-06,1533.683,15.026168,2.7964892e-25,-3.0717773,inf,[ 0.038  0.352 -0.291  1.094 -1.462],5392.03,1200.7083654403687,11300,23.67,291864,-118.7636746174222,0.96119183,401.84924,100
3.1497192,111177736.0,26.507093,1179.0342,114,-7.705688e-06,427.7561,2.883225,2.102004e-19,-2.5879364,1.671086e+26,[ 0.082  0.341 -0.236  1.174 -1.426],1179.0342,1212.1014864444733,11400,22.54,294118,-117.98470715258897,1.0842534,423.16046,100
3.104004,391478.53,1.6513765,472.37354,115,-5.264282e-06,24.656298,1.0962125,0.0018445951,-2.5739136,10.355594,[ 0.092  0.393 -0.163  1.205 -1.43 ],472.37354,1222.5667369365692,11500,22.21,296339,-118.02595733868286,1.1841358,430.81754,100
3.9493866,96580.95,0.84830683,466.88568,116,1.9073486e-06,5.0350976,1.0750811,0.074578114,-2.8693542,1.9453586,[ 0.11   0.403 -0.15   1.206 -1.43 ],466.88568,1231.108823299408,11600,21.88,298527,-117.52007537493054,1.2020065,436.62125,100
2.6142807,29413942.0,17.063375,1122.0865,117,4.4250487e-06,410.9001,3.2317145,2.3112905e-05,-2.5573425,9111.242,[ 0.114  0.388 -0.149  1.21  -1.443],1122.0865,1240.1223447322845,11700,23.02,300829,-118.85829274029972,1.0370284,415.77197,100
2.8184204,15306104000.0,1091.6719,12444.243,118,-1.5792846e-05,238814.16,6.0536885,7.53475e-26,-2.5616837,inf,[ 0.142  0.416 -0.133  1.219 -1.427],12444.243,1250.1330966949463,11800,21.95,303024,-117.73837864724847,1.0913552,435.78058,100
3.2467957,16761787.0,9.961528,725.8061,119,4.8828124e-06,97.85232,1.6635807,5.6201254e-05,-2.7828827,422068.8,[ 0.183  0.534 -0.137  1.17  -1.425],725.8061,1260.9809226989746,11900,21.4,305164,-117.02552564619498,1.161823,446.30276,100
2.9088593,11858719.0,8.567629,686.3278,120,7.400513e-06,87.423584,1.586129,0.00014198205,-2.7014465,222.50203,[ 0.191  0.542 -0.107  1.236 -1.42 ],686.3278,1270.907553434372,12000,21.41,307305,-116.96928131116316,0.9210077,445.84354,100
2.7513885,3259103.0,4.0416727,720.5995,121,-3.1280517e-06,40.28002,1.5139449,0.00014299114,-2.1960983,16.814896,[ 0.194  0.563 -0.081  1.262 -1.446],720.5995,1279.7128467559814,12100,19.44,309249,-114.97892718658822,0.8921421,490.72552,100
3.423729,55642.84,0.60126525,463.82703,122,9.918213e-07,3.9632688,1.033101,0.093229845,-2.1376572,1.4659386,[ 0.192  0.572 -0.072  1.312 -1.465],463.82703,1289.1786782741547,12200,21.16,311365,-116.86473379080996,1.004518,451.6478,100
3.4611588,41959412.0,16.392826,1213.0107,123,4.119873e-06,145.54446,2.8567548,5.3802546e-07,-2.2022018,24537556.0,[ 0.193  0.563 -0.075  1.322 -1.471],1213.0107,1297.640418767929,12300,20.92,313457,-116.65177457826809,0.93144375,456.8966,100
2.3501892,760973440.0,65.16891,3976.8206,124,6.2561035e-06,630.9758,9.363884,4.9408644e-18,-1.8261185,2.8746565e+26,[ 0.155  0.599 -0.05   1.255 -1.474],3976.8206,1307.999191045761,12400,19.9,315447,-115.4463322970657,0.84158003,479.4652,100
3.213997,4276071.5,5.886339,580.22095,125,,82.53495,1.4531044,0.0005963987,-1.8158951,36.30804,[ 0.167  0.554 -0.004  1.341 -1.486],580.22095,1319.9517772197723,12500,22.23,317670,-118.02905869645238,1.0260335,430.3315,100
3.2058105,3964775.8,4.837282,726.43445,126,-4.272461e-06,86.89303,1.6123207,0.00039791153,-1.7426453,37059.816,[ 0.165  0.569  0.008  1.302 -1.512],726.43445,1329.5996761322021,12600,20.78,319748,-116.51675531946472,1.0679023,460.00446,100
2.8391495,301069.28,1.3762653,493.29898,127,4.043579e-06,11.790776,1.095584,0.026762968,-2.154396,3.075872,[ 0.093  0.602  0.012  1.242 -1.512],493.29898,1339.64799618721,12700,20.84,321832,-116.46020577228269,1.0098503,458.2156,100
2.9211655,18946972.0,12.218961,807.5947,128,3.2806397e-06,123.363815,2.0721211,3.9717807e-07,-1.6401825,2566632.8,[ 0.083  0.621  0.013  1.23  -1.515],807.5947,1349.5081946849823,12800,23.36,324168,-119.14326951052247,1.0037303,409.5382,100
2.7643356,31748996.0,14.22924,866.9205,129,-1.1444092e-06,148.52232,2.0899785,6.606311e-11,-2.3894196,7767430600000000.0,[ 0.088  0.661  0.032  1.226 -1.522],866.9205,1359.221825838089,12900,21.47,326315,-117.12200756010188,1.0166929,444.95288,100
2.7029037,47939816.0,18.982,1025.1069,130,-7.3242186e-06,192.2844,2.6167498,5.593982e-07,-2.2402496,1120663.5,[ 0.088  0.688  0.079  1.252 -1.538],1025.1069,1369.636860370636,13000,22.72,328587,-118.28057793170404,0.98988235,420.2334,100
2.4644394,201495660.0,34.30883,1798.7689,131,-6.1798096e-06,708.3746,4.192469,2.2960032e-06,-1.820221,131626.52,[ 0.093  0.729  0.094  1.241 -1.545],1798.7689,1378.790545463562,13100,20.2,330607,-115.59776714766069,0.8317024,471.76068,100
3.192627,199904.73,1.0351981,500.80334,132,6.027222e-06,6.201024,1.0871905,0.018381486,-1.8686981,3.4839354,[ 0.082  0.74   0.059  1.227 -1.548],500.80334,1388.712917804718,13200,20.54,332661,-115.85267350197837,0.8450154,463.64243,100
3.6925888,710796160.0,68.70773,2741.3225,133,-9.994506e-06,703.1677,6.885654,2.4445812e-10,-1.9914856,4.631357e+22,[ 0.063  0.751  0.052  1.257 -1.549],2741.3225,1397.5313329696655,13300,20.96,334757,-116.39461610623495,0.8954456,454.8673,100
3.0262375,2622625.5,4.0180244,615.55927,134,-8.163453e-06,31.604025,1.3690957,6.674217e-05,-2.097046,161.56754,[ 0.016  0.758 -0.014  1.25  -1.45 ],615.55927,1407.8406927585602,13400,20.77,336834,-116.27052100677598,0.9325485,459.28674,100
3.0113144,3682918.2,4.955721,706.4271,135,-2.670288e-06,34.747433,1.7107068,0.0021865005,-1.9406738,99.33166,[ 0.014  0.728 -0.021  1.268 -1.451],706.4271,1416.4542770385742,13500,21.84,339018,-117.43601189777506,0.99659663,437.2253,100
3.6694717,1742384.4,3.2183306,612.37396,136,2.2125244e-06,21.947062,1.3334436,0.0033924982,-1.7485809,14.876656,[ 0.012  0.752 -0.035  1.285 -1.454],612.37396,1425.0492687225342,13600,19.86,341004,-115.30401153873576,0.95596975,480.00336,100
2.157219,6171811300.0,213.99603,8145.72,137,-6.790161e-06,2205.7861,21.623,4.843042e-08,-1.7556763,8551956.0,[ 0.045  0.766 -0.033  1.281 -1.469],8145.72,1434.5101492404938,13700,20.98,343102,-116.44684635162443,0.7652892,454.56073,100
3.004448,111606570.0,25.988764,1380.0336,138,6.027222e-06,265.27426,3.1898022,1.0679698e-06,-1.9374008,1249604.0,[ 0.048  0.771 -0.076  1.271 -1.486],1380.0336,1444.8730742931366,13800,20.13,345115,-115.42745068252547,1.0281267,473.01288,100
2.5535583,90992120.0,24.768528,1227.5349,139,-3.2043456e-06,253.43108,3.0392694,1.1936883e-07,-2.139862,155224.19,[ 0.07   0.805 -0.074  1.225 -1.469],1227.5349,1454.7341277599335,13900,21.49,347264,-116.77878619723805,0.9245371,443.1559,100
2.783226,8092065.0,6.514396,767.0621,140,-5.7983398e-06,130.1315,1.6616733,1.0019806e-06,-2.1337433,292797.6,[ 0.103  0.797 -0.11   1.227 -1.466],767.0621,1464.4965827465057,14000,20.55,349319,-115.77703051224493,0.75602096,463.05722,100
2.3722153,410450.47,1.3564749,614.76666,141,2.7465821e-06,28.756157,1.2149073,0.018101756,-1.8048782,3.9203005,[ 0.113  0.792 -0.077  1.239 -1.475],614.76666,1473.489500284195,14100,18.56,351175,-113.80543015463147,0.85662603,512.5799,100
2.8779907,170201090000.0,957.44965,41573.887,142,3.6621093e-06,9739.553,95.72945,6.543636e-10,-1.8786469,29225470000.0,[ 0.124  0.8   -0.067  1.26  -1.473],41573.887,1482.1758053302765,14200,19.82,353157,-115.15831021844659,0.75576943,480.4963,100
3.7498093,1295150300.0,88.105034,4685.456,143,4.348755e-06,871.1686,11.108549,8.738126e-08,-2.7481003,194344290000.0,[ 0.146  0.827 -0.104  1.257 -1.485],4685.456,1493.9890532493591,14300,20.64,355221,-115.86458884345397,0.9689025,461.04886,100
2.7814026,21497762.0,10.989275,894.15234,144,3.1280517e-06,131.52089,1.9698786,6.74597e-07,-3.0600204,112542536.0,[ 0.112  0.826 -0.142  1.179 -1.454],894.15234,1503.9967069625854,14400,19.75,357196,-114.78554639059381,1.046245,480.96387,100
2.5816727,3638756.2,4.3475175,665.5065,145,-3.3569336e-06,29.754704,1.3904188,0.0010728996,-1.9181595,259.48517,[ 0.079  0.888 -0.132  1.234 -1.444],665.5065,1513.9538853168488,14500,19.54,359150,-114.70556429815738,0.87560564,486.64752,100
3.12986,91899170.0,21.940002,1344.4119,146,9.155274e-06,454.24408,2.9894238,4.9356104e-06,-1.9427948,355816.8,[ 0.045  0.907 -0.102  1.248 -1.435],1344.4119,1524.7308564186096,14600,19.82,361132,-114.76872627270151,0.9597144,478.8917,100
2.6227646,30982600.0,13.201152,1283.7717,147,2.4414062e-06,109.940445,2.8690372,9.40564e-05,-2.22126,385.79147,[ 0.047  0.929 -0.08   1.192 -1.431],1283.7717,1536.3569450378418,14700,19.17,363049,-114.22497320899116,0.89991057,495.50745,100
2.7092056,47620956.0,14.715248,1072.1085,148,-1.4953614e-05,247.27896,2.2078385,1.3890482e-08,-1.4691772,5708964.0,[ 0.054  0.957 -0.089  1.181 -1.443],1072.1085,1547.1955711841583,14800,18.73,364922,-113.83048075004919,0.8135158,507.2887,100
2.1867294,1591020.6,2.8651888,598.2676,149,4.5013426e-06,20.769001,1.2355179,0.0003024032,-2.1315536,151748.48,[ 0.042  0.971 -0.043  1.237 -1.455],598.2676,1559.3270118236542,14900,19.0,366822,-114.13332795534713,0.7885777,500.25214,100
3.3084717,97951600.0,21.948582,1728.4153,150,3.5858154e-06,386.51382,3.7610931,7.726018e-06,-1.6637421,16248.776,[ 0.166  0.935 -0.029  1.203 -1.417],1728.4153,1570.975304365158,15000,19.46,368768,-114.56525916139213,0.86162734,488.38538,100
2.6201248,157295660.0,27.99725,1710.0665,151,4.5013426e-06,284.03906,3.6098132,1.6686528e-07,-1.5390549,2776867000.0,[ 0.179  0.939 -0.003  1.268 -1.438],1710.0665,1583.2154471874237,15100,19.11,370679,-114.21491630633598,0.8392589,497.28677,100
2.260933,1157167.4,2.3959641,629.1564,152,3.5858154e-06,19.45692,1.3238959,0.004195313,-1.3746262,18.65433,[ 0.188  0.964  0.038  1.27  -1.395],629.1564,1596.0835132598877,15200,19.65,372644,-114.86227588722497,0.7879452,484.0896,100
2.8433075,6459457.5,5.6732326,710.06647,153,-3.0517577e-07,54.98477,1.4575319,7.669996e-06,-1.419281,8047.5713,[ 0.177  0.959  0.033  1.22  -1.361],710.06647,1607.2838056087494,15300,18.86,374530,-113.850111385235,0.8483246,503.34467,100
3.079193,10389311.0,7.4197974,1067.6819,154,1.0681152e-06,123.042465,2.2466276,3.9586743e-05,-1.93853,304.489,[ 1.777e-01  9.384e-01 -5.933e-04  1.248e+00 -1.358e+00],1067.6819,1618.8727872371674,15400,18.92,376422,-114.12225829521368,0.7636156,502.6574,100
3.1369934,2788269.2,3.7110362,656.13153,155,-1.0757446e-05,68.23412,1.3394204,0.0017770224,-1.9215927,93.68254,[ 0.182  0.932 -0.031  1.293 -1.379],656.13153,1630.5848107337952,15500,19.14,378336,-114.36962868763591,0.86770517,497.01553,100
1.9390564,13933948.0,8.562298,857.5537,156,1.2359619e-05,166.4747,1.8084893,0.00030703505,-1.7035522,220.44055,[ 0.175  0.95  -0.022  1.239 -1.369],857.5537,1642.1275799274445,15600,19.08,380244,-114.27481292398905,0.6863964,498.436,100
2.6172943,897637.44,2.1487052,554.80835,157,-1.1901855e-05,18.900587,1.18615,0.0036840464,-1.5870514,16.783037,[ 0.202  0.913 -0.04   1.251 -1.362],554.80835,1653.3405447006226,15700,20.13,382257,-115.26264082185155,0.8787463,472.2896,100
3.6199036,808902900.0,70.54201,2977.8784,158,7.6293944e-08,721.2763,7.2401123,8.237843e-10,-1.3515167,48251970000000.0,[ 0.198  0.918 -0.012  1.243 -1.354],2977.8784,1664.2980954647064,15800,20.48,384305,-115.56703806987484,0.83284384,464.0805,100
2.8349,116572.58,0.8245652,525.6398,159,8.7738035e-06,5.6923156,1.1087474,0.14489244,-1.6212616,1.575029,[ 0.131  0.94  -0.074  1.204 -1.376],525.6398,1677.6029872894287,15900,19.79,386284,-114.79305457970065,0.88892,479.82675,100
2.7413254,87892.82,0.65209,529.34595,160,6.3323973e-06,4.18404,1.085301,0.06274689,-2.134758,1.4898043,[ 0.172  0.931 -0.073  1.189 -1.405],529.34595,1688.0677032470703,16000,19.31,388215,-114.42127363597803,0.8558253,492.179,100
3.5713959,106409740.0,23.896692,1216.3679,161,-1.3046265e-05,267.82797,2.6966715,1.5581902e-08,-1.3929672,1.923308e+16,[ 0.161  0.936 -0.075  1.215 -1.434],1216.3679,1698.3326880931854,16100,19.98,390213,-115.21501861516599,0.8992165,476.2439,100
2.1847305,541916.6,1.7941058,571.90845,162,-3.890991e-06,16.496717,1.1571305,0.022067782,-1.6886444,3.2194102,[ 0.161  0.942 -0.021  1.219 -1.446],571.90845,1710.5528101921082,16200,18.76,392089,-113.95903588925177,0.754105,506.93365,100
3.7556229,158108560.0,29.516954,2629.6394,163,5.722046e-06,280.94257,5.899925,3.205679e-07,-1.87854,543567.4,[ 0.128  0.945 -0.029  1.241 -1.464],2629.6394,1722.2501156330109,16300,19.11,394000,-114.24104091175717,1.0141155,497.38394,100
2.6489716,4206552000.0,158.65665,6582.3125,164,-3.2806397e-06,1630.2617,15.7642975,3.6238947e-20,-1.9272995,4.611309e+22,[ 0.174  0.983 -0.032  1.259 -1.467],6582.3125,1734.812914609909,16400,19.31,395931,-114.39308254453408,0.7302,492.03674,100
3.15522,52589950000.0,502.52487,22972.627,165,2.0599366e-06,5436.2637,50.056774,4.165618e-30,-1.9398422,inf,[ 0.194  0.945  0.006  1.368 -1.511],22972.627,1748.7000451087952,16500,18.92,397823,-113.89652827365394,0.87881017,501.69525,100
2.2593384,181214.97,0.9923282,538.926,166,-5.0354006e-06,5.3534503,1.1039691,0.07349827,-1.9743195,2.3863244,[ 0.219  1.009  0.092  1.439 -1.519],538.926,1764.1080331802368,16600,19.24,399747,-114.52152680632906,0.72453487,494.6861,100
2.3998947,37457445000.0,489.91025,19428.736,167,-1.6021728e-06,5034.708,48.39295,2.410242e-21,-1.7925186,inf,[ 0.246  1.012  0.097  1.443 -1.528],19428.736,1774.3801877498627,16700,20.11,401758,-115.40112181747864,0.83835083,473.42862,100
3.6211166,115185.2,0.80141777,500.3646,168,4.348755e-06,5.3174,1.064245,0.06120195,-1.8212585,1.8191298,[ 0.237  0.953  0.03   1.333 -1.41 ],500.3646,1789.3211479187012,16800,20.25,403783,-115.38259628688394,1.0122416,469.52588,100
3.0176163,2552961.2,3.241992,674.5658,169,-3.7384034e-06,45.90026,1.3053414,0.007992389,-1.5944672,15.412955,[ 0.259  0.949  0.021  1.323 -1.42 ],674.5658,1799.3607733249664,16900,18.38,405621,-113.34407996470476,0.8892654,516.283,100
3.6175995,1901003.1,3.1033478,678.18634,170,1.9073486e-06,28.11819,1.4214113,0.0006793465,-1.7822418,23.765688,[ 0.26   0.935  0.002  1.285 -1.441],678.18634,1810.7914624214172,17000,19.45,407566,-114.53673360294016,0.76718724,488.53775,100
3.0692673,1940015.0,3.366096,632.06274,171,-6.4849855e-06,266.66733,1.1199825,5.0475666e-07,-2.0401917,410417.9,[ 0.324  0.909  0.021  1.272 -1.427],632.06274,1822.0446088314056,17100,18.34,409400,-113.37710865263487,0.82642245,517.76215,100
2.3784256,227226750.0,34.925503,2018.4258,172,-7.705688e-06,354.08478,4.445,2.3331555e-07,-1.7947006,997714.25,[ 0.302  0.91   0.054  1.305 -1.438],2018.4258,1833.189828157425,17200,18.75,411275,-114.00986966451767,0.77443993,507.45096,100
3.0843124,300353200.0,39.709145,2100.2021,173,-4.196167e-06,800.7584,4.713599,7.921123e-10,-1.4850311,739971100000000.0,[ 3.022e-01  8.926e-01  1.166e-03  1.307e+00 -1.443e+00],2100.2021,1845.7756712436676,17300,20.48,413323,-115.72071235277363,0.77544165,464.6932,100
3.163948,5621348.0,6.0939784,685.1496,174,-7.93457e-06,62.264534,1.5419706,0.00019682295,-1.5541534,179.5696,[ 0.284  0.868 -0.065  1.294 -1.444],685.1496,1859.0200290679932,17400,20.27,415350,-115.34573376225647,0.7915414,468.82974,100
2.9144135,29607980.0,11.9835005,1320.3964,175,1.6784668e-06,170.97586,2.7474825,6.078302e-08,-1.6251144,52419650000.0,[ 0.289  0.845 -0.048  1.287 -1.447],1320.3964,1871.1830840110779,17500,18.9,417240,-114.12100344787709,0.91483873,503.27457,100
2.953102,2307920.0,3.5535822,636.16187,176,-2.4414062e-06,48.843803,1.3433744,0.008260676,-1.6327133,9.042166,[ 0.273  0.838 -0.023  1.206 -1.412],636.16187,1882.9362177848816,17600,19.43,419183,-114.85046211333467,0.8073092,490.4568,100
2.7040482,11138926.0,7.4631824,934.8023,177,5.722046e-06,74.47691,1.9783028,5.4053244e-06,-1.4513702,2634.6257,[ 0.22   0.863 -0.002  1.198 -1.454],934.8023,1894.5698812007904,17700,18.62,421045,-113.89818424104864,0.820969,511.08496,100
3.053505,3773860.2,4.964964,740.968,178,4.043579e-06,50.816895,1.6817034,0.0006625863,-1.2558746,54.3088,[ 0.211  0.913  0.007  1.206 -1.464],740.968,1907.5006449222565,17800,20.65,423110,-115.84361831474817,0.7725489,460.6785,100
2.5765762,246883490.0,40.77795,1833.8474,179,-2.2125244e-06,423.07895,4.4805717,3.0010784e-05,-1.6661987,5757.2944,[ 0.198  0.907  0.028  1.215 -1.47 ],1833.8474,1917.701117515564,17900,19.16,425026,-114.26482221059963,0.87813014,495.98474,100
3.1602936,4092756.2,5.206733,664.0773,180,-2.822876e-06,54.781845,1.4850945,0.00031696542,-1.7095947,47.653843,[ 0.19   0.91  -0.002  1.182 -1.473],664.0773,1929.846180677414,18000,20.01,427027,-115.02003280690784,0.8343215,474.61273,100
3.1028366,107028650.0,25.156801,1385.5387,181,6.866455e-06,430.68716,3.1062815,4.136387e-15,-1.5448914,6.054311e+17,[ 0.189  0.906  0.024  1.177 -1.491],1385.5387,1940.8650751113892,18100,18.8,428907,-113.83874445626824,0.8405463,505.16046,100
2.3829727,8437139.0,6.7301106,961.21606,182,1.3275147e-05,47.158295,2.059284,0.00015887184,-1.5462341,152.85953,[ 0.178  0.864  0.074  1.169 -1.499],961.21606,1953.6389751434326,18200,19.32,430839,-114.4956290914988,0.7957876,492.1945,100
2.990593,1329474.9,2.9102948,523.5627,183,1.2969971e-06,28.797659,1.1912948,0.0033785617,-1.3660812,68.16969,[ 0.169  0.834  0.079  1.151 -1.506],523.5627,1965.6167573928833,18300,21.23,432962,-116.41415269562737,0.75394064,448.12527,100
2.9073257,3147702.5,4.4773955,707.6166,184,-8.392334e-07,29.56987,1.5510831,0.00093514344,-2.4079208,188.68431,[ 0.179  0.846  0.095  1.131 -1.505],707.6166,1976.1421473026276,18400,19.58,434920,-114.76612821400917,0.99788094,485.7406,100
3.287857,95719496.0,23.462906,1701.2043,185,-5.340576e-07,187.69379,3.8804638,7.294419e-05,-1.8178787,6219.983,[ 0.149  0.827  0.087  1.144 -1.516],1701.2043,1987.4779706001282,18500,19.64,436884,-114.87711934931669,0.8878043,484.47495,100
2.805832,14064658.0,9.14998,788.6896,186,1.6784668e-06,91.04896,1.7552425,1.33802705e-05,-2.2621384,836.6943,[ 0.141  0.798  0.102  1.153 -1.528],788.6896,2000.1818792819977,18600,20.08,438892,-115.35211354007043,0.9184928,474.044,100
1.9400787,6341822.5,6.5660787,755.25146,187,1.5258789e-07,58.5112,1.7168947,1.7778393e-05,-1.9573135,639.97314,[ 0.183  0.819  0.097  1.167 -1.526],755.25146,2012.4369637966156,18700,20.28,440920,-115.77821574047707,0.73142797,470.29367,100
2.461563,194837.7,1.1633918,485.23083,188,7.6293946e-07,8.4212055,1.1193922,0.017740363,-2.0231094,3.9612958,[ 0.195  0.787  0.082  1.176 -1.544],485.23083,2023.8991844654083,18800,21.59,443079,-116.85335808749792,0.8565391,441.01498,100
3.3342133,2151583.5,3.1119025,644.3273,189,4.043579e-06,50.28701,1.3116103,0.0005192822,-2.070343,49.48479,[ 0.186  0.783  0.093  1.185 -1.543],644.3273,2033.6720886230469,18900,19.04,444983,-114.20196447526864,0.8864339,499.36026,100
3.0074387,2828501.2,4.3005586,635.1781,190,2.670288e-06,38.093468,1.3970044,0.0009058096,-1.9844742,34.717205,[ 0.189  0.786  0.117  1.218 -1.562],635.1781,2044.6536581516266,19000,20.1,446993,-115.52413026479812,0.85017866,474.1921,100
2.0509796,13205363.0,8.565834,723.75616,191,-1.3198853e-05,96.05325,1.6197,0.0012986958,-2.1568146,749.2227,[ 0.261  0.773  0.129  1.202 -1.577],723.75616,2056.690288543701,19100,20.52,449045,-115.87928286456962,0.7824339,464.28403,100
3.4369202,118280664.0,24.95266,1405.5747,192,-7.3242186e-06,435.37558,3.1349978,4.2381093e-10,-2.3870697,1388639000000000.0,[ 0.246  0.772  0.111  1.16  -1.551],1405.5747,2068.904678583145,19200,20.11,451056,-115.1750913849837,1.0577672,472.53363,100
2.5824203,19026802.0,11.894308,922.24927,193,-7.705688e-06,114.19869,2.2340968,8.373311e-06,-2.07827,33376.133,[ 0.309  0.761  0.151  1.078 -1.512],922.24927,2082.330253124237,19300,21.28,453184,-116.43781420666035,0.78020793,446.9804,100
2.102005,132584970.0,31.331427,1403.9667,194,-7.705688e-06,327.1615,3.422116,1.4979912e-06,-2.1599045,34521.406,[ 0.289  0.747  0.148  1.132 -1.53 ],1403.9667,2094.4132521152496,19400,18.72,455056,-113.85016917427251,0.8819307,507.72156,100
2.8152313,10397240000.0,256.57153,10614.844,195,3.0517579e-06,2632.4268,26.12654,3.611657e-05,-2.2383652,11311.696,[ 0.29   0.786  0.147  1.102 -1.563],10614.844,2107.673292160034,19500,19.97,457053,-115.23429841641128,0.9026248,476.62277,100
2.6850128,110652690.0,22.50612,1521.6133,196,-5.722046e-06,1402.6874,3.0312161,4.4451026e-06,-1.8472519,5078205.5,[ 0.331  0.78   0.152  1.042 -1.575],1521.6133,2122.207535266876,19600,18.73,458926,-113.7134965263561,0.93539816,506.7865,100
2.359558,27923850.0,13.812111,1175.5609,197,-2.5177003e-06,157.81332,2.8456306,2.4503515e-06,-2.1573715,2519.7725,[ 0.33   0.761  0.182  1.043 -1.53 ],1175.5609,2135.3598470687866,19700,21.11,461037,-116.4017205187844,0.8088303,451.09174,100
2.9730072,817822.44,2.24112,568.3808,198,7.6293944e-08,23.905281,1.2276496,0.0020194014,-2.0648422,14.887402,[ 0.353  0.785  0.183  1.014 -1.544],568.3808,2148.7720448970795,19800,20.04,463041,-115.04639663249617,1.0040894,473.89026,100
2.05822,746105.75,2.146729,535.02704,199,-4.196167e-06,16.264894,1.1997169,0.009518408,-2.3547134,8.492498,[ 0.35   0.768  0.19   1.028 -1.551],535.02704,2159.514838695526,19900,20.78,465119,-115.87586463950143,0.8359827,457.44266,100
3.2948532,7035272.5,6.045962,721.5897,200,7.6293946e-07,59.552956,1.4725834,1.1279455e-05,-2.3697586,3158.7688,[ 0.377  0.779  0.191  1.044 -1.542],721.5897,2170.5689828395844,20000,18.9,467009,-113.91510523468651,1.015939,502.38577,100
2.0827332,16743428.0,9.456925,829.0751,201,3.5858154e-06,163.93065,1.7631576,4.209243e-07,-2.07547,431763.38,[ 0.372  0.781  0.157  1.027 -1.502],829.0751,2182.5156276226044,20100,19.22,468931,-114.16278231157916,0.8843929,493.7287,100
2.799881,8660784000.0,223.17067,9616.374,202,-5.1879883e-06,2291.4268,22.46274,1.0963541e-06,-1.9586716,175642.73,[ 0.391  0.814  0.145  1.005 -1.509],9616.374,2194.155999660492,20200,18.79,470810,-113.88190708869331,0.904898,505.64615,100
2.5811157,1022855.94,2.4616168,586.5382,203,-3.2806397e-06,34.272793,1.2569793,0.003946025,-2.2592545,16.687576,[ 0.347  0.78   0.151  1.001 -1.507],586.5382,2209.259862422943,20300,20.07,472817,-115.08493873423642,0.9541422,473.23035,100
