InitialBound,InitialReturnMin,EpLenMean,TimeElapsed,MaxIW,EmpiricalD2,TimestepsSoFar,MeanIW,EpThisIter,InitialReturnMax,EpRewMean,Iteration,InitialReturnStd,InitialReturnMean,J_sample_variance,EpisodesSoFar,Weights,Bound,StdIW,MinIW,ReturnMeanIW
172.08461,-21.333038,42.59,1624.4733018875122,46.043343,55.132797,413180,1.2041554,100,45.132477,-105.00372759884634,103,15.263981,-4.043579e-06,111491.484,10300,[-0.391 -1.161 -0.667 -0.787 -1.06 ],221.50462,2.2719283,0.002921985,221.50462
172.14648,-19.830818,42.35,1638.7025353908539,70.43781,295.2732,417415,1.4729806,100,61.21649,-104.33004618816629,104,15.474553,2.670288e-07,431700.66,10400,[-0.41  -1.151 -0.667 -0.753 -1.046],213.21208,6.9213104,0.0003029583,213.21208
172.02765,-19.034973,42.84,1651.9397687911987,281.19345,26831.14,421699,2.8612132,100,39.88438,-105.67718469956135,105,14.8293495,-2.9754638e-06,6636961.0,10500,[-0.405 -1.156 -0.703 -0.763 -1.044],363.6419,23.806364,2.290597e-06,363.6419
166.53682,-21.177681,43.39,1667.0099802017212,492.5744,2217989.8,426038,2.9603157,100,38.91676,-103.86567818142188,106,15.51847,-1.4877319e-06,21144230.0,10600,[-0.412 -1.113 -0.667 -0.781 -1.053],644.8828,20.864084,1.2735894e-06,644.8828
160.69418,-23.193726,45.26,1683.6323993206024,1732.0522,9505279000.0,430564,6.2871337,100,33.876034,-105.70458978408001,107,14.207145,-8.010864e-07,38067960.0,10700,[-0.327 -1.111 -0.594 -0.768 -1.047],826.3496,46.954628,4.6301515e-10,826.3496
166.56221,-21.08487,44.42,1700.1435022354126,1305.6155,3004.5388,435006,12.200177,100,32.66824,-106.92577347929729,108,13.146534,3.0899048e-06,135057090.0,10800,[-0.347 -1.178 -0.601 -0.758 -1.037],1259.3802,123.04216,1.5022215e-06,1259.3802
147.32121,-25.222832,48.0,1717.254183292389,52.938583,276.776,439806,1.7516116,100,48.44568,-104.5233420708667,109,15.338274,-4.0817263e-06,271837.44,10900,[-0.264 -1.144 -0.542 -0.778 -1.125],213.87238,5.3553033,0.00026276204,213.87238
145.04079,-21.683037,49.93,1732.3144216537476,98.89522,287.27557,444799,1.5111717,100,26.515282,-107.83922025608413,110,11.798785,3.5858154e-06,327829.6,11000,[-0.258 -1.151 -0.521 -0.762 -1.138],216.90343,5.685061,4.390516e-05,216.90343
154.4971,-25.61692,46.98,1746.9253380298615,18.523678,12.271707,449497,1.1107069,100,34.05071,-106.47439055498945,111,13.720084,3.8146973e-06,77121.484,11100,[-0.266 -1.166 -0.547 -0.792 -1.143],175.83199,2.071445,0.002152097,175.83199
169.20288,-19.74163,44.17,1760.0924332141876,803.26447,9074.468,453914,4.730054,100,31.462364,-107.87683913865591,112,12.354382,-2.4032593e-06,36521260.0,11200,[-0.265 -1.163 -0.565 -0.798 -1.155],739.05566,41.289402,4.7489684e-05,739.05566
154.39523,-20.962189,47.7,1777.2496583461761,16.68037,14.464286,458684,1.2474277,100,36.93428,-108.57775010386467,113,13.098286,3.3187866e-06,66099.28,11300,[-0.194 -1.202 -0.529 -0.813 -1.12 ],176.66675,2.4708228,0.0070138304,176.66675
152.42021,-19.143578,48.12,1792.1502749919891,2547.3774,86168540.0,463496,9.644902,100,34.178997,-108.37184782098112,114,11.643743,-2.4032593e-06,74732240.0,11400,[-0.184 -1.229 -0.537 -0.807 -1.108],934.6245,99.10188,1.6993698e-09,934.6245
150.75107,-14.769875,49.43,1810.444538116455,6.1338925,1.8430705,468439,1.1001227,100,44.51298,-110.53042058241714,115,8.933734,-5.722046e-07,8352.068,11500,[-0.228 -1.242 -0.516 -0.783 -1.104],160.60617,0.79871905,0.048936326,160.60617
163.98932,-13.665848,46.7,1825.1964123249054,126.89784,1029534.6,473109,2.5339324,100,23.34795,-112.01005107837338,116,7.498038,4.5776366e-07,2318313.5,11600,[-0.228 -1.229 -0.509 -0.767 -1.111],325.5498,14.082548,5.543041e-08,325.5498
140.24545,-22.389061,52.3,1842.3024337291718,16.126158,3.7731957,478339,1.2134316,100,26.7672,-110.56032145038327,117,8.975849,5.0354006e-06,22252.455,11700,[-0.242 -1.208 -0.477 -0.787 -1.095],161.35143,1.6144986,0.013907013,161.35143
146.31467,-18.556305,51.04,1859.2132725715637,665.3329,9569322.0,483443,5.24706,100,25.445957,-111.82962920014675,118,8.352936,-4.043579e-06,18921924.0,11800,[-0.247 -1.248 -0.488 -0.797 -1.125],529.4826,53.09261,3.4833042e-07,529.4826
123.40664,-15.683067,59.48,1878.9185690879822,273.52707,363.6676,489391,3.1948445,100,18.990623,-114.82855632140685,119,6.965659,-9.536743e-07,3747549.5,11900,[-0.265 -1.291 -0.466 -0.805 -1.127],311.67947,24.165821,7.946157e-05,311.67947
115.11613,-22.704048,63.61,1898.6053516864777,1730.9805,417248.2,495752,14.36546,100,22.902027,-116.76105994512726,120,7.0690293,-3.8146972e-08,72337224.0,12000,[-0.227 -1.289 -0.423 -0.804 -1.177],932.72394,144.30663,3.3492715e-06,932.72394
109.23129,-17.159424,67.38,1920.174075603485,461.57013,30247.268,502490,4.4315615,100,14.363266,-119.69419659392894,121,6.567092,-2.4795531e-06,2483646.8,12100,[-0.191 -1.318 -0.384 -0.821 -1.137],294.42627,29.225101,5.547272e-06,294.42627
106.78287,-28.612091,67.3,1942.6864624023438,804.65375,10605602.0,509220,6.6379395,100,21.547752,-116.39674928273044,122,7.887749,1.7547608e-06,9664642.0,12200,[-0.16  -1.306 -0.359 -0.846 -1.133],430.52176,58.557987,8.737822e-07,430.52176
108.518845,-19.691833,65.1,1965.09481215477,66664.87,555616600.0,515730,543.73346,100,35.728928,-113.44829812601887,123,9.501166,-3.3569336e-06,36024304000.0,12300,[-0.17  -1.321 -0.39  -0.884 -1.127],19024.838,5990.2246,3.2355753e-13,19024.838
103.39426,-22.411133,69.29,1989.4306874275208,266.295,19770.646,522659,2.1767464,100,14.198067,-117.14733092071498,124,7.094464,-1.6784668e-06,417803.28,12400,[-0.269 -1.375 -0.407 -0.903 -1.161],183.65988,10.751443,9.542616e-06,183.65988
109.153786,-20.759281,64.68,2009.7181832790375,62.67528,45.849106,529127,1.7348406,100,20.472466,-112.54089041404308,125,7.6846538,-3.6239624e-06,105318.586,12500,[-0.252 -1.386 -0.43  -0.925 -1.167],157.32976,5.737764,0.00053536246,157.32976
107.81177,-20.538055,66.44,2029.6527280807495,654.7275,80943.43,535771,1.0133512,100,29.376652,-115.33858874661901,126,7.59455,-3.852844e-06,644351.25,12600,[-0.222 -1.378 -0.401 -0.91  -1.165],175.97748,7.6403265,3.993177e-06,175.97748
108.24743,-20.221878,64.3,2049.7049808502197,606.3812,353286.56,542201,1.1768618,100,27.356747,-111.00917214438685,127,9.320605,-2.9754638e-06,1591761.6,12700,[-0.256 -1.339 -0.414 -0.915 -1.17 ],233.81337,10.47917,1.1334503e-07,233.81337
102.8522,-18.248085,67.58,2071.55433511734,1378.544,1761275.2,548959,4.647321,100,29.091179,-112.51085488991798,128,8.924328,-2.5558472e-06,9376576.0,12800,[-0.3   -1.348 -0.4   -0.927 -1.176],369.5092,44.640667,5.681798e-07,369.5092
90.564644,-23.057793,74.49,2094.364990234375,69.29434,53.72367,556408,1.5858645,100,36.30236,-112.22520175457294,129,10.388252,3.0517577e-07,39611.05,12900,[-0.304 -1.334 -0.362 -0.934 -1.171],119.65188,5.558758,0.0009613022,119.65188
85.21704,-25.45147,78.67,2116.552700281143,5.165571,2.3230224,564275,1.0531497,100,32.39517,-113.1729720351752,130,10.7597885,-9.536743e-08,3270.014,13000,[-0.311 -1.356 -0.363 -0.93  -1.151],91.412315,0.8975862,0.075763136,91.412315
83.515915,-26.534138,80.3,2138.9172270298004,3731.3608,57825660.0,572305,2.427508,100,30.607548,-113.53470633837367,131,10.963881,9.155273e-07,29379808.0,13100,[-0.31  -1.369 -0.357 -0.942 -1.149],582.25757,51.650887,8.622219e-08,582.25757
85.85399,-19.093418,75.68,2163.9507982730865,207.05331,8363.504,579873,1.4854927,100,26.917814,-108.30644723183408,132,11.158359,-6.3705443e-06,287275.62,13200,[-0.303 -1.338 -0.343 -0.961 -1.167],117.5095,9.207483,1.5345531e-05,117.5095
76.47676,-25.070946,84.59,2188.184406518936,3320.172,1534854600000000.0,588332,29.17946,100,40.413094,-111.45834168015354,133,11.849666,1.7166137e-06,30135888.0,13300,[-0.292 -1.369 -0.32  -0.972 -1.178],591.4858,308.91745,3.4294437e-13,591.4858
91.036316,-23.41755,72.61,2211.9738693237305,1447.8237,6.4284746e+22,595593,0.49151564,100,39.498787,-108.42756941243125,134,10.617942,-2.8991699e-06,6767786.0,13400,[-0.258 -1.338 -0.342 -0.968 -1.18 ],296.62653,13.343721,1.906976e-16,296.62653
105.40881,-21.7873,62.79,2232.890111923218,47.89594,38.320354,601872,1.4385686,100,31.227346,-104.97899848671693,135,12.793041,-3.3950805e-06,55658.434,13500,[-0.257 -1.352 -0.361 -1.037 -1.197],128.69481,4.0766597,0.0003998495,128.69481
108.43864,-17.839512,61.6,2252.584687232971,2664.848,4464370000000.0,608032,23.29915,100,38.7986,-105.01285803748948,136,9.677238,-9.536743e-07,276005400.0,13600,[-0.286 -1.365 -0.38  -1.027 -1.202],1712.8751,233.95448,9.8528796e-11,1712.8751
105.34865,-21.896687,64.25,2274.7854087352753,3.405362,1.29054,614457,1.0679525,100,31.100748,-107.65581247235087,137,9.524826,4.196167e-07,1560.1147,13700,[-0.201 -1.319 -0.363 -0.966 -1.199],113.02522,0.4255642,0.2833058,113.02522
106.47555,-20.711575,63.54,2294.3422572612762,9450.04,21742756.0,620811,30.37135,100,33.603146,-107.20445278721348,138,10.690457,3.8146973e-06,222518960.0,13800,[-0.217 -1.322 -0.369 -0.971 -1.204],1553.1992,324.1068,2.007812e-07,1553.1992
115.32231,-25.314602,58.95,2314.688527584076,22.061235,11.641899,626706,1.423915,100,37.322414,-106.0169062364628,139,12.260618,3.7384034e-06,43447.98,13900,[-0.241 -1.314 -0.386 -1.001 -1.183],150.4174,2.6743975,0.008432722,150.4174
115.762566,-18.795616,58.86,2333.5523040294647,63.91339,442.8633,632592,1.411341,100,31.810608,-105.87536519129047,140,11.901252,-4.577637e-06,139856.95,14000,[-0.213 -1.293 -0.386 -0.983 -1.205],154.22035,5.609411,0.00047105429,154.22035
118.263954,-18.594055,58.33,2352.1151554584503,105.04781,7243.574,638425,1.2619714,100,30.790775,-107.27492350442637,141,10.414577,8.354187e-06,231108.89,14100,[-0.247 -1.299 -0.382 -0.971 -1.209],161.6601,5.0530286,4.2309216e-06,161.6601
104.714195,-20.105839,64.98,2372.1771042346954,40.18962,5.700393,644923,1.2452012,100,34.911938,-108.67307762816006,142,9.894026,7.2479247e-07,50101.51,14200,[-0.283 -1.31  -0.373 -0.968 -1.197],124.22065,3.499529,0.0014489435,124.22065
112.65507,-21.764881,60.53,2391.1610391139984,5551.457,279212120000000.0,650976,30.00471,100,30.40041,-106.72561309498927,143,10.198482,3.6239624e-06,335040930.0,14300,[-0.238 -1.283 -0.35  -0.956 -1.214],1967.5011,303.59515,4.1745327e-12,1967.5011
94.62479,-25.950832,69.01,2414.1204392910004,40.895634,15.673013,657877,1.1847703,100,37.148125,-106.00740109799733,144,11.915102,1.8310546e-06,16321.328,14400,[-0.269 -1.297 -0.313 -0.968 -1.208],111.22191,3.0012968,0.0014472532,111.22191
81.19922,-26.636642,79.2,2436.134054660797,25788.191,368890900.0,665797,58.3639,100,27.463976,-108.32431105230646,145,10.748885,-2.670288e-06,438407550.0,14500,[-0.282 -1.309 -0.304 -0.973 -1.211],2300.5132,595.0818,2.0143798e-08,2300.5132
77.99536,-27.676098,79.35,2461.8883039951324,26.13148,6.5225506,673732,1.1417203,100,33.651306,-104.61520681386564,146,13.291391,-2.7465821e-06,7366.257,14600,[-0.332 -1.316 -0.301 -1.004 -1.214],86.64545,2.0132873,0.017838832,86.64545
84.16465,-20.272854,76.17,2483.4929111003876,20.824078,6.139208,681349,1.2396258,100,31.69485,-107.14154957895447,147,10.481134,-1.335144e-06,10448.277,14700,[-0.346 -1.32  -0.311 -0.993 -1.219],91.91132,2.5777867,0.0033239669,91.91132
87.45854,-22.23703,73.8,2503.946261405945,706.0555,33669503000.0,688729,5.147709,100,29.366276,-106.73461834125924,148,10.876312,1.7929077e-06,2596069.5,14800,[-0.314 -1.306 -0.307 -0.985 -1.224],254.89621,41.191196,2.5486875e-09,254.89621
94.850494,-22.553905,69.38,2526.5144634246826,3937.958,1446240900.0,695667,9.000215,100,41.9869,-107.34126804846171,149,12.217603,-1.9073486e-06,25481510.0,14900,[-0.277 -1.329 -0.333 -0.996 -1.235],554.68933,91.38626,7.3666615e-09,554.68933
90.394394,-21.944023,72.73,2550.659476518631,178.33984,60545.926,702940,0.67335916,100,39.578156,-108.76410771633131,150,11.712265,8.392334e-07,394579.12,15000,[-0.265 -1.336 -0.327 -0.964 -1.262],130.43217,4.790715,1.8090725e-06,130.43217
77.02621,-19.562183,83.98,2575.6828393936157,408.9076,236478050.0,711338,0.4953157,100,26.65025,-110.94971559476687,151,10.565291,2.7465821e-06,283127.62,15100,[-0.3   -1.355 -0.32  -0.965 -1.255],129.14056,5.8717546,4.826556e-07,129.14056
65.28493,-26.629616,95.87,2602.605045080185,134.60437,12773.642,720925,1.0315015,100,29.072014,-110.2859683363107,152,11.570777,-5.531311e-06,49384.0,15200,[-0.311 -1.354 -0.291 -0.966 -1.273],85.950485,4.372238,1.685851e-05,85.950485
66.35974,-34.562172,93.09,2627.8181190490723,1251.459,105759150.0,730234,10.344995,100,35.37497,-108.3976784030679,153,12.155394,1.2016296e-06,2002356.5,15300,[-0.32  -1.346 -0.294 -0.984 -1.268],202.63464,110.06166,7.5195965e-09,202.63464
72.05432,-26.448845,86.26,2652.980748653412,4184.888,1.2758508e+35,738860,2.0556865,100,29.990088,-107.36596052496361,154,11.562859,7.6293944e-08,71716330.0,15400,[-0.328 -1.334 -0.294 -1.006 -1.291],885.65265,61.7352,1.2912315e-22,885.65265
53.60532,-37.063293,108.09,2683.8165485858917,308.7119,159404620000.0,749669,0.47001684,100,31.172035,-107.24985103704604,155,13.142721,-2.0980835e-07,150237.33,15500,[-0.3   -1.308 -0.228 -0.973 -1.241],85.05958,5.0014496,3.976541e-09,85.05958
41.2039,-29.962212,130.35,2717.1133263111115,2304.5637,1.60979e+22,762704,6.4239388,100,51.816383,-102.7661178422909,156,13.801041,1.2588501e-06,3797977.8,15600,[-0.295 -1.33  -0.205 -0.977 -1.257],289.19003,53.08326,1.0729686e-18,289.19003
63.6719,-23.354816,92.12,2742.629056453705,3631.209,106796730000000.0,771916,21.419485,100,37.56167,-104.30696464679966,157,12.140197,2.670288e-06,29432164.0,15700,[-0.295 -1.341 -0.211 -1.017 -1.246],578.18616,223.78722,1.3596837e-09,578.18616
74.32076,-19.18626,80.53,2767.744475364685,3203.5286,3.6941256e+25,779969,10.918692,100,33.041958,-101.88069629759939,158,12.456968,2.822876e-06,18427734.0,15800,[-0.285 -1.323 -0.185 -1.033 -1.26 ],452.91577,116.60768,9.503379e-16,452.91577
70.96547,-24.227768,85.22,2792.651890039444,54.028595,6039.5957,788491,1.051902,100,42.539696,-104.19465525428357,159,12.592288,-4.005432e-06,24433.027,15900,[-0.265 -1.387 -0.23  -1.073 -1.242],94.57894,2.7421331,2.1495533e-05,94.57894
59.796562,-27.314003,96.99,2819.4340596199036,12111.975,3.2829117e+24,798190,13.994525,100,30.715317,-102.85235981253015,160,12.715344,4.386902e-07,348063520.0,16000,[-0.288 -1.393 -0.224 -1.065 -1.235],1906.847,213.31624,8.738333e-14,1906.847
55.100605,-21.608894,100.09,2850.3785483837128,413.65765,334033650000.0,808199,0.68385077,100,35.415565,-100.68941839633126,161,12.871415,1.4495849e-06,134941.39,16100,[-0.306 -1.457 -0.204 -1.095 -1.262],89.687614,5.5445733,3.4198635e-08,89.687614
43.944813,-31.467175,124.33,2882.519382953644,4298.22,8.925792e+19,820632,0.93153936,100,43.700897,-105.32828617216715,162,13.440176,-4.196167e-07,3678704.8,16200,[-0.301 -1.472 -0.215 -1.077 -1.261],230.58058,37.305325,7.1020833e-15,230.58058
27.728617,-34.702923,154.75,2922.935589313507,7.28787,5.375963,836107,0.94237,100,35.84977,-94.42099528905428,163,14.71879,5.340576e-07,762.80237,16300,[-0.299 -1.487 -0.188 -1.075 -1.271],28.9217,0.98448265,0.0036330512,28.9217
27.771898,-30.478317,159.34,2958.461928844452,389.6876,1.5673866e+26,852041,0.92497534,100,31.530764,-96.63315860330931,164,12.893511,4.3296814e-06,158378.69,16400,[-0.301 -1.49  -0.184 -1.073 -1.27 ],51.104683,9.98462,6.030605e-13,51.104683
13.194119,-35.10298,223.22,3011.7228496074677,149.03432,20787367000000.0,874363,0.49271077,100,30.968266,-88.92143674306371,165,13.6960535,4.7683716e-07,14257.681,16500,[-0.294 -1.497 -0.159 -1.066 -1.275],23.938826,3.8449802,1.4005769e-10,23.938826
2.3058136,-30.630455,295.79,3078.867352247238,52.87375,95.5392,903942,1.014423,100,25.341518,-84.13470710274694,166,11.408251,1.2397766e-06,2107.3936,16600,[-0.283 -1.492 -0.148 -1.045 -1.27 ],7.7169843,2.4153085,0.000320137,7.7169843
10.138362,-24.943003,252.93,3138.299286365509,239.41068,772721000000.0,929235,0.8546934,100,28.355051,-97.72185830039594,167,11.232529,1.3732911e-06,1865.1307,16700,[-0.304 -1.502 -0.16  -1.052 -1.276],15.273948,3.9876437,2.3024758e-10,15.273948
