InitialReturnMin,ReturnMeanIW,MeanIW,EpisodesSoFar,InitialReturnMax,EpRewMean,EpThisIter,Bound,EmpiricalD2,EpLenMean,InitialReturnMean,J_sample_variance,Weights,TimeElapsed,InitialReturnStd,MaxIW,MinIW,InitialBound,Iteration,TimestepsSoFar,StdIW
-17.363647,213.82259,1.0057021,19700,34.06143,-107.27642485440221,100,-416853250000000.0,1.0014621,36.63,-4.043579e-06,199.97705,[-0.838 -0.495 -0.463 -0.785  0.025],1627.585521221161,11.987387,1.0939231,0.92710775,-416853250000000.0,197,718610,0.035673235
-19.309196,197.98755,1.0057739,19800,36.01043,-108.04605821219008,100,-429815300000000.0,1.0044104,39.13,-1.3732911e-06,290.6559,[-0.838 -0.496 -0.463 -0.785  0.024],1636.2024297714233,12.904237,1.2400852,0.87687254,-429815300000000.0,198,722523,0.061482824
-17.359169,214.09438,1.0052221,19900,38.374184,-106.31513328176118,100,-392072600000000.0,1.0021021,36.33,6.2942504e-06,222.80174,[-0.839 -0.497 -0.46  -0.785  0.024],1644.226352930069,12.960869,1.2060487,0.8675345,-392072600000000.0,199,726156,0.043645926
-20.021637,187.58664,1.0064518,20000,59.909664,-106.65343351990376,100,-408426460000000.0,1.0014929,40.45,-5.7983398e-06,260.33475,[-0.839 -0.497 -0.46  -0.783  0.025],1652.9742412567139,14.297679,1.1544971,0.9246716,-408426460000000.0,200,730201,0.03673502
-13.641296,237.8034,1.0047445,20100,28.796383,-109.11679331125987,100,-532366230000000.0,1.0006891,34.08,8.392334e-07,136.971,[-0.839 -0.497 -0.459 -0.782  0.026],1660.3116846084595,9.912719,1.0827236,0.92853737,-532366230000000.0,201,733609,0.025838304
-14.658699,235.88902,1.0048074,20200,43.941772,-107.11475065992609,100,-490727960000000.0,1.0021917,33.8,5.340576e-07,271.0608,[-0.839 -0.498 -0.459 -0.781  0.025],1667.457824230194,11.906952,1.1894407,0.90828305,-490727960000000.0,202,736989,0.04548436
-16.764526,211.73685,1.0050561,20300,32.651806,-107.41293495867616,100,-425451140000000.0,1.0010029,36.94,1.1062622e-06,215.38957,[-0.839 -0.499 -0.459 -0.779  0.025],1675.1851489543915,12.127776,1.1273928,0.92765707,-425451140000000.0,203,740683,0.030415162
-17.997612,218.48438,1.0057533,20400,40.165485,-106.04073134888057,100,-372533520000000.0,1.0017006,35.63,-2.5939942e-06,226.14055,[-0.84  -0.499 -0.458 -0.781  0.026],1683.4269886016846,14.746078,1.1756979,0.85681415,-372533520000000.0,204,744246,0.042688597
-16.809052,207.5391,1.0052851,20500,48.18814,-107.1063154235568,100,-447717360000000.0,1.0013615,37.48,1.2207031e-06,234.70285,[-0.839 -0.498 -0.459 -0.78   0.025],1691.2404081821442,12.819286,1.1253877,0.9219638,-447717360000000.0,205,747994,0.036902353
-16.406464,221.79346,1.0047886,20600,36.83953,-107.96156163128228,100,-429815300000000.0,1.0016007,35.72,1.5640259e-06,216.92517,[-0.84  -0.498 -0.458 -0.781  0.026],1698.7167069911957,11.580328,1.1811162,0.9092338,-429815300000000.0,206,751566,0.039145075
-15.427147,207.00067,1.006387,20700,47.10846,-107.50667778100822,100,-412618680000000.0,1.0014137,37.61,6.4849854e-07,282.97443,[-0.84  -0.496 -0.456 -0.781  0.028],1707.7990942001343,13.746174,1.1870133,0.9116132,-412618680000000.0,207,755327,0.041845717
-17.175621,227.43896,1.0051112,20800,30.435074,-107.6816772531392,100,-384138960000000.0,1.0013475,34.92,1.2969971e-06,197.41556,[-0.84  -0.497 -0.456 -0.781  0.028],1715.9609115123749,12.589629,1.144859,0.90634286,-384138960000000.0,208,758819,0.040240977
-17.208908,208.6396,1.0065289,20900,41.59954,-108.14828476058881,100,-388085860000000.0,1.0016172,37.56,8.773804e-07,238.27191,[-0.84  -0.497 -0.457 -0.782  0.03 ],1723.9117708206177,12.191303,1.1146467,0.91497904,-388085860000000.0,209,762575,0.03787767
-15.668739,226.10728,1.0060339,21000,35.13364,-107.79377575113658,100,-461624200000000.0,1.0095055,35.15,1.9836425e-06,327.62537,[-0.84  -0.498 -0.456 -0.781  0.03 ],1732.1668043136597,11.550287,1.2357788,0.7579465,-461624200000000.0,210,766090,0.08692081
-16.200043,221.83022,1.0059453,21100,36.6683,-107.03584935720916,100,-364988670000000.0,1.0019543,35.47,3.5095215e-06,218.19751,[-0.841 -0.497 -0.459 -0.784  0.03 ],1740.6270866394043,12.739451,1.097343,0.89824843,-364988670000000.0,211,769637,0.039913837
-17.967377,201.14098,1.0068333,21200,45.736687,-108.37600009544153,100,-388085860000000.0,1.0008034,38.73,3.0517577e-07,195.97057,[-0.84  -0.497 -0.46  -0.785  0.031],1750.1296064853668,12.830777,1.0903015,0.9365039,-388085860000000.0,212,773510,0.02702925
-15.624756,224.64238,1.0057878,21300,35.045998,-107.05729089902584,100,-380231540000000.0,1.0007927,35.13,-4.577637e-06,182.08649,[-0.84  -0.497 -0.459 -0.784  0.031],1758.4060802459717,12.132677,1.0858022,0.92979527,-380231540000000.0,213,777023,0.027112266
-17.00399,209.49992,1.0046906,21400,53.418472,-107.30625653422526,100,-443174150000000.0,1.0043063,37.19,-1.2588501e-06,336.48544,[-0.84  -0.496 -0.459 -0.785  0.031],1766.3597853183746,13.550897,1.249921,0.84191954,-443174150000000.0,214,780742,0.061772354
-15.751503,226.73358,1.0053308,21500,23.889645,-109.01540880163545,100,-438676400000000.0,1.0016897,35.37,5.569458e-06,205.97557,[-0.84  -0.498 -0.458 -0.784  0.03 ],1774.8300318717957,10.560388,1.1445992,0.9178607,-438676400000000.0,215,784279,0.038798444
-14.932404,241.41338,1.0038625,21600,56.37626,-106.93769719753429,100,-452306460000000.0,1.0017843,33.12,-3.3569336e-06,226.539,[-0.84  -0.499 -0.457 -0.783  0.03 ],1782.5062193870544,13.10373,1.1070684,0.8959683,-452306460000000.0,216,787591,0.042075988
-17.829369,217.46393,1.0052098,21700,48.781654,-106.73862253080488,100,-400167340000000.0,1.0013508,35.97,2.2125244e-06,243.8054,[-0.84  -0.499 -0.455 -0.782  0.03 ],1790.4987337589264,12.6573715,1.1246591,0.92617875,-400167340000000.0,217,791188,0.039819792
-15.954735,214.88484,1.0054225,21800,39.639423,-107.79234720200174,100,-495751530000000.0,1.0009364,36.62,-2.2888183e-07,147.65674,[-0.841 -0.5   -0.454 -0.782  0.03 ],1799.5628173351288,11.640131,1.0718222,0.9286632,-495751530000000.0,218,794850,0.025678499
-18.929886,199.10986,1.005638,21900,38.378155,-107.16403847575002,100,-438676400000000.0,1.0009524,38.74,2.861023e-06,226.9724,[-0.84  -0.5   -0.454 -0.783  0.028],1808.5530619621277,12.961954,1.1130153,0.9057009,-438676400000000.0,219,798724,0.03180656
-12.140556,247.4129,1.0045398,22000,36.692303,-108.47253309963436,100,-408426460000000.0,1.000738,32.83,-2.2506713e-06,134.85649,[-0.84  -0.5   -0.453 -0.784  0.026],1815.9100646972656,10.676395,1.0980433,0.9278519,-408426460000000.0,220,802007,0.029776888
-17.036217,206.88333,1.0045878,22100,41.828983,-107.10989670194517,100,-434223540000000.0,1.0084671,37.54,-2.4414062e-06,296.1189,[-0.84  -0.499 -0.454 -0.782  0.027],1824.1432003974915,12.849941,1.2345264,0.7834585,-434223540000000.0,221,805761,0.08403335
-19.530891,195.15555,1.0051944,22200,29.260353,-107.37151855288532,100,-471131140000000.0,1.0009708,39.43,3.4332274e-06,186.49281,[-0.839 -0.499 -0.457 -0.783  0.023],1833.1776866912842,11.557626,1.1025513,0.912238,-471131140000000.0,222,809704,0.033573434
-19.534958,197.79384,1.0056305,22300,42.587368,-107.42111789531138,100,-408426460000000.0,1.0027366,38.99,-2.4414062e-06,216.92744,[-0.84  -0.499 -0.456 -0.784  0.023],1841.5663132667542,13.010875,1.1497028,0.86580527,-408426460000000.0,223,813603,0.046301458
-17.77417,198.77052,1.0055447,22400,23.609379,-107.92693488638541,100,-443174150000000.0,1.0011615,39.03,6.1798096e-06,160.26872,[-0.841 -0.497 -0.455 -0.785  0.023],1850.1139414310455,10.834393,1.1357696,0.93127084,-443174150000000.0,224,817506,0.03170201
-16.36644,204.7387,1.0057685,22500,45.664597,-107.87892406203407,100,-384138960000000.0,1.0005293,38.04,-4.005432e-06,162.14601,[-0.841 -0.497 -0.454 -0.784  0.023],1859.1936297416687,12.827998,1.063831,0.9301392,-384138960000000.0,225,821310,0.02565273
-18.706696,194.78145,1.0052354,22600,40.681705,-107.72516353975105,100,-353952000000000.0,1.0025789,39.54,-2.8991699e-06,271.23007,[-0.841 -0.497 -0.454 -0.785  0.023],1867.143895149231,13.134336,1.1589429,0.87023944,-353952000000000.0,226,825264,0.050040297
-16.699104,216.55995,1.0063523,22700,42.003635,-107.49080397710895,100,-400167340000000.0,1.0009761,36.28,3.5095215e-06,168.23112,[-0.842 -0.497 -0.453 -0.785  0.022],1875.2711732387543,12.695923,1.0894036,0.9159433,-400167340000000.0,227,828892,0.029346457
-17.350113,214.36505,1.0043874,22800,36.177322,-106.57067114044929,100,-443174150000000.0,1.001883,36.36,4.196167e-06,247.20398,[-0.842 -0.496 -0.453 -0.785  0.022],1883.439126253128,12.609554,1.1445448,0.90954757,-443174150000000.0,228,832528,0.041406564
-16.724579,206.46416,1.0064461,22900,50.502407,-107.9398269550641,100,-361272750000000.0,1.0009794,37.8,-2.670288e-07,161.81322,[-0.841 -0.498 -0.453 -0.784  0.022],1891.4613254070282,13.322684,1.086105,0.9322828,-361272750000000.0,229,836308,0.030466124
-14.85614,236.77925,1.0039692,23000,25.086124,-108.56716214622661,100,-495751530000000.0,1.0073931,34.05,1.1901855e-05,353.3516,[-0.841 -0.497 -0.454 -0.784  0.023],1899.0086915493011,10.2386265,1.2473041,0.78380907,-495751530000000.0,230,839713,0.08272117
-15.244682,229.41357,1.0052173,23100,37.05377,-106.97122720994338,100,-434223540000000.0,1.0008255,34.53,5.722046e-07,169.75227,[-0.841 -0.496 -0.457 -0.785  0.023],1906.88125538826,12.178132,1.0698398,0.9114666,-434223540000000.0,231,843166,0.026530942
-13.841728,240.94193,1.0053182,23200,28.77042,-107.66607418265586,100,-421130570000000.0,1.0010623,33.35,2.0599366e-06,181.69913,[-0.841 -0.495 -0.458 -0.785  0.022],1914.3240044116974,11.225212,1.0935931,0.9080618,-421130570000000.0,232,846501,0.03178008
-17.77166,208.37984,1.0064951,23300,34.718193,-106.72211058190261,100,-412618680000000.0,1.0026817,37.25,5.340576e-07,231.8507,[-0.842 -0.496 -0.457 -0.786  0.022],1922.9415051937103,12.100873,1.1341381,0.87659514,-412618680000000.0,233,850226,0.050151397
-17.60698,199.82709,1.0068923,23400,66.9737,-107.64345705176021,100,-376363200000000.0,1.0060663,38.75,-4.196167e-06,317.30963,[-0.842 -0.497 -0.455 -0.785  0.022],1931.3982150554657,12.833726,1.2014385,0.84043133,-376363200000000.0,234,854101,0.077171005
-16.098297,208.3409,1.0041968,23500,34.77256,-106.45130339042207,100,-364988670000000.0,1.0015798,37.14,-5.340576e-07,297.2994,[-0.841 -0.494 -0.456 -0.785  0.024],1940.0779123306274,14.034467,1.1042739,0.89751637,-364988670000000.0,235,857815,0.034460295
-18.190674,202.26399,1.0055661,23600,27.477032,-108.5012725330424,100,-443174150000000.0,1.0012323,38.61,3.7765503e-06,188.78871,[-0.841 -0.494 -0.455 -0.786  0.023],1949.4075524806976,11.89826,1.1096098,0.86812866,-443174150000000.0,236,861676,0.03344071
-15.74453,227.77385,1.0057087,23700,37.566536,-107.61698383491081,100,-456941940000000.0,1.0045758,34.9,-1.6021728e-06,302.4685,[-0.841 -0.493 -0.453 -0.788  0.022],1957.0018365383148,11.543177,1.1878989,0.8478143,-456941940000000.0,237,865166,0.06964606
-16.787224,202.19046,1.0059333,23800,32.768215,-106.72106262886153,100,-380231540000000.0,1.0005462,38.14,-3.7002565e-06,151.1814,[-0.841 -0.494 -0.453 -0.785  0.021],1965.853251695633,11.980774,1.0747973,0.95326924,-380231540000000.0,238,868980,0.023739848
-17.204926,218.46478,1.0058343,23900,38.251225,-106.13694403227395,100,-456941940000000.0,1.0012115,35.69,-8.277893e-06,227.86906,[-0.84  -0.494 -0.453 -0.784  0.021],1975.3597204685211,13.100548,1.1465428,0.9305944,-456941940000000.0,239,872549,0.03572617
-17.224518,225.2583,1.0052048,24000,41.029804,-107.23607833895804,100,-434223540000000.0,1.0009348,35.11,-4.8828124e-06,238.50493,[-0.839 -0.494 -0.455 -0.784  0.022],1981.7773208618164,12.500408,1.1504755,0.9143115,-434223540000000.0,240,876060,0.031604428
-16.20269,217.95319,1.0068477,24100,42.044888,-107.92873853936152,100,-368742140000000.0,1.0041683,36.2,1.1825562e-06,280.3194,[-0.84  -0.495 -0.454 -0.784  0.022],1989.4570848941803,12.619832,1.1821723,0.86870074,-368742140000000.0,241,879680,0.060124367
-16.28614,199.47946,1.004521,24200,37.610806,-107.59727973122511,100,-361272750000000.0,1.0054917,38.82,4.53949e-06,297.83417,[-0.839 -0.494 -0.455 -0.786  0.022],1998.3013007640839,12.061298,1.2260048,0.81222355,-361272750000000.0,242,883562,0.081775315
-19.130447,193.08336,1.0063668,24300,41.83347,-107.3477055084719,100,-357594000000000.0,1.0026412,39.72,-3.3569336e-06,243.49312,[-0.842 -0.493 -0.457 -0.788  0.022],2006.6539239883423,13.854296,1.1941087,0.8780936,-357594000000000.0,243,887534,0.0485616
-18.789436,201.09006,1.0064181,24400,41.675488,-107.43625651812053,100,-429815300000000.0,1.0015193,38.51,-5.9509275e-06,216.85475,[-0.842 -0.493 -0.456 -0.786  0.022],2015.4121549129486,13.011211,1.1419498,0.90636116,-429815300000000.0,244,891385,0.033134695
-18.822754,203.25125,1.0062511,24500,48.006626,-107.0885008844776,100,-319476440000000.0,1.0017358,38.07,2.632141e-06,199.27393,[-0.841 -0.492 -0.455 -0.788  0.022],2023.5821499824524,13.821797,1.1185322,0.84897244,-319476440000000.0,245,895192,0.0426663
-19.04522,223.3997,1.0056579,24600,50.043213,-105.78758480654896,100,-404276180000000.0,1.0022451,34.93,-6.828308e-06,312.26523,[-0.841 -0.492 -0.456 -0.788  0.022],2031.5020830631256,14.661421,1.1418259,0.8952759,-404276180000000.0,246,898685,0.04523826
-16.192856,218.808,1.0062768,24700,42.035522,-108.03893359365355,100,-443174150000000.0,1.007817,36.09,1.2207031e-06,285.89536,[-0.841 -0.492 -0.456 -0.787  0.023],2039.9493317604065,13.721864,1.225446,0.75952256,-443174150000000.0,247,902294,0.0740082
-16.032928,218.16461,1.0053161,24800,43.516376,-107.37085418711462,100,-384138960000000.0,1.0006921,36.06,-5.7983398e-06,171.409,[-0.841 -0.492 -0.459 -0.789  0.024],2048.186653137207,12.806064,1.0752664,0.9332169,-384138960000000.0,248,905900,0.025852507
-15.912743,243.3064,1.0048839,24900,41.85602,-106.75955644027154,100,-416853250000000.0,1.0008907,32.88,8.354187e-06,155.84451,[-0.841 -0.491 -0.459 -0.79   0.024],2055.099032640457,12.053748,1.1082829,0.94230896,-416853250000000.0,249,909188,0.029155267
-17.045586,210.42114,1.0054713,25000,45.115112,-106.87472419634527,100,-425451140000000.0,1.0011853,36.97,-3.929138e-06,235.46045,[-0.841 -0.491 -0.46  -0.79   0.024],2063.8107459545135,13.03859,1.1123159,0.90426856,-425451140000000.0,250,912885,0.03218172
-17.202255,211.2727,1.0057979,25100,36.727024,-107.24817860857326,100,-434223540000000.0,1.0019276,36.94,-2.1362305e-06,219.63564,[-0.84  -0.491 -0.461 -0.789  0.024],2072.76092505455,13.009452,1.1588833,0.89297265,-434223540000000.0,251,916579,0.04101661
-16.396202,208.71318,1.0057987,25200,36.30072,-108.38501360807814,100,-392072600000000.0,1.0016036,37.62,4.9209593e-06,183.17854,[-0.84  -0.492 -0.461 -0.787  0.023],2082.567424058914,11.039912,1.1187052,0.89793664,-392072600000000.0,252,920341,0.039300032
-17.767258,216.64561,1.0055827,25300,36.63129,-106.99208492296941,100,-429815300000000.0,1.0069969,36.16,2.4795531e-06,498.16678,[-0.839 -0.493 -0.461 -0.786  0.023],2090.4180221557617,13.269667,1.3001121,0.7684549,-429815300000000.0,253,923957,0.09440362
-18.45382,207.43007,1.0062959,25400,38.113045,-108.2171285902234,100,-480831120000000.0,1.0008131,37.77,3.0517579e-06,158.16216,[-0.84  -0.495 -0.459 -0.785  0.022],2099.0625154972076,12.71478,1.0825183,0.92809063,-480831120000000.0,254,927734,0.026885983
-17.095154,206.5361,1.0058267,25500,48.142338,-107.0901771224557,100,-429815300000000.0,1.0028622,37.57,-1.5258789e-07,240.91997,[-0.84  -0.494 -0.46  -0.786  0.022],2106.883145570755,13.493698,1.169634,0.8810384,-429815300000000.0,255,931491,0.047940906
-15.676323,221.221,1.0051342,25600,34.255314,-107.78640899677103,100,-438676400000000.0,1.0004156,35.76,-6.5994263e-06,183.00024,[-0.84  -0.493 -0.461 -0.787  0.023],2114.5895779132843,12.18763,1.0663848,0.950995,-438676400000000.0,256,935067,0.020588197
-13.274582,243.26262,1.0043046,25700,34.916428,-107.51408195094264,100,-532366230000000.0,1.0008023,33.08,-4.234314e-06,173.57588,[-0.84  -0.494 -0.46  -0.786  0.023],2121.9122774600983,11.315143,1.0833447,0.92793757,-532366230000000.0,257,938375,0.025383923
-16.103096,228.2498,1.0044293,25800,34.759666,-106.52887347370454,100,-447717360000000.0,1.0027158,34.55,-2.9373168e-06,327.00516,[-0.84  -0.494 -0.462 -0.786  0.023],2130.083286046982,13.557027,1.1789216,0.86836237,-447717360000000.0,258,941830,0.051653884
-17.502144,207.72456,1.0061202,25900,30.565426,-107.8937906234225,100,-429815300000000.0,1.0023925,37.68,-2.4414062e-06,173.14786,[-0.84  -0.492 -0.46  -0.789  0.023],2138.420403242111,11.268849,1.1576189,0.9029181,-429815300000000.0,259,945598,0.04579023
-17.220566,207.53693,1.0073289,26000,28.92712,-108.49272063883762,100,-516358300000000.0,1.0034652,37.86,5.7983398e-06,183.30682,[-0.84  -0.492 -0.461 -0.79   0.023],2146.4537222385406,11.68242,1.1984539,0.82766855,-516358300000000.0,260,949384,0.059070442
-15.765884,226.00139,1.0046057,26100,42.73644,-106.80317819820688,100,-456941940000000.0,1.0005056,34.89,-3.2806397e-06,217.39272,[-0.839 -0.49  -0.462 -0.791  0.022],2154.8659739494324,13.105566,1.0736347,0.9344652,-456941940000000.0,261,952873,0.020639408
-15.866516,212.60464,1.0060647,26200,49.7314,-108.05829312341385,100,-392072600000000.0,1.0018574,36.99,-3.6239624e-06,217.64546,[-0.839 -0.49  -0.462 -0.792  0.022],2163.9688959121704,11.910403,1.206146,0.90987146,-392072600000000.0,262,956572,0.042242944
-17.387848,203.0282,1.0057933,26300,45.892452,-108.318004587114,100,-480831120000000.0,1.0007669,38.46,1.9454956e-06,194.59117,[-0.84  -0.489 -0.462 -0.792  0.025],2172.659478187561,12.851232,1.0683358,0.9123964,-480831120000000.0,263,960418,0.021073338
-16.025963,228.67822,1.0057849,26400,31.69233,-107.99640704160555,100,-400167340000000.0,1.0023587,34.87,1.4495849e-06,205.91164,[-0.84  -0.489 -0.464 -0.791  0.023],2180.342322587967,11.276418,1.1541538,0.88840294,-400167340000000.0,264,963905,0.044731654
-18.163635,208.40913,1.0065721,26500,37.825207,-107.46645380577597,100,-380231540000000.0,1.000472,37.4,4.3869018e-06,198.99406,[-0.839 -0.488 -0.466 -0.791  0.024],2189.3383452892303,12.86845,1.0729026,0.940702,-380231540000000.0,265,967645,0.021592705
-15.020409,240.39832,1.004702,26600,29.180893,-108.56704449003148,100,-452306460000000.0,1.0004241,33.62,2.8991699e-06,142.17104,[-0.84  -0.488 -0.465 -0.792  0.024],2196.5400619506836,10.835436,1.0599349,0.95241797,-452306460000000.0,266,971007,0.017905777
-15.41481,222.49371,1.0048431,26700,35.53141,-107.35839602350259,100,-384138960000000.0,1.001602,35.48,-2.670288e-06,263.3605,[-0.84  -0.488 -0.465 -0.792  0.024],2204.522829771042,12.773947,1.1443807,0.9168095,-384138960000000.0,267,974555,0.042710103
-18.826042,206.8373,1.0071665,26800,49.17048,-107.24743853353351,100,-447717360000000.0,1.0017252,37.59,5.9509275e-06,213.59837,[-0.84  -0.489 -0.464 -0.791  0.024],2212.7663872241974,13.523809,1.1308684,0.8895541,-447717360000000.0,268,978314,0.042512335
-16.133232,222.89589,1.0057139,26900,41.97152,-107.35849245623135,100,-408426460000000.0,1.0006912,35.42,-2.3651123e-06,175.30887,[-0.84  -0.487 -0.464 -0.791  0.023],2220.2741310596466,12.991941,1.0773354,0.9344878,-408426460000000.0,269,981856,0.027961144
-18.167648,204.3549,1.0050962,27000,45.377136,-107.11422281792494,100,-396099630000000.0,1.0020462,37.9,-2.632141e-06,199.89723,[-0.839 -0.486 -0.465 -0.791  0.023],2229.1238594055176,12.797439,1.154561,0.9006947,-396099630000000.0,270,985646,0.040209733
-15.410225,218.33879,1.0050999,27100,39.110023,-108.6138043814122,100,-380231540000000.0,1.0012447,36.32,4.005432e-06,198.25548,[-0.84  -0.486 -0.464 -0.793  0.025],2237.1222908496857,13.241384,1.1239259,0.9177,-380231540000000.0,271,989278,0.032614097
-14.891624,231.0277,1.0044662,27200,35.256413,-108.7345571127989,100,-511128700000000.0,1.0028229,34.77,1.1444092e-06,242.66838,[-0.84  -0.485 -0.465 -0.795  0.024],2245.5853369235992,10.888503,1.182566,0.8473638,-511128700000000.0,272,992755,0.049870588
-17.461823,215.32033,1.0060439,27300,34.37367,-106.80250263845423,100,-429815300000000.0,1.0005884,36.3,-3.1280517e-06,177.60504,[-0.839 -0.485 -0.464 -0.797  0.026],2254.536509513855,12.500527,1.0493174,0.9278835,-429815300000000.0,273,996385,0.020820241
-14.778198,224.32668,1.0051941,27400,24.595158,-108.85519802152112,100,-475956730000000.0,1.0009817,35.66,-5.722046e-07,117.20818,[-0.837 -0.484 -0.463 -0.797  0.025],2262.941859960556,9.936289,1.07912,0.9264642,-475956730000000.0,274,999951,0.029346218
-13.615372,248.41515,1.0042597,27500,56.27569,-107.19914473403622,100,-452306460000000.0,1.0015094,32.42,8.773804e-07,199.20337,[-0.837 -0.484 -0.465 -0.797  0.025],2270.22265458107,12.298644,1.1182379,0.86414844,-452306460000000.0,275,1003193,0.041766044
-15.722511,205.2378,1.0059654,27600,45.395733,-107.72483194198294,100,-388085860000000.0,1.0005072,37.93,3.8146973e-06,186.39258,[-0.837 -0.483 -0.466 -0.797  0.025],2279.170512676239,13.223407,1.0643445,0.945507,-388085860000000.0,276,1006986,0.020267475
-16.45253,216.75987,1.0051502,27700,32.665085,-107.41987002147194,100,-384138960000000.0,1.0009947,36.27,-3.1661987e-06,148.91365,[-0.837 -0.483 -0.467 -0.797  0.024],2288.0707545280457,12.08372,1.0763919,0.9173578,-384138960000000.0,277,1010613,0.032677326
-16.291153,212.58496,1.0055516,27800,44.504196,-108.27346600401988,100,-452306460000000.0,1.002662,37.04,-2.8991699e-06,242.4311,[-0.836 -0.482 -0.467 -0.798  0.024],2296.838609457016,11.787456,1.1420869,0.87959063,-452306460000000.0,278,1014317,0.045912478
-14.998398,241.61134,1.0046257,27900,37.09576,-107.86076884443004,100,-434223540000000.0,1.0006448,33.32,-2.4414062e-06,160.5324,[-0.837 -0.483 -0.466 -0.797  0.024],2303.9245343208313,11.220804,1.0867099,0.9239112,-434223540000000.0,279,1017649,0.028046012
-15.895256,222.37315,1.0052408,28000,30.494476,-108.61594439800169,100,-485754660000000.0,1.0007745,35.82,7.858276e-06,169.76695,[-0.837 -0.484 -0.466 -0.796  0.024],2312.0161271095276,11.159673,1.0923606,0.9317218,-485754660000000.0,280,1021231,0.029546278
-14.627548,234.59627,1.0049441,28100,26.937279,-107.46358598032194,100,-461624200000000.0,1.0003644,34.04,5.2261353e-06,135.15317,[-0.837 -0.485 -0.465 -0.796  0.024],2319.7787640094757,11.516941,1.0541155,0.9624235,-461624200000000.0,281,1024635,0.015930561
-16.554436,228.73795,1.0049632,28200,42.14168,-107.05439905260127,100,-412618680000000.0,1.0008854,34.63,2.0980835e-06,148.72952,[-0.837 -0.484 -0.465 -0.796  0.024],2327.0121700763702,12.175763,1.0890483,0.928499,-412618680000000.0,282,1028098,0.02742939
-15.031036,246.22736,1.0052854,28300,39.469486,-107.19294732191503,100,-412618680000000.0,1.0006565,32.66,-8.773804e-07,175.39433,[-0.837 -0.484 -0.466 -0.797  0.024],2334.9342749118805,12.420056,1.0907099,0.9330003,-412618680000000.0,283,1031364,0.028518748
-16.72641,220.74904,1.006415,28400,40.71778,-106.1723053682647,100,-384138960000000.0,1.0013695,35.35,3.1661987e-06,246.75471,[-0.837 -0.483 -0.467 -0.797  0.024],2343.490936279297,14.458688,1.0811352,0.9042166,-384138960000000.0,284,1034899,0.031255875
-12.903778,257.96503,1.004413,28500,38.92702,-106.70692114568625,100,-438676400000000.0,1.0011172,31.33,9.536743e-07,222.19974,[-0.837 -0.482 -0.467 -0.798  0.024],2350.569482088089,12.236182,1.0840312,0.9249438,-438676400000000.0,285,1038032,0.030616527
-15.678398,222.64024,1.0052574,28600,34.07108,-108.37414755535852,100,-466353820000000.0,1.006852,35.76,-1.7929077e-06,498.94193,[-0.837 -0.483 -0.467 -0.797  0.024],2358.59455037117,11.242061,1.4304059,0.83013195,-466353820000000.0,286,1041608,0.09523382
-16.689545,228.29742,1.0062613,28700,42.31214,-107.58492530638556,100,-466353820000000.0,1.0021747,34.8,-2.1743774e-06,186.2991,[-0.839 -0.484 -0.465 -0.798  0.024],2367.338199853897,12.728647,1.156724,0.8540958,-466353820000000.0,287,1045088,0.03990922
-16.006248,221.45209,1.0052912,28800,27.196247,-106.89680631960488,100,-500825800000000.0,1.0008992,35.52,-1.9073487e-07,195.28978,[-0.84  -0.483 -0.467 -0.797  0.024],2374.5267355442047,11.984445,1.0894332,0.93309003,-500825800000000.0,288,1048640,0.032031875
-15.345093,214.35995,1.0041194,28900,41.395004,-107.31420367517381,100,-438676400000000.0,1.0030847,36.55,-2.822876e-06,187.56229,[-0.84  -0.484 -0.466 -0.796  0.024],2381.9258012771606,12.155914,1.1951053,0.86362064,-438676400000000.0,289,1052295,0.05932899
-17.888824,201.26587,1.0059328,29000,66.64975,-107.24226227304139,100,-249590350000000.0,1.0009604,38.35,1.8310546e-06,238.74805,[-0.839 -0.482 -0.467 -0.797  0.024],2390.497971057892,14.901977,1.0922287,0.93909895,-249590350000000.0,290,1056130,0.02627537
-13.803009,234.09746,1.0060614,29100,43.232452,-107.82169248400561,100,-495751530000000.0,1.0013336,34.17,2.822876e-06,164.09473,[-0.839 -0.483 -0.467 -0.796  0.024],2397.8991882801056,12.00553,1.1231508,0.8951839,-495751530000000.0,291,1059547,0.03466587
-17.323395,198.68758,1.0060225,29200,73.52254,-108.12374518993873,100,-350346460000000.0,1.0017905,39.03,5.340576e-07,287.04562,[-0.838 -0.482 -0.468 -0.796  0.024],2406.3873443603516,14.459383,1.1564542,0.87801737,-350346460000000.0,292,1063450,0.04468572
-16.600655,209.63441,1.0055978,29300,41.178677,-108.19227966978895,100,-461624200000000.0,1.0012153,37.45,-2.9754638e-06,181.93115,[-0.837 -0.483 -0.468 -0.799  0.026],2414.6497778892517,11.746125,1.0895436,0.8960281,-461624200000000.0,293,1067195,0.03379268
-16.742493,219.09953,1.0078549,29400,39.457333,-107.78910429001775,100,-505951340000000.0,1.0026566,36.07,4.9209593e-06,208.71034,[-0.837 -0.483 -0.467 -0.798  0.026],2423.433747291565,12.128342,1.154103,0.8135592,-505951340000000.0,294,1070802,0.057382174
-16.337357,212.35951,1.0055703,29500,56.56003,-107.66985625282611,100,-396099630000000.0,1.0022839,36.89,-2.1362305e-06,214.37816,[-0.837 -0.482 -0.468 -0.799  0.026],2432.4792811870575,13.105942,1.1456099,0.85822433,-396099630000000.0,295,1074491,0.045286626
