TimeElapsed,EpisodesSoFar,MinD2w0t,MaxD2w0t,EpThisIter,MinIW,StdD2w0t,Iteration,StdIW,ReturnStepMaxmin,ReturnMeanIW,InitialReturnStd,EpLenMean,J_sample_variance,InitialReturnMax,MaxIW,InitialReturnMean,TimestepsSoFar,Bound,ReturnStepMax,MeanIW,EpRewMean,EmpiricalD2,InitialReturnMin,MeanD2w0t,Weights,InitialBound
4.761154413223267,100,,6.7936764,100,0.1304652,0.34129015,1,0.69179666,86.90667,43.176846,6.4303417,17.45,721.1101,16.142467,6.4818544,-2.1743774e-06,1745,31.404572,100.0,1.0218608,-108.67197648780628,1.9821309,-12.426178,0.058613233,[-0.689  0.919 -0.673  0.288  0.   ],27.82729
15.549782514572144,200,,12.638467,100,0.012850776,0.55473596,2,2.2804956,87.10312,44.04771,5.4263883,17.77,465.80188,15.211574,18.016027,1.1444092e-06,3522,31.717585,100.0,1.4899609,-108.88389118093386,3.702865,-12.60758,0.08179865,[-0.72   0.978 -0.61   0.273  0.083],27.658691
23.354132175445557,300,,1.3499801,100,0.36785948,0.2006554,3,0.79915935,86.72127,39.083496,6.0152535,17.16,93.842545,14.986551,7.860203,2.2888185e-06,5238,28.820827,100.0,1.0084124,-108.5511389514769,1.2540874,-14.700722,0.03771233,[-0.634  0.94  -0.61   0.348  0.051],28.385807
31.755792379379272,400,,2.6810207,100,0.10791171,0.21139684,4,0.4483387,86.93068,39.528732,6.3806953,17.55,127.16276,16.202915,3.0669587,-3.566742e-06,6993,29.115479,100.0,1.0702397,-109.4564209857315,1.188677,-15.361475,0.039627865,[-0.64   0.931 -0.592  0.351  0.079],27.806944
40.79846453666687,500,,2.0136507,100,0.0656135,0.2214535,5,0.7167826,86.1832,41.53235,6.8216653,16.39,177.10303,15.994044,3.687372,-1.4877319e-06,8632,30.875267,100.0,1.0871665,-107.95308908770485,1.4758525,-15.6529255,0.04041879,[-0.534  0.863 -0.624  0.316  0.082],29.59
49.95280075073242,600,,30.61466,100,0.03942412,0.49421498,6,1.7314062,86.48148,45.03066,5.488623,16.8,695.9946,16.38826,24.365093,5.0544736e-07,10312,32.79898,100.0,1.159482,-108.15640800197963,3.1694195,-12.3464985,0.0689392,[-0.497  0.852 -0.643  0.32  -0.025],29.438396
59.06828045845032,700,,26.422796,100,0.09693719,0.5418888,7,1.4117467,86.1819,48.516796,6.4142213,16.39,2346.631,16.757925,13.715074,-7.6293944e-08,11951,35.8173,100.0,1.139973,-107.92845874369472,3.2629895,-13.322088,0.07079049,[-0.504  0.829 -0.661  0.242 -0.108],29.688591
66.79272818565369,800,,2.808257,100,0.15539336,0.23835893,8,0.5830012,86.54557,40.651123,5.846874,17.02,247.84686,17.394806,3.9512973,6.294251e-07,13653,29.78068,100.0,1.0290816,-108.96394115240177,1.4341794,-15.595472,0.04341671,[-0.453  0.916 -0.591  0.241 -0.035],28.761114
74.93202114105225,900,,1.817748,100,0.33209324,0.2141858,9,0.40805373,86.94792,38.852215,6.196148,17.42,81.96061,18.941982,2.3086493,2.670288e-07,15395,28.443964,100.0,1.0193315,-108.89920572693107,1.2537811,-14.796663,0.04029797,[-0.438  0.885 -0.648  0.278 -0.038],27.649696
82.47367668151855,1000,,47.4134,100,0.09160558,1.175867,10,4.3104353,86.51409,50.357216,5.9603534,16.77,9370.768,15.064325,73.08796,3.9100647e-07,17072,34.902233,100.0,1.2484692,-108.69549671279707,9.811822,-13.897867,0.13383116,[-0.445  0.9   -0.624  0.302 -0.021],29.319973
91.24927735328674,1100,,17.186728,100,0.08542737,0.36642018,11,0.83620334,86.911835,40.605713,6.0133023,17.43,567.45,13.898978,11.224816,6.294251e-07,18815,29.230955,100.0,0.9838344,-108.6894298000976,3.3271575,-13.131378,0.059812326,[-0.387  0.871 -0.689  0.339  0.114],28.055
100.8463249206543,1200,,4.203563,100,0.09835401,0.26898056,12,0.6416839,87.02693,40.567566,6.8643274,17.62,444.05347,16.853168,4.7128572,1.5258789e-06,20577,29.369925,100.0,1.0592675,-109.05841143498681,1.4906181,-15.399199,0.048855532,[-0.457  0.795 -0.734  0.379  0.145],27.536634
107.86562967300415,1300,,25.375694,100,0.08918778,0.7238965,13,3.496465,86.645325,49.299614,5.4731774,17.06,3274.0388,15.080077,40.12088,3.4332277e-07,22283,34.8634,100.0,1.484525,-108.66324049579035,6.162595,-11.2020855,0.107983954,[-0.416  0.837 -0.656  0.342  0.16 ],28.998966
115.43978667259216,1400,,233.84511,100,0.0009743187,3.2853093,14,2.5823793,86.95403,49.867134,6.061486,17.62,6103.038,18.017473,54.79585,2.002716e-06,24045,31.501236,100.0,0.8947239,-109.25671565993959,31.24354,-12.198406,0.2746002,[-0.398  0.803 -0.719  0.384  0.315],27.595886
123.43823266029358,1500,,1.6669044,100,0.2878378,0.20738542,15,0.6196482,86.389656,40.285664,6.505782,16.7,199.01509,19.137144,4.952046,-1.335144e-07,25715,29.810123,100.0,1.0204617,-108.65547308410689,1.2595941,-13.044748,0.038373087,[-0.35   0.791 -0.881  0.439  0.264],29.08615
132.02438855171204,1600,,20.0111,100,0.014809199,0.69947225,16,1.7636454,86.80905,44.239193,5.0683746,17.33,469.20065,12.6853,19.464247,1.6975403e-06,27448,31.754766,100.0,1.089157,-109.07242425018018,6.573245,-18.555939,0.0921783,[-0.396  0.826 -0.843  0.438  0.323],28.684002
141.78136134147644,1700,,4.121211,100,0.012768616,0.26648274,17,0.859635,86.34946,42.79214,5.654955,16.59,306.0056,16.633446,4.204701,4.3678283e-06,29107,31.582687,100.0,1.1400945,-107.87325260909823,1.9063509,-14.549856,0.047908876,[-0.406  0.915 -0.853  0.386  0.295],29.612553
150.44064950942993,1800,,9.208767,100,0.07030322,0.3641476,18,1.4483817,86.35517,44.71884,6.393937,16.63,713.21234,17.041018,11.820638,-2.117157e-06,30770,32.684067,100.0,1.2948636,-108.11566817541606,2.3435895,-13.6906185,0.05995203,[-0.395  0.808 -0.918  0.366  0.168],29.289688
157.2980921268463,1900,,2.3395317,100,0.08239484,0.21499471,19,0.67036486,86.6264,40.146915,5.8333797,17.01,154.82593,16.12637,4.4152565,-4.386902e-07,32471,29.601318,100.0,1.0480227,-108.71244214126784,1.3395637,-15.150772,0.039999012,[-0.39   0.895 -0.825  0.282  0.164],28.970158
162.80475234985352,2000,,2.642959,100,0.17942327,0.24358967,20,0.78617835,86.40148,41.66905,5.794776,16.73,231.89844,14.083677,5.949215,-1.2016296e-06,34144,30.7976,100.0,1.071571,-108.41366180484602,1.6628296,-14.140614,0.04452007,[-0.39   0.906 -0.782  0.229  0.116],29.332508
171.44586157798767,2100,,9.458264,100,0.0014327315,0.46559778,21,1.341851,86.95642,41.46044,6.2129765,17.43,345.78296,14.933351,21.934513,4.959106e-07,35887,29.55474,100.0,0.9272019,-107.9858052933569,4.489147,-17.748907,0.07319191,[-0.319  0.884 -0.788  0.248  0.213],27.768055
181.05601477622986,2200,,419.2666,100,0.06420467,4.239081,22,2.5462098,86.85069,56.06629,5.868775,17.35,15372.99,17.644535,69.781105,-1.3160706e-06,37622,39.75685,100.0,1.2460313,-108.69645708108608,11.444313,-13.106165,0.2013666,[-0.257  0.946 -0.776  0.197  0.107],27.983595
189.47948598861694,2300,,5.110057,100,0.014952546,0.29580793,23,0.80538416,86.7882,40.850285,6.460409,17.2,211.16792,16.238102,6.4565825,-9.250641e-07,39342,29.633717,100.0,0.8534233,-108.06705144575893,2.5609806,-12.402042,0.052660372,[-0.274  1.031 -0.684  0.168  0.228],28.049732
197.34547686576843,2400,,22.711948,100,0.0050564758,0.45669383,24,1.2142037,86.64356,44.427383,6.2156324,16.99,609.1565,19.30143,11.237991,2.5177003e-06,41041,32.152126,100.0,0.8514822,-108.23527172445579,4.4799967,-14.32222,0.07032507,[-0.247  1.033 -0.755  0.184  0.175],28.489008
204.92326426506042,2500,,2.9823747,100,0.006963222,0.23384367,25,0.7431547,86.17486,42.780727,5.496455,16.39,240.08736,15.679548,4.1545963,1.1825562e-06,42680,31.912546,100.0,1.0680465,-108.31982868203875,1.5292932,-10.505644,0.042456564,[ 0.033  0.962 -0.789  0.155  0.007],30.161476
213.12112069129944,2600,,601.95557,100,9.188968e-05,4.5145817,26,6.409569,86.135925,67.756714,5.457283,16.34,42387.83,12.1478405,510.0759,4.386902e-07,44314,45.515236,100.0,1.422255,-108.14753577546595,26.036915,-13.627995,0.32148147,[ 0.055  0.91  -0.828  0.157 -0.103],30.332443
222.05456733703613,2700,,407.27557,100,0.024217997,4.573326,27,15.668978,86.03827,67.12969,5.135635,16.24,37679.26,13.221693,180.80165,5.722046e-07,45938,46.61267,100.0,2.9024868,-108.2583479495726,22.524546,-10.744211,0.29956198,[ 0.113  0.961 -0.709  0.186 -0.329],30.720253
230.86233472824097,2800,,6.3032155,100,0.081452034,0.36922142,28,1.3649794,85.73647,46.496174,5.4479003,15.75,519.2106,14.415974,9.507515,3.890991e-06,47513,34.55163,100.0,1.1219292,-107.36437288895257,3.066498,-10.068514,0.059236884,[ 0.064  1.031 -0.664  0.128 -0.234],31.281776
239.53326725959778,2900,,38.905334,100,0.013597054,0.61713713,29,1.7102876,85.88006,49.000515,6.8561687,15.97,1929.8389,16.884895,16.469545,-8.201599e-07,49110,35.431618,100.0,1.3844357,-107.74465176234986,4.7822685,-14.316116,0.08193979,[ 0.074  1.026 -0.627  0.149 -0.199],30.44345
247.6044888496399,3000,,2.7739139,100,0.051739056,0.2227735,30,0.8989293,86.60129,40.37311,5.548712,16.92,86.58472,14.864164,8.620953,-3.490448e-06,50802,29.900898,100.0,0.95530576,-108.24074628634433,1.752019,-11.643068,0.040552936,[ 0.089  0.995 -0.708  0.164 -0.159],29.044647
254.52005529403687,3100,,14.322331,100,0.00064862345,0.45052093,31,1.8320725,86.433945,43.338062,5.599849,16.76,187.895,16.413868,22.0476,1.8501282e-06,52478,31.575104,100.0,1.0650916,-108.43356921789264,5.969481,-13.361826,0.06651868,[ 0.102  1.014 -0.731  0.189 -0.141],29.395054
263.4749093055725,3200,,2.9040732,100,0.037243105,0.25555995,32,1.0842103,85.8243,42.67583,4.9843116,15.95,146.45517,13.989124,9.051271,6.8664554e-07,54073,31.841549,100.0,1.1548619,-108.14882684625965,2.338181,-10.248562,0.04427796,[ 0.181  1.078 -0.721  0.197 -0.213],31.165592
270.05469012260437,3300,,70.50421,100,0.0009585398,0.6532122,33,0.95844626,85.99295,48.725735,5.020136,16.14,929.4787,11.7541065,10.154927,-6.4849854e-07,55687,36.46056,100.0,1.0956789,-108.09401059198088,3.9918532,-13.629358,0.06472106,[ 0.167  1.037 -0.715  0.195 -0.266],30.978096
278.6458055973053,3400,,3.8384914,100,0.04268732,0.2638185,34,0.7574829,86.47613,41.272625,5.6409597,16.83,200.0873,15.957664,10.27553,-4.196167e-07,57370,30.447,100.0,1.0053184,-108.55226769008908,1.818913,-14.33717,0.04638963,[ 0.069  1.013 -0.772  0.171 -0.332],29.289635
286.91146969795227,3500,,5.022816,100,0.11884572,0.20862322,35,0.46180052,86.16381,41.694687,5.735735,16.33,216.15306,17.26012,3.288231,8.9645386e-07,59003,31.15815,100.0,1.0155351,-107.86519113910572,1.2801182,-16.670311,0.03755802,[ 0.066  0.989 -0.786  0.209 -0.354],30.2001
294.1304361820221,3600,,2.8029938,100,0.0378506,0.22352079,36,0.6577195,86.02889,42.711624,5.642863,16.19,193.22981,18.103363,3.3522222,-1.5830993e-06,60622,31.9667,100.0,1.0489821,-108.18203859655564,1.4697055,-13.147184,0.040420506,[ 0.109  1.017 -0.75   0.205 -0.366],30.499804
302.4156837463379,3700,,4520.242,100,0.00013451299,63.87722,37,45.656216,86.64652,141.509,5.3192043,17.0,924511.6,16.238955,1376.8826,-1.7547608e-06,62322,83.32965,100.0,6.062961,-108.5691893303645,384.6449,-14.541319,3.2018776,[ 0.123  1.019 -0.729  0.174 -0.462],29.017939
311.9141790866852,3800,,3.893233,100,0.022217743,0.2674165,38,0.9458143,86.2601,42.3046,5.5037823,16.57,274.218,13.321816,7.0960073,1.1062622e-06,63979,31.263947,100.0,0.96715987,-108.65921180215136,2.194377,-11.480894,0.047280744,[ 0.047  1.078 -0.612  0.165 -0.483],29.947464
320.17439341545105,3900,,200.19934,100,0.001191614,4.0303426,39,2.6142647,85.60406,66.51366,5.1164308,15.68,34147.43,13.063275,265.4218,1.4686584e-06,65547,43.44207,100.0,0.9141764,-108.2125073070705,62.59309,-10.180517,0.3584172,[-0.024  1.101 -0.587  0.185 -0.534],31.812572
