EpisodesSoFar,TimestepsSoFar,ReturnMeanIW,EmpiricalD2,MeanIW,InitialReturnStd,Weights,EpRewMean,Bound,InitialBound,TimeElapsed,InitialReturnMin,J_sample_variance,InitialReturnMax,EpThisIter,MaxIW,EpLenMean,StdIW,InitialReturnMean,Iteration,MinIW
10300,413180,221.50462,55.132797,1.2041554,15.263981,[-0.391 -1.161 -0.667 -0.787 -1.06 ],-105.00372759884634,221.50462,172.08461,1287.9536335468292,-21.333038,111491.484,45.132477,100,46.043343,42.59,2.2719283,-4.043579e-06,103,0.002921985
10400,417415,213.21208,295.2732,1.4729806,15.474553,[-0.41  -1.151 -0.667 -0.753 -1.046],-104.33004618816629,213.21208,172.14648,1300.007472038269,-19.830818,431700.66,61.21649,100,70.43781,42.35,6.9213104,2.670288e-07,104,0.0003029583
10500,421699,363.6419,26831.14,2.8612132,14.8293495,[-0.405 -1.156 -0.703 -0.763 -1.044],-105.67718469956135,363.6419,172.02765,1311.6906752586365,-19.034973,6636961.0,39.88438,100,281.19345,42.84,23.806364,-2.9754638e-06,105,2.290597e-06
10600,426038,644.8828,2217989.8,2.9603157,15.51847,[-0.412 -1.113 -0.667 -0.781 -1.053],-103.86567818142188,644.8828,166.53682,1325.2422518730164,-21.177681,21144230.0,38.91676,100,492.5744,43.39,20.864084,-1.4877319e-06,106,1.2735894e-06
10700,430564,826.3496,9505279000.0,6.2871337,14.207145,[-0.327 -1.111 -0.594 -0.768 -1.047],-105.70458978408001,826.3496,160.69418,1340.1480474472046,-23.193726,38067960.0,33.876034,100,1732.0522,45.26,46.954628,-8.010864e-07,107,4.6301515e-10
10800,435006,1259.3802,3004.5388,12.200177,13.146534,[-0.347 -1.178 -0.601 -0.758 -1.037],-106.92577347929729,1259.3802,166.56221,1353.927199602127,-21.08487,135057090.0,32.66824,100,1305.6155,44.42,123.04216,3.0899048e-06,108,1.5022215e-06
10900,439806,213.87238,276.776,1.7516116,15.338274,[-0.264 -1.144 -0.542 -0.778 -1.125],-104.5233420708667,213.87238,147.32121,1369.6779146194458,-25.222832,271837.44,48.44568,100,52.938583,48.0,5.3553033,-4.0817263e-06,109,0.00026276204
11000,444799,216.90343,287.27557,1.5111717,11.798785,[-0.258 -1.151 -0.521 -0.762 -1.138],-107.83922025608413,216.90343,145.04079,1383.548736333847,-21.683037,327829.6,26.515282,100,98.89522,49.93,5.685061,3.5858154e-06,110,4.390516e-05
11100,449497,175.83199,12.271707,1.1107069,13.720084,[-0.266 -1.166 -0.547 -0.792 -1.143],-106.47439055498945,175.83199,154.4971,1397.094799041748,-25.61692,77121.484,34.05071,100,18.523678,46.98,2.071445,3.8146973e-06,111,0.002152097
11200,453914,739.05566,9074.468,4.730054,12.354382,[-0.265 -1.163 -0.565 -0.798 -1.155],-107.87683913865591,739.05566,169.20288,1409.2570068836212,-19.74163,36521260.0,31.462364,100,803.26447,44.17,41.289402,-2.4032593e-06,112,4.7489684e-05
11300,458684,176.66675,14.464286,1.2474277,13.098286,[-0.194 -1.202 -0.529 -0.813 -1.12 ],-108.57775010386467,176.66675,154.39523,1424.5806937217712,-20.962189,66099.28,36.93428,100,16.68037,47.7,2.4708228,3.3187866e-06,113,0.0070138304
11400,463496,934.6245,86168540.0,9.644902,11.643743,[-0.184 -1.229 -0.537 -0.807 -1.108],-108.37184782098112,934.6245,152.42021,1437.1073124408722,-19.143578,74732240.0,34.178997,100,2547.3774,48.12,99.10188,-2.4032593e-06,114,1.6993698e-09
11500,468439,160.60617,1.8430705,1.1001227,8.933734,[-0.228 -1.242 -0.516 -0.783 -1.104],-110.53042058241714,160.60617,150.75107,1453.191790342331,-14.769875,8352.068,44.51298,100,6.1338925,49.43,0.79871905,-5.722046e-07,115,0.048936326
11600,473109,325.5498,1029534.6,2.5339324,7.498038,[-0.228 -1.229 -0.509 -0.767 -1.111],-112.01005107837338,325.5498,163.98932,1465.5730299949646,-13.665848,2318313.5,23.34795,100,126.89784,46.7,14.082548,4.5776366e-07,116,5.543041e-08
11700,478339,161.35143,3.7731957,1.2134316,8.975849,[-0.242 -1.208 -0.477 -0.787 -1.095],-110.56032145038327,161.35143,140.24545,1479.4439525604248,-22.389061,22252.455,26.7672,100,16.126158,52.3,1.6144986,5.0354006e-06,117,0.013907013
11800,483443,529.4826,9569322.0,5.24706,8.352936,[-0.247 -1.248 -0.488 -0.797 -1.125],-111.82962920014675,529.4826,146.31467,1494.2744052410126,-18.556305,18921924.0,25.445957,100,665.3329,51.04,53.09261,-4.043579e-06,118,3.4833042e-07
11900,489391,311.67947,363.6676,3.1948445,6.965659,[-0.265 -1.291 -0.466 -0.805 -1.127],-114.82855632140685,311.67947,123.40664,1510.252007484436,-15.683067,3747549.5,18.990623,100,273.52707,59.48,24.165821,-9.536743e-07,119,7.946157e-05
12000,495752,932.72394,417248.2,14.36546,7.0690293,[-0.227 -1.289 -0.423 -0.804 -1.177],-116.76105994512726,932.72394,115.11613,1527.5308954715729,-22.704048,72337224.0,22.902027,100,1730.9805,63.61,144.30663,-3.8146972e-08,120,3.3492715e-06
12100,502490,294.42627,30247.268,4.4315615,6.567092,[-0.191 -1.318 -0.384 -0.821 -1.137],-119.69419659392894,294.42627,109.23129,1547.3703424930573,-17.159424,2483646.8,14.363266,100,461.57013,67.38,29.225101,-2.4795531e-06,121,5.547272e-06
12200,509220,430.52176,10605602.0,6.6379395,7.887749,[-0.16  -1.306 -0.359 -0.846 -1.133],-116.39674928273044,430.52176,106.78287,1565.6242365837097,-28.612091,9664642.0,21.547752,100,804.65375,67.3,58.557987,1.7547608e-06,122,8.737822e-07
12300,515730,19024.838,555616600.0,543.73346,9.501166,[-0.17  -1.321 -0.39  -0.884 -1.127],-113.44829812601887,19024.838,108.518845,1585.9754917621613,-19.691833,36024304000.0,35.728928,100,66664.87,65.1,5990.2246,-3.3569336e-06,123,3.2355753e-13
12400,522659,183.65988,19770.646,2.1767464,7.094464,[-0.269 -1.375 -0.407 -0.903 -1.161],-117.14733092071498,183.65988,103.39426,1609.4094693660736,-22.411133,417803.28,14.198067,100,266.295,69.29,10.751443,-1.6784668e-06,124,9.542616e-06
12500,529127,157.32976,45.849106,1.7348406,7.6846538,[-0.252 -1.386 -0.43  -0.925 -1.167],-112.54089041404308,157.32976,109.153786,1629.1880400180817,-20.759281,105318.586,20.472466,100,62.67528,64.68,5.737764,-3.6239624e-06,125,0.00053536246
12600,535771,175.97748,80943.43,1.0133512,7.59455,[-0.222 -1.378 -0.401 -0.91  -1.165],-115.33858874661901,175.97748,107.81177,1648.0757489204407,-20.538055,644351.25,29.376652,100,654.7275,66.44,7.6403265,-3.852844e-06,126,3.993177e-06
12700,542201,233.81337,353286.56,1.1768618,9.320605,[-0.256 -1.339 -0.414 -0.915 -1.17 ],-111.00917214438685,233.81337,108.24743,1667.430689573288,-20.221878,1591761.6,27.356747,100,606.3812,64.3,10.47917,-2.9754638e-06,127,1.1334503e-07
12800,548959,369.5092,1761275.2,4.647321,8.924328,[-0.3   -1.348 -0.4   -0.927 -1.176],-112.51085488991798,369.5092,102.8522,1687.6021316051483,-18.248085,9376576.0,29.091179,100,1378.544,67.58,44.640667,-2.5558472e-06,128,5.681798e-07
12900,556408,119.65188,53.72367,1.5858645,10.388252,[-0.304 -1.334 -0.362 -0.934 -1.171],-112.22520175457294,119.65188,90.564644,1708.7029128074646,-23.057793,39611.05,36.30236,100,69.29434,74.49,5.558758,3.0517577e-07,129,0.0009613022
13000,564275,91.412315,2.3230224,1.0531497,10.7597885,[-0.311 -1.356 -0.363 -0.93  -1.151],-113.1729720351752,91.412315,85.21704,1729.8020935058594,-25.45147,3270.014,32.39517,100,5.165571,78.67,0.8975862,-9.536743e-08,130,0.075763136
13100,572305,582.25757,57825660.0,2.427508,10.963881,[-0.31  -1.369 -0.357 -0.942 -1.149],-113.53470633837367,582.25757,83.515915,1749.6585712432861,-26.534138,29379808.0,30.607548,100,3731.3608,80.3,51.650887,9.155273e-07,131,8.622219e-08
13200,579873,117.5095,8363.504,1.4854927,11.158359,[-0.303 -1.338 -0.343 -0.961 -1.167],-108.30644723183408,117.5095,85.85399,1772.1289112567902,-19.093418,287275.62,26.917814,100,207.05331,75.68,9.207483,-6.3705443e-06,132,1.5345531e-05
13300,588332,591.4858,1534854600000000.0,29.17946,11.849666,[-0.292 -1.369 -0.32  -0.972 -1.178],-111.45834168015354,591.4858,76.47676,1795.4490010738373,-25.070946,30135888.0,40.413094,100,3320.172,84.59,308.91745,1.7166137e-06,133,3.4294437e-13
13400,595593,296.62653,6.4284746e+22,0.49151564,10.617942,[-0.258 -1.338 -0.342 -0.968 -1.18 ],-108.42756941243125,296.62653,91.036316,1816.7359626293182,-23.41755,6767786.0,39.498787,100,1447.8237,72.61,13.343721,-2.8991699e-06,134,1.906976e-16
13500,601872,128.69481,38.320354,1.4385686,12.793041,[-0.257 -1.352 -0.361 -1.037 -1.197],-104.97899848671693,128.69481,105.40881,1836.3533735275269,-21.7873,55658.434,31.227346,100,47.89594,62.79,4.0766597,-3.3950805e-06,135,0.0003998495
13600,608032,1712.8751,4464370000000.0,23.29915,9.677238,[-0.286 -1.365 -0.38  -1.027 -1.202],-105.01285803748948,1712.8751,108.43864,1853.979415655136,-17.839512,276005400.0,38.7986,100,2664.848,61.6,233.95448,-9.536743e-07,136,9.8528796e-11
13700,614457,113.02522,1.29054,1.0679525,9.524826,[-0.201 -1.319 -0.363 -0.966 -1.199],-107.65581247235087,113.02522,105.34865,1875.6822609901428,-21.896687,1560.1147,31.100748,100,3.405362,64.25,0.4255642,4.196167e-07,137,0.2833058
13800,620811,1553.1992,21742756.0,30.37135,10.690457,[-0.217 -1.322 -0.369 -0.971 -1.204],-107.20445278721348,1553.1992,106.47555,1891.989800453186,-20.711575,222518960.0,33.603146,100,9450.04,63.54,324.1068,3.8146973e-06,138,2.007812e-07
13900,626706,150.4174,11.641899,1.423915,12.260618,[-0.241 -1.314 -0.386 -1.001 -1.183],-106.0169062364628,150.4174,115.32231,1912.2846224308014,-25.314602,43447.98,37.322414,100,22.061235,58.95,2.6743975,3.7384034e-06,139,0.008432722
14000,632592,154.22035,442.8633,1.411341,11.901252,[-0.213 -1.293 -0.386 -0.983 -1.205],-105.87536519129047,154.22035,115.762566,1928.9977917671204,-18.795616,139856.95,31.810608,100,63.91339,58.86,5.609411,-4.577637e-06,140,0.00047105429
14100,638425,161.6601,7243.574,1.2619714,10.414577,[-0.247 -1.299 -0.382 -0.971 -1.209],-107.27492350442637,161.6601,118.263954,1945.5242972373962,-18.594055,231108.89,30.790775,100,105.04781,58.33,5.0530286,8.354187e-06,141,4.2309216e-06
14200,644923,124.22065,5.700393,1.2452012,9.894026,[-0.283 -1.31  -0.373 -0.968 -1.197],-108.67307762816006,124.22065,104.714195,1963.0856890678406,-20.105839,50101.51,34.911938,100,40.18962,64.98,3.499529,7.2479247e-07,142,0.0014489435
14300,650976,1967.5011,279212120000000.0,30.00471,10.198482,[-0.238 -1.283 -0.35  -0.956 -1.214],-106.72561309498927,1967.5011,112.65507,1979.784483909607,-21.764881,335040930.0,30.40041,100,5551.457,60.53,303.59515,3.6239624e-06,143,4.1745327e-12
14400,657877,111.22191,15.673013,1.1847703,11.915102,[-0.269 -1.297 -0.313 -0.968 -1.208],-106.00740109799733,111.22191,94.62479,2000.8024530410767,-25.950832,16321.328,37.148125,100,40.895634,69.01,3.0012968,1.8310546e-06,144,0.0014472532
14500,665797,2300.5132,368890900.0,58.3639,10.748885,[-0.282 -1.309 -0.304 -0.973 -1.211],-108.32431105230646,2300.5132,81.19922,2020.9708259105682,-26.636642,438407550.0,27.463976,100,25788.191,79.2,595.0818,-2.670288e-06,145,2.0143798e-08
14600,673732,86.64545,6.5225506,1.1417203,13.291391,[-0.332 -1.316 -0.301 -1.004 -1.214],-104.61520681386564,86.64545,77.99536,2044.971705198288,-27.676098,7366.257,33.651306,100,26.13148,79.35,2.0132873,-2.7465821e-06,146,0.017838832
14700,681349,91.91132,6.139208,1.2396258,10.481134,[-0.346 -1.32  -0.311 -0.993 -1.219],-107.14154957895447,91.91132,84.16465,2064.8690633773804,-20.272854,10448.277,31.69485,100,20.824078,76.17,2.5777867,-1.335144e-06,147,0.0033239669
14800,688729,254.89621,33669503000.0,5.147709,10.876312,[-0.314 -1.306 -0.307 -0.985 -1.224],-106.73461834125924,254.89621,87.45854,2084.220588684082,-22.23703,2596069.5,29.366276,100,706.0555,73.8,41.191196,1.7929077e-06,148,2.5486875e-09
14900,695667,554.68933,1446240900.0,9.000215,12.217603,[-0.277 -1.329 -0.333 -0.996 -1.235],-107.34126804846171,554.68933,94.850494,2105.417172908783,-22.553905,25481510.0,41.9869,100,3937.958,69.38,91.38626,-1.9073486e-06,149,7.3666615e-09
15000,702940,130.43217,60545.926,0.67335916,11.712265,[-0.265 -1.336 -0.327 -0.964 -1.262],-108.76410771633131,130.43217,90.394394,2127.295894384384,-21.944023,394579.12,39.578156,100,178.33984,72.73,4.790715,8.392334e-07,150,1.8090725e-06
15100,711338,129.14056,236478050.0,0.4953157,10.565291,[-0.3   -1.355 -0.32  -0.965 -1.255],-110.94971559476687,129.14056,77.02621,2150.00377202034,-19.562183,283127.62,26.65025,100,408.9076,83.98,5.8717546,2.7465821e-06,151,4.826556e-07
15200,720925,85.950485,12773.642,1.0315015,11.570777,[-0.311 -1.354 -0.291 -0.966 -1.273],-110.2859683363107,85.950485,65.28493,2175.261607170105,-26.629616,49384.0,29.072014,100,134.60437,95.87,4.372238,-5.531311e-06,152,1.685851e-05
15300,730234,202.63464,105759150.0,10.344995,12.155394,[-0.32  -1.346 -0.294 -0.984 -1.268],-108.3976784030679,202.63464,66.35974,2198.263669013977,-34.562172,2002356.5,35.37497,100,1251.459,93.09,110.06166,1.2016296e-06,153,7.5195965e-09
15400,738860,885.65265,1.2758508e+35,2.0556865,11.562859,[-0.328 -1.334 -0.294 -1.006 -1.291],-107.36596052496361,885.65265,72.05432,2222.4549498558044,-26.448845,71716330.0,29.990088,100,4184.888,86.26,61.7352,7.6293944e-08,154,1.2912315e-22
15500,749669,85.05958,159404620000.0,0.47001684,13.142721,[-0.3   -1.308 -0.228 -0.973 -1.241],-107.24985103704604,85.05958,53.60532,2250.9836263656616,-37.063293,150237.33,31.172035,100,308.7119,108.09,5.0014496,-2.0980835e-07,155,3.976541e-09
15600,762704,289.19003,1.60979e+22,6.4239388,13.801041,[-0.295 -1.33  -0.205 -0.977 -1.257],-102.7661178422909,289.19003,41.2039,2281.0629694461823,-29.962212,3797977.8,51.816383,100,2304.5637,130.35,53.08326,1.2588501e-06,156,1.0729686e-18
15700,771916,578.18616,106796730000000.0,21.419485,12.140197,[-0.295 -1.341 -0.211 -1.017 -1.246],-104.30696464679966,578.18616,63.6719,2305.6539487838745,-23.354816,29432164.0,37.56167,100,3631.209,92.12,223.78722,2.670288e-06,157,1.3596837e-09
15800,779969,452.91577,3.6941256e+25,10.918692,12.456968,[-0.285 -1.323 -0.185 -1.033 -1.26 ],-101.88069629759939,452.91577,74.32076,2329.432192802429,-19.18626,18427734.0,33.041958,100,3203.5286,80.53,116.60768,2.822876e-06,158,9.503379e-16
15900,788491,94.57894,6039.5957,1.051902,12.592288,[-0.265 -1.387 -0.23  -1.073 -1.242],-104.19465525428357,94.57894,70.96547,2352.5395970344543,-24.227768,24433.027,42.539696,100,54.028595,85.22,2.7421331,-4.005432e-06,159,2.1495533e-05
16000,798190,1906.847,3.2829117e+24,13.994525,12.715344,[-0.288 -1.393 -0.224 -1.065 -1.235],-102.85235981253015,1906.847,59.796562,2375.4446017742157,-27.314003,348063520.0,30.715317,100,12111.975,96.99,213.31624,4.386902e-07,160,8.738333e-14
16100,808199,89.687614,334033650000.0,0.68385077,12.871415,[-0.306 -1.457 -0.204 -1.095 -1.262],-100.68941839633126,89.687614,55.100605,2403.818966150284,-21.608894,134941.39,35.415565,100,413.65765,100.09,5.5445733,1.4495849e-06,161,3.4198635e-08
16200,820632,230.58058,8.925792e+19,0.93153936,13.440176,[-0.301 -1.472 -0.215 -1.077 -1.261],-105.32828617216715,230.58058,43.944813,2432.4660975933075,-31.467175,3678704.8,43.700897,100,4298.22,124.33,37.305325,-4.196167e-07,162,7.1020833e-15
16300,836107,28.9217,5.375963,0.94237,14.71879,[-0.299 -1.487 -0.188 -1.075 -1.271],-94.42099528905428,28.9217,27.728617,2468.7771298885345,-34.702923,762.80237,35.84977,100,7.28787,154.75,0.98448265,5.340576e-07,163,0.0036330512
16400,852041,51.104683,1.5673866e+26,0.92497534,12.893511,[-0.301 -1.49  -0.184 -1.073 -1.27 ],-96.63315860330931,51.104683,27.771898,2498.5392055511475,-30.478317,158378.69,31.530764,100,389.6876,159.34,9.98462,4.3296814e-06,164,6.030605e-13
16500,874363,23.938826,20787367000000.0,0.49271077,13.6960535,[-0.294 -1.497 -0.159 -1.066 -1.275],-88.92143674306371,23.938826,13.194119,2544.3915939331055,-35.10298,14257.681,30.968266,100,149.03432,223.22,3.8449802,4.7683716e-07,165,1.4005769e-10
16600,903942,7.7169843,95.5392,1.014423,11.408251,[-0.283 -1.492 -0.148 -1.045 -1.27 ],-84.13470710274694,7.7169843,2.3058136,2603.021772146225,-30.630455,2107.3936,25.341518,100,52.87375,295.79,2.4153085,1.2397766e-06,166,0.000320137
16700,929235,15.273948,772721000000.0,0.8546934,11.232529,[-0.304 -1.502 -0.16  -1.052 -1.276],-97.72185830039594,15.273948,10.138362,2654.5239679813385,-24.943003,1865.1307,28.355051,100,239.41068,252.93,3.9876437,1.3732911e-06,167,2.3024758e-10
16800,955751,8.655212,14303392.0,0.7274983,9.821979,[-0.301 -1.506 -0.172 -1.041 -1.283],-104.27812678439601,8.655212,6.3795514,2708.6922504901886,-23.569767,772.5393,20.217602,100,45.991974,265.16,1.8043431,3.33786e-06,168,6.455425e-07
16900,981676,230.31616,2.769126e+31,3.4169607,12.305725,[-0.302 -1.489 -0.163 -1.042 -1.287],-93.2189090315001,230.31616,7.5299106,2760.375236272812,-30.840254,5261992.5,27.337317,100,8732.685,259.25,115.96219,-3.2424927e-07,169,7.7894877e-25
17000,1000222,24.76997,4.7005318e+17,0.9478243,13.932596,[-0.297 -1.477 -0.175 -1.061 -1.311],-91.44172207455112,24.76997,19.083828,2801.5787196159363,-32.514057,4435.8354,41.548634,100,295.42923,185.46,6.7128606,-1.5258789e-07,170,2.6998807e-12
17100,1023231,17.128475,29078300.0,0.7777101,13.4856415,[-0.306 -1.477 -0.161 -1.052 -1.316],-85.0485812447359,17.128475,11.2957,2850.203894853592,-40.72232,2995.5693,38.94671,100,74.25086,230.09,3.3238473,-1.335144e-07,171,9.271398e-08
17200,1037424,180.0092,7.4285934e+33,1.4652019,14.096468,[-0.305 -1.492 -0.164 -1.077 -1.319],-94.16214378028269,180.0092,33.107273,2881.794298887253,-30.272793,2581762.0,27.825972,100,3091.9058,141.93,23.37302,3.376007e-06,172,9.108823e-23
17300,1063256,49.52145,2.2657541e+33,0.6932402,13.317663,[-0.326 -1.51  -0.143 -1.067 -1.299],-83.8554613312096,49.52145,8.089606,2936.8427765369415,-36.081635,250577.27,37.370537,100,1749.8413,258.32,15.992568,-1.7166138e-07,173,1.4247973e-17
17400,1098880,1262.301,2.2358827e+23,75.03451,9.940203,[-0.323 -1.508 -0.152 -1.037 -1.265],-94.41786685106352,1262.301,-0.712352,3011.085873365402,-31.11514,158957900.0,34.527985,100,113019.42,356.24,2241.7595,3.2424927e-07,174,1.9739194e-19
17500,1126480,11.8778,26681.787,1.2862177,10.397066,[-0.33  -1.494 -0.174 -1.04  -1.27 ],-96.9074249385733,11.8778,6.4964795,3071.552483320236,-31.72041,979.57416,26.257631,100,823.70844,276.0,14.193469,-7.8201293e-07,175,1.7486615e-05
17600,1151677,20.076199,5075329000000000.0,0.5097038,12.335687,[-0.343 -1.489 -0.175 -1.048 -1.274],-89.15270016168755,20.076199,9.293942,3123.6486337184906,-23.62556,22119.977,31.145397,100,253.85039,251.97,4.6795163,-8.9645386e-07,176,2.3155191e-15
17700,1166925,890.3138,inf,46.771126,13.56956,[-0.331 -1.478 -0.181 -1.061 -1.277],-98.74533579403463,890.3138,30.833672,3157.7947483062744,-27.04882,78409864.0,42.368202,100,20943.848,152.48,536.55396,1.9073487e-07,177,5.10122e-35
17800,1195465,450.69742,inf,7.3441806,12.201423,[-0.332 -1.489 -0.203 -1.029 -1.291],-97.63681353239504,450.69742,4.4684486,3218.6345331668854,-22.980665,20310680.0,23.975664,100,27367.816,285.4,238.09183,2.7656556e-06,178,2.0766154e-23
17900,1226389,3.3306038,311.55157,0.95135045,12.006825,[-0.385 -1.555 -0.206 -1.074 -1.26 ],-85.79611064056948,3.3306038,1.3524066,3282.009855747223,-25.846748,236.51408,31.565025,100,23.621155,309.24,1.2636721,6.294251e-07,179,7.8068275e-05
18000,1255104,7.11483,136.05441,0.6706553,11.878294,[-0.393 -1.539 -0.201 -1.069 -1.266],-87.9310173960661,7.11483,3.633946,3340.4733350276947,-30.753017,637.187,33.759624,100,49.09324,287.15,1.5264975,6.4849854e-07,180,0.0004207291
18100,1284868,7.617338,520665.6,0.79996735,11.160033,[-0.427 -1.496 -0.211 -1.035 -1.268],-83.88467328896876,7.617338,2.9635499,3400.186820268631,-33.548935,898.40894,22.903131,100,63.96095,297.64,2.6322439,-1.3542175e-06,181,4.852809e-07
18200,1310962,29.409624,8401555000000000.0,0.72240436,11.130729,[-0.41  -1.495 -0.217 -1.034 -1.274],-91.7806026195077,29.409624,6.443331,3454.1832988262177,-27.220194,67676.87,25.868488,100,509.3453,260.94,10.066221,-3.0517577e-07,182,2.2688143e-12
18300,1332348,15.908522,3367.6035,1.1255449,12.843971,[-0.401 -1.5   -0.229 -1.052 -1.267],-96.5608074961064,15.908522,13.77649,3500.6531858444214,-30.480198,859.5205,33.72882,100,26.980028,213.86,1.9451705,7.4386594e-07,183,2.4537481e-05
18400,1355668,19.959402,6893804.0,1.0454082,13.059392,[-0.415 -1.505 -0.225 -1.056 -1.267],-87.5029957718271,19.959402,9.006541,3548.8471310138702,-31.606306,18170.191,22.817533,100,207.06577,233.2,7.401784,-6.1035155e-07,184,4.932469e-09
18500,1380391,174.02289,inf,1.1193476,12.327571,[-0.404 -1.498 -0.223 -1.037 -1.265],-94.51161089398369,174.02289,8.028804,3599.3306081295013,-26.32822,3163352.2,34.734123,100,2435.4292,247.23,46.204082,-3.4332277e-07,185,
18600,1415732,25.343624,3.8566294e+16,0.843414,6.7962193,[-0.433 -1.553 -0.177 -1.066 -1.296],-97.58279291481966,25.343624,6.6955166,3672.885798215866,-23.205309,40727.094,14.755077,100,709.0217,353.41,11.126747,2.5749208e-07,186,5.7311754e-14
18700,1448442,17.96118,2.1510969e+19,2.14311,13.085326,[-0.432 -1.54  -0.161 -1.072 -1.299],-74.63585553388377,17.96118,1.9372145,3740.057817220688,-39.14781,14892.917,20.078865,100,1447.393,327.1,33.907207,-1.3160706e-06,187,7.296817e-15
18800,1490902,-4.731418,10.735896,0.9997946,9.44678,[-0.435 -1.532 -0.141 -1.068 -1.298],-41.71472951382334,-4.731418,-6.0043035,3827.532259464264,-32.27224,260.39374,22.714437,100,25.924921,424.6,1.3723892,-2.0980835e-07,188,0.0017745042
18900,1531288,-4.126853,74126620.0,0.6032285,10.745628,[-0.44  -1.541 -0.138 -1.075 -1.305],-41.65470163093089,-4.126853,-7.039558,3909.0874304771423,-32.408478,174.73668,17.680037,100,71.39137,403.86,1.7630163,-1.9073487e-07,189,1.4196193e-09
19000,1573100,2.9364672,inf,0.119734704,12.422444,[-0.473 -1.543 -0.138 -1.075 -1.315],-30.7069384357089,2.9364672,-9.371969,3991.2100641727448,-36.839485,7322.5396,31.078033,100,321.4748,418.12,3.2060466,2.8610229e-08,190,
19100,1607828,8.666737,36330.965,1.1062682,13.537493,[-0.486 -1.57  -0.193 -1.09  -1.307],-70.5012148797083,8.666737,1.6513621,4061.00772690773,-42.050217,1509.2118,25.781734,100,36.500183,347.28,2.1132023,-9.727478e-07,191,2.098775e-06
19200,1642555,34.222115,1.0878557e+22,1.2023963,11.416224,[-0.471 -1.553 -0.179 -1.083 -1.324],-69.2620606490814,34.222115,2.7342172,4131.556312561035,-32.251698,74067.52,23.368916,100,1302.0698,347.27,19.139496,-5.340576e-07,192,1.6115172e-16
19300,1673228,361.66547,8.388227e+35,2.4358418,12.477241,[-0.497 -1.578 -0.206 -1.095 -1.322],-77.26801352627565,361.66547,5.9560285,4193.951699733734,-41.42589,13222259.0,37.61933,100,11515.762,306.73,91.33728,1.2969971e-06,193,2.7444906e-27
19400,1701080,48.349945,inf,0.19549261,17.95939,[-0.495 -1.569 -0.179 -1.102 -1.338],-68.95037227275355,48.349945,2.393925,4253.928068161011,-39.389,280947.06,34.382885,100,1620.2289,278.52,11.587037,-8.487701e-07,194,
19500,1749946,-6.165339,838861140000000.0,0.35013297,6.9108434,[-0.486 -1.583 -0.154 -1.079 -1.359],-61.37242992783387,-6.165339,-8.2384405,4349.96241402626,-37.274105,517.6792,18.109463,100,282.1211,488.66,3.0446494,6.67572e-07,195,4.640278e-16
19600,1798666,38.886776,inf,2.189765,7.4503093,[-0.489 -1.58  -0.171 -1.084 -1.368],-47.38539922630052,38.886776,-8.592262,4446.480368375778,-17.311644,211549.8,17.796919,100,3881.1523,487.2,69.1256,-1.0681152e-06,196,6.4716254e-31
19700,1827643,10.795964,468.08368,0.8790873,13.856695,[-0.474 -1.567 -0.19  -1.095 -1.364],-78.32267388331867,10.795964,6.552402,4504.247639417648,-37.444595,744.0709,22.260416,100,54.388535,289.77,2.4918563,2.670288e-07,197,0.00011436531
19800,1867465,8.784313,inf,0.3505367,10.443121,[-0.484 -1.572 -0.19  -1.089 -1.369],-65.03195391983088,8.784313,-1.9249144,4586.228806972504,-35.669575,23551.342,17.167898,100,521.0401,398.22,9.417333,-4.7683717e-08,198,
19900,1895724,6.351898,1.3371991,0.9609181,9.029465,[-0.469 -1.571 -0.223 -1.088 -1.36 ],-83.86544639031699,6.351898,6.0567102,4643.328108072281,-32.89045,102.34216,22.452345,100,3.4308069,282.59,0.37447122,1.9073486e-08,199,0.13470481
