EpLenMean,EpRewMean,InitialReturnMax,Iteration,ReturnMeanIW,InitialBound,EmpiricalD2,J_sample_variance,InitialReturnMin,EpisodesSoFar,TimeElapsed,Bound,InitialReturnMean,MinIW,EpThisIter,MeanIW,TimestepsSoFar,StdIW,InitialReturnStd,MaxIW,Weights
76.19,-101.2558560335491,4.115114,205,7.906149,-15286784.0,1305704.5,66.74004,-3.2624607,20500,4344.825108289719,-15286783.0,-1.2397766e-07,1.6951557e-08,100,0.52318275,2140548,1.8583045,1.5623565,42.26324,[-0.413 -1.302 -0.022 -1.177 -0.649]
71.89,-101.33538289342779,3.110983,206,7.55891,-48713420.0,18183655000.0,71.654526,-3.0428715,20600,4360.702572822571,-48713420.0,-2.3841858e-08,3.3394574e-08,100,0.33976227,2147737,1.261035,1.5579302,47.226208,[-0.401 -1.307 -0.054 -1.136 -0.655]
68.4,-99.99883950978762,3.803265,207,8.7763,-54126024.0,211582090000.0,75.08564,-3.6270323,20700,4375.655957698822,-54126024.0,-9.536743e-09,8.531377e-12,100,0.3524925,2154577,1.4858924,1.6312655,31.65332,[-0.396 -1.285 -0.03  -1.184 -0.667]
74.0,-100.7992413353567,3.4903026,208,8.7933,-4317433.0,47833.3,77.86337,-2.928812,20800,4392.480570554733,-4317432.0,-2.3365021e-07,2.105526e-05,100,0.5875319,2161977,2.407628,1.5625702,63.320255,[-0.393 -1.319  0.004 -1.16  -0.671]
70.43,-100.92744892739391,3.8620677,209,10.256549,-425160.7,1291.8562,108.59155,-3.5181837,20900,4407.741207361221,-425158.78,6.294251e-07,4.246584e-05,100,0.7961825,2169020,1.8114593,1.7192541,22.484959,[-0.39  -1.305 -0.017 -1.185 -0.664]
70.41,-100.49670297667699,3.6571596,210,8.25321,-60140028.0,6983450600.0,90.197235,-3.4989266,21000,4423.776774406433,-60140028.0,3.4570695e-07,4.6645288e-09,100,1.2967577,2176061,10.646178,1.3860261,112.185295,[-0.357 -1.392 -0.032 -1.267 -0.645]
64.86,-98.29884300944052,3.249063,211,12.702824,-6580452.0,48394727000.0,736.79456,-3.2027602,21100,4437.651458740234,-6580449.0,-2.7418136e-07,4.643754e-10,100,0.88922393,2182547,3.7977087,1.3999366,125.82023,[-0.344 -1.36   0.009 -1.308 -0.645]
68.82,-99.29351648315657,2.7329717,212,10.530253,-2832664.2,2505958100.0,458.93506,-3.5706592,21200,4453.464680671692,-2832662.5,3.5524369e-07,2.460282e-08,100,0.40258852,2189429,2.3681796,1.4781305,173.25362,[-0.32  -1.368 -0.048 -1.274 -0.658]
57.48,-97.92702113353927,3.5943985,213,11.378027,-400680770.0,39889.895,125.56916,-5.869334,21300,4467.249341249466,-400680770.0,2.4318695e-07,1.8969433e-05,100,0.5019864,2195177,1.2529564,1.5659571,22.614128,[-0.304 -1.336 -0.033 -1.31  -0.664]
73.38,-97.75312640289756,3.3628924,214,10.911547,-6276.4307,1.2936431e+16,713.2386,-3.6055818,21400,4482.93391084671,-6273.5376,3.0517577e-07,1.1534363e-12,100,0.25029638,2202515,1.6955482,1.5443214,90.36746,[-0.312 -1.353 -0.047 -1.27  -0.664]
74.64,-100.04007738832101,2.524405,215,7.8121915,-1505390.9,1.0,2.2237332,-2.960555,21500,4500.283395290375,-1505390.9,4.529953e-07,0.999962,100,1.0000006,2209979,1.506831e-05,1.4837397,1.0000596,[-0.305 -1.373 -0.027 -1.23  -0.674]
73.26,-101.01295725805431,3.4086976,216,9.387149,-583214.25,140189840000.0,147.60632,-3.2777967,21600,4515.650511264801,-583212.9,2.5987626e-07,2.7469875e-09,100,1.4623872,2217305,9.277677,1.514333,118.75136,[-0.305 -1.373 -0.027 -1.23  -0.674]
69.44,-98.41628833881381,3.2705274,217,8.668909,-7311615.5,2.8424933,9.001375,-2.8423562,21700,4531.0074627399445,-7311615.5,-5.078316e-07,0.030276047,100,0.8504382,2224249,0.7027904,1.3510402,6.620694,[-0.299 -1.349 -0.031 -1.268 -0.671]
73.35,-100.185672143909,3.3624449,218,7.900642,-164711.3,1.0,2.3300185,-3.66892,21800,4546.448742866516,-164711.3,8.583069e-08,0.99999726,100,1.0,2231584,7.9617945e-07,1.5187883,1.0000029,[-0.302 -1.367 -0.041 -1.266 -0.689]
67.07,-98.54870478986953,2.9958038,219,10.584154,-66822256.0,294873330000.0,273.97607,-3.639761,21900,4560.841869354248,-66822252.0,-1.7166138e-07,1.9612065e-10,100,0.70526123,2238291,4.820025,1.4091952,348.84332,[-0.302 -1.367 -0.041 -1.266 -0.689]
72.82,-99.89573439330938,3.9175355,220,8.067374,-583214.2,1.0,2.383505,-3.8541098,22000,4576.850837945938,-583214.2,-1.66893e-08,1.0,100,1.0,2245573,,1.5361218,1.0,[-0.305 -1.405 -0.052 -1.223 -0.701]
71.79,-99.7802810422815,2.8953881,221,11.040045,-139708740.0,1888754300000000.0,656.1843,-2.9356585,22100,4592.2576241493225,-139708740.0,-4.2438506e-07,5.5415016e-14,100,0.13600262,2252752,1.417005,1.596427,125.34363,[-0.305 -1.405 -0.052 -1.223 -0.701]
82.1,-99.42309627386753,4.001499,222,6.861062,-251051.81,100134.82,38.682102,-3.0478058,22200,4610.530866146088,-251051.2,6.008148e-07,2.8849394e-05,100,0.70885545,2260962,2.2069972,1.6236347,82.33134,[-0.308 -1.432 -0.054 -1.168 -0.696]
79.7,-101.02995126679058,3.2837524,223,6.928171,-278946.47,1.0,2.609398,-3.1230307,22300,4627.347384691238,-278946.47,3.862381e-07,1.0,100,1.0,2268932,,1.607266,1.0,[-0.301 -1.416 -0.068 -1.19  -0.693]
76.79,-101.33051226972344,2.9817247,224,10.9279585,-10029656.0,3155710800000000.0,683.2005,-2.9288425,22400,4644.225249528885,-10029652.0,-5.102158e-07,3.182853e-11,100,0.49798554,2276611,5.506071,1.5419676,525.2501,[-0.301 -1.416 -0.068 -1.19  -0.693]
74.79,-101.723476770484,2.8651443,225,8.3006,-25888304.0,2730.038,33.0161,-3.220522,22500,4660.813834190369,-25888304.0,6.7710874e-07,0.0003793744,100,0.49271598,2284090,0.9652498,1.5891588,12.040512,[-0.313 -1.417 -0.005 -1.213 -0.691]
69.62,-99.90836242121699,3.5004632,226,8.711073,-16985316.0,1.0,2.5378432,-3.6532764,22600,4675.224054098129,-16985316.0,4.4584274e-07,1.0,100,1.0,2291052,,1.5850757,1.0,[-0.312 -1.405  0.01  -1.246 -0.683]
72.67,-100.23016283629585,3.2188997,227,8.015132,-425161.03,0.99999136,2.959684,-3.1715946,22700,4690.69420838356,-425161.03,1.5258789e-07,0.9995008,100,1.0000116,2298319,0.00015008538,1.7117406,1.0004755,[-0.312 -1.405  0.01  -1.246 -0.683]
76.16,-100.82291103074976,2.7643514,228,8.22433,-2065011.1,34.95724,32.91053,-3.003779,22800,4707.278030633926,-2065010.5,1.7166138e-07,0.007618805,100,1.3130844,2305935,3.8472238,1.5047461,72.52821,[-0.312 -1.405  0.01  -1.246 -0.683]
76.88,-99.16376266385645,3.1573608,229,7.593919,-8124019.0,1.0,2.3962169,-3.5522923,22900,4724.249183177948,-8124019.0,-3.4332277e-07,1.0,100,1.0,2313623,,1.5402128,1.0,[-0.318 -1.396  0.003 -1.265 -0.673]
67.76,-98.60785021577829,3.1313324,230,8.760267,-9026688.0,1.0,2.2172627,-3.0769424,23000,4738.716727018356,-9026688.0,1.66893e-07,0.99985015,100,0.99999577,2320399,4.9412687e-05,1.4815736,1.0001655,[-0.318 -1.396  0.003 -1.265 -0.673]
71.1,-99.35233848116461,4.2680864,231,8.804203,-31960874.0,51256.266,70.82376,-3.090148,23100,4754.1045553684235,-31960874.0,-1.4305115e-07,6.507011e-07,100,0.78979194,2327509,2.5062926,1.5403587,38.99627,[-0.318 -1.396  0.003 -1.265 -0.673]
70.23,-100.05432580269489,3.4227753,232,11.590124,-28764782.0,25584701000.0,900.7425,-3.1441865,23200,4769.125242948532,-28764778.0,-4.053116e-07,1.2121382e-09,100,0.4992104,2334532,2.876455,1.4222891,143.88744,[-0.31  -1.411 -0.04  -1.245 -0.665]
66.67,-98.27990831855213,3.0711923,233,16.138033,-3147405.8,74412565000000.0,4870.9453,-2.5829425,23300,4784.055129528046,-3147398.5,-3.9815902e-07,3.221007e-13,100,0.3114437,2341199,5.225956,1.3449792,249.6849,[-0.294 -1.406 -0.08  -1.274 -0.677]
66.09,-98.37158703904488,3.1029606,234,10.513236,-12382291.0,165982.05,178.78821,-5.2512956,23400,4799.056010246277,-12382289.0,2.0503998e-07,2.8151214e-06,100,1.02549,2347808,3.0329316,1.606192,35.509647,[-0.3   -1.419 -0.077 -1.356 -0.7  ]
62.76,-97.59599398377577,3.2278798,235,9.659919,-25888302.0,1.0,2.3319502,-5.4574904,23500,4813.021064996719,-25888302.0,-3.7908555e-07,1.0,100,1.0,2354084,,1.519418,1.0,[-0.296 -1.4   -0.043 -1.378 -0.702]
65.73,-96.68669936679899,2.9390693,236,13.128477,-10029654.0,15486918000000.0,2080.374,-5.951161,23600,4827.301124334335,-10029650.0,-2.0503998e-07,4.7822653e-12,100,0.17795688,2360657,2.4125528,1.5576544,145.32082,[-0.296 -1.4   -0.043 -1.378 -0.702]
66.92,-97.9146359903052,3.1136389,237,13.165545,-800021.56,1925858600000000.0,2939.0305,-2.950828,23700,4842.195617437363,-800017.3,-5.221367e-07,8.9169894e-10,100,0.95509017,2367349,9.905463,1.54001,778.8209,[-0.308 -1.439 -0.028 -1.346 -0.708]
62.47,-96.50872434270654,3.4003644,238,10.593005,-183011.55,19.542553,23.338875,-2.9401388,23800,4856.560447216034,-183010.73,-1.835823e-07,0.0057013445,100,1.0243897,2373596,2.230119,1.5978189,20.084202,[-0.284 -1.404  0.002 -1.386 -0.707]
65.11,-97.53748154777693,3.6588326,239,9.944324,-66822256.0,44805.645,73.310486,-7.0064945,23900,4870.799344539642,-66822256.0,-1.8596648e-07,7.4042595e-07,100,0.8729705,2380107,2.4125254,1.721769,32.51607,[-0.286 -1.415  0.013 -1.373 -0.708]
62.92,-96.5409082893711,3.1286411,240,11.856942,-12382291.0,15900161000.0,1538.6957,-3.2330627,24000,4884.083376169205,-12382288.0,2.1457672e-07,3.4209673e-11,100,3.411473,2386399,32.346188,1.5153219,511.4183,[-0.29  -1.408  0.012 -1.414 -0.706]
64.99,-96.96677078134385,3.599513,241,9.191015,-60140028.0,93780410.0,73.33046,-4.646078,24100,4898.103500843048,-60140028.0,-4.7683717e-08,1.4374201e-08,100,0.4786768,2392898,1.9179704,1.5690458,60.54171,[-0.316 -1.428 -0.042 -1.384 -0.715]
67.84,-97.62183752035779,2.684382,242,8.805527,-18872574.0,1.0,2.2456212,-3.2463326,24200,4912.848586797714,-18872574.0,-1.7642975e-07,1.0,100,1.0,2399682,,1.4910283,1.0,[-0.301 -1.429 -0.017 -1.34  -0.715]
65.05,-98.10909945858415,3.6723871,243,10.11882,-113164080.0,75.87532,27.618477,-2.881466,24300,4926.373923301697,-113164080.0,1.14440915e-07,0.0005296357,100,1.145013,2406187,3.6588092,1.4871756,37.01804,[-0.301 -1.429 -0.017 -1.34  -0.715]
65.23,-98.7791982524862,3.6947875,244,11.786867,-48713420.0,4303.1045,210.25948,-2.8962874,24400,4940.123491048813,-48713416.0,2.7656554e-07,6.035322e-06,100,2.8910477,2412710,13.934504,1.471243,131.68736,[-0.303 -1.42  -0.038 -1.35  -0.717]
65.11,-98.5508992268396,3.28863,245,9.312168,-155231920.0,2248091.8,52.730423,-3.0406885,24500,4954.220791578293,-155231920.0,-9.059906e-08,4.3309824e-06,100,1.7678528,2419221,10.932705,1.4641215,111.92588,[-3.036e-01 -1.414e+00 -9.752e-04 -1.357e+00 -7.161e-01]
61.78,-95.76772368035046,3.3915646,246,9.897651,-28764780.0,1.0,3.5279424,-10.824909,24600,4967.348938703537,-28764780.0,3.004074e-07,0.99999595,100,1.0,2425399,1.2825467e-06,1.8688681,1.0000052,[-0.302 -1.409 -0.044 -1.365 -0.725]
62.82,-97.46382683516126,3.2735496,247,9.56849,-494667600.0,1.0,2.422068,-3.3732653,24700,4980.48126745224,-494667600.0,2.8610229e-08,1.0,100,1.0,2431681,,1.5484983,1.0,[-0.302 -1.409 -0.044 -1.365 -0.725]
62.82,-96.1864734033877,3.3171892,248,11.848523,-360612700.0,1983839.4,451.1294,-3.3734913,24800,4994.224613666534,-360612700.0,1.7642975e-07,8.4476156e-08,100,0.9312482,2437963,3.1449637,1.4441233,33.92109,[-0.302 -1.409 -0.044 -1.365 -0.725]
65.49,-97.67360865109063,3.7548015,249,9.244102,-262886640.0,3990.3591,31.388042,-5.177064,24900,5008.154192686081,-262886640.0,3.8146973e-07,6.60417e-07,100,0.572599,2444512,1.4614677,1.7932912,33.98302,[-0.292 -1.409 -0.088 -1.353 -0.736]
58.1,-97.94859362789956,4.1542244,250,11.160695,-1858506.4,421.93204,142.63322,-17.667187,25000,5020.381586551666,-1858505.6,4.1484833e-07,2.1208583e-05,100,0.9535723,2450322,2.1031811,2.5795057,19.779024,[-0.278 -1.395 -0.112 -1.366 -0.743]
58.4,-94.9970734024661,3.609047,251,10.19819,-28764780.0,1.0,4.8907905,-7.8894906,25100,5033.272092103958,-28764780.0,9.441376e-07,1.0,100,1.0,2456162,,2.2004278,1.0,[-0.263 -1.386 -0.082 -1.384 -0.759]
59.24,-96.31356472428806,3.8004522,252,9.877209,-648014.9,1.0000745,8.940786,-16.167744,25200,5046.124373674393,-648014.9,-1.66893e-07,0.9683193,100,1.0000536,2462086,0.008155091,2.9728804,1.0243055,[-0.263 -1.386 -0.082 -1.384 -0.759]
61.94,-97.08846338683466,4.0750976,253,14.5688,-63806.145,1607455900.0,825.5082,-8.377985,25300,5059.20201921463,-63801.098,-3.862381e-07,3.4823609e-07,100,0.98558766,2468280,3.880107,2.183218,88.23265,[-0.263 -1.386 -0.083 -1.384 -0.759]
56.25,-97.76898347070808,3.7221932,254,11.537794,-35512080.0,11912.585,92.046265,-7.564183,25400,5073.362522125244,-35512080.0,-2.9563904e-07,2.7330576e-05,100,0.5106067,2473905,1.3214662,2.3053293,23.093388,[-0.224 -1.307 -0.029 -1.337 -0.815]
60.61,-97.93338539389208,3.4460955,255,17.049198,-1154.4775,213474700000000.0,2707.3962,-4.5553007,25500,5086.749068260193,-1148.085,3.7431718e-07,4.596804e-09,100,0.9061608,2479966,5.2220244,1.4986745,476.18448,[-0.228 -1.32  -0.028 -1.309 -0.812]
66.82,-95.83073783305007,3.186398,256,8.640637,-11144061.0,1.0,2.0949516,-3.2541194,25600,5103.144198656082,-11144061.0,-3.33786e-07,0.99999785,100,1.0,2486648,5.5469224e-07,1.4401397,1.0000015,[-0.244 -1.331  0.011 -1.303 -0.801]
67.73,-97.28854305863825,3.2808478,257,10.387256,-720018.6,201465400000.0,270.82697,-3.2662625,25700,5117.4960696697235,-720017.1,-1.9073486e-08,1.0001947e-11,100,0.75692815,2493421,3.9019372,1.5096394,188.39407,[-0.244 -1.331  0.011 -1.303 -0.801]
65.28,-97.03576729464672,3.8126035,258,9.210204,-1505389.8,16.43684,17.006283,-9.840075,25800,5132.464738368988,-1505389.4,2.7894973e-07,0.006825689,100,0.896823,2499949,1.5075358,2.1013222,13.92361,[-0.212 -1.219  0.013 -1.237 -0.799]
65.56,-98.1604971992722,2.7876575,259,21.430447,-524891.0,4.3453043e+16,20939.58,-4.614652,25900,5146.355652093887,-524879.3,,4.291865e-13,100,17.272715,2506505,168.4134,1.5322773,2110.8635,[-0.223 -1.236  0.006 -1.227 -0.798]
54.08,-97.30765472797388,3.6272745,260,13.152297,-43842070.0,36458.77,251.77237,-8.073013,26000,5158.997290849686,-43842070.0,1.2874604e-07,8.3001146e-07,100,1.1671454,2511913,3.4616046,2.058416,66.879295,[-0.219 -1.205  0.047 -1.259 -0.806]
57.5,-97.98300821591214,3.9305825,261,11.746826,-4317430.0,60.441143,39.616486,-8.539616,26100,5171.110877752304,-4317429.5,-4.2438506e-07,0.012578728,100,1.11374,2517663,2.1107628,1.7982433,32.823334,[-0.207 -1.225  0.005 -1.264 -0.812]
60.92,-97.92336909165948,3.8160286,262,11.89488,-16985314.0,49078.95,82.5435,-4.076268,26200,5184.40470957756,-16985312.0,-1.04904174e-07,7.255044e-06,100,0.94371724,2523755,2.7004466,1.5229017,51.19973,[-0.21  -1.234  0.024 -1.258 -0.813]
64.42,-96.94644394212159,3.248634,263,9.285184,-720018.2,1.0,2.2325604,-4.9712424,26300,5198.228897809982,-720018.2,5.245209e-07,1.0,100,1.0,2530197,,1.4866859,1.0,[-0.217 -1.252  0.006 -1.233 -0.816]
66.61,-97.25915352559099,3.5253446,264,8.877852,-5330165.0,1.2082608,4.358342,-5.36938,26400,5212.720267057419,-5330165.0,-4.6730042e-07,0.15232293,100,1.0145148,2536858,0.3418529,1.6447726,2.2444587,[-0.217 -1.252  0.006 -1.233 -0.816]
62.79,-96.96070284816608,3.328591,265,9.562272,-7311614.5,1.0000013,2.678417,-3.4587297,26500,5226.075267791748,-7311614.5,-3.862381e-07,0.99763876,100,1.0001831,2543137,0.00092495955,1.6290089,1.0044988,[-0.219 -1.253  0.012 -1.235 -0.817]
63.79,-97.03400360965043,3.3323221,266,9.395266,-16985314.0,1.0,2.4652758,-4.956905,26600,5239.714373588562,-16985314.0,1.7881393e-07,1.0,100,1.0,2549516,,1.5622493,1.0,[-0.219 -1.253  0.012 -1.235 -0.817]
62.86,-95.73327637712829,3.699502,267,19.333942,-8124017.0,2.43064e+16,5254.108,-4.665031,26700,5253.8756601810455,-8124008.0,-1.14440915e-07,5.2285194e-13,100,0.29049864,2555802,6.040553,1.6253377,760.8398,[-0.219 -1.253  0.012 -1.235 -0.817]
54.6,-98.20515631383729,3.726371,268,11.52421,-91662900.0,1.000001,3.9868593,-9.199282,26800,5266.056842088699,-91662900.0,5.0544736e-07,0.9975988,100,1.0000057,2561262,0.0009241632,1.9873033,1.0026472,[-0.216 -1.226 -0.002 -1.278 -0.817]
52.99,-97.74134323666614,3.5716639,269,19.284618,-48713416.0,1004245.06,2886.8213,-15.017679,26900,5277.551299095154,-48713410.0,-4.816055e-07,1.0165828e-08,100,3.027438,2566561,17.828281,2.3803692,620.0399,[-0.216 -1.226 -0.002 -1.278 -0.817]
61.06,-97.37222219090191,3.1634526,270,11.041369,-54126024.0,7999646.0,191.90106,-7.9551263,27000,5290.078444242477,-54126020.0,1.0967255e-07,2.2938078e-08,100,0.40888038,2572667,1.5119826,1.714558,90.98941,[-0.197 -1.239  0.021 -1.25  -0.82 ]
51.73,-97.41635830421515,4.134667,271,13.257696,-125737864.0,182881600.0,365.50238,-13.103088,27100,5301.683115720749,-125737860.0,3.33786e-07,3.9042084e-07,100,0.42319077,2577840,3.6122603,2.8881156,233.48857,[-0.171 -1.213  0.001 -1.264 -0.823]
64.84,-97.21941611745167,3.487319,272,11.825079,-720018.1,1901520500.0,393.69318,-4.4122443,27200,5315.735760211945,-720015.7,-5.245209e-07,4.1864436e-09,100,0.5126598,2584324,1.9038864,1.7045146,159.82532,[-0.182 -1.247  0.012 -1.24  -0.835]
63.75,-99.91909075231848,3.6534903,273,9.753291,-23299472.0,1.0529631,3.117842,-4.1754475,27300,5328.835947036743,-23299472.0,5.38826e-07,0.48211893,100,0.9850043,2590699,0.19771546,1.5719631,1.7832185,[-0.188 -1.26   0.046 -1.222 -0.839]
65.85,-98.36267276592856,3.3210137,274,10.567629,-2294456.0,232259.44,240.95415,-3.3632975,27400,5342.618046760559,-2294454.8,-8.6784365e-07,3.037052e-06,100,0.56485224,2597284,1.2076232,1.6228286,38.389812,[-0.188 -1.259  0.043 -1.223 -0.839]
60.29,-98.0743319201788,3.254475,275,11.652275,-549630700.0,5582175700.0,278.79517,-5.120222,27500,5356.215542554855,-549630700.0,6.2227247e-07,5.3959447e-08,100,0.7034678,2603313,3.7410634,1.597472,213.85806,[-0.157 -1.225  0.062 -1.232 -0.851]
61.31,-98.2560355185128,3.8592696,276,11.184249,-82496610.0,71.19147,64.84954,-13.31848,27600,5369.1410665512085,-82496610.0,1.335144e-07,0.00060032564,100,3.3482263,2609444,20.533142,2.3817396,239.45407,[-0.145 -1.234  0.109 -1.224 -0.861]
63.56,-100.04337380342395,4.036159,277,9.895727,-28764780.0,1.0119367,2.9425788,-3.0976796,27700,5382.940329551697,-28764780.0,-4.2676925e-07,0.6470636,100,0.9931583,2615800,0.10286924,1.6391702,1.260576,[-0.148 -1.247  0.116 -1.209 -0.863]
61.53,-99.59468524398652,2.8437738,278,11.630245,-91662900.0,96.82423,69.10361,-3.571972,27800,5395.956009864807,-91662900.0,2.9087067e-07,0.0015862295,100,1.2725455,2621953,3.918976,1.4551567,55.790234,[-0.148 -1.246  0.115 -1.209 -0.863]
65.11,-98.60476821491346,3.4356852,279,11.7043,-39457870.0,688199.25,461.595,-3.2987065,27900,5409.72208070755,-39457868.0,3.4570695e-07,2.6085372e-06,100,2.9659076,2628464,18.834814,1.5899355,309.40485,[-0.147 -1.24   0.087 -1.198 -0.863]
71.17,-98.48388167785367,2.8542914,280,12.059613,-25888304.0,28534925000.0,1155.6808,-3.5660667,28000,5425.38153886795,-25888300.0,1.2159347e-07,5.775702e-12,100,2.3965993,2635581,21.469053,1.4643804,506.21362,[-0.152 -1.257  0.046 -1.203 -0.863]
71.36,-98.8340686772504,3.2460237,281,8.526978,-74246950.0,6.8027407e+16,134.12772,-3.6879811,28100,5440.829085350037,-74246950.0,2.479553e-07,8.874604e-14,100,0.6494487,2642717,3.7928746,1.5081158,70.65728,[-0.248 -1.316  0.017 -1.246 -0.892]
66.45,-98.0420900537317,3.3261564,282,9.591024,-1219363.8,30.177183,23.953074,-2.94598,28200,5454.5672082901,-1219363.2,1.14440915e-07,0.00056023244,100,0.9305334,2649362,1.7383118,1.6106877,20.730038,[-0.261 -1.306 -0.027 -1.269 -0.881]
63.71,-97.48202530206397,2.9205582,283,12.29012,-18872572.0,3492.6313,250.2714,-4.4536023,28300,5468.157181978226,-18872570.0,-5.1498415e-07,1.0181513e-05,100,1.3072137,2655733,8.392636,1.498639,99.0367,[-0.267 -1.313 -0.006 -1.274 -0.898]
65.47,-97.39682503764303,3.1204827,284,9.562081,-39457870.0,30.856413,18.652405,-4.375505,28400,5482.937123537064,-39457870.0,4.7683717e-08,0.0023367042,100,1.4249057,2662280,3.3984942,1.6182642,29.440617,[-0.269 -1.302  0.027 -1.283 -0.898]
64.08,-97.54987950952011,2.7886996,285,9.731696,-28764780.0,1.3277533,5.978195,-3.6900892,28500,5496.562917470932,-28764780.0,-4.2915343e-07,0.18739104,100,1.0283933,2668688,0.51840407,1.591408,3.859563,[-0.263 -1.307  0.012 -1.265 -0.897]
65.39,-97.47990325777916,3.4040923,286,9.270919,-155231920.0,1.0,2.2314472,-3.1021862,28600,5511.687604665756,-155231920.0,-1.9073486e-08,1.0,100,1.0,2675227,,1.4863153,1.0,[-0.267 -1.312  0.01  -1.261 -0.899]
69.48,-99.07333080841602,3.6773708,287,9.416458,-39457870.0,147381660.0,86.77303,-3.4525805,28700,5526.70046377182,-39457870.0,-6.8664554e-07,6.12894e-09,100,0.5861054,2682175,1.688223,1.6727366,47.208374,[-0.267 -1.312  0.01  -1.261 -0.899]
64.13,-99.47868675165886,2.971872,288,10.351659,-23299472.0,1726942000.0,218.38113,-3.0552158,28800,5540.270840883255,-23299472.0,1.0108947e-06,9.834869e-08,100,0.6543749,2688588,3.0743885,1.5228728,173.85675,[-0.27  -1.331  0.039 -1.25  -0.897]
76.19,-100.31391166241053,3.1144528,289,9.995697,-4797149.0,1311572000000.0,347.033,-3.2751355,28900,5556.276060581207,-4797146.5,4.816055e-07,3.1524778e-09,100,0.50382113,2696207,2.6276882,1.5928775,139.32138,[-0.262 -1.35   0.008 -1.218 -0.891]
73.51,-102.10276703964239,3.73068,290,8.039073,-5330166.0,1.0,2.7890036,-2.8822026,29000,5571.524545431137,-5330166.0,-3.671646e-07,1.0,100,1.0,2703558,,1.66166,1.0,[-0.262 -1.359  0.044 -1.203 -0.886]
70.08,-99.19171279302022,3.5677805,291,8.89352,-139708740.0,1.0194517,3.148674,-3.4769201,29100,5585.883173465729,-139708740.0,-5.865097e-07,0.7015295,100,1.0046147,2710566,0.12132106,1.7186667,1.5582831,[-0.262 -1.359  0.044 -1.203 -0.886]
72.28,-99.51222116697372,3.490128,292,8.196379,-9026689.0,1.0,2.5384178,-3.4343457,29200,5601.459061384201,-9026689.0,2.7179718e-07,1.0,100,1.0,2717794,,1.5852553,1.0,[-0.261 -1.357  0.044 -1.204 -0.886]
72.9,-99.76721942862815,4.0447416,293,9.345006,-39457870.0,12571.671,93.59586,-2.7937655,29300,5616.8286118507385,-39457870.0,-1.5497207e-07,6.269933e-06,100,0.7382821,2725084,1.9108962,1.5280137,20.575062,[-0.261 -1.357  0.044 -1.204 -0.886]
73.74,-101.8265423327585,3.7891512,294,8.454089,-1040.0818,301.7456,19.722965,-3.1065392,29400,5632.336552619934,-1039.6581,-2.4318695e-07,0.0012791298,100,1.7894831,2732458,10.028408,1.4716035,170.52992,[-0.265 -1.337  0.068 -1.221 -0.88 ]
68.63,-98.53782832503548,3.2002954,295,8.8279915,-10029654.0,1.0000082,2.211253,-3.8441172,29500,5646.931938171387,-10029654.0,-3.8146972e-08,0.9996788,100,0.99999154,2739321,0.00011697135,1.4795597,1.0003508,[-0.265 -1.328  0.056 -1.233 -0.883]
69.1,-98.33298944300805,3.1297407,296,10.111108,-74246950.0,10449.529,121.71472,-3.5084496,29600,5661.838601589203,-74246950.0,6.67572e-08,1.01776e-05,100,1.2849802,2746231,4.4875135,1.604911,170.9461,[-0.265 -1.328  0.056 -1.233 -0.883]
70.08,-99.24402028066095,3.272901,297,8.641534,-82496610.0,1.0,2.3093817,-2.8797693,29700,5676.925017595291,-82496610.0,1.8596648e-07,1.0,100,1.0,2753239,,1.5120474,1.0,[-0.271 -1.344  0.035 -1.21  -0.884]
70.28,-100.14625174965637,2.472125,298,8.345908,-18872574.0,410673.16,54.965714,-3.733944,29800,5691.765113830566,-18872574.0,6.198883e-08,1.5957694e-05,100,0.38040382,2760267,0.91103274,1.4719391,22.797487,[-0.271 -1.344  0.035 -1.21  -0.884]
74.8,-100.11266155788469,3.031581,299,7.7835855,-1858509.0,1.0110016,2.6873527,-3.128141,29900,5707.656555891037,-1858509.0,-3.7670137e-07,0.7210704,100,0.99334794,2767747,0.10107943,1.57385,1.3866613,[-0.277 -1.37  -0.002 -1.201 -0.882]
71.73,-100.79317057550342,3.3111796,300,9.740336,-48713420.0,172.7712,85.918976,-3.4473677,30000,5722.453216791153,-48713420.0,1.4305115e-07,0.0002601328,100,1.2528743,2774920,2.9598598,1.6491134,29.323868,[-2.775e-01 -1.370e+00 -9.847e-04 -1.201e+00 -8.817e-01]
68.68,-100.61154726212925,3.4334097,301,9.205685,-125737864.0,399830150000000.0,220.52594,-3.2801151,30100,5736.784864664078,-125737864.0,1.4543534e-07,4.937867e-11,100,0.138783,2781788,1.2344726,1.5978545,103.6893,[-0.278 -1.359  0.01  -1.222 -0.885]
74.62,-101.87919499370119,2.841003,302,9.502058,-113164080.0,139172.02,101.66305,-2.871285,30200,5752.803148031235,-113164080.0,6.4849854e-07,2.2667007e-05,100,1.2738659,2789250,5.859724,1.6107992,141.5834,[-0.276 -1.366  0.064 -1.224 -0.894]
68.4,-101.29101192027193,4.042162,303,14.421789,-43842076.0,1654739100000000.0,2952.2385,-3.0095806,30300,5767.503641843796,-43842068.0,5.8174135e-07,5.0161893e-12,100,0.38169694,2796090,3.7380185,1.6690129,236.02692,[-0.264 -1.343  0.073 -1.247 -0.886]
