EpLenMean,EpRewMean,InitialReturnMax,Iteration,ReturnMeanIW,InitialBound,EmpiricalD2,J_sample_variance,InitialReturnMin,EpisodesSoFar,TimeElapsed,Bound,InitialReturnMean,MinIW,EpThisIter,MeanIW,TimestepsSoFar,StdIW,InitialReturnStd,MaxIW,Weights
130.32,-105.577699251551,4.1580014,103,1.944049,-8.106378,1.0,2.995386,-3.494226,10300,2366.860608816147,-8.106378,-1.5258789e-07,1.0,100,1.0,1186915,,1.7220429,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
142.09,-107.16729001352901,4.019717,104,1.3838103,-8.666656,1.0,3.195505,-3.291973,10400,2393.0752551555634,-8.666656,1.3828277e-07,1.0,100,1.0,1201124,,1.778637,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
127.67,-105.85275635418346,3.2353044,105,2.2731626,-7.777361,1.0,2.7453547,-3.5079436,10500,2417.9567201137543,-7.777361,-7.0095064e-07,1.0,100,1.0,1213891,,1.6486058,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
132.6,-102.94367888454357,4.1216087,106,1.6188049,-8.4316025,1.0,2.9307802,-3.3778286,10600,2445.2968089580536,-8.4316025,6.914139e-07,1.0,100,1.0,1227151,,1.703371,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
134.07,-105.48961490238229,3.767378,107,1.8974807,-8.152939,1.0,2.7793355,-3.1466994,10700,2471.7012782096863,-8.152939,-4.1007996e-07,1.0,100,1.0,1240558,,1.6587772,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
131.75,-105.21387798005337,3.2995787,108,1.6318904,-8.418545,1.0,2.6257758,-3.2375183,10800,2496.8269333839417,-8.418545,2.193451e-07,1.0,100,1.0,1253733,,1.6123021,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
137.98,-102.85665291657419,4.3181257,109,1.4597702,-8.590702,1.0,2.6085892,-3.310917,10900,2525.6245028972626,-8.590702,7.6293944e-08,1.0,100,1.0,1267531,,1.6070169,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
147.52,-107.25291570544087,4.302039,110,1.3910385,-8.659458,1.0,2.3974075,-3.490466,11000,2554.2978818416595,-8.659458,-3.3855437e-07,1.0,100,1.0,1282283,,1.5405952,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
139.99,-107.02127789913129,3.0878077,111,1.5476243,-8.502762,1.0,2.600934,-3.4209256,11100,2581.0668120384216,-8.502762,2.479553e-07,1.0,100,1.0,1296282,,1.6046573,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
141.83,-105.15920623413702,4.3108144,112,1.3484849,-8.701912,1.0,3.1772177,-3.1473193,11200,2609.3929176330566,-8.701912,2.1219253e-07,1.0,100,1.0,1310465,,1.7735405,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
143.22,-103.88783660133186,4.573759,113,0.80084544,-9.2502365,1.0,4.2394795,-9.20093,11300,2637.0501132011414,-9.2502365,1.6450882e-07,1.0,100,1.0,1324787,,2.0486786,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
150.41,-103.98059701431526,4.062836,114,1.0808771,-8.969572,1.0,3.0151703,-3.5499978,11400,2665.6364760398865,-8.969572,-4.2915346e-08,1.0,100,1.0,1339828,,1.7277206,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
140.68,-105.06737958603742,2.9443827,115,1.9237186,-8.126784,1.0,2.9262328,-3.9533176,11500,2693.2067070007324,-8.126784,4.6491624e-07,1.0,100,1.0,1353896,,1.7020489,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
133.61,-107.7136825999189,3.6774607,116,1.813559,-8.236853,1.0,2.5012047,-3.106019,11600,2719.7772302627563,-8.236853,-6.1273573e-07,1.0,100,1.0,1367257,,1.5735923,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
139.24,-107.04431394722269,3.8884864,117,1.5922037,-8.458357,1.0,2.8927279,-3.6090984,11700,2747.4626784324646,-8.458357,2.8610229e-08,1.0,100,1.0,1381181,,1.6922768,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
134.99,-108.44735092802011,4.2310824,118,1.6907252,-8.359675,1.0,3.1162217,-3.4956307,11800,2774.4521827697754,-8.359675,2.1457672e-07,1.0,100,1.0,1394680,,1.7564338,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
139.36,-105.06237958605897,3.7617106,119,1.7134701,-8.33692,1.0,3.0528555,-3.691214,11900,2803.0004057884216,-8.33692,-1.14440915e-07,1.0,100,1.0,1408616,,1.7384841,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
135.69,-103.50994652897549,3.8081365,120,1.534289,-8.516172,1.0,2.830626,-3.289895,12000,2830.862467288971,-8.516172,-3.862381e-07,1.0,100,1.0,1422185,,1.6740129,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
143.91,-105.97047738766794,3.8234322,121,1.0673324,-8.98312,1.0,2.7729795,-3.40061,12100,2860.4573566913605,-8.98312,-1.4305114e-08,1.0,100,1.0,1436576,,1.6568795,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
140.28,-102.34168800544157,2.9180436,122,1.2786778,-8.77176,1.0,1.8709787,-3.423277,12200,2888.504526615143,-8.77176,-4.386902e-07,1.0,100,1.0,1450604,,1.3609809,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
134.8,-104.03570548185428,3.9820526,123,1.6606712,-8.389869,1.0,2.5062442,-3.0292063,12300,2914.8940958976746,-8.389869,6.1035155e-07,1.0,100,1.0,1464084,,1.5751767,1.0,[-0.713 -1.316 -0.333 -0.95  -0.161]
129.35,-104.64100384576555,3.4516711,124,2.0769763,-8.077051,1.4132271,2.9219728,-3.1485724,12400,2940.963046312332,-8.01853,-1.7642975e-07,0.04157455,100,1.0581286,1477019,0.4814667,1.5565271,3.0534296,[-0.713 -1.316 -0.333 -0.95  -0.161]
115.1,-104.47751815351916,3.8958068,125,3.0362675,-7.0142307,1.0,2.4244635,-3.2032733,12500,2963.879107952118,-7.0142307,-1.3828277e-07,1.0,100,1.0,1488529,,1.5492641,1.0,[-0.713 -1.312 -0.338 -0.957 -0.162]
125.85,-105.95123622211166,3.507619,126,2.424485,-7.626011,1.0,2.4343953,-3.037397,12600,2988.205855846405,-7.626011,-1.6450882e-07,1.0,100,1.0,1501114,,1.5524342,1.0,[-0.713 -1.312 -0.338 -0.957 -0.162]
121.94,-105.47706424386934,3.9576807,127,2.6412146,-7.409417,1.0,2.662266,-3.6490932,12700,3012.7968759536743,-7.409417,-1.001358e-07,1.0,100,1.0,1513308,,1.6234666,1.0,[-0.713 -1.312 -0.338 -0.957 -0.162]
129.8,-105.47055891919788,3.8159084,128,2.2086678,-7.841728,1.0,2.894367,-3.605771,12800,3038.184873819351,-7.841728,3.7670137e-07,1.0,100,1.0,1526288,,1.6927563,1.0,[-0.713 -1.312 -0.338 -0.957 -0.162]
119.58,-105.01687708420533,4.4613376,129,2.4768605,-7.5736127,1.0,2.929539,-3.2353535,12900,3062.079303741455,-7.5736127,-4.2915343e-07,1.0,100,1.0,1538246,,1.7030102,1.0,[-0.713 -1.312 -0.338 -0.957 -0.162]
124.19,-105.94421874823522,3.2444484,130,2.5292282,-7.521209,1.0,2.5263982,-3.2049136,13000,3085.7751331329346,-7.521209,1.001358e-07,1.0,100,1.0,1550665,,1.5814976,1.0,[-0.713 -1.312 -0.338 -0.957 -0.162]
137.88,-104.38714195208492,3.3301456,131,1.732048,-8.318455,1.0,2.8078172,-3.6137905,13100,3114.22022151947,-8.318455,2.1457672e-07,1.0,100,1.0,1564453,,1.6672549,1.0,[-0.713 -1.312 -0.338 -0.957 -0.162]
139.96,-104.69372260124544,3.672807,132,1.7974973,-8.25292,1.0,2.8269799,-3.4879737,13200,3141.0609810352325,-8.25292,3.7670137e-07,1.0,100,1.0,1578449,,1.6729345,1.0,[-0.713 -1.312 -0.338 -0.957 -0.162]
114.98,-105.21819218159104,3.1247234,133,3.10432,-6.9478116,1.0,2.4087937,-3.3593493,13300,3163.8851041793823,-6.9478116,-4.9114226e-07,1.0,100,1.0,1589947,,1.5442492,1.0,[-0.713 -1.312 -0.338 -0.957 -0.162]
135.33,-107.07786699132684,4.161023,134,1.7189255,-8.33147,1.0,3.3414845,-3.3763819,13400,3191.6811056137085,-8.33147,6.8664554e-07,1.0,100,1.0,1603480,,1.8188102,1.0,[-0.713 -1.312 -0.338 -0.957 -0.162]
133.6,-105.11285116494058,3.3296103,135,1.9748862,-8.0756035,1.0,2.5922723,-3.0207353,13500,3218.49423122406,-8.0756035,7.152558e-08,1.0,100,1.0,1616840,,1.6019831,1.0,[-0.713 -1.312 -0.338 -0.957 -0.162]
119.11,-105.70755721427605,4.103361,136,3.0044146,-7.046091,1.0,2.6334448,-3.1962004,13600,3240.8755836486816,-7.046091,1.9311905e-07,1.0,100,1.0,1628751,,1.6146549,1.0,[-0.713 -1.312 -0.338 -0.957 -0.162]
117.84,-103.50015314198576,4.288927,137,2.537239,-7.513172,1.0,2.5744054,-2.9012656,13700,3264.7967965602875,-7.513172,-3.8146972e-08,1.0,100,1.0,1640535,,1.5964528,1.0,[-0.713 -1.312 -0.338 -0.957 -0.162]
102.78,-104.09446239691876,3.6327205,138,4.3398147,-5.710667,1.0,2.5421433,-3.625165,13800,3286.6597237586975,-5.710667,-4.7683717e-08,1.0,100,1.0,1650813,,1.586418,1.0,[-0.713 -1.312 -0.338 -0.957 -0.162]
115.66,-103.75274889601222,3.9968057,139,3.0110784,-7.1382627,1.3994199,3.3783624,-2.938283,13900,3310.4137563705444,-7.086224,6.67572e-08,0.10062258,100,1.0037055,1662379,0.48712558,1.6570231,3.0982876,[-0.713 -1.312 -0.338 -0.957 -0.162]
105.32,-104.96414184430915,3.9456038,140,4.216663,-6.814926,1.1758274,3.333089,-3.374857,14000,3332.579886674881,-6.772698,1.0251999e-07,0.22058849,100,1.0139451,1672911,0.32579765,1.6201112,2.3905644,[-0.712 -1.304 -0.34  -0.964 -0.167]
105.22,-104.7521181132631,3.0521998,141,4.120258,-5.9302993,1.0000032,2.413736,-3.6521726,14100,3354.1825642585754,-5.930267,6.008148e-07,0.9994659,100,1.0000231,1683433,0.0001593882,1.5458182,1.0005667,[-0.712 -1.301 -0.346 -0.968 -0.168]
109.12,-104.12328751280634,3.6921725,142,15.860553,-124.11585,10973108000000.0,16237.375,-3.6503382,14200,3376.877339363098,-114.83621,3.1232832e-07,8.5501517e-10,100,0.6778214,1694345,12.930802,1.6865008,876.83307,[-0.712 -1.301 -0.346 -0.968 -0.168]
94.57,-101.09059114098238,3.9226809,143,4.7309117,-1289.2048,1.0,2.4030259,-2.901298,14300,3399.0086765289307,-1289.2048,1.5258789e-07,1.0,100,1.0,1703802,,1.5423995,1.0,[-0.705 -1.301 -0.265 -1.036 -0.178]
95.88,-102.4708708483422,3.8432045,144,5.035253,-5.9190993,1.5424707,4.275518,-3.238381,14400,3418.4290878772736,-5.829887,1.5974045e-07,0.11031056,100,1.0368445,1713390,0.60545874,1.7375579,4.6264114,[-0.705 -1.301 -0.265 -1.036 -0.178]
91.02,-103.36039342943694,3.5607762,145,5.5286756,-70.79902,12.64295,6.741443,-3.0212789,14500,3437.976043701172,-70.42381,-4.7922134e-07,0.003193759,100,1.260517,1722492,2.0436032,1.5327972,31.118643,[-0.703 -1.296 -0.273 -1.044 -0.178]
102.06,-100.82544331780336,3.83635,146,3.9160576,-6.3877296,1.3688948,3.8035815,-2.975255,14600,3459.2058720588684,-6.324275,2.7656554e-07,0.16852783,100,1.1356317,1732698,0.9113175,1.738727,9.253462,[-0.704 -1.315 -0.264 -1.025 -0.194]
102.28,-102.57275443386459,3.940751,147,4.1011286,-5.9493556,1.0,2.518391,-2.890872,14700,3480.4719014167786,-5.949353,-3.5762787e-07,0.99999034,100,1.0000004,1742926,4.931076e-06,1.5789893,1.0000197,[-0.705 -1.32  -0.258 -1.019 -0.196]
99.37,-101.15895578034988,4.1501517,148,4.415508,-5.819008,1.602588,3.7417736,-3.1689591,14800,3501.1441628932953,-5.7377963,1.5735627e-07,0.13533545,100,1.0386468,1752863,0.5645056,1.5640163,4.2466264,[-0.705 -1.32  -0.258 -1.019 -0.196]
94.42,-101.40138795191122,4.234496,149,4.562936,-552.5079,1.0,2.5575662,-3.475119,14900,3520.8289976119995,-552.5079,-4.9114226e-07,1.0,100,1.0,1762305,,1.5912231,1.0,[-0.708 -1.315 -0.252 -1.031 -0.194]
99.03,-101.79130005542406,4.4112916,150,4.4792113,-5.841786,2.2122822,4.671319,-3.0008755,15000,3540.1708555221558,-5.7036796,7.2479247e-07,0.09116375,100,1.1784658,1772208,1.4235166,1.6703061,16.555035,[-0.708 -1.315 -0.252 -1.031 -0.194]
98.49,-101.77703039534657,3.2996366,151,4.258948,-5.791474,1.0,2.224035,-3.365693,15100,3561.0498604774475,-5.791474,-2.193451e-07,1.0,100,1.0,1782057,,1.4838445,1.0,[-0.711 -1.32  -0.239 -1.022 -0.196]
116.11,-103.487896060104,3.5944266,152,2.887738,-7.4894066,1.0000035,2.3139274,-2.9808183,15200,3585.776269674301,-7.489395,-2.3365021e-07,0.9998495,100,1.0000021,1793668,6.0089395e-05,1.5135142,1.0002258,[-0.711 -1.32  -0.239 -1.022 -0.196]
95.79,-101.61261712785524,3.4723969,153,4.760982,-5.496677,1.590629,4.332512,-3.420096,15300,3605.389475107193,-5.425154,6.1035155e-07,0.07676296,100,1.0338097,1803247,0.7205226,1.6144959,4.8436785,[-0.711 -1.32  -0.239 -1.022 -0.196]
96.19,-102.68243705166773,3.7681077,154,10.541802,-170.43884,71526775000000.0,2729.7356,-3.3398986,15400,3623.419259786606,-165.69435,-3.6239624e-07,2.6980527e-16,100,0.49455208,1812866,7.2874646,1.6702008,464.2,[-0.709 -1.315 -0.245 -1.031 -0.199]
76.71,-103.38901391848056,3.934743,155,7.3524103,-8.7249,1.0,3.05697,-3.694057,15500,3641.9172444343567,-8.7249,-4.5537948e-07,1.0,100,1.0,1820537,,1.7396551,1.0,[-0.698 -1.27  -0.302 -1.058 -0.29 ]
74.9,-102.47578513929655,3.5896401,156,10.576199,-37674.81,4720576000.0,455.10965,-3.8211832,15600,3657.0046656131744,-37671.906,-6.294251e-07,1.4619908e-07,100,0.49767706,1828027,2.1011608,1.7403834,104.01534,[-0.698 -1.27  -0.302 -1.058 -0.29 ]
83.92,-101.3820519880806,3.1531494,157,6.156733,-37676.312,1.0,2.492367,-3.6797085,15700,3675.2906665802,-37676.312,3.4332277e-07,1.0,100,1.0,1836419,,1.57081,1.0,[-0.643 -1.259 -0.203 -1.059 -0.255]
78.79,-100.5213578104215,3.495966,158,8.810408,-27463.578,83279080.0,429.6125,-3.3886018,15800,3691.2403497695923,-27461.713,-4.2915346e-08,7.403436e-10,100,0.72459406,1844298,2.8313396,1.6581398,88.21924,[-0.643 -1.259 -0.203 -1.059 -0.255]
75.24,-100.12591633634408,3.427147,159,7.401485,-1219365.5,1.0,2.862077,-2.922638,15900,3707.476418495178,-1219365.5,-2.8610229e-08,1.0,100,1.0,1851822,,1.6832875,1.0,[-0.561 -1.161 -0.137 -1.04  -0.427]
70.16,-100.08223874596189,3.6301348,160,10.023012,-5922407.0,35194124000000.0,236.39737,-4.457449,16000,3722.1850221157074,-5922405.5,5.626678e-07,3.0327755e-07,100,0.8503453,1858838,2.778695,1.7662674,100.871,[-0.561 -1.161 -0.137 -1.04  -0.427]
69.65,-101.7790952576872,3.6709962,161,11.179465,-1354850.2,82261490.0,302.62476,-6.0742517,16100,3737.412207365036,-1354847.6,4.959106e-07,7.389134e-13,100,0.504578,1865803,2.8110507,1.7469395,96.97423,[-0.583 -1.189 -0.213 -1.058 -0.371]
59.71,-99.8393883523867,3.5149884,162,11.216781,-155231920.0,48.551746,27.780014,-2.8716655,16200,3750.745501279831,-155231920.0,3.9577483e-07,0.0014665308,100,0.8241674,1871774,1.6808656,1.6048071,15.99296,[-0.643 -1.255 -0.206 -1.148 -0.581]
63.43,-100.34028909273465,3.438273,163,9.765125,-87528.766,1.0,2.9546204,-3.9654608,16300,3764.0566008090973,-87528.766,2.8371812e-07,1.0,100,1.0,1878117,,1.7102847,1.0,[-0.647 -1.241 -0.186 -1.174 -0.577]
64.01,-100.5896498181406,3.8454947,164,11.022785,-212938190.0,5.0150447,33.731064,-3.1729474,16400,3779.0265142917633,-212938190.0,3.7670137e-07,0.038189583,100,1.4643563,1884518,2.9182076,1.5649707,27.722878,[-0.647 -1.241 -0.186 -1.174 -0.577]
65.18,-100.18202166827159,3.3505669,165,9.641531,-1858507.1,1.0,2.8488042,-3.7992678,16500,3793.2923040390015,-1858507.1,-4.7683717e-08,1.0,100,1.0,1891036,,1.6793797,1.0,[-0.645 -1.248 -0.2   -1.156 -0.575]
68.31,-98.87381051851365,3.4552612,166,12.3052845,-1354849.8,1301792700000.0,535.40216,-2.9226284,16600,3806.643411397934,-1354846.5,3.33786e-08,5.1374984e-11,100,0.58715916,1897867,2.3345277,1.5127228,117.94044,[-0.645 -1.248 -0.2   -1.156 -0.575]
61.25,-98.56162094371089,3.8087478,167,11.381832,-212938190.0,274558.78,121.35405,-6.5809917,16700,3821.0289289951324,-212938190.0,5.912781e-07,1.012678e-07,100,1.081177,1903992,5.5564303,2.03489,118.875885,[-0.647 -1.27  -0.271 -1.166 -0.576]
72.74,-101.3685719096867,2.980939,168,8.665995,-2549397.5,32016472000.0,138.32927,-3.4644375,16800,3836.339050769806,-2549397.0,1.0967255e-07,1.8065886e-11,100,0.981392,1911266,3.4602308,1.6172786,76.127014,[-0.642 -1.288 -0.239 -1.136 -0.585]
73.27,-102.22867687927581,4.2745695,169,15.374391,-5330166.0,3390932000000000.0,2284.3882,-2.4467244,16900,3851.200711965561,-5330158.5,4.7683717e-08,5.8752753e-13,100,3.364142,1918593,26.79974,1.4871556,325.41177,[-0.569 -1.266 -0.225 -1.063 -0.572]
66.21,-100.85948379710025,4.1248093,170,9.113387,-3885688.0,1.6590914,5.4113026,-8.221115,17000,3866.0655829906464,-3885688.0,6.389618e-07,0.05444254,100,1.0427938,1925214,0.687145,1.8828925,4.740505,[-0.557 -1.239 -0.207 -1.125 -0.557]
69.39,-99.8492631204004,3.6850238,171,8.554896,-139708740.0,1.0,2.9749143,-3.6845112,17100,3881.764131784439,-139708740.0,-1.0728836e-07,1.0,100,1.0,1932153,,1.7161485,1.0,[-0.556 -1.246 -0.212 -1.115 -0.555]
72.04,-100.04188301760765,3.103678,172,8.14368,-12382292.0,1.0,2.8620458,-3.5463867,17200,3898.4635875225067,-12382292.0,-3.528595e-07,1.0,100,1.0,1939357,,1.6832782,1.0,[-0.556 -1.246 -0.212 -1.115 -0.555]
67.33,-98.67299876816944,3.3359082,173,8.803055,-48713420.0,1.0,2.2623394,-3.1497784,17300,3912.8318066596985,-48713420.0,4.4822693e-07,1.0,100,1.0,1946090,,1.4965681,1.0,[-0.556 -1.246 -0.212 -1.115 -0.555]
62.8,-100.7289781074437,3.0992446,174,10.143494,-18872572.0,1.0,2.4036627,-3.1265326,17400,3926.227154493332,-18872572.0,9.965896e-07,1.0,100,1.0,1952370,,1.5426037,1.0,[-0.556 -1.246 -0.212 -1.115 -0.555]
70.95,-100.12622515437398,3.2905545,175,12.023765,-357.14523,2380182300000000.0,376.68652,-6.430879,17500,3941.463403701782,-353.93655,5.76973e-07,3.7053633e-07,100,0.7036679,1959465,2.6493828,1.8214468,246.05643,[-0.556 -1.246 -0.212 -1.115 -0.555]
68.7,-100.82274199784561,3.2676902,176,11.168623,-4317432.0,122945270000000.0,248.86441,-6.3497496,17600,3957.629158258438,-4317430.0,-6.67572e-08,8.1345897e-10,100,0.43807507,1966335,1.8249087,1.6557937,81.920074,[-0.556 -1.233 -0.269 -1.098 -0.543]
53.2,-100.89348005256399,3.9766657,177,13.413359,-837724000.0,7.395061,53.891495,-11.22135,17700,3970.2359776496887,-837724000.0,-4.982948e-07,0.009997105,100,1.111491,1971655,1.4931964,2.9733238,25.367044,[-0.558 -1.206 -0.253 -1.153 -0.53 ]
57.81,-100.5427230142588,3.3662791,178,11.237686,-91662900.0,4692.929,151.87912,-6.885127,17800,3983.9086089134216,-91662900.0,1.3828277e-07,0.00010127732,100,2.34422,1977436,18.09213,1.6901186,192.04689,[-0.561 -1.213 -0.227 -1.151 -0.526]
65.16,-101.30801208033938,3.9587858,179,9.185403,-549630700.0,41253163000.0,148.00652,-3.781993,17900,3997.40700173378,-549630700.0,-4.196167e-07,4.2346366e-09,100,0.24896973,1983952,0.9746016,1.7371826,72.665016,[-0.557 -1.217 -0.234 -1.1   -0.525]
61.25,-100.64219587957085,4.2071266,180,11.1355915,-445200860.0,419351.7,184.55591,-11.004383,18000,4010.365842103958,-445200860.0,1.9073487e-07,3.4160286e-09,100,0.65887314,1990077,3.3097205,2.3985598,36.666817,[-0.544 -1.235 -0.31  -1.096 -0.556]
53.42,-101.64941542805089,4.381086,181,12.751678,-1751472800.0,131592500000.0,134.7913,-13.418903,18100,4022.002904891968,-1751472800.0,4.386902e-07,2.7673024e-09,100,0.7253432,1995419,5.6562724,3.3558044,117.425415,[-0.518 -1.254 -0.333 -1.164 -0.635]
59.95,-102.02464855574259,4.110611,182,11.520901,-2162312000.0,41.130882,46.19584,-9.012301,18200,4035.4419798851013,-2162312000.0,3.4332277e-07,0.0030209639,100,0.7672734,2001414,1.59225,2.380832,14.774769,[-0.496 -1.339 -0.315 -1.163 -0.577]
64.8,-102.21026436684224,3.8671489,183,64.71246,-1354849.0,19950445000.0,325885.0,-3.585153,18300,4049.2887086868286,-1354794.4,-6.437302e-07,2.8408404e-11,100,5.212221,2007894,65.01653,1.6627314,3953.9363,[-0.5   -1.347 -0.29  -1.151 -0.574]
77.43,-100.21774466892792,3.442988,184,7.352539,-225945.14,9.938569,9.655079,-7.1468754,18400,4069.162723302841,-225944.89,-4.386902e-07,0.0010471378,100,0.8800682,2015637,0.95826244,1.735374,7.1983385,[-0.39  -1.256 -0.189 -1.141 -0.62 ]
63.06,-99.47388369489012,3.8431783,185,10.976546,-91662900.0,3560913800000.0,557.064,-7.0778546,18500,4083.5968520641327,-91662900.0,3.2901764e-07,2.8363698e-10,100,0.31283388,2021943,8.329454,2.0290527,779.4674,[-0.394 -1.271 -0.192 -1.129 -0.622]
56.28,-99.28121933833104,4.4297495,186,11.016916,-31960870.0,1.0,7.702837,-12.0546875,18600,4095.652013540268,-31960870.0,2.8610229e-08,0.9999274,100,1.0000004,2027571,1.9777957e-05,2.761484,1.0000668,[-0.382 -1.236 -0.196 -1.177 -0.628]
56.91,-99.69084644871992,3.420675,187,13.095024,-139708740.0,591.2229,260.05768,-8.600576,18700,4108.5192840099335,-139708740.0,2.5272368e-07,0.00010669183,100,1.3315433,2033262,5.6658125,2.162445,65.76712,[-0.382 -1.236 -0.196 -1.177 -0.628]
60.1,-99.89905850578401,3.6177454,188,11.574367,-54126020.0,2.430092,20.58945,-7.748949,18800,4121.604730844498,-54126020.0,3.1471254e-07,0.035599932,100,1.0896188,2039272,1.3763344,2.1132023,14.264371,[-0.387 -1.249 -0.219 -1.144 -0.626]
63.45,-99.9336504304038,3.6817155,189,15.62039,-66822256.0,59436450000.0,3028.5493,-7.144934,18900,4135.369207382202,-66822250.0,-2.2888183e-07,2.997541e-10,100,0.65255034,2045617,5.388351,2.0725036,384.55414,[-0.388 -1.255 -0.207 -1.137 -0.625]
55.37,-100.23568057272016,4.3163166,190,10.951384,-236597980.0,283.12482,58.731407,-11.977695,19000,4147.921865224838,-236597980.0,1.3828277e-07,0.000606388,100,0.78797203,2051154,1.4736443,2.9692557,14.254587,[-0.369 -1.225 -0.26  -1.133 -0.632]
50.97,-100.03206516311536,4.4369893,191,13.607259,-113164070.0,60.737495,62.904057,-15.891991,19100,4158.87913274765,-113164070.0,6.1035155e-07,0.0004632776,100,1.2990776,2056251,3.221709,3.351711,32.5196,[-0.37  -1.215 -0.243 -1.168 -0.642]
53.27,-101.13435653745866,4.407057,192,12.9556055,-678556500.0,11.620689,46.19201,-13.203923,19200,4170.639582872391,-678556500.0,,0.009915004,100,1.0114994,2061578,1.2154261,3.0851636,8.420651,[-0.368 -1.206 -0.245 -1.2   -0.647]
51.17,-100.15026001558073,4.256658,193,12.412966,-155231920.0,2090.9602,96.854126,-12.739107,19300,4181.976075172424,-155231920.0,1.8119812e-07,2.2610216e-06,100,0.48555255,2066695,1.119541,3.4310005,16.88239,[-0.372 -1.21  -0.218 -1.203 -0.646]
52.3,-99.38917826277942,3.9665666,194,12.855955,-2669521000.0,458.53714,97.29546,-12.146373,19400,4193.665784358978,-2669521000.0,-8.583069e-08,7.9630205e-05,100,1.622827,2071925,8.109432,3.0566275,85.34281,[-0.364 -1.179 -0.216 -1.23  -0.65 ]
50.69,-100.55204390739478,4.904794,195,12.821879,-1149141200.0,1.9354743,34.27898,-18.984673,19500,4204.655653476715,-1149141200.0,6.4849854e-07,0.06831316,100,0.98848236,2076994,0.84077513,4.801273,11.821407,[-0.368 -1.194 -0.223 -1.194 -0.646]
48.59,-99.2002092062813,4.680657,196,13.648071,-292096300.0,71.63488,60.154884,-14.069174,19600,4214.986524581909,-292096300.0,9.536743e-08,0.002111591,100,1.8777692,2081853,9.439477,4.0175934,79.45742,[-0.368 -1.202 -0.221 -1.184 -0.648]
52.98,-100.71229950769956,4.354893,197,11.714635,-262886640.0,530331.94,128.29521,-15.548449,19700,4227.07538485527,-262886640.0,6.67572e-08,1.3542544e-06,100,0.600628,2087151,1.6845485,3.055248,19.460464,[-0.375 -1.226 -0.216 -1.165 -0.645]
53.0,-100.06679882746349,3.7345104,198,12.90548,-1276823700.0,4.1833525,22.779139,-13.433641,19800,4238.222138404846,-1276823700.0,5.245209e-07,0.045493662,100,1.0120308,2092451,1.3028029,2.9388301,34.24316,[-0.372 -1.215 -0.177 -1.206 -0.66 ]
57.1,-99.05346205947245,4.4850245,199,14.768145,-5330163.5,206637780.0,659.4937,-11.782511,19900,4250.906335353851,-5330159.0,-3.3140182e-07,2.1295318e-06,100,0.5179105,2098161,2.1388562,2.8253174,85.52846,[-0.374 -1.223 -0.164 -1.196 -0.661]
66.81,-97.2323843584025,2.624415,200,9.238432,-28764782.0,6939.4287,62.917896,-3.9123464,20000,4266.047836065292,-28764780.0,2.4557113e-07,3.3726268e-05,100,1.097469,2104842,3.563354,1.6577423,41.694496,[-0.379 -1.242 -0.125 -1.174 -0.66 ]
64.58,-99.41950173382446,2.9929008,201,9.814655,-987682.56,8909.3,66.6031,-6.1042075,20100,4279.96822309494,-987682.2,6.198883e-08,2.0246773e-05,100,0.5597538,2111300,1.6173779,1.6465541,44.404495,[-0.38  -1.25  -0.084 -1.194 -0.666]
74.93,-99.30168585594511,3.1933637,202,9.441824,-3497119.5,827431800.0,313.91473,-3.7470484,20200,4296.986529350281,-3497117.5,-2.0980835e-07,2.9479676e-07,100,2.0147758,2118793,11.314051,1.6439719,226.00304,[-0.381 -1.261 -0.087 -1.158 -0.671]
70.83,-98.33996174163843,3.2230244,203,8.956112,-18872574.0,119510.84,43.87332,-3.8606458,20300,4313.351322650909,-18872574.0,-4.959106e-07,3.650616e-06,100,0.70875776,2125876,2.4554226,1.5165943,159.30527,[-0.412 -1.281 -0.045 -1.194 -0.644]
70.53,-99.63809878683917,3.6903079,204,8.489246,-39457870.0,1.0000254,2.7455971,-3.6466007,20400,4328.132223367691,-39457870.0,3.2901764e-07,0.9897522,100,1.0006092,2132929,0.0044518965,1.6467359,1.0145606,[-0.413 -1.302 -0.022 -1.177 -0.649]
