EpLenMean,EpisodesSoFar,EmpiricalD2,MinIW,J_sample_variance,EpRewMean,InitialReturnMax,InitialReturnMean,TimestepsSoFar,EpThisIter,TimeElapsed,StdIW,Bound,Iteration,InitialBound,MaxIW,ReturnMeanIW,InitialReturnMin,InitialReturnStd,Weights,MeanIW
16.54,20300,4.3030896,0.036603235,1065459.0,-108.16824839783588,7.7139664,-2.2125244e-06,449723,100,2152.784835577011,1.9347664,677.3025,203,556.33844,24.032982,677.3025,-4.1315765,2.867369,[-0.124 -1.129 -2.984 -0.175 -1.774],1.2246336
16.27,20400,22718128.0,3.3800356e-07,140032580.0,-107.80242802200877,8.2549515,1.1749267e-05,451350,100,2164.7874417304993,21.936556,1567.0602,204,565.0025,221.86542,1567.0602,-4.197418,2.670872,[-0.13  -1.157 -3.006 -0.176 -1.777],2.8545756
16.42,20500,196605.05,1.7340797e-06,7197320.0,-108.0375102541135,9.193428,-1.6860962e-05,452992,100,2176.8981676101685,5.5292606,768.305,205,560.3045,48.99079,768.305,-4.1701508,2.770934,[-0.141 -1.158 -3.012 -0.219 -1.786],1.4359828
17.05,20600,14746.228,2.9663099e-05,252683020.0,-108.50096305054198,8.582893,3.2806397e-06,454697,100,2187.85267829895,32.48633,1904.5217,206,538.9862,504.11218,1904.5217,-4.4378815,2.919747,[-0.119 -1.138 -3.017 -0.189 -1.788],3.7734845
16.55,20700,25279330.0,2.515389e-07,8853537.0,-108.2529843749704,8.644737,-1.6021728e-06,456352,100,2199.9075293540955,5.8180833,832.34827,207,556.3945,39.40474,832.34827,-4.1442337,2.8253853,[-0.125 -1.149 -3.032 -0.221 -1.799],1.5250707
16.91,20800,4385.9277,0.00014370379,25893846.0,-107.83229001928409,8.104439,-4.8828124e-06,458043,100,2212.0073437690735,9.918576,1054.1445,208,540.76215,184.50888,1054.1445,-4.664116,2.8123739,[-0.137 -1.141 -3.002 -0.256 -1.803],2.0081625
16.01,20900,197.9375,7.060923e-05,2001414.8,-108.04652247558859,8.55423,6.2561035e-06,459644,100,2223.6627666950226,2.6319892,790.1081,209,576.7566,37.212364,790.1081,-3.745697,2.6645525,[-0.151 -1.122 -2.964 -0.261 -1.789],1.3925097
16.64,21000,83.46125,2.6691583e-05,2848500.0,-108.54756511493336,7.8862915,3.2043456e-06,461308,100,2234.416684627533,3.2510214,672.9393,210,554.4541,44.582943,672.9393,-3.786148,2.527163,[-0.143 -1.109 -2.951 -0.286 -1.8  ],1.2211517
16.06,21100,11.141854,0.0017617547,1045117.6,-108.06276250906244,9.1199875,-3.8146973e-07,462914,100,2243.6706137657166,1.9168655,700.6809,211,574.80084,11.305137,700.6809,-3.7526093,2.7655125,[-0.138 -1.108 -2.944 -0.266 -1.804],1.2293445
16.2,21200,1.1802945,0.3473743,35511.273,-107.89768420264281,9.262062,-8.392334e-07,464534,100,2253.404592037201,0.35185277,585.3589,212,568.2705,2.728861,585.3589,-3.7730255,2.8945682,[-0.143 -1.102 -2.931 -0.288 -1.807],1.030472
15.97,21300,63470.406,1.3192025e-07,254621220.0,-107.57667822679929,6.2831955,6.4849855e-06,466131,100,2262.287036180496,30.869024,1918.3423,213,575.8949,335.8388,1918.3423,-3.9791489,2.590394,[-0.14  -1.105 -2.936 -0.282 -1.809],3.6067488
15.89,21400,3019500000.0,7.251439e-10,696202700.0,-108.20762110973965,8.097603,-3.8146973e-07,467720,100,2273.5019087791443,49.22512,4202.651,214,582.593,445.9715,4202.651,-3.5944061,2.3098187,[-0.138 -1.106 -2.925 -0.257 -1.81 ],7.6210613
16.35,21500,118913310000000.0,1.7322027e-09,989871500.0,-107.77908068152317,7.880844,-1.0223389e-05,469355,100,2287.052123785019,63.974262,3332.6577,215,561.71313,653.8003,3332.6577,-4.521469,2.8552446,[-0.147 -1.118 -2.973 -0.27  -1.807],6.6103487
16.26,21600,12.72263,0.003689718,1772371.4,-108.19742459317091,7.587654,1.9836425e-06,470981,100,2300.038642883301,2.495289,801.8556,216,567.4436,22.138374,801.8556,-4.0062103,2.4386563,[-0.128 -1.099 -2.909 -0.306 -1.803],1.4244869
15.99,21700,29.131773,7.7536504e-05,1902910.9,-107.39112949332548,8.3834915,-4.272461e-06,472580,100,2311.914682149887,2.5752711,723.31165,217,574.0802,35.609875,723.31165,-4.4078445,2.6378684,[-0.116 -1.092 -2.898 -0.289 -1.806],1.2760653
16.34,21800,5.578993,0.07169353,1784456.8,-107.69958710940155,8.394707,-5.8746336e-06,474214,100,2321.7947022914886,2.5613596,746.86694,218,561.6806,25.540377,746.86694,-4.308632,2.9346023,[-0.129 -1.1   -2.921 -0.296 -1.822],1.3466123
15.85,21900,69.20349,0.0021946782,5847603.0,-107.98122527691861,7.5501556,3.0517577e-07,475799,100,2331.708550930023,4.693325,820.3472,219,583.0397,33.89138,820.3472,-3.7968445,2.4542747,[-0.126 -1.088 -2.902 -0.314 -1.824],1.4502003
15.92,22000,68926.57,6.1041436e-07,2278484200.0,-107.66476117315533,8.879562,-5.41687e-06,477391,100,2343.215559720993,95.95607,5160.054,220,578.44574,981.193,5160.054,-4.008316,2.7355077,[-0.14  -1.107 -2.901 -0.321 -1.819],10.127936
16.23,22100,7415651300000000.0,9.901126e-11,1776529400.0,-108.25134979801561,6.6036453,6.5612794e-06,479014,100,2356.0513858795166,86.13178,4830.288,221,568.90857,2785.2412,4830.288,-3.9464188,2.5129578,[-0.142 -1.099 -2.93  -0.316 -1.822],9.042624
16.22,22200,4.149147e+17,4.675559e-19,81728010.0,-108.08490895168248,7.646309,6.1035155e-07,480636,100,2369.348603963852,16.796719,1307.4407,222,568.45465,248.6018,1307.4407,-3.8819275,2.651689,[-0.162 -1.108 -2.891 -0.349 -1.82 ],2.3878086
16.38,22300,73702200000000.0,9.628672e-12,1787870200.0,-108.1721531263665,8.348831,6.1035155e-07,482274,100,2380.489436864853,81.27004,4330.9233,223,562.5838,2446.0784,4330.9233,-4.1357803,2.7309854,[-0.132 -1.106 -2.85  -0.317 -1.833],8.208637
16.46,22400,67300.66,1.3464562e-07,38049410.0,-107.77384478398318,7.804619,4.8065185e-06,483920,100,2392.9554193019867,10.864964,1342.2751,224,557.40485,684.9325,1342.2751,-4.102249,2.820555,[-0.161 -1.117 -2.894 -0.344 -1.826],2.3548229
16.27,22500,4.0590057,0.006133318,402026.47,-108.13214670414175,9.065132,9.918213e-07,485547,100,2403.4661045074463,1.2145128,635.14325,225,566.7129,6.5488987,635.14325,-3.968193,2.8426077,[-0.143 -1.127 -2.909 -0.304 -1.822],1.1231519
16.34,22600,599505900.0,4.7514074e-08,1628108500.0,-107.83455370722355,9.05983,8.7738035e-06,487181,100,2413.902254343033,85.28056,4350.337,226,562.38544,873.85077,4350.337,-4.3601074,2.7679775,[-0.133 -1.128 -2.894 -0.312 -1.833],8.928608
16.07,22700,1.1970189,0.26968133,48874.586,-107.50679273836253,7.395233,1.3732911e-06,488788,100,2426.8633053302765,0.43176132,592.32666,227,571.45483,2.6069736,592.32666,-4.2440033,2.6457548,[-0.139 -1.128 -2.857 -0.34  -1.833],1.0396253
15.74,22800,61484.16,1.8419817e-07,32430056.0,-108.0196855873736,6.451721,2.4414062e-06,490362,100,2436.2450997829437,10.8529005,1056.3754,228,587.8777,82.59097,1056.3754,-3.6650314,2.2260408,[-0.148 -1.127 -2.856 -0.345 -1.833],1.9006772
16.43,22900,3019370.5,2.994977e-05,24784280.0,-107.91410169542951,6.5962067,-9.918213e-07,492005,100,2447.514860391617,10.257056,1132.4935,229,559.27563,74.94156,1132.4935,-4.035927,2.9048407,[-0.138 -1.128 -2.879 -0.356 -1.833],2.1821456
16.57,23000,287948540.0,5.4503218e-08,204342020000.0,-108.14000147150526,8.513718,-5.1879883e-06,493662,100,2459.4675965309143,924.39655,45460.766,230,555.0545,20028.758,45460.766,-4.727867,3.023633,[-0.16  -1.145 -2.873 -0.388 -1.834],91.532
16.4,23100,7303118.5,1.55975e-06,141771150.0,-108.05387398686675,9.090202,3.890991e-06,495302,100,2472.294105052948,25.297676,1739.6407,231,561.19,256.72467,1739.6407,-4.2962494,2.9816563,[-0.159 -1.154 -2.841 -0.386 -1.836],3.4800718
16.61,23200,62638.684,6.195403e-06,14936043.0,-107.88796170134003,7.9250565,6.1035157e-06,496963,100,2485.6077904701233,8.0383215,908.454,232,552.2383,130.6247,908.454,-4.311859,2.9058797,[-0.179 -1.19  -2.85  -0.421 -1.832],1.7339078
15.91,23300,17.40136,0.0055080964,1435529.2,-107.68528869631791,7.2751007,-9.841919e-06,498554,100,2495.740489721298,2.272407,716.64185,233,578.9647,14.970458,716.64185,-4.090248,2.6393976,[-0.19  -1.163 -2.855 -0.388 -1.834],1.2562964
16.7,23400,192766.28,2.5123263e-06,255749660.0,-108.35322629607117,7.16803,1.04522705e-05,500224,100,2505.936257839203,31.324364,2128.6064,234,551.1916,316.80154,2128.6064,-4.1359177,2.7042522,[-0.176 -1.162 -2.864 -0.368 -1.835],4.0741587
16.25,23500,111081.42,7.141659e-06,83228536.0,-107.7339279954063,10.110512,-6.3323973e-06,501849,100,2517.8257355690002,18.568758,1908.8528,235,565.41766,145.33093,1908.8528,-4.2774353,2.9056401,[-0.166 -1.162 -2.852 -0.34  -1.84 ],3.6981845
16.74,23600,144.5453,0.00025844984,9583021.0,-108.35507529915016,8.914192,-6.408691e-06,503523,100,2529.7999505996704,6.1858077,790.8597,236,549.6939,74.118454,790.8597,-4.244278,2.8338983,[-0.204 -1.189 -2.858 -0.356 -1.841],1.4705794
16.0,23700,25636858000.0,2.3503448e-09,7313453600.0,-107.86566022688827,7.954193,7.019043e-06,505123,100,2540.3947207927704,167.74944,8679.528,237,576.20404,1709.4799,8679.528,-3.728096,2.6754339,[-0.196 -1.169 -2.854 -0.363 -1.845],16.796083
16.33,23800,2258433.0,2.4156428e-08,93953864.0,-108.00891817083628,9.349014,-8.926391e-06,506756,100,2552.1403942108154,19.629896,1203.4277,238,563.6946,199.6666,1203.4277,-3.8725433,2.5648365,[-0.223 -1.202 -2.867 -0.339 -1.843],2.2329087
16.57,23900,2341.5881,0.00041689578,7553467.5,-108.15846847129173,8.450218,5.4931643e-06,508413,100,2562.4204490184784,5.175768,875.7663,239,555.1435,78.39698,875.7663,-4.3601685,2.8232365,[-0.222 -1.17  -2.874 -0.338 -1.85 ],1.5887297
16.4,24000,285.13547,0.00025292073,5770057.5,-108.25563639995634,7.520729,-6.408691e-06,510053,100,2572.813807249069,4.51082,729.6962,240,562.22034,120.374985,729.6962,-3.9703293,2.4989681,[-0.182 -1.177 -2.856 -0.379 -1.846],1.3168433
16.45,24100,9244.081,3.6756323e-06,120087660.0,-107.81181261976714,6.498459,6.408691e-06,511698,100,2582.5177640914917,23.37002,1958.3907,241,557.98334,232.57407,1958.3907,-4.2074966,2.621608,[-0.198 -1.174 -2.85  -0.409 -1.849],3.915365
16.29,24200,2.450329,0.04633087,350741.5,-108.04676068334176,9.046959,7.2479247e-06,513327,100,2593.7395610809326,1.1271411,603.798,242,565.4644,7.4900723,603.798,-4.419838,2.6418238,[-0.207 -1.19  -2.835 -0.42  -1.847],1.0700672
16.2,24300,2052012.0,4.095169e-06,28284542.0,-107.60263982420246,7.0319824,7.6293946e-07,514947,100,2603.4690704345703,10.910464,1182.0656,243,566.73535,109.0309,1182.0656,-4.344986,2.652952,[-0.195 -1.199 -2.847 -0.409 -1.85 ],2.2257502
16.11,24400,12.384422,0.003935119,1580691.2,-107.96047262018138,6.3813095,2.4414062e-06,516558,100,2613.7218289375305,2.3538506,660.0268,244,572.2183,50.38762,660.0268,-4.0628204,2.5685916,[-0.181 -1.225 -2.891 -0.396 -1.853],1.1682194
16.44,24500,517.11176,0.00096423115,17990176.0,-107.84850721401135,8.288994,-5.1879883e-06,518202,100,2624.2314953804016,8.266167,739.76733,245,558.55896,90.04572,739.76733,-3.9966736,2.5129278,[-0.185 -1.201 -2.875 -0.406 -1.864],1.3587686
16.41,24600,140800.44,3.2879978e-08,325553700.0,-107.85325064724164,8.211067,2.2125244e-06,519843,100,2634.588643550873,38.287766,2541.862,246,559.75836,374.93335,2541.862,-4.1257095,2.862903,[-0.181 -1.189 -2.848 -0.396 -1.847],5.1453996
16.45,24700,169977.4,5.3933677e-06,156711940.0,-107.67390863309011,6.658081,-7.171631e-06,521488,100,2647.1040122509003,25.891062,1543.269,247,557.2682,262.9808,1543.269,-4.2549286,2.6676106,[-0.191 -1.22  -2.847 -0.396 -1.849],3.023062
16.62,24800,106327.33,3.0201643e-06,44271304.0,-107.95863716574151,6.982147,-1.121521e-05,523150,100,2659.1993277072906,12.863034,1235.2413,248,552.21216,161.36713,1235.2413,-4.015854,2.783003,[-0.184 -1.206 -2.868 -0.39  -1.849],2.3102448
16.21,24900,129579770000000.0,8.682304e-12,1385888600.0,-108.04089148802775,8.669189,-2.3651123e-06,524771,100,2671.3015727996826,73.205795,4939.8315,249,568.62103,866.473,4939.8315,-4.322403,2.8454666,[-0.195 -1.208 -2.875 -0.352 -1.86 ],9.526619
16.56,25000,193.34021,0.00055391155,3208227.5,-108.09582579668009,7.7765427,1.9836425e-06,526427,100,2683.9001021385193,3.6734598,743.95825,250,555.19977,27.707561,743.95825,-4.454956,2.93358,[-0.189 -1.17  -2.85  -0.29  -1.862],1.3855094
16.6,25100,36.129562,0.00014778998,4464604.0,-108.0948084232102,7.939766,1.5258789e-06,528087,100,2694.8880486488342,4.3463445,721.2962,251,553.66144,55.29231,721.2962,-4.442993,2.5257084,[-0.194 -1.19  -2.86  -0.276 -1.864],1.3499291
15.87,25200,1635.0914,4.373453e-05,42987556.0,-107.42586929998208,8.935478,-7.781982e-06,529674,100,2704.364391565323,13.079743,1113.0652,252,579.21515,129.61935,1113.0652,-3.8806915,2.5617971,[-0.193 -1.186 -2.871 -0.281 -1.87 ],2.0712473
16.21,25300,15.63723,0.0025697262,1459020.5,-108.18773185087353,6.939453,-2.822876e-06,531295,100,2714.9324786663055,2.3150094,716.6178,253,569.3906,15.726389,716.6178,-3.810234,2.6337209,[-0.185 -1.179 -2.89  -0.279 -1.879],1.2736632
16.09,25400,291.96506,8.016495e-05,11003698.0,-107.99209402512541,7.9334335,6.942749e-06,532904,100,2724.5102989673615,6.6755643,698.9421,254,573.2045,73.616356,698.9421,-4.164604,2.3801796,[-0.193 -1.187 -2.888 -0.272 -1.88 ],1.2543663
16.73,25500,1.1031253,0.38851893,28624.836,-108.56774340493398,6.791504,-2.2125244e-06,534577,100,2735.0573329925537,0.31962207,559.7517,255,551.1467,2.084226,559.7517,-4.048973,2.5276191,[-0.199 -1.201 -2.887 -0.263 -1.873],1.0163757
15.94,25600,1532513.6,5.2976625e-06,625898200.0,-107.6280676801407,6.272743,6.6375733e-06,536171,100,2743.9793729782104,50.31436,2848.854,256,577.4015,513.513,2848.854,-3.7195587,2.3984358,[-0.191 -1.201 -2.882 -0.263 -1.871],5.5417504
16.28,25700,24.616133,0.0011662235,1793327.4,-107.88885381399848,10.415741,-8.31604e-06,537799,100,2758.0090577602386,2.518356,687.9046,257,565.04755,21.252625,687.9046,-3.99234,2.9628785,[-0.193 -1.186 -2.838 -0.27  -1.872],1.2317632
16.51,25800,2971258.2,2.3733069e-06,15822078000.0,-108.08127931433074,8.888016,2.5939942e-06,539450,100,2768.67781829834,259.3564,12744.915,258,557.0462,3506.025,12744.915,-4.343384,2.963927,[-0.199 -1.172 -2.823 -0.291 -1.875],25.912874
15.94,25900,305.86746,8.323698e-05,22327978.0,-108.1485863568185,7.137123,6.408691e-06,541044,100,2782.1976346969604,8.906885,1277.8054,259,580.1881,101.99226,1277.8054,-3.7622986,2.339887,[-0.184 -1.164 -2.793 -0.273 -1.875],2.3087766
16.29,26000,1.1925075,0.32465565,49617.258,-108.27699839248167,7.443245,7.705688e-06,542673,100,2794.112980365753,0.41882008,580.59106,260,566.6667,2.8305447,580.59106,-4.2313995,2.5127318,[-0.184 -1.152 -2.793 -0.288 -1.88 ],1.0260733
16.31,26100,23.433687,0.0011267947,3038141.5,-107.98650405485537,6.718933,-2.2888185e-06,544304,100,2803.0766508579254,3.3996382,699.99866,261,564.3753,41.503414,699.99866,-4.055916,2.4494321,[-0.19  -1.149 -2.794 -0.28  -1.885],1.2728747
16.01,26200,53.05164,0.0026186684,2025982.2,-108.33957698414038,9.307999,-3.8146973e-07,545905,100,2814.489488363266,2.622182,670.46765,262,578.3175,19.770397,670.46765,-3.4643784,2.5165303,[-0.199 -1.148 -2.807 -0.288 -1.883],1.1652545
16.36,26300,1040214800.0,1.3220274e-07,1098243300.0,-107.94930024202094,6.754463,6.8664554e-07,547541,100,2825.014275789261,67.7399,3461.2373,263,562.1942,692.0479,3461.2373,-4.063072,2.6144717,[-0.208 -1.16  -2.827 -0.302 -1.887],6.877706
16.14,26400,4758816300.0,1.4825438e-10,533510980.0,-108.1082487744434,8.927132,-2.670288e-06,549155,100,2837.466280937195,45.982136,2452.3516,264,571.79553,676.0924,2452.3516,-4.030014,2.8144739,[-0.219 -1.149 -2.854 -0.311 -1.882],4.750131
16.15,26500,2540.9321,1.1594146e-05,44516560.0,-108.02442810910556,9.108353,5.645752e-06,550770,100,2850.1042506694794,13.652377,1037.9567,265,570.9527,138.55505,1037.9567,-3.9616013,2.6373081,[-0.214 -1.17  -2.841 -0.294 -1.905],1.9484794
16.47,26600,4.634571,0.027790435,665416.56,-108.14728848859238,8.075279,9.9182125e-06,552417,100,2861.7446069717407,1.5815591,591.83435,266,558.93036,21.383884,591.83435,-4.219116,2.7438552,[-0.209 -1.143 -2.837 -0.296 -1.901],1.0628127
16.31,26700,22.912766,0.0019376965,1745930.4,-107.95549899126614,8.108742,4.9591063e-06,554048,100,2871.374769449234,2.6937764,702.9414,267,564.195,24.163519,702.9414,-4.0766296,2.872446,[-0.187 -1.16  -2.841 -0.29  -1.907],1.2879908
16.22,26800,425.88293,0.00017726021,38543000.0,-107.69241588835679,8.195442,4.577637e-06,555670,100,2882.685596227646,11.171121,1051.9691,268,566.3991,271.0154,1051.9691,-4.261528,2.7909122,[-0.221 -1.162 -2.838 -0.296 -1.905],1.862806
16.08,26900,5262.8906,1.0540192e-05,55409468.0,-107.75106504876811,7.007416,2.3651123e-06,557278,100,2894.6428344249725,14.294433,1366.4034,269,572.3408,143.17572,1366.4034,-3.8197174,2.4448855,[-0.249 -1.182 -2.874 -0.301 -1.903],2.5259025
16.1,27000,1772.731,0.00030688985,17798166.0,-107.68331644612185,9.01799,-9.155274e-06,558888,100,2906.5096278190613,8.725141,821.92926,270,571.1624,88.7904,821.92926,-4.2434235,2.8031104,[-0.271 -1.191 -2.877 -0.333 -1.906],1.5108409
16.62,27100,753.1692,0.000118998025,10962451.0,-108.32654455789464,6.9370728,-1.5258789e-07,560550,100,2916.974794149399,6.69718,902.64606,271,554.0922,57.372295,902.64606,-3.9073715,2.6402469,[-0.272 -1.159 -2.87  -0.309 -1.9  ],1.7005785
16.47,27200,13.242054,0.002650594,3377170.0,-108.1957461217693,7.9339447,1.2512207e-05,562197,100,2928.391755580902,3.479335,777.2479,272,559.2006,46.57178,777.2479,-4.0603943,2.6095893,[-0.255 -1.143 -2.862 -0.323 -1.915],1.4127434
16.37,27300,1633.7672,0.00027538722,16364499.0,-108.01289466853322,6.5330276,-7.858276e-06,563834,100,2939.3130688667297,8.058249,771.45685,273,562.1533,81.77778,771.45685,-4.270752,2.6177766,[-0.235 -1.161 -2.871 -0.311 -1.922],1.418334
16.38,27400,113130.39,1.7818128e-07,357521950.0,-108.49357079636397,7.040825,7.781982e-06,565472,100,2950.757241487503,37.72408,2617.2422,274,564.2522,419.2852,2617.2422,-3.5303192,2.573862,[-0.225 -1.133 -2.865 -0.293 -1.926],5.01247
16.34,27500,3.6337442,0.038999446,791582.7,-108.25237133589255,8.677643,-9.155274e-06,567106,100,2963.8395869731903,1.6708044,652.9945,275,564.56134,13.76765,652.9945,-3.937973,2.8674667,[-0.24  -1.144 -2.904 -0.28  -1.929],1.1641207
16.6,27600,2.8207161,0.030997349,454013.25,-108.04209200749308,6.83934,3.3569336e-06,568766,100,2975.0554897785187,1.2906299,609.8264,276,553.4052,12.906754,609.8264,-4.2423096,2.8345847,[-0.235 -1.145 -2.898 -0.297 -1.929],1.1030958
16.28,27700,inf,1.2216583e-25,7810524700.0,-108.11089856378112,7.3356247,-5.7983398e-06,570394,100,2984.9828391075134,167.33003,8999.097,277,566.2042,5386.4736,8999.097,-4.0699997,2.7998192,[-0.234 -1.136 -2.883 -0.296 -1.93 ],16.749489
15.96,27800,765.0461,9.536025e-05,2252314.8,-108.10950032641466,6.9739304,-3.2043456e-06,571990,100,2998.96124625206,2.8854938,723.0999,278,579.13544,20.071348,723.0999,-3.514328,2.2382083,[-0.307 -1.117 -2.908 -0.343 -1.913],1.2710555
16.4,27900,2007.4862,6.1825216e-05,35679820.0,-108.08332395389992,7.321419,-4.5776366e-07,573630,100,3009.947586774826,12.674361,957.87573,279,561.3251,193.15631,957.87573,-4.1771164,2.786908,[-0.291 -1.105 -2.911 -0.319 -1.91 ],1.8595594
15.68,28000,7967.8193,6.5070208e-06,125274744.0,-107.7033766117494,7.553543,-2.5939942e-06,575198,100,3019.955601453781,21.088322,1285.2195,280,588.7128,214.60338,1285.2195,-3.788414,2.3904333,[-0.274 -1.088 -2.916 -0.311 -1.903],2.3299174
15.75,28100,1295155600.0,1.2624074e-08,86975220.0,-107.9437187832309,6.5110474,-7.6293944e-08,576773,100,3031.744638442993,17.310272,1259.2502,281,587.0577,175.83836,1259.2502,-3.7307587,2.290054,[-0.247 -1.093 -2.94  -0.315 -1.921],2.2434897
16.8,28200,5909544700000.0,3.833778e-12,1570764500.0,-108.39217763703546,9.169815,3.8146973e-06,578453,100,3042.7584462165833,82.06746,4026.4482,282,547.6285,1587.9304,4026.4482,-4.514778,2.5812697,[-0.265 -1.109 -2.95  -0.359 -1.921],8.174951
16.46,28300,160.19174,0.00029945985,14714184.0,-108.0077939217052,7.292824,-7.858276e-06,580099,100,3056.6665875911713,7.647373,832.5063,283,558.6063,76.790405,832.5063,-4.3119507,2.567089,[-0.267 -1.142 -2.946 -0.345 -1.936],1.54607
16.23,28400,29.033472,0.0010040689,17588020.0,-108.05670474550679,6.923294,1.0681152e-05,581722,100,3067.716043949127,8.357237,915.8024,284,567.9089,84.84729,915.8024,-4.225441,2.550562,[-0.243 -1.144 -2.961 -0.337 -1.948],1.6954192
16.08,28500,176.38986,0.0004413974,5305252.5,-108.31672600573116,6.934082,-1.6021728e-06,583330,100,3078.9076478481293,4.3084474,909.16907,285,575.3248,70.54924,909.16907,-3.7510147,2.475866,[-0.299 -1.154 -2.986 -0.327 -1.969],1.6254245
16.49,28600,692.9572,7.149182e-06,71554984.0,-107.95639962968673,6.9014664,6.942749e-06,584979,100,3090.4286777973175,16.859673,1434.4103,286,557.1881,166.92365,1434.4103,-4.3936234,2.6154845,[-0.294 -1.144 -2.964 -0.349 -1.971],2.7338507
16.09,28700,1.4297467,0.19799146,124466.13,-108.36042861817322,6.6956787,8.010864e-06,586588,100,3101.1123654842377,0.6695033,622.23914,287,575.15045,3.5161726,622.23914,-4.003395,2.2695668,[-0.291 -1.137 -2.964 -0.367 -1.978],1.0865111
16.07,28800,886553150.0,5.38986e-10,452994700.0,-107.65437032298932,8.1595,9.613037e-06,588195,100,3110.546163082123,40.37056,2252.6677,288,572.23364,1789.4927,2252.6677,-4.081093,2.6619673,[-0.276 -1.133 -2.957 -0.366 -1.981],4.119827
16.35,28900,264.59122,0.00032617606,8715751.0,-107.80720786482969,8.417992,-5.7983398e-06,589830,100,3121.59628033638,5.869092,936.73834,289,561.8683,67.63571,936.73834,-4.486885,2.8858626,[-0.288 -1.1   -2.966 -0.368 -1.978],1.7156239
15.9,29000,5.563315,0.015348116,10195323.0,-107.55130240070439,6.6074295,1.5258789e-06,591420,100,3130.2327272892,5.85089,890.5907,290,578.654,80.855606,890.5907,-3.6874847,2.4720387,[-0.282 -1.104 -2.948 -0.369 -1.978],1.5793294
15.9,29100,6.9526844,0.0101944655,921513.06,-107.79616013978686,6.8332596,1.1444092e-06,593010,100,3139.8730313777924,1.8029093,707.27545,291,579.94727,30.537497,707.27545,-4.265419,2.2353525,[-0.275 -1.098 -2.932 -0.384 -1.979],1.2367787
16.52,29200,117.9104,0.0032630782,14183505.0,-108.78480205044545,8.458885,4.348755e-06,594662,100,3149.8343784809113,7.1643815,897.14124,292,560.28467,77.06325,897.14124,-3.4986343,2.5561414,[-0.276 -1.109 -2.934 -0.378 -1.978],1.6549313
16.34,29300,29.310242,0.0036022165,4965458.0,-107.96374753247346,7.137413,4.043579e-06,596296,100,3160.7092649936676,4.3129315,697.02106,293,563.0651,101.61983,697.02106,-4.263069,2.3733895,[-0.27  -1.083 -2.904 -0.381 -1.998],1.2532239
16.15,29400,6.930037,0.0016440132,1017487.0,-108.05845748159419,8.505157,-2.670288e-06,597911,100,3171.0592720508575,2.001005,677.14734,294,571.1208,16.819178,677.14734,-3.9392014,2.3670747,[-0.257 -1.067 -2.898 -0.364 -1.998],1.2041057
16.25,29500,1.8605025,0.09179172,395878.3,-108.33628933614999,5.791374,2.8991699e-06,599536,100,3180.716524362564,1.1684347,630.8911,295,568.5755,15.697686,630.8911,-4.0992966,2.4975166,[-0.261 -1.078 -2.897 -0.376 -2.   ],1.1156636
15.96,29600,295.96677,0.0001908727,14192640.0,-107.78582366665411,7.7420197,-3.7384034e-06,601132,100,3190.847485303879,7.710814,887.2757,296,577.42035,77.47775,887.2757,-4.05011,2.7895253,[-0.251 -1.066 -2.883 -0.378 -2.002],1.627715
15.56,29700,997.8334,0.00014394135,3386330.2,-107.34143520963677,6.869858,6.4849855e-06,602688,100,3199.82275223732,3.4558704,803.5381,297,591.8982,20.744589,803.5381,-4.2761,2.2901258,[-0.231 -1.056 -2.883 -0.356 -1.993],1.375645
16.16,29800,1183.9996,0.00021640863,11591621.0,-107.9209545909081,6.158951,3.1280517e-06,604304,100,3209.909262895584,6.882472,682.24426,298,569.9937,69.7626,682.24426,-3.996521,2.3347437,[-0.22  -1.044 -2.886 -0.332 -1.996],1.2246461
16.48,29900,976074100.0,5.84565e-07,1288921700.0,-108.35311451566884,7.7830887,1.8310546e-06,605952,100,3218.721356868744,70.60861,4020.8047,299,559.5927,716.9291,4020.8047,-3.8832474,2.4613814,[-0.231 -1.053 -2.874 -0.342 -2.001],7.7745233
16.5,30000,524655.0,1.1503332e-06,518811900.0,-108.02399552633052,8.693504,9.155274e-06,607602,100,3229.9793453216553,47.570362,2450.3464,300,557.13324,486.38303,2450.3464,-4.258087,2.6922367,[-0.21  -1.012 -2.852 -0.306 -1.999],4.9332995
16.24,30100,191510530000000.0,1.4734158e-10,7974054000.0,-108.3468809729407,6.623451,7.6293945e-06,609226,100,3241.7102797031403,183.66768,9047.687,301,569.0191,1877.7551,9047.687,-3.7036743,2.4069357,[-0.192 -0.995 -2.863 -0.3   -1.999],18.275076
16.2,30200,872.6106,3.086659e-06,23209030.0,-108.16288184517896,9.033577,-4.7302246e-06,610846,100,3254.2865629196167,9.322568,1122.2556,302,569.6668,257.88913,1122.2556,-4.0219116,2.652823,[-0.175 -0.962 -2.874 -0.279 -2.01 ],2.069238
15.93,30300,18.093063,0.0055131074,1936066.0,-107.43212749249355,7.8180847,-1.548767e-05,612439,100,3262.6267218589783,2.635152,717.2014,303,576.76105,30.465096,717.2014,-4.2625885,2.6010087,[-0.17  -0.954 -2.882 -0.286 -2.01 ],1.2568423
16.27,30400,241516460000.0,6.154131e-11,619847600.0,-107.41559631215829,6.9644623,-3.4332274e-06,614066,100,3272.023398399353,46.934605,2598.0203,304,562.9756,1195.4933,2598.0203,-4.296692,2.6113997,[-0.169 -0.956 -2.895 -0.291 -2.011],4.8111
