TimestepsSoFar,Weights,InitialReturnMean,EmpiricalD2,InitialReturnMin,MeanIW,StdIWNorm,InitialReturnMax,InitialReturnStd,ReturnMeanIW,MaxIW,StdIW,EpisodesSoFar,InitialBound,MeanIWNorm,MaxIWNorm,MinIW,EpRewMean,ESSClassic,ESSRenyi,TimeElapsed,EpThisIter,EpLenMean,MinIWNorm,Itaration,Bound
1057371,[ 0.108 -0.231  0.098 ...  0.186  0.575 -0.951],5.859375e-05,1921.154,-1574.0344,10.6979065,0.7238115,1675.7063,395.0774,3938.3997,607.2339,72.38114,8100,-16.841427,0.106979065,6.0723386,4.856793e-06,1584.01446089825,2.137774,0.052052047,937.5195662975311,100,159.42,4.856793e-08,81,3200.2212
1074166,[ 0.108 -0.23   0.095 ...  0.186  0.575 -0.957],4.1503907e-05,1.0430083,-1669.3154,0.9925159,0.0021575587,1630.4409,464.38202,10.624081,1.7707239,0.21575588,8200,-16.777214,0.00992516,0.01770724,0.6179332,1669.3154815929158,95.487724,95.87651,953.560476064682,100,167.95,0.006179332,82,-6.510153
1090360,[ 0.108 -0.23   0.096 ...  0.186  0.577 -0.962],-6.225586e-05,2361.7117,-1599.2356,6.528379,0.5296289,1160.5417,355.71118,2434.2642,530.286,52.96289,8300,-16.072985,0.06528378,5.30286,3.0001712e-07,1609.2169890856524,1.4966437,0.04234217,963.5051190853119,100,161.94,3.0001712e-09,83,1653.1611
1107567,[ 0.109 -0.229  0.095 ...  0.186  0.577 -0.983],4.0283205e-05,53.230732,-560.76245,1.2204169,0.0707903,1679.2332,348.4477,295.25757,70.75211,7.0790296,8400,-16.876888,0.012204171,0.70752114,0.0017906729,1710.514453070181,2.886352,1.8786141,977.3433837890625,100,172.07,1.7906728e-05,84,172.12453
1124765,[ 0.109 -0.229  0.095 ...  0.187  0.577 -0.985],1.2207031e-05,11.752151,-1699.637,0.99286824,0.017253982,1220.1381,407.74252,127.19779,11.086793,1.7253982,8500,-17.081978,0.009928683,0.110867925,0.013993002,1709.6183110749648,24.87612,8.509081,989.9934599399567,100,171.98,0.00013993001,85,68.63831
1141585,[ 0.108 -0.23   0.096 ...  0.187  0.577 -0.99 ],0.00010498047,50.447124,-1671.8215,1.2409859,0.03697968,1107.97,415.11438,510.36557,33.106262,3.6979678,8600,-16.802334,0.012409857,0.33106261,0.0042993343,1671.8216269872426,10.121882,1.9822736,1001.2151510715485,100,168.2,4.2993343e-05,86,391.02435
1158001,[ 0.108 -0.229  0.094 ...  0.187  0.578 -0.994],6.347656e-05,8.740758,-1631.4214,0.64513826,0.012322681,1388.3396,455.77628,85.89053,7.756536,1.2322682,8700,-16.396324,0.006451383,0.07756536,0.010512923,1631.4214652077114,21.512682,11.440656,1014.6373605728149,100,164.16,0.00010512923,87,37.414944
1174716,[ 0.109 -0.229  0.096 ...  0.187  0.578 -0.993],8.300781e-05,4.7673607,-1661.3231,1.1641254,0.019741228,1618.3964,455.7705,94.61426,10.946864,1.9741231,8800,-16.696844,0.011641255,0.10946864,0.009730554,1661.3232042898571,25.801561,20.975967,1026.2873663902283,100,167.15,9.730554e-05,88,58.157715
1191565,[ 0.108 -0.229  0.093 ...  0.186  0.575 -0.984],-7.8125e-05,6.4785438,-1674.7177,1.307312,0.043591972,1924.9579,490.66135,824.12354,42.635998,4.359197,8900,-19.34663,0.01307312,0.42635998,0.01631291,1674.7175836707277,8.251701,15.435568,1038.947107553482,100,168.49,0.0001631291,89,774.8808
1208136,[ 0.108 -0.229  0.092 ...  0.185  0.573 -0.947],2.5634765e-05,1.065028,-1646.9144,0.9872985,0.0024478228,992.8539,425.1021,6.6336956,1.9261322,0.24478227,9000,-16.55209,0.009872985,0.019261321,0.48971462,1646.9144597029406,94.20896,93.89425,1054.0555288791656,100,165.71,0.004897146,90,-10.448116
1225280,[ 0.108 -0.229  0.092 ...  0.185  0.574 -0.946],-4.1503907e-05,1.6848121,-1694.2329,1.1655442,0.011551827,1975.5018,464.8202,55.350685,7.246227,1.1551827,9100,-19.85458,0.011655442,0.07246227,0.19646895,1704.2141868483232,50.446465,59.3538,1063.685611963272,100,171.44,0.0019646895,91,29.57943
1242348,[ 0.108 -0.229  0.092 ...  0.186  0.574 -0.949],9.521484e-05,19.157164,-1696.6188,1.5431569,0.066739865,1823.1127,517.7985,251.25058,62.4647,6.673987,9200,-18.322891,0.015431569,0.62464696,0.011423212,1696.6188610611935,5.0749316,5.2199793,1074.0775620937347,100,170.68,0.00011423211,92,171.05295
1259383,[ 0.108 -0.229  0.092 ...  0.185  0.573 -0.949],-7.3242186e-06,33.33391,-1693.3153,1.0171639,0.04044307,1386.4454,462.80927,575.6048,39.040756,4.044307,9300,-17.018463,0.010171639,0.39040756,0.0013989385,1693.3153154211138,5.94917,2.999948,1085.4704551696777,100,170.35,1.3989385e-05,93,477.34784
1277126,[ 0.108 -0.229  0.093 ...  0.185  0.571 -0.959],-0.00014160156,1.0193306,-1764.1133,1.0131772,0.0013063625,1595.6172,498.07703,6.0954647,1.4489963,0.13063625,9400,-17.73013,0.010131772,0.014489963,0.6950915,1764.1131494864248,98.36471,98.1036,1098.975591659546,100,177.43,0.006950915,94,-11.805086
1295843,[ 0.109 -0.229  0.093 ...  0.185  0.571 -0.958],6.1035156e-05,24.005152,-1851.5297,1.2355667,0.035076417,2538.1333,594.7958,642.68494,29.66435,3.5076418,9500,-25.509138,0.012355667,0.2966435,0.0007841308,1861.5094570138087,11.0383625,4.1657724,1109.2148687839508,100,187.17,7.841308e-06,95,517.7025
1313004,[ 0.109 -0.229  0.093 ...  0.185  0.569 -0.962],4.3945314e-05,14.304663,-1705.9141,1.7214948,0.0530768,933.8511,480.56094,136.64429,33.823364,5.30768,9600,-17.145042,0.017214948,0.33823365,0.0058334824,1705.9141067633793,9.518364,6.9907274,1122.7589716911316,100,171.61,5.8334823e-05,96,71.79901
1330218,[ 0.109 -0.229  0.094 ...  0.185  0.568 -0.965],1.8310548e-05,15.95812,-1711.2048,1.0089058,0.030540729,1008.51,470.53558,118.28323,27.17464,3.054073,9700,-17.198236,0.0100890575,0.2717464,0.0031009144,1711.2048413979207,9.839205,6.2664022,1133.9175124168396,100,172.14,3.1009142e-05,97,49.5803
1348242,[ 0.109 -0.229  0.092 ...  0.184  0.567 -0.968],-0.00012207031,6.9925075,-1792.2043,1.0492024,0.02384888,2207.4978,546.50964,154.33603,19.911055,2.384888,9800,-22.186317,0.010492024,0.19911054,0.0038343146,1792.2042168482449,16.215998,14.301022,1144.3315887451172,100,180.24,3.8343147e-05,98,95.66832
1365256,[ 0.108 -0.229  0.091 ...  0.184  0.568 -0.97 ],9.765625e-06,16.759298,-1691.2191,0.9440378,0.027002532,1238.5311,563.8428,123.64046,25.718817,2.7002532,9900,-16.99738,0.009440377,0.25718817,0.004938219,1691.2191322499907,10.891527,5.966837,1155.8316900730133,100,170.14,4.938219e-05,99,54.056328
1384400,[ 0.108 -0.228  0.09  ...  0.184  0.566 -0.974],7.3242186e-06,761.71545,-1904.196,3.4038293,0.19380786,2735.424,656.78894,5323.827,185.36984,19.380789,10000,-27.492037,0.03403829,1.8536984,3.682432e-06,1904.1960274695157,2.9922578,0.13128261,1167.8498711585999,100,191.44,3.6824318e-08,100,4565.069
1403507,[ 0.108 -0.228  0.088 ...  0.183  0.564 -0.985],-2.6855469e-05,7.8093553,-1900.5063,1.1805496,0.026625363,1299.2593,448.31775,174.25108,18.563099,2.6625364,10100,-19.100832,0.011805495,0.18563099,0.022865823,1900.5063167884887,16.429691,12.805155,1183.764179468155,100,191.07,0.00022865822,101,120.87345
1422609,[ 0.108 -0.228  0.088 ...  0.184  0.567 -0.97 ],-0.00018554687,351.96,-1899.9865,6.1829414,0.55826706,1129.7594,616.92126,3111.713,561.5088,55.826702,10200,-19.095776,0.06182941,5.615088,0.00019710508,1899.9862494865938,1.211746,0.2841232,1197.002456665039,100,191.02,1.9710508e-06,102,2753.4683
1442408,[ 0.108 -0.228  0.086 ...  0.183  0.563 -0.974],-1.7089844e-05,49.16834,-1959.7136,1.6482219,0.05946214,1909.9856,542.09827,405.05392,55.446526,5.946214,10300,-19.69587,0.016482217,0.55446523,0.0004098801,1969.6945489908605,7.135127,2.0338292,1213.8964674472809,100,197.99,4.098801e-06,103,266.9463
1462662,[ 0.108 -0.228  0.085 ...  0.183  0.564 -0.967],-0.00011352539,56.26744,-2015.2081,1.2003422,0.041999392,1954.5233,664.5352,631.70056,38.26611,4.1999393,10400,-20.253725,0.012003422,0.38266107,0.0013029696,2015.2079885935045,7.5513506,1.7772267,1228.4352490901947,100,202.54,1.3029696e-05,104,479.775
1483451,[ 0.108 -0.228  0.084 ...  0.182  0.563 -0.975],-0.00010253906,35.9275,-2068.686,1.5941883,0.05537085,1870.9983,523.542,461.21158,50.65026,5.5370855,10500,-20.791168,0.015941884,0.50650257,0.0023114705,2068.685926071066,7.654757,2.7833831,1242.960928440094,100,207.89,2.3114704e-05,105,336.5908
1503673,[ 0.108 -0.228  0.085 ...  0.183  0.563 -0.975],5.3710937e-05,2.1931524,-2011.979,1.1478326,0.009458793,1897.6821,629.50665,66.51454,4.2392635,0.9458794,10600,-20.2211,0.011478326,0.042392634,0.088852204,2011.9790751149246,59.556786,45.596466,1255.644112110138,100,202.22,0.000888522,106,36.568443
1524064,[ 0.108 -0.228  0.085 ...  0.183  0.564 -0.984],0.00016479492,1.5839834,-2028.8718,0.89142364,0.0050317966,2200.7454,596.18524,42.82762,2.680111,0.5031796,10700,-22.118158,0.008914236,0.02680111,0.17423518,2028.8719626999948,75.836655,63.131973,1267.109785079956,100,203.91,0.0017423518,107,14.990295
1543369,[ 0.108 -0.228  0.085 ...  0.183  0.564 -0.979],4.3945314e-05,13.957454,-1920.2756,0.72877824,0.016074134,2679.2576,840.7349,213.62086,14.607418,1.6074136,10800,-26.927513,0.007287783,0.14607418,0.0032762073,1920.2756704302985,17.050896,7.1646304,1277.942129611969,100,193.05,3.2762073e-05,108,113.02041
1563335,[ 0.108 -0.228  0.083 ...  0.183  0.564 -0.984],-0.00012695312,1.7692441,-1986.3829,0.9877452,0.010261066,1813.3241,682.24414,40.13585,8.277606,1.0261067,10900,-19.964024,0.00987745,0.082776055,0.058139145,1986.3828072661222,48.095814,56.521313,1290.8316192626953,100,199.66,0.00058139145,109,13.58128
1584236,[ 0.108 -0.228  0.083 ...  0.183  0.564 -0.987],8.789063e-05,115.43268,-2079.87,2.758498,0.15950559,1659.771,694.1592,1036.9667,158.19168,15.950561,11000,-20.903387,0.027584981,1.5819168,0.0010877238,2079.8701904212103,2.9039884,0.8663058,1301.0065517425537,100,209.01,1.0877237e-05,110,812.3805
1605094,[ 0.108 -0.228  0.081 ...  0.183  0.564 -0.982],2.1972657e-05,1.216698,-2075.5605,0.9723219,0.0037455172,2204.0269,744.89294,45.21414,2.3564622,0.3745517,11100,-22.15129,0.009723219,0.023564622,0.29713097,2075.5605481934863,87.07846,82.18966,1315.9448690414429,100,208.58,0.0029713097,111,20.78036
1626884,[ 0.108 -0.228  0.082 ...  0.183  0.566 -0.988],3.90625e-05,3.4198182,-2168.7566,0.927137,0.012193579,1420.7622,584.3688,60.944134,6.8445845,1.2193578,11200,-21.796808,0.00927137,0.06844585,0.025389437,2168.7565983570776,36.633858,29.241322,1328.9883434772491,100,217.9,0.00025389437,112,20.63581
1648352,[ 0.108 -0.227  0.081 ...  0.183  0.566 -0.994],0.00013916015,141.39569,-2136.5818,1.5894821,0.08309205,1493.1023,645.356,1245.7712,79.515564,8.309204,11300,-21.473295,0.015894823,0.79515564,0.00032925038,2136.581917867686,3.530078,0.70723516,1341.6440842151642,100,214.68,3.2925038e-06,113,990.43054
1669353,[ 0.108 -0.227  0.079 ...  0.183  0.566 -0.99 ],-9.765625e-06,2.8884368,-2089.8828,1.1683961,0.016665105,1429.8569,668.4172,61.697716,12.748213,1.6665106,11400,-21.004145,0.0116839595,0.12748213,0.09030545,2089.8827732794393,32.955467,34.620804,1356.7735259532928,100,210.01,0.00090305443,114,26.000385
1690112,[ 0.107 -0.228  0.079 ...  0.184  0.569 -0.978],3.6621095e-05,1.1928763,-2065.6816,0.9576332,0.0035412172,1344.0352,764.23,25.392218,2.2892156,0.3541217,11500,-20.760847,0.009576332,0.022892155,0.25618994,2065.6816742356973,87.97058,83.830986,1368.382271528244,100,207.59,0.0025618994,115,2.7174149
1711693,[ 0.107 -0.228  0.079 ...  0.184  0.569 -0.985],-0.00023803712,2.7868066,-2137.8987,0.97704744,0.011351484,1961.7014,642.81146,120.8275,7.1797605,1.1351483,11600,-21.486929,0.009770473,0.0717976,0.059557322,2147.8788912124746,42.55656,35.883366,1379.170473575592,100,215.81,0.0005955732,116,84.9582
1733912,[ 0.107 -0.228  0.078 ...  0.184  0.57  -0.983],-3.0517578e-05,1.0950794,-2211.6824,0.97844714,0.0032284632,2137.9265,677.5525,23.669113,2.095282,0.3228463,11700,-22.228271,0.009784471,0.02095282,0.477266,2211.68229177632,90.1817,91.31758,1392.619627714157,100,222.19,0.00477266,117,0.40813637
1754402,[ 0.107 -0.228  0.079 ...  0.184  0.57  -0.973],-0.00020019531,4.6461287,-2038.7845,1.3520179,0.022243174,1620.8759,729.9231,108.81514,17.116205,2.2243173,11800,-20.490742,0.013520178,0.17116205,0.013476716,2038.7843399937724,26.978695,21.523296,1402.5863947868347,100,204.9,0.00013476716,118,64.647995
1774936,[ 0.107 -0.228  0.079 ...  0.184  0.569 -0.963],-0.00013305664,894.0293,-2043.1759,4.380834,0.32026586,2326.4463,860.6362,3017.4148,312.74524,32.02659,11900,-23.381824,0.04380834,3.1274524,0.00022011719,2043.1757631967425,1.8367132,0.11185316,1414.424174785614,100,205.34,2.2011718e-06,119,2318.2954
1796815,[ 0.107 -0.229  0.081 ...  0.184  0.57  -0.963],,1.0661175,-2167.6658,1.0198349,0.0021529726,1512.0117,753.7181,21.043877,1.6960847,0.21529728,12000,-21.785868,0.01019835,0.016960846,0.49154392,2177.6460114623446,95.733406,93.79829,1430.137409210205,100,218.79,0.004915439,120,-1.4506721
1817299,[ 0.107 -0.229  0.081 ...  0.184  0.568 -0.97 ],-0.00012817382,1.2066178,-2038.1522,1.0420728,0.0045394,2511.5107,818.7033,22.40537,3.0636916,0.45393994,12100,-25.241777,0.010420728,0.030636916,0.29701477,2038.1520629883246,84.05068,82.87628,1441.4916734695435,100,204.84,0.0029701476,121,-5.3215923
1837998,[ 0.107 -0.229  0.08  ...  0.184  0.567 -0.974],-9.765625e-05,1.3587261,-2059.6482,1.0393163,0.0047984864,2129.7883,800.64624,37.548862,2.4673758,0.47984862,12200,-21.405293,0.010393163,0.024673756,0.26328287,2059.6480843984864,82.42912,73.59835,1452.489163160324,100,206.99,0.0026328287,122,12.598043
1856563,[ 0.107 -0.228  0.081 ...  0.183  0.567 -0.977],9.765625e-06,21.902372,-1846.275,0.93888414,0.027251057,1633.4374,817.3237,258.6326,19.846077,2.7251055,12300,-18.555761,0.009388842,0.19846077,0.0036398033,1846.275031729005,10.610675,4.5657153,1463.1401402950287,100,185.65,3.6398033e-05,123,171.79169
1879334,[ 0.107 -0.228  0.08  ...  0.183  0.567 -0.98 ],-2.9296874e-05,1.0087302,-2266.9365,0.9901764,0.0009221953,2732.6616,729.51355,5.807823,1.2314402,0.092219524,12400,-27.464327,0.009901763,0.012314402,0.8084687,2266.9364874599823,99.14005,99.13454,1475.4276101589203,100,227.71,0.0080846865,124,-21.776081
1901551,[ 0.107 -0.228  0.08  ...  0.183  0.567 -0.981],2.4414062e-06,3.112019,-2211.436,0.94921064,0.011121424,1338.2031,590.69165,49.33838,9.047236,1.1121424,12500,-22.225767,0.009492106,0.09047236,0.042108126,2211.436032053458,42.144962,32.13348,1485.281598329544,100,222.17,0.00042108126,125,10.130089
1923057,[ 0.107 -0.228  0.081 ...  0.184  0.568 -0.979],-7.8125e-05,32.886963,-2140.3435,1.1412352,0.033493426,2729.2117,903.4368,380.90408,31.890629,3.3493428,12600,-27.429688,0.011412351,0.31890628,0.0054540634,2140.3434227500147,10.402271,3.0407186,1496.4549584388733,100,215.06,5.4540633e-05,126,223.60307
1943920,[ 0.107 -0.228  0.081 ...  0.184  0.568 -0.976],-4.0283205e-05,4.529393,-2076.0525,0.9263309,0.01400134,2723.5168,813.75287,97.92354,9.266114,1.400134,12700,-27.372417,0.00926331,0.09266114,0.03101935,2076.0524473325936,30.445269,22.078012,1509.7252271175385,100,208.63,0.00031019349,127,39.668636
1965801,[ 0.107 -0.228  0.08  ...  0.184  0.567 -0.965],2.1972657e-05,487.9328,-2167.877,8.95023,0.7723142,2551.687,773.4456,7186.8984,774.65125,77.231415,12800,-25.645386,0.08950229,7.7465124,0.00032598324,2177.85696224332,1.3252155,0.20494625,1521.9956591129303,100,218.81,3.2598323e-06,128,6620.4116
1986120,[ 0.107 -0.228  0.081 ...  0.183  0.564 -0.984],-6.8359375e-05,11.268279,-2021.6249,1.3194382,0.03994551,1487.7194,853.1841,570.5655,35.63328,3.994551,12900,-20.318178,0.013194382,0.3563328,0.004479208,2021.6247945511,9.837159,8.87447,1538.4404017925262,100,203.19,4.479208e-05,129,502.36118
2008003,[ 0.107 -0.228  0.08  ...  0.182  0.562 -0.975],1.2207031e-05,24.551802,-2178.0276,0.93082297,0.024387565,2341.6501,782.99835,382.11902,21.954636,2.4387567,13000,-23.53445,0.00930823,0.21954635,0.002052629,2178.027569010428,12.715525,4.073021,1552.0158109664917,100,218.83,2.0526288e-05,130,265.50626
2030825,[ 0.107 -0.228  0.078 ...  0.182  0.563 -0.975],-8.056641e-05,1.0942522,-2261.9194,1.0004481,0.0028058283,1627.718,678.6237,15.788813,2.187393,0.28058285,13100,-22.733221,0.010004481,0.021873929,0.45729366,2271.900572338614,92.707954,91.38661,1565.3967897891998,100,228.22,0.0045729363,131,-7.991537
2052350,[ 0.107 -0.228  0.079 ...  0.183  0.565 -0.974],0.000107421874,882.5737,-2142.214,2.550792,0.20347822,2307.3806,809.352,1926.7682,204.24644,20.34782,13200,-23.189945,0.025507925,2.0424645,5.51817e-05,2142.2142164096963,1.5471857,0.11330498,1575.3470087051392,100,215.25,5.51817e-07,132,1237.835
2072371,[ 0.107 -0.228  0.081 ...  0.182  0.564 -0.985],0.00020629884,10.197171,-1991.8456,0.95298785,0.020327365,2117.625,920.3625,190.80627,18.580479,2.0327365,13300,-21.282711,0.009529877,0.18580478,0.0022762204,1991.8457955620347,18.018833,9.806642,1587.8950126171112,100,200.21,2.2762202e-05,133,122.84347
2094490,[ 0.107 -0.228  0.08  ...  0.182  0.563 -0.986],3.6621095e-05,49.3866,-2201.661,1.3060193,0.048513904,2357.973,709.0633,323.76852,45.07851,4.85139,13400,-23.698496,0.013060194,0.4507851,0.0033387702,2201.660918601253,6.7574215,2.0248408,1597.4237167835236,100,221.19,3.3387703e-05,134,157.22575
2116248,[ 0.107 -0.228  0.078 ...  0.182  0.563 -0.995],6.347656e-05,9.291858,-2165.5615,1.022304,0.018521668,2084.0342,758.7403,240.16919,10.980346,1.852167,13500,-21.764635,0.010223039,0.10980345,0.0026095365,2165.561592123948,23.351036,10.762111,1607.6531863212585,100,217.58,2.6095364e-05,135,173.8248
2138539,[ 0.107 -0.227  0.077 ...  0.182  0.563 -0.99 ],-8.056641e-05,9.589134,-2218.8716,1.3936201,0.027383542,2080.6753,741.9028,188.20407,15.461473,2.7383542,13600,-22.30057,0.0139362,0.15461473,0.007172223,2218.871471734161,20.57225,10.428471,1617.9149134159088,100,222.91,7.172223e-05,136,119.14762
2160526,[ 0.107 -0.227  0.077 ...  0.182  0.563 -0.991],4.8828126e-05,87.050896,-2188.5654,1.1341598,0.045722008,2810.963,914.72,639.45483,42.119865,4.572201,13700,-28.25119,0.011341598,0.42119864,0.0001427026,2188.565495564396,5.796489,1.1487533,1628.3157691955566,100,219.87,1.427026e-06,137,375.86774
2183682,[ 0.107 -0.227  0.075 ...  0.181  0.562 -0.996],-1.953125e-05,7.1646843,-2305.349,1.8850923,0.051875494,1344.3013,680.8738,249.28236,44.18535,5.1875496,13800,-23.16965,0.018850923,0.44185346,0.0065194475,2305.349089236682,11.664735,13.957349,1639.7709212303162,100,231.56,6.519447e-05,138,187.26437
2207376,[ 0.108 -0.227  0.075 ...  0.179  0.555 -0.991],,262.044,-2359.2224,2.2013097,0.11932688,2640.3567,737.3497,1383.9865,101.39554,11.932689,13900,-26.536556,0.022013094,1.0139554,5.5881224e-05,2359.222405886964,3.2911804,0.38161528,1651.7669637203217,100,236.94,5.5881225e-07,139,954.4182
2232251,[ 0.108 -0.226  0.073 ...  0.179  0.556 -0.99 ],-1.953125e-05,26.145405,-2477.208,1.0624621,0.031024883,2022.3135,697.89246,410.95505,24.697134,3.1024883,14000,-24.896894,0.010624621,0.24697134,0.0020750489,2477.2079959724574,10.496544,3.8247638,1664.078486442566,100,248.75,2.0750489e-05,140,283.65088
2256382,[ 0.108 -0.226  0.072 ...  0.179  0.555 -0.99 ],-8.300781e-05,1493.7642,-2402.8145,8.521053,0.6899802,1746.874,727.0696,3564.4822,688.73645,68.998024,14100,-24.149273,0.08521053,6.8873644,0.000108528155,2402.8143819210327,1.5022411,0.06694497,1675.116630077362,100,241.31,1.0852815e-06,141,2631.134
2280578,[ 0.108 -0.226  0.071 ...  0.179  0.555 -0.994],-0.00018554687,13.816653,-2409.2688,1.0434386,0.02181932,1770.0281,793.8668,266.62476,15.156773,2.181932,14200,-24.214245,0.010434385,0.15156773,0.0012878632,2409.2686053501516,18.612652,7.237643,1687.777173280716,100,241.96,1.2878632e-05,142,176.61926
2304709,[ 0.108 -0.226  0.07  ...  0.179  0.555 -0.991],0.000107421874,6.205135,-2402.793,1.6179286,0.024731494,2296.8105,859.98676,466.11133,15.688082,2.4731498,14300,-24.148855,0.016179286,0.15688081,0.004753314,2402.793072300384,29.97074,16.115685,1698.1516029834747,100,241.31,4.753314e-05,143,405.95596
2327889,[ 0.108 -0.225  0.071 ...  0.181  0.561 -0.987],-0.0002783203,5.331952,-2307.7185,1.0059578,0.023457719,2141.7542,907.0196,182.32886,17.814722,2.3457718,14400,-23.193726,0.0100595765,0.17814721,0.012725636,2307.7182119925033,15.533594,18.754858,1710.6763241291046,100,231.8,0.00012725637,144,128.77283
2350223,[ 0.107 -0.226  0.071 ...  0.18   0.559 -1.028],-1.7089844e-05,1.7262051,-2223.1191,1.0996945,0.007877414,1586.4873,880.62775,37.763874,4.8455586,0.7877414,14500,-22.343212,0.010996945,0.048455585,0.015786763,2223.119125156088,66.088394,57.930542,1720.7026646137238,100,223.34,0.00015786763,145,8.408247
2373760,[ 0.107 -0.226  0.071 ...  0.18   0.559 -1.027],-6.8359375e-05,1.6627215,-2343.5164,1.1544784,0.009974632,2655.8909,900.5984,45.477043,7.1345906,0.9974633,14600,-26.69279,0.011544783,0.0713459,0.12680924,2343.5162501542654,57.257812,60.14236,1729.5289089679718,100,235.37,0.0012680923,146,11.057716
2395337,[ 0.107 -0.226  0.072 ...  0.18   0.558 -1.024],4.3945314e-05,12.841406,-2147.4182,1.2611167,0.030632189,2022.1985,1009.74115,267.90103,22.19595,3.0632186,14700,-21.582323,0.0126111675,0.22195949,0.010276112,2147.418229890378,14.492941,7.787309,1739.2318451404572,100,215.77,0.000102761114,147,190.56082
2417299,[ 0.107 -0.226  0.073 ...  0.18   0.559 -1.024],-4.8828124e-06,83.88807,-2185.941,1.5395458,0.055908695,2133.6528,870.37537,555.7175,43.12887,5.59087,14800,-21.969532,0.015395458,0.43128866,0.0012633849,2185.9408998084177,7.0482907,1.1920646,1748.9975304603577,100,219.62,1.2633849e-05,148,354.49762
2440517,[ 0.107 -0.226  0.073 ...  0.18   0.559 -1.022],0.00021240234,14.323674,-2311.5527,0.987137,0.027694255,1528.1729,785.5446,233.23178,20.11961,2.7694256,14900,-23.231764,0.009871369,0.20119609,0.0037157144,2311.552960978109,11.272811,6.981449,1759.157065629959,100,232.18,3.7157144e-05,149,145.30658
2463196,[ 0.108 -0.226  0.073 ...  0.181  0.56  -1.019],0.00020507812,405.53735,-2257.6533,1.9501228,0.1397643,2241.9556,988.3509,1450.024,140.64969,13.97643,15000,-22.690054,0.019501228,1.4064969,2.519313e-06,2257.65350342488,1.9096673,0.24658641,1768.7993922233582,100,226.79,2.519313e-08,150,993.0884
2488350,[ 0.108 -0.226  0.073 ...  0.181  0.561 -1.015],-0.00011962891,4.6601777,-2495.1829,0.9945919,0.014714556,1684.4719,722.24005,179.38098,9.758311,1.4714556,15100,-25.077652,0.009945919,0.09758311,0.029382315,2505.163674183717,31.359837,21.458408,1780.045394897461,100,251.54,0.00029382313,151,125.244995
2512216,[ 0.107 -0.226  0.073 ...  0.181  0.562 -1.011],8.789063e-05,12.802422,-2376.3599,1.510572,0.048265006,1923.3662,759.7388,264.9601,39.652523,4.826501,15200,-23.883253,0.015105716,0.39652523,0.009498055,2376.3599211447286,8.921427,7.8110223,1789.8769602775574,100,238.66,9.498055e-05,152,179.50449
2535665,[ 0.107 -0.226  0.072 ...  0.181  0.561 -1.019],-6.958008e-05,281615.0,-2334.656,43.860943,4.315226,1825.0188,688.7531,46711.98,4337.4214,431.52264,15300,-23.46424,0.4386094,43.374214,5.2943136e-08,2334.655934440383,1.0225512,0.00035509473,1800.0067586898804,100,234.49,5.2943133e-10,153,34260.15
2559028,[ 0.107 -0.226  0.071 ...  0.181  0.563 -1.019],-0.00012207031,1.8210269,-2326.0903,0.96273184,0.008462517,2333.5693,764.35254,43.243134,5.778749,0.8462516,15400,-23.453367,0.009627318,0.05778749,0.20797311,2326.0901885400076,56.4124,54.91407,1811.760814666748,100,233.63,0.002079731,154,11.594038
2583841,[ 0.107 -0.226  0.071 ...  0.181  0.564 -1.013],0.00012939452,3.9716482,-2471.0742,1.0866264,0.016260393,1638.6289,659.8083,94.17212,12.576522,1.6260393,15500,-24.835102,0.010866263,0.12576522,0.049450554,2471.074326291067,30.871391,25.178463,1821.1311392784119,100,248.13,0.0004945055,155,44.678
2606785,[ 0.107 -0.226  0.071 ...  0.182  0.564 -1.012],0.000107421874,42.585,-2284.2812,0.96081483,0.036269933,2715.3252,825.1453,479.10663,33.00179,3.6269937,15600,-27.289917,0.009608149,0.3300179,0.000150008,2284.2813644079597,6.5573874,2.3482447,1830.6434531211853,100,229.44,1.50008e-06,156,301.01947
2631174,[ 0.107 -0.226  0.07  ...  0.182  0.564 -1.014],-9.521484e-05,3.1223483,-2428.6526,1.0634857,0.010010784,2230.9915,867.7481,135.40123,4.431689,1.0010784,15700,-24.408957,0.010634856,0.044316888,0.0064451653,2428.652483575713,53.020023,32.027176,1840.7964310646057,100,243.89,6.445165e-05,157,92.27034
2655890,[ 0.107 -0.225  0.069 ...  0.182  0.565 -1.009],-8.300781e-05,1.1246767,-2461.3665,1.0080091,0.0031447161,2488.1965,755.25854,23.616133,2.2861283,0.31447163,15800,-25.007418,0.01008009,0.022861281,0.46056098,2461.3663748047647,91.13052,88.914444,1850.4130969047546,100,247.16,0.0046056095,158,-2.9043179
2679124,[ 0.107 -0.225  0.069 ...  0.182  0.566 -1.005],-9.765625e-05,2.1736004,-2313.1833,1.0530252,0.00886962,1586.5913,799.3592,68.792076,5.1079736,0.88696206,15900,-23.248447,0.01053025,0.051079735,0.105653584,2313.183260983206,58.49775,46.006615,1858.9344673156738,100,232.34,0.0010565359,159,34.516693
2703674,[ 0.107 -0.226  0.07  ...  0.182  0.566 -1.012],0.00013671875,3.3622706,-2444.7812,1.1027619,0.01599766,2164.8896,824.7079,58.807938,11.244986,1.5997659,16000,-24.570814,0.011027618,0.112449855,0.045934252,2444.7814029637934,32.211277,29.741806,1868.5948176383972,100,245.5,0.00045934253,160,13.75338
