Weights,EpLenMean,EpRewMean,J_sample_variance,MeanIWNorm,MaxIWNorm,StdIWNorm,InitialReturnMax,EpisodesSoFar,MaxIW,MinIWNorm,EpThisIter,TimeElapsed,ESSClassic,Iteration,EmpiricalD2,InitialReturnMin,MeanIW,MinIW,TimestepsSoFar,StdIW,ReturnMeanIW,ESSRenyi,InitialReturnStd,InitialReturnMean,Bound,InitialBound
[-1.006 -1.089 -0.072 -0.811 -1.065],500.0,-9.045449532793164,586.18604,0.013192756,0.1788218,0.02640929,17.580894,24000,17.882181,0.00010547639,100,13887.641266345978,19.971191,240,6.296786,-19.663027,1.3192756,0.01054764,6976042,2.6409295,2.3237925,15.881118,7.729107,-1.1491776e-06,0.67908525,-0.65543544
[-1.004 -1.086 -0.077 -0.811 -1.065],497.79,-9.477810577973251,76.84996,0.010139403,0.06809766,0.011256652,22.489056,24100,6.809766,0.0006510443,100,13989.3166847229,44.79245,241,2.3417718,-19.618511,1.0139403,0.06510443,7025821,1.1256653,0.9219673,42.70271,7.3305597,-7.9154967e-07,-0.22518808,-0.74963593
[-1.006 -1.081 -0.077 -0.811 -1.063],495.59,-12.567530093776519,65.778305,0.010156062,0.037939146,0.0053803506,22.41816,24200,3.7939146,0.0018692105,100,14090.10537481308,78.08514,242,1.2509922,-50.361702,1.0156064,0.18692106,7075380,0.53803504,0.48443824,79.936554,8.74804,1.9073487e-07,-1.3931766,-1.6787233
[-1.007 -1.082 -0.075 -0.811 -1.063],487.13,-15.437410431756225,1449.3829,0.014468356,0.2270968,0.028490243,26.328083,24300,22.70968,3.459297e-05,100,14188.949780464172,20.50222,243,5.0913043,-54.32991,1.4468355,0.0034592971,7124093,2.8490243,5.6931376,19.641333,11.287406,-9.250641e-07,1.6068187,-1.810998
[-1.004 -1.082 -0.08  -0.811 -1.064],492.9,-11.92751523617701,113.65958,0.009945623,0.084619634,0.010995684,20.2783,24400,8.461964,0.00040217413,100,14288.424680233002,44.998276,244,2.049083,-38.442474,0.9945624,0.040217414,7173383,1.0995685,1.5019863,48.80232,7.523163,4.6730042e-07,-0.33231163,-1.2814155
[-1.    -1.083 -0.081 -0.808 -1.065],500.0,-9.321323444796658,6205.7007,0.012453827,0.3500264,0.037893217,22.190113,24500,35.00264,3.4864768e-06,100,14389.756823062897,9.748484,245,19.168787,-21.960712,1.2453827,0.00034864768,7223383,3.7893214,8.546081,5.216814,7.58158,-4.5776366e-07,5.307643,-0.739671
[-0.994 -1.079 -0.075 -0.802 -1.063],492.86,-9.045804673642014,111.818214,0.009994678,0.047392987,0.007997716,20.58894,24600,4.739299,0.00081715867,100,14488.657861709595,60.963863,246,1.8147682,-43.06571,0.9994678,0.08171587,7272669,0.79977155,1.1339492,55.103455,8.710777,-1.1062622e-06,-0.79989266,-1.4355247
[-0.992 -1.078 -0.073 -0.805 -1.065],500.0,-13.634100011863099,2078.7747,0.011892298,0.6154879,0.061827403,18.848719,24700,61.548786,3.0780287e-05,100,14590.979207277298,3.5677302,247,27.704897,-17.865053,1.1892298,0.0030780288,7322669,6.1827407,4.661479,3.6094701,7.0833697,-4.2915343e-07,1.3544436,-0.62829095
[-0.988 -1.081 -0.076 -0.8   -1.068],500.0,-10.73098243646149,373.6292,0.01098166,0.19107202,0.024999991,16.602146,24800,19.107203,0.00011828685,100,14692.765387773514,16.174547,248,8.904884,-17.43559,1.0981659,0.011828685,7372669,2.499999,2.882676,11.229793,7.061151,-4.6253206e-07,1.1483546,-0.5811869
[-0.979 -1.08  -0.077 -0.804 -1.065],474.83,-19.327172504911864,152.39394,0.010535682,0.04146949,0.006486469,25.603271,24900,4.146949,0.0014493604,100,14789.798936128616,72.51394,249,1.4303424,-53.192383,1.0535682,0.14493604,7420152,0.6486469,1.0227832,69.91333,12.405665,-1.2207031e-06,-1.0977653,-1.7730808
[-0.979 -1.081 -0.075 -0.803 -1.065],491.83,-16.172524369637735,66.03089,0.009680128,0.02686641,0.004760616,19.468689,25000,2.686641,0.0014411291,100,14889.293725013733,80.52437,250,1.3936005,-49.511665,0.96801287,0.14411291,7469335,0.47606164,0.65466624,71.75658,8.910588,-9.3460085e-07,-1.293632,-1.6503899
[-0.979 -1.081 -0.073 -0.803 -1.065],491.76,-9.594950420211537,65.2449,0.009561258,0.030867347,0.0050143227,18.547241,25100,3.0867348,0.0019171811,100,14987.086998462677,78.428955,251,1.402092,-47.206017,0.95612574,0.19171812,7518511,0.5014323,1.1599218,71.322,9.052124,2.8610229e-08,-0.70329905,-1.5735339
[-0.983 -1.081 -0.072 -0.802 -1.064],489.04,-12.074278804169898,633.0692,0.011821577,0.17820421,0.020888574,22.199814,25200,17.820421,0.000607798,100,15086.730451107025,24.258635,252,3.1107142,-50.215725,1.1821579,0.060779803,7567415,2.0888577,4.1757555,32.146957,9.884728,2.670288e-07,1.2235367,-1.6738572
[-0.974 -1.086 -0.073 -0.804 -1.058],494.67,-9.752552710548263,583.12305,0.009840403,0.2212784,0.023946218,23.851604,25300,22.12784,6.6078064e-05,100,15186.68445467949,14.447271,253,6.9995713,-19.689522,0.9840403,0.0066078063,7616882,2.3946218,3.508828,14.28659,8.463007,-1.4829635e-06,1.4053786,-0.79505503
[-0.974 -1.085 -0.07  -0.798 -1.058],500.0,-15.038274984942333,73533.08,0.12254456,11.351642,1.1291435,14.711619,25400,1135.1642,1.0258115e-06,100,15286.345974206924,1.1641376,254,748.22125,-13.897906,12.254456,0.00010258114,7666882,112.91434,25.047821,0.1336503,6.817952,-2.2888183e-07,11.633945,-0.49038738
[-0.973 -1.081 -0.077 -0.803 -1.059],483.86,-7.859598263238013,650.5759,0.010562348,0.12098474,0.016895711,19.347467,25500,12.0984745,0.00027888987,100,15385.443273305893,28.099558,255,3.5013876,-41.861725,1.0562348,0.02788899,7715268,1.6895713,2.7564902,28.560106,10.89853,7.4386594e-07,0.14543557,-1.3953899
[-0.982 -1.08  -0.075 -0.801 -1.064],497.37,-7.367754443145191,638.22876,0.010745152,0.14579166,0.018538002,34.032684,25600,14.579166,0.000113781076,100,15488.642634153366,25.147966,256,5.6813784,-21.700668,1.0745152,0.011378108,7765005,1.8538002,3.890691,17.601362,9.256772,-5.8174135e-07,1.1867213,-1.1344234
[-0.977 -1.082 -0.078 -0.805 -1.064],484.79,-7.1986469583010795,103.47105,0.009960509,0.038353305,0.0065645105,18.84364,25700,3.8353307,0.0007473883,100,15586.997110843658,69.71792,257,1.606289,-41.549328,0.996051,0.07473883,7813484,0.65645105,1.387748,62.255295,10.300282,4.005432e-07,-0.36756516,-1.3849772
[-0.978 -1.081 -0.076 -0.805 -1.069],493.14,-12.060670927487159,5840.661,0.010727706,0.28332806,0.029363435,26.728374,25800,28.332806,0.00012736248,100,15687.494354248047,11.775738,258,10.137496,-51.847263,1.0727707,0.012736248,7862798,2.9363434,7.9581165,9.864368,9.331601,-1.9454956e-06,2.455491,-1.7282442
[-0.977 -1.076 -0.07  -0.803 -1.07 ],500.0,-8.857092673653119,248.985,0.012214165,0.09561747,0.016498068,25.547447,25900,9.561748,0.00026227627,100,15790.872194766998,35.404766,259,2.8749154,-17.969124,1.2214164,0.026227629,7912798,1.6498066,1.4094664,34.783634,7.7921543,3.6239624e-07,-0.034439206,-0.8515814
[-0.982 -1.072 -0.071 -0.805 -1.068],500.0,-12.663996036805218,46.177696,0.009335143,0.014538788,0.0025338726,32.392876,26000,1.4538789,0.0041668904,100,15893.909459590912,93.13794,260,1.116517,-11.929695,0.9335142,0.41668904,7962798,0.25338727,0.20821378,89.56425,6.669977,2.479553e-07,-0.93272126,-1.0797625
[-0.984 -1.073 -0.07  -0.806 -1.07 ],492.06,-9.919523097543998,116.19123,0.009615514,0.024700275,0.004450678,16.504412,26100,2.4700274,0.003101031,100,15994.098260879517,82.35581,261,1.1969773,-43.18159,0.96155137,0.31010312,8012004,0.44506776,0.67601216,83.54378,9.434469,-9.536743e-08,-0.8987695,-1.4393866
[-0.984 -1.069 -0.07  -0.804 -1.076],491.44,-10.285008488313194,119.753235,0.009940308,0.02844017,0.004391291,18.254284,26200,2.844017,0.0032271522,100,16096.177792549133,83.671005,262,1.1892684,-52.68763,0.9940309,0.32271522,8061148,0.4391291,0.7675091,84.08531,9.768868,-2.0980835e-07,-1.1477491,-1.7562548
[-0.981 -1.071 -0.07  -0.807 -1.076],488.71,-15.846487607438883,621488.56,0.10040375,9.278083,0.9229048,21.229069,26300,927.80835,1.2289303e-06,100,16197.50586605072,1.1697043,263,1091.9551,-33.45654,10.040376,0.00012289303,8110019,92.2905,77.115265,0.091578856,8.027126,9.63211e-07,40.263172,-1.1152172
[-1.004 -1.066 -0.07  -0.813 -1.08 ],484.5,-4.552087053415571,231.54147,0.011574702,0.06499498,0.010069257,20.197762,26400,6.4994984,0.00070937094,100,16296.81808423996,56.922024,264,1.7990518,-58.34707,1.1574703,0.0709371,8158469,1.0069257,1.9431717,55.58484,12.481491,1.14440915e-07,-0.6655011,-1.9449024
[-0.998 -1.071 -0.067 -0.817 -1.081],491.91,-2.902655507451077,120.37425,0.009867861,0.035175838,0.0062428676,34.723495,26500,3.5175838,0.00077669945,100,16397.898755788803,71.41624,265,1.6598576,-46.440094,0.98678607,0.07766995,8207660,0.6242868,1.1612953,60.24613,9.232807,-4.6730042e-07,-0.8330817,-1.5480036
[-0.992 -1.073 -0.066 -0.815 -1.08 ],500.0,-3.581200506766786,339.57205,0.009889144,0.11920919,0.016461154,17.412268,26600,11.920919,0.00019475706,100,16500.961737394333,26.519667,266,4.6307783,-23.020483,0.9889145,0.019475706,8257660,1.6461154,2.2950852,21.594643,6.641771,3.6239624e-07,0.6438074,-0.7673492
[-0.992 -1.06  -0.066 -0.812 -1.082],485.44,-3.589455393383986,34907.566,0.021813212,0.90601623,0.093627825,20.429556,26700,90.60162,2.4113655e-05,100,16600.875112056732,5.1484194,267,39.771645,-56.38125,2.1813211,0.0024113655,8306204,9.3627825,21.414225,2.5143542,11.720162,6.294251e-07,9.561991,-1.8793744
[-0.973 -1.063 -0.063 -0.819 -1.08 ],495.76,10.238287070355543,1044.2659,0.0142333545,0.20056169,0.028184,22.134708,26800,20.05617,0.00040476068,100,16702.45396232605,20.321304,268,5.7345867,-38.56859,1.4233354,0.04047607,8355780,2.8184,4.93693,17.438047,8.437815,4.7683717e-08,1.858257,-1.2856196
[-0.968 -1.063 -0.064 -0.824 -1.075],454.16,-6.70764108345129,6048.854,0.016566219,0.36345616,0.047191035,19.436481,26900,36.345615,3.354513e-05,100,16796.40240573883,10.971292,269,10.558815,-53.040012,1.6566218,0.0033545129,8401196,4.719104,8.870893,9.470759,15.908167,3.2424927e-07,3.1258936,-1.7680001
[-0.962 -1.069 -0.068 -0.826 -1.074],442.18,-8.4856602331103,413.53183,0.0099294465,0.04106154,0.007838215,25.38874,27000,4.106154,0.00039096395,100,16887.527928590775,61.609047,270,1.7466371,-53.050953,0.99294466,0.039096396,8445414,0.78382146,1.5240046,57.252876,18.771482,-7.8201293e-07,-0.813074,-1.7683659
[-0.961 -1.072 -0.065 -0.827 -1.073],426.33,-12.744070664797121,508.6649,0.010285691,0.055401005,0.009120192,23.595505,27100,5.5401006,0.0008373987,100,16975.0832259655,55.98432,271,2.0074024,-54.068565,1.0285692,0.08373987,8488047,0.91201925,2.792777,49.81562,20.64577,-2.3841858e-06,0.23924804,-1.8022879
[-0.958 -1.073 -0.063 -0.824 -1.078],479.73,-0.9493798199492548,133.59973,0.009997193,0.026982216,0.005074847,19.356556,27200,2.6982217,0.002187228,100,17072.786257505417,79.51112,272,1.2768452,-55.5514,0.99971926,0.21872282,8536020,0.50748473,0.64548516,78.31803,12.69805,1.9073487e-07,-1.4469061,-1.8517132
[-0.959 -1.07  -0.063 -0.821 -1.079],482.27,-1.1401479349582107,170.954,0.010290839,0.03246973,0.0044760522,17.442537,27300,3.246973,0.0029449677,100,17172.401504278183,84.09114,273,1.2230128,-55.8599,1.0290837,0.29449677,8584247,0.44760522,0.5070031,81.76529,12.503955,-9.155273e-07,-1.5521774,-1.8619977
[-0.962 -1.07  -0.062 -0.82  -1.075],477.82,-1.8772547396961605,140.64879,0.010267104,0.02235003,0.0048212972,27.385305,27400,2.235003,0.0032051026,100,17270.880657672882,81.93283,274,1.2595547,-54.08229,1.0267104,0.32051027,8632029,0.4821297,0.7202769,79.393135,13.721693,1.0681152e-06,-1.3029397,-1.802742
[-0.964 -1.07  -0.06  -0.82  -1.074],455.68,-8.864119057464368,296.21387,0.010069058,0.042406164,0.006897619,30.893883,27500,4.2406163,0.0017042547,100,17363.550819158554,68.06111,275,1.5302142,-52.965393,1.0069058,0.17042547,8677597,0.6897619,1.7088968,65.35033,17.122362,7.6293944e-08,-0.47507513,-1.7655134
[-0.96  -1.064 -0.058 -0.814 -1.077],496.24,5.902344213206323,72.1861,0.010265894,0.028669795,0.0056802104,18.695381,27600,2.8669796,0.0024535598,100,17463.316853284836,76.56086,276,1.4125501,-23.564407,1.0265895,0.24535598,8727221,0.568021,0.47856274,70.79395,7.29113,1.8119812e-07,-0.45498642,-0.78548
[-0.959 -1.063 -0.058 -0.816 -1.077],471.59,-4.068518022975979,1665.2054,0.009525287,0.16161823,0.017992249,24.711071,27700,16.161823,0.00019486937,100,17558.15434384346,21.891815,277,5.7700014,-52.8277,0.9525287,0.019486938,8774380,1.7992249,4.532197,17.331018,13.703948,2.9563904e-07,0.30231333,-1.760923
[-0.965 -1.065 -0.055 -0.814 -1.08 ],500.0,2.189657550978589,330.7506,0.008239817,0.06873069,0.011467232,19.737038,27800,6.8730693,3.0855146e-05,100,17659.96883869171,34.050797,278,5.351253,-16.9924,0.82398164,0.0030855145,8824380,1.1467233,2.6584325,18.687212,7.405508,7.6770783e-07,1.1365242,-0.6579005
[-0.959 -1.066 -0.059 -0.811 -1.083],492.99,-4.543180492106011,85.011345,0.010188968,0.021129994,0.0030300254,29.9208,27900,2.1129994,0.0049242587,100,17761.65603375435,91.874886,279,1.0761535,-46.48037,1.0188968,0.4924259,8873679,0.30300254,0.22217822,92.923546,9.354299,1.1253356e-06,-1.3850791,-1.5493447
[-0.962 -1.064 -0.059 -0.81  -1.084],490.08,-7.583115817291216,172.61174,0.009996301,0.047887374,0.007231408,24.485764,28000,4.7887373,0.000913656,100,17864.338542222977,65.646095,280,1.6196498,-54.843307,0.99963015,0.091365606,8922687,0.7231407,1.2336627,61.741745,10.855116,9.059906e-07,-1.0928904,-1.8281095
[-0.967 -1.06  -0.062 -0.808 -1.081],490.71,-3.270873841353745,91.00474,0.0093531525,0.027210232,0.00419524,19.732332,28100,2.7210233,0.002266366,100,17964.233085632324,83.25106,281,1.2203184,-57.1248,0.93531525,0.2266366,8971758,0.419524,0.55485654,81.94582,9.909535,-1.66893e-07,-1.5486317,-1.9041603
[-0.968 -1.061 -0.061 -0.808 -1.083],500.0,3.2719079992246485,74.52115,0.0093813995,0.05124878,0.00869873,19.698433,28200,5.1248784,0.00045888234,100,18066.406907320023,53.77042,282,2.2260113,-19.272259,0.93814,0.045888234,9021758,0.8698731,1.2833549,44.9234,7.142548,5.245209e-07,0.30369776,-0.656614
[-0.973 -1.06  -0.064 -0.811 -1.086],495.57,-0.5329290618680831,3611.4475,0.012287722,0.23898432,0.027250076,24.49965,28300,23.898432,0.00018312459,100,18160.262805700302,16.897469,283,6.681856,-55.739075,1.2287722,0.01831246,9071315,2.7250073,4.6187696,14.965901,8.537345,-7.2479247e-07,-0.18394804,-1.85797
[-0.968 -1.059 -0.068 -0.809 -1.083],456.1,-7.571516876810993,269835900.0,1.0398868,103.30521,10.278074,34.424816,28400,10330.5205,2.5252074e-09,100,18243.377726316452,1.0132711,284,20059.096,-57.985313,103.98868,2.5252075e-07,9116925,1027.8075,1642.4758,0.0049852696,16.621387,-3.0517577e-07,1368.7268,-1.9328443
[-0.971 -1.068 -0.058 -0.821 -1.093],491.25,5.312677983641984,90.69522,0.009599372,0.019467397,0.003522911,19.780537,28500,1.9467398,0.0027138276,100,18334.21630334854,88.13025,285,1.1720762,-57.968395,0.9599372,0.27138278,9166050,0.35229114,0.511847,85.31868,10.085582,6.1035155e-07,-1.580087,-1.9322795
[-0.97  -1.068 -0.056 -0.821 -1.094],497.1,5.547717044849887,277.75955,0.010007961,0.056482952,0.011457989,23.280113,28600,5.6482954,0.0003168787,100,18424.4471347332,43.27567,286,4.198346,-20.937092,1.0007962,0.03168787,9215760,1.1457989,1.9640163,23.818903,7.3436966,5.1498415e-07,0.37399495,-0.77600336
[-0.969 -1.07  -0.059 -0.818 -1.095],499.3,1.3930760289430502,223.02364,0.011650396,0.13770512,0.020300075,15.446193,28700,13.770513,8.393319e-05,100,18513.837116241455,24.776485,287,5.1458645,-12.53427,1.1650398,0.008393319,9265690,2.0300076,2.5022328,19.43308,6.114568,-1.4305115e-07,1.3342689,-0.5148732
[-0.966 -1.074 -0.062 -0.823 -1.098],481.99,5.060584674701052,190.76268,0.010056022,0.027353637,0.0042737625,21.692066,28800,2.7353637,0.0021417001,100,18602.20132136345,84.701195,288,1.2113415,-58.09559,1.0056021,0.21417001,9313889,0.42737624,0.8760039,82.5531,13.078793,-5.722046e-07,-1.2553482,-1.9365203
[-0.962 -1.079 -0.061 -0.826 -1.099],476.28,-4.624922021156108,1029.5762,0.012988813,0.23317596,0.027229482,23.42743,28900,23.317596,0.00020525706,100,18688.386803388596,18.536345,289,5.615534,-55.368217,1.2988814,0.020525707,9361517,2.722948,5.8534994,17.807747,13.48412,-2.2888183e-07,1.4799423,-1.8456075
[-0.95  -1.081 -0.057 -0.824 -1.093],469.39,-2.975751801469656,5954.337,0.013430439,0.4991101,0.050871316,27.533775,29000,49.91101,9.832812e-05,100,18772.872942209244,6.5158706,290,14.3945875,-54.34325,1.3430439,0.0098328125,9408456,5.087131,8.518864,6.947056,15.783394,1.04904174e-07,1.6462178,-1.811442
[-0.951 -1.093 -0.055 -0.826 -1.09 ],500.0,6.902146315427712,74.43132,0.00975428,0.021995205,0.0039239354,20.537544,29100,2.1995206,0.0041163294,100,18862.73852467537,86.071266,291,1.1827669,-17.070284,0.975428,0.41163293,9458456,0.39239353,0.35512394,84.547516,8.007736,-1.04904174e-07,-0.38939685,-0.6845849
[-0.947 -1.09  -0.055 -0.823 -1.091],498.76,-0.01782792270949713,1648246.1,0.084298,8.037679,0.79942995,20.771486,29200,803.7679,5.974342e-07,100,18953.7259850502,1.0996926,292,609.46545,-18.072987,8.4298,5.9743423e-05,9508332,79.94299,128.99506,0.1640782,6.956654,4.863739e-07,111.901955,-0.6923824
[-0.929 -1.093 -0.055 -0.833 -1.116],486.9,3.479367929038256,300.62167,0.010120485,0.06860325,0.0103273755,28.810469,29300,6.860325,0.00071867765,100,19042.038083553314,48.98831,293,1.8493488,-54.368813,1.0120486,0.071867764,9557022,1.0327375,1.6816719,54.07309,11.689152,1.7166138e-07,-0.78288007,-1.8122938
[-0.936 -1.088 -0.058 -0.831 -1.115],466.22,-0.8403243254112805,281.4305,0.010816539,0.035652727,0.0054625114,20.891735,29400,3.5652728,0.0019742015,100,19126.02611064911,79.67875,294,1.2471355,-51.994442,1.081654,0.19742016,9603644,0.5462512,1.1385854,80.18375,14.634013,-1.14440915e-07,-0.7969116,-1.7331485
[-0.931 -1.086 -0.056 -0.83  -1.119],448.97,-3.690052083514304,275.1505,0.010446145,0.047481723,0.009396042,21.660763,29500,4.7481723,0.0010433518,100,19207.565551280975,55.277496,295,2.0068696,-54.21975,1.0446146,0.10433519,9648541,0.9396042,3.1073215,49.82885,16.68511,1.411438e-06,0.54699206,-1.8073236
[-0.927 -1.089 -0.054 -0.83  -1.122],486.97,8.838832362236387,477.6773,0.010085901,0.102884136,0.01513677,21.110529,29600,10.288414,0.00027934113,100,19295.952739715576,30.746931,296,3.0388508,-52.88666,1.00859,0.027934114,9697238,1.5136771,2.8067439,32.907177,10.611351,-1.335144e-07,-0.26637673,-1.7628888
[-0.929 -1.086 -0.057 -0.83  -1.118],468.89,6.713960205846483,205.23222,0.0102042295,0.021612553,0.0031399832,22.905495,29700,2.1612554,0.003860753,100,19380.20484685898,91.35024,297,1.0946025,-52.93727,1.0204229,0.38607532,9744127,0.3139983,0.23290902,91.35737,14.956585,-9.918213e-07,-1.6132476,-1.7645767
[-0.931 -1.085 -0.057 -0.83  -1.119],471.1,3.0536437831825523,224.00256,0.009344585,0.043585435,0.007026454,23.940514,29800,4.3585434,0.0008213257,100,19465.050109386444,63.881615,298,1.7127466,-53.778034,0.9344585,0.08213257,9791237,0.7026454,1.844013,58.385754,13.457379,3.862381e-07,-0.50199914,-1.7926005
[-0.929 -1.086 -0.054 -0.829 -1.117],487.21,10.858168120714092,168.34813,0.010467605,0.022722883,0.0046861414,23.984455,29900,2.2722883,0.0018592938,100,19553.032986164093,83.30435,299,1.2726738,-54.764694,1.0467606,0.18592939,9839958,0.46861416,0.72972876,78.57473,11.31123,-1.335144e-07,-1.3296585,-1.8254901
[-0.928 -1.091 -0.054 -0.834 -1.119],461.71,5.801093108297387,362.01,0.010820501,0.08675495,0.015968576,25.649794,30000,8.675495,0.00037437867,100,19637.968786001205,31.467337,300,2.8134813,-54.96643,1.0820502,0.037437867,9886129,1.5968577,2.5087464,35.543156,16.461407,6.1035155e-07,-0.5645063,-1.8322136
[-0.929 -1.09  -0.051 -0.831 -1.121],473.15,-0.017351925547866572,222.31926,0.009848439,0.027970055,0.0034138632,18.500044,30100,2.7970057,0.0038405384,100,19720.009622097015,89.273026,301,1.1150565,-55.34956,0.984844,0.38405386,9933444,0.34138635,0.2947062,89.68156,13.656533,-2.4318695e-07,-1.6535288,-1.8449856
[-0.933 -1.091 -0.051 -0.833 -1.121],478.21,3.825240479397936,199.19008,0.010975741,0.06826121,0.010017028,16.482456,30200,6.826122,0.0015632896,100,19800.977507829666,54.557365,302,1.5790703,-55.41949,1.0975741,0.15632896,9981265,1.0017028,0.9452494,63.328403,13.514947,3.0517577e-07,-1.3761082,-1.8473163
[-0.933 -1.092 -0.053 -0.83  -1.12 ],486.98,9.746447245648463,186.5042,0.010469862,0.029747384,0.0050484175,27.897152,30300,2.9747384,0.0028349175,100,19883.032576322556,81.13571,303,1.284355,-56.334385,1.0469862,0.28349176,10029963,0.50484174,1.3123224,77.86009,12.115525,1.9073487e-07,-0.81579137,-1.8778126
[-0.93  -1.09  -0.051 -0.831 -1.126],491.22,5.75094848205357,74478.91,0.030743992,2.2051663,0.21996446,15.130782,30400,220.51665,7.345974e-07,100,19967.321598768234,1.916079,304,76.19414,-56.506016,3.0743995,7.345974e-05,10079085,21.996447,27.33194,1.3124369,10.430635,8.5830686e-07,10.890713,-1.8835331
[-0.94  -1.089 -0.047 -0.835 -1.127],478.06,8.31620620479026,128.73262,0.009660316,0.036336206,0.0064417357,21.198599,30500,3.6336205,0.00199095,100,20047.409380674362,69.22068,305,1.4661428,-58.013496,0.9660317,0.19909501,10126891,0.6441736,1.5225663,68.206184,14.36093,3.8146972e-08,-0.818943,-1.9337833
[-0.943 -1.088 -0.045 -0.833 -1.128],495.83,11.416366657676514,58.274513,0.009649555,0.0193093,0.002577136,18.852879,30600,1.9309301,0.004033863,100,20130.940193414688,93.34211,306,1.0859684,-45.88412,0.9649555,0.4033863,10176474,0.25771362,0.32523137,92.08371,8.159059,3.8146972e-08,-1.2686272,-1.5294709
[-0.94  -1.091 -0.044 -0.834 -1.131],500.0,11.441186259146988,125.09556,0.00942192,0.07083661,0.0107794115,25.005402,30700,7.083661,0.0004318006,100,20215.894165039062,43.3104,307,2.511912,-13.542613,0.9421921,0.043180063,10226474,1.0779412,1.8449385,39.81031,7.387937,-1.335144e-07,0.52390206,-0.8335135
[-0.94  -1.086 -0.043 -0.836 -1.133],489.57,6.8116120115937235,3682.8765,0.016917257,0.6171089,0.062260684,19.491394,30800,61.710888,0.0001289697,100,20298.07705426216,6.8753805,308,6.751545,-54.818092,1.6917257,0.01289697,10275431,6.226068,6.220815,14.811425,9.843524,-1.5258789e-07,1.4728861,-1.8272698
[-0.945 -1.075 -0.04  -0.831 -1.136],486.81,11.18846929582839,120.34258,0.009736133,0.07724467,0.011207056,20.213781,30900,7.724467,0.0009028954,100,20379.78914165497,43.011074,309,1.8891351,-54.74412,0.9736132,0.09028954,10324112,1.1207056,1.2424213,52.934277,11.084495,8.773804e-07,-1.2656957,-1.8248032
[-0.948 -1.075 -0.038 -0.831 -1.136],500.0,16.15870573016264,495.31018,0.012162087,0.28802645,0.031371918,18.91629,31000,28.802645,0.00018543816,100,20464.476719617844,13.065505,310,8.012398,-16.927332,1.2162087,0.018543815,10374112,3.1371918,2.7602284,12.480659,6.35864,2.479553e-07,0.9754021,-0.6305428
[-0.941 -1.073 -0.035 -0.835 -1.139],495.58,16.13182849104179,116.111946,0.010131788,0.036009874,0.005802744,24.401642,31100,3.6009877,0.0018183405,100,20547.82084131241,75.30031,311,1.3552798,-55.741695,1.0131788,0.18183406,10423670,0.5802744,0.8604679,73.7855,8.856029,-2.861023e-07,-1.3026161,-1.858057
[-0.946 -1.075 -0.037 -0.836 -1.139],500.0,16.49570068146672,5870.06,0.013344185,0.6058381,0.059890553,16.812534,31200,60.583813,4.7472095e-05,100,20631.318363428116,4.7296095,312,30.21494,-13.242996,1.3344185,0.0047472096,10473670,5.9890556,7.6719227,3.309621,6.650076,4.863739e-07,4.5914116,-0.5604173
[-0.937 -1.077 -0.031 -0.836 -1.138],491.21,9.691844570375801,118.06761,0.010794094,0.050103534,0.00618786,19.257685,31300,5.0103536,0.0029552465,100,20713.99577140808,75.26543,313,1.2946507,-55.836365,1.0794092,0.29552466,10522791,0.618786,0.7701138,77.24091,10.41439,2.2888183e-07,-1.347624,-1.8612121
[-0.942 -1.077 -0.03  -0.836 -1.14 ],500.0,16.842399543674933,1248.2294,0.01383533,0.40229023,0.046156935,12.308212,31400,40.229023,2.1346132e-05,100,20799.66205573082,8.244029,314,14.341605,-20.510841,1.3835331,0.0021346132,10572791,4.6156936,5.073569,6.97272,6.0884166,-5.38826e-07,2.4843957,-0.6836953
[-0.937 -1.071 -0.032 -0.838 -1.141],495.59,15.989867463301751,123.802536,0.009470823,0.05534476,0.008205334,15.032574,31500,5.5344763,0.00072336255,100,20884.011981487274,57.1228,315,1.6987582,-59.789856,0.94708234,0.07233626,10622350,0.8205334,1.1235181,58.866528,8.821641,6.914139e-07,-1.4740807,-1.9929945
[-0.935 -1.072 -0.034 -0.838 -1.137],495.65,15.182831175343237,163.94923,0.011002041,0.16491926,0.01781003,23.321077,31600,16.491926,0.0007047431,100,20968.48151063919,27.620565,316,2.3768227,-51.121265,1.1002042,0.07047431,10671915,1.7810029,2.0328357,42.072975,8.460594,2.8610229e-08,-0.59427714,-1.7040423
[-0.935 -1.073 -0.037 -0.837 -1.137],478.72,10.689941820266258,170.32706,0.009962488,0.021237552,0.0031434903,19.40767,31700,2.1237552,0.0021748226,100,21048.672597408295,90.945404,317,1.1338543,-56.413586,0.99624884,0.21748227,10719787,0.31434906,0.49170697,88.194756,13.141723,-1.001358e-06,-1.5106481,-1.8804541
[-0.933 -1.071 -0.036 -0.836 -1.139],481.2,11.581199126498104,246.03467,0.009667436,0.044390805,0.0071485764,21.735106,31800,4.4390807,0.0014369852,100,21131.441618442535,64.65024,318,1.4391993,-55.151978,0.96674365,0.14369853,10767907,0.71485764,1.2092693,69.48308,12.609873,-3.0517577e-07,-0.9961965,-1.8383995
[-0.938 -1.07  -0.038 -0.837 -1.137],482.36,16.10483951527689,117.54582,0.0095574325,0.032359894,0.0074953255,24.017262,31900,3.2359896,0.0002952319,100,21214.76404595375,61.91824,319,1.6845914,-58.50932,0.9557433,0.02952319,10816143,0.7495326,1.2821709,59.361576,13.362629,-4.196167e-07,-1.2491726,-1.9503112
