Bound,TimeElapsed,EpThisIter,InitialReturnMean,InitialReturnStd,TimestepsSoFar,InitialReturnMin,Iteration,EpLenMean,J_sample_variance,StdIW,InitialReturnMax,ReturnMeanIW,MinIW,InitialBound,MeanIW,MaxIW,EpRewMean,Weights,EpisodesSoFar,EmpiricalD2
-7.7477975,7892.464289903641,100,4.7683717e-08,1.7136091,4332864,-3.0600715,323,118.4,2.966117,,3.9657528,2.302981,1.0,-7.7477975,1.0,1.0,-97.41053958294626,[-0.943 -0.749 -0.333 -0.588 -0.307],32300,1.0
-7.1492805,7912.491294622421,100,-4.2915346e-08,1.7957637,4344126,-3.3236222,324,112.62,3.2573402,,4.767859,2.901517,1.0,-7.1492805,1.0,1.0,-100.40139119538846,[-0.943 -0.749 -0.333 -0.588 -0.307],32400,1.0
-7.927989,7933.593483686447,100,-3.0517577e-07,1.7239851,4356294,-3.1181536,325,121.68,3.0021465,,3.974881,2.1229656,1.0,-7.927989,1.0,1.0,-99.90637513651913,[-0.943 -0.749 -0.333 -0.588 -0.307],32500,1.0
-7.7127104,7953.9078233242035,100,-3.0517577e-07,1.7136879,4368594,-5.203807,326,123.0,2.9663897,,3.4007506,2.3384666,1.0,-7.7127104,1.0,1.0,-102.03279455290924,[-0.943 -0.749 -0.333 -0.588 -0.307],32600,1.0
-7.5357933,7976.823777914047,100,-2.3126603e-07,1.4784168,4380208,-3.4372063,327,116.14,2.2077942,,3.3717122,2.5147429,1.0,-7.5357933,1.0,1.0,-102.99438639709763,[-0.943 -0.749 -0.333 -0.588 -0.307],32700,1.0
-6.9070716,7996.133528470993,100,-8.34465e-08,1.6081603,4391131,-3.3074064,328,109.23,2.6123023,,4.498136,3.143723,1.0,-6.9070716,1.0,1.0,-102.60121332036955,[-0.943 -0.749 -0.333 -0.588 -0.307],32800,1.0
-6.5119452,8013.858191728592,100,2.5272368e-07,1.7201324,4401714,-6.777295,329,105.83,2.9887424,,3.421768,3.5389886,1.0,-6.5119452,1.0,1.0,-101.4815572715028,[-0.943 -0.749 -0.333 -0.588 -0.307],32900,1.0
-8.968111,8037.050400972366,100,-7.867813e-07,2.2806427,4414843,-10.297224,330,131.29,5.25387,,4.6715117,1.0839778,1.0,-8.968111,1.0,1.0,-98.34093635268664,[-0.943 -0.749 -0.333 -0.588 -0.307],33000,1.0
-7.8624506,8057.581998825073,100,-8.773804e-07,1.5670763,4426887,-4.299118,331,120.44,2.9032867,0.46773505,3.412356,2.2184381,0.18289557,-7.936758,1.0319879,2.769142,-101.58148784750313,[-0.943 -0.749 -0.333 -0.588 -0.307],33100,1.2930909
-7.583832,8078.776323795319,100,-6.67572e-08,1.9367588,4438638,-5.6483793,332,117.51,3.788924,,4.2070704,2.467028,1.0,-7.583832,1.0,1.0,-102.21197574153571,[-0.94  -0.747 -0.334 -0.595 -0.315],33200,1.0
-6.510647,8097.7133758068085,100,3.8146972e-08,2.0085268,4449358,-9.080366,333,107.2,4.0749288,,3.7359633,3.5409288,1.0,-6.510647,1.0,1.0,-100.14323047389507,[-0.94  -0.747 -0.334 -0.595 -0.315],33300,1.0
-6.9364767,8116.394729852676,100,-5.1259997e-07,1.7679675,4460484,-4.263137,334,111.26,3.1572814,,4.439396,3.1145341,1.0,-6.9364767,1.0,1.0,-102.13702263857427,[-0.94  -0.747 -0.334 -0.595 -0.315],33400,1.0
-6.6565933,8136.850190162659,100,-3.0755996e-07,2.0129023,4471254,-11.993072,335,107.7,4.0927024,,4.068662,3.3969479,1.0,-6.6565933,1.0,1.0,-102.8566674474032,[-0.94  -0.747 -0.334 -0.595 -0.315],33500,1.0
-7.566081,8158.927465200424,100,1.7642975e-07,2.019771,4482808,-8.916283,336,115.54,3.5547264,1.5813255,3.7331982,2.5328434,0.17761336,-7.711261,1.1844745,27.33173,-99.8071190841045,[-0.94  -0.747 -0.334 -0.595 -0.315],33600,1.4879647
-7.669798,8180.591305971146,100,4.7683715e-09,1.8904701,4494634,-7.471692,337,118.26,3.6101751,0.000100261655,4.232332,2.3814173,0.9996695,-7.6698217,1.0000103,1.0003293,-101.07571049613443,[-0.941 -0.755 -0.335 -0.589 -0.33 ],33700,0.9999929
-7.890005,8202.982813119888,100,8.106232e-08,1.6601316,4506782,-3.1866345,338,121.48,2.7838755,,4.368452,2.160797,1.0,-7.890005,1.0,1.0,-102.6210244496856,[-0.941 -0.755 -0.335 -0.589 -0.33 ],33800,1.0
-7.0681386,8224.439002513885,100,-8.249283e-07,1.4984235,4518348,-3.532484,339,115.66,2.6162395,0.4248729,3.4200628,3.0300612,0.26521042,-7.1200876,0.98929375,3.7269037,-101.0044256910358,[-0.941 -0.755 -0.335 -0.589 -0.33 ],33900,1.3424731
-9.291651,8251.710711956024,100,3.33786e-08,1.6744242,4532917,-3.4898982,340,145.69,2.8320162,,4.147162,0.7589141,1.0,-9.291651,1.0,1.0,-99.81515200423544,[-0.942 -0.758 -0.329 -0.585 -0.328],34000,1.0
-8.567342,8275.840799093246,100,-2.7656554e-07,1.5829104,4546293,-3.5308948,341,133.76,2.530914,,4.267128,1.4831924,1.0,-8.567342,1.0,1.0,-101.0584721098919,[-0.942 -0.758 -0.329 -0.585 -0.328],34100,1.0
-9.028472,8301.033456087112,100,-4.816055e-07,1.6112187,4560324,-3.305151,342,140.31,2.622248,,3.4497907,1.0220547,1.0,-9.028472,1.0,1.0,-97.3422800144251,[-0.942 -0.758 -0.329 -0.585 -0.328],34200,1.0
-9.057415,8324.849792718887,100,2.861023e-07,1.572599,4574372,-3.9601917,343,140.48,2.4980483,,3.3742537,0.9932135,1.0,-9.057415,1.0,1.0,-98.94280837678065,[-0.942 -0.758 -0.329 -0.585 -0.328],34300,1.0
-8.730452,8347.604572057724,100,2.7418136e-07,1.4781147,4587797,-3.0305705,344,134.25,2.206892,,3.2114518,1.3200886,1.0,-8.730452,1.0,1.0,-100.75292742838407,[-0.942 -0.758 -0.329 -0.585 -0.328],34400,1.0
-8.51379,8370.572270393372,100,-3.3855437e-07,1.7236047,4601037,-3.1619167,345,132.4,3.0008209,,4.170678,1.5368981,1.0,-8.51379,1.0,1.0,-100.67232296562025,[-0.942 -0.758 -0.329 -0.585 -0.328],34500,1.0
-7.791767,8392.254460334778,100,-3.33786e-07,1.8624977,4612942,-7.429863,346,119.05,3.503937,,4.5047565,2.2596042,1.0,-7.791767,1.0,1.0,-102.13746207006255,[-0.942 -0.758 -0.329 -0.585 -0.328],34600,1.0
-8.751989,8415.091442108154,100,-7.2717665e-07,1.6608701,4626248,-3.6612864,347,133.06,2.7863526,,3.9060967,1.2987962,1.0,-8.751989,1.0,1.0,-99.8254335295493,[-0.942 -0.758 -0.329 -0.585 -0.328],34700,1.0
-8.177183,8438.275405406952,100,-1.2636184e-07,1.7193403,4639163,-3.4086933,348,129.15,2.985991,,3.6221924,1.8733702,1.0,-8.177183,1.0,1.0,-100.30836997288324,[-0.942 -0.758 -0.329 -0.585 -0.328],34800,1.0
-7.6473017,8459.601034641266,100,-4.2915343e-07,1.7407331,4651173,-3.3855658,349,120.1,3.0607595,,3.8312669,2.403304,1.0,-7.6473017,1.0,1.0,-102.12963389316135,[-0.942 -0.758 -0.329 -0.585 -0.328],34900,1.0
-8.447036,8483.560497522354,100,-2.7179718e-07,1.6654155,4664411,-3.6508245,350,132.38,2.8016253,,3.529855,1.6034118,1.0,-8.447036,1.0,1.0,-100.57765081728387,[-0.942 -0.758 -0.329 -0.585 -0.328],35000,1.0
-7.744623,8504.825792074203,100,-1.16825106e-07,1.7734243,4676637,-3.3218565,351,122.26,3.1768017,,3.9123745,2.3060553,1.0,-7.744623,1.0,1.0,-102.0577133540713,[-0.942 -0.758 -0.329 -0.585 -0.328],35100,1.0
-7.7417097,8527.915211200714,100,1.4781952e-07,1.6264935,4688852,-3.4294949,352,122.15,3.2823646,0.62641406,4.5566564,2.3985622,0.10573493,-7.827792,1.0480822,6.2592845,-101.41851094454522,[-0.942 -0.758 -0.329 -0.585 -0.328],35200,1.64097
-8.618583,8550.237430334091,100,2.3365021e-07,1.5837452,4701933,-3.6756396,353,130.81,2.533584,,4.2547092,1.4320205,1.0,-8.618583,1.0,1.0,-96.7545789520726,[-0.945 -0.758 -0.317 -0.592 -0.328],35300,1.0
-9.02684,8573.583302021027,100,1.2397766e-07,1.476053,4716037,-3.0878477,354,141.04,2.2007396,,3.489136,1.0236096,1.0,-9.02684,1.0,1.0,-98.93341047099507,[-0.945 -0.758 -0.317 -0.592 -0.328],35400,1.0
-8.556595,8597.801392793655,100,-6.67572e-08,1.5623685,4729448,-3.3047633,355,134.11,5.31482,0.97882783,3.6427739,1.6643255,0.0016522028,-8.698788,1.0479555,8.005369,-99.20821087625856,[-0.945 -0.758 -0.317 -0.592 -0.328],35500,6.2621856
-6.5154643,8617.99617099762,100,-2.3841858e-08,2.205462,4740034,-9.927357,356,105.86,3.834357,0.44673902,3.7289472,3.5644174,0.3066293,-6.5719213,1.0223076,3.9667158,-101.48948164150838,[-0.944 -0.751 -0.327 -0.602 -0.327],35600,1.2360959
-5.973098,8635.737961530685,100,-4.196167e-07,1.631163,4750145,-3.1114464,357,101.11,2.6875684,,3.499712,4.077467,1.0,-5.973098,1.0,1.0,-101.14332146718215,[-0.943 -0.755 -0.325 -0.596 -0.328],35700,1.0
-7.9388046,8655.98324894905,100,2.9563904e-07,1.6453286,4762537,-3.067369,358,123.92,2.7344506,,3.5721998,2.1117346,1.0,-7.9388046,1.0,1.0,-102.9015801616921,[-0.943 -0.755 -0.325 -0.596 -0.328],35800,1.0
-6.814768,8675.567016601562,100,4.053116e-07,1.7120115,4773679,-3.2622318,359,111.42,34.329502,1.6263313,4.114911,3.656377,5.2942814e-05,-7.1022954,0.9726812,18.992903,-102.15952732711484,[-0.943 -0.755 -0.325 -0.596 -0.328],35900,776.9467
-1858501.6,8691.42945933342,100,6.9141386e-08,1.6218656,4781780,-3.1313415,360,81.01,4697.745,22.10037,3.4242926,15.407638,4.1711723e-09,-1858510.1,2.9663763,504.6786,-104.6351822312535,[-0.947 -0.735 -0.331 -0.616 -0.317],36000,1025030700000.0
-2.851478,8706.310861110687,100,1.1920929e-07,2.804898,4789574,-14.117,361,77.94,24.95997,1.751019,4.4285326,7.610433,0.015707217,-3.359408,1.1337577,20.405428,-103.66107587439156,[-1.158 -0.843 -0.409 -0.73  -0.232],36100,2423.7017
-63.018864,8723.505455970764,100,-3.4809113e-07,2.2034466,4798480,-9.044222,362,89.06,4.9044166,0.00012242771,4.077609,5.4389915,0.99945146,-63.01889,1.000008,1.0002824,-102.2450709878434,[-1.164 -0.859 -0.431 -0.709 -0.226],36200,1.0000026
-20019.66,8738.780865907669,100,4.696846e-07,1.9821075,4806939,-7.443005,363,84.59,45.54602,3.714937,3.8859248,6.350963,2.0532298e-07,-20020.148,0.98698455,136.28772,-103.83350506611357,[-1.164 -0.859 -0.431 -0.709 -0.226],36300,621944.1
-549630700.0,8751.186043977737,100,9.059906e-08,2.5459573,4813390,-13.959131,364,64.51,82.958275,2.244422,3.9430501,10.751014,0.0012038507,-549630700.0,0.9462167,25.264051,-104.88841191979431,[-1.155 -0.849 -0.445 -0.763 -0.304],36400,192.5445
-324551420.0,8761.4616959095,100,-1.9073487e-07,3.3636537,4818940,-13.99283,365,55.5,68.42154,1.7136892,4.4192996,12.845891,0.0011203185,-324551420.0,0.68317,22.220856,-103.30411213342406,[-1.154 -0.83  -0.481 -0.783 -0.312],36500,90.040886
-23299472.0,8772.053804636002,100,-2.9087067e-07,2.735229,4824727,-11.7249565,366,57.87,67.81121,0.40084502,4.80247,9.631422,7.1569365e-12,-23299472.0,0.073137164,14.383249,-103.69710407008108,[-1.145 -0.858 -0.457 -0.756 -0.319],36600,450911440000000.0
-9.390525,8799.48834323883,100,-4.196167e-07,1.5124627,4839820,-2.8283682,367,150.93,2.3106496,,3.0203443,0.6603249,1.0,-9.390525,1.0,1.0,-96.34001441431363,[-1.161 -0.914 -0.422 -0.696 -0.34 ],36700,1.0
-10.0765705,8828.909044027328,100,-4.386902e-07,1.7210287,4856538,-3.584148,368,167.18,2.9918585,,4.103072,-0.025583867,1.0,-10.0765705,1.0,1.0,-99.44214063136673,[-1.161 -0.914 -0.422 -0.696 -0.34 ],36800,1.0
-9.56076,8854.832485198975,100,3.1471254e-07,1.7750335,4871693,-6.6978025,369,151.55,3.1825695,,3.9703622,0.4903863,1.0,-9.56076,1.0,1.0,-100.94201576238709,[-1.161 -0.914 -0.422 -0.696 -0.34 ],36900,1.0
-9.733486,8880.100425958633,100,-4.3392183e-07,1.563942,4887150,-3.0711207,370,154.57,2.4706202,,3.8942409,0.31718647,1.0,-9.733486,1.0,1.0,-96.93717730505915,[-1.161 -0.914 -0.422 -0.696 -0.34 ],37000,1.0
-9.449183,8906.250816583633,100,-4.053116e-07,1.6331385,4902284,-3.1769004,371,151.34,2.6940823,,3.5343423,0.60154724,1.0,-9.449183,1.0,1.0,-99.17279474469075,[-1.161 -0.914 -0.422 -0.696 -0.34 ],37100,1.0
-10.168074,8935.010609149933,100,-3.9339065e-07,1.6132938,4919451,-3.037425,372,171.67,2.629007,,3.3519204,-0.11749271,1.0,-10.168074,1.0,1.0,-98.3798540508436,[-1.161 -0.914 -0.422 -0.696 -0.34 ],37200,1.0
-9.402123,8961.352747917175,100,3.2424927e-07,1.6301031,4934356,-3.3838105,373,149.05,2.6840768,,4.2307835,0.6485578,1.0,-9.402123,1.0,1.0,-99.38641100317,[-1.161 -0.914 -0.422 -0.696 -0.34 ],37300,1.0
-9.201732,8986.926462888718,100,2.2888183e-07,1.7142493,4949022,-3.733922,374,146.66,2.968334,,3.3989818,0.8491372,1.0,-9.201732,1.0,1.0,-96.66587363878585,[-1.161 -0.914 -0.422 -0.696 -0.34 ],37400,1.0
-10.1134815,9015.103079795837,100,3.194809e-07,1.4996177,4965939,-3.2026253,375,169.17,2.2715688,,3.5928962,-0.062960826,1.0,-10.1134815,1.0,1.0,-97.18888544646596,[-1.161 -0.914 -0.422 -0.696 -0.34 ],37500,1.0
-10.630346,9045.097428321838,100,-3.6001205e-07,1.7091074,4983887,-5.506156,376,179.48,2.9505541,,2.9998775,-0.5794084,1.0,-10.630346,1.0,1.0,-95.62872563816738,[-1.161 -0.914 -0.422 -0.696 -0.34 ],37600,1.0
-9.810503,9072.748919963837,100,-3.33786e-07,1.7011006,4999541,-3.7673779,377,156.54,2.9229727,,4.157826,0.2400511,1.0,-9.810503,1.0,1.0,-95.15095451776364,[-1.161 -0.914 -0.422 -0.696 -0.34 ],37700,1.0
-9.671336,9095.838881492615,100,6.556511e-07,1.5653925,5014383,-4.5267143,378,148.42,2.475206,,4.6084857,0.3797681,1.0,-9.671336,1.0,1.0,-99.19001786452885,[-1.161 -0.914 -0.422 -0.696 -0.34 ],37800,1.0
-9.089856,9118.571322917938,100,-3.5762787e-07,1.7737509,5028696,-3.2775044,379,143.13,3.1779711,,3.2740655,0.96091,1.0,-9.089856,1.0,1.0,-97.1630534668743,[-1.161 -0.914 -0.422 -0.696 -0.34 ],37900,1.0
-9.409147,9143.624236106873,100,-1.4305114e-08,1.670833,5043290,-4.740159,380,145.94,2.8198814,,3.3904834,0.6418221,1.0,-9.409147,1.0,1.0,-99.55260304843276,[-1.161 -0.914 -0.422 -0.696 -0.34 ],38000,1.0
-9.852932,9169.962290287018,100,-6.2465665e-07,1.5657556,5059010,-5.583106,381,157.2,2.476354,,3.7371275,0.19797093,1.0,-9.852932,1.0,1.0,-100.58845882902092,[-1.161 -0.914 -0.422 -0.696 -0.34 ],38100,1.0
-10.066598,9195.45310163498,100,-4.386902e-07,1.6055944,5075096,-3.0582623,382,160.86,2.6039727,,3.2201266,-0.01606643,1.0,-10.066598,1.0,1.0,-95.65176724426965,[-1.161 -0.914 -0.422 -0.696 -0.34 ],38200,1.0
-9.244044,9220.090559959412,100,1.4305114e-08,1.6516306,5089931,-3.2917423,383,148.35,2.7554376,,4.1690397,0.8067481,1.0,-9.244044,1.0,1.0,-102.95974244784084,[-1.161 -0.914 -0.422 -0.696 -0.34 ],38300,1.0
-9.0476,9242.983835458755,100,3.004074e-07,1.6479108,5104239,-3.068493,384,143.08,2.7430406,,3.6737447,1.0032029,1.0,-9.0476,1.0,1.0,-99.5519555357764,[-1.161 -0.914 -0.422 -0.696 -0.34 ],38400,1.0
-10.366652,9267.874890089035,100,3.194809e-07,1.803832,5120428,-5.9381275,385,161.89,3.286677,,3.4057884,-0.31564793,1.0,-10.366652,1.0,1.0,-96.04399906690844,[-1.161 -0.914 -0.422 -0.696 -0.34 ],38500,1.0
-10.15054,9293.500133037567,100,-4.959106e-07,1.6675324,5136932,-2.907885,386,165.04,2.8087518,,4.0156355,-0.10003059,1.0,-10.15054,1.0,1.0,-99.32458428474295,[-1.161 -0.914 -0.422 -0.696 -0.34 ],38600,1.0
-9.562043,9318.340004205704,100,2.4318695e-07,1.5480237,5152470,-3.5073066,387,155.38,2.4205828,,3.384904,0.48854873,1.0,-9.562043,1.0,1.0,-98.144535273236,[-1.161 -0.914 -0.422 -0.696 -0.34 ],38700,1.0
-9.094536,9341.77612066269,100,7.6293944e-08,1.5444214,5167274,-3.9050412,388,148.04,2.4093308,,3.3413274,0.9561582,1.0,-9.094536,1.0,1.0,-99.80137946032964,[-1.161 -0.914 -0.422 -0.696 -0.34 ],38800,1.0
-8.660899,9365.212491035461,100,8.201599e-07,1.6672724,5180886,-3.6642642,389,136.12,2.8078759,,3.3467243,1.3899287,1.0,-8.660899,1.0,1.0,-98.6399751545113,[-1.161 -0.914 -0.422 -0.696 -0.34 ],38900,1.0
-9.551226,9389.44707942009,100,7.152558e-08,1.7241564,5196108,-3.933474,390,152.22,3.0027428,,4.0084124,0.49963012,1.0,-9.551226,1.0,1.0,-100.77207651253872,[-1.161 -0.914 -0.422 -0.696 -0.34 ],39000,1.0
-9.683481,9412.921983242035,100,9.298324e-08,1.6930366,5211449,-3.3415952,391,153.41,2.895326,,4.189338,0.36734527,1.0,-9.683481,1.0,1.0,-96.23101530599223,[-1.161 -0.914 -0.422 -0.696 -0.34 ],39100,1.0
-10.063396,9440.375413179398,100,-2.1457672e-07,1.7762601,5227768,-5.994084,392,163.19,3.1869695,,3.2512531,-0.012331657,1.0,-10.063396,1.0,1.0,-95.5332548159583,[-1.161 -0.914 -0.422 -0.696 -0.34 ],39200,1.0
-10.117729,9468.249008655548,100,-1.835823e-07,1.6682721,5243967,-6.3701982,393,161.99,2.8112442,,3.229447,-0.06682126,1.0,-10.117729,1.0,1.0,-97.43552388733607,[-1.161 -0.914 -0.422 -0.696 -0.34 ],39300,1.0
-9.70269,9495.260805130005,100,9.059906e-08,1.6598767,5259866,-3.3440433,394,158.99,2.7830207,,4.456142,0.34786463,1.0,-9.70269,1.0,1.0,-101.98010571256776,[-1.161 -0.914 -0.422 -0.696 -0.34 ],39400,1.0
-10.335776,9521.2028901577,100,-2.5272368e-07,1.7366568,5276655,-3.3402362,395,167.89,3.046441,,3.633442,-0.2852965,1.0,-10.335776,1.0,1.0,-94.19966152228864,[-1.161 -0.914 -0.422 -0.696 -0.34 ],39500,1.0
-9.62017,9548.695848226547,100,3.8146973e-07,1.5332726,5292525,-3.295589,396,158.7,2.374672,,3.6328392,0.43038234,1.0,-9.62017,1.0,1.0,-98.49129391163869,[-1.161 -0.914 -0.422 -0.696 -0.34 ],39600,1.0
-9.694658,9573.643793582916,100,4.2200088e-07,1.6126018,5307488,-2.9803147,397,149.63,2.6267514,,3.6987536,0.35607192,1.0,-9.694658,1.0,1.0,-97.92775827905038,[-1.161 -0.914 -0.422 -0.696 -0.34 ],39700,1.0
-9.955173,9601.664498090744,100,7.200241e-07,1.7375444,5324205,-5.5926433,398,167.17,2.825647,0.43887174,3.7252724,0.12802705,0.18353206,-10.016502,0.9244578,3.9423075,-96.03344788319036,[-1.161 -0.914 -0.422 -0.696 -0.34 ],39800,1.3870192
-10.894794,9634.254925251007,100,-2.5749208e-07,1.7851615,5343320,-7.712601,399,191.15,3.2189913,,3.485394,-0.8438185,1.0,-10.894794,1.0,1.0,-98.57907696395483,[-1.163 -0.918 -0.418 -0.692 -0.341],39900,1.0
-10.405274,9659.549465179443,100,-5.197525e-07,1.629818,5360272,-3.5406814,400,169.52,2.683138,,4.4315376,-0.35474455,1.0,-10.405274,1.0,1.0,-93.36452830746421,[-1.163 -0.918 -0.418 -0.692 -0.341],40000,1.0
-9.428172,9682.68480849266,100,-2.8610229e-08,1.4798057,5375980,-3.2717066,401,157.08,2.2119443,,3.3706026,0.6223891,1.0,-9.428172,1.0,1.0,-101.52291396540315,[-1.163 -0.918 -0.418 -0.692 -0.341],40100,1.0
-10.262264,9709.186819076538,100,1.1920929e-07,1.6106906,5393034,-3.2046933,402,170.54,2.6205297,,3.1024218,-0.21160579,1.0,-10.262264,1.0,1.0,-97.9517852102512,[-1.163 -0.918 -0.418 -0.692 -0.341],40200,1.0
-10.19644,9734.434973716736,100,-4.7683715e-09,1.5764332,5409454,-3.4448438,403,164.2,2.5102441,,3.459662,-0.14584081,1.0,-10.19644,1.0,1.0,-95.30572815649231,[-1.163 -0.918 -0.418 -0.692 -0.341],40300,1.0
-11.405163,9764.456293582916,100,2.5272368e-07,1.7062788,5428834,-3.3331637,404,193.8,2.940795,,3.4335206,-1.3545718,1.0,-11.405163,1.0,1.0,-88.35093957196055,[-1.163 -0.918 -0.418 -0.692 -0.341],40400,1.0
-10.763223,9793.341934919357,100,6.437302e-07,1.6022328,5446934,-2.7789521,405,181.0,2.5930808,,3.854495,-0.71268314,1.0,-10.763223,1.0,1.0,-92.4121805359685,[-1.163 -0.918 -0.418 -0.692 -0.341],40500,1.0
-11.180211,9825.365807056427,100,-1.0967255e-07,1.5756638,5465819,-3.1234474,406,188.85,2.5077949,,4.0513563,-1.1294662,1.0,-11.180211,1.0,1.0,-94.30449803642816,[-1.163 -0.918 -0.418 -0.692 -0.341],40600,1.0
-10.404998,9852.645352840424,100,1.1920929e-07,1.510497,5482648,-3.5010853,407,168.29,2.3046477,,2.9974036,-0.35444334,1.0,-10.404998,1.0,1.0,-93.97655791980598,[-1.163 -0.918 -0.418 -0.692 -0.341],40700,1.0
-10.972872,9881.902863264084,100,2.670288e-07,1.5188587,5500607,-2.9333787,408,179.59,2.3302338,,3.6273572,-0.9223657,1.0,-10.972872,1.0,1.0,-95.48406095201297,[-1.163 -0.918 -0.418 -0.692 -0.341],40800,1.0
-11.1202755,9912.702345371246,100,-3.7670137e-07,1.4984201,5519381,-2.9130926,409,187.74,2.267942,,3.3418581,-1.0697637,1.0,-11.1202755,1.0,1.0,-94.93490764864111,[-1.163 -0.918 -0.418 -0.692 -0.341],40900,1.0
-9.4983,9938.921044111252,100,1.7881393e-07,1.6312952,5534676,-3.62986,410,152.95,2.6880038,,3.6603947,0.55235904,1.0,-9.4983,1.0,1.0,-98.13879839751635,[-1.163 -0.918 -0.418 -0.692 -0.341],41000,1.0
-10.213794,9970.20819735527,100,1.8596648e-07,1.6501254,5551956,-3.8363757,411,172.8,2.750418,,3.9487453,-0.16316546,1.0,-10.213794,1.0,1.0,-99.29695168485898,[-1.163 -0.918 -0.418 -0.692 -0.341],41100,1.0
-10.6844635,9995.894249916077,100,2.5272368e-07,1.4608756,5569558,-2.9124556,412,176.02,2.1557148,,4.0773354,-0.63363636,1.0,-10.6844635,1.0,1.0,-94.69651955092007,[-1.163 -0.918 -0.418 -0.692 -0.341],41200,1.0
-10.403139,10024.390343427658,100,1.2397766e-07,1.6542213,5586126,-3.2496,413,165.68,2.7640896,,3.9704714,-0.3525386,1.0,-10.403139,1.0,1.0,-97.28739386278613,[-1.163 -0.918 -0.418 -0.692 -0.341],41300,1.0
-9.508138,10047.558372497559,100,-5.245209e-07,1.4703593,5601342,-2.8713636,414,152.16,2.1837943,,3.8930469,0.5426472,1.0,-9.508138,1.0,1.0,-97.520489963751,[-1.163 -0.918 -0.418 -0.692 -0.341],41400,1.0
-10.048881,10075.089836597443,100,-6.1035155e-07,1.659324,5618029,-3.4269996,415,166.87,2.702174,0.3604789,3.7006094,0.02357373,0.23743063,-10.089011,0.95667344,3.4965014,-97.7416654080617,[-1.163 -0.918 -0.418 -0.692 -0.341],41500,1.1959113
-11.501752,10107.03777050972,100,1.5258789e-07,1.5832053,5637989,-3.381153,416,199.6,2.531858,,3.475078,-1.4513289,1.0,-11.501752,1.0,1.0,-90.1405046748477,[-1.164 -0.92  -0.414 -0.689 -0.341],41600,1.0
-11.072168,10137.440427303314,100,-1.1205673e-07,1.6346835,5656969,-3.840457,417,189.8,2.6991818,,3.423149,-1.0214546,1.0,-11.072168,1.0,1.0,-93.19834868975398,[-1.164 -0.92  -0.414 -0.689 -0.341],41700,1.0
-11.683933,10168.0492978096,100,6.6280364e-07,1.8179612,5676885,-4.21312,418,199.16,3.3383675,,4.7021756,-1.6330943,1.0,-11.683933,1.0,1.0,-89.70528344315856,[-1.164 -0.92  -0.414 -0.689 -0.341],41800,1.0
-10.5926895,10194.100908756256,100,-3.1471254e-07,1.5069901,5694004,-2.5371065,419,171.19,2.2939587,,3.4054198,-0.5421324,1.0,-10.5926895,1.0,1.0,-97.04907456307997,[-1.164 -0.92  -0.414 -0.689 -0.341],41900,1.0
-11.832876,10228.150458574295,100,-6.9141386e-08,1.5820563,5715260,-3.4228415,420,212.56,2.5281837,,3.0915306,-1.78205,1.0,-11.832876,1.0,1.0,-89.58487237763087,[-1.164 -0.92  -0.414 -0.689 -0.341],42000,1.0
-10.872429,10259.038649320602,100,-1.2397766e-07,1.5997776,5734477,-3.2798877,421,192.17,2.58514,,3.5973806,-0.82190055,1.0,-10.872429,1.0,1.0,-92.54756372992391,[-1.164 -0.92  -0.414 -0.689 -0.341],42100,1.0
-11.839732,10291.880957603455,100,4.2438506e-07,1.5385904,5754351,-5.97216,422,198.74,2.3911724,,3.5289345,-1.7888612,1.0,-11.839732,1.0,1.0,-90.19885476729593,[-1.164 -0.92  -0.414 -0.689 -0.341],42200,1.0
-10.848088,10320.800444841385,100,3.3140182e-07,1.6525129,5772564,-3.6395373,423,182.13,2.7583828,,3.4227436,-0.79766995,1.0,-10.848088,1.0,1.0,-94.48789710527734,[-1.164 -0.92  -0.414 -0.689 -0.341],42300,1.0
-10.989243,10350.91378736496,100,6.294251e-07,1.5763383,5791051,-4.0321383,424,184.87,2.509942,,3.1234465,-0.93840855,1.0,-10.989243,1.0,1.0,-93.22875500508242,[-1.164 -0.92  -0.414 -0.689 -0.341],42400,1.0
-10.218628,10376.491304636002,100,-2.9563904e-07,1.5613762,5807481,-3.101839,425,164.3,2.4625208,,3.4775815,-0.16816583,1.0,-10.218628,1.0,1.0,-97.63137402880162,[-1.164 -0.92  -0.414 -0.689 -0.341],42500,1.0
-10.094706,10404.165481805801,100,6.67572e-08,1.476718,5824163,-3.3062816,426,166.82,2.2027225,,3.264514,-0.044147424,1.0,-10.094706,1.0,1.0,-98.61178522918948,[-1.164 -0.92  -0.414 -0.689 -0.341],42600,1.0
-10.7096405,10432.49113893509,100,-5.7220458e-08,1.6610757,5841611,-2.8581376,427,174.48,2.7870429,,4.557565,-0.6591277,1.0,-10.7096405,1.0,1.0,-95.69225770687973,[-1.164 -0.92  -0.414 -0.689 -0.341],42700,1.0
-11.149594,10461.932269573212,100,3.528595e-07,1.4236702,5861469,-3.2426753,428,198.58,2.04731,,2.9479237,-1.0990791,1.0,-11.149594,1.0,1.0,-97.07053500604582,[-1.164 -0.92  -0.414 -0.689 -0.341],42800,1.0
-11.751726,10493.910772562027,100,-8.34465e-08,1.5995622,5882046,-3.718667,429,205.77,2.584444,,3.7024186,-1.7011697,1.0,-11.751726,1.0,1.0,-86.25646806360137,[-1.164 -0.92  -0.414 -0.689 -0.341],42900,1.0
