AvgDiscRet,MaxNormIw,J,VarVanillaIw,VarJ,AvgRet,ESSClassic,MinNormIw,Bound,VarNormIw,eRenyi2,MinVanillaIw,ESSRenyi,VarDiscRet,VanillaAvgRet,BatchSize,AvgVanillaIw,AvgEpLen,AvgNormIw,VarRet,MaxVanillaIw
-2401.9524727675935,0.038952358,-78.63477,1.5854824,229.93599,-2401.9524727675935,35.81345515028081,6.839767e-13,-861.3478,0.000181035,2.6070428,6.400895e-11,38.35763663117425,5777627.3554330105,-2401.9524727675935,100,0.93583524,200.0,0.01,5777627.3554330105,3.6452992
-41.71405241254969,0.012252804,-19.350504,0.060706515,74.91459,-41.71405241254969,94.38613138339805,0.0025522273,-272.0602,6.007844e-06,1.0631946,0.25655332,94.05615579719205,84191.29607745582,-41.71405241254969,100,1.0052135,200.0,0.010000002,84191.29607745582,1.2316684
-10.063973261880715,0.027071327,-8.077628,0.9343674,9.654226,-10.063973261880715,51.375093949952,3.6086236e-09,-12.0683365,9.560292e-05,1.9698118,3.5675072e-07,50.766271247379336,73.08412244517778,-10.063973261880715,100,0.98860604,200.0,0.01,73.08412244517778,2.6762877
-8.462095158824114,0.019069474,-7.5430584,0.4251908,8.541401,-8.462095158824114,70.66385728112226,7.4959135e-06,-9.891228,4.1934403e-05,1.3845454,0.0007547989,72.22587046831225,59.87161136118851,-8.462095158824114,100,1.0069472,200.0,0.010000002,59.87161136118851,1.9201952
-7.971657922579941,0.025692528,-7.7383394,0.12228105,6.8274655,-7.971657922579941,89.5092330864123,0.004238984,-9.844534,1.1838708e-05,1.1213267,0.43081343,89.18007690533118,47.50340172431407,-7.971657922579941,100,1.016313,200.0,0.01,47.50340172431407,2.6111648
-7.3583771415521255,0.01705029,-7.281987,0.02425636,6.5735345,-7.3583771415521255,97.6437925165933,0.008966983,-9.297998,2.4374415e-06,1.0327225,0.8945242,96.83143593797327,45.83102501578973,-7.3583771415521255,100,0.9975754,200.0,0.01,45.83102501578973,1.7008951
-8.79564246098774,0.015888823,-8.611637,0.073112786,7.7392955,-8.79564246098774,93.71226143782833,0.0042579332,-11.086908,6.777377e-06,1.0726552,0.4422468,93.22660246336886,65.23507374050536,-8.79564246098774,100,1.0386419,200.0,0.010000002,65.23507374050536,1.6502798
-7.797014359808016,0.031057462,-6.523088,0.763823,8.956142,-7.797014359808016,59.08081710098713,9.447909e-05,-9.200916,6.995927e-05,1.627117,0.0098720975,61.458394005178455,53.35789087277803,-7.797014359808016,100,1.0448976,200.0,0.01,53.35789087277803,3.2451868
-7.0684535065218235,0.021709988,-6.6641197,0.21282874,7.47076,-7.0684535065218235,83.3814658401411,0.0012622359,-8.862949,2.0132062e-05,1.2130231,0.12978113,82.43866317136869,50.40270624515574,-7.0684535065218235,100,1.0281844,200.0,0.01,50.40270624515574,2.232187
-8.765835852467923,0.014355647,-8.604881,0.069441386,7.4355855,-8.765835852467923,93.64610937959738,0.004153654,-10.676053,6.853545e-06,1.0788133,0.41810164,92.69444366480282,55.364665079480645,-8.765835852467923,100,1.0065875,200.0,0.01,55.364665079480645,1.4450215
-7.889362375713913,0.010575366,-7.8892193,0.00011198948,7.2394,-7.889362375713913,99.98891420705301,0.00992416,-9.903286,1.1201381e-08,1.000118,0.9923082,99.98819967297598,52.92043329371989,-7.889362375713913,100,0.99989134,200.0,0.01,52.92043329371989,1.0574217
-8.256271990764482,0.010270685,-8.252919,0.001271625,7.625326,-8.256271990764482,99.87601884742084,0.007946305,-10.281463,1.2536924e-07,1.0021443,0.8002934,99.78602516404975,58.948898229016656,-8.256271990764482,100,1.0071265,200.0,0.010000002,58.948898229016656,1.0343878
-8.069378374540001,0.01133601,-7.956744,0.0378201,7.095807,-8.069378374540001,96.76048674746495,0.0023395107,-9.964565,3.3817887e-06,1.04974,0.24740767,95.26168776077104,49.0829290425232,-8.069378374540001,100,1.0575188,200.0,0.01,49.0829290425232,1.1988044
-8.197539254844825,0.06975233,-4.972771,4.2727437,10.608783,-8.197539254844825,19.860623105858895,6.236237e-17,-9.26133,0.00040758468,4.794998,6.385091e-15,20.85506531527948,52.52648721960915,-8.197539254844825,100,1.0238693,200.0,0.01,52.52648721960915,7.1417265
-6.636355526195977,0.015690643,-6.3156033,0.18052994,7.16498,-6.636355526195977,84.92472828700551,0.00043928824,-8.446063,1.7930628e-05,1.1821817,0.04407846,84.58936443484777,46.81575535305725,-6.636355526195977,100,1.0034064,200.0,0.010000002,46.81575535305725,1.5744091
-6.940155415851823,0.018390192,-5.9343944,0.44378638,7.994074,-6.940155415851823,71.72056628437407,1.3450756e-05,-8.213938,3.9828297e-05,1.4760181,0.0014198348,67.7498480221313,49.42101401323835,-6.940155415851823,100,1.0555799,200.0,0.01,49.42101401323835,1.9412317
-8.871773102952153,0.02183432,-8.085999,0.6084779,8.444338,-8.871773102952153,66.0189934932303,2.6228556e-05,-10.545449,5.1991487e-05,1.6179734,0.002837466,61.80571145647335,52.51580662882419,-8.871773102952153,100,1.0818232,200.0,0.01,52.51580662882419,2.3620872
-8.23327070197666,0.012180378,-8.158586,0.037734494,6.5453534,-8.23327070197666,96.42704287864926,0.004186394,-10.160545,3.742766e-06,1.042551,0.42035192,95.91856523178869,41.65822982971057,-8.23327070197666,100,1.0040907,200.0,0.01,41.65822982971057,1.2230203
-7.602964863999505,0.019345181,-7.2550044,0.20599502,7.9816585,-7.602964863999505,79.8274335819758,0.00087037624,-9.41492,2.5525449e-05,1.212482,0.07818955,82.47545284472496,52.683266501637064,-7.602964863999505,100,0.89834195,200.0,0.010000002,52.683266501637064,1.7378588
-8.00243109984286,0.07388219,-3.9906445,3.3164918,9.422362,-8.00243109984286,19.9151561614596,,-8.218809,0.00040619206,4.7471447,,21.06529426394538,50.42745924385053,-8.00243109984286,100,0.9035949,200.0,0.01,50.42745924385053,6.675957
-7.155187420346177,0.017949007,-6.468775,0.38773915,7.481794,-7.155187420346177,75.39363124847324,0.00020128179,-8.673108,3.296688e-05,1.3781592,0.021829076,72.56055941278301,50.184758053228215,-7.155187420346177,100,1.0845033,200.0,0.009999999,50.184758053228215,1.9465759
-8.067405257822442,0.077799566,-6.77476,1.1699257,8.093481,-8.067405257822442,51.77727613843103,0.002176778,-9.339347,9.407566e-05,1.8577042,0.24274741,53.82988422665128,37.606524773814236,-8.067405257822442,100,1.1151685,200.0,0.01,37.606524773814236,8.675962
-7.665002369868124,0.053838722,-5.4104576,1.4895965,12.439948,-7.665002369868124,27.119618903268304,7.751545e-29,-8.706729,0.00027145125,2.8828385,5.742178e-27,34.68803418202587,47.90390563674398,-7.665002369868124,100,0.7407785,200.0,0.01,47.90390563674398,3.9882567
-9.479857219292848,0.04215396,-9.361963,0.12424794,7.086887,-9.479857219292848,88.29622761068404,0.0087884255,-11.404732,1.3389006e-05,1.0854348,0.8466062,92.12897956978182,50.168156652363066,-9.479857219292848,100,0.96331954,200.0,0.01,50.168156652363066,4.0607734
-7.997451645572454,0.024647491,-7.821763,0.091136366,6.9115167,-7.997451645572454,92.31044169478582,0.008038283,-9.847266,8.4142475e-06,1.0895507,0.8365686,91.78094871514891,43.60404385912068,-7.997451645572454,100,1.0407304,200.0,0.01,43.60404385912068,2.5651393
-8.503426960777272,0.02073724,-7.667647,0.6182693,8.688211,-8.503426960777272,61.18656339383139,2.097792e-06,-10.048781,6.407533e-05,1.5352234,0.00020606577,65.13710140874008,52.59576224689098,-8.503426960777272,100,0.9822984,200.0,0.01,52.59576224689098,2.0370157
-8.739634238705104,0.04526358,-7.1882176,1.3416744,9.017057,-8.739634238705104,50.38089225391748,0.00023945115,-10.140379,9.948279e-05,2.2806036,0.027807795,43.848040022811034,53.894712867336715,-8.739634238705104,100,1.1613139,200.0,0.009999999,53.894712867336715,5.256522
