MaxNormIw,VanillaAvgRet,VarRet,AvgEpLen,MinVanillaIw,ESSRenyi,VarNormIw,J,eRenyi2,MinNormIw,MaxVanillaIw,IterType,ESSClassic,AvgDiscRet,BatchSize,Delta,AvgVanillaIw,VarVanillaIw,AvgRet,EpsThisIter,AvgNormIw,VarDiscRet,VarJ,Bound
0.01,4999.956392969737,0.0017710203004366767,500.0,1.0,300.0,3.5044917e-18,4999.956,1.0,0.01,1.0,2,100.0,4999.956392969737,300,0.7,1.0,,4999.956392969737,100,0.009999998,0.0017710203004366767,0.041877683,4672.6294
0.005,4999.944045962767,0.003792175075181505,500.0,1.0,300.0,2.179301e-19,4999.95,1.0,0.005,1.0,2,200.00000010221265,4999.944045962767,300,0.7,1.0,,4999.944045962767,100,0.0049999994,0.003792175075181505,0.052835856,4768.495
0.0035740668,4995.951479865135,1600.5359205960856,499.61,0.72064304,299.4507611499961,3.347617e-08,4998.987,1.0018342,0.0024104728,1.068515,1,299.10186603907044,4995.951479865135,300,0.7,0.9965445,0.0029920693,4995.951479865135,100,0.0033333334,1600.5359205960856,16.690674,4809.8315
0.01,4999.951604907528,0.003369242799443094,500.0,1.0,300.0,3.5044917e-18,4999.9517,1.0,0.01,1.0,2,100.0,4999.951604907528,300,0.7,1.0,,4999.951604907528,100,0.009999998,0.003369242799443094,0.057759237,4672.625
0.005,4999.943971102109,0.00357104761708761,500.0,1.0,300.0,2.179301e-19,4999.948,1.0,0.005,1.0,2,200.00000010221265,4999.943971102109,300,0.7,1.0,,4999.943971102109,100,0.0049999994,0.00357104761708761,0.05872757,4768.493
0.0033519035,4999.945636769384,0.003391280140944034,500.0,0.9936759,299.999284745968,3.717697e-11,4999.9478,1.0000024,0.003311811,1.0057052,1,299.999108913418,4999.945636769384,300,0.7,1.0001335,3.3468186e-06,4999.945636769384,100,0.003333333,0.003391280140944034,0.058387496,4810.9653
0.01,4999.950365289265,0.0019385702867576985,500.0,1.0,300.0,3.5044917e-18,4999.95,1.0,0.01,1.0,2,100.0,4999.950365289265,300,0.7,1.0,,4999.950365289265,100,0.009999998,0.0019385702867576985,0.043804925,4672.6235
0.005,4999.948309957223,0.0025766592567537266,500.0,1.0,300.0,2.179301e-19,4999.949,1.0,0.005,1.0,2,200.00000010221265,4999.948309957223,300,0.7,1.0,,4999.948309957223,100,0.0049999994,0.0025766592567537266,0.047292378,4768.494
0.0033333334,4999.953749304291,0.0024233170443059317,500.0,1.0,300.0,5.4391416e-20,4999.9507,1.0,0.0033333334,1.0,1,299.999969473632,4999.953749304291,300,0.7,1.0,,4999.953749304291,100,0.0033333336,0.0024233170443059317,0.047906313,4810.9683
0.01,4999.951234621202,0.0021837459539229753,500.0,1.0,300.0,3.5044917e-18,4999.951,1.0,0.01,1.0,2,100.0,4999.951234621202,300,0.7,1.0,,4999.951234621202,100,0.009999998,0.0021837459539229753,0.04646493,4672.6245
0.005,4999.96002588492,0.001757307614971385,500.0,1.0,300.0,2.179301e-19,4999.9556,1.0,0.005,1.0,2,200.00000010221265,4999.96002588492,300,0.7,1.0,,4999.96002588492,100,0.0049999994,0.001757307614971385,0.044377033,4768.5005
0.0033354836,4999.956378577504,0.0014627207142694201,500.0,0.9988817,300.0,9.385346e-13,4999.9565,1.0,0.003329568,1.0006564,1,299.9999389097086,4999.956378577504,300,0.7,1.0000113,8.44695e-08,4999.956378577504,100,0.0033333334,0.0014627207142694201,0.04238107,4810.974
0.01,4999.957211451794,0.002583031368105418,500.0,1.0,300.0,3.5044917e-18,4999.9575,1.0,0.01,1.0,2,100.0,4999.957211451794,300,0.7,1.0,,4999.957211451794,100,0.009999998,0.002583031368105418,0.050574295,4672.631
0.005,4999.958157956958,0.002329924773574905,500.0,1.0,300.0,2.179301e-19,4999.958,1.0,0.005,1.0,2,200.00000010221265,4999.958157956958,300,0.7,1.0,,4999.958157956958,100,0.0049999994,0.002329924773574905,0.049328335,4768.503
0.0033333334,4999.944396595228,0.003186774528296759,500.0,1.0,300.0,5.4391416e-20,4999.953,1.0,0.0033333334,1.0,1,299.999969473632,4999.944396595228,300,0.7,1.0,,4999.944396595228,100,0.0033333336,0.003186774528296759,0.052079782,4810.9707
0.01,4973.536758538288,69726.06871481417,497.37,1.0,300.0,3.5044917e-18,4973.5366,1.0,0.01,1.0,2,100.0,4973.536758538288,300,0.7,1.0,,4973.536758538288,100,0.009999998,69726.06871481417,262.73334,4646.21
0.005,4999.953826167854,0.002099142113399077,500.0,1.0,300.0,2.179301e-19,4986.745,1.0,0.005,1.0,2,200.00000010221265,4999.953826167854,300,0.7,1.0,,4999.953826167854,100,0.0049999994,0.002099142113399077,186.2495,4755.29
0.0047181407,4949.949816262604,249994.9336693306,495.01,0.43318418,294.7633057292895,1.8335452e-07,4979.341,1.0177658,0.0014269002,1.4323524,1,295.14578696710936,4949.949816262604,300,0.7,1.0119469,0.016898556,4949.949816262604,100,0.0033333332,249994.9336693306,298.333,4788.6875
0.01,4999.948185050446,0.0029754647417334734,500.0,1.0,300.0,3.5044917e-18,4999.948,1.0,0.01,1.0,2,100.0,4999.948185050446,300,0.7,1.0,,4999.948185050446,100,0.009999998,0.0029754647417334734,0.054278757,4672.6216
0.005,4999.946711932022,0.0030525072955590662,500.0,1.0,300.0,2.179301e-19,4999.9473,1.0,0.005,1.0,2,200.00000010221265,4999.946711932022,300,0.7,1.0,,4999.946711932022,100,0.0049999994,0.0030525072955590662,0.05463925,4768.492
0.003342476,4999.952526263817,0.0032054999375710305,500.0,0.9953844,299.9996423725577,1.7048361e-11,4999.95,1.0000012,0.0033179973,1.0027279,1,299.9995816868705,4999.952526263817,300,0.7,0.99998516,1.5343061e-06,4999.952526263817,100,0.0033333332,0.0032054999375710305,0.055217158,4810.968
0.01,4951.148634662825,238150.49805999667,495.13,1.0,300.0,3.5044917e-18,4951.1484,1.0,0.01,1.0,2,100.0,4951.148634662825,300,0.7,1.0,,4951.148634662825,100,0.009999998,238150.49805999667,485.56046,4623.822
0.005,4999.943640093625,0.003479820872534509,500.0,1.0,300.0,2.179301e-19,4975.546,1.0,0.005,1.0,2,200.00000010221265,4999.943640093625,300,0.7,1.0,,4999.943640093625,100,0.0049999994,0.003479820872534509,344.2089,4744.091
0.0042128437,4999.948841083212,0.0020067828338855035,500.0,0.12947358,292.00934724210754,3.219301e-07,4997.8374,1.0273644,0.000432668,1.260671,1,291.57996166732306,4999.948841083212,300,0.7,0.9974822,0.028827993,4999.948841083212,100,0.0033333334,0.0020067828338855035,36.61823,4806.287
0.01,4999.946038311246,0.003155542263683441,500.0,1.0,300.0,3.5044917e-18,4999.946,1.0,0.01,1.0,2,100.0,4999.946038311246,300,0.7,1.0,,4999.946038311246,100,0.009999998,0.003155542263683441,0.05588892,4672.619
0.005,4999.960784500353,0.0022443877440720696,500.0,1.0,300.0,2.179301e-19,4999.953,1.0,0.005,1.0,2,200.00000010221265,4999.960784500353,300,0.7,1.0,,4999.960784500353,100,0.0049999994,0.0022443877440720696,0.052231602,4768.498
0.0037706813,4983.844893497435,25922.88778222727,498.4,0.26356912,296.6715986533095,1.4752592e-07,4998.539,1.0112191,0.00087756815,1.1324877,1,296.08199850488296,4983.844893497435,300,0.7,1.0011344,0.0133074755,4983.844893497435,100,0.0033333332,25922.88778222727,24.492731,4808.4995
0.01,4999.952196519373,0.002623565592407627,500.0,1.0,300.0,3.5044917e-18,4999.9526,1.0,0.01,1.0,2,100.0,4999.952196519373,300,0.7,1.0,,4999.952196519373,100,0.009999998,0.002623565592407627,0.05095048,4672.626
0.005,4999.943356108613,0.002779476056501917,500.0,1.0,300.0,2.179301e-19,4999.9478,1.0,0.005,1.0,2,200.00000010221265,4999.943356108613,300,0.7,1.0,,4999.943356108613,100,0.0049999994,0.002779476056501917,0.05189952,4768.4927
0.0033333334,4999.945214815645,0.006489615248087973,500.0,1.0,300.0,5.4391416e-20,4999.947,1.0,0.0033333334,1.0,1,299.999969473632,4999.945214815645,300,0.7,1.0,,4999.945214815645,100,0.0033333336,0.006489615248087973,0.062762655,4810.9644
0.01,4999.949374742546,0.0019924082116926124,500.0,1.0,300.0,3.5044917e-18,4999.949,1.0,0.01,1.0,2,100.0,4999.949374742546,300,0.7,1.0,,4999.949374742546,100,0.009999998,0.0019924082116926124,0.044398434,4672.6226
0.005,4999.951858839844,0.002081772775391355,500.0,1.0,300.0,2.179301e-19,4999.95,1.0,0.005,1.0,2,200.00000010221265,4999.951858839844,300,0.7,1.0,,4999.951858839844,100,0.0049999994,0.002081772775391355,0.04491844,4768.495
0.0033409477,4999.954922128186,0.001858356049434086,500.0,0.997332,299.99985694892075,7.386194e-12,4999.9526,1.0000005,0.003324206,1.0023549,1,299.99978727518356,4999.954922128186,300,0.7,1.0000705,6.648529e-07,4999.954922128186,100,0.0033333334,0.001858356049434086,0.044295,4810.97
0.01,4999.952862685049,0.0020660327552987304,500.0,1.0,300.0,3.5044917e-18,4999.9526,1.0,0.01,1.0,2,100.0,4999.952862685049,300,0.7,1.0,,4999.952862685049,100,0.009999998,0.0020660327552987304,0.045238853,4672.626
0.005,4999.9491328259755,0.0027144021574851272,500.0,1.0,300.0,2.179301e-19,4999.95,1.0,0.005,1.0,2,200.00000010221265,4999.9491328259755,300,0.7,1.0,,4999.9491328259755,100,0.0049999994,0.0027144021574851272,0.04869561,4768.495
0.0033333334,4999.95505569469,0.0018645951456419476,500.0,1.0,300.0,5.4391416e-20,4999.9526,1.0,0.0033333334,1.0,1,299.999969473632,4999.95505569469,300,0.7,1.0,,4999.95505569469,100,0.0033333336,0.0018645951456419476,0.046891544,4810.97
0.01,4999.9441930857065,0.0037836739459356466,500.0,1.0,300.0,3.5044917e-18,4999.9443,1.0,0.01,1.0,2,100.0,4999.9441930857065,300,0.7,1.0,,4999.9441930857065,100,0.009999998,0.0037836739459356466,0.06121705,4672.6177
0.005,4999.941039254828,0.003175857882094544,500.0,1.0,300.0,2.179301e-19,4999.9424,1.0,0.005,1.0,2,200.00000010221265,4999.941039254828,300,0.7,1.0,,4999.941039254828,100,0.0049999994,0.003175857882094544,0.058724917,4768.4873
0.0033373917,4999.948147751567,0.002290687028370676,500.0,0.99840397,299.9999642372174,2.4322562e-12,4999.945,1.0000001,0.0033280551,1.0012048,1,299.99993337783206,4999.948147751567,300,0.7,0.99998736,2.1889578e-07,4999.948147751567,100,0.0033333332,0.002290687028370676,0.05531667,4810.9624
0.01,4999.95874341568,0.002115007326561493,500.0,1.0,300.0,3.5044917e-18,4999.959,1.0,0.01,1.0,2,100.0,4999.95874341568,300,0.7,1.0,,4999.95874341568,100,0.009999998,0.002115007326561493,0.045741346,4672.6323
0.005,4999.947711413551,0.005569496143817117,500.0,1.0,300.0,2.179301e-19,4999.953,1.0,0.005,1.0,2,200.00000010221265,4999.947711413551,300,0.7,1.0,,4999.947711413551,100,0.0049999994,0.005569496143817117,0.06191875,4768.498
0.0033438888,4999.951319617545,0.0025018215671990286,500.0,0.9802657,299.9988555951859,7.4193054e-11,4999.953,1.0000038,0.0032685257,1.0028678,1,299.99800187454133,4999.951319617545,300,0.7,0.99970216,6.6733933e-06,4999.951319617545,100,0.0033333334,0.0025018215671990286,0.057798654,4810.9707
0.01,4999.943693856184,0.0036078561996577647,500.0,1.0,300.0,3.5044917e-18,4999.9434,1.0,0.01,1.0,2,100.0,4999.943693856184,300,0.7,1.0,,4999.943693856184,100,0.009999998,0.0036078561996577647,0.059782796,4672.6167
0.005,4999.948528788612,0.0024866704205497507,500.0,1.0,300.0,2.179301e-19,4999.9463,1.0,0.005,1.0,2,200.00000010221265,4999.948528788612,300,0.7,1.0,,4999.948528788612,100,0.0049999994,0.0024866704205497507,0.0550008,4768.491
0.0033358193,4999.948813548899,0.0021192141578158324,500.0,0.9983046,299.9999642372174,1.4702071e-12,4999.9478,1.0000001,0.003327689,1.0007437,1,299.99993807529455,4999.948813548899,300,0.7,0.999998,1.323179e-07,4999.948813548899,100,0.0033333334,0.0021192141578158324,0.05212408,4810.9653
0.01,4999.95554544288,0.0019789302413323506,500.0,1.0,300.0,3.5044917e-18,4999.955,1.0,0.01,1.0,2,100.0,4999.95554544288,300,0.7,1.0,,4999.95554544288,100,0.009999998,0.0019789302413323506,0.044291466,4672.6284
0.005,4999.950865038501,0.0023368369494597215,500.0,1.0,300.0,2.179301e-19,4999.953,1.0,0.005,1.0,2,200.00000010221265,4999.950865038501,300,0.7,1.0,,4999.950865038501,100,0.0049999994,0.0023368369494597215,0.046303354,4768.498
0.003349133,4999.951903858288,0.002395242478196634,500.0,0.99553156,299.9993205085886,2.7091853e-11,4999.953,1.0000023,0.003318099,1.0048428,1,299.99926277251285,4999.951903858288,300,0.7,1.0001023,2.438762e-06,4999.951903858288,100,0.0033333332,0.002395242478196634,0.047084767,4810.9707
0.01,4999.950137326781,0.0034419897725213393,500.0,1.0,300.0,3.5044917e-18,4999.9497,1.0,0.01,1.0,2,100.0,4999.950137326781,300,0.7,1.0,,4999.950137326781,100,0.009999998,0.0034419897725213393,0.058349688,4672.623
0.005,4999.953505805382,0.0018214928778587677,500.0,1.0,300.0,2.179301e-19,4999.9517,1.0,0.005,1.0,2,200.00000010221265,4999.953505805382,300,0.7,1.0,,4999.953505805382,100,0.0049999994,0.0018214928778587677,0.05104732,4768.4966
0.0033333334,4999.952671969171,0.0019323776009051547,500.0,1.0,300.0,5.4391416e-20,4999.9526,1.0,0.0033333334,1.0,1,299.999969473632,4999.952671969171,300,0.7,1.0,,4999.952671969171,100,0.0033333336,0.0019323776009051547,0.048728667,4810.97
0.01,4999.955927339178,0.002280289046849158,500.0,1.0,300.0,3.5044917e-18,4999.9556,1.0,0.01,1.0,2,100.0,4999.955927339178,300,0.7,1.0,,4999.955927339178,100,0.009999998,0.002280289046849158,0.04750171,4672.629
0.005,4999.943139159597,0.003555318790374234,500.0,1.0,300.0,2.179301e-19,4999.949,1.0,0.005,1.0,2,200.00000010221265,4999.943139159597,300,0.7,1.0,,4999.943139159597,100,0.0049999994,0.003555318790374234,0.054121558,4768.494
0.0033508379,4999.960174120756,0.0016978968007021083,500.0,0.99473864,299.99914169557087,3.534303e-11,4999.9536,1.0000029,0.0033156332,1.0053005,1,299.9990001600961,4999.960174120756,300,0.7,1.0000489,3.1811833e-06,4999.960174120756,100,0.0033333336,0.0016978968007021083,0.050326586,4810.971
0.01,4999.951605241415,0.0017412701019131598,500.0,1.0,300.0,3.5044917e-18,4999.9517,1.0,0.01,1.0,2,100.0,4999.951605241415,300,0.7,1.0,,4999.951605241415,100,0.009999998,0.0017412701019131598,0.04149273,4672.625
0.005,4999.9451907030625,0.005464296317884502,500.0,1.0,300.0,2.179301e-19,4999.948,1.0,0.005,1.0,2,200.00000010221265,4999.9451907030625,300,0.7,1.0,,4999.9451907030625,100,0.0049999994,0.005464296317884502,0.059798248,4768.493
0.0033333334,4999.939125713241,0.00321112671953337,500.0,1.0,300.0,5.4391416e-20,4999.946,1.0,0.0033333334,1.0,1,299.999969473632,4999.939125713241,300,0.7,1.0,,4999.939125713241,100,0.0033333336,0.00321112671953337,0.05884323,4810.9634
0.01,4999.942295738236,0.0039866890633522235,500.0,1.0,300.0,3.5044917e-18,4999.942,1.0,0.01,1.0,2,100.0,4999.942295738236,300,0.7,1.0,,4999.942295738236,100,0.009999998,0.0039866890633522235,0.06282859,4672.615
0.005,4999.947519610059,0.0032457933130305124,500.0,1.0,300.0,2.179301e-19,4999.945,1.0,0.005,1.0,2,200.00000010221265,4999.947519610059,300,0.7,1.0,,4999.947519610059,100,0.0049999994,0.0032457933130305124,0.05990743,4768.4897
0.0033422718,4999.951224185015,0.003005406549493291,500.0,0.9941837,299.9994993218195,2.420551e-11,4999.9478,1.0000017,0.0033143142,1.00257,1,299.9993304693223,4999.951224185015,300,0.7,0.99988884,2.1780154e-06,4999.951224185015,100,0.0033333334,0.003005406549493291,0.058187976,4810.9653
0.01,4999.949140888533,0.00200197046229559,500.0,1.0,300.0,3.5044917e-18,4999.949,1.0,0.01,1.0,2,100.0,4999.949140888533,300,0.7,1.0,,4999.949140888533,100,0.009999998,0.00200197046229559,0.044512182,4672.6226
0.005,4999.954622026861,0.002259716509908473,500.0,1.0,300.0,2.179301e-19,4999.9517,1.0,0.005,1.0,2,200.00000010221265,4999.954622026861,300,0.7,1.0,,4999.954622026861,100,0.0049999994,0.002259716509908473,0.046016514,4768.4966
0.003340111,4999.954824825116,0.00217024632757353,500.0,0.9958541,299.9997138979779,1.2599913e-11,4999.9536,1.000001,0.0033196474,1.001993,1,299.99971778370116,4999.954824825116,300,0.7,0.9999597,1.1338981e-06,4999.954824825116,100,0.0033333334,0.00217024632757353,0.046132542,4810.971
0.01,4999.948717213723,0.0025870604251557526,500.0,1.0,300.0,3.5044917e-18,4999.9487,1.0,0.01,1.0,2,100.0,4999.948717213723,300,0.7,1.0,,4999.948717213723,100,0.009999998,0.0025870604251557526,0.050595667,4672.622
