BatchSize,eRenyi2,MinVanillaIw,AvgVanillaIw,AvgNormIw,AvgDiscRet,MinNormIw,VarDiscRet,VarVanillaIw,VarJ,VarRet,VanillaAvgRet,ESSClassic,EpsThisIter,J,MaxNormIw,Bound,ESSRenyi,VarNormIw,AvgRet,IterType,AvgEpLen,MaxVanillaIw
300,1.0,1.0,1.0,0.0049999994,4998.731658884067,0.005,292.8447739196347,,17.069887,292.8447739196347,4998.731658884067,200.00000010221265,100,4998.7314,0.005,4701.1733,300.0,2.179301e-19,4998.731658884067,2,499.885,1.0
400,1.0000002,0.99926865,1.0000129,0.003333333,4999.134984042704,0.0033308528,195.23102874241104,3.5851454e-07,13.962072,0.045193978087077674,4999.928381665245,299.99992942234314,100,4999.1343,0.0033423782,4756.179,399.9999046325911,3.983373e-12,4999.928381665245,,500.0,1.0027263
400,1.0,1.0,1.0,0.0024999997,4999.930214507924,0.0025,0.0414244190358642,,0.20327428,0.0414244190358642,4999.930214507924,400.0,100,4999.9307,0.0025,4789.5254,400.0,5.434597e-20,4999.930214507924,1,500.0,1.0
400,1.0,1.0,1.0,0.009999998,4999.896451527184,0.01,0.10319294287458866,,0.31963718,0.10319294287458866,4999.896451527184,100.0,100,4999.8965,0.01,4579.086,400.0,3.5044917e-18,4999.896451527184,2,500.0,1.0
400,1.0,1.0,1.0,0.0049999994,4977.66581364932,0.005,99025.93180103123,,313.89615,99025.93180103123,4977.66581364932,200.00000010221265,100,4977.666,0.005,4680.108,400.0,2.179301e-19,4977.66581364932,2,497.78,1.0
400,1.0,1.0,1.0,0.0033333336,4973.652143187406,0.0033333334,104898.60218961386,,323.3403,104898.60218961386,4973.652143187406,299.999969473632,100,4973.6523,0.0033333334,4730.6973,400.0,5.4391416e-20,4973.652143187406,2,497.38,1.0
500,1.0,1.0,1.0,0.0024999997,4980.223229491262,0.0025,78738.08883614183,,280.2521,0.0414244190358642,4999.930214507924,400.0,100,4980.223,0.0025,4769.818,500.0,5.434597e-20,4999.930214507924,,500.0,1.0
500,1.0065527,0.54501915,0.9998303,0.002,4995.9065617407505,0.0010902233,5709.430529293457,0.0074212425,45.1361,5709.430529293457,4995.9065617407505,496.3228156353773,100,4997.402,0.0022850991,4808.594,496.7449810364708,2.9695046e-08,4995.9065617407505,1,499.602,1.1423557
500,1.0,1.0,1.0,0.009999998,4999.94189750169,0.01,0.003244884151166321,,0.056673806,0.003244884151166321,4999.94189750169,100.0,100,4999.942,0.01,4579.1313,500.0,3.5044917e-18,4999.94189750169,2,500.0,1.0
500,1.0,1.0,1.0,0.0049999994,4999.944383943726,0.005,0.003132342300014394,,0.05581883,0.003132342300014394,4999.944383943726,200.00000010221265,100,4999.9443,0.005,4702.386,500.0,2.179301e-19,4999.944383943726,2,500.0,1.0
500,1.0,1.0,1.0,0.0033333336,4999.940262891752,0.0033333334,0.0049496595778411685,,0.070220254,0.0049496595778411685,4999.940262891752,299.999969473632,100,4999.9404,0.0033333334,4756.9854,500.0,5.4391416e-20,4999.940262891752,2,500.0,1.0
500,1.0,1.0,1.0,0.0024999997,4991.684566521499,0.0025,27249.18783921162,,164.86682,27249.18783921162,4991.684566521499,400.0,100,4991.6846,0.0025,4781.2793,500.0,5.434597e-20,4991.684566521499,2,499.1775,1.0
500,1.0137554,0.5095499,1.0024072,0.002,4993.335796414412,0.0010166526,21799.357634443586,0.014072339,75.05221,21799.357634443586,4993.335796414412,493.1078982666017,100,4996.5835,0.0024181497,4807.1016,493.2156020280816,5.6019335e-08,4993.335796414412,1,499.342,1.2119853
500,1.0,1.0,1.0,0.009999998,4999.9323776603505,0.01,0.00431166300812074,,0.06533634,0.00431166300812074,4999.9323776603505,100.0,100,4999.9316,0.01,4579.121,500.0,3.5044917e-18,4999.9323776603505,2,500.0,1.0
500,1.0,1.0,1.0,0.0049999994,4999.92986804799,0.005,0.005525040224527488,,0.07412631,0.005525040224527488,4999.92986804799,200.00000010221265,100,4999.9297,0.005,4702.3716,500.0,2.179301e-19,4999.92986804799,2,500.0,1.0
500,1.0,1.0,1.0,0.0033333336,4999.930582478219,0.0033333334,0.005368037238511741,,0.07313298,0.005368037238511741,4999.930582478219,299.999969473632,100,4999.9307,0.0033333334,4756.9756,500.0,5.4391416e-20,4999.930582478219,2,500.0,1.0
500,1.0,1.0,1.0,0.0024999997,4996.0338262236955,0.0025,6083.606076276528,,77.89992,6083.606076276528,4996.0338262236955,400.0,100,4996.034,0.0025,4785.629,500.0,5.434597e-20,4996.0338262236955,2,499.6125,1.0
500,1.0067908,0.3814616,1.0015931,0.002,4996.813754258573,0.0007617097,4866.885362333719,0.0066952864,26.576166,4866.885362333719,4996.813754258573,496.6917357707958,100,4998.746,0.0021672,4809.916,496.6275230822112,2.6696018e-08,4996.813754258573,1,499.69,1.0853263
500,1.0,1.0,1.0,0.009999998,4994.942313454248,0.01,2500.6564019309303,,49.75588,2500.6564019309303,4994.942313454248,100.0,100,4994.9424,0.01,4574.132,500.0,3.5044917e-18,4994.942313454248,2,499.51,1.0
500,1.0,1.0,1.0,0.0049999994,4997.435667476554,0.005,1250.2956716503038,,35.271,1250.2956716503038,4997.435667476554,200.00000010221265,100,4997.4355,0.005,4699.8774,500.0,2.179301e-19,4997.435667476554,2,499.755,1.0
500,1.0,1.0,1.0,0.0033333336,4986.403335431116,0.0033333334,43058.03220495355,,207.15816,43058.03220495355,4986.403335431116,299.999969473632,100,4986.404,0.0033333334,4743.4487,500.0,5.4391416e-20,4986.403335431116,2,498.6533333333333,1.0
500,1.0,1.0,1.0,0.0024999997,4977.763590265216,0.0025,89899.45110012658,,299.45734,89899.45110012658,4977.763590265216,400.0,100,4977.764,0.0025,4767.359,500.0,5.434597e-20,4977.763590265216,2,497.79,1.0
500,1.0372226,0.14090547,1.0103664,0.002,4982.199587426943,0.00027891953,71962.39981506798,0.037177082,55.418697,71962.39981506798,4982.199587426943,482.4646659459858,100,4996.0854,0.002613058,4804.423,482.0565889279374,1.4567247e-07,4982.199587426943,1,498.232,1.3200731
500,1.0,1.0,1.0,0.009999998,4999.9407522725205,0.01,0.007075287429755947,,0.08370346,0.007075287429755947,4999.9407522725205,100.0,100,4999.9404,0.01,4579.13,500.0,3.5044917e-18,4999.9407522725205,2,500.0,1.0
500,1.0,1.0,1.0,0.0049999994,4999.941441472814,0.005,0.00479863238114349,,0.06911021,0.00479863238114349,4999.941441472814,200.00000010221265,100,4999.9414,0.005,4702.3833,500.0,2.179301e-19,4999.941441472814,2,500.0,1.0
500,1.0,1.0,1.0,0.0033333336,4999.940275062444,0.0033333334,0.004579471719324592,,0.06757265,0.004579471719324592,4999.940275062444,299.999969473632,100,4999.9404,0.0033333334,4756.9854,500.0,5.4391416e-20,4999.940275062444,2,500.0,1.0
500,1.0,1.0,1.0,0.0024999997,4999.941019078572,0.0025,0.004172861818204599,,0.064525455,0.004172861818204599,4999.941019078572,400.0,100,4999.941,0.0025,4789.5356,500.0,5.434597e-20,4999.941019078572,2,500.0,1.0
500,1.0073442,0.27985764,0.9918143,0.0019999999,4996.520621274332,0.00056433474,5847.989586260045,0.008060941,21.587608,5847.989586260045,4996.520621274332,495.9441544971716,100,4998.976,0.0022108452,4810.094,496.3546493959444,3.277819e-08,4996.520621274332,1,499.66,1.096374
500,1.0,1.0,1.0,0.009999998,4999.94870778752,0.01,0.00301033363182253,,0.054603204,0.00301033363182253,4999.94870778752,100.0,100,4999.9487,0.01,4579.138,500.0,3.5044917e-18,4999.94870778752,2,500.0,1.0
500,1.0,1.0,1.0,0.0049999994,4999.947377470582,0.005,0.0027367664275093364,,0.052191626,0.0027367664275093364,4999.947377470582,200.00000010221265,100,4999.9473,0.005,4702.389,500.0,2.179301e-19,4999.947377470582,2,500.0,1.0
500,1.0,1.0,1.0,0.0033333336,4999.9470518841845,0.0033333334,0.002750669423306533,,0.052367985,0.002750669423306533,4999.9470518841845,299.999969473632,100,4999.947,0.0033333334,4756.9917,500.0,5.4391416e-20,4999.9470518841845,2,500.0,1.0
500,1.0,1.0,1.0,0.0024999997,4999.947246987018,0.0025,0.0027855813945129927,,0.052719645,0.0027855813945129927,4999.947246987018,400.0,100,4999.9473,0.0025,4789.542,500.0,5.434597e-20,4999.947246987018,2,500.0,1.0
500,1.0,1.0,1.0,0.0020000003,4999.946677110456,0.002,0.0027727560733977513,,0.05261668,0.0027727560733977513,4999.946677110456,500.00000664260017,100,4999.9473,0.002,4811.755,500.0,5.431875e-20,4999.946677110456,1,500.0,1.0
500,1.0,1.0,1.0,0.009999998,4999.924569028575,0.01,0.013295974374454053,,0.114748515,0.013295974374454053,4999.924569028575,100.0,100,4999.9243,0.01,4579.114,500.0,3.5044917e-18,4999.924569028575,2,500.0,1.0
500,1.0,1.0,1.0,0.0049999994,4999.936603757809,0.005,0.008179215745982746,,0.0902223,0.008179215745982746,4999.936603757809,200.00000010221265,100,4999.9365,0.005,4702.3784,500.0,2.179301e-19,4999.936603757809,2,500.0,1.0
500,1.0,1.0,1.0,0.0033333336,4999.939813987979,0.0033333334,0.0064097601358337275,,0.07993411,0.0064097601358337275,4999.939813987979,299.999969473632,100,4999.9395,0.0033333334,4756.9844,500.0,5.4391416e-20,4999.939813987979,2,500.0,1.0
500,1.0,1.0,1.0,0.0024999997,4999.940527452008,0.0025,0.0056502789725051804,,0.075079285,0.0056502789725051804,4999.940527452008,400.0,100,4999.9404,0.0025,4789.535,500.0,5.434597e-20,4999.940527452008,2,500.0,1.0
500,1.0,1.0,1.0,0.0020000003,4999.939947753835,0.002,0.0053257223147075245,,0.07290817,0.0053257223147075245,4999.939947753835,500.00000664260017,100,4999.9404,0.002,4811.748,500.0,5.431875e-20,4999.939947753835,1,500.0,1.0
500,1.0,1.0,1.0,0.009999998,4999.947122517592,0.01,0.003539334355951965,,0.059183195,0.003539334355951965,4999.947122517592,100.0,100,4999.9473,0.01,4579.1367,500.0,3.5044917e-18,4999.947122517592,2,500.0,1.0
500,1.0,1.0,1.0,0.0049999994,4999.947652185699,0.005,0.003285546269142278,,0.057171497,0.003285546269142278,4999.947652185699,200.00000010221265,100,4999.9478,0.005,4702.3896,500.0,2.179301e-19,4999.947652185699,2,500.0,1.0
500,1.0,1.0,1.0,0.0033333336,4999.941843425242,0.0033333334,0.005929214257045228,,0.076858155,0.005929214257045228,4999.941843425242,299.999969473632,100,4999.942,0.0033333334,4756.987,500.0,5.4391416e-20,4999.941843425242,2,500.0,1.0
500,1.0,1.0,1.0,0.0024999997,4999.942726999326,0.0025,0.005357229387947583,,0.07309099,0.005357229387947583,4999.942726999326,400.0,100,4999.9434,0.0025,4789.538,500.0,5.434597e-20,4999.942726999326,2,500.0,1.0
500,1.0,0.99930537,1.0000049,0.0019999999,4999.941925601888,0.001998601,0.005421851376238879,2.3260727e-08,0.07353752,0.005421851376238879,4999.941925601888,500.00002739919967,100,4999.943,0.0020007484,4811.7505,500.0,9.304204e-14,4999.941925601888,1,500.0,1.0003791
500,1.0,1.0,1.0,0.009999998,4999.942449560502,0.01,0.004170134029644286,,0.064226955,0.004170134029644286,4999.942449560502,100.0,100,4999.9424,0.01,4579.132,500.0,3.5044917e-18,4999.942449560502,2,500.0,1.0
500,1.0,1.0,1.0,0.0049999994,4999.940824790095,0.005,0.0035421795342459378,,0.059351794,0.0035421795342459378,4999.940824790095,200.00000010221265,100,4999.941,0.005,4702.383,500.0,2.179301e-19,4999.940824790095,2,500.0,1.0
500,1.0,1.0,1.0,0.0033333336,4999.939124833157,0.0033333334,0.003859078724813145,,0.062002536,0.003859078724813145,4999.939124833157,299.999969473632,100,4999.939,0.0033333334,4756.984,500.0,5.4391416e-20,4999.939124833157,2,500.0,1.0
500,1.0,1.0,1.0,0.0024999997,4999.941484411017,0.0025,0.0035114713137035253,,0.059167836,0.0035114713137035253,4999.941484411017,400.0,100,4999.9414,0.0025,4789.536,500.0,5.434597e-20,4999.941484411017,2,500.0,1.0
500,1.0000015,0.99375534,1.0000641,0.002,4999.940305027644,0.0019873832,0.0036462516132290254,2.1064106e-06,0.060243238,0.0036462516132290254,4999.940305027644,499.99892502015587,100,4999.941,0.0020081932,4811.7485,499.99922514081874,8.424558e-12,4999.940305027644,1,500.0,1.0041609
500,1.0,1.0,1.0,0.009999998,4999.935652379096,0.01,0.0036091750557418986,,0.05979952,0.0036091750557418986,4999.935652379096,100.0,100,4999.935,0.01,4579.1245,500.0,3.5044917e-18,4999.935652379096,2,500.0,1.0
500,1.0,1.0,1.0,0.0049999994,4999.936605643597,0.005,0.003566766748064635,,0.059577424,0.003566766748064635,4999.936605643597,200.00000010221265,100,4999.9365,0.005,4702.3784,500.0,2.179301e-19,4999.936605643597,2,500.0,1.0
500,1.0,1.0,1.0,0.0033333336,4999.938242993809,0.0033333334,0.0035483382623884402,,0.059475202,0.0035483382623884402,4999.938242993809,299.999969473632,100,4999.938,0.0033333334,4756.983,500.0,5.4391416e-20,4999.938242993809,2,500.0,1.0
500,1.0,1.0,1.0,0.0024999997,4999.936896110278,0.0025,0.0035663182413672736,,0.05965234,0.0035663182413672736,4999.936896110278,400.0,100,4999.937,0.0025,4789.5317,500.0,5.434597e-20,4999.936896110278,2,500.0,1.0
500,1.0,1.0,1.0,0.0020000003,4999.938204024389,0.002,0.003552718209148407,,0.059557673,0.003552718209148407,4999.938204024389,500.00000664260017,100,4999.939,0.002,4811.7466,500.0,5.431875e-20,4999.938204024389,1,500.0,1.0
500,1.0,1.0,1.0,0.009999998,4999.946470363217,0.01,0.0029107609454692286,,0.053688984,0.0029107609454692286,4999.946470363217,100.0,100,4999.9463,0.01,4579.1357,500.0,3.5044917e-18,4999.946470363217,2,500.0,1.0
500,1.0,1.0,1.0,0.0049999994,4999.944547976198,0.005,0.0032780154864736548,,0.05711973,0.0032780154864736548,4999.944547976198,200.00000010221265,100,4999.945,0.005,4702.3867,500.0,2.179301e-19,4999.944547976198,2,500.0,1.0
500,1.0,1.0,1.0,0.0033333336,4999.942117761902,0.0033333334,0.0036953777495821335,,0.060690314,0.0036953777495821335,4999.942117761902,299.999969473632,100,4999.9424,0.0033333334,4756.9873,500.0,5.4391416e-20,4999.942117761902,2,500.0,1.0
500,1.0,1.0,1.0,0.0024999997,4999.943195929671,0.0025,0.0035155003926226136,,0.059222016,0.0035155003926226136,4999.943195929671,400.0,100,4999.9434,0.0025,4789.538,500.0,5.434597e-20,4999.943195929671,2,500.0,1.0
500,1.0,1.0,1.0,0.0020000003,4999.943757648824,0.002,0.0033598802395672085,,0.05791621,0.0033598802395672085,4999.943757648824,500.00000664260017,100,4999.9443,0.002,4811.752,500.0,5.431875e-20,4999.943757648824,1,500.0,1.0
500,1.0,1.0,1.0,0.009999998,4999.947670682674,0.01,0.0028088872391390427,,0.0527445,0.0028088872391390427,4999.947670682674,100.0,100,4999.9478,0.01,4579.137,500.0,3.5044917e-18,4999.947670682674,2,500.0,1.0
500,1.0,1.0,1.0,0.0049999994,4999.945674627505,0.005,0.003084360322157724,,0.055419546,0.003084360322157724,4999.945674627505,200.00000010221265,100,4999.9453,0.005,4702.387,500.0,2.179301e-19,4999.945674627505,2,500.0,1.0
500,1.0,1.0,1.0,0.0033333336,4999.94683379212,0.0033333334,0.002914829670732662,,0.053918716,0.002914829670732662,4999.94683379212,299.999969473632,100,4999.9473,0.0033333334,4756.992,500.0,5.4391416e-20,4999.94683379212,2,500.0,1.0
500,1.0,1.0,1.0,0.0024999997,4999.944164484982,0.0025,0.0036262200668215456,,0.060157396,0.0036262200668215456,4999.944164484982,400.0,100,4999.9443,0.0025,4789.539,500.0,5.434597e-20,4999.944164484982,2,500.0,1.0
500,1.0,1.0,1.0,0.0020000003,4999.944710265246,0.002,0.0036709299299276924,,0.060542326,0.0036709299299276924,4999.944710265246,500.00000664260017,100,4999.9453,0.002,4811.753,500.0,5.431875e-20,4999.944710265246,1,500.0,1.0
500,1.0,1.0,1.0,0.009999998,4999.944351511269,0.01,0.002956891524886408,,0.054112907,0.002956891524886408,4999.944351511269,100.0,100,4999.9443,0.01,4579.134,500.0,3.5044917e-18,4999.944351511269,2,500.0,1.0
500,1.0,1.0,1.0,0.0049999994,4999.942060537,0.005,0.0030085292671831326,,0.054723803,0.0030085292671831326,4999.942060537,200.00000010221265,100,4999.942,0.005,4702.384,500.0,2.179301e-19,4999.942060537,2,500.0,1.0
500,1.0,1.0,1.0,0.0033333336,4984.77606004403,0.0033333334,69017.73378935056,,262.27405,69017.73378935056,4984.77606004403,299.999969473632,100,4984.777,0.0033333334,4741.822,500.0,5.4391416e-20,4984.77606004403,2,498.4866666666667,1.0
500,1.0,1.0,1.0,0.0024999997,4988.5683700944455,0.0025,51763.30985400522,,227.23093,51763.30985400522,4988.5683700944455,400.0,100,4988.5684,0.0025,4778.163,500.0,5.434597e-20,4988.5683700944455,2,498.865,1.0
500,1.0220883,0.2760834,0.99606556,0.002,4990.098973509445,0.0005543479,41673.73658272235,0.02419403,56.89613,41673.73658272235,4990.098973509445,488.12069146039795,100,4997.1006,0.0023947847,4806.8413,489.19452972265356,9.754214e-08,4990.098973509445,1,499.02,1.1926813
500,1.0,1.0,1.0,0.009999998,4999.942239517902,0.01,0.0026354153023965938,,0.051075153,0.0026354153023965938,4999.942239517902,100.0,100,4999.9424,0.01,4579.132,500.0,3.5044917e-18,4999.942239517902,2,500.0,1.0
500,1.0,1.0,1.0,0.0049999994,4999.9434474646005,0.005,0.0027800923773254687,,0.05259148,0.0027800923773254687,4999.9434474646005,200.00000010221265,100,4999.9434,0.005,4702.3853,500.0,2.179301e-19,4999.9434474646005,2,500.0,1.0
500,1.0,1.0,1.0,0.0033333336,4968.273562589032,0.0033333334,150335.79334725984,,387.08484,150335.79334725984,4968.273562589032,299.999969473632,100,4968.2734,0.0033333334,4725.3184,500.0,5.4391416e-20,4968.273562589032,2,496.84,1.0
500,1.0,1.0,1.0,0.0024999997,4976.194222552387,0.0025,112846.3324422235,,335.50592,112846.3324422235,4976.194222552387,400.0,100,4976.194,0.0025,4765.7886,500.0,5.434597e-20,4976.194222552387,2,497.63,1.0
500,1.0236701,0.17217866,0.9897406,0.0020000003,4980.9431528872865,0.00034792683,90322.22775980616,0.026799073,203.3655,90322.22775980616,4980.9431528872865,486.71136408068264,100,4989.4126,0.0028291019,4799.0063,488.4386200943804,1.09430154e-07,4980.9431528872865,1,498.104,1.4000385
500,1.0,1.0,1.0,0.009999998,4999.936464134243,0.01,0.0035332485865477094,,0.059132878,0.0035332485865477094,4999.936464134243,100.0,100,4999.9365,0.01,4579.126,500.0,3.5044917e-18,4999.936464134243,2,500.0,1.0
500,1.0,1.0,1.0,0.0049999994,4999.940474747246,0.005,0.0032678104583407975,,0.05701769,0.0032678104583407975,4999.940474747246,200.00000010221265,100,4999.9404,0.005,4702.3823,500.0,2.179301e-19,4999.940474747246,2,500.0,1.0
500,1.0,1.0,1.0,0.0033333336,4999.94211625135,0.0033333334,0.003379139714601322,,0.05804358,0.003379139714601322,4999.94211625135,299.999969473632,100,4999.943,0.0033333334,4756.988,500.0,5.4391416e-20,4999.94211625135,2,500.0,1.0
500,1.0,1.0,1.0,0.0024999997,4999.94206898515,0.0025,0.003372421857221185,,0.05801355,0.003372421857221185,4999.94206898515,400.0,100,4999.9414,0.0025,4789.536,500.0,5.434597e-20,4999.94206898515,2,500.0,1.0
500,1.0,1.0,1.0,0.0020000003,4999.943465183207,0.002,0.003270928008531073,,0.05714333,0.003270928008531073,4999.943465183207,500.00000664260017,100,4999.944,0.002,4811.7515,500.0,5.431875e-20,4999.943465183207,1,500.0,1.0
500,1.0,1.0,1.0,0.009999998,4999.945618835046,0.01,0.002882244914431767,,0.053420197,0.002882244914431767,4999.945618835046,100.0,100,4999.9453,0.01,4579.135,500.0,3.5044917e-18,4999.945618835046,2,500.0,1.0
500,1.0,1.0,1.0,0.0049999994,4999.943098564005,0.005,0.00281974197110124,,0.05297658,0.00281974197110124,4999.943098564005,200.00000010221265,100,4999.943,0.005,4702.385,500.0,2.179301e-19,4999.943098564005,2,500.0,1.0
500,1.0,1.0,1.0,0.0033333336,4999.946623610581,0.0033333334,0.0026138671225757405,,0.0510364,0.0026138671225757405,4999.946623610581,299.999969473632,100,4999.947,0.0033333334,4756.9917,500.0,5.4391416e-20,4999.946623610581,2,500.0,1.0
500,1.0,1.0,1.0,0.0024999997,4999.944782918127,0.0025,0.0034093163100297466,,0.058313493,0.0034093163100297466,4999.944782918127,400.0,100,4999.945,0.0025,4789.5396,500.0,5.434597e-20,4999.944782918127,2,500.0,1.0
500,1.0,1.0,1.0,0.0020000003,4999.944841456488,0.002,0.0033637002584801204,,0.057938,0.0033637002584801204,4999.944841456488,500.00000664260017,100,4999.9453,0.002,4811.753,500.0,5.431875e-20,4999.944841456488,1,500.0,1.0
500,1.0,1.0,1.0,0.009999998,4999.938157325767,0.01,0.004429244431199545,,0.066230714,0.004429244431199545,4999.938157325767,100.0,100,4999.938,0.01,4579.1274,500.0,3.5044917e-18,4999.938157325767,2,500.0,1.0
500,1.0,1.0,1.0,0.0049999994,4999.940333552684,0.005,0.005211965208536687,,0.07200403,0.005211965208536687,4999.940333552684,200.00000010221265,100,4999.9404,0.005,4702.3823,500.0,2.179301e-19,4999.940333552684,2,500.0,1.0
500,1.0,1.0,1.0,0.0033333336,4999.941283687741,0.0033333334,0.004966509703254943,,0.070348874,0.004966509703254943,4999.941283687741,299.999969473632,100,4999.941,0.0033333334,4756.986,500.0,5.4391416e-20,4999.941283687741,2,500.0,1.0
500,1.0,1.0,1.0,0.0024999997,4999.9407488538745,0.0025,0.00451793586411764,,0.06712686,0.00451793586411764,4999.9407488538745,400.0,100,4999.9404,0.0025,4789.535,500.0,5.434597e-20,4999.9407488538745,2,500.0,1.0
500,1.0,1.0,1.0,0.0020000003,4999.942386180051,0.002,0.004120446753127445,,0.06412612,0.004120446753127445,4999.942386180051,500.00000664260017,100,4999.943,0.002,4811.7505,500.0,5.431875e-20,4999.942386180051,1,500.0,1.0
500,1.0,1.0,1.0,0.009999998,4999.945610673797,0.01,0.0024651040601829564,,0.049397055,0.0024651040601829564,4999.945610673797,100.0,100,4999.946,0.01,4579.1353,500.0,3.5044917e-18,4999.945610673797,2,500.0,1.0
