AvgDiscRet,Bound,VarVanillaIw,AvgRet,BatchSize,eRenyi2,AvgNormIw,VarJ,IterType,VarDiscRet,ESSRenyi,VarRet,MinVanillaIw,VarNormIw,MaxVanillaIw,MaxNormIw,MinNormIw,AvgVanillaIw,ESSClassic,VanillaAvgRet,J,EpsThisIter,Delta,AvgEpLen
4666.19468661,4432.22,,4666.19468661,500,1.0,0.01,7.23683,2,52.9007550197,500.0,52.9007550197,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.19468661,4666.19,100,0.8,500.0
4668.19090279,4501.75,,4668.19090279,500,1.0,0.005,6.32977,2,26.0277962206,500.0,26.0277962206,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4668.19090279,4667.19,100,0.8,500.0
4666.36229427,4531.83,,4666.36229427,500,1.0,0.00333333,6.79397,2,58.467090844,500.0,58.467090844,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4666.36229427,4666.92,100,0.8,500.0
4668.20535542,4550.25,,4668.20535542,500,1.0,0.0025,6.64101,2,37.0619123106,500.0,37.0619123106,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4668.20535542,4667.24,100,0.8,500.0
4667.57430684,4562.69,0.000334719,4667.57430684,500,1.0003,0.002,6.5571,1,40.0335341394,499.851747614,40.0335341394,0.930824,1.33807e-09,1.05722,0.00211381,0.00186109,1.0003,499.833077185,4667.57430684,4667.34,100,0.8,500.0
4668.23639504,4434.33,,4668.23639504,500,1.0,0.01,6.00043,2,36.3690170176,500.0,36.3690170176,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4668.23639504,4668.24,100,0.8,500.0
4667.76824799,4502.54,,4667.76824799,500,1.0,0.005,6.05244,2,37.5246287758,500.0,37.5246287758,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.76824799,4668.0,100,0.8,500.0
4667.65625361,4532.79,,4667.65625361,500,1.0,0.00333333,6.09022,2,38.3116822326,500.0,38.3116822326,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.65625361,4667.89,100,0.8,500.0
4667.54102476,4550.8,,4667.54102476,500,1.0,0.0025,6.30442,2,48.1020786275,500.0,48.1020786275,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.54102476,4667.8,100,0.8,500.0
4666.46711512,4562.92,0.00118358,4666.46711512,500,1.00098,0.002,6.61588,1,60.7563248017,499.511124333,60.7563248017,0.859636,4.735e-09,1.07012,0.0021404,0.00171939,0.999929,499.409897647,4666.46711512,4667.62,100,0.8,500.0
4666.64429606,4432.74,,4666.64429606,500,1.0,0.01,8.50596,2,73.0824583037,500.0,73.0824583037,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.64429606,4666.64,100,0.8,500.0
4666.68029583,4501.21,,4666.68029583,500,1.0,0.005,8.71421,2,80.3259620301,500.0,80.3259620301,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4666.68029583,4666.66,100,0.8,500.0
4667.58666325,4531.88,,4667.58666325,500,1.0,0.00333333,8.10326,2,44.9936637202,500.0,44.9936637202,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.58666325,4666.97,100,0.8,500.0
4666.62717684,4549.89,,4666.62717684,500,1.0,0.0025,7.90674,2,53.5247255005,500.0,53.5247255005,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4666.62717684,4666.88,100,0.8,500.0
4668.42151927,4562.58,0.00068063,4668.42151927,500,1.00067,0.002,7.72971,1,54.008137948,499.664055672,54.008137948,0.873775,2.71007e-09,1.06481,0.00212474,0.00174355,1.00229,499.662126522,4668.42151927,4667.26,100,0.8,500.0
4667.60544044,4433.74,,4667.60544044,500,1.0,0.01,6.10733,2,37.6763722838,500.0,37.6763722838,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.60544044,4667.61,100,0.8,500.0
4667.97403448,4502.34,,4667.97403448,500,1.0,0.005,6.54842,2,48.8852553038,500.0,48.8852553038,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.97403448,4667.79,100,0.8,500.0
4667.54770668,4532.62,,4667.54770668,500,1.0,0.00333333,6.62528,2,46.3442397153,500.0,46.3442397153,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.54770668,4667.71,100,0.8,500.0
4667.9598668,4550.78,,4667.9598668,500,1.0,0.0025,6.59579,2,42.7145762558,500.0,42.7145762558,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.9598668,4667.77,100,0.8,500.0
4666.35510326,4562.88,0.00058408,4666.35510326,500,1.00057,0.002,7.09495,1,83.2035820927,499.713287347,83.2035820927,0.886479,2.34062e-09,1.0617,0.00212535,0.00177459,0.999081,499.708114352,4666.35510326,4667.55,100,0.8,500.0
4667.54312144,4433.76,,4667.54312144,500,1.0,0.01,5.78379,2,33.7902061581,500.0,33.7902061581,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.54312144,4667.54,100,0.8,500.0
4667.31156572,4502.02,,4667.31156572,500,1.0,0.005,6.07163,2,40.6574927606,500.0,40.6574927606,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.31156572,4667.43,100,0.8,500.0
4668.35435993,4532.64,,4668.35435993,500,1.0,0.00333333,5.80551,2,27.0802930739,500.0,27.0802930739,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4668.35435993,4667.74,100,0.8,500.0
4667.44505201,4550.66,,4667.44505201,500,1.0,0.0025,6.48517,2,67.7312708284,500.0,67.7312708284,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.44505201,4667.66,100,0.8,500.0
4667.6618227,4563.05,0.000477881,4667.6618227,500,1.00043,0.002,6.41315,1,43.0815395508,499.784443365,43.0815395508,0.922207,1.91199e-09,1.05967,0.0021196,0.00184464,0.999878,499.761584174,4667.6618227,4667.72,100,0.8,500.0
4667.83144562,4433.85,,4667.83144562,500,1.0,0.01,6.81846,2,46.9610776419,500.0,46.9610776419,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.83144562,4667.83,100,0.8,500.0
4667.21429502,4502.07,,4667.21429502,500,1.0,0.005,6.93009,2,49.8694849359,500.0,49.8694849359,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.21429502,4667.52,100,0.8,500.0
4667.7485997,4532.51,,4667.7485997,500,1.0,0.00333333,7.23093,2,61.3866801675,500.0,61.3866801675,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.7485997,4667.6,100,0.8,500.0
4668.04813748,4550.72,,4668.04813748,500,1.0,0.0025,6.90918,2,34.2789414276,500.0,34.2789414276,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4668.04813748,4667.71,100,0.8,500.0
4668.87822746,4563.35,0.000917791,4668.87822746,500,1.00087,0.002,6.66061,1,36.4289729053,499.566335433,36.4289729053,0.8873,3.67109e-09,1.07688,0.00215374,0.00177458,1.00001,499.542396381,4668.87822746,4668.04,100,0.8,500.0
4665.86073975,4431.9,,4665.86073975,500,1.0,0.01,7.27072,2,53.397114669,500.0,53.397114669,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4665.86073975,4665.86,100,0.8,500.0
4668.50095556,4501.74,,4668.50095556,500,1.0,0.005,6.99443,2,41.9144353992,500.0,41.9144353992,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4668.50095556,4667.18,100,0.8,500.0
4666.27365224,4531.79,,4666.27365224,500,1.0,0.00333333,7.48071,2,70.1921034865,500.0,70.1921034865,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4666.27365224,4666.88,100,0.8,500.0
4666.93400911,4549.91,,4666.93400911,500,1.0,0.0025,7.39865,2,51.5902221542,500.0,51.5902221542,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4666.93400911,4666.89,100,0.8,500.0
4666.33134986,4562.2,0.00121278,4666.33134986,500,1.001,0.002,7.33548,1,58.5314690528,499.502677159,58.5314690528,0.822072,4.8645e-09,1.09184,0.00218669,0.00164641,0.998626,499.394051351,4666.33134986,4666.88,100,0.8,500.0
4667.47497823,4433.61,,4667.47497823,500,1.0,0.01,6.16921,2,38.4433357642,500.0,38.4433357642,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.47497823,4667.48,100,0.8,500.0
4667.13514246,4501.86,,4667.13514246,500,1.0,0.005,7.02681,2,61.2474571043,500.0,61.2474571043,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.13514246,4667.3,100,0.8,500.0
4668.7850464,4532.71,,4668.7850464,500,1.0,0.00333333,6.5522,2,28.8704067869,500.0,28.8704067869,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4668.7850464,4667.8,100,0.8,500.0
4667.83189148,4550.81,,4667.83189148,500,1.0,0.0025,6.42171,2,36.5236599872,500.0,36.5236599872,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.83189148,4667.81,100,0.8,500.0
4667.08680827,4563.05,0.000723389,4667.08680827,500,1.00069,0.002,6.68792,1,64.3763181556,499.656198552,64.3763181556,0.851018,2.89505e-09,1.05459,0.00210973,0.00170248,0.999741,499.639289023,4667.08680827,4667.73,100,0.8,500.0
4668.14882746,4434.33,,4668.14882746,500,1.0,0.01,5.5779,2,31.4276483519,500.0,31.4276483519,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4668.14882746,4668.15,100,0.8,500.0
4667.4403897,4502.37,,4667.4403897,500,1.0,0.005,6.29366,2,48.3398009725,500.0,48.3398009725,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.4403897,4667.79,100,0.8,500.0
4668.30200454,4532.89,,4668.30200454,500,1.0,0.00333333,6.10761,2,32.8452161542,500.0,32.8452161542,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4668.30200454,4667.96,100,0.8,500.0
4668.32063732,4551.06,,4668.32063732,500,1.0,0.0025,6.08123,2,36.2839502439,500.0,36.2839502439,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4668.32063732,4668.05,100,0.8,500.0
4667.19565966,4563.27,0.000348983,4667.19565966,500,1.00033,0.002,6.58569,1,70.4938890307,499.835545289,70.4938890307,0.927715,1.39471e-09,1.05684,0.00211274,0.00185462,1.00044,499.825706052,4667.19565966,4667.92,100,0.8,500.0
4667.53860957,4433.54,,4667.53860957,500,1.0,0.01,6.16037,2,38.3334450152,500.0,38.3334450152,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.53860957,4667.54,100,0.8,500.0
4666.44770883,4501.53,,4666.44770883,500,1.0,0.005,6.84419,2,55.6980799842,500.0,55.6980799842,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4666.44770883,4666.99,100,0.8,500.0
4667.54184884,4532.08,,4667.54184884,500,1.0,0.00333333,6.70735,2,41.4936303669,500.0,41.4936303669,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.54184884,4667.18,100,0.8,500.0
4667.17425868,4550.18,,4667.17425868,500,1.0,0.0025,6.63363,2,41.4696225933,500.0,41.4696225933,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.17425868,4667.18,100,0.8,500.0
4667.32258498,4562.58,0.000370012,4667.32258498,500,1.00035,0.002,6.59056,1,41.7188551675,499.82726583,41.7188551675,0.920093,1.4858e-09,1.04446,0.00209297,0.00184376,0.998063,499.81468495,4667.32258498,4667.24,100,0.8,500.0
4667.80197137,4433.81,,4667.80197137,500,1.0,0.01,6.00271,2,36.3966232076,500.0,36.3966232076,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.80197137,4667.8,100,0.8,500.0
4667.28257301,4502.09,,4667.28257301,500,1.0,0.005,6.24632,2,42.2884506957,500.0,42.2884506957,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.28257301,4667.54,100,0.8,500.0
4668.93143085,4532.91,,4668.93143085,500,1.0,0.00333333,6.35694,2,42.3365627318,500.0,42.3365627318,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4668.93143085,4668.01,100,0.8,500.0
4668.65317543,4551.17,,4668.65317543,500,1.0,0.0025,6.1535,2,30.2171565856,500.0,30.2171565856,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4668.65317543,4668.17,100,0.8,500.0
4666.85684304,4563.27,0.0001981,4666.85684304,500,1.00022,0.002,6.23069,1,42.1563863938,499.890708976,42.1563863938,0.943305,7.91538e-10,1.03747,0.0020738,0.00188558,1.00055,499.901292995,4666.85684304,4667.93,100,0.8,500.0
4667.80682641,4433.81,,4667.80682641,500,1.0,0.01,7.23499,2,52.8740162368,500.0,52.8740162368,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.80682641,4667.81,100,0.8,500.0
4667.47215429,4502.18,,4667.47215429,500,1.0,0.005,6.9566,2,44.8357106747,500.0,44.8357106747,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.47215429,4667.64,100,0.8,500.0
4666.40659517,4532.13,,4666.40659517,500,1.0,0.00333333,7.32672,2,63.8789705336,500.0,63.8789705336,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4666.40659517,4667.23,100,0.8,500.0
4668.64124122,4550.58,,4668.64124122,500,1.0,0.0025,6.98687,2,33.0567359945,500.0,33.0567359945,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4668.64124122,4667.58,100,0.8,500.0
4668.16649078,4563.08,0.000522036,4668.16649078,500,1.00049,0.002,6.90667,1,46.4829675143,499.754192138,46.4829675143,0.860054,2.08708e-09,1.05449,0.00210843,0.00171967,1.00025,499.739789049,4668.16649078,4667.75,100,0.8,500.0
4667.51169873,4433.54,,4667.51169873,500,1.0,0.01,7.89728,2,62.9964739531,500.0,62.9964739531,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.51169873,4667.51,100,0.8,500.0
4666.83147908,4501.73,,4666.83147908,500,1.0,0.005,7.48288,2,49.8878545707,500.0,49.8878545707,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4666.83147908,4667.17,100,0.8,500.0
4667.86542522,4532.32,,4667.86542522,500,1.0,0.00333333,7.28806,2,47.5148049258,500.0,47.5148049258,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.86542522,4667.4,100,0.8,500.0
4668.63826604,4550.71,,4668.63826604,500,1.0,0.0025,6.95616,2,33.39452816,500.0,33.39452816,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4668.63826604,4667.71,100,0.8,500.0
4668.07758278,4563.16,0.000439837,4668.07758278,500,1.00037,0.002,6.69779,1,33.3856004395,499.813626167,33.3856004395,0.91764,1.75836e-09,1.05044,0.00210028,0.00183476,1.00028,499.7808562,4668.07758278,4667.83,100,0.8,500.0
4667.24426288,4433.29,,4667.24426288,500,1.0,0.01,8.65539,2,75.6724632133,500.0,75.6724632133,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.24426288,4667.24,100,0.8,500.0
4668.65323478,4502.52,,4668.65323478,500,1.0,0.005,7.69308,2,42.8875804351,500.0,42.8875804351,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4668.65323478,4667.95,100,0.8,500.0
4667.1981196,4532.62,,4667.1981196,500,1.0,0.00333333,8.09219,2,78.492720671,500.0,78.492720671,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.1981196,4667.7,100,0.8,500.0
4667.97146693,4550.77,,4667.97146693,500,1.0,0.0025,7.73727,2,43.3888435129,500.0,43.3888435129,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.97146693,4667.77,100,0.8,500.0
4668.02480212,4563.22,0.00123334,4668.02480212,500,1.00107,0.002,7.26828,1,44.2389497554,499.466095867,44.2389497554,0.845078,4.92147e-09,1.10258,0.00220249,0.00168811,1.00121,499.386941005,4668.02480212,4667.92,100,0.8,500.0
4668.6205157,4434.77,,4668.6205157,500,1.0,0.01,5.68697,2,32.6680252522,500.0,32.6680252522,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4668.6205157,4668.62,100,0.8,500.0
4667.63737931,4502.7,,4667.63737931,500,1.0,0.005,6.33626,2,47.9507922199,500.0,47.9507922199,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.63737931,4668.13,100,0.8,500.0
4664.87366772,4531.97,,4664.87366772,500,1.0,0.00333333,12.8008,2,408.303413811,500.0,408.303413811,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4664.87366772,4667.04,100,0.8,499.86
4669.19654416,4550.6,,4669.19654416,500,1.0,0.0025,11.4634,2,30.8873561204,500.0,30.8873561204,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4669.19654416,4667.58,100,0.8,500.0
4667.50502892,4562.97,0.000838246,4667.50502892,500,1.00077,0.002,9.69482,1,42.4964914489,499.614000519,42.4964914489,0.855493,3.3642e-09,1.06387,0.0021313,0.00171384,0.998332,499.580821746,4667.50502892,4667.66,100,0.8,500.0
4667.84190682,4433.89,,4667.84190682,500,1.0,0.01,5.97754,2,36.091873048,500.0,36.091873048,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.84190682,4667.84,100,0.8,500.0
4667.23479927,4502.1,,4667.23479927,500,1.0,0.005,5.85562,2,32.9912809129,500.0,32.9912809129,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.23479927,4667.54,100,0.8,500.0
4666.68927359,4532.17,,4666.68927359,500,1.0,0.00333333,7.37835,2,95.2149428774,500.0,95.2149428774,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4666.68927359,4667.26,100,0.8,500.0
4667.66842221,4550.37,,4667.66842221,500,1.0,0.0025,7.18882,2,43.7049332785,500.0,43.7049332785,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.66842221,4667.36,100,0.8,500.0
4666.19871182,4562.51,0.000506168,4666.19871182,500,1.0005,0.002,7.15725,1,53.3382253589,499.750083494,53.3382253589,0.906926,2.02154e-09,1.05876,0.00211588,0.00181245,1.00078,499.747857711,4666.19871182,4667.18,100,0.8,500.0
4668.12345832,4434.2,,4668.12345832,500,1.0,0.01,6.73007,2,45.7512907087,500.0,45.7512907087,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4668.12345832,4668.12,100,0.8,500.0
4665.69851102,4501.5,,4665.69851102,500,1.0,0.005,7.86,2,76.085975428,500.0,76.085975428,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4665.69851102,4666.91,100,0.8,500.0
4667.89862766,4532.18,,4667.89862766,500,1.0,0.00333333,7.5628,2,47.8570053035,500.0,47.8570053035,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.89862766,4667.24,100,0.8,500.0
4668.61112574,4550.58,,4668.61112574,500,1.0,0.0025,7.17465,2,33.237870716,500.0,33.237870716,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4668.61112574,4667.58,100,0.8,500.0
4666.96868025,4562.85,0.000697895,4666.96868025,500,1.0007,0.002,7.36839,1,81.0678687677,499.648520241,81.0678687677,0.867123,2.79112e-09,1.06518,0.00213019,0.0017341,1.00008,499.651840184,4666.96868025,4667.53,100,0.8,500.0
4668.30783257,4434.35,,4668.30783257,500,1.0,0.01,6.86687,2,47.6301957366,500.0,47.6301957366,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4668.30783257,4668.31,100,0.8,500.0
4667.12419682,4502.28,,4667.12419682,500,1.0,0.005,7.30092,2,59.3457997576,500.0,59.3457997576,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.12419682,4667.72,100,0.8,500.0
4667.03860791,4532.4,,4667.03860791,500,1.0,0.00333333,7.1106,2,45.2213252177,500.0,45.2213252177,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.03860791,4667.49,100,0.8,500.0
4667.41850777,4550.48,,4667.41850777,500,1.0,0.0025,7.02933,2,46.4250397407,500.0,46.4250397407,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.41850777,4667.47,100,0.8,500.0
4667.8222112,4562.93,0.000469249,4667.8222112,500,1.00043,0.002,6.80441,1,38.3859318088,499.78360962,38.3859318088,0.904948,1.87313e-09,1.04504,0.00208793,0.00180803,1.00103,499.766409705,4667.8222112,4667.59,100,0.8,500.0
4667.07994441,4433.09,,4667.07994441,500,1.0,0.01,7.48376,2,56.5724342933,500.0,56.5724342933,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.07994441,4667.08,100,0.8,500.0
4667.37793534,4501.77,,4667.37793534,500,1.0,0.005,6.82315,2,37.4343264841,500.0,37.4343264841,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.37793534,4667.23,100,0.8,500.0
4667.110669,4532.09,,4667.110669,500,1.0,0.00333333,6.72416,2,42.9524209816,500.0,42.9524209816,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.110669,4667.19,100,0.8,500.0
4668.5129344,4550.52,,4668.5129344,500,1.0,0.0025,6.67333,2,41.5925948788,500.0,41.5925948788,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4668.5129344,4667.52,100,0.8,500.0
4667.89620502,4562.96,0.000359444,4667.89620502,500,1.00033,0.002,6.79659,1,53.8989836607,499.834413548,53.8989836607,0.935145,1.44029e-09,1.04422,0.00209027,0.00187192,0.999128,499.820531391,4667.89620502,4667.63,100,0.8,500.0
4669.18159539,4435.19,,4669.18159539,500,1.0,0.01,5.68728,2,32.6718422619,500.0,32.6718422619,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4669.18159539,4669.18,100,0.8,500.0
4668.37858448,4503.33,,4668.37858448,500,1.0,0.005,5.98307,2,39.3197607797,500.0,39.3197607797,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4668.37858448,4668.78,100,0.8,500.0
4667.41601687,4533.23,,4667.41601687,500,1.0,0.00333333,6.49637,2,54.317294158,500.0,54.317294158,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.41601687,4668.33,100,0.8,500.0
4667.16054264,4551.04,,4667.16054264,500,1.0,0.0025,6.77623,2,56.6092576101,500.0,56.6092576101,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.16054264,4668.03,100,0.8,500.0
4667.51138692,4563.32,0.000778863,4667.51138692,500,1.00073,0.002,6.69056,1,45.08561236,499.633402396,45.08561236,0.874381,3.10768e-09,1.07393,0.00214518,0.00174658,1.00125,499.612727709,4667.51138692,4668.0,100,0.8,500.0
4667.28015157,4433.32,,4667.28015157,500,1.0,0.01,7.30055,2,53.8362062553,500.0,53.8362062553,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.28015157,4667.28,100,0.8,500.0
4667.84812077,4502.11,,4667.84812077,500,1.0,0.005,7.00559,2,45.1487827434,500.0,45.1487827434,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4667.84812077,4667.56,100,0.8,500.0
4668.39228321,4532.74,,4668.39228321,500,1.0,0.00333333,6.59077,2,32.0212142925,500.0,32.0212142925,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4668.39228321,4667.84,100,0.8,500.0
4668.18511885,4550.93,,4668.18511885,500,1.0,0.0025,6.581,2,43.2670261165,500.0,43.2670261165,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4668.18511885,4667.93,100,0.8,500.0
4668.78405966,4563.48,0.000516716,4668.78405966,500,1.00044,0.002,6.38552,1,35.1834072789,499.779083628,35.1834072789,0.909973,2.07566e-09,1.05388,0.00211225,0.00182382,0.997878,499.741483262,4668.78405966,4668.15,100,0.8,500.0
4666.55772262,4432.61,,4666.55772262,500,1.0,0.01,7.85758,2,62.365494235,500.0,62.365494235,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.55772262,4666.56,100,0.8,500.0
4669.44003199,4502.54,,4669.44003199,500,1.0,0.005,6.73386,2,25.0449807666,500.0,25.0449807666,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4669.44003199,4668.0,100,0.8,500.0
4667.80391891,4532.84,,4667.80391891,500,1.0,0.00333333,6.75968,2,46.8327702654,500.0,46.8327702654,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.80391891,4667.93,100,0.8,500.0
4667.38680576,4550.8,,4667.38680576,500,1.0,0.0025,6.75416,2,45.6270431784,500.0,45.6270431784,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.38680576,4667.8,100,0.8,500.0
4668.31582617,4563.28,0.000266659,4668.31582617,500,1.00025,0.002,6.78229,1,50.1629640178,499.876470098,50.1629640178,0.935691,1.06588e-09,1.05099,0.00210124,0.00187072,1.00035,499.867095886,4668.31582617,4667.93,100,0.8,500.0
4667.54551284,4433.61,,4667.54551284,500,1.0,0.01,7.39227,2,55.1976146403,500.0,55.1976146403,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.54551284,4667.55,100,0.8,500.0
4668.2149983,4502.43,,4668.2149983,500,1.0,0.005,7.06312,2,45.3590647624,500.0,45.3590647624,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4668.2149983,4667.88,100,0.8,500.0
4667.66414989,4532.71,,4667.66414989,500,1.0,0.00333333,7.34741,2,62.7747741076,500.0,62.7747741076,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.66414989,4667.81,100,0.8,500.0
4667.88638985,4550.83,,4667.88638985,500,1.0,0.0025,7.28049,2,50.5699102079,500.0,50.5699102079,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.88638985,4667.83,100,0.8,500.0
4668.30175066,4563.31,0.000774257,4668.30175066,500,1.00061,0.002,7.04857,1,45.7304181796,499.697510724,45.7304181796,0.83196,3.10411e-09,1.05742,0.00211725,0.00166582,0.998859,499.612831891,4668.30175066,4667.99,100,0.8,500.0
4667.84761779,4433.86,,4667.84761779,500,1.0,0.01,7.01289,2,49.6775643419,500.0,49.6775643419,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4667.84761779,4667.85,100,0.8,500.0
4668.46391242,4502.7,,4668.46391242,500,1.0,0.005,6.59556,2,38.012705956,500.0,38.012705956,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4668.46391242,4668.16,100,0.8,500.0
4668.22367291,4533.08,,4668.22367291,500,1.0,0.00333333,6.58762,2,43.6200990623,500.0,43.6200990623,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4668.22367291,4668.18,100,0.8,500.0
4668.36352046,4551.23,,4668.36352046,500,1.0,0.0025,6.51008,2,39.7059192184,500.0,39.7059192184,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4668.36352046,4668.22,100,0.8,500.0
4667.82444809,4563.52,0.000568196,4667.82444809,500,1.00051,0.002,6.82458,1,67.7794465867,499.74740398,67.7794465867,0.882782,2.26486e-09,1.06311,0.00212251,0.00176249,1.00175,499.717750582,4667.82444809,4668.2,100,0.8,500.0
