AvgEpLen,delta,VarNormIw,EpsThisIter,renyi2,VarRet,ESSRenyi,MaxNormIw,BatchSize,AvgNormIw,ESSClassic,VarDiscRet,SamplesThisIter,VanillaAvgRet,J,MaxVanillaIw,AvgDiscRet,MinVanillaIw,VarVanillaIw,Bound,VarJ,IterType,AvgVanillaIw,AvgRet,MinNormIw
500.0,0.6,9.94171e-09,100,nan,28267.6042451,nan,0.000789817,100,5.40541e-05,1.03423405755,28267.6042451,50000,-250.90911084,-13006.3,96.9536,-250.90911084,3.16331e-07,149.808,-144.233,768.699,1,6.63538,-250.90911084,2.57694e-12
500.0,0.6,4.34303e-06,100,nan,25666.2581064,nan,0.0889855,100,5.40541e-05,9.84928789573,25666.2581064,50000,-193.380276408,13865.5,3.52454e+14,-193.380276408,,6.81333e+25,-38.8063,379.487,1,2.14097e+11,-193.380276408,
500.0,0.6,2.82408e-08,100,nan,13587.3975498,nan,0.00278064,100,5.40541e-05,2.57957770634,13587.3975498,50000,-66.7615989459,13935.1,840.112,-66.7615989459,3.10741e-09,2577.87,22.5308,566.123,1,16.3313,-66.7615989459,1.0285e-14
500.0,0.6,2.24739e-06,100,nan,15057.1360871,nan,0.0584507,100,5.40541e-05,8.20708988429,15057.1360871,50000,-71.1376074199,nan,7.37487e+18,-71.1376074199,,inf,nan,nan,1,6.82013e+15,-71.1376074199,
500.0,0.6,3.81344e-06,100,nan,33470.6423388,nan,0.0831477,100,5.40541e-05,9.79270664986,33470.6423388,50000,-170.80496558,27063.6,4.41337e+22,-170.80496558,,inf,20.7712,14.9528,1,2.86911e+19,-170.80496558,
