VarVanillaIw,AvgRet,AvgVanillaIw,MinNormIw,VarNormIw,AvgNormIw,MaxNormIw,VanillaAvgRet,J,VarDiscRet,MaxVanillaIw,VarRet,MinVanillaIw,ESSRenyi,eRenyi2,Bound,ESSClassic,AvgEpLen,BatchSize,VarJ,AvgDiscRet
45.99205,112.93948619549478,0.86934716,,0.0060855006,0.01,0.7757313,112.93948619549478,852.41077,18670.40339418747,67.43798,18670.40339418747,,2.5792557562552934,38.770874,307.4784,1.6327481939601993,12.3,100,1604.4192,112.93948619549478
95.6012,344.06331345203085,1.6450775,7.5752127e-13,0.0035325678,0.01,0.5886916,344.06331345203085,3181.501,376329.8559452344,96.84433,376329.8559452344,1.2461812e-10,6.264336434706867,15.963383,1500.3157,2.779907195461612,35.41,100,11145.485,344.06331345203085
15.722454,1394.4568668951908,1.645702,3.566189e-08,0.00058052107,0.01,0.15137804,1394.4568668951908,4394.9014,3147837.9449742394,24.912315,3147837.9449742394,5.8688847e-06,13.52761197028837,7.3922877,3250.7695,14.821054141199292,140.34,100,1811.3002,1394.4568668951908
2.9436073,3295.364130215137,1.0992036,7.450045e-08,0.00024362597,0.01,0.07969636,3295.364130215137,4768.897,3259617.194730424,8.760252,3259617.194730424,8.189116e-06,29.11213453523354,3.4349937,3988.9778,29.309209781222826,330.16,100,607.3925,3295.364130215137
0.22451438,4822.541634181787,1.0785338,0.0011283164,1.930086e-05,0.01,0.017252682,4822.541634181787,4947.1987,521524.46113618044,1.8607601,521524.46113618044,0.12169273,81.81124058417262,1.2223259,4481.9556,83.9575300270556,482.37,100,204.63605,4822.541634181787
0.092751004,4879.183342960559,1.0009589,0.00020141026,9.257339e-06,0.01,0.015043487,4879.183342960559,4975.6816,466721.25110820244,1.5057913,466721.25110820244,0.02016034,92.30081282206116,1.0834141,4537.672,91.60464413404486,487.99,100,122.68669,4879.183342960559
0.037466154,4970.30851477076,0.9637312,0.0027077398,4.0339196e-06,0.01,0.012919237,4970.30851477076,4988.916,39371.086856924005,1.2450672,39371.086856924005,0.26095334,96.9877026009273,1.0310585,4561.6206,96.15977741617843,497.07,100,66.49589,4970.30851477076
0.09450051,4897.4783851407465,0.97679037,0.0003863619,9.904472e-06,0.010000002,0.0144835,4897.4783851407465,4979.085,328252.5532516879,1.4147344,328252.5532516879,0.03773946,92.56904738809894,1.0802747,4541.71,91.07017814593974,489.8,100,118.605095,4897.4783851407465
8.709271e-07,4999.925248493536,0.99993134,0.009966764,8.710459e-11,0.01,0.010011538,4999.925248493536,4999.926,0.017465880630559892,1.001085,0.017465880630559892,0.99660796,99.99995231630692,1.0000005,4579.115,99.9999237008593,500.0,100,0.13123249,4999.925248493536
0.065705866,4929.19764113256,1.0121132,0.001385411,6.41425e-06,0.010000002,0.013980441,4929.19764113256,4982.106,205979.9955782743,1.414979,205979.9955782743,0.14021929,93.42974120456378,1.070323,4546.7505,94.0290403389409,492.96,100,111.806816,4929.19764113256
