delta,BatchSize,MinNormIw,MaxVanillaIw,MinVanillaIw,ESSRenyi,AvgDiscRet,AvgNormIw,EpsThisIter,VarJ,AvgVanillaIw,SamplesThisIter,VarDiscRet,VarRet,VarNormIw,Bound,renyi2,IterType,VarVanillaIw,AvgEpLen,AvgRet,VanillaAvgRet,ESSClassic,MaxNormIw,J
0.7,100,1.98256e-15,6.448,6.26362e-11,nan,4164.43615495,4.62963e-05,120,8241.16,1.46267,50000,3121310.31544,3121310.31544,2.2058e-09,4653.77,nan,1,2.20174,416.666666667,4164.43615495,4164.43615495,3.65956645686,0.000204091,878194.0
0.7,100,1.22456e-10,4.40519,2.60109e-06,nan,4543.91831134,5.05051e-05,110,5733.51,1.07278,50000,2074550.37796,2074550.37796,8.55109e-10,4669.84,nan,1,0.385811,454.545454545,4543.91831134,4543.91831134,2.01474159439,0.00020739,891075.0
0.7,100,5.51164e-05,1.00723,0.992097,,4999.30019367,5.55556e-05,100,0.876173,1.0,50000,0.00430590204163,0.00430590204163,8.22837e-16,4672.02,inf,1,2.66599e-07,500.0,4999.30019367,4999.30019367,0.555792026723,5.5957e-05,899874.0
0.7,100,,13.0355,,nan,4029.75864076,4.48029e-05,124,8113.48,1.51075,50000,2949638.53559,2949638.53559,2.51337e-09,4650.0,nan,1,2.85778,403.225806452,4029.75864076,4029.75864076,3.45345869494,0.000386581,874847.0
0.7,100,,23.4113,,nan,3673.32110602,4.08497e-05,136,10266.8,1.81366,50000,4405538.37558,4405538.37558,2.86441e-09,4649.47,nan,1,5.64636,367.647058824,3673.32110602,3673.32110602,2.6425570657,0.000527302,864773.0
0.7,100,6.20571e-15,7.19853,1.91991e-10,nan,4543.01088329,5.05051e-05,110,4011.47,1.56251,50000,785556.571583,785556.571583,2.66316e-09,4632.92,nan,1,2.54903,454.545454545,4543.01088329,4543.01088329,3.45612659636,0.000232678,886879.0
0.7,100,5.50935e-05,1.0048,0.991681,,4999.31683177,5.55555e-05,100,0.476893,0.999997,50000,0.00128077320257,0.00128077320257,4.08704e-16,4672.04,inf,1,1.32419e-07,500.0,4999.31683177,4999.31683177,0.555662951344,5.58225e-05,899877.0
0.7,100,1.13572e-27,16.6372,5.42938e-23,nan,3843.30755909,4.2735e-05,130,8564.14,2.04298,50000,3793175.27839,3793175.27839,2.85696e-09,4653.7,nan,1,6.52925,384.615384615,3843.30755909,3843.30755909,3.78952873231,0.000348017,874394.0
0.7,100,4.51261e-19,9.24338,1.42566e-14,nan,4461.52862794,4.96032e-05,112,3732.06,1.56711,50000,705335.660793,705335.660793,3.12168e-09,4623.39,nan,1,3.11577,446.428571429,4461.52862794,4461.52862794,4.53649661495,0.000292578,886946.0
0.7,100,5.5063e-05,1.00528,0.991159,,4999.24465995,5.55556e-05,100,2.43336,1.00003,50000,0.0332779836807,0.0332779836807,2.2157e-15,4671.97,inf,1,7.17921e-07,500.0,4999.24465995,4999.24465995,0.556233207586,5.58474e-05,899864.0
0.7,100,1.01219e-11,5.12507,2.54288e-07,nan,4462.57546136,4.96032e-05,112,7458.55,1.24616,50000,1866752.49128,1866752.49128,1.55939e-09,4649.78,nan,1,0.984193,446.428571429,4462.57546136,4462.57546136,3.79060459303,0.000204003,880888.0
0.7,100,2.0565e-12,2.8594,4.49472e-08,nan,4462.60807853,4.96032e-05,112,7411.37,1.08414,50000,2400577.52441,2400577.52441,8.44313e-10,4669.4,nan,1,0.403322,446.428571429,4462.60807853,4462.60807853,2.52233332706,0.000130828,885813.0
0.7,100,3.24913e-13,5.57543,8.56055e-09,nan,4462.60442139,4.96032e-05,112,4731.07,1.3069,50000,1073173.00065,1073173.00065,1.89447e-09,4650.13,nan,1,1.31509,446.428571429,4462.60442139,4462.60442139,2.60373186578,0.000211614,886309.0
0.7,100,7.46892e-43,13.0525,3.51245e-38,nan,4094.97329759,4.55373e-05,122,5830.46,2.14194,50000,1376336.20629,1376336.20629,4.1302e-09,4599.08,nan,1,9.13794,409.836065574,4094.97329759,4094.97329759,2.68026168328,0.000277494,873910.0
0.7,100,5.49127e-05,1.00803,0.988425,,4999.29502947,5.55556e-05,100,0.545584,0.999996,50000,0.00166228434287,0.00166228434287,1.08583e-15,4672.02,inf,1,3.51806e-07,500.0,4999.29502947,4999.29502947,0.55568181108,5.60018e-05,899873.0
0.7,100,2.8111e-24,102.156,1.08162e-19,nan,3784.92288693,4.20875e-05,132,10960.6,1.61939,50000,4602554.9754,4602554.9754,5.28702e-09,4666.07,nan,1,7.82722,378.787878788,3784.92288693,3784.92288693,10.873883385,0.00265501,865968.0
0.7,100,1.04985e-09,4.08432,2.36076e-05,nan,4543.932721,5.05051e-05,110,6851.3,1.13569,50000,2083683.17984,2083683.17984,7.9759e-10,4670.8,nan,1,0.403302,454.545454545,4543.932721,4543.932721,1.73156526392,0.000181633,887490.0
0.7,100,5.55533e-05,1.00006,0.99996,,4999.3461388,5.55555e-05,100,0.179907,1.0,50000,0.00018044482382,0.00018044482382,2.0249e-20,4672.06,inf,1,6.5463e-12,500.0,4999.3461388,4999.3461388,0.55555590202,5.55588e-05,899882.0
0.7,100,5.52007e-05,1.00764,0.993619,,4999.31378067,5.55556e-05,100,0.589026,1.00001,50000,0.00194653887626,0.00194653887626,6.96298e-16,4672.03,inf,1,2.25604e-07,500.0,4999.31378067,4999.31378067,0.555969539678,5.59793e-05,899876.0
0.7,100,5.51745e-05,1.00736,0.993142,,4999.32860463,5.55556e-05,100,0.407193,1.0,50000,0.000927477655236,0.000927477655236,3.95522e-16,4672.05,inf,1,1.28148e-07,500.0,4999.32860463,4999.32860463,0.555853704095,5.59643e-05,899879.0
0.7,100,1.81551e-12,4.2256,4.4151e-08,nan,4543.89125296,5.05051e-05,110,4761.97,1.22822,50000,1319589.1543,1319589.1543,1.59196e-09,4653.92,nan,1,0.941489,454.545454545,4543.89125296,4543.89125296,2.65889877451,0.000173759,889234.0
0.7,100,1.96201e-27,58.6147,7.57372e-23,nan,3728.29417104,4.14594e-05,134,12120.9,1.60041,50000,4687318.14588,4687318.14588,2.94344e-09,4659.01,nan,1,4.38604,373.134328358,3728.29417104,3728.29417104,4.48099003988,0.00151844,856367.0
0.7,100,4.0918e-12,3.86664,8.75588e-08,nan,4543.92565818,5.0505e-05,110,7712.82,1.08074,50000,2083676.8068,2083676.8068,7.89427e-10,4670.77,nan,1,0.361479,454.545454545,4543.92565818,4543.92565818,2.20569209528,0.000180696,885166.0
0.7,100,6.36723e-14,4.51357,1.6076e-09,nan,4543.88738131,5.0505e-05,110,5332.17,1.27515,50000,1373977.67039,1373977.67039,1.50743e-09,4653.92,nan,1,0.960931,454.545454545,4543.88738131,4543.88738131,2.35447427221,0.000178769,887887.0
0.7,100,5.53666e-05,1.00199,0.996603,,4999.31601578,5.55556e-05,100,0.456084,1.0,50000,0.00116599505497,0.00116599505497,1.5344e-16,4672.04,inf,1,4.97157e-08,500.0,4999.31601578,4999.31601578,0.555679699433,5.56657e-05,899877.0
0.7,100,5.522e-05,1.00474,0.993961,,4999.29934444,5.55556e-05,100,0.570767,1.0,50000,0.00182799465658,0.00182799465658,6.22598e-16,4672.02,inf,1,2.01722e-07,500.0,4999.29934444,4999.29934444,0.55613105591,5.58189e-05,899874.0
0.7,100,7.74718e-18,4.88099,2.20393e-13,nan,4095.98595195,4.55373e-05,122,11003.0,1.29546,50000,3713265.72241,3713265.72241,1.41356e-09,4668.37,nan,1,1.144,409.836065574,4095.98595195,4095.98595195,2.53354999803,0.000171575,867516.0
0.7,100,5.51709e-05,1.01137,0.993081,,4999.31622312,5.55556e-05,100,0.80225,1.0,50000,0.00361605375317,0.00361605375317,5.54587e-16,4672.04,inf,1,1.79687e-07,500.0,4999.31622312,4999.31622312,0.555712896769,5.6187e-05,899877.0
0.7,100,9.44738e-17,4.8398,2.40779e-12,nan,4462.59334272,4.96032e-05,112,6074.23,1.2642,50000,1581703.35819,1581703.35819,1.70897e-09,4649.88,nan,1,1.11007,446.428571429,4462.59334272,4462.59334272,3.27005970909,0.000189898,884525.0
0.7,100,,120.939,,nan,3285.59044247,3.65497e-05,152,14336.5,2.8289,50000,5075456.13619,5075456.13619,4.26969e-09,4647.44,nan,1,25.5778,328.947368421,3285.59044247,3285.59044247,3.50725511211,0.00156255,830702.0
0.7,100,3.66094e-11,3.08941,7.91928e-07,nan,4462.61328702,4.96032e-05,112,8110.59,1.07301,50000,2411329.188,2411329.188,8.37399e-10,4670.67,nan,1,0.391849,446.428571429,4462.61328702,4462.61328702,1.79865816148,0.000142818,883731.0
0.7,100,5.55454e-05,1.00017,0.999817,,4999.31885876,5.55555e-05,100,0.206793,1.0,50000,0.000236912543021,0.000236912543021,6.41702e-19,4672.04,inf,1,2.07915e-10,500.0,4999.31885876,4999.31885876,0.555569209588,5.55649e-05,899877.0
0.7,100,2.33953e-16,6.33669,6.25585e-12,nan,4462.59456132,4.96032e-05,112,5508.85,1.32638,50000,1101265.13315,1101265.13315,1.82085e-09,4650.12,nan,1,1.30193,446.428571429,4462.59456132,4462.59456132,2.61608260778,0.000236977,882951.0
0.7,100,5.54405e-05,1.0015,0.997927,,4999.33127531,5.55556e-05,100,0.387235,0.999998,50000,0.000838036275113,0.000838036275113,5.37863e-17,4672.05,inf,1,1.74271e-08,500.0,4999.33127531,4999.33127531,0.555599035688,5.56388e-05,899880.0
0.7,100,5.52926e-05,1.00694,0.995273,,4999.32000199,5.55556e-05,100,0.333978,1.00001,50000,0.000621954474737,0.000621954474737,2.91706e-16,4672.04,inf,1,9.45143e-08,500.0,4999.32000199,4999.32000199,0.555750428278,5.59405e-05,899878.0
0.7,100,6.09637e-13,5.32234,1.54512e-08,nan,4462.60051372,4.96032e-05,112,5306.53,1.25719,50000,1179381.7147,1179381.7147,2.09902e-09,4650.1,nan,1,1.34834,446.428571429,4462.60051372,4462.60051372,3.83591726575,0.000209996,884323.0
0.7,100,,6.76444e+10,,nan,695.528884493,7.82473e-06,710,36105.1,6.35508e+06,50000,2777759.79299,2777759.79299,6.51288e-07,4627.37,nan,1,4.29612e+17,70.4225352113,695.528884493,695.528884493,12.0000043873,0.0832875,593521.0
0.7,100,,5188.14,,nan,22.5991400932,3.62303e-07,15334,757.651,1.96241,50000,96.5173704678,96.5173704678,5.05536e-11,37.0293,nan,1,1483.15,3.26072779444,22.5991400932,22.5991400932,50.0446713207,0.000957844,6159.03
0.7,100,,8086.84,,nan,22.7790331542,3.64299e-07,15250,793.012,1.9588,50000,97.9241807048,97.9241807048,5.85655e-11,37.0623,nan,1,1693.2,3.27868852459,22.7790331542,22.7790331542,64.3247218581,0.00150399,6163.79
0.7,100,,1.4194e+09,,nan,148.311223452,1.75586e-06,3164,98812.9,105006.0,50000,599013.168521,599013.168521,3.43176e-08,4596.99,nan,1,1.22734e+14,15.8027812895,148.311223452,148.311223452,33.79978171,0.0237346,648816.0
0.7,100,9.08392e-14,3.44498,2.01993e-09,nan,4462.59885938,4.96032e-05,112,9029.64,1.10299,50000,2244327.74101,2244327.74101,8.28423e-10,4656.07,nan,1,0.409619,446.428571429,4462.59885938,4462.59885938,2.01048299908,0.000154926,876671.0
0.7,100,1.03618e-10,3.87991,2.33509e-06,nan,4462.59306443,4.96032e-05,112,9360.96,1.11783,50000,2400562.45418,2400562.45418,7.98731e-10,4669.28,nan,1,0.405634,446.428571429,4462.59306443,4462.59306443,1.74120909811,0.000172169,877932.0
0.7,100,4.74274e-17,5.37844,1.26931e-12,nan,4462.55814514,4.96032e-05,112,6849.44,1.32755,50000,1395452.89315,1395452.89315,1.51721e-09,4649.78,nan,1,1.08674,446.428571429,4462.55814514,4462.55814514,2.64927858741,0.000200963,878123.0
0.7,100,5.90469e-27,10.1756,2.17084e-22,nan,4095.99545095,4.55373e-05,122,9261.67,1.67416,50000,2443039.37796,2443039.37796,2.38331e-09,4642.58,nan,1,3.22137,409.836065574,4095.99545095,4095.99545095,3.1030994448,0.000276778,864296.0
0.7,100,5.55556e-05,1.0,1.0,,4999.33161497,5.55555e-05,100,0.28785,1.0,50000,0.000461488558938,0.000461488558938,5.29425e-23,4672.05,inf,1,,500.0,4999.33161497,4999.33161497,0.555555562936,5.55556e-05,899880.0
0.7,100,2.63319e-17,9.81216,9.44279e-13,nan,4029.74771191,4.48029e-05,124,12120.5,1.60666,50000,3303521.5193,3303521.5193,2.12048e-09,4649.97,nan,1,2.72691,403.225806452,4029.74771191,4029.74771191,5.73087708616,0.000273619,853416.0
0.7,100,6.02955e-09,3.55731,0.000137252,nan,4543.92061644,5.0505e-05,110,8580.65,1.14966,50000,2083672.15056,2083672.15056,7.49629e-10,4670.64,nan,1,0.388432,454.545454545,4543.92061644,4543.92061644,2.77328253356,0.000156274,881983.0
0.7,100,3.04381e-26,51.8634,1.50163e-21,nan,3673.26293318,4.08497e-05,136,12899.7,2.01527,50000,3902994.86644,3902994.86644,3.05965e-09,4649.83,nan,1,7.44669,367.647058824,3673.26293318,3673.26293318,6.03933839959,0.00105127,841198.0
0.7,100,2.46698e-21,51.1302,9.61184e-17,nan,3673.31849604,4.08497e-05,136,14934.0,1.59158,50000,4823753.40066,4823753.40066,2.40996e-09,4660.43,nan,1,3.65841,367.647058824,3673.31849604,3673.31849604,3.77409613914,0.00131231,835925.0
0.7,100,5.52988e-05,1.00552,0.995387,,4999.32087537,5.55555e-05,100,0.6635,1.00001,50000,0.00247278839367,0.00247278839367,5.66883e-16,4672.04,inf,1,1.83673e-07,500.0,4999.32087537,4999.32087537,0.555852357011,5.58619e-05,899878.0
0.7,100,1.92122e-26,10.5242,5.94634e-22,nan,4095.98962984,4.55373e-05,122,11599.6,1.40942,50000,3703415.08328,3703415.08328,1.46989e-09,4667.38,nan,1,1.40809,409.836065574,4095.98962984,4095.98962984,3.41153139553,0.000340029,863395.0
0.7,100,1.00269e-14,5.91232,2.76459e-10,nan,4462.59284857,4.96032e-05,112,7896.14,1.36765,50000,1474415.50413,1474415.50413,1.58415e-09,4649.99,nan,1,1.20429,446.428571429,4462.59284857,4462.59284857,3.46149429138,0.000214433,874060.0
0.7,100,6.35905e-30,72.2526,3.24974e-25,nan,3468.69292733,3.85802e-05,144,13937.9,1.97162,50000,5248239.39732,5248239.39732,4.40814e-09,4656.39,nan,1,11.5125,347.222222222,3468.69292733,3468.69292733,13.8509340247,0.00141383,840089.0
0.7,100,5.53474e-05,1.00376,0.996253,,4999.27402782,5.55556e-05,100,0.692714,1.0,50000,0.0026819346867,0.0026819346867,3.74412e-16,4672.0,inf,1,1.2131e-07,500.0,4999.27402782,4999.27402782,0.555681290156,5.57645e-05,899869.0
0.7,100,5.54516e-05,1.00063,0.998125,,4999.32388621,5.55556e-05,100,0.349525,0.999996,50000,0.000681218800628,0.000681218800628,3.00656e-17,4672.04,inf,1,9.74119e-09,500.0,4999.32388621,4999.32388621,0.555593388014,5.55905e-05,899878.0
0.7,100,2.55381e-18,9.20959,7.44288e-14,nan,4095.98868204,4.55373e-05,122,12013.3,1.32715,50000,3711627.40248,3711627.40248,1.38999e-09,4668.47,nan,1,1.18064,409.836065574,4095.98868204,4095.98868204,2.85036742389,0.000316001,861561.0
0.7,100,,94.434,,nan,3160.44134032,3.51617e-05,158,16239.3,2.32329,50000,5766243.97122,5766243.97122,3.22412e-09,4656.78,nan,1,14.076,316.455696203,3160.44134032,3160.44134032,6.78676435669,0.00142921,817081.0
0.7,100,3.30069e-20,7.73187,9.86779e-16,nan,4095.97362721,4.55373e-05,122,12034.0,1.36139,50000,3659260.5801,3659260.5801,1.40368e-09,4662.35,nan,1,1.25458,409.836065574,4095.97362721,4095.97362721,3.43103735454,0.000258625,859890.0
0.7,100,9.32855e-29,49.5777,3.4076e-24,nan,4096.00674942,4.55373e-05,122,11460.7,1.66342,50000,3102785.96085,3102785.96085,2.78243e-09,4652.51,nan,1,3.71273,409.836065574,4096.00674942,4096.00674942,4.31082108733,0.00135723,857187.0
0.7,100,,4.52652e+08,,nan,479.180729472,5.42535e-06,1024,41658.1,43731.6,50000,1972426.0431,1972426.0431,2.10459e-07,4627.73,nan,1,1.36742e+13,48.828125,479.180729472,479.180729472,11.7948551443,0.0561561,526687.0
0.7,100,7.66302e-30,238.578,3.82502e-25,nan,3421.02527957,3.80518e-05,146,13796.8,1.89936,50000,5348891.52732,5348891.52732,1.24069e-08,4657.77,nan,1,30.9122,342.465753425,3421.02527957,3421.02527957,12.0105087046,0.00477967,840392.0
0.7,100,3.16644e-12,3.85454,7.29348e-08,nan,4462.58889551,4.96032e-05,112,10051.4,1.14254,50000,2368524.14235,2368524.14235,6.56833e-10,4666.19,nan,1,0.348482,446.428571429,4462.58889551,4462.58889551,2.01282539179,0.000167344,874485.0
0.7,100,5.20507e-10,4.23713,1.16059e-05,nan,4462.58550258,4.96032e-05,112,10243.3,1.10602,50000,2400552.71338,2400552.71338,7.73047e-10,4669.4,nan,1,0.384336,446.428571429,4462.58550258,4462.58550258,2.00462233556,0.000190029,873764.0
0.7,100,,2.31485e+08,,nan,347.288192639,3.96259e-06,1402,46215.8,21529.6,50000,1424306.0382,1424306.0382,8.96072e-08,4521.72,nan,1,2.64518e+12,35.6633380884,347.288192639,347.288192639,11.9868059386,0.0426056,450347.0
0.7,100,,129255.0,,nan,1171.43180512,1.31027e-05,424,25849.0,49.3855,50000,4314369.58442,4314369.58442,2.05787e-07,4631.76,nan,1,2.92344e+06,117.924528302,1171.43180512,1171.43180512,12.2304699911,0.0342932,682645.0
0.7,100,,2375.52,,nan,1555.39881008,1.73611e-05,320,25798.5,10.8232,50000,5186654.40353,5186654.40353,8.75025e-09,4624.99,nan,1,3400.79,156.25,1555.39881008,1555.39881008,20.0403880796,0.00381048,718844.0
0.7,100,,232367.0,,nan,1154.95061783,1.29199e-05,430,31155.1,104.932,50000,4246816.6665,4246816.6665,1.54776e-07,4626.32,nan,1,1.02094e+07,116.279069767,1154.95061783,1154.95061783,12.9013171914,0.0286105,662846.0
0.7,100,,6.43424e+09,,nan,561.829166139,6.34196e-06,876,44176.1,505170.0,50000,2289582.41782,2289582.41782,4.96546e-07,4627.35,nan,1,3.15056e+15,57.0776255708,561.829166139,561.829166139,11.9999768278,0.0807761,545124.0
0.7,100,,1.71008e+09,,nan,511.790390808,5.78704e-06,960,42837.9,125935.0,50000,2094519.54039,2094519.54039,4.28898e-07,4628.31,nan,1,2.03111e+14,52.0833333333,511.790390808,511.790390808,12.0034672154,0.0785826,563593.0
0.7,100,,8.06244e+08,,nan,718.083437922,8.07494e-06,688,39223.0,81422.5,50000,2816867.20188,2816867.20188,6.19874e-07,4627.39,nan,1,6.30251e+13,72.6744186047,718.083437922,718.083437922,12.0000154408,0.0799578,585864.0
0.7,100,,1.87134e+09,,nan,571.115466361,6.44496e-06,862,nan,175397.0,50000,2243731.19229,2243731.19229,3.67336e-07,nan,nan,1,2.72063e+14,58.0046403712,571.115466361,571.115466361,11.9622346301,0.0687623,nan
0.7,100,,104889.0,,nan,1093.3642726,1.22369e-05,454,32930.9,66.995,50000,4106479.2727,4106479.2727,1.08049e-07,4630.32,nan,1,3.23865e+06,110.13215859,1093.3642726,1093.3642726,6.91518697496,0.0191583,668218.0
0.7,100,,216.443,,nan,3082.14258499,3.42935e-05,162,17252.6,3.75599,50000,5166367.67315,5166367.67315,6.25858e-09,4639.08,nan,1,75.0758,308.641975309,3082.14258499,3082.14258499,6.29084562627,0.0019762,803465.0
0.7,100,4.02254e-19,11.2902,1.10689e-14,nan,4462.52753655,4.96032e-05,112,6205.25,1.36494,50000,1349155.03917,1349155.03917,1.75113e-09,4649.89,nan,1,1.32595,446.428571429,4462.52753655,4462.52753655,2.53414990961,0.000410296,881224.0
0.7,100,5.53184e-05,1.00298,0.995721,nan,4999.28631125,5.55556e-05,100,0.549178,0.999991,50000,0.00169337171809,0.00169337171809,3.82214e-16,4672.01,nan,1,1.23835e-07,500.0,4999.28631125,4999.28631125,0.555744090093,5.57216e-05,899872.0
0.7,100,4.69948e-28,11.03,1.35653e-23,nan,4029.74979367,4.48029e-05,124,13627.3,1.29326,50000,3919375.26876,3919375.26876,1.33885e-09,4668.42,nan,1,1.11556,403.225806452,4029.74979367,4029.74979367,2.24381087645,0.000382115,851118.0
0.7,100,5.50925e-05,1.00439,0.99165,nan,4999.28969278,5.55556e-05,100,1.16749,0.999986,50000,0.00764729790639,0.00764729790639,1.32119e-15,4672.01,nan,1,4.28054e-07,500.0,4999.28969278,4999.28969278,0.555925727345,5.58002e-05,899872.0
0.7,100,5.5308e-05,1.00687,0.995547,nan,4999.32616599,5.55556e-05,100,0.297214,1.0,50000,0.000494632865867,0.000494632865867,4.24382e-16,4672.05,nan,1,1.37501e-07,500.0,4999.32616599,4999.32616599,0.555849009365,5.59374e-05,899878.0
0.7,100,8.51399e-15,17.2882,3.13861e-10,nan,4095.93892822,4.55373e-05,122,8853.09,1.6787,50000,2753269.83877,2753269.83877,2.32405e-09,4652.61,nan,1,3.15831,409.836065574,4095.93892822,4095.93892822,3.21106530075,0.000468972,869806.0
0.7,100,1.04852e-20,58.0235,3.95328e-16,nan,4029.7299884,4.48029e-05,124,9586.72,1.68923,50000,2756467.73655,2756467.73655,3.42213e-09,4649.92,nan,1,4.86475,403.225806452,4029.7299884,4029.7299884,5.10162540349,0.00153894,864173.0
0.7,100,2.46954e-18,5.6653,6.58135e-14,nan,4462.58741483,4.96032e-05,112,6215.29,1.32193,50000,1329717.33501,1329717.33501,1.61129e-09,4649.92,nan,1,1.14438,446.428571429,4462.58741483,4462.58741483,2.89279003337,0.000212581,880853.0
0.7,100,1.86173e-18,9.31628,6.8793e-14,nan,4164.38133106,4.62963e-05,120,9548.36,1.7107,50000,2737892.0776,2737892.0776,2.29258e-09,4653.53,nan,1,3.13025,416.666666667,4164.38133106,4164.38133106,3.74854182762,0.000252125,867523.0
0.7,100,,891.492,,nan,1693.81465934,1.88964e-05,294,27947.2,11.1832,50000,4845685.67492,4845685.67492,3.67455e-09,4625.28,nan,1,1286.99,170.068027211,1693.81465934,1693.81465934,4.87117693347,0.00150637,698429.0
0.7,100,2.99513e-11,4.11715,6.53356e-07,nan,4543.92442856,5.05051e-05,110,8647.94,1.10172,50000,2083675.69246,2083675.69246,7.31201e-10,4670.79,nan,1,0.347941,454.545454545,4543.92442856,4543.92442856,1.95783011061,0.000188739,881157.0
0.7,100,,17.8973,,nan,4095.98548158,4.55373e-05,122,7435.27,2.15233,50000,1577122.13661,1577122.13661,3.71453e-09,4628.31,nan,1,8.29826,409.836065574,4095.98548158,4095.98548158,6.76160011562,0.000378657,866198.0
0.7,100,5.50671e-05,1.01066,0.991204,nan,4999.32068848,5.55556e-05,100,0.544051,0.999996,50000,0.00165664991582,0.00165664991582,8.45263e-16,4672.04,nan,1,2.73863e-07,500.0,4999.32068848,4999.32068848,0.555827557663,5.61481e-05,899878.0
0.7,100,1.8432e-20,8.56337,6.61626e-16,nan,4164.4222954,4.62963e-05,120,10495.8,1.66182,50000,2739913.83223,2739913.83223,2.0626e-09,4653.99,nan,1,2.65761,416.666666667,4164.4222954,4164.4222954,3.17687504818,0.000238564,863075.0
0.7,100,1.2182e-13,4.87118,3.34811e-09,nan,4462.56951748,4.96032e-05,112,6475.61,1.36329,50000,1144842.86235,1144842.86235,1.60215e-09,4649.65,nan,1,1.21022,446.428571429,4462.56951748,4462.56951748,3.08963820165,0.000177237,877760.0
0.7,100,5.53477e-05,1.00528,0.996261,nan,4999.33239049,5.55555e-05,100,0.382462,1.0,50000,0.000819808661164,0.000819808661164,2.83027e-16,4672.05,nan,1,9.17014e-08,500.0,4999.33239049,4999.33239049,0.556096764058,5.58486e-05,899880.0
0.7,100,1.04152e-13,4.98671,2.83798e-09,nan,4543.90583264,5.0505e-05,110,5650.03,1.37619,50000,974973.547481,974973.547481,1.57453e-09,4653.93,nan,1,1.16906,454.545454545,4543.90583264,4543.90583264,3.10955930228,0.000183009,882529.0
0.7,100,3.40225e-34,9.38692,1.20854e-29,nan,4164.39944992,4.62963e-05,120,10279.9,1.64453,50000,2457262.51317,2457262.51317,2.10847e-09,4653.61,nan,1,2.66046,416.666666667,4164.39944992,4164.39944992,3.96219582109,0.000264258,860661.0
0.7,100,1.75797e-33,51.3413,6.68405e-29,nan,4029.76557872,4.48029e-05,124,10434.8,1.70347,50000,2944488.92089,2944488.92089,3.2105e-09,4649.88,nan,1,4.6412,403.225806452,4029.76557872,4029.76557872,4.27835848775,0.00135032,859811.0
0.7,100,2.92641e-09,4.13356,6.46944e-05,nan,4543.92492244,5.0505e-05,110,9080.75,1.11652,50000,2083676.05046,2083676.05046,7.04331e-10,4670.61,nan,1,0.344224,454.545454545,4543.92492244,4543.92492244,2.14885047339,0.000186979,879499.0
0.7,100,3.5181e-12,3.24798,7.9129e-08,nan,4543.93090999,5.05051e-05,110,9126.43,1.13596,50000,2074563.01717,2074563.01717,7.7208e-10,4669.74,nan,1,0.390587,454.545454545,4543.93090999,4543.93090999,2.0337361356,0.000144406,879462.0
0.7,100,1.41838e-11,4.77785,3.81679e-07,nan,4543.91203715,5.05051e-05,110,7762.0,1.35906,50000,1432144.44147,1432144.44147,1.36266e-09,4653.96,nan,1,0.986729,454.545454545,4543.91203715,4543.91203715,3.14512071585,0.000177552,877547.0
0.7,100,6.95796e-11,6.85676,1.91795e-06,nan,4462.55575941,4.96032e-05,112,6476.08,1.36731,50000,1134790.88087,1134790.88087,1.71241e-09,4650.0,nan,1,1.30113,446.428571429,4462.55575941,4462.55575941,3.31120700251,0.00024875,876963.0
0.7,100,4.77991e-19,5.93775,1.29951e-14,nan,4462.60410798,4.96032e-05,112,6059.48,1.34856,50000,1069734.59621,1069734.59621,1.696e-09,4650.03,nan,1,1.25357,446.428571429,4462.60410798,4462.60410798,3.18160217623,0.000218404,879122.0
0.7,100,2.47381e-32,16.5504,1.33007e-27,nan,3784.91098493,4.20875e-05,132,12602.2,2.26289,50000,3479264.84882,3479264.84882,3.17123e-09,4628.53,nan,1,9.1674,378.787878788,3784.91098493,3784.91098493,3.00505105621,0.000307822,839316.0
0.7,100,5.53553e-05,1.00389,0.996398,nan,4999.31685723,5.55556e-05,100,0.533333,1.0,50000,0.00159451118293,0.00159451118293,3.16704e-16,4672.03,nan,1,1.02613e-07,500.0,4999.31685723,4999.31685723,0.55577617283,5.57716e-05,899877.0
0.7,100,9.1302e-22,8.13538,3.07515e-17,nan,4029.75199633,4.48029e-05,124,10996.1,1.50901,50000,3351641.06969,3351641.06969,2.06278e-09,4649.97,nan,1,2.34005,403.225806452,4029.75199633,4029.75199633,2.89247419791,0.000241541,861669.0
0.7,100,2.30622e-12,5.25247,6.23284e-08,nan,4543.94108247,5.05051e-05,110,5580.51,1.36496,50000,971897.569522,971897.569522,1.51739e-09,4653.89,nan,1,1.10833,454.545454545,4543.94108247,4543.94108247,2.50225617893,0.000194347,882938.0
0.7,100,3.63996e-10,3.82276,9.16761e-06,nan,4543.93249534,5.05051e-05,110,7907.64,1.27202,50000,1487632.01686,1487632.01686,1.26945e-09,4653.88,nan,1,0.805258,454.545454545,4543.93249534,4543.93249534,2.48366552176,0.000151781,877582.0
0.7,100,5.51863e-05,1.0097,0.993362,nan,4999.31090534,5.55556e-05,100,0.528909,1.00001,50000,0.00156832890306,0.00156832890306,7.88131e-16,4672.03,nan,1,2.55358e-07,500.0,4999.31090534,4999.31090534,0.556314484352,5.60939e-05,899876.0
0.7,100,1.94764e-12,4.87404,5.36858e-08,nan,4462.57711563,4.96032e-05,112,5947.7,1.36729,50000,1103003.94039,1103003.94039,1.83918e-09,4650.1,nan,1,1.39741,446.428571429,4462.57711563,4462.57711563,2.92578805347,0.000176823,880094.0
