EmpiricalD2,EpThisIter,EpRewMean,InitialReturnMax,TimeElapsed,Iteration,Bound,Weights,InitialReturnMean,InitialBound,InitialReturnStd,TimestepsSoFar,EpisodesSoFar,ReturnMeanIW,InitialReturnMin,EpLenMean,J_sample_variance
1.0037217,100,-163.88506980495316,6.9546585,601.9400441646576,119,-99.69963,[ 0.325 -0.592  0.143  0.302 -0.013],3.2043456e-06,-99.79545,2.236308,598514,11900,0.17330384,-2.4693985,68.37,5.692484
1.0225829,100,-157.08581973167014,8.985619,607.4490215778351,120,-99.26137,[ 0.325 -0.589  0.144  0.303 -0.015],1.6784668e-06,-99.77615,2.1533449,604644,12000,0.94237363,-2.3332977,61.3,14.990213
1.0027202,100,-152.70866303088488,5.734474,612.8022038936615,121,-98.903496,[ 0.334 -0.587  0.146  0.302 -0.022],-5.340576e-06,-99.001205,2.1078584,610344,12100,0.1763823,-2.407341,57.0,6.1125216
1.0047857,100,-156.354372447802,6.052841,619.5397706031799,122,-96.4644,[ 0.331 -0.584  0.143  0.301 -0.021],-2.9754638e-06,-96.60627,1.9240757,616376,12200,0.24754962,-2.123375,60.32,5.6594434
1.0511557,100,-157.813691473404,7.545166,624.5886838436127,123,-96.91474,[ 0.334 -0.581  0.143  0.303 -0.019],,-97.715065,2.5247345,622625,12300,1.5028573,-2.7486725,62.49,47.043907
1.0329458,100,-156.33450969257314,5.5258102,630.3104701042175,124,-96.94924,[ 0.345 -0.574  0.146  0.298 -0.016],-2.2888185e-06,-97.37847,1.8451117,628660,12400,0.8463778,-2.22007,60.35,37.66408
1.0074543,100,-153.1467211070338,5.367363,636.1052649021149,125,-99.38614,[ 0.338 -0.582  0.144  0.296 -0.016],5.645752e-06,-99.53675,1.9385058,634389,12500,0.29758334,-2.4791946,57.29,11.97854
1.0014563,100,-160.80343522267208,8.731888,643.288655757904,126,-99.51831,[ 0.333 -0.581  0.141  0.294 -0.013],-6.1035155e-07,-99.59163,2.1245553,640888,12600,0.12685546,-2.3258362,64.99,6.888681
1.0009105,100,-155.36173254873037,6.706238,648.2952883243561,127,-98.648476,[ 0.334 -0.582  0.141  0.291 -0.012],-3.0517577e-07,-98.68669,2.0437562,646870,12700,0.074386254,-2.6386414,59.82,5.632676
1.0026581,100,-157.6113426774418,6.11747,653.2524268627167,128,-98.73639,[ 0.334 -0.582  0.141  0.292 -0.009],-1.8310546e-06,-98.7804,2.1623266,653099,12800,0.08119676,-2.6659393,62.29,7.175611
1.0183598,100,-166.41781992398103,7.8897247,659.2292592525482,129,-99.2214,[ 0.331 -0.583  0.14   0.293 -0.009],2.9754638e-06,-99.59703,2.3681,660226,12900,0.64907247,-2.8360977,71.27,24.061804
1.0203818,100,-150.77972135163733,5.853386,664.3885078430176,130,-98.1565,[ 0.34  -0.579  0.14   0.293 -0.008],1.197815e-05,-98.474236,1.9256768,665754,13000,0.65412086,-2.7563095,55.28,18.30551
1.0021724,100,-160.39395566914135,8.313881,669.4352049827576,131,-99.53714,[ 0.344 -0.575  0.143  0.294 -0.005],-1.9836425e-06,-99.622795,2.3228874,672248,13100,0.16940445,-2.6145172,64.94,7.7354584
1.0027134,100,-155.3710950153121,6.0239563,674.3222410678864,132,-99.493,[ 0.342 -0.575  0.143  0.291 -0.005],-9.689331e-06,-99.5497,2.1041791,678230,13200,0.09547779,-2.620819,59.82,5.276277
1.0037502,100,-159.9538972444218,6.8489304,680.247709274292,133,-99.68906,[ 0.345 -0.573  0.144  0.291 -0.004],8.392334e-07,-99.77609,2.2096045,684668,13300,0.15150622,-2.5522232,64.38,6.474819
1.0102026,100,-157.3090186217801,8.387001,685.8966443538666,134,-99.20115,[ 0.342 -0.573  0.142  0.289 -0.002],-1.6784668e-06,-99.47031,2.2311502,690826,13400,0.52028394,-2.4753113,61.58,13.546134
1.0023522,100,-159.52018862341504,8.318237,691.5986533164978,135,-99.090126,[ 0.345 -0.584  0.141  0.289 -0.004],3.2043456e-06,-99.176865,2.6069362,697255,13500,0.14222193,-2.8142853,64.29,9.407763
1.0010288,100,-153.10716350431488,7.725586,696.9829549789429,136,-95.79858,[ 0.351 -0.588  0.142  0.288 -0.004],6.713867e-06,-95.85039,2.1691132,703009,13600,0.09500183,-2.6159744,57.54,5.1049995
1.0041813,100,-146.8686229502357,4.988228,701.0151612758636,137,-96.050285,[ 0.35  -0.588  0.143  0.287 -0.005],-1.6784668e-06,-96.1721,1.8662308,708078,13700,0.2500269,-2.0773773,50.69,6.114628
1.016172,100,-158.82653089348062,6.7617493,707.3135542869568,138,-98.533356,[ 3.548e-01 -5.901e-01  1.440e-01  2.891e-01 -4.903e-04],3.4332274e-06,-98.845634,2.2800732,714413,13800,0.55040115,-2.6440277,63.35,12.368489
1.0107522,100,-155.33534289021208,9.657661,713.6261296272278,139,-99.25373,[ 3.675e-01 -5.935e-01  1.453e-01  2.901e-01 -4.639e-04],1.5258789e-06,-99.48621,2.3824346,720397,13900,0.43250358,-2.6388702,59.84,11.579893
1.0325679,100,-152.9293203106775,8.0419235,719.2297170162201,140,-97.87068,[ 0.375 -0.595  0.147  0.288 -0.004],-5.8746336e-06,-98.44503,2.3838048,726145,14000,1.0846847,-2.639038,57.48,27.745815
1.0115306,100,-159.7791018306189,12.185364,725.4027650356293,141,-98.358536,[ 0.382 -0.589  0.15   0.285 -0.004],8.544922e-06,-98.661995,2.6548398,732584,14100,0.55246615,-2.5259857,64.39,18.371357
1.0012708,100,-155.0743909932099,7.1038666,731.9567046165466,142,-99.05015,[ 3.866e-01 -5.901e-01  1.535e-01  2.842e-01 -2.119e-04],-3.5858154e-06,-99.085976,2.2288218,738527,14200,0.06949608,-2.5791245,59.43,5.3964133
1.0155993,100,-150.90649890591368,7.0282135,736.4187605381012,143,-98.2213,[ 3.848e-01 -5.907e-01  1.533e-01  2.867e-01 -3.389e-04],-3.1280517e-06,-98.58494,2.15511,744039,14300,0.6940888,-2.5723572,55.12,13.391771
1.0182298,100,-159.0423612217495,8.871254,741.8630533218384,144,-99.12309,[ 0.38  -0.593  0.152  0.284  0.006],-3.0517577e-07,-99.56849,2.3831172,750395,14400,0.9071519,-2.6358185,63.56,24.092228
1.0015302,100,-151.11226136108652,6.088768,747.3206119537354,145,-96.98903,[ 3.828e-01 -5.922e-01  1.551e-01  2.881e-01 -3.693e-04],2.4414062e-06,-97.04821,2.1052988,755910,14500,0.09546731,-2.360321,55.15,4.5599117
1.0072011,100,-148.86035856103592,7.4577637,751.8076508045197,146,-98.54232,[ 0.381 -0.595  0.156  0.29  -0.001],-8.69751e-06,-98.75764,1.8896068,761196,14600,0.4165508,-2.1928406,52.86,6.4742627
1.0057317,100,-155.57258053307444,5.742447,756.5190718173981,147,-99.40322,[ 0.384 -0.592  0.156  0.288 -0.006],-6.790161e-06,-99.52305,1.9594994,767179,14700,0.19401047,-2.367218,59.83,8.010286
1.0183966,100,-149.25501222370522,8.345467,762.3083879947662,148,-98.52415,[ 0.379 -0.591  0.154  0.288 -0.008],-7.6293946e-07,-98.84571,2.3228831,772527,14800,0.6358596,-2.561264,53.48,14.072319
1.0022291,100,-153.8669438737447,7.3625107,768.5816948413849,149,-98.762924,[ 0.381 -0.584  0.157  0.285 -0.009],7.2479247e-06,-98.88695,2.2474477,778383,14900,0.21493906,-2.8921509,58.56,6.628815
1.0221337,100,-154.54338907934832,6.0882797,773.7346408367157,150,-97.88657,[ 0.382 -0.584  0.156  0.285 -0.005],7.6293944e-08,-98.18887,1.7939891,784240,15000,0.5879435,-2.1553116,58.57,17.1993
1.0390071,100,-153.16271074843834,6.930313,780.0286908149719,151,-99.40728,[ 0.376 -0.593  0.155  0.286 -0.006],6.1035155e-07,-99.73113,1.9526887,789963,15100,0.81488526,-2.4063416,57.23,98.011894
1.0187275,100,-159.18551615201167,5.4572754,785.9740266799927,152,-98.72469,[ 0.365 -0.596  0.152  0.286 -0.006],-1.15966795e-05,-99.036156,2.2443554,796352,15200,0.5619677,-2.6121674,63.89,15.114957
1.0158962,100,-156.31881974248378,6.793045,792.396472454071,153,-98.990746,[ 0.361 -0.605  0.152  0.285 -0.006],5.9509275e-06,-99.244446,2.3861995,802448,15300,0.46621665,-2.7984009,60.96,19.080147
1.0193189,100,-156.84279971559857,6.238159,798.2912838459015,154,-99.03761,[ 0.356 -0.609  0.15   0.286 -0.006],-7.6293946e-07,-99.31655,2.1613214,808586,15400,0.535321,-2.643837,61.38,21.570103
1.0110978,100,-156.4665432457904,5.7066803,804.2942535877228,155,-98.31618,[ 0.362 -0.605  0.152  0.286 -0.003],-1.9073486e-06,-98.55802,2.050804,814663,15500,0.44458425,-2.5340195,60.77,10.301105
1.0169843,100,-155.33668249744275,6.574211,809.3323926925659,156,-99.05621,[ 0.368 -0.603  0.153  0.285 -0.008],-3.8146973e-07,-99.409294,2.2085881,820673,15600,0.62985075,-2.9114456,60.1,11.489425
1.0175353,100,-153.13408358203554,8.598129,815.5324411392212,157,-98.41984,[ 0.374 -0.603  0.156  0.288 -0.012],7.3242186e-06,-98.710754,2.1990168,826404,15700,0.52762634,-2.3191376,57.31,12.729837
1.0015664,100,-155.5529195520771,9.701912,820.9665207862854,158,-98.344,[ 0.38  -0.598  0.158  0.288 -0.013],-2.4414062e-06,-98.41546,2.3751235,832415,15800,0.119724445,-2.673294,60.11,7.0756755
1.0031848,100,-156.22777988826866,9.407089,826.846354007721,159,-98.65009,[ 0.381 -0.602  0.157  0.287 -0.014],-1.0681152e-06,-98.75776,2.1902068,838500,15900,0.20825638,-2.768486,60.85,7.2690983
1.0269706,100,-156.47341026442948,5.8155136,832.4910926818848,160,-98.36455,[ 0.386 -0.606  0.158  0.285 -0.01 ],3.1280517e-06,-98.88708,2.0028327,844573,16000,0.95791733,-2.5589828,60.73,25.445608
1.0015631,100,-155.66479361417257,7.671852,838.4759221076965,161,-98.71303,[ 0.378 -0.612  0.158  0.29  -0.013],-9.994506e-06,-98.75758,2.3903387,850610,16100,0.0769372,-2.9599533,60.37,6.2146044
1.0203806,100,-163.6415053918971,8.802467,844.5604367256165,162,-99.044655,[ 0.377 -0.612  0.157  0.289 -0.015],-7.019043e-06,-99.501396,2.4634886,857451,16200,0.8531574,-2.865738,68.41,17.255442
1.012139,100,-149.87139888339175,7.812149,849.2221326828003,163,-98.468414,[ 0.371 -0.617  0.156  0.289 -0.022],-2.5939942e-06,-98.66196,2.1072366,862854,16300,0.37252456,-2.266098,54.03,10.69957
1.0006115,100,-153.484491434849,7.507927,854.4173536300659,164,-98.73403,[ 0.376 -0.615  0.158  0.289 -0.02 ],2.670288e-06,-98.78032,2.4528813,868690,16400,0.07383756,-2.9261017,58.36,6.5950437
1.0294226,100,-157.52696470751442,5.2628098,858.8948302268982,165,-98.328575,[ 0.377 -0.615  0.157  0.287 -0.019],4.8828124e-06,-98.845695,1.8733457,874870,16500,0.97026014,-2.3068924,61.8,26.734587
1.0053271,100,-154.4498002284388,6.0371704,864.2951922416687,166,-99.1943,[ 0.383 -0.607  0.159  0.281 -0.019],6.866455e-06,-99.38035,1.8751752,880730,16600,0.30871862,-2.3396301,58.6,7.298338
1.0049316,100,-149.93556949452415,8.673088,870.7474582195282,167,-97.76877,[ 0.377 -0.605  0.158  0.281 -0.017],5.569458e-06,-97.88634,2.116992,886135,16700,0.21946388,-2.3550034,54.05,7.78083
1.0074317,100,-158.29239750242047,9.372131,875.9919216632843,168,-98.66054,[ 0.373 -0.608  0.158  0.281 -0.02 ],-3.7384034e-06,-98.80252,2.2285216,892420,16800,0.23907302,-2.833374,62.85,7.840762
1.0087068,100,-162.65207112954786,6.223076,882.2211055755615,169,-99.41422,[ 0.379 -0.608  0.16   0.282 -0.019],3.6621093e-06,-99.632324,2.1275275,899136,16900,0.38347402,-2.4022217,67.16,13.259354
1.0011021,100,-151.72761040519086,8.694763,887.9010391235352,170,-98.91554,[ 0.387 -0.608  0.16   0.282 -0.02 ],4.7302246e-06,-98.983215,2.5672715,904743,17000,0.113139026,-2.5061493,56.07,7.4885755
1.0572414,100,-162.0335929662781,8.162857,893.2601103782654,171,-99.18921,[ 0.387 -0.608  0.16   0.284 -0.022],-3.967285e-06,-99.78376,2.2258244,911372,17100,1.2793202,-2.2776184,66.29,75.43985
1.0004933,100,-155.9997086837129,7.57283,898.6072142124176,172,-99.36974,[ 0.378 -0.618  0.159  0.283 -0.019],-7.6293946e-07,-99.399826,2.1459432,917441,17200,0.047773976,-2.6284256,60.69,5.2173405
1.129388,100,-160.62964513776237,9.989334,904.5681388378143,173,-98.090744,[ 0.379 -0.62   0.159  0.284 -0.021],4.4250487e-06,-99.728546,2.4823399,923964,17300,3.1310594,-2.7709732,65.23,269.8165
1.0151682,100,-158.91576743636355,8.553635,910.5236124992371,174,-98.73366,[ 0.358 -0.623  0.154  0.282 -0.015],2.3651123e-06,-98.96472,2.6477087,930355,17400,0.4363037,-3.0365753,63.91,19.188
1.0231684,100,-156.66870680310598,6.876564,916.3012285232544,175,-99.30312,[ 0.363 -0.62   0.156  0.282 -0.017],5.340576e-07,-99.66682,2.1583302,936473,17500,0.6923834,-2.7342148,61.18,25.509789
1.0008993,100,-160.31566586866168,6.1823654,922.2115924358368,176,-98.504524,[ 0.35  -0.617  0.153  0.28  -0.02 ],5.722046e-06,-98.55796,2.3353567,942983,17600,0.0851603,-2.8252869,65.1,6.2948656
1.007557,100,-154.79710282160883,10.111176,926.7402057647705,177,-97.52907,[ 0.349 -0.619  0.154  0.279 -0.02 ],-4.8065185e-06,-97.80243,2.3440392,948910,17700,0.49617073,-2.72538,59.27,9.847133
1.0085853,100,-159.19173186605346,9.549461,932.5772898197174,178,-98.67921,[ 0.354 -0.623  0.156  0.28  -0.027],-5.569458e-06,-98.866615,2.4503293,955274,17800,0.397096,-2.4277954,63.64,11.600923
1.0274845,100,-153.80882675104056,11.99511,938.6213250160217,179,-97.66572,[ 0.354 -0.616  0.156  0.279 -0.022],3.2806397e-06,-98.29001,2.6719813,961109,17900,1.2103565,-2.7186966,58.35,30.457216
1.011014,100,-153.49830491382627,10.88916,943.9005525112152,180,-98.02975,[ 0.362 -0.609  0.155  0.273 -0.027],8.31604e-06,-98.22331,2.269831,966891,18000,0.457723,-2.5929413,57.82,12.22351
1.0010868,100,-155.20945671828147,6.664238,949.8711588382721,181,-99.556015,[ 0.357 -0.606  0.151  0.273 -0.03 ],-1.3504028e-05,-99.617966,2.3207505,972845,18100,0.10217404,-2.5365448,59.54,7.139367
1.0021634,100,-152.83450054144308,12.321236,954.7857639789581,182,-98.393295,[ 0.357 -0.607  0.15   0.27  -0.03 ],3.0517579e-06,-98.47416,2.5643258,978568,18200,0.14850311,-2.5816422,57.23,8.467699
1.0269771,100,-160.2603214633848,9.263077,960.3944981098175,183,-98.86175,[ 0.358 -0.607  0.152  0.272 -0.029],6.1035157e-06,-99.204666,2.5424626,985054,18300,0.7474909,-2.7700653,64.86,52.70931
1.0043707,100,-157.39201468769514,9.092857,966.8329172134399,184,-99.57622,[ 0.347 -0.606  0.15   0.273 -0.034],-2.2888185e-06,-99.71457,2.2819943,991249,18400,0.26965514,-2.5854416,61.95,8.964103
1.0181521,100,-154.85275346414676,6.3871765,971.4116854667664,185,-95.99072,[ 0.345 -0.607  0.149  0.277 -0.034],1.6021728e-06,-96.32293,2.1490946,997177,18500,0.6285663,-2.628357,59.28,19.153406
1.0072722,100,-149.8927127386422,8.219673,977.1524837017059,186,-98.16915,[ 0.351 -0.603  0.15   0.274 -0.03 ],-2.822876e-06,-98.41526,2.2260988,1002582,18600,0.4129379,-2.4263458,54.05,7.3209224
1.0050031,100,-162.3928522634506,7.592018,983.7560682296753,187,-98.64255,[ 0.353 -0.611  0.149  0.275 -0.031],7.6293944e-08,-98.80254,2.376058,1009273,18700,0.28901842,-2.5549011,66.91,9.592991
1.0007164,100,-158.08471568764432,6.325653,989.0716171264648,188,-99.67858,[ 0.354 -0.61   0.15   0.276 -0.027],-5.264282e-06,-99.72306,2.230636,1015506,18800,0.072555095,-2.472168,62.33,5.392627
1.0017345,100,-159.18020076430196,6.817375,993.9450526237488,189,-99.19467,[ 0.355 -0.612  0.15   0.278 -0.028],5.8746336e-06,-99.28153,2.0811539,1021877,18900,0.1603707,-2.6633759,63.71,6.574622
1.0078361,100,-157.32526497395548,8.970047,998.8131680488586,190,-98.380035,[ 0.36  -0.618  0.15   0.277 -0.028],-1.8310546e-06,-98.71081,2.5386364,1028080,19000,0.6225586,-2.814186,62.03,12.208375
1.0077066,100,-155.67495669620774,9.720711,1003.8739242553711,191,-99.15676,[ 0.36  -0.619  0.151  0.276 -0.021],-2.2888183e-07,-99.30513,2.571845,1034124,19100,0.25631595,-2.924286,60.44,13.523144
1.0071667,100,-152.14912647462413,7.5612335,1009.2237436771393,192,-97.89825,[ 0.364 -0.617  0.153  0.278 -0.022],-1.1901855e-05,-98.04392,2.13912,1039762,19200,0.25708947,-2.5357666,56.38,8.479774
1.0033516,100,-156.4305183384132,8.565422,1014.1594233512878,193,-99.54291,[ 0.359 -0.618  0.152  0.279 -0.02 ],7.476807e-06,-99.68196,2.24792,1045825,19300,0.24983229,-2.4011536,60.63,6.3438196
1.0072985,100,-157.21902863740732,7.127243,1020.8592534065247,194,-99.46842,[ 0.359 -0.624  0.153  0.283 -0.019],4.7302246e-06,-99.723045,2.3422234,1051993,19400,0.43150795,-2.735878,61.68,11.890263
1.0032494,100,-158.75359503837296,5.615677,1027.05402302742,195,-98.44616,[ 0.366 -0.626  0.154  0.284 -0.015],-2.2125244e-06,-98.53074,2.2504492,1058315,19500,0.14374655,-2.537796,63.22,6.543768
1.027233,100,-157.58911743676526,8.045082,1032.7993104457855,196,-97.83082,[ 0.369 -0.627  0.155  0.285 -0.017],-2.7465821e-06,-98.25709,2.6279132,1064570,19600,0.85930586,-3.0844955,62.55,25.294441
1.099836,100,-154.71995632804897,5.2082596,1039.085974931717,197,-97.08312,[ 0.362 -0.631  0.153  0.284 -0.023],-5.340576e-06,-98.32235,1.6497967,1070430,19700,2.632074,-2.2870789,58.6,132.94933
1.0057039,100,-160.46667694665513,5.72007,1045.673495054245,198,-97.724655,[ 0.341 -0.636  0.15   0.285 -0.025],-6.027222e-06,-97.84481,1.9843322,1076913,19800,0.22621025,-2.4770813,64.83,8.50219
1.0058513,100,-162.79573834639774,9.244728,1051.360205411911,199,-99.19173,[ 0.345 -0.634  0.151  0.281 -0.026],8.392334e-06,-99.38041,2.730374,1083654,19900,0.3524212,-2.7594147,67.41,16.072239
1.0210772,100,-157.34409069000287,9.752426,1057.8705170154572,200,-98.07626,[ 0.34  -0.63   0.149  0.277 -0.023],3.6621093e-06,-98.4743,2.432533,1089846,20000,0.6694159,-2.6874466,61.92,20.305592
1.0183808,100,-157.95325197956151,8.172897,1064.1571974754333,201,-99.057304,[ 0.329 -0.628  0.147  0.274 -0.023],-5.8746336e-06,-99.32781,2.2210686,1096098,20100,0.523,-2.685028,62.52,19.338385
1.0132766,100,-160.0690785648767,9.4988785,1069.3410983085632,202,-98.45709,[ 0.335 -0.626  0.15   0.274 -0.021],3.8146973e-06,-99.06978,2.557991,1102604,20200,0.95369023,-2.8091202,65.06,29.402004
1.0056283,100,-155.55103966262806,8.4390335,1075.044311761856,203,-99.232666,[ 0.322 -0.612  0.146  0.27  -0.019],-9.002685e-06,-99.35996,2.4153087,1108577,20300,0.229245,-2.2466278,59.73,10.202039
1.0040501,100,-160.03922874809166,6.827568,1080.9428298473358,204,-99.65912,[ 0.313 -0.606  0.145  0.271 -0.018],4.348755e-06,-99.77285,2.4319806,1115040,20400,0.18575688,-2.7573318,64.63,7.5085917
1.0034639,100,-156.09228372288834,6.262932,1086.8251769542694,205,-98.653,[ 0.311 -0.609  0.144  0.273 -0.018],-3.6621093e-06,-98.734474,1.9090779,1121063,20500,0.14435568,-2.3906937,60.23,5.0087943
1.0035651,100,-159.92193741301904,6.47139,1091.4219012260437,206,-98.53432,[ 0.314 -0.608  0.145  0.275 -0.02 ],-1.2283325e-05,-98.63681,2.468954,1127552,20600,0.16833158,-2.886673,64.89,9.375727
1.0060358,100,-155.31361717963134,8.302025,1096.7700350284576,207,-98.52182,[ 0.315 -0.603  0.145  0.274 -0.018],4.119873e-06,-98.75769,2.5266225,1133585,20700,0.40366992,-2.8498611,60.33,11.841163
1.006417,100,-166.18062769947196,9.6803665,1103.4891774654388,208,-99.56815,[ 0.311 -0.601  0.143  0.272 -0.023],7.095337e-06,-99.769455,2.4878182,1140692,20800,0.41172653,-2.9495468,71.07,16.115469
1.0028656,100,-167.25243337520973,7.5643997,1109.2135756015778,209,-99.69628,[ 0.313 -0.601  0.143  0.273 -0.017],-4.196167e-06,-99.76214,2.2983289,1147859,20900,0.11354984,-2.5319366,71.67,8.890309
1.0023086,100,-160.15262847177723,6.6010056,1114.2409331798553,210,-99.47304,[ 0.314 -0.599  0.144  0.274 -0.015],-1.4190674e-05,-99.56242,2.1629639,1154348,21000,0.14915179,-2.753769,64.89,6.217327
1.0396568,100,-157.76071830004386,7.949074,1118.868373632431,211,-98.608826,[ 0.315 -0.599  0.145  0.276 -0.018],1.2207031e-06,-99.218254,2.2152884,1160582,21100,1.1291945,-2.58609,62.34,39.073418
1.0505595,100,-161.6024631111011,5.9279404,1125.0677745342255,212,-98.69757,[ 0.302 -0.601  0.144  0.273 -0.015],4.8828124e-06,-99.33869,1.9561939,1167162,21200,1.3393453,-2.4401855,65.8,62.345333
1.0035824,100,-164.13041633802084,8.496239,1131.7398145198822,213,-99.52292,[ 0.29  -0.603  0.14   0.276 -0.013],-2.1362305e-06,-99.622856,2.2234113,1174020,21300,0.1841651,-2.429657,68.58,7.3269196
1.0070895,100,-159.76600986881985,7.6957626,1138.4363400936127,214,-99.33826,[ 0.287 -0.602  0.139  0.276 -0.016],1.3732911e-06,-99.49375,2.113732,1180417,21400,0.28157097,-2.3818817,63.97,17.992722
1.0056635,100,-166.16171913589443,7.4145203,1144.648106098175,215,-99.24719,[ 0.279 -0.6    0.138  0.277 -0.016],-6.942749e-06,-99.536674,2.48285,1187548,21500,0.41384384,-3.2415237,71.31,9.209579
1.0167384,100,-164.1695998358799,8.393837,1151.0876619815826,216,-98.687965,[ 0.281 -0.61   0.139  0.278 -0.016],2.8991699e-06,-98.92672,2.3285666,1194446,21600,0.48426044,-2.6631927,68.98,22.885546
1.0354155,100,-163.083594932107,7.5938034,1157.002469778061,217,-97.82395,[ 0.271 -0.612  0.138  0.279 -0.018],-2.9754638e-06,-98.50273,2.1643662,1201202,21700,1.1996067,-2.638321,67.56,26.459625
1.0013357,100,-162.50846521563156,6.2545776,1162.7381358146667,218,-99.68982,[ 0.279 -0.608  0.141  0.278 -0.013],5.645752e-06,-99.75,2.26025,1207920,21800,0.10493202,-2.7851562,67.18,7.1558
1.0016776,100,-160.53659063818358,7.609062,1168.0057208538055,219,-98.76049,[ 0.279 -0.608  0.14   0.276 -0.014],-8.850097e-06,-98.80268,2.662748,1214445,21900,0.06821095,-2.7882843,65.25,8.842967
1.0107218,100,-164.411437863573,8.0497055,1173.9287490844727,220,-99.20872,[ 0.278 -0.61   0.14   0.275 -0.014],8.468628e-06,-99.39029,2.2498558,1221367,22000,0.36176482,-2.7107315,69.22,16.92927
1.0286621,100,-161.26185727427102,11.847984,1180.548326253891,221,-98.53219,[ 0.272 -0.609  0.138  0.274 -0.01 ],8.7738035e-06,-98.98313,2.7385817,1227992,22100,0.8091458,-2.950592,66.25,31.317085
1.0011103,100,-151.43028714495267,10.534988,1186.4523994922638,222,-97.650406,[ 0.282 -0.606  0.14   0.273 -0.009],5.9509275e-06,-97.71506,2.4278562,1233583,22200,0.11310534,-2.573021,55.91,6.4026957
1.005859,100,-156.67953999800093,9.491661,1191.9534866809845,223,-97.88473,[ 0.283 -0.609  0.141  0.273 -0.008],-3.890991e-06,-98.00581,2.593226,1239725,22300,0.22197527,-2.8625336,61.42,10.068145
1.0075973,100,-158.68943853733722,6.568756,1196.9852402210236,224,-98.484795,[ 0.281 -0.611  0.14   0.271 -0.009],-2.5939942e-06,-98.66199,2.2392786,1246055,22400,0.35402507,-2.7863083,63.3,9.979371
1.0043865,100,-162.7033347135675,7.811165,1203.182480096817,225,-99.11124,[ 0.279 -0.612  0.138  0.266 -0.01 ],3.5095215e-06,-99.21825,2.2564707,1252783,22500,0.20346898,-2.647667,67.28,8.012392
1.0166594,100,-159.67662939092486,10.818954,1209.5574941635132,226,-99.27204,[ 0.279 -0.604  0.137  0.266 -0.01 ],1.2969971e-06,-99.52995,2.4281344,1259237,22600,0.4665956,-2.9010239,64.54,31.535849
1.0060679,100,-166.05550447958518,8.015869,1215.3838872909546,227,-99.290344,[ 0.27  -0.603  0.135  0.265 -0.01 ],1.1291504e-05,-99.38034,2.6375551,1266374,22700,0.18875314,-3.3059845,71.37,15.649313
1.0137544,100,-161.56813346968886,8.0385895,1221.1996297836304,228,-98.517914,[ 0.269 -0.61   0.135  0.264 -0.01 ],-2.7465821e-06,-98.75766,2.218432,1273019,22800,0.41721678,-2.8500137,66.45,12.861849
1.0073997,100,-161.22571353194192,8.415649,1227.4054000377655,229,-99.06186,[ 0.275 -0.607  0.136  0.266 -0.011],-4.577637e-06,-99.281624,2.6361573,1279624,22900,0.4010702,-2.6170273,66.05,16.689234
1.0080116,100,-167.58329744964647,8.378311,1233.9900588989258,230,-99.35925,[ 0.271 -0.605  0.135  0.261 -0.01 ],-3.0517577e-07,-99.56245,2.509732,1286885,23000,0.387834,-3.0000992,72.61,12.087283
1.0237961,100,-169.10455087681422,8.676918,1239.2340614795685,231,-99.38184,[ 0.272 -0.603  0.137  0.262 -0.013],-4.5013426e-06,-99.78077,2.7120476,1294302,23100,0.7224028,-2.913559,74.17,25.904749
1.0052385,100,-155.24079773437762,10.768616,1245.3182184696198,232,-97.47676,[ 0.278 -0.6    0.14   0.265 -0.012],1.0681152e-06,-97.57681,2.4686155,1300252,23200,0.22091538,-2.5062103,59.5,10.474483
1.0061867,100,-161.35478539478387,9.48838,1251.4972159862518,233,-99.50332,[ 0.272 -0.597  0.139  0.267 -0.016],-3.890991e-06,-99.64604,2.491005,1306847,23300,0.25418633,-2.693985,65.95,12.513529
1.0131214,100,-160.78064041793954,8.426689,1257.0877780914307,234,-99.50818,[ 0.278 -0.597  0.139  0.265 -0.016],7.705688e-06,-99.77285,2.613883,1313423,23400,0.5085466,-3.0641174,65.76,22.33911
1.0029851,100,-155.90504420957726,13.535774,1262.9136862754822,235,-98.93896,[ 0.283 -0.597  0.142  0.268 -0.012],2.670288e-06,-99.03615,2.8422003,1319469,23500,0.16333954,-2.6270142,60.46,10.971119
1.0276618,100,-161.11942898491853,6.595169,1268.6225683689117,236,-98.58815,[ 0.28  -0.599  0.142  0.269 -0.014],2.7465821e-06,-99.101974,2.5015435,1326034,23600,0.93074447,-2.631462,65.65,27.131008
1.033235,100,-160.74678028717884,5.151573,1275.2839243412018,237,-98.45264,[ 0.283 -0.588  0.143  0.267 -0.014],-1.0299683e-05,-99.086006,2.026046,1332546,23700,1.223808,-2.433342,65.12,39.3394
1.0364321,100,-155.71074957306303,8.682419,1281.0390605926514,238,-97.28062,[ 0.3   -0.591  0.144  0.265 -0.018],6.4849855e-06,-97.8863,2.3033965,1338568,23800,1.1306299,-2.5707169,60.22,27.049667
1.0019443,100,-154.80907658083285,7.466133,1286.8422513008118,239,-99.62262,[ 0.307 -0.586  0.147  0.266 -0.016],6.027222e-06,-99.72307,2.3126748,1344482,23900,0.1706406,-2.572403,59.14,9.131825
1.0031576,100,-156.3183092662047,7.3911133,1292.4721944332123,240,-98.732506,[ 0.304 -0.587  0.147  0.265 -0.014],-5.645752e-06,-98.86655,2.1428854,1350540,24000,0.2553598,-2.4940948,60.58,7.608207
