EmpiricalD2,EpThisIter,EpRewMean,InitialReturnMax,TimeElapsed,Iteration,Bound,Weights,InitialReturnMean,InitialBound,InitialReturnStd,TimestepsSoFar,EpisodesSoFar,ReturnMeanIW,InitialReturnMin,EpLenMean,J_sample_variance
1.0065014,100,-165.58431323128593,6.62632,1298.0953290462494,241,-98.57187,[ 0.302 -0.586  0.148  0.265 -0.019],2.5177003e-06,-98.824425,2.2919114,1357615,24100,0.44426954,-2.953003,70.75,9.912042
1.0017171,100,-158.46864133212256,7.809532,1303.8664302825928,242,-99.64304,[ 0.31  -0.593  0.148  0.262 -0.023],-8.392334e-07,-99.745544,2.448183,1363924,24200,0.17277358,-2.7795563,63.09,7.696769
1.038361,100,-154.27614760816286,5.1313095,1308.930207490921,243,-98.42792,[ 0.309 -0.593  0.149  0.263 -0.019],-5.4931643e-06,-99.03616,2.052789,1369786,24300,1.0908631,-2.5454483,58.62,30.317545
1.0077413,100,-161.73017730511452,8.8583145,1315.80939245224,244,-99.628044,[ 0.32  -0.589  0.151  0.264 -0.017],-8.239746e-06,-99.802864,2.554903,1376421,24400,0.30660424,-2.7193222,66.35,13.124987
1.0041331,100,-153.76000172789315,5.8022156,1321.0270590782166,245,-99.46962,[ 0.324 -0.587  0.152  0.263 -0.013],-1.0681152e-06,-99.54979,2.061236,1382205,24500,0.16115837,-2.371933,57.84,6.613342
1.0000974,100,-153.50953240370788,9.739075,1326.1551005840302,246,-98.89558,[ 0.321 -0.589  0.151  0.264 -0.011],-6.1035155e-07,-98.90694,2.31445,1388005,24600,0.015483555,-2.4797058,58.0,5.3532224
1.004506,100,-159.8479200755535,8.97316,1330.4807953834534,247,-98.832954,[ 0.322 -0.589  0.151  0.264 -0.01 ],-3.967285e-06,-99.036224,2.163591,1394433,24700,0.38121897,-2.501854,64.28,9.722086
1.0006431,100,-150.94633889687503,7.9456253,1336.1480176448822,248,-98.248985,[ 0.321 -0.585  0.149  0.259 -0.013],3.967285e-06,-98.290085,2.2365563,1399977,24800,0.06448849,-2.7560883,55.44,5.1745186
1.0028323,100,-157.08617704824792,10.316513,1341.3214375972748,249,-99.31748,[ 0.321 -0.585  0.15   0.258 -0.011],-1.0681152e-05,-99.41854,2.429691,1406131,24900,0.16629806,-2.3954315,61.54,7.4955134
1.0082856,100,-160.37854129332763,8.421219,1347.0400438308716,250,-98.755135,[ 0.325 -0.587  0.151  0.258 -0.008],-6.866455e-06,-99.13293,2.618689,1412678,25000,0.72982025,-3.002266,65.47,18.563984
1.0387176,100,-155.19049204995218,11.514961,1352.6072328090668,251,-97.37537,[ 0.332 -0.588  0.149  0.255 -0.012],3.2806397e-06,-98.04398,2.361942,1418624,25100,1.7028353,-2.60643,59.46,71.3935
1.0060222,100,-160.64623207121846,9.281708,1358.9482281208038,252,-99.31555,[ 0.327 -0.592  0.146  0.257 -0.025],7.476807e-06,-99.58028,2.4410148,1425140,25200,0.5038343,-2.5565796,65.16,17.678658
1.0258527,100,-157.16596593738316,7.6706085,1365.5525875091553,253,-98.46293,[ 0.323 -0.586  0.146  0.251 -0.023],5.264282e-06,-99.05323,2.35418,1431347,25300,1.1756681,-3.0777283,62.07,33.757706
1.0048449,100,-154.43727551674553,5.985695,1371.4798657894135,254,-98.69045,[ 0.31  -0.577  0.142  0.247 -0.016],1.6021728e-06,-98.7803,1.8941942,1437216,25400,0.17574039,-2.442688,58.69,6.8519974
1.0011325,100,-157.5294238154781,9.45002,1375.913152217865,255,-99.05837,[ 0.314 -0.575  0.143  0.25  -0.015],7.93457e-06,-99.11755,2.6384225,1443454,25500,0.0971736,-2.9096375,62.38,8.065688
1.0043052,100,-156.40029631811615,6.431534,1381.149540901184,256,-97.42694,[ 0.312 -0.577  0.144  0.251 -0.014],7.171631e-06,-97.576775,1.9572695,1449543,25600,0.2601204,-2.4658737,60.89,6.742928
1.0502762,100,-156.6421148372463,10.229309,1386.0635921955109,257,-98.15765,[ 0.316 -0.574  0.143  0.248 -0.015],-1.1444092e-06,-98.84566,2.5476801,1455710,25700,1.3403664,-3.04245,61.67,49.7664
1.0059196,100,-159.23546265009577,8.948715,1391.7216382026672,258,-98.00414,[ 0.304 -0.58   0.14   0.25  -0.014],-5.264282e-06,-98.18894,2.3160613,1462109,25800,0.37164226,-2.7322235,63.99,12.852283
1.0067887,100,-163.6781901282605,8.449554,1398.8397500514984,259,-99.363815,[ 0.304 -0.577  0.141  0.248 -0.008],-9.155273e-07,-99.53668,2.6098323,1468971,25900,0.31513637,-2.898758,68.62,11.145532
1.0041711,100,-159.99281941136405,7.743927,1404.8202047348022,260,-99.09227,[ 0.302 -0.584  0.141  0.248 -0.011],-3.0517579e-06,-99.23151,2.3112795,1475420,26000,0.24985813,-2.554367,64.49,9.693775
1.0012163,100,-153.86083090131228,9.640648,1410.503592967987,261,-99.238625,[ 0.302 -0.586  0.14   0.249 -0.015],-2.2888185e-06,-99.31654,2.5238235,1481289,26100,0.14171736,-2.7936325,58.69,8.007616
1.0132796,100,-160.22976506811395,9.664131,1415.358627319336,262,-98.33165,[ 0.301 -0.588  0.141  0.248 -0.018],-6.8664554e-07,-98.61118,2.5589874,1487794,26200,0.54157764,-2.9349365,65.05,17.98247
1.032897,100,-158.20782179929847,8.644981,1419.8042113780975,263,-97.525024,[ 0.306 -0.585  0.142  0.246 -0.023],2.3651123e-06,-97.92696,2.577874,1494110,26300,0.8522945,-2.8285446,63.16,35.790634
1.0000924,100,-161.50623686648115,8.988899,1425.9352085590363,264,-99.3356,[ 0.297 -0.587  0.139  0.245 -0.021],-2.7465821e-06,-99.33878,2.403984,1500747,26400,0.0061359215,-2.918953,66.37,5.901405
1.0215021,100,-161.3202932505934,9.015923,1430.9772686958313,265,-99.42379,[ 0.297 -0.587  0.138  0.245 -0.021],1.0375977e-05,-99.75008,2.4005888,1507391,26500,0.6062613,-2.8191376,66.44,23.477163
1.000853,100,-164.63763427461458,9.039543,1436.671625137329,266,-99.07938,[ 0.287 -0.587  0.137  0.244 -0.021],-2.822876e-06,-99.13292,2.405455,1514358,26600,0.08496714,-2.9195404,69.67,5.9886394
1.0037562,100,-157.76638300691218,8.587769,1441.535469532013,267,-99.011955,[ 0.286 -0.587  0.137  0.246 -0.021],-6.6375733e-06,-99.14796,2.624024,1520665,26700,0.22909957,-3.3007507,63.07,11.71728
1.0097129,100,-158.33396411015906,7.6974335,1447.689905166626,268,-98.99569,[ 0.28  -0.584  0.137  0.249 -0.021],1.5258789e-06,-99.17697,2.4237719,1526946,26800,0.3178724,-2.6122742,62.81,12.731745
1.0023178,100,-162.65997783321262,7.751602,1452.970470905304,269,-99.63376,[ 0.284 -0.582  0.139  0.249 -0.02 ],4.577637e-06,-99.69905,2.7478378,1533737,26900,0.10663911,-3.2288513,67.91,8.958677
1.0050256,100,-159.12823107370912,6.4370728,1458.2222352027893,270,-98.59252,[ 0.286 -0.582  0.139  0.248 -0.019],-2.2888183e-07,-98.68677,1.9478587,1540092,27000,0.16378826,-2.4916992,63.55,7.179919
1.0159535,100,-163.19414682295454,9.277321,1463.0759983062744,271,-98.44417,[ 0.291 -0.581  0.14   0.247 -0.019],-2.5939942e-06,-98.75764,2.4739213,1546862,27100,0.5069114,-2.6006775,67.7,15.142662
1.018612,100,-160.09095697979245,8.259384,1469.1880373954773,272,-99.08948,[ 0.3   -0.581  0.142  0.246 -0.021],1.2969971e-06,-99.47839,2.348198,1553345,27200,0.73185354,-2.6747742,64.83,19.10217
1.0030797,100,-157.7084035682949,6.664749,1475.602525472641,273,-99.55061,[ 0.296 -0.587  0.14   0.246 -0.026],-3.5095215e-06,-99.67822,2.1344967,1559575,27300,0.24084167,-2.557602,62.3,6.835834
1.0410998,100,-159.8346600870647,7.7947845,1480.7370872497559,274,-98.953636,[ 0.298 -0.588  0.141  0.245 -0.021],1.3732911e-06,-99.53669,2.364214,1566060,27400,1.1480454,-3.001007,64.85,34.44216
1.0037179,100,-162.02295423094102,5.664009,1486.011220216751,275,-98.93259,[ 0.309 -0.583  0.142  0.241 -0.021],-8.31604e-06,-99.053085,1.7650131,1572732,27500,0.23026241,-2.7804642,66.72,4.937331
1.0137594,100,-154.70414593290795,9.20005,1491.6034970283508,276,-99.26176,[ 0.31  -0.591  0.144  0.242 -0.019],5.41687e-06,-99.597084,2.5436797,1578664,27600,0.647727,-2.7435837,59.32,18.41058
1.0023222,100,-161.40362212356675,7.849884,1496.2909388542175,277,-99.477684,[ 0.313 -0.589  0.147  0.241 -0.021],2.5939942e-06,-99.5803,2.523524,1585291,27700,0.17995182,-2.9397812,66.27,8.553616
1.017218,100,-153.8818590170232,6.4420776,1500.9339356422424,278,-96.93414,[ 0.312 -0.59   0.146  0.243 -0.019],6.5612794e-06,-97.273056,2.4503078,1591214,27800,0.6628326,-3.237114,59.23,23.045408
1.0088773,100,-166.09568653583898,9.927071,1506.8129379749298,279,-99.51224,[ 0.322 -0.586  0.145  0.243 -0.015],-6.790161e-06,-99.77286,2.7455122,1598359,27900,0.51008004,-3.1761627,71.45,16.912941
1.004311,100,-160.2399664051834,10.108269,1512.0786592960358,280,-99.334404,[ 0.32  -0.589  0.144  0.238 -0.018],4.119873e-06,-99.501396,2.696718,1604898,28000,0.31445953,-3.0197067,65.39,14.356562
1.0128031,100,-159.19655463274867,7.7646255,1517.3612575531006,281,-99.53358,[ 0.32  -0.59   0.143  0.233 -0.019],-8.544922e-06,-99.81271,2.2501945,1611289,28100,0.55106264,-2.6917725,63.91,17.998417
1.012687,100,-157.66011824337954,7.215561,1523.4836978912354,282,-98.94305,[ 0.315 -0.591  0.141  0.228 -0.016],-4.8065185e-06,-99.16259,2.4947371,1617512,28200,0.42985514,-2.7449646,62.23,17.023722
1.012913,100,-168.4923821773734,9.443916,1529.6144514083862,283,-99.272,[ 0.326 -0.596  0.143  0.228 -0.014],-4.348755e-06,-99.52301,2.5503123,1624870,28300,0.4911703,-2.8858032,73.58,15.376435
1.0025028,100,-161.20188367619926,10.121208,1535.4769270420074,284,-99.325035,[ 0.329 -0.593  0.145  0.229 -0.019],-5.8746336e-06,-99.390205,2.9376926,1631543,28400,0.10546607,-3.335106,66.73,11.456304
1.0081732,100,-162.72543242972887,7.9579086,1541.6867771148682,285,-99.09061,[ 0.332 -0.591  0.145  0.229 -0.018],8.392334e-06,-99.256996,2.4248493,1638301,28500,0.3061334,-2.8351517,67.58,11.6284
1.0215603,100,-154.3779253218913,7.5817795,1546.55042719841,286,-98.7043,[ 0.337 -0.59   0.146  0.227 -0.02 ],-6.408691e-06,-99.018845,2.336151,1644217,28600,0.6422402,-2.754486,59.16,25.993534
1.0014304,100,-156.33730134763525,6.943672,1552.3426222801208,287,-99.72668,[ 0.342 -0.585  0.148  0.23  -0.018],2.4414062e-06,-99.829544,2.4910843,1650333,28700,0.16885597,-2.9575043,61.16,8.256985
1.0116147,100,-148.09145382000779,6.6693344,1556.8327417373657,288,-96.63568,[ 0.344 -0.585  0.147  0.227 -0.018],1.0681152e-06,-96.92847,2.39875,1655630,28800,0.6424082,-2.866951,52.97,18.20952
1.0014613,100,-147.33490019549893,8.74189,1561.431651353836,289,-96.67277,[ 0.343 -0.587  0.144  0.222 -0.016],6.713867e-06,-96.73913,2.483563,1660821,28900,0.10599252,-2.7141266,51.91,8.247206
1.0101861,100,-151.47995990114887,7.3209686,1567.8103024959564,290,-99.43686,[ 0.338 -0.584  0.144  0.224 -0.017],-7.6293946e-07,-99.62756,2.3258224,1666471,29000,0.35253626,-2.9547577,56.5,11.620499
1.0014462,100,-156.43672556026388,7.5317993,1573.1371941566467,291,-98.55299,[ 0.334 -0.587  0.143  0.223 -0.02 ],3.0517579e-06,-98.6111,2.2934072,1672584,29100,0.09882421,-2.6980133,61.13,6.3423862
5833.0977,100,-161.26733244332513,6.079567,1577.336791753769,292,1850.2599,[ 0.335 -0.587  0.144  0.225 -0.018],3.8146973e-07,-99.79422,1.9443125,1679148,29200,3478.5605,-2.4060974,65.64,1208582900.0
1.0063679,100,-180.5209149645222,8.226158,1584.8006694316864,293,-99.26224,[ 0.326 -0.719  0.103  0.272  0.012],5.9509275e-06,-99.45381,2.4826455,1687710,29300,0.35716572,-2.895485,85.62,8.920097
1.0057082,100,-176.3045216773497,5.8461227,1591.0294013023376,294,-99.274704,[ 0.322 -0.719  0.103  0.278  0.011],-8.621216e-06,-99.44527,2.171843,1695840,29400,0.306215,-2.902649,81.3,10.630999
1.0097077,100,-182.81418706136515,10.638367,1597.6720654964447,295,-99.35389,[ 0.32  -0.718  0.101  0.274  0.01 ],-6.6375733e-06,-99.692535,2.5877366,1704660,29500,0.6558586,-3.115715,88.2,18.207409
1.0309743,100,-188.57801937080092,7.901787,1605.0711591243744,296,-99.34251,[ 0.32  -0.719  0.103  0.267  0.007],1.0681152e-06,-99.772865,2.6108644,1714076,29600,0.8862843,-3.0755615,94.16,60.612762
1.072307,100,-191.7865867803278,8.616577,1613.0955286026,297,-98.85609,[ 0.314 -0.724  0.101  0.27   0.013],9.155273e-07,-99.7761,2.948057,1723821,29700,1.6611459,-3.2232056,97.45,91.75193
1.0975229,100,-189.87752094379135,9.6249695,1620.795912027359,298,-98.808014,[ 0.298 -0.722  0.095  0.27   0.013],-1.0757446e-05,-99.7762,2.8155215,1733349,29800,1.9206197,-3.2423172,95.28,106.51085
1.1705685,100,-179.58965262470517,7.691284,1627.4153780937195,299,-98.50857,[ 0.32  -0.725  0.099  0.275  0.013],-4.4250487e-06,-99.83621,2.6762176,1741844,29900,3.2623577,-3.0458908,84.95,317.05557
1.0937954,100,-177.2653281875099,6.516594,1633.0153894424438,300,-98.648026,[ 0.299 -0.734  0.095  0.275  0.02 ],5.340576e-06,-99.695816,2.7249005,1750162,30000,2.548371,-3.5394974,83.18,193.87256
1.004401,100,-183.3692585102107,6.7762833,1639.8449394702911,301,-99.2675,[ 0.283 -0.735  0.092  0.281  0.031],-1.6021728e-06,-99.34952,2.7677338,1759040,30100,0.17757852,-2.9680786,88.78,11.410127
1.009025,100,-189.90862731342384,7.121292,1646.004024028778,302,-99.55277,[ 0.285 -0.733  0.092  0.278  0.028],-8.239746e-06,-99.837135,2.4061198,1768598,30200,0.5214672,-3.0552292,95.58,12.91616
1.0562328,100,-183.4346853746964,7.9291306,1652.2440192699432,303,-99.27717,[ 0.281 -0.726  0.091  0.274  0.024],-3.1280517e-06,-99.69917,2.9065533,1777520,30300,1.0402586,-3.2184067,89.22,117.887566
1.027613,100,-187.85094570575438,7.2817154,1660.3114385604858,304,-99.23553,[ 0.266 -0.724  0.088  0.273  0.027],-1.3732911e-06,-99.78222,2.5697684,1786840,30400,0.8500097,-2.9127655,93.2,26.235178
1.0112123,100,-200.4002703605289,10.541183,1667.458200931549,305,-99.57899,[ 0.28  -0.73   0.089  0.272  0.028],8.926391e-06,-99.79649,2.9667532,1797551,30500,0.41160464,-3.8887863,107.11,25.49232
1.0151327,100,-181.33240764661576,6.8752136,1674.655705690384,306,-99.33771,[ 0.273 -0.729  0.089  0.276  0.026],-1.9073486e-06,-99.68547,2.726406,1806310,30600,0.56544805,-3.7980652,87.59,15.419679
1.0030979,100,-194.6016016174125,7.9310913,1682.1744003295898,307,-99.640205,[ 0.281 -0.73   0.091  0.273  0.029],3.6621093e-06,-99.72846,2.383999,1816313,30700,0.14594744,-2.7577057,100.03,9.68688
1.0175891,100,-190.31309795261794,9.223068,1688.6165916919708,308,-99.300316,[ 0.28  -0.731  0.09   0.27   0.029],4.5013426e-06,-99.7023,3.0564196,1825979,30800,0.65224814,-3.8005066,96.66,24.952982
1.0113164,100,-187.43045054413827,7.7809753,1695.8268311023712,309,-99.342705,[ 0.288 -0.736  0.092  0.27   0.033],2.2125244e-06,-99.63237,2.6840272,1835311,30900,0.5157529,-3.3688583,93.32,17.065159
1.0364413,100,-181.9870325989146,10.885147,1703.7589209079742,310,-99.01573,[ 0.294 -0.738  0.093  0.267  0.028],-1.1367798e-05,-99.80093,3.1629198,1844098,31000,1.5810517,-3.4960098,87.87,75.35339
1.0247086,100,-181.39598265317886,10.956772,1711.2111647129059,311,-98.98497,[ 0.28  -0.736  0.094  0.259  0.025],-7.5531007e-06,-99.6077,3.0843418,1852844,31100,1.0999253,-3.559082,87.46,35.998714
1.0089456,100,-185.98248617366957,7.4318466,1718.5617027282715,312,-99.3967,[ 0.272 -0.741  0.095  0.264  0.021],,-99.56844,2.7791946,1862038,31200,0.39032015,-3.4607162,91.94,23.131094
1.0198617,100,-194.04579256476504,6.885437,1726.8301012516022,313,-99.282104,[ 0.28  -0.748  0.094  0.265  0.025],8.7738035e-06,-99.776115,2.7059257,1872026,31300,0.81915945,-3.3395462,99.88,29.548885
1.0228084,100,-210.51164302926256,7.8566437,1735.3236663341522,314,-99.59305,[ 0.277 -0.758  0.094  0.266  0.031],-7.3242186e-06,-99.84104,2.62255,1883662,31400,0.47510782,-3.2374115,116.36,42.802612
1.0058502,100,-192.02742301501917,11.974403,1741.4474198818207,315,-99.58525,[ 0.267 -0.754  0.092  0.268  0.033],2.2888185e-06,-99.73359,3.2424188,1893517,31500,0.29495373,-3.5057068,98.55,21.550285
1.0346504,100,-196.52646528191426,10.513397,1749.0504763126373,316,-99.330894,[ 0.267 -0.755  0.091  0.265  0.03 ],5.340576e-06,-99.820854,3.0809028,1903752,31600,0.90167904,-3.2052765,102.35,43.42317
1.0333521,100,-184.0519879802356,10.740982,1755.1291024684906,317,-98.49188,[ 0.274 -0.75   0.093  0.269  0.027],8.010864e-06,-98.96472,2.7960732,1912700,31700,0.9162753,-3.08033,89.48,49.56947
1.0089226,100,-189.29957698721898,7.376404,1763.0381667613983,318,-99.53765,[ 0.281 -0.739  0.094  0.272  0.029],2.1362305e-06,-99.82797,2.5194652,1922190,31800,0.5618233,-3.114479,94.9,16.383047
1.0093931,100,-176.32989546730204,8.737923,1768.7573137283325,319,-98.88937,[ 0.279 -0.738  0.095  0.267  0.025],1.1062622e-05,-99.086136,2.8199599,1930351,31900,0.3635147,-3.0069427,81.61,15.316862
1.0363384,100,-186.87899502853426,9.54702,1774.7687611579895,320,-99.26731,[ 0.284 -0.735  0.095  0.266  0.028],1.2893677e-05,-99.79535,2.9407918,1939615,32000,1.0959517,-3.1028748,92.64,62.893353
1.0101206,100,-196.48417898370337,11.833611,1782.1600232124329,321,-99.444885,[ 0.273 -0.736  0.094  0.262  0.022],1.5258789e-06,-99.77769,3.057401,1949877,32100,0.50635666,-3.473236,102.62,21.275742
1.0106916,100,-201.22232204660065,9.490921,1789.4472920894623,322,-99.68439,[ 0.28  -0.743  0.096  0.26   0.018],-7.5531007e-06,-99.84302,2.7831924,1960591,32200,0.32270607,-3.092476,107.14,23.20591
1.017047,100,-192.14083884443286,8.395058,1796.252079486847,323,-99.67989,[ 0.276 -0.744  0.094  0.258  0.022],-1.2969971e-06,-99.841225,2.8679142,1970423,32300,0.33890373,-3.541031,98.32,40.30593
1.0029571,100,-188.14909807004446,7.9440155,1803.7438158988953,324,-99.708,[ 0.268 -0.744  0.093  0.26   0.023],3.2043456e-06,-99.82209,2.8660564,1979846,32400,0.2052607,-3.5631714,94.23,11.679873
1.0228627,100,-199.41766414371364,10.840614,1810.4884233474731,325,-99.011604,[ 0.266 -0.746  0.095  0.259  0.021],4.348755e-06,-99.78374,2.8847024,1990434,32500,1.2582506,-3.5673141,105.88,40.87962
1.0600686,100,-200.21533256940637,7.2345123,1818.4161183834076,326,-98.654686,[ 0.279 -0.757  0.093  0.255  0.019],8.69751e-06,-99.828835,2.6189878,2001042,32600,2.4092484,-3.1673126,106.08,101.11988
1.0097467,100,-190.86011022469904,7.957054,1825.5909423828125,327,-99.48944,[ 0.267 -0.749  0.092  0.266  0.009],-2.9754638e-06,-99.77929,2.5033832,2010635,32700,0.52057034,-2.6078415,95.93,12.507595
1.0086328,100,-193.01821106562386,9.240952,1833.4312427043915,328,-99.636765,[ 0.263 -0.743  0.091  0.267  0.003],-1.2359619e-05,-99.815735,2.8140028,2020547,32800,0.39239153,-3.3972473,99.12,20.92493
1.105738,100,-189.85258335378347,8.902794,1841.0116109848022,329,-98.43833,[ 0.264 -0.747  0.09   0.266 -0.003],-8.31604e-06,-99.798805,2.99238,2030124,32900,2.4820936,-3.3464355,95.77,148.86562
1.0458741,100,-190.81324856111493,10.193207,1848.82364487648,330,-99.04788,[ 0.248 -0.755  0.089  0.264 -0.008],1.5258789e-05,-99.834,2.8898664,2039784,33000,1.5433939,-3.2908401,96.6,79.87834
1.0735486,100,-197.54506113618802,9.372871,1856.680169582367,331,-98.86022,[ 0.26  -0.758  0.089  0.265  0.001],-2.7465821e-06,-99.83927,3.1314478,2050191,33100,2.0849712,-3.5902176,104.07,99.485695
1.022861,100,-188.50978726760394,6.00811,1864.1046929359436,332,-99.42528,[ 0.268 -0.752  0.093  0.261 -0.008],5.0354006e-06,-99.731125,2.750616,2059638,33200,0.5495981,-3.558136,94.47,44.8707
1.0360627,100,-200.17837258731277,8.727638,1872.7053661346436,333,-99.32894,[ 0.258 -0.75   0.092  0.26  -0.007],2.4414062e-06,-99.79767,2.9992094,2070284,33300,1.1242616,-3.585106,106.46,66.60664
1.426506,100,-198.5843322068578,8.35511,1879.551381111145,334,-96.83704,[ 0.252 -0.752  0.09   0.254 -0.015],-3.8146973e-07,-99.83929,2.9084601,2080770,33400,6.400896,-3.5804214,104.86,1284.8925
1.0240458,100,-205.67080572500632,8.2831955,1888.7125763893127,335,-99.10002,[ 0.217 -0.755  0.087  0.255 -0.019],3.6621093e-06,-99.819756,2.742696,2091929,33500,1.2709987,-3.0231094,111.59,35.23357
1.0036455,100,-204.6392573441159,11.070404,1896.2198855876923,336,-99.71936,[ 0.214 -0.748  0.086  0.25  -0.01 ],-3.0517579e-06,-99.843376,3.1075716,2103196,33600,0.19706276,-3.983345,112.67,14.337349
1.0314151,100,-198.06881401505782,7.310417,1904.1164290904999,337,-99.02894,[ 0.211 -0.743  0.086  0.247 -0.011],-6.5612794e-06,-99.562454,2.7492683,2113573,33700,1.1544417,-3.0728912,103.77,70.45987
1.0116028,100,-204.88826376652585,13.46833,1912.8298156261444,338,-99.465256,[ 0.206 -0.748  0.086  0.247 -0.001],-9.07898e-06,-99.79176,2.7565963,2124670,33800,0.5704369,-3.2493515,110.97,17.358376
1.0187532,100,-206.201782247847,7.2849274,1920.5245013237,339,-99.28532,[ 0.201 -0.752  0.088  0.251 -0.004],3.1280517e-06,-99.839,2.5104105,2135868,33900,0.9910844,-2.9350052,111.98,25.868618
1.0061543,100,-206.31155516945572,8.148109,1928.901388168335,340,-99.75715,[ 0.199 -0.745  0.088  0.256 -0.012],8.926391e-06,-99.843414,3.1066177,2147249,34000,0.15632792,-3.6552963,113.81,15.458177
1.0293945,100,-220.6595177866488,7.149147,1937.5268940925598,341,-99.29261,[ 0.194 -0.742  0.087  0.255 -0.011],2.3651123e-06,-99.84302,2.66226,2159976,34100,1.115562,-3.6059723,127.27,37.02826
1.0073673,100,-211.9023738191019,10.838356,1945.0005221366882,342,-99.72539,[ 0.192 -0.74   0.088  0.257 -0.021],-1.6784668e-06,-99.8353,2.9612954,2171806,34200,0.18800704,-3.5866013,118.3,14.047097
1.0112137,100,-197.12631858725888,9.967072,1951.7793867588043,343,-99.40352,[ 0.196 -0.741  0.089  0.257 -0.023],-2.8991699e-06,-99.77112,3.002535,2182150,34300,0.711685,-3.523735,103.44,29.743738
1.0142624,100,-207.69277698964405,7.9832153,1960.3837568759918,344,-99.47919,[ 0.193 -0.735  0.089  0.25  -0.023],1.0681152e-06,-99.820305,3.073615,2193561,34400,0.6519795,-3.7787094,114.11,24.345213
1.0528703,100,-207.01990043386596,7.1667633,1968.4292495250702,345,-99.18802,[ 0.191 -0.737  0.089  0.253 -0.03 ],6.027222e-06,-99.837494,2.7823684,2204939,34500,1.3853964,-3.896904,113.78,70.148735
1.0277318,100,-198.61911807490932,8.817711,1977.0565218925476,346,-99.30394,[ 0.197 -0.736  0.093  0.256 -0.037],-5.722046e-06,-99.83178,2.7350314,2215377,34600,1.0624467,-3.2472,104.38,41.99532
1.0049372,100,-200.47492973716132,6.5334167,1984.1975367069244,347,-99.63878,[ 0.192 -0.736  0.091  0.261 -0.044],6.027222e-06,-99.78362,2.5971634,2226047,34700,0.27221844,-3.288231,106.7,11.231386
1.0996708,100,-211.77291677514052,11.139908,1992.5878033638,348,-98.38195,[ 0.193 -0.734  0.09   0.262 -0.048],1.8310546e-06,-99.835495,2.9621046,2237824,34800,2.6403048,-3.242424,117.77,122.46084
1.0154239,100,-196.65129389207578,12.2348175,2001.113704919815,349,-99.05088,[ 0.207 -0.735  0.092  0.259 -0.06 ],7.93457e-06,-99.562325,2.925144,2248011,34900,0.8706577,-2.7680893,101.87,30.08299
1.0026238,100,-191.67973475675285,10.456833,2008.2835848331451,350,-99.78036,[ 0.204 -0.726  0.095  0.258 -0.063],-6.2561035e-06,-99.843346,3.119479,2257812,35000,0.115215026,-3.7371216,98.01,12.546564
1.0374831,100,-200.75038926797203,12.929237,2015.4233031272888,351,-99.33813,[ 0.202 -0.726  0.094  0.26  -0.065],9.689331e-06,-99.84335,3.0799835,2268589,35100,1.1203341,-3.3321686,107.77,65.371086
1.0231782,100,-204.41012519842113,12.760391,2022.2732303142548,352,-99.39405,[ 0.198 -0.724  0.09   0.259 -0.069],-1.0681152e-05,-99.76586,3.0884435,2279652,35200,0.71168655,-3.452034,110.63,42.10608
1.0661951,100,-196.63503790271014,7.456482,2029.4467658996582,353,-98.88881,[ 0.193 -0.728  0.088  0.263 -0.064],-1.9836425e-06,-99.79981,2.244063,2289837,35300,1.8054681,-2.877716,101.85,63.915462
1.0787528,100,-202.2434144303877,8.705414,2037.5628626346588,354,-98.49408,[ 0.198 -0.718  0.092  0.259 -0.064],1.7547608e-06,-99.843414,2.712344,2300768,35400,2.7134595,-3.2980652,109.31,188.66554
1.0628785,100,-202.05252088098703,8.034744,2046.5447952747345,355,-99.286545,[ 0.215 -0.721  0.089  0.253 -0.065],-9.765625e-06,-99.84341,2.8125331,2311735,35500,1.1207969,-3.600586,109.67,81.37832
2.338872,100,-198.550377496526,8.737282,2055.189479112625,356,-94.66121,[ 0.228 -0.72   0.092  0.251 -0.067],3.7384034e-06,-99.832085,2.6588085,2322176,35600,15.34498,-3.2545166,104.41,6772.47
1.0820049,100,-207.77111940822056,10.050331,2063.759534597397,357,-98.21113,[ 0.184 -0.739  0.087  0.263 -0.066],-1.8310546e-06,-99.74095,3.0475037,2333609,35700,2.747971,-3.5641403,114.33,114.11732
1.1692994,100,-210.20715561818955,9.23584,2070.7767028808594,358,-98.281105,[ 0.196 -0.735  0.086  0.261 -0.055],-6.1035157e-06,-99.800896,3.0846438,2345291,35800,3.0412993,-3.4797516,116.82,210.75607
1.0389605,100,-210.9009412772189,7.3974304,2079.8072049617767,359,-99.325035,[ 0.212 -0.725  0.09   0.26  -0.05 ],1.8310546e-06,-99.84341,2.8308349,2356975,35900,0.93754715,-3.0674744,116.84,55.52344
1.0015098,100,-194.53989887108327,8.848427,2087.748103618622,360,-99.78064,[ 0.203 -0.724  0.087  0.256 -0.052],-3.967285e-06,-99.82096,2.8236387,2367038,36000,0.07938449,-3.4956436,100.63,8.113098
1.1851573,100,-202.8394287582517,7.6460876,2093.8256945610046,361,-98.65345,[ 0.204 -0.724  0.087  0.258 -0.05 ],-3.5095215e-06,-99.805885,2.9518063,2377920,36100,3.076854,-3.3239212,108.82,376.0222
1.0067619,100,-206.11403489449395,8.788353,2102.7199807167053,362,-99.52415,[ 0.215 -0.707  0.091  0.263 -0.046],-1.1444092e-06,-99.84338,2.50633,2389258,36200,0.47599924,-3.3248596,113.38,15.660072
