InitialReturnMax,InitialReturnMin,EpThisIter,EpLenMean,InitialReturnStd,ReturnMeanIW,Bound,EmpiricalD2,J_sample_variance,TimestepsSoFar,EpRewMean,Weights,Iteration,InitialBound,EpisodesSoFar,TimeElapsed,InitialReturnMean
6.2216034,-2.1395874,100,43.73,1.7251143,-92.42124,-422.50638,1.0554601,250.89339,548207,-139.88830974178984,[ 0.619 -0.621  0.252  0.427 -0.009],123,-425.26038,12300,438.7941105365753,-8.087158e-06
5.3109207,-1.833725,100,41.04,1.5109495,-97.1175,-409.9801,1.001949,19.657051,552311,-137.4326246351172,[ 0.61  -0.631  0.249  0.426 -0.011],124,-410.26495,12400,442.36326146125793,4.119873e-06
5.6887283,-1.9105453,100,45.02,1.628069,-97.42088,-426.66125,1.0008353,7.3634963,556813,-141.43254048068385,[ 0.613 -0.634  0.249  0.423 -0.015],125,-426.8343,12500,445.98077154159546,-9.307862e-06
6.102844,-2.319519,100,44.5,1.9214338,-97.052284,-410.53146,1.0009834,7.995342,561263,-140.45279754478912,[ 0.615 -0.636  0.25   0.423 -0.012],126,-410.66806,12600,449.8171453475952,3.8146973e-07
7.282379,-2.2189026,100,50.11,2.037607,-96.25231,-423.00867,1.0070595,52.212902,566274,-146.17769666278684,[ 0.62  -0.639  0.251  0.421 -0.012],127,-423.6736,12700,453.95917654037476,2.2888185e-06
5.588257,-1.9916763,100,42.51,1.8880512,-95.614136,-421.07544,1.016673,103.19133,570525,-138.90101496601855,[ 0.615 -0.641  0.251  0.421 -0.007],128,-422.19318,12800,457.6826424598694,3.0517577e-07
6.2450485,-2.1622086,100,46.87,1.9016718,-96.31687,-422.47464,1.0039248,27.4357,575212,-142.94814039475455,[ 0.621 -0.638  0.254  0.426 -0.008],129,-423.226,12900,461.368869304657,1.197815e-05
6.6866074,-2.3730774,100,42.19,1.9185859,-96.945015,-417.9498,1.0016236,15.996099,579431,-138.13452700700068,[ 0.618 -0.63   0.252  0.424 -0.009],130,-418.12872,13000,464.89444398880005,4.4250487e-06
4.6442795,-1.9480667,100,44.14,1.6992632,-95.16241,-417.142,1.0199336,120.65637,583845,-140.39974529538998,[ 0.622 -0.632  0.254  0.428 -0.01 ],131,-418.42593,13100,468.4317924976349,4.577637e-06
6.196701,-2.073822,100,45.31,1.779754,-94.787186,-423.57568,1.0271833,156.4576,588376,-141.3901989274238,[ 0.615 -0.64   0.254  0.43  -0.01 ],132,-425.00726,13200,471.6914174556732,-2.2888185e-06
7.1823196,-2.1861572,100,47.24,2.1233077,-96.05651,-425.71402,1.0033191,21.204489,593100,-143.24042981981975,[ 0.607 -0.643  0.25   0.429 -0.01 ],133,-426.40753,13300,475.89433550834656,-1.3732911e-06
7.3724213,-2.3206024,100,42.88,1.8381732,-96.9639,-405.43063,1.0030879,16.467953,597388,-139.02458536188897,[ 0.606 -0.643  0.252  0.426 -0.007],134,-405.66544,13400,479.2674422264099,-4.9591063e-06
5.357231,-2.2603455,100,43.06,1.8564259,-97.21958,-420.80792,1.0022608,18.225437,601694,-139.19612893373477,[ 0.611 -0.642  0.251  0.425 -0.005],135,-420.93198,13500,483.00332164764404,-9.155273e-07
4.954094,-1.8704376,100,43.61,1.7222371,-97.37581,-416.25787,1.001617,11.47311,606055,-140.03276767598348,[ 0.608 -0.643  0.251  0.426 -0.005],136,-416.41953,13600,486.3797504901886,-4.5776366e-07
5.8980026,-1.9709091,100,45.76,1.709928,-96.77895,-419.2017,1.0022249,24.777164,610631,-142.01962787235118,[ 0.607 -0.646  0.252  0.426 -0.002],137,-419.66162,13700,490.10133123397827,2.4414062e-06
4.375107,-1.8590698,100,43.5,1.4910054,-97.22475,-424.46417,1.001782,15.611456,614981,-140.00991428523784,[ 0.609 -0.649  0.252  0.431 -0.001],138,-424.75818,13800,493.64326310157776,4.8065185e-06
4.6117554,-2.386345,100,44.37,1.8457363,-96.79727,-421.10577,1.0014764,14.367138,619418,-140.302513642487,[ 0.609 -0.648  0.253  0.428  0.001],139,-421.34824,13900,497.3067669868469,-1.6021728e-06
6.849182,-2.2685623,100,41.08,1.9778852,-95.16957,-408.8012,1.0120333,91.07295,623526,-137.13917117385105,[ 0.611 -0.651  0.253  0.426 -0.002],140,-409.97025,14000,500.9557046890259,-6.8664554e-07
5.168106,-1.9133682,100,43.62,1.7025182,-97.09595,-419.09167,1.0058402,25.289974,627888,-140.04448936744913,[ 0.609 -0.656  0.252  0.424 -0.009],141,-419.40216,14100,504.6724593639374,8.392334e-07
7.3726196,-1.9122086,100,46.19,1.7079463,-97.52589,-421.61185,1.0012157,9.031436,632507,-142.7317744716361,[ 0.611 -0.652  0.253  0.424 -0.007],142,-421.78146,14200,508.4909174442291,1.4495849e-06
6.5434036,-2.1902313,100,50.4,1.951429,-95.96114,-423.18433,1.0171679,75.754295,637547,-146.53819562518888,[ 0.611 -0.654  0.253  0.425 -0.01 ],143,-423.93726,14300,512.5814514160156,1.6021728e-06
6.021538,-2.2337646,100,45.26,1.6532949,-95.51779,-420.90417,1.0066923,50.804974,642073,-141.30422320537963,[ 0.616 -0.647  0.254  0.422 -0.009],144,-421.8958,14400,516.0834860801697,5.569458e-06
5.749939,-2.1392975,100,45.28,1.9071995,-97.17697,-414.10632,1.0028422,17.605865,646601,-141.4806918263805,[ 0.615 -0.65   0.254  0.429 -0.011],145,-414.27133,14500,519.7608625888824,-2.4414062e-06
5.6495285,-2.0720901,100,46.06,1.8876672,-96.40651,-424.3841,1.0041972,20.59064,651207,-142.19359203770017,[ 0.616 -0.647  0.255  0.432 -0.01 ],146,-424.94342,14600,523.6633229255676,-1.6784668e-06
6.997055,-2.059639,100,39.16,1.5432384,-96.51329,-424.77936,1.0024103,24.933685,655123,-135.43607619326383,[ 0.611 -0.649  0.255  0.431 -0.006],147,-425.30157,14700,527.2810983657837,1.5258789e-07
6.899063,-2.0210876,100,45.71,1.6913126,-97.34621,-421.55103,1.0008907,8.8310175,659694,-141.99892501552876,[ 0.605 -0.643  0.253  0.433 -0.01 ],148,-421.6926,14800,531.0772714614868,5.569458e-06
5.845001,-1.9357834,100,39.22,1.4696574,-95.42972,-420.5315,1.0135118,93.876015,663616,-135.6107960510659,[ 0.602 -0.638  0.253  0.432 -0.009],149,-421.74152,14900,534.69402551651,1.6784668e-06
5.0777054,-2.1896667,100,47.59,1.9933095,-96.473595,-424.71027,1.0036082,31.295317,668375,-143.6067325705551,[ 0.596 -0.642  0.251  0.438 -0.007],150,-425.19226,15000,538.669095993042,-7.6293944e-08
4.796936,-1.9570923,100,40.42,1.5956371,-95.26339,-406.90524,1.0200696,132.25883,672417,-136.78655992175342,[ 0.596 -0.639  0.252  0.433 -0.007],151,-408.1691,15100,542.3260321617126,3.4332274e-06
5.9720078,-1.8939514,100,43.17,1.7689291,-97.56937,-417.38312,1.0007463,7.6665144,676734,-139.6841192980286,[ 0.589 -0.644  0.251  0.433 -0.012],152,-417.4901,15200,545.9866225719452,1.5258789e-07
6.7450485,-1.8379364,100,46.03,1.7642809,-95.76133,-422.30426,1.0059568,52.254547,681337,-142.41249585170146,[ 0.591 -0.646  0.252  0.436 -0.012],153,-423.386,15300,549.7593116760254,-1.6021728e-06
6.637375,-1.6880417,100,41.28,1.6282601,-93.57902,-416.28305,1.0443752,177.55367,685465,-137.98290948300263,[ 0.588 -0.64   0.251  0.443 -0.011],154,-418.57483,15400,553.2010290622711,-2.670288e-06
5.690979,-1.7776337,100,47.61,1.6242291,-97.04249,-425.6391,1.0016581,13.076956,690226,-144.07040277047773,[ 0.576 -0.646  0.248  0.446 -0.011],155,-426.06845,15500,557.1732041835785,-2.7465821e-06
4.9219437,-1.9072418,100,36.9,1.565925,-97.44712,-405.7825,1.0018524,12.748492,693916,-133.39214193449496,[ 0.58  -0.651  0.25   0.446 -0.012],156,-405.9395,15600,560.5467867851257,1.1825561e-05
4.674881,-2.2168427,100,43.22,1.5527915,-97.08707,-416.21014,1.0012381,8.226721,698238,-139.38016262850752,[ 0.579 -0.647  0.25   0.446 -0.011],157,-416.44565,15700,564.2523159980774,-6.1035155e-07
5.473633,-1.9162827,100,42.09,1.8435824,-96.72496,-425.6726,1.0077921,48.026943,702447,-138.66817059767794,[ 0.576 -0.644  0.248  0.446 -0.008],158,-426.2344,15800,568.1106956005096,-3.2806397e-06
7.2721024,-2.3796692,100,47.88,2.0458293,-95.89053,-423.56058,1.0120864,77.9281,707235,-143.88390295495495,[ 0.573 -0.646  0.246  0.442 -0.009],159,-424.38638,15900,572.0807311534882,5.8746336e-06
5.9828033,-1.9209976,100,48.85,1.7141647,-94.82974,-417.53586,1.0307736,159.9522,712120,-145.34655034453104,[ 0.581 -0.644  0.248  0.441 -0.012],160,-419.0819,16000,576.0338168144226,9.689331e-06
6.2003326,-2.184044,100,46.27,1.8794546,-96.08954,-415.94745,1.0107588,64.96726,716747,-142.39954289795878,[ 0.573 -0.653  0.247  0.439 -0.014],161,-416.6997,16100,579.2638726234436,4.8828124e-06
5.633919,-2.035797,100,47.65,1.7433325,-96.10178,-420.96106,1.017276,83.91744,721512,-143.98504288501215,[ 0.566 -0.654  0.245  0.434 -0.016],162,-421.74472,16200,583.3202848434448,-1.5258789e-06
4.298935,-1.9593887,100,43.26,1.5325128,-93.76728,-413.57507,1.0381417,158.8379,725838,-139.56755231254422,[ 0.574 -0.65   0.247  0.434 -0.018],163,-415.76935,16300,587.1486458778381,4.9591063e-06
4.5581894,-1.884964,100,47.18,1.4355648,-97.135994,-420.0979,1.0034119,23.365976,730556,-143.71865090956896,[ 0.561 -0.652  0.243  0.432 -0.018],164,-420.46924,16400,591.2178676128387,-9.155273e-07
7.577217,-1.8460007,100,49.55,1.9086242,-95.243935,-419.9884,1.0267063,101.276695,735511,-145.90621658929047,[ 0.559 -0.655  0.243  0.428 -0.019],165,-421.1619,16500,595.0970962047577,1.7547608e-06
5.671608,-1.9060822,100,46.97,1.5457419,-95.41435,-421.01636,1.0223349,121.945526,740208,-143.4212436742293,[ 0.553 -0.664  0.242  0.428 -0.022],166,-422.28052,16600,599.0781507492065,1.9836425e-06
5.992058,-1.8771515,100,50.35,1.7085314,-96.26075,-419.80527,1.0159305,84.99916,745243,-146.755789373804,[ 0.548 -0.669  0.24   0.424 -0.024],167,-420.5588,16700,603.0892932415009,2.2888185e-06
5.150505,-2.0520096,100,48.53,1.7452298,-97.22792,-422.30432,1.0020223,10.859022,750096,-144.7419514729081,[ 0.552 -0.661  0.24   0.423 -0.026],168,-422.46545,16800,607.2688989639282,8.621216e-06
8.184654,-2.1195984,100,49.12,1.9422524,-96.1035,-417.41278,1.0066843,27.763933,755008,-145.33533177649994,[ 0.553 -0.659  0.24   0.421 -0.025],169,-418.41772,16900,611.2074403762817,-1.663208e-05
7.3255157,-2.1661377,100,46.66,1.8961573,-96.224434,-427.1907,1.0028183,25.85115,759674,-142.9094767120605,[ 0.542 -0.651  0.236  0.419 -0.023],170,-428.0537,17000,615.139310836792,-4.8065185e-06
4.5900116,-2.1576157,100,48.17,1.8650331,-96.92554,-412.94217,1.0015123,16.198265,764491,-144.19952998741792,[ 0.536 -0.642  0.233  0.421 -0.021],171,-413.21265,17100,619.0954720973969,6.2561035e-06
6.6542664,-2.415863,100,47.67,2.0556862,-96.78781,-419.83228,1.0040686,17.679445,769258,-143.60488876047077,[ 0.535 -0.642  0.235  0.424 -0.023],172,-420.0995,17200,622.5235118865967,-9.002685e-06
5.740959,-2.16613,100,45.45,1.7555401,-96.06323,-423.34848,1.0113229,48.86028,773803,-141.65603692737787,[ 0.536 -0.638  0.235  0.423 -0.021],173,-424.21436,17300,626.2848496437073,-6.1035155e-07
5.2415237,-2.2528992,100,46.77,1.7698969,-96.761925,-417.44833,1.0020072,14.699262,778480,-142.76044232784207,[ 0.527 -0.637  0.232  0.424 -0.02 ],174,-417.72058,17400,630.0433416366577,-2.4414062e-06
5.6968994,-1.9338455,100,40.96,1.739712,-97.34386,-408.93524,1.0019777,18.529491,782576,-137.49316880669045,[ 0.528 -0.638  0.232  0.42  -0.023],175,-409.15585,17500,633.276159286499,-3.967285e-06
4.599846,-1.7810974,100,46.67,1.4535629,-96.27034,-426.52698,1.0114933,48.321712,787243,-143.1654487834875,[ 0.527 -0.639  0.232  0.416 -0.023],176,-427.28156,17600,636.507266998291,
7.1718063,-2.0647507,100,46.81,1.8652521,-94.8068,-418.68628,1.0223913,135.93927,791924,-143.09442522124107,[ 0.523 -0.642  0.23   0.411 -0.019],177,-420.23157,17700,640.1427226066589,-7.095337e-06
8.276642,-2.1904907,100,47.29,1.8968252,-96.6265,-418.90115,1.0069232,33.185333,796653,-143.47869189684542,[ 0.53  -0.639  0.233  0.414 -0.023],178,-419.39685,17800,643.9916126728058,-4.119873e-06
5.459961,-2.0838623,100,47.66,1.7919902,-95.00626,-421.4587,1.0228083,121.15732,801419,-143.89444916079452,[ 0.521 -0.636  0.231  0.412 -0.026],179,-422.73743,17900,647.8338351249695,-1.6784668e-06
7.3437576,-2.010582,100,45.69,1.7884022,-97.13961,-416.82672,1.0028472,21.30557,805988,-142.09775383015636,[ 0.516 -0.642  0.23   0.407 -0.023],180,-417.15607,18000,651.4073824882507,-5.41687e-06
6.8812256,-1.9522552,100,48.7,2.0136259,-96.912254,-422.42444,1.0022826,19.87858,810858,-145.0248131356893,[ 0.511 -0.642  0.229  0.405 -0.022],181,-422.8264,18100,655.4861030578613,3.7384034e-06
6.011627,-1.9086914,100,48.28,1.6946213,-90.26854,-421.07745,1.0814188,215.78906,815686,-144.74392710176386,[ 0.512 -0.644  0.231  0.409 -0.023],182,-424.92844,18200,659.4445147514343,3.8146973e-06
6.589546,-2.3350067,100,47.58,1.8328428,-96.858185,-415.85785,1.0036666,22.544535,820444,-143.66563104119115,[ 0.502 -0.655  0.227  0.404 -0.02 ],183,-416.14383,18300,663.3533430099487,-3.7384034e-06
6.8013687,-2.2324371,100,46.6,2.1452734,-95.72318,-420.80804,1.0070523,32.498978,825104,-142.75442388545645,[ 0.504 -0.654  0.229  0.402 -0.02 ],184,-422.02075,18400,666.9171915054321,8.31604e-06
7.125862,-2.4768143,100,55.52,2.2901273,-95.76888,-424.98004,1.0153025,93.457565,830656,-151.208829836722,[ 0.494 -0.648  0.226  0.403 -0.018],185,-425.70856,18500,671.1259164810181,1.9836425e-06
7.410919,-2.0062027,100,44.4,1.9262323,-96.05268,-413.9053,1.0134459,76.00644,835096,-140.80185979624247,[ 0.489 -0.652  0.223  0.401 -0.017],186,-414.7173,18600,674.7412741184235,3.5858154e-06
6.9512863,-2.129593,100,50.81,1.9901009,-96.15217,-413.19168,1.0080457,56.809875,840177,-146.879141769207,[ 0.492 -0.643  0.223  0.401 -0.016],187,-413.8749,18700,678.4806909561157,-3.0517579e-06
5.6486664,-2.2226791,100,51.43,1.8903223,-96.80179,-427.4652,1.0016812,18.558756,845320,-147.48978160061742,[ 0.495 -0.64   0.223  0.405 -0.013],188,-427.79083,18800,682.6696133613586,1.7547608e-06
6.8026733,-2.2936249,100,47.48,2.0302923,-96.598015,-420.29132,1.0069911,44.233707,850068,-143.5512806363889,[ 0.497 -0.64   0.223  0.401 -0.012],189,-420.7511,18900,686.3650438785553,-2.822876e-06
6.9084244,-2.133583,100,44.14,1.8870215,-97.16999,-413.80997,1.0014255,14.699895,854482,-140.40895851523027,[ 0.497 -0.634  0.223  0.403 -0.012],190,-414.0345,19000,690.1767570972443,-8.926391e-06
5.202194,-2.1244812,100,44.29,1.7010996,-96.86813,-423.13104,1.0026742,25.454151,858911,-140.65107330850958,[ 0.497 -0.634  0.224  0.407 -0.013],191,-423.52444,19100,694.0872452259064,-4.272461e-06
5.0719223,-2.3460007,100,46.56,1.8099345,-96.06473,-419.65347,1.0099382,46.131596,863567,-142.53758048753218,[ 0.496 -0.634  0.223  0.401 -0.015],192,-420.30878,19200,697.4304621219635,-4.8828124e-06
5.9163666,-1.899643,100,44.82,1.5665532,-97.13992,-418.94827,1.0033311,20.512678,868049,-141.40438766463834,[ 0.5   -0.63   0.224  0.398 -0.012],193,-419.34094,19300,701.0665383338928,7.3242186e-06
6.3467865,-1.9370956,100,45.85,1.9427058,-92.554634,-419.62564,1.0506467,238.62401,872634,-142.16698848655105,[ 0.496 -0.628  0.223  0.397 -0.008],194,-422.28156,19400,704.9634914398193,-4.8065185e-06
6.6620407,-2.2020416,100,47.01,1.8650734,-96.356186,-413.90686,1.0040964,31.805864,877335,-143.19306023483136,[ 0.487 -0.64   0.222  0.395 -0.009],195,-414.56445,19500,708.8400084972382,4.4250487e-06
7.6089783,-2.0610046,100,46.38,1.7490038,-95.8749,-417.9799,1.0059962,47.127697,881973,-142.6812170571804,[ 0.482 -0.631  0.22   0.392 -0.013],196,-418.88483,19600,712.5633838176727,-1.3732911e-06
5.613228,-2.1703568,100,46.82,1.6953791,-97.03362,-416.99472,1.0028942,19.383999,886655,-143.09581861464747,[ 0.487 -0.628  0.218  0.393 -0.018],197,-417.28964,19700,716.4102065563202,4.577637e-06
6.5237885,-2.084282,100,48.47,1.8692704,-97.18776,-427.86395,1.003822,22.409475,891502,-144.80451968828075,[ 0.486 -0.633  0.219  0.394 -0.016],198,-428.1373,19800,720.6241941452026,-1.2969971e-05
6.4070435,-2.2988358,100,47.46,2.014833,-96.17364,-424.68433,1.0097829,66.227425,896248,-143.4491609839913,[ 0.485 -0.637  0.219  0.395 -0.015],199,-425.32153,19900,724.3726587295532,5.7983398e-06
6.3834457,-2.0989609,100,48.69,1.9355935,-95.964745,-421.1335,1.0143979,71.44719,901117,-144.85982670632137,[ 0.48  -0.638  0.217  0.393 -0.018],200,-421.88596,20000,728.4291999340057,1.9836425e-06
7.4595413,-2.1659317,100,48.56,1.9415722,-96.47382,-420.10492,1.006359,47.51562,905973,-144.83684727657672,[ 0.481 -0.627  0.216  0.393 -0.018],201,-420.75623,20100,732.2905447483063,4.5013426e-06
6.7572556,-1.9193802,100,50.7,1.6635131,-95.3906,-423.9581,1.0224233,89.60083,911043,-147.17749098103178,[ 0.48  -0.621  0.216  0.397 -0.018],202,-425.21194,20200,736.2741208076477,6.4849855e-06
9.858871,-2.215622,100,42.87,2.084698,-96.63906,-415.4599,1.0031298,18.449047,915330,-138.94287908490577,[ 0.486 -0.615  0.218  0.396 -0.014],203,-415.8568,20300,740.0863146781921,-1.9073486e-06
5.38533,-2.33786,100,51.22,1.7942482,-97.15605,-427.40533,1.0008451,8.551566,920452,-147.258790042409,[ 0.488 -0.614  0.218  0.395 -0.009],204,-427.55383,20400,743.5224208831787,-4.653931e-06
5.9954834,-1.7658386,100,49.67,1.8104053,-96.5863,-425.65137,1.0047652,30.45167,925419,-146.22648893214574,[ 0.491 -0.617  0.22   0.398 -0.01 ],205,-426.3363,20500,747.1709070205688,-2.8991699e-06
6.2534485,-1.8965607,100,44.8,1.6801345,-94.81487,-419.22736,1.0329167,128.84608,929899,-141.275231623371,[ 0.493 -0.624  0.22   0.393 -0.007],206,-420.73926,20600,751.1080286502838,-5.41687e-06
6.672394,-1.9613266,100,47.31,1.8708104,-96.04643,-422.66882,1.0130223,69.95778,934630,-143.65817647888235,[ 0.483 -0.629  0.218  0.393 -0.006],207,-423.46777,20700,754.8650348186493,9.918213e-07
8.852402,-1.7991562,100,46.69,2.1000173,-96.44522,-415.83722,1.0086884,42.160683,939299,-143.2063486550135,[ 0.486 -0.625  0.22   0.396 -0.009],208,-416.53064,20800,758.7996230125427,-3.8146973e-06
6.4628296,-2.4733658,100,50.46,2.0809174,-96.87048,-420.6753,1.0010011,15.949525,944345,-146.2992318010045,[ 0.49  -0.618  0.219  0.397 -0.008],209,-420.84854,20900,762.831047296524,4.5013426e-06
8.004013,-2.1962585,100,48.4,2.1215239,-96.489975,-426.37854,1.0029067,23.809664,949185,-144.47839729004997,[ 0.488 -0.616  0.218  0.4   -0.009],210,-426.87775,21000,766.6914436817169,5.569458e-06
5.51886,-2.1084824,100,52.36,1.8050601,-96.35254,-417.9813,1.0117393,70.84655,954421,-148.53253683436094,[ 0.489 -0.619  0.218  0.402 -0.004],211,-418.62067,21100,770.7510395050049,-5.645752e-06
5.5650253,-2.446144,100,52.7,1.9886099,-96.54694,-425.91364,1.0049347,28.546967,959691,-148.50355006342397,[ 0.491 -0.611  0.218  0.403 -0.004],212,-426.24557,21200,774.8415260314941,8.31604e-06
5.989876,-2.288391,100,47.3,1.9740257,-95.72096,-425.15057,1.0150144,93.77603,964421,-143.3984635317785,[ 0.489 -0.613  0.217  0.404 -0.001],213,-426.06516,21300,778.5642478466034,-1.5258789e-06
6.163643,-2.2664642,100,45.58,2.1172357,-96.81174,-418.57224,1.0037045,21.54545,968979,-141.60761228254765,[ 0.486 -0.621  0.216  0.402 -0.001],214,-418.8435,21400,782.327654838562,-9.536743e-06
5.6045837,-2.3383636,100,50.83,1.7776994,-96.53576,-422.65463,1.0023751,18.284983,974062,-146.73533391900378,[ 0.491 -0.62   0.216  0.405  0.001],215,-423.06165,21500,786.2834281921387,-5.1879883e-06
5.0462265,-2.0134277,100,53.33,1.6667651,-94.28741,-425.58017,1.0339662,135.21027,979395,-149.70395115932018,[ 0.493 -0.624  0.218  0.409 -0.002],216,-427.31354,21600,790.5276417732239,-2.2888185e-06
5.2384415,-1.865982,100,47.98,1.6180937,-95.34116,-410.63916,1.0100712,56.70651,984193,-144.35835184816509,[ 0.506 -0.623  0.221  0.408  0.003],217,-411.8235,21700,794.48437666893,9.689331e-06
5.617462,-2.0548096,100,51.64,1.8122616,-96.89332,-416.02087,1.0058903,34.456825,989357,-148.00425223381532,[ 0.506 -0.625  0.221  0.404 -0.006],218,-416.4244,21800,798.5092532634735,-7.6293944e-08
7.739395,-2.2256851,100,52.9,2.2796054,-96.45236,-424.59552,1.0039345,31.198639,994647,-148.88973587980843,[ 0.504 -0.617  0.221  0.407 -0.006],219,-425.07288,21900,802.5408763885498,-8.621216e-06
6.0519104,-1.9321136,100,49.47,1.6261134,-97.04765,-424.70117,1.0044249,25.73566,999594,-145.96418396770912,[ 0.499 -0.616  0.221  0.412 -0.007],220,-425.0943,22000,806.6523752212524,-4.119873e-06
4.369499,-1.8576126,100,45.19,1.5382417,-97.297035,-422.2901,1.001657,12.088439,1004113,-141.70728420992143,[ 0.495 -0.619  0.221  0.409 -0.005],221,-422.5901,22100,810.5008783340454,-2.2125244e-06
7.624954,-2.078415,100,48.76,1.8600866,-95.728676,-414.16333,1.0189581,82.3498,1008989,-144.88447147524283,[ 0.5   -0.622  0.222  0.408 -0.002],222,-415.1068,22200,814.4850833415985,1.3961792e-05
6.736656,-1.9917831,100,48.9,1.7574059,-96.71046,-426.78647,1.0045767,28.878656,1013879,-145.23302501655826,[ 0.491 -0.624  0.219  0.405 -0.003],223,-427.3339,22300,818.4478776454926,-2.8991699e-06
6.122917,-2.3594284,100,45.49,1.9619049,-96.249374,-415.3703,1.0092216,44.16192,1018428,-141.48752964464768,[ 0.487 -0.624  0.218  0.409 -0.005],224,-416.03986,22400,822.1243045330048,2.4414062e-06
5.8250427,-2.2546005,100,46.21,1.8681028,-96.53468,-424.1211,1.003524,19.94268,1023049,-142.28026615979826,[ 0.477 -0.623  0.217  0.409 -0.006],225,-424.55975,22500,825.9133298397064,-6.4849855e-06
6.3869247,-1.8765411,100,45.6,1.7158271,-97.70038,-421.836,1.0008497,6.279065,1027609,-142.16428794832828,[ 0.474 -0.616  0.215  0.406 -0.003],226,-421.90292,22600,829.370774269104,5.41687e-06
6.82296,-2.2110748,100,48.5,2.038414,-97.0143,-419.99756,1.0015908,14.074939,1032459,-144.52856865782837,[ 0.477 -0.616  0.216  0.405 -0.002],227,-420.197,22700,833.4275114536285,4.348755e-06
8.018379,-2.4355621,100,49.37,2.126798,-96.19438,-413.75342,1.0036329,30.3213,1037396,-145.22932394879456,[ 0.477 -0.614  0.216  0.406 -0.006],228,-414.28284,22800,837.2546417713165,1.9073486e-06
5.523308,-2.2885513,100,51.33,1.8481934,-96.14385,-423.87076,1.0049977,33.20899,1042529,-147.49727480639737,[ 0.479 -0.615  0.215  0.405 -0.011],229,-424.75104,22900,841.4507827758789,1.1444092e-05
7.006523,-2.3401184,100,47.44,2.2575073,-96.307045,-424.5988,1.0025306,20.053263,1047273,-143.43069572551696,[ 0.477 -0.606  0.213  0.405 -0.013],230,-425.15463,23000,845.4284086227417,6.1798096e-06
7.3943405,-2.009468,100,49.44,1.9109634,-96.838936,-418.8901,1.0025167,21.625572,1052217,-145.6967459225641,[ 0.475 -0.603  0.213  0.403 -0.009],231,-419.2922,23100,849.5732605457306,6.408691e-06
6.253319,-2.1086044,100,52.1,1.727623,-97.47312,-426.78918,1.0006719,7.0742965,1057427,-148.37826078030167,[ 0.475 -0.603  0.212  0.406 -0.011],232,-426.86893,23200,853.204845905304,6.1035155e-07
5.7623444,-2.238884,100,52.33,1.8621665,-96.73905,-421.16125,1.005204,32.35785,1062660,-148.51092542883598,[ 0.474 -0.605  0.212  0.407 -0.01 ],233,-421.61435,23300,856.9346966743469,-8.468628e-06
8.7425995,-2.528633,100,48.41,2.2294111,-96.06478,-423.93536,1.008238,53.115974,1067501,-144.14515382598177,[ 0.483 -0.608  0.214  0.405 -0.009],234,-424.52844,23400,860.6646485328674,2.9754638e-06
6.6169434,-2.2015533,100,52.58,1.8789974,-95.999,-419.8398,1.0046935,38.752537,1072759,-148.72943594213896,[ 0.478 -0.608  0.211  0.402 -0.01 ],235,-420.6719,23500,864.3967695236206,2.822876e-06
5.5448303,-2.4302673,100,49.09,1.955757,-96.46807,-414.7493,1.0052438,30.444115,1077668,-145.10076700658882,[ 0.485 -0.62   0.215  0.404 -0.012],236,-415.2945,23600,868.4765703678131,-9.002685e-06
7.2662277,-2.2627106,100,49.75,1.9981549,-95.789986,-421.7527,1.011313,57.666466,1082643,-145.78227051911045,[ 0.485 -0.613  0.215  0.402 -0.009],237,-422.60788,23700,872.4832124710083,-9.9182125e-06
6.39151,-2.3148956,100,46.17,1.9633387,-96.32217,-419.11493,1.0061694,38.113888,1087260,-142.25704317137098,[ 0.487 -0.606  0.214  0.398 -0.012],238,-419.67947,23800,876.5489277839661,1.0528564e-05
5.744972,-2.0018158,100,52.13,1.7860283,-96.50506,-427.17407,1.003684,30.87,1092473,-148.4543090711561,[ 0.477 -0.601  0.213  0.4   -0.014],239,-427.78943,23900,880.4634561538696,-3.1280517e-06
5.4273148,-2.0659256,100,44.55,1.9241177,-96.93731,-426.60666,1.0017868,16.87161,1096928,-140.70014396910693,[ 0.477 -0.604  0.213  0.406 -0.012],240,-426.8971,24000,884.4459207057953,-2.822876e-06
8.128349,-2.2547226,100,48.61,2.120996,-96.665504,-426.53134,1.0025924,21.966568,1101789,-144.73537269407626,[ 0.476 -0.607  0.214  0.41  -0.014],241,-426.9197,24100,888.1543164253235,-1.0604858e-05
5.097069,-1.8826828,100,47.44,1.6363802,-97.02375,-427.36188,1.0074939,41.7628,1106533,-144.05888460671832,[ 0.474 -0.606  0.214  0.413 -0.018],242,-427.8083,24200,891.4957191944122,-2.3651123e-06
6.0414505,-2.3687286,100,48.13,1.9467987,-96.89342,-420.20795,1.002536,19.48367,1111346,-144.04803927018776,[ 0.472 -0.613  0.214  0.412 -0.017],243,-420.40295,24300,895.5287644863129,1.3732911e-06
7.3112946,-2.6918564,100,53.08,2.2367544,-96.13834,-426.7847,1.002593,28.233759,1116654,-148.72781987367637,[ 0.471 -0.616  0.214  0.413 -0.019],244,-427.27557,24400,899.2671217918396,5.722046e-06
6.399864,-1.86409,100,49.82,1.5978442,-97.00563,-421.3004,1.0026304,19.12992,1121636,-146.40574683926755,[ 0.47  -0.614  0.213  0.417 -0.021],245,-421.839,24500,903.3154275417328,-6.5612794e-06
