InitialReturnStd,InitialReturnMin,EmpiricalD2,EpThisIter,InitialBound,J_sample_variance,TimestepsSoFar,Weights,EpRewMean,InitialReturnMean,InitialReturnMax,EpisodesSoFar,TimeElapsed,ReturnMeanIW,Bound,EpLenMean,Iteration
1.4981382,-1.9483795,1.0124348,100,-738.8075,48.203377,74109,[ 0.581 -0.555  0.228  0.406 -0.003],-144.08548568087753,-8.850097e-06,7.8567123,1700,60.857094526290894,-95.328865,-737.5235,47.67,17
1.7871982,-2.266121,1.0002522,100,-714.87415,4.6609616,78267,[ 0.587 -0.551  0.229  0.404 -0.004],-137.564289551167,1.1901855e-05,6.4713593,1800,64.46289896965027,-97.156265,-714.79895,41.58,18
1.7166659,-2.2823715,1.0004224,100,-735.78015,4.6675444,82405,[ 0.588 -0.551  0.228  0.402 -0.003],-137.47826238387344,3.967285e-06,4.8257294,1900,67.96962189674377,-97.246056,-735.70197,41.38,19
1.7262316,-1.9806213,1.0020065,100,-728.9939,16.488129,86319,[ 0.587 -0.552  0.228  0.402 -0.002],-135.51931791476207,8.392334e-07,5.401184,2000,70.9155547618866,-96.924675,-728.6134,39.14,20
1.4759842,-1.9445953,1.0046437,100,-745.85345,30.343159,90819,[ 0.586 -0.555  0.229  0.4   -0.001],-141.39203178787267,2.4414062e-06,4.878586,2100,74.68167400360107,-96.574135,-745.23175,45.0,21
1.5525712,-1.8631897,1.0043359,100,-737.47375,27.561619,94938,[ 5.904e-01 -5.544e-01  2.305e-01  3.994e-01  2.895e-04],-137.57508464294824,4.7302246e-06,4.732315,2200,78.39528179168701,-96.72524,-736.9898,41.19,22
1.8568866,-2.00206,1.0017251,100,-717.7345,15.0479765,99196,[ 0.588 -0.558  0.23   0.397  0.001],-138.76482657205804,6.6375733e-06,5.5237274,2300,81.43791675567627,-96.97071,-717.4621,42.58,23
1.837137,-2.3046112,1.0008458,100,-734.18463,8.147004,103867,[ 0.589 -0.556  0.23   0.398  0.003],-142.7328646748661,-9.002685e-06,5.187088,2400,84.6529803276062,-97.15228,-734.05273,46.71,24
1.7578727,-2.2073517,1.0009729,100,-720.1153,10.452448,108131,[ 0.59  -0.555  0.231  0.398  0.004],-138.77653320634505,-8.69751e-06,6.0714493,2500,87.88351345062256,-97.20833,-719.9821,42.64,25
1.6895103,-1.7776947,1.0013478,100,-729.21924,12.096966,112170,[ 0.592 -0.554  0.231  0.399  0.002],-136.9988317969043,5.569458e-06,6.5926514,2600,91.32904243469238,-97.48086,-729.02136,40.39,26
1.8524565,-2.4382935,1.0001206,100,-737.68414,3.8867023,116457,[ 0.592 -0.557  0.231  0.397  0.003],-138.761642288925,-8.544922e-06,6.650963,2700,94.49503135681152,-97.16476,-737.6442,42.87,27
1.9146893,-2.0250702,1.0007293,100,-724.9939,7.7855206,120664,[ 0.592 -0.557  0.231  0.398  0.004],-138.30264933108745,1.6021728e-06,8.221748,2800,97.26157712936401,-97.0741,-724.7122,42.07,28
1.5675462,-1.9256973,1.0098912,100,-725.6278,55.44299,125165,[ 0.591 -0.555  0.23   0.395  0.005],-141.4245757002041,1.6784668e-06,5.151207,2900,100.95246887207031,-95.998856,-724.7227,45.01,29
1.5830497,-1.9683151,1.0012329,100,-714.50934,8.241646,128948,[ 0.594 -0.55   0.231  0.397  0.004],-134.2050208208689,-3.967285e-06,7.6611786,3000,104.36014556884766,-97.172264,-714.2618,37.83,30
1.6265196,-2.037735,1.004745,100,-723.46576,24.35211,133014,[ 0.592 -0.551  0.231  0.398  0.006],-136.91890138133462,1.6021728e-06,5.241089,3100,107.93944787979126,-96.06907,-722.73505,40.66,31
1.9051042,-2.474823,1.0007542,100,-719.81934,7.5887003,137345,[ 0.592 -0.545  0.23   0.398  0.009],-139.1228617205647,9.155273e-07,5.0118713,3200,111.57277464866638,-96.876205,-719.67004,43.31,32
1.8434379,-2.1112137,1.0006293,100,-716.41675,8.430381,141603,[ 0.593 -0.543  0.23   0.397  0.009],-138.768136297727,-2.5939942e-06,6.0824356,3300,114.96920490264893,-97.125015,-716.234,42.58,33
1.937608,-2.1948853,1.0034739,100,-733.54675,22.055595,145864,[ 0.594 -0.542  0.229  0.399  0.009],-138.63670991838922,1.8310546e-06,6.118927,3400,118.24479746818542,-96.59059,-733.10034,42.61,34
1.5664793,-1.9020767,1.001311,100,-715.31226,10.367453,149453,[ 0.598 -0.541  0.23   0.398  0.009],-132.40181144805175,-2.5177003e-06,5.7293396,3500,121.42792439460754,-97.42954,-715.14905,35.89,35
1.7214476,-2.1318817,1.0066314,100,-745.5503,30.672882,153877,[ 0.597 -0.543  0.23   0.399  0.01 ],-140.4920242917148,-3.5858154e-06,5.463524,3600,124.99997568130493,-96.47529,-745.01074,44.24,36
1.7351607,-2.3394775,1.00536,100,-733.6004,31.485058,158225,[ 0.599 -0.538  0.23   0.399  0.011],-139.55701291853728,-4.4250487e-06,4.7455215,3700,128.44739055633545,-96.41298,-733.0959,43.48,37
1.6633409,-1.9586105,1.0007814,100,-723.9807,6.9169307,162339,[ 0.602 -0.534  0.231  0.399  0.012],-137.38359219694905,3.967285e-06,5.574707,3800,131.55745363235474,-97.1896,-723.80524,41.14,38
1.6705588,-2.2430038,1.0010271,100,-724.8986,11.166139,166641,[ 0.604 -0.533  0.23   0.399  0.01 ],-139.14359254488235,-2.2888185e-06,4.4496994,3900,135.0543053150177,-96.8695,-724.57996,43.02,39
1.4298297,-2.0774078,1.0013988,100,-723.99097,11.975001,170781,[ 0.604 -0.535  0.231  0.401  0.008],-137.64870227351,3.7384034e-06,3.6957855,4000,138.4149787425995,-96.5998,-723.4929,41.4,40
1.4403883,-2.1045532,1.0001546,100,-725.94604,3.015095,174331,[ 0.603 -0.534  0.231  0.396  0.007],-131.83564360531568,2.1362305e-06,3.8043518,4100,141.71982645988464,-97.362946,-725.82886,35.5,41
1.8615806,-2.165184,1.0004168,100,-735.5054,6.4335637,178737,[ 0.606 -0.535  0.231  0.396  0.007],-140.08303017115023,-3.1280517e-06,6.086464,4200,145.18571281433105,-97.232124,-735.42737,44.06,42
1.538406,-1.9380875,1.0093704,100,-727.82074,47.31254,182873,[ 0.604 -0.535  0.231  0.397  0.006],-137.7607209088939,-8.392334e-06,4.607315,4300,148.76003861427307,-95.96777,-726.95056,41.36,43
1.5662649,-1.9124451,1.0004958,100,-720.9477,4.765291,186825,[ 0.601 -0.541  0.23   0.396  0.008],-135.98652242485315,7.6293945e-06,4.68277,4400,152.34187197685242,-97.29213,-720.7231,39.52,44
1.7168493,-1.9756088,1.0041102,100,-713.84814,25.82164,191028,[ 0.597 -0.538  0.23   0.395  0.008],-138.4150258598587,1.6784668e-06,6.828003,4500,155.90437531471252,-96.87121,-713.4171,42.03,45
1.4318167,-1.9363251,1.0021033,100,-707.6194,12.873763,195195,[ 0.601 -0.537  0.231  0.397  0.008],-138.14418590921463,-5.8746336e-06,4.241188,4600,159.48841953277588,-97.27957,-707.3622,41.67,46
1.7252576,-2.3143005,1.0009218,100,-740.87775,6.6906977,198992,[ 0.601 -0.54   0.231  0.396  0.007],-133.837981441815,3.7384034e-06,5.8053436,4700,163.04639339447021,-96.899956,-740.73553,37.97,47
1.6125892,-2.025772,1.0014052,100,-735.45764,9.157283,203208,[ 0.599 -0.541  0.23   0.396  0.008],-138.45682165331166,4.5776366e-07,4.98217,4800,166.71046471595764,-96.99764,-735.1593,42.16,48
1.8877089,-2.2484665,1.0007093,100,-724.75,7.8963456,207842,[ 0.6   -0.54   0.231  0.394  0.008],-142.27513451032598,-8.7738035e-06,6.537033,4900,170.40676736831665,-97.122215,-724.61804,46.34,49
1.6136657,-2.02536,1.0029291,100,-741.13416,15.801957,212538,[ 0.597 -0.54   0.231  0.393  0.009],-143.1627605355338,5.1116945e-06,5.302788,5000,174.32609701156616,-96.873276,-740.77576,46.96,50
1.6775049,-2.1600418,1.0015532,100,-730.9777,14.346039,216889,[ 0.595 -0.541  0.229  0.39   0.009],-139.5171659068209,-3.0517577e-07,5.249138,5100,178.05141687393188,-96.76135,-730.64105,43.51,51
1.5855118,-2.1514893,1.0007027,100,-727.22266,6.601275,221146,[ 0.596 -0.544  0.229  0.387  0.009],-138.75414670468135,-3.4332274e-06,5.8486633,5200,181.71745705604553,-97.227295,-727.0694,42.57,52
1.8083553,-2.3135147,1.0021849,100,-710.5227,18.112804,225077,[ 0.598 -0.543  0.229  0.386  0.009],-135.3592475717044,-4.5013426e-06,5.7278748,5300,185.26891946792603,-96.3272,-709.97546,39.31,53
1.6259035,-1.8340607,1.001462,100,-715.3345,11.304426,229273,[ 0.601 -0.541  0.228  0.385  0.006],-138.42417912368694,7.2479247e-06,6.4045563,5400,188.97531056404114,-97.13101,-714.9253,41.96,54
1.7106221,-1.8260727,1.0081195,100,-710.1907,49.32436,233211,[ 0.606 -0.543  0.229  0.384  0.004],-135.98155351249568,-6.1035155e-07,5.131363,5500,192.6142463684082,-95.96914,-709.23724,39.38,55
1.5835155,-2.0438843,1.0034859,100,-746.2869,14.938231,237797,[ 0.61  -0.54   0.23   0.381  0.005],-141.94574970080532,-8.392334e-07,5.039688,5600,196.635999917984,-96.531944,-745.81836,45.86,56
1.7028579,-2.1923218,1.0107601,100,-724.2825,59.206707,242229,[ 0.603 -0.538  0.228  0.383  0.007],-140.30270493260906,1.2207031e-06,4.9536514,5700,200.39972949028015,-95.36471,-723.2365,44.32,57
1.7598416,-2.2188416,1.0082232,100,-735.0201,43.355247,246845,[ 0.607 -0.533  0.23   0.382  0.007],-142.2201546542466,1.4495849e-06,5.599243,5800,204.0581271648407,-94.95052,-733.74677,46.16,58
1.4933959,-1.8668594,1.0011387,100,-724.5467,10.716118,251180,[ 0.616 -0.533  0.231  0.378  0.008],-139.62868072252024,1.5258789e-06,6.171547,5900,207.6969542503357,-97.16866,-724.32983,43.35,59
1.6472497,-1.8351288,1.0005234,100,-728.077,5.4740257,255343,[ 0.616 -0.531  0.231  0.381  0.008],-137.82795137306744,-9.155274e-06,4.8703766,6000,211.17883133888245,-97.42475,-728.02765,41.63,60
1.5979187,-2.0284271,1.0003251,100,-721.9198,5.838672,259237,[ 0.618 -0.531  0.231  0.381  0.008],-135.2321079828601,-1.04522705e-05,5.5233917,6100,214.59365487098694,-97.38131,-721.8161,38.94,61
1.7710449,-2.1810913,1.0026376,100,-728.3244,17.599594,263288,[ 0.615 -0.529  0.231  0.381  0.009],-136.5929864878481,-2.2125244e-06,5.449829,6200,218.1498556137085,-96.27745,-727.7747,40.51,62
1.6204357,-1.7908859,1.002887,100,-726.0478,14.131505,267185,[ 0.616 -0.526  0.231  0.377  0.01 ],-135.3801131880038,7.400513e-06,6.02491,6300,221.6531903743744,-96.9283,-725.66693,38.97,63
1.534405,-1.9096451,1.0008317,100,-717.8398,8.29535,271286,[ 0.618 -0.523  0.231  0.377  0.013],-137.33625449947817,-9.155273e-07,4.184105,6400,224.93310928344727,-97.118835,-717.54047,41.01,64
1.5460815,-1.9165268,1.0070816,100,-733.2888,39.6258,275465,[ 0.623 -0.527  0.232  0.378  0.011],-138.16418063610703,-4.577637e-06,6.8639755,6500,228.2472105026245,-96.02892,-732.43066,41.79,65
1.7278625,-2.229187,1.0021969,100,-718.8426,15.352329,279791,[ 0.627 -0.523  0.233  0.38   0.013],-139.2988219880218,-6.4849855e-06,4.7696,6600,231.65479493141174,-96.75061,-718.5179,43.26,66
1.3183771,-1.9391098,1.0021564,100,-707.4592,21.608465,283589,[ 0.625 -0.524  0.232  0.377  0.013],-134.31313958071692,1.6021728e-06,4.358597,6700,235.0425000190735,-97.00712,-707.1311,37.98,67
1.5520258,-2.0641556,1.0029249,100,-726.3411,21.767889,287586,[ 0.63  -0.524  0.232  0.379  0.012],-136.17878738455985,-1.2969971e-06,5.3130417,6800,238.2811348438263,-96.66099,-725.8892,39.97,68
1.5685833,-2.0669022,1.0027403,100,-719.55945,18.501333,291649,[ 0.632 -0.523  0.233  0.382  0.014],-136.82013264895025,-9.918213e-07,4.5408096,6900,241.82232308387756,-96.5912,-719.1062,40.63,69
1.8217152,-1.8836746,1.0052677,100,-716.561,27.372787,296103,[ 0.631 -0.525  0.232  0.381  0.011],-140.82703881561213,9.918213e-07,6.3407745,7000,245.5418300628662,-96.46148,-715.9983,44.54,70
1.7986505,-2.0828247,1.0018685,100,-734.4767,20.240047,300419,[ 0.628 -0.526  0.229  0.378  0.01 ],-139.23482170146815,-2.5177003e-06,5.6226807,7100,249.00588631629944,-96.74784,-734.11017,43.16,71
1.7287387,-2.0902786,1.0033054,100,-718.3211,25.412985,304184,[ 0.633 -0.528  0.231  0.381  0.011],-133.85524696220412,7.705688e-06,6.086487,7200,252.31846737861633,-96.85709,-718.00336,37.65,72
1.8809744,-2.2658615,1.0031238,100,-720.5638,21.897633,308309,[ 0.63  -0.53   0.23   0.381  0.01 ],-137.22346406461023,5.1116945e-06,5.345482,7300,255.7263958454132,-96.655396,-720.17847,41.25,73
1.3263772,-2.0160751,1.0017786,100,-704.74286,11.375828,312261,[ 0.634 -0.53   0.231  0.383  0.01 ],-135.75062678270402,9.231568e-06,3.835434,7400,259.24766659736633,-97.02456,-704.48315,39.52,74
1.8182526,-2.0599823,1.0033017,100,-720.77295,27.798449,316209,[ 0.638 -0.53   0.232  0.383  0.012],-135.71755293546323,-3.8146973e-07,7.185692,7500,262.72850012779236,-96.90877,-720.4403,39.48,75
1.6406426,-2.2039566,1.0100846,100,-736.62866,48.266296,320936,[ 0.636 -0.533  0.232  0.382  0.013],-143.40201539004153,-4.5013426e-06,5.310028,7600,266.09981298446655,-95.150536,-735.4007,47.27,76
1.8067317,-2.262764,1.0005205,100,-722.8549,5.737035,324605,[ 0.641 -0.53   0.233  0.378  0.013],-132.87082671303168,-5.340576e-07,6.520378,7700,269.12925124168396,-97.10177,-722.6791,36.69,77
1.6954762,-2.0597916,1.0014048,100,-734.14655,9.335197,329110,[ 0.64  -0.531  0.234  0.378  0.014],-141.052173446246,-5.645752e-06,5.2047195,7800,272.9650001525879,-97.09702,-734.00836,45.05,78
1.7217772,-2.0910492,1.000726,100,-687.1061,8.900071,332558,[ 0.641 -0.529  0.234  0.378  0.015],-130.66906334993052,-3.8146973e-07,7.2050247,7900,276.06997418403625,-97.128075,-686.95184,34.48,79
1.6512374,-2.345108,1.000935,100,-726.51465,8.756688,336634,[ 0.641 -0.528  0.234  0.38   0.015],-136.68869474399926,-2.0599366e-06,4.304573,8000,279.5653986930847,-97.02075,-726.3725,40.76,80
1.6095402,-1.9319763,1.0011289,100,-719.6231,7.758909,340535,[ 0.644 -0.528  0.235  0.381  0.015],-135.31123520195248,-3.2043456e-06,5.197098,8100,283.0853581428528,-97.33762,-719.5072,39.01,81
1.6437927,-2.0862045,1.0007081,100,-710.5744,5.7925134,344512,[ 0.648 -0.528  0.236  0.381  0.015],-135.854632962952,2.5177003e-06,4.7550507,8200,286.38056111335754,-97.27078,-710.49927,39.77,82
1.6725965,-1.7936707,1.0030731,100,-703.851,25.143616,348435,[ 0.647 -0.525  0.236  0.382  0.015],-135.47403194861616,3.1280517e-06,4.6729507,8300,289.6909348964691,-96.88826,-703.4993,39.23,83
1.8782988,-2.2294617,1.0002065,100,-740.1348,4.8692927,352887,[ 0.646 -0.53   0.237  0.381  0.015],-140.48234225939726,-2.7465821e-06,5.865906,8400,293.27819299697876,-97.195526,-740.07214,44.52,84
1.5273753,-1.9162979,1.0015554,100,-736.45703,13.196095,356934,[ 0.646 -0.53   0.237  0.381  0.014],-136.7674033846756,4.577637e-06,4.632614,8500,296.452383518219,-97.188354,-736.24976,40.47,85
1.597707,-2.196457,1.0024991,100,-723.9256,17.605644,360644,[ 0.643 -0.53   0.236  0.38   0.013],-133.30508491163968,-5.264282e-06,4.8547516,8600,299.86129999160767,-96.62546,-723.4573,37.1,86
1.5414433,-2.1237106,1.0001657,100,-734.7828,3.2851825,364869,[ 0.64  -0.53   0.235  0.38   0.015],-138.32415562527697,2.2888185e-06,4.4799957,8700,303.4088327884674,-97.386246,-734.74817,42.25,87
1.4259233,-2.0843887,1.0006987,100,-730.11597,7.670422,368928,[ 0.639 -0.531  0.235  0.381  0.016],-136.87855296257524,,3.388794,8800,306.9499077796936,-97.314766,-729.92444,40.59,88
1.7514757,-2.0819473,1.0020503,100,-741.1438,16.974522,373330,[ 0.635 -0.529  0.234  0.381  0.015],-140.07905325538252,-5.4931643e-06,4.907547,8900,310.41515350341797,-96.952965,-740.8707,44.02,89
1.6283009,-2.05307,1.0011952,100,-735.2785,10.814778,377425,[ 0.638 -0.528  0.234  0.382  0.015],-137.05513797689994,3.6621093e-06,4.800537,9000,314.0503442287445,-96.61591,-734.7762,40.95,90
1.8113704,-2.0759354,1.0043025,100,-718.2238,25.931236,381474,[ 0.643 -0.53   0.236  0.381  0.013],-136.51594541539026,-5.569458e-06,6.3200226,9100,317.5161488056183,-96.31255,-717.63806,40.49,91
1.5591938,-1.9604416,1.0024666,100,-733.3971,16.510805,385774,[ 0.638 -0.53   0.234  0.379  0.016],-139.1653284644698,6.6375733e-06,4.1137924,9200,321.3122043609619,-96.90848,-733.09705,43.0,92
1.8359821,-2.3198166,1.0030575,100,-706.2482,22.132957,390007,[ 0.635 -0.533  0.234  0.381  0.015],-138.22935909141495,-1.7547608e-06,4.796303,9300,324.47533535957336,-96.33819,-705.779,42.33,93
1.7824887,-2.4920273,1.001355,100,-708.04065,11.898135,394216,[ 0.638 -0.532  0.235  0.384  0.012],-138.0726291301814,-1.04522705e-05,6.1641083,9400,328.06992268562317,-96.74376,-707.7365,42.09,94
1.6086587,-1.9796066,1.0007052,100,-728.0034,5.7139297,398086,[ 0.638 -0.531  0.236  0.383  0.012],-134.85005303776492,-6.8664554e-07,4.4162292,9500,331.09401512145996,-97.317696,-727.93115,38.7,95
1.7956451,-2.5139542,1.0009091,100,-730.41956,7.2942834,402408,[ 0.639 -0.53   0.237  0.384  0.012],-139.02804288723144,2.2888185e-06,5.584656,9600,334.3437430858612,-96.80571,-730.18256,43.22,96
1.5908805,-1.8812103,1.0017257,100,-726.4453,11.874247,406621,[ 0.635 -0.529  0.236  0.384  0.012],-138.42850513945578,4.5013426e-06,4.4592285,9700,337.8613440990448,-97.2172,-726.24396,42.13,97
1.5949978,-1.8787766,1.0002618,100,-728.5837,3.8352516,410696,[ 0.634 -0.531  0.236  0.382  0.012],-137.05011302334879,-5.569458e-06,5.255188,9800,341.3301475048065,-97.551445,-728.55023,40.75,98
1.9200907,-2.2050858,1.0015758,100,-715.67114,10.675299,414548,[ 0.635 -0.53   0.236  0.383  0.013],-134.61887076567393,4.5776366e-07,7.3581696,9900,344.64822030067444,-96.86717,-715.3933,38.52,99
1.5639898,-2.089737,1.0001969,100,-728.5015,3.8215196,418661,[ 0.638 -0.53   0.237  0.384  0.01 ],-137.34134401128546,9.689331e-06,6.2385178,10000,348.2136640548706,-97.42031,-728.44073,41.13,100
1.5238097,-2.123764,1.0024503,100,-734.6655,21.086058,422708,[ 0.635 -0.527  0.236  0.384  0.01 ],-136.76849105315472,8.392334e-06,5.2677383,10100,351.7542390823364,-96.8294,-734.2627,40.47,101
1.7520205,-2.161766,1.0002156,100,-720.65125,3.6205497,426565,[ 0.638 -0.526  0.236  0.386  0.009],-134.69084977272493,-7.2479247e-06,6.97847,10200,355.15220522880554,-97.29106,-720.5771,38.57,102
1.4721826,-1.5746155,1.0009266,100,-716.083,6.3433614,430447,[ 0.638 -0.526  0.236  0.385  0.009],-135.4123020682491,-1.0604858e-05,4.5481415,10300,358.3942537307739,-97.32029,-715.8221,38.82,103
1.5230937,-2.1755905,1.0007086,100,-715.79266,8.513077,434538,[ 0.64  -0.526  0.236  0.381  0.009],-137.114599084706,-2.2888183e-07,4.3486404,10400,361.80949306488037,-97.137985,-715.58704,40.91,104
1.8126173,-2.2971268,1.0013416,100,-727.87805,11.687405,438853,[ 0.64  -0.527  0.235  0.379  0.007],-139.10685162329338,-1.2969971e-06,5.865776,10500,365.2570004463196,-96.80079,-727.60645,43.15,105
1.8696475,-2.1256027,1.0040901,100,-704.57983,21.368637,442944,[ 0.642 -0.527  0.236  0.382  0.006],-136.97016764771843,6.713867e-06,4.896385,10600,368.69092655181885,-96.344536,-703.9712,40.91,106
1.7399288,-1.9023895,1.000538,100,-721.9324,6.0271773,447019,[ 0.647 -0.526  0.238  0.382  0.008],-136.99384883433717,-7.6293945e-06,5.1018066,10700,372.34369826316833,-97.27495,-721.76715,40.75,107
1.4713206,-2.2444077,1.0061179,100,-708.9297,35.798462,451214,[ 0.648 -0.527  0.238  0.382  0.006],-138.00560587205678,-5.340576e-06,3.7041473,10800,376.01959466934204,-96.13846,-708.29456,41.95,108
1.8286612,-2.0580215,1.003665,100,-715.7279,20.978361,455537,[ 0.651 -0.524  0.24   0.385  0.008],-139.34576832406296,5.340576e-07,6.809967,10900,379.78348326683044,-96.732124,-715.334,43.23,109
1.826527,-2.2873611,1.0011631,100,-721.14453,15.916107,459592,[ 0.653 -0.521  0.24   0.384  0.009],-136.54603282018857,1.5258789e-06,6.0747986,11000,383.4612355232239,-97.1024,-721.0146,40.55,110
1.6590474,-2.0207825,1.0004444,100,-717.1527,7.4446282,463737,[ 0.649 -0.52   0.239  0.384  0.008],-137.69031821942468,5.1879883e-06,5.0224457,11100,387.0738637447357,-97.219154,-716.9293,41.45,111
1.5635691,-2.3441467,1.0003407,100,-724.2235,4.320502,467637,[ 0.647 -0.518  0.238  0.384  0.006],-134.9846575389271,-7.400513e-06,3.7850342,11200,390.77871894836426,-97.05292,-724.0975,39.0,112
1.5623304,-1.8560104,1.0056083,100,-701.1143,29.936176,471182,[ 0.644 -0.515  0.237  0.382  0.006],-131.92061276900995,-8.392334e-06,7.085678,11300,394.20043683052063,-96.60944,-700.5045,35.45,113
1.8616735,-2.3437653,1.0002322,100,-722.7854,5.423984,475248,[ 0.639 -0.516  0.236  0.381  0.006],-136.69816013890915,9.002685e-06,5.8363724,11400,397.7362699508667,-97.19065,-722.6833,40.66,114
1.6578519,-2.1904984,1.0026206,100,-736.9319,17.47584,479148,[ 0.636 -0.515  0.236  0.381  0.006],-135.0544163427606,6.6375733e-06,5.3648148,11500,400.941392660141,-96.60583,-736.547,39.0,115
1.8934336,-2.1656494,1.0015091,100,-729.3644,13.99694,483168,[ 0.631 -0.515  0.235  0.383  0.005],-136.07939826336778,9.155274e-06,5.4342346,11600,404.4352126121521,-96.60704,-729.0232,40.2,116
1.8015863,-1.9752655,1.0037286,100,-723.9431,29.405256,487236,[ 0.628 -0.515  0.234  0.385  0.006],-136.89738199513835,-1.4495849e-05,5.8402634,11700,408.13030910491943,-96.27113,-723.2863,40.68,117
1.5879151,-2.0990295,1.0022987,100,-735.3496,16.38477,491342,[ 0.631 -0.514  0.236  0.383  0.004],-137.21164736073644,-5.340576e-06,5.67321,11800,411.5830738544464,-97.02835,-735.1178,41.06,118
1.8573445,-2.263626,1.0052965,100,-729.8347,35.505714,495509,[ 0.632 -0.511  0.236  0.383  0.005],-137.6367319330162,1.0681152e-06,4.8965607,11900,415.0025725364685,-95.84324,-729.0758,41.67,119
1.6741099,-2.0347214,1.0001099,100,-742.5473,3.3350322,500095,[ 0.631 -0.503  0.235  0.383  0.004],-142.07136535109603,9.002685e-06,5.5261154,12000,418.7259473800659,-97.47548,-742.49365,45.86,120
1.7583826,-2.337143,1.0009875,100,-729.4912,8.594687,504209,[ 0.629 -0.501  0.234  0.383  0.003],-137.1584729096008,2.670288e-06,6.3401947,12100,422.2669486999512,-97.10112,-729.35547,41.14,121
1.8952706,-2.555397,1.0006967,100,-713.30066,8.935564,508074,[ 0.627 -0.503  0.235  0.382  0.003],-134.46407097628284,-7.6293944e-08,5.0890045,12200,425.7014465332031,-96.84868,-713.13586,38.65,122
1.7271042,-2.330307,1.0007328,100,-723.7667,9.374586,511844,[ 0.625 -0.502  0.233  0.381  0.005],-133.71252346903452,-1.6784668e-06,6.2089844,12300,429.14341402053833,-97.09059,-723.6442,37.7,123
