TimeElapsed,EpThisIter,EpLenMean,Iteration,EpisodesSoFar,InitialReturnMin,TimestepsSoFar,J_sample_variance,EpRewMean,ReturnMeanIW,EmpiricalD2,InitialBound,InitialReturnMean,InitialReturnStd,Bound,InitialReturnMax,Weights
40.235233306884766,100,62.05,13,1300,-9.12571,66567,156.7055,-145.36508594104933,-3.300189,nan,-89.57574,1.8310546e-06,8.141106,-3.300189,23.659103,[-2.007 -0.197 -1.425 -1.657 84.348]
43.755358934402466,100,54.71,14,1400,-8.279106,72038,58.83998,-140.35474768141032,-90.8062,nan,-90.8062,-1.0299683e-06,7.6322064,-90.8062,32.90263,[-2.007 -0.197 -1.425 -1.657 82.828]
46.840264320373535,100,52.94,15,1500,-9.578339,77332,13459.5205,-136.1762457888827,-82.11966,nan,-89.16906,3.7384034e-06,8.704162,-82.11966,25.865509,[-2.007 -0.197 -1.425 -1.657 82.828]
50.02025294303894,100,54.83,16,1600,-8.89872,82815,56.26106,-139.8098211647458,-90.499405,nan,-90.499405,8.7738035e-06,7.4630895,-90.499405,41.592308,[-2.007 -0.197 -1.425 -1.657 82.961]
52.75553488731384,100,53.3,17,1700,-8.765259,88145,63.95804,-138.61937051328957,-90.36894,nan,-90.36894,-2.0980835e-06,7.957235,-90.36894,37.903896,[-2.007 -0.197 -1.425 -1.657 82.961]
56.02848720550537,100,52.48,18,1800,-7.7473526,93393,,-139.056628375175,,nan,-91.23866,-5.264282e-06,6.8503494,,22.874428,[-2.007 -0.197 -1.425 -1.657 82.961]
59.17580270767212,100,54.72,19,1900,-8.715256,98865,1.4198817e-07,-139.50433492473803,-0.0001718086,nan,-90.22011,-3.013611e-06,7.8396606,-0.0001718086,27.65382,[-2.007 -0.197 -1.425 -1.657 74.535]
62.76060700416565,100,60.5,20,2000,-8.704773,104915,,-144.59505691436053,,nan,-90.24749,9.384155e-06,9.430012,,64.25631,[-2.007 -0.197 -1.425 -1.657 83.685]
65.63626503944397,100,52.37,21,2100,-8.900978,110152,2.0766062e-09,-136.8979201870138,-2.5513742e-05,nan,-90.15529,-2.5939942e-06,8.004999,-2.5513742e-05,32.574295,[-2.007 -0.197 -1.425 -1.657 75.561]
68.82345223426819,100,54.33,22,2200,-9.050613,115585,56.50147,-139.59369949671222,-90.60479,nan,-90.60479,2.0599366e-06,7.479013,-90.60479,32.987488,[-2.007 -0.197 -1.425 -1.657 86.784]
71.98951697349548,100,57.93,23,2300,-9.835243,121378,164.34416,-141.61112041113532,-88.37412,nan,-89.3939,1.0299683e-05,8.750835,-88.37412,27.172813,[-2.007 -0.197 -1.425 -1.657 86.784]
75.4351499080658,100,50.34,24,2400,-7.493431,126412,184.94022,-137.857014719121,-91.135185,nan,-91.70795,-1.1444092e-06,6.5854754,-91.135185,23.032555,[-2.007 -0.197 -1.425 -1.657 86.798]
78.74716138839722,100,52.24,25,2500,-8.653282,131636,149.72746,-137.93925647305176,-89.764244,nan,-90.5525,5.340576e-06,7.4844346,-89.764244,25.002876,[-2.007 -0.197 -1.425 -1.657 86.815]
82.43718481063843,100,55.2,26,2600,-8.884445,137156,60.126858,-139.81540506869933,-90.001755,nan,-90.001755,-3.6621093e-06,7.7152367,-90.001755,37.705902,[-2.007 -0.197 -1.425 -1.657 86.83 ]
85.50127243995667,100,55.22,27,2700,-8.534531,142678,56.013947,-140.68545667207462,-90.62807,nan,-90.62807,-1.9073486e-06,7.446687,-90.62807,22.607727,[-2.007 -0.197 -1.425 -1.657 86.83 ]
88.61133742332458,100,57.74,28,2800,-8.799591,148452,68.17885,-141.74877381221808,-89.97599,nan,-89.97599,-1.2207031e-06,8.215662,-89.97599,33.917778,[-2.007 -0.197 -1.425 -1.657 86.83 ]
91.48545813560486,100,57.85,29,2900,-9.803818,154237,173.9651,-140.4137815994829,-88.94523,nan,-89.15601,7.476807e-06,8.048009,-88.94523,27.866722,[-2.007 -0.197 -1.425 -1.657 86.83 ]
95.29268860816956,100,50.26,30,3000,-7.1248703,159263,187.72743,-136.84189446541004,-89.94085,nan,-91.26051,-1.2969971e-06,6.9126077,-89.94085,36.47106,[-2.007 -0.197 -1.425 -1.657 86.844]
98.98665809631348,100,58.75,31,3100,-10.197708,165138,91.89565,-140.04632212154,-88.87439,nan,-88.87439,-8.239746e-06,9.538182,-88.87439,38.59488,[-2.007 -0.197 -1.425 -1.657 86.859]
102.01883625984192,100,54.0,32,3200,-9.36528,170538,181.814,-138.38705000421302,-89.92907,nan,-90.132126,6.3323973e-06,7.2946663,-89.92907,21.65561,[-2.007 -0.197 -1.425 -1.657 86.859]
105.97627806663513,100,62.24,33,3300,-8.786362,176762,123.05092,-145.496002043317,-89.81989,nan,-90.03477,5.340576e-06,6.4242945,-89.81989,18.975319,[-2.007 -0.197 -1.425 -1.657 86.874]
109.98383164405823,100,55.66,34,3400,-8.3280945,182328,44.501705,-140.80087434776223,-91.03168,nan,-91.03168,-9.613037e-06,6.637455,-91.03168,27.443619,[-2.007 -0.197 -1.425 -1.657 86.887]
112.86416172981262,100,55.35,35,3500,-8.466118,187863,54.689594,-141.08220773088573,-90.96872,nan,-90.96985,1.487732e-05,7.2334614,-90.96872,32.66487,[-2.007 -0.197 -1.425 -1.657 86.887]
115.82194113731384,100,55.82,36,3600,-9.503059,193445,155.14981,-139.88131856892366,-88.75799,nan,-89.6924,-9.536743e-06,8.26163,-88.75799,41.759987,[-2.007 -0.197 -1.425 -1.657 86.888]
119.96487236022949,100,56.73,37,3700,-8.710228,199118,186.64587,-141.5656221254878,-90.23452,nan,-90.44738,3.1280517e-06,8.289049,-90.23452,39.86856,[-2.007 -0.197 -1.425 -1.657 86.901]
123.44587206840515,100,53.65,38,3800,-8.600601,204483,109.49557,-139.67017946334283,-89.34745,nan,-91.05072,2.2888183e-07,6.806637,-89.34745,35.003304,[-2.007 -0.197 -1.425 -1.657 86.915]
127.26826095581055,100,55.54,39,3900,-10.319786,210037,193.51634,-138.9531731443828,-89.111206,nan,-89.35192,7.972717e-06,8.904194,-89.111206,31.44326,[-2.007 -0.197 -1.425 -1.657 86.926]
131.04231429100037,100,54.97,40,4000,-8.743156,215534,99.1022,-139.5499902159764,-88.54905,nan,-90.03903,5.340576e-07,7.4506254,-88.54905,22.964828,[-2.007 -0.197 -1.425 -1.657 86.94 ]
134.22607040405273,100,45.84,41,4100,-7.408455,220118,132.0316,-133.65763648533428,-91.117256,nan,-91.76772,-6.942749e-06,6.941607,-91.117256,23.064507,[-2.007 -0.197 -1.425 -1.657 86.951]
137.82780027389526,100,55.7,42,4200,-8.48616,225688,41.493164,-141.31901882534478,-90.64362,nan,-90.64362,-1.1520386e-05,6.4091916,-90.64362,22.543869,[-2.007 -0.197 -1.425 -1.657 86.966]
140.72396755218506,100,59.91,43,4300,-10.079346,231679,125.539795,-141.68804505421426,-88.7187,nan,-88.84665,9.155273e-07,8.723756,-88.7187,25.368496,[-2.007 -0.197 -1.425 -1.657 86.966]
144.8781099319458,100,59.78,44,4400,-9.748146,237657,76.600716,-142.43813736447396,-89.40029,nan,-89.40029,-8.69751e-06,8.708308,-89.40029,28.39341,[-2.007 -0.197 -1.425 -1.657 86.978]
148.1200988292694,100,57.91,45,4500,-8.746986,243448,165.42294,-142.83842587129683,-90.36068,nan,-90.51525,4.653931e-06,7.5272093,-90.36068,36.56346,[-2.007 -0.197 -1.425 -1.657 86.978]
152.20659923553467,100,62.29,46,4600,-8.968872,249677,113.561195,-147.41369741100405,-90.496216,nan,-90.57201,-5.4931643e-06,6.578378,-90.496216,19.949913,[-2.007 -0.197 -1.425 -1.657 86.99 ]
155.84153246879578,100,50.2,47,4700,-7.663231,254697,94.93579,-137.22291718454719,-89.86457,nan,-91.21126,-1.2969971e-06,5.9941926,-89.86457,20.277184,[-2.007 -0.197 -1.425 -1.657 87.   ]
158.95957946777344,100,52.33,48,4800,-7.7796783,259930,45.25487,-138.40752868653675,-90.940895,nan,-90.940895,-5.1116945e-06,6.693518,-90.940895,28.634811,[-2.007 -0.197 -1.425 -1.657 87.012]
162.20235323905945,100,53.96,49,4900,-9.313232,265326,74.3841,-138.04552163571617,-89.99566,nan,-89.99566,1.1672973e-05,8.58134,-89.99566,32.569054,[-2.007 -0.197 -1.425 -1.657 87.012]
165.13112664222717,100,55.72,50,5000,-9.208748,270898,59.33899,-140.06621723019802,-90.02462,nan,-90.02462,-8.8119505e-06,7.66456,-90.02462,27.621212,[-2.007 -0.197 -1.425 -1.657 87.012]
168.15341520309448,100,56.6,51,5100,-7.8230057,276558,95.36782,-142.92917888162617,-91.06577,nan,-91.28976,1.7547608e-06,6.090003,-91.06577,22.285118,[-2.007 -0.197 -1.425 -1.657 87.012]
172.0425591468811,100,54.99,52,5200,-9.902321,282057,134.27185,-138.2438804729975,-88.61552,nan,-89.5595,-4.8065185e-06,9.110945,-88.61552,32.49449,[-2.007 -0.197 -1.425 -1.657 87.024]
175.2871434688568,100,49.81,53,5300,-7.148178,287038,37.784782,-137.97226132600116,-92.103,nan,-92.103,-4.9591063e-06,6.1161222,-92.103,19.861488,[-2.007 -0.197 -1.425 -1.657 87.035]
178.52505087852478,100,47.54,54,5400,-7.5873947,291792,39.037804,-134.88012047242964,-91.43975,nan,-91.43975,2.2888185e-06,6.2166967,-91.43975,26.169792,[-2.007 -0.197 -1.425 -1.657 87.035]
181.1045446395874,100,49.64,55,5500,-8.46582,296756,37.31556,-136.2396560261425,-91.04795,nan,-91.04795,-9.384155e-06,6.078031,-91.04795,28.306778,[-2.007 -0.197 -1.425 -1.657 87.035]
183.87841701507568,100,49.14,56,5600,-7.1070786,301670,40.84598,-136.3863261378038,-91.46084,nan,-91.46084,2.7465821e-06,6.3590527,-91.46084,23.82225,[-2.007 -0.197 -1.425 -1.657 87.035]
186.8240303993225,100,51.27,57,5700,-8.239502,306797,40.38338,-137.27197335082178,-90.80394,nan,-90.80394,9.918213e-07,6.3230004,-90.80394,18.908096,[-2.007 -0.197 -1.425 -1.657 87.035]
190.16433238983154,100,62.11,58,5800,-9.740967,313008,72.57188,-145.26501994940963,-89.69992,nan,-89.69992,8.926391e-06,8.476223,-89.69992,37.522415,[-2.007 -0.197 -1.425 -1.657 87.035]
193.0772259235382,100,57.67,59,5900,-8.99086,318775,110.43632,-141.38904339217797,-88.879684,nan,-89.6935,3.5095215e-06,7.6778665,-88.879684,31.053078,[-2.007 -0.197 -1.425 -1.657 87.035]
196.76337838172913,100,55.14,60,6000,-9.42244,324289,74.559494,-139.08338173876874,-89.73489,nan,-89.73489,8.888244e-06,8.591465,-89.73489,41.85635,[-2.007 -0.197 -1.425 -1.657 87.046]
199.70308828353882,100,54.74,61,6100,-8.024307,329763,91.36813,-140.99872760186932,-90.00576,nan,-91.03379,4.5776366e-07,6.758043,-90.00576,26.637184,[-2.007 -0.197 -1.425 -1.657 87.046]
203.7462456226349,100,56.77,62,6200,-8.484695,335440,49.44941,-141.43759193115704,-90.26115,nan,-90.26115,5.340576e-06,6.996752,-90.26115,23.042625,[-2.007 -0.197 -1.425 -1.657 87.057]
206.42084169387817,100,52.94,63,6300,-7.9342575,340734,129.22691,-139.12590887772808,-89.89394,nan,-91.18753,-2.670288e-06,6.9362555,-89.89394,26.758728,[-2.007 -0.197 -1.425 -1.657 87.057]
209.8575804233551,100,51.08,64,6400,-7.278412,345842,35.92508,-138.37811434611902,-91.60409,nan,-91.60409,6.408691e-06,5.9637685,-91.60409,23.561935,[-2.007 -0.197 -1.425 -1.657 87.067]
212.32510018348694,100,51.52,65,6500,-7.8101654,350994,50.251938,-138.02118237618862,-91.23425,nan,-91.23425,-4.8065185e-06,7.0533886,-91.23425,26.020714,[-2.007 -0.197 -1.425 -1.657 87.067]
215.08939957618713,100,60.5,66,6600,-10.252342,357044,81.74528,-142.87119072258784,-88.997215,nan,-88.997215,5.41687e-06,8.995997,-88.997215,30.494114,[-2.007 -0.197 -1.425 -1.657 87.067]
217.3220841884613,100,56.69,67,6700,-7.555168,362713,30.181522,-142.77747451737605,-91.32655,nan,-91.32655,-7.2479247e-06,5.466208,-91.32655,16.320648,[-2.007 -0.197 -1.425 -1.657 87.067]
219.54656147956848,100,57.03,68,6800,-8.722763,368416,99.88827,-141.20255473588702,-89.385895,nan,-90.07658,-8.392334e-07,8.140985,-89.385895,35.369278,[-2.007 -0.197 -1.425 -1.657 87.067]
222.6121141910553,100,58.24,69,6900,-9.025597,374240,124.2016,-142.49006228024635,-88.84234,nan,-89.885216,1.4495849e-06,8.3403845,-88.84234,40.02608,[-2.007 -0.197 -1.425 -1.657 87.078]
225.7679557800293,100,53.55,70,7000,-8.991119,379595,55.721733,-137.7725104653686,-90.34613,nan,-90.34613,-1.2016297e-05,7.4272265,-90.34613,30.391186,[-2.007 -0.197 -1.425 -1.657 87.087]
227.79423546791077,100,46.88,71,7100,-7.669922,384283,51.294666,-133.82426273938697,-91.151665,nan,-91.151665,-6.8664554e-07,7.126123,-91.151665,26.241844,[-2.007 -0.197 -1.425 -1.657 87.087]
230.56035566329956,100,56.66,72,7200,-7.8897324,389949,47.533855,-141.7376171595326,-90.85718,nan,-90.85718,6.3323973e-06,6.859916,-90.85718,24.716812,[-2.007 -0.197 -1.425 -1.657 87.087]
233.04870200157166,100,52.88,73,7300,-7.779846,395237,43.12451,-139.4554104605997,-91.1105,nan,-91.1105,8.621216e-06,6.5340614,-91.1105,23.640457,[-2.007 -0.197 -1.425 -1.657 87.087]
235.71168971061707,100,56.02,74,7400,-8.772972,400839,90.00386,-139.97216914471406,-90.16743,nan,-90.16743,1.2664795e-05,9.439471,-90.16743,38.34153,[-2.007 -0.197 -1.425 -1.657 87.087]
239.0044960975647,100,61.31,75,7500,-10.024178,406970,142.7127,-143.24039053797583,-87.80654,nan,-88.70283,-2.0599366e-06,9.180077,-87.80654,37.600136,[-2.007 -0.197 -1.425 -1.657 87.087]
242.90571808815002,100,50.88,76,7600,-7.7155304,412058,117.19419,-137.80439897195848,-90.10414,nan,-91.40155,5.7983398e-06,6.9484696,-90.10414,37.595352,[-2.007 -0.197 -1.425 -1.657 87.097]
246.37356996536255,100,50.27,77,7700,-9.549774,417085,76.97746,-135.1139311608132,-89.871864,nan,-89.871864,-6.1035155e-07,8.729764,-89.871864,27.34259,[-2.007 -0.197 -1.425 -1.657 87.108]
249.69879841804504,100,56.08,78,7800,-9.627632,422693,140.7439,-139.42779156115657,-88.58996,nan,-89.57432,4.8446655e-06,8.533622,-88.58996,38.42983,[-2.007 -0.197 -1.425 -1.657 87.108]
253.82048678398132,100,59.33,79,7900,-9.578262,428626,132.1398,-142.39247057391313,-88.65456,nan,-89.35657,8.926391e-06,8.91879,-88.65456,52.12348,[-2.007 -0.197 -1.425 -1.657 87.117]
257.3515396118164,100,50.81,80,8000,-7.9626846,433707,61.257675,-136.9744752750569,-91.1694,nan,-91.1694,-8.392334e-06,7.787546,-91.1694,50.23333,[-2.007 -0.197 -1.425 -1.657 87.126]
260.641476392746,100,59.24,81,8100,-9.411987,439631,61.304077,-142.81312184335758,-89.54192,nan,-89.54192,-9.155274e-06,7.7904544,-89.54192,21.910088,[-2.007 -0.197 -1.425 -1.657 87.126]
263.3908751010895,100,49.63,82,8200,-7.5251923,444594,85.141846,-137.40652202875313,-90.91459,nan,-91.9424,-2.2125244e-06,5.9208956,-90.91459,17.076828,[-2.007 -0.197 -1.425 -1.657 87.126]
267.27425503730774,100,53.31,83,8300,-7.5898895,449925,32.40949,-140.40021471157058,-91.26297,nan,-91.26297,-6.8664554e-07,5.6643405,-91.26297,14.450592,[-2.007 -0.197 -1.425 -1.657 87.137]
270.33368134498596,100,53.54,84,8400,-8.972702,455279,55.751915,-138.83520195305692,-90.44511,nan,-90.44511,2.784729e-06,7.4292374,-90.44511,40.409847,[-2.007 -0.197 -1.425 -1.657 87.137]
273.43131971359253,100,55.62,85,8500,-7.7680664,460841,66.53422,-142.3618326435188,-90.561325,nan,-91.52478,1.9073486e-06,5.6983275,-90.561325,19.350983,[-2.007 -0.197 -1.425 -1.657 87.137]
277.38117933273315,100,58.48,86,8600,-9.81794,466689,116.14572,-141.59032533778003,-89.16065,nan,-89.50795,1.27410885e-05,8.48839,-89.16065,30.986504,[-2.007 -0.197 -1.425 -1.657 87.147]
281.6013009548187,100,58.91,87,8700,-9.386269,472580,75.371635,-142.26494160640357,-89.910095,nan,-89.910095,4.348755e-06,8.638166,-89.910095,29.696648,[-2.007 -0.197 -1.425 -1.657 87.156]
284.3682279586792,100,54.08,88,8800,-9.067902,477988,97.11578,-138.8153679757969,-89.707245,nan,-89.93605,5.722046e-07,7.848345,-89.707245,36.721165,[-2.007 -0.197 -1.425 -1.657 87.156]
288.3553833961487,100,59.97,89,8900,-10.433968,483985,96.81502,-142.09933876005948,-88.33464,nan,-88.951775,-7.171631e-06,8.576487,-88.33464,31.816101,[-2.007 -0.197 -1.425 -1.657 87.167]
291.9507648944855,100,52.81,90,9000,-8.633713,489266,128.50941,-138.22088660481248,-89.855484,nan,-90.39987,-2.632141e-06,6.9334855,-89.855484,28.731739,[-2.007 -0.197 -1.425 -1.657 87.176]
295.8105971813202,100,62.98,91,9100,-9.706261,495564,65.63158,-145.78873571879856,-89.18052,nan,-89.5362,-2.8991699e-06,7.216121,-89.18052,21.374489,[-2.007 -0.197 -1.425 -1.657 87.186]
299.68931794166565,100,56.17,92,9200,-9.071243,501181,66.85867,-140.1566108327054,-89.967354,nan,-89.967354,-5.264282e-06,8.135719,-89.967354,28.680546,[-2.007 -0.197 -1.425 -1.657 87.196]
302.6330187320709,100,53.05,93,9300,-9.481812,506486,85.35587,-138.4856779175902,-89.05845,nan,-90.0312,1.2207031e-06,6.9577885,-89.05845,23.937996,[-2.007 -0.197 -1.425 -1.657 87.196]
306.4801826477051,100,52.55,94,9400,-8.270531,511741,120.91065,-138.22791751815532,-90.11827,nan,-90.52634,-2.2888185e-06,7.3564706,-90.11827,27.481796,[-2.007 -0.197 -1.425 -1.657 87.205]
310.2113208770752,100,49.7,95,9500,-8.055717,516711,76.96965,-136.04390263199525,-90.79362,nan,-90.87578,2.822876e-06,6.0835433,-90.79362,24.324005,[-2.007 -0.197 -1.425 -1.657 87.215]
313.74887919425964,100,53.49,96,9600,-8.334061,522060,34.50921,-139.9231230950685,-91.20096,nan,-91.20096,2.2888185e-06,5.8449454,-91.20096,16.69207,[-2.007 -0.197 -1.425 -1.657 87.226]
317.995322227478,100,58.99,97,9700,-8.19632,527959,40.548195,-143.40634886877353,-90.450195,nan,-90.450195,-8.392334e-06,6.3358383,-90.450195,20.024277,[-2.007 -0.197 -1.425 -1.657 87.226]
320.9286777973175,100,53.62,98,9800,-9.119225,533321,89.98177,-138.48619421394548,-89.96747,nan,-90.16208,-1.7166137e-06,7.3405313,-89.96747,30.212696,[-2.007 -0.197 -1.425 -1.657 87.226]
324.74419832229614,100,53.18,99,9900,-7.8884583,538639,79.70248,-140.02988532185245,-89.95676,nan,-91.41798,-7.209778e-06,7.469497,-89.95676,38.936237,[-2.007 -0.197 -1.425 -1.657 87.236]
328.43437361717224,100,54.17,100,10000,-8.802704,544056,63.62443,-138.6316091207104,-90.22691,nan,-90.22691,5.340576e-07,7.9364495,-90.22691,34.696434,[-2.007 -0.197 -1.425 -1.657 87.244]
331.72910022735596,100,58.15,101,10100,-8.343346,549871,80.369514,-141.91054421730945,-89.4423,nan,-89.73637,4.6920777e-06,7.1195536,-89.4423,27.928478,[-2.007 -0.197 -1.425 -1.657 87.244]
334.6803297996521,100,54.67,102,10200,-9.089279,555338,139.89908,-138.8059741199418,-90.00591,nan,-90.08046,-4.7302246e-06,8.908449,-90.00591,35.659122,[-2.007 -0.197 -1.425 -1.657 87.253]
337.49512004852295,100,51.42,103,10300,-6.9856415,560480,93.295296,-139.88518494428487,-91.92827,nan,-92.43775,6.1035155e-07,5.8793535,-91.92827,29.01989,[-2.007 -0.197 -1.425 -1.657 87.263]
340.4017102718353,100,50.02,104,10400,-7.761383,565482,nan,-136.2429092640613,nan,nan,nan,-7.2479247e-06,6.3893347,nan,17.540169,[-2.007 -0.197 -1.425 -1.657 87.273]
342.5998589992523,100,52.53,105,10500,-8.517632,570735,82.74269,-137.8641463691852,-89.73781,nan,-90.73835,-5.8364867e-06,6.8136115,-89.73781,29.00877,[-2.007 -0.197 -1.425 -1.657 87.273]
345.76904344558716,100,61.63,106,10600,-10.320137,576898,99.604515,-142.26207690892366,-88.265,nan,-88.265,9.651184e-06,9.930193,-88.265,44.06639,[-2.007 -0.197 -1.425 -1.657 87.282]
348.121924161911,100,58.08,107,10700,-9.436539,582706,70.66068,-142.93885345337188,-89.85581,nan,-89.99202,6.4849854e-07,7.388766,-89.85581,34.97379,[-2.007 -0.197 -1.425 -1.657 87.282]
351.0324640274048,100,56.81,108,10800,-8.642189,588387,58.816597,-141.2956309871357,-90.17216,nan,-90.17216,4.8446655e-06,7.630736,-90.17216,30.312656,[-2.007 -0.197 -1.425 -1.657 87.29 ]
353.6287450790405,100,57.11,109,10900,-9.694496,594098,124.926834,-140.32646153888498,-89.012726,nan,-89.34898,1.9454956e-06,8.677575,-89.012726,34.885384,[-2.007 -0.197 -1.425 -1.657 87.29 ]
356.30633068084717,100,49.64,110,11000,-8.128944,599062,56.723564,-136.21291290702126,-90.971436,nan,-90.97152,-2.4032593e-06,7.493981,-90.971436,42.342716,[-2.007 -0.197 -1.425 -1.657 87.299]
358.86875009536743,100,53.67,111,11100,-8.196846,604429,55.089424,-139.71832305100997,-91.12895,nan,-91.12895,-8.392334e-07,7.384966,-91.12895,26.581718,[-2.007 -0.197 -1.425 -1.657 87.299]
361.0227391719818,100,51.42,112,11200,-8.490013,609571,103.67521,-137.2222870593187,-90.57506,nan,-90.675865,-3.3569336e-06,7.4824953,-90.57506,25.756401,[-2.007 -0.197 -1.425 -1.657 87.299]
364.3181095123291,100,63.25,113,11300,-11.226082,615896,nan,-144.4645182498464,nan,nan,nan,-4.7683716e-06,8.462931,nan,28.573376,[-2.007 -0.197 -1.425 -1.657 87.309]
366.52599239349365,100,55.33,114,11400,-9.234993,621429,106.55486,-139.78940937054284,-89.09909,nan,-90.06007,5.683899e-06,7.435745,-89.09909,28.035603,[-2.007 -0.197 -1.425 -1.657 87.309]
369.46844840049744,100,52.67,115,11500,-9.066177,626696,47.488438,-138.2348209456402,-90.591324,nan,-90.591324,-3.1280517e-06,6.856695,-90.591324,20.597374,[-2.007 -0.197 -1.425 -1.657 87.317]
372.05440497398376,100,53.83,116,11600,-9.390907,632079,69.916115,-138.02351116198813,-89.67834,nan,-89.67834,-8.392334e-07,8.319615,-89.67834,34.784115,[-2.007 -0.197 -1.425 -1.657 87.317]
374.2935700416565,100,55.89,117,11700,-7.4984436,637668,nan,-141.8862336829531,nan,nan,nan,5.645752e-06,7.1292734,nan,31.981476,[-2.007 -0.197 -1.425 -1.657 87.317]
376.20960426330566,100,46.91,118,11800,-7.5653534,642359,nan,-134.43615401813713,nan,nan,nan,-6.5231325e-06,7.9679136,nan,35.09398,[-2.007 -0.197 -1.425 -1.657 87.317]
378.2558832168579,100,55.89,119,11900,-8.142311,647948,75.55327,-141.4802374296369,-90.55505,nan,-90.94413,7.019043e-06,7.099618,-90.55505,27.0878,[-2.007 -0.197 -1.425 -1.657 87.317]
381.5018889904022,100,57.86,120,12000,-8.187248,653734,nan,-142.4867213572802,nan,nan,nan,2.5177003e-06,7.8941545,nan,39.751564,[-2.007 -0.197 -1.425 -1.657 87.325]
383.72882986068726,100,55.44,121,12100,-9.516037,659278,56.478386,-139.4864381271258,-89.55947,nan,-89.55947,-1.5258789e-06,7.4775333,-89.55947,29.841019,[-2.007 -0.197 -1.425 -1.657 87.325]
386.1339342594147,100,53.4,122,12200,-7.4544067,664618,65.13806,-140.2262989596705,-90.093506,nan,-91.66675,4.8446655e-06,6.6129193,-90.093506,29.09737,[-2.007 -0.197 -1.425 -1.657 87.325]
389.12088894844055,100,61.66,123,12300,-10.875931,670784,107.84735,-143.40635303873094,-88.16112,nan,-88.73843,8.239746e-06,8.692572,-88.16112,36.562508,[-2.007 -0.197 -1.425 -1.657 87.333]
392.0292954444885,100,54.55,124,12400,-8.95121,676239,80.71364,-139.6659623386077,-89.59243,nan,-90.43539,-4.8828124e-06,7.1253886,-89.59243,20.495056,[-2.007 -0.197 -1.425 -1.657 87.34 ]
394.892591714859,100,58.86,125,12500,-8.896416,682125,89.39267,-143.16713450076745,-89.898224,nan,-90.33778,-7.3623655e-06,8.333439,-89.898224,39.046234,[-2.007 -0.197 -1.425 -1.657 87.348]
397.5857298374176,100,51.97,126,12600,-7.7711487,687322,86.37594,-137.9935097275535,-90.740166,nan,-90.82607,-5.1879883e-06,6.5873203,-90.740166,21.592125,[-2.007 -0.197 -1.425 -1.657 87.356]
