InitialReturnMax,EpRewMean,InitialReturnMean,Weights,EmpiricalD2,InitialReturnMin,EpLenMean,Iteration,ReturnMeanIW,TimestepsSoFar,EpThisIter,J_sample_variance,InitialBound,Bound,TimeElapsed,InitialReturnStd,EpisodesSoFar
-91.756134,-139.59705479215117,-97.80186,[ 0.469 -0.59   0.236  0.353 -0.034],1.0256863,-99.85058,43.09,128,-94.455894,587940,100,169.4612,-194.47531,-192.72343,669.1170861721039,1.7114775,12800
-91.62711,-143.14861558651322,-97.59739,[ 0.478 -0.589  0.233  0.367 -0.036],1.059293,-99.69138,46.91,129,-95.1175,592631,100,353.17776,-196.66718,-195.1446,674.2564904689789,1.7649592,12900
-91.66435,-137.09154244122305,-97.526146,[ 0.473 -0.603  0.231  0.368 -0.043],1.0319864,-99.75961,40.9,130,-95.397644,596721,100,219.0109,-194.19958,-193.01743,679.141407251358,1.8210295,13000
-88.86864,-145.14361485788748,-97.268234,[ 0.473 -0.591  0.231  0.376 -0.034],1.0191693,-99.7914,49.31,131,-95.58366,601652,100,119.22349,-195.34956,-194.41977,684.4804785251617,2.1883101,13100
-90.64517,-144.70069621927294,-97.317444,[ 0.466 -0.586  0.228  0.368 -0.024],1.0429647,-99.60826,48.81,132,-92.87125,606533,100,248.43542,-197.01328,-194.61708,689.6633818149567,2.1765285,13200
-92.309044,-143.17332774328008,-97.34114,[ 0.469 -0.586  0.232  0.385 -0.014],1.0279015,-99.796326,47.22,133,-94.76121,611255,100,141.87367,-194.91797,-193.59344,695.5380961894989,1.810025,13300
-91.08235,-139.970783703543,-97.24478,[ 0.481 -0.579  0.228  0.387 -0.019],1.0086527,-99.61424,44.09,134,-96.36832,615664,100,37.528896,-195.43372,-195.00171,700.8809261322021,1.8633429,13400
-91.36803,-140.65907430246733,-97.46449,[ 0.478 -0.579  0.229  0.391 -0.01 ],1.0452809,-99.7593,44.56,135,-95.15091,620120,100,201.62666,-195.75453,-194.52379,706.1396389007568,1.8822592,13500
-91.50563,-140.92002830986866,-97.50868,[ 0.462 -0.577  0.225  0.379 -0.015],1.0208005,-99.716324,44.76,136,-96.43939,624596,100,114.16348,-196.28903,-195.64717,710.8513844013214,1.8351861,13600
-90.231186,-140.6709578858318,-97.24313,[ 0.472 -0.578  0.229  0.379 -0.021],1.1298693,-99.62529,44.82,137,-90.30529,629078,100,552.8114,-194.04678,-190.65158,716.0018517971039,1.880719,13700
-91.24305,-140.9012049684637,-97.50935,[ 0.475 -0.568  0.236  0.402 -0.028],1.1492105,-99.64908,44.76,138,-91.38991,633554,100,639.0052,-194.1828,-190.87395,721.6187331676483,1.9149534,13800
-92.36294,-139.66670987870484,-97.35975,[ 0.481 -0.548  0.241  0.404 -0.041],1.0831273,-99.62613,43.65,139,-92.38079,637919,100,390.87,-193.966,-191.36282,727.1374154090881,1.7263432,13900
-93.69208,-137.37225676033322,-97.473434,[ 0.474 -0.556  0.238  0.402 -0.02 ],1.0730706,-99.66354,41.21,140,-93.06444,642040,100,363.387,-191.23137,-188.9456,731.9118337631226,1.520372,14000
-92.32609,-138.70997086185776,-97.478035,[ 0.491 -0.542  0.232  0.396 -0.033],1.0645114,-99.71649,42.55,141,-94.913506,646295,100,285.5051,-193.41138,-192.09383,736.820750951767,1.8293121,14100
-87.927765,-138.25726625834807,-97.51562,[ 0.465 -0.534  0.224  0.396 -0.042],1.0816946,-99.69815,42.07,142,-92.7157,650502,100,504.17227,-196.6485,-193.88562,741.9520032405853,2.0986953,14200
-92.311745,-138.71476366432307,-97.54669,[ 0.475 -0.514  0.221  0.391 -0.048],1.0347862,-99.60053,42.47,143,-96.22942,654749,100,220.52075,-193.2257,-192.47417,747.2409217357635,1.6266954,14300
-92.51312,-139.2701055866609,-97.756775,[ 0.481 -0.508  0.225  0.396 -0.052],1.0632463,-99.60293,42.82,144,-95.7892,659031,100,311.9278,-196.84283,-195.82333,752.1849122047424,1.737844,14400
-93.65556,-136.6542959543685,-97.96248,[ 0.468 -0.513  0.219  0.4   -0.056],1.0453423,-99.683846,39.94,145,-95.17539,663025,100,226.13145,-193.3704,-191.9972,757.2249343395233,1.3844267,14500
-92.54724,-144.155034707021,-97.481804,[ 0.467 -0.524  0.218  0.413 -0.067],1.0099232,-99.536316,48.04,146,-96.83341,667829,100,70.71229,-195.48758,-195.11713,762.7236223220825,1.6982956,14600
-91.84201,-144.0923584102229,-97.487976,[ 0.467 -0.521  0.22   0.417 -0.062],1.0786068,-99.6264,47.97,147,-92.59246,672626,100,442.6045,-193.73624,-191.14722,767.9511740207672,1.7338314,14700
-92.46251,-141.23507816076133,-97.54128,[ 0.466 -0.528  0.214  0.404 -0.078],1.0734612,-99.591125,45.04,148,-94.711334,677130,100,350.24103,-195.95665,-194.55078,773.1711437702179,1.6707907,14800
-90.94446,-148.68297097029637,-97.53111,[ 0.459 -0.544  0.215  0.411 -0.084],1.0094537,-99.64938,52.56,149,-96.344444,682386,100,66.68528,-196.6331,-195.9794,778.5704777240753,1.9533446,14900
-92.90799,-140.57990253921525,-97.66577,[ 0.454 -0.537  0.213  0.42  -0.082],1.0780945,-99.70741,44.19,150,-94.681435,686805,100,448.66052,-193.59912,-191.95523,783.5520219802856,1.6949207,15000
-91.004745,-142.04332912344736,-97.748924,[ 0.465 -0.529  0.216  0.432 -0.085],1.0855315,-99.64405,45.62,151,-94.22489,691367,100,448.5112,-193.06258,-191.10962,788.4571168422699,1.8051825,15100
-93.12478,-141.7605631288572,-98.10378,[ 0.472 -0.511  0.215  0.424 -0.077],1.1169982,-99.73256,44.92,152,-93.5952,695859,100,482.6266,-197.71661,-195.39804,793.5202522277832,1.5094754,15200
-92.56339,-140.99857308503974,-97.784935,[ 0.465 -0.532  0.215  0.424 -0.087],1.0655737,-99.77989,44.54,153,-95.08486,700313,100,294.83282,-193.63528,-192.01535,798.311398267746,1.6852558,15300
-91.21992,-141.4378503237469,-97.60173,[ 0.445 -0.528  0.209  0.413 -0.091],1.0196575,-99.667725,45.17,154,-95.27436,704830,100,135.81815,-195.89175,-194.64577,803.1035423278809,1.5590596,15400
-89.89273,-142.1839037788743,-97.67372,[ 0.442 -0.524  0.207  0.427 -0.086],1.0616785,-99.72058,45.83,155,-94.36954,709413,100,350.50873,-196.20442,-194.08511,808.9263553619385,1.8095142,15500
-92.70984,-142.725353264576,-97.7373,[ 0.461 -0.529  0.213  0.438 -0.091],1.2111969,-99.710365,46.32,156,-91.21192,714045,100,720.9918,-196.60384,-192.98802,814.2976565361023,1.6761214,15600
-91.20134,-144.46320884040725,-97.43147,[ 0.434 -0.53   0.203  0.425 -0.091],1.038548,-99.698135,48.41,157,-95.71357,718886,100,195.38388,-195.0083,-194.08997,819.607988357544,2.0128987,15700
-86.62615,-149.13720218053834,-97.60234,[ 0.423 -0.528  0.197  0.418 -0.098],1.0357761,-99.72084,52.95,158,-96.06122,724181,100,150.2028,-195.4887,-194.75693,825.024454832077,2.1859798,15800
-91.20938,-141.4339884820915,-97.6866,[ 0.424 -0.538  0.195  0.42  -0.091],1.0272907,-99.79007,45.04,159,-95.639755,728685,100,162.72485,-195.16635,-193.73782,829.5629148483276,1.721588,15900
-91.04997,-142.07589056751914,-97.76083,[ 0.429 -0.558  0.197  0.42  -0.09 ],1.4106168,-99.70152,45.63,160,-85.490456,733248,100,1269.4255,-196.47165,-190.11655,834.7038140296936,1.9710962,16000
-89.74219,-148.4509226713084,-97.61612,[ 0.407 -0.577  0.189  0.402 -0.099],1.0537626,-99.73864,52.22,161,-94.94466,738470,100,255.98224,-195.23999,-193.73138,840.1221027374268,2.077921,16100
-91.20922,-148.63547525307217,-97.39691,[ 0.42  -0.574  0.192  0.395 -0.109],1.0282502,-99.82294,52.63,162,-95.42882,743733,100,172.47972,-196.69044,-195.6294,845.3848464488983,2.0779538,16200
-91.70941,-146.80196973331942,-97.54841,[ 0.413 -0.579  0.192  0.386 -0.106],1.0449133,-99.65256,50.59,163,-95.511444,748792,100,213.17473,-196.02264,-195.0755,850.8697330951691,1.8189523,16300
-90.09519,-149.44504311869784,-97.473076,[ 0.416 -0.569  0.193  0.393 -0.097],1.0105937,-99.66309,53.36,164,-95.96276,754128,100,47.487446,-196.8917,-196.1178,856.4079885482788,2.0016022,16400
-87.71898,-150.2150671138076,-97.76716,[ 0.422 -0.568  0.19   0.388 -0.099],1.0242791,-99.65115,53.84,165,-96.18223,759512,100,121.296295,-196.56973,-195.6386,861.1924886703491,1.9278002,16500
-90.68815,-149.35179649063272,-97.626396,[ 0.414 -0.566  0.186  0.387 -0.089],1.0283871,-99.69696,53.12,166,-95.94022,764824,100,138.83649,-196.71245,-195.87961,867.0198705196381,1.792476,16600
-90.04622,-141.8936106443575,-97.28892,[ 0.422 -0.557  0.184  0.39  -0.09 ],1.0431161,-99.73338,45.98,167,-93.258415,769422,100,187.17035,-192.50626,-190.23499,872.0282025337219,2.1620796,16700
-91.69099,-143.27291512116665,-97.4267,[ 0.43  -0.565  0.184  0.399 -0.072],1.1274922,-99.71211,47.18,168,-92.22427,774140,100,639.13806,-195.3935,-192.74396,877.1406865119934,1.8996892,16800
-92.60315,-149.68609378320951,-97.37379,[ 0.433 -0.538  0.183  0.409 -0.065],1.1161779,-99.81809,53.73,169,-93.49192,779513,100,574.57983,-195.78915,-193.60568,882.8402016162872,1.8516641,16900
-92.940544,-141.03672790443733,-98.14909,[ 0.441 -0.522  0.187  0.404 -0.069],1.0392147,-99.651436,44.13,170,-96.062355,783926,100,253.37643,-192.28091,-191.03712,888.1949288845062,1.3555611,17000
-90.33311,-145.02285966304444,-97.27415,[ 0.453 -0.521  0.19   0.406 -0.08 ],1.0977343,-99.74606,49.15,171,-93.32851,788841,100,332.91098,-194.80295,-192.47314,893.4532718658447,2.1308768,17100
-92.2119,-143.17700536063955,-97.56865,[ 0.429 -0.521  0.185  0.414 -0.082],1.1088881,-99.7523,46.93,172,-94.113464,793534,100,515.45807,-192.8823,-191.02872,898.662346124649,1.8219055,17200
-93.52915,-142.52428240417055,-97.77208,[ 0.434 -0.499  0.185  0.418 -0.082],1.272253,-99.74643,46.04,173,-89.5486,798138,100,954.94696,-193.36264,-188.96243,903.6212410926819,1.5699366,17300
-92.4156,-146.0564506113761,-97.63582,[ 0.395 -0.498  0.178  0.401 -0.082],1.0357561,-99.74432,49.74,174,-95.40421,803112,100,195.08203,-192.55157,-191.25209,909.2545974254608,1.5657064,17400
-91.71227,-145.87043020044885,-97.8465,[ 0.389 -0.51   0.182  0.403 -0.079],1.1139052,-99.826065,49.36,175,-94.03878,808048,100,426.8949,-196.03543,-194.26746,914.6859550476074,1.6738311,17500
-90.97425,-152.87640049996412,-97.327705,[ 0.373 -0.511  0.173  0.39  -0.087],1.1068525,-99.61441,56.99,176,-94.55784,813747,100,385.08066,-194.75739,-193.37216,920.063000202179,2.1148055,17600
-91.4834,-147.78345620429593,-97.51429,[ 0.396 -0.509  0.177  0.386 -0.09 ],1.0307366,-99.6741,51.65,177,-95.14579,818912,100,157.44037,-195.35913,-194.04175,925.8440282344818,1.995726,17700
-90.47007,-148.81493892821754,-97.40956,[ 0.398 -0.498  0.175  0.379 -0.079],1.3879721,-99.79,52.79,178,-87.24806,824191,100,1317.4893,-195.99443,-190.07599,932.2277572154999,1.7754439,17800
-91.50349,-150.52463392148033,-97.45519,[ 0.374 -0.517  0.166  0.378 -0.074],1.0315377,-99.81498,54.48,179,-95.956245,829639,100,144.50554,-196.38187,-195.51625,937.9324011802673,1.9542893,17900
-92.527954,-155.99672578486897,-97.485596,[ 0.374 -0.531  0.166  0.376 -0.069],1.0906199,-99.73245,59.95,180,-94.07411,835634,100,335.5602,-196.64812,-194.86778,944.0036807060242,1.8787735,18000
-89.39352,-146.64883664802338,-97.46945,[ 0.383 -0.521  0.17   0.372 -0.057],1.0986645,-99.70565,50.56,181,-93.077774,840690,100,418.39026,-195.9722,-193.8047,949.2998130321503,2.026306,18100
-92.38458,-148.09014136921337,-97.5912,[ 0.384 -0.541  0.168  0.355 -0.052],1.1056414,-99.669174,51.86,182,-92.132965,845876,100,477.7752,-194.80975,-191.10616,954.4423921108246,1.9318775,18200
-91.8176,-156.94394126281472,-97.50925,[ 0.345 -0.526  0.163  0.359 -0.053],1.3605839,-99.77037,60.9,183,-89.60155,851966,100,985.3197,-196.56241,-192.66704,960.3492202758789,1.7130362,18300
-90.79967,-144.1946328142809,-97.55406,[ 0.369 -0.514  0.175  0.362 -0.057],1.0189242,-99.63895,48.03,184,-94.77628,856769,100,173.2934,-194.71701,-192.75735,965.4957745075226,2.0702074,18400
-93.324646,-147.7350048083084,-97.61943,[ 0.355 -0.497  0.168  0.371 -0.058],1.0158274,-99.80508,51.46,185,-96.25384,861915,100,74.116585,-196.87648,-196.17944,971.2603974342346,1.6000336,18500
-93.13495,-150.31402139585734,-97.68378,[ 0.356 -0.502  0.169  0.378 -0.049],1.0553306,-99.80089,54.03,186,-96.00368,867318,100,220.20923,-194.22144,-193.29204,977.1068589687347,1.6933975,18600
-91.951126,-148.77374782804085,-97.90277,[ 0.338 -0.503  0.166  0.382 -0.047],1.0239366,-99.783226,52.2,187,-97.0712,872538,100,121.38159,-194.95094,-194.48993,982.4558365345001,1.6550312,18700
-90.77064,-150.0886730630639,-97.519455,[ 0.331 -0.511  0.166  0.381 -0.049],1.3306861,-99.7307,54.01,188,-88.95334,877939,100,734.659,-194.12572,-190.32625,986.7614212036133,2.090019,18800
-90.91229,-153.68928290033847,-97.438385,[ 0.303 -0.528  0.162  0.398 -0.048],1.1137798,-99.72895,57.65,189,-92.58949,883704,100,546.86053,-194.86807,-192.35837,992.3417296409607,2.021154,18900
-91.01944,-153.19700901876055,-97.75578,[ 0.29  -0.531  0.157  0.38  -0.057],1.299275,-99.661896,56.87,190,-87.39842,889391,100,949.8618,-196.01282,-189.91035,998.3363778591156,1.9515805,19000
-90.70125,-158.69158554207425,-97.35547,[ 0.267 -0.533  0.144  0.37  -0.055],1.131753,-99.62475,62.84,191,-90.96624,895675,100,426.76962,-196.44153,-193.07391,1004.7264604568481,1.9151344,19100
-91.039276,-167.8877486450179,-97.54387,[ 0.238 -0.522  0.14   0.388 -0.055],1.4616841,-99.78705,71.9,192,-86.975525,902865,100,948.3481,-197.03003,-191.44766,1011.2394936084747,2.0482042,19200
-89.37971,-157.18051888156694,-97.20181,[ 0.259 -0.499  0.148  0.388 -0.056],1.399433,-99.715836,61.48,193,-86.888855,909013,100,783.2036,-196.12848,-191.43759,1016.603705406189,2.0496736,19300
-89.91631,-152.81410568513004,-97.464294,[ 0.28  -0.474  0.151  0.392 -0.042],1.005981,-99.78476,56.77,194,-96.85324,914690,100,45.270126,-197.19278,-196.84389,1022.3621006011963,2.189089,19400
-91.910995,-151.92246987719483,-97.64639,[ 0.284 -0.48   0.153  0.399 -0.045],1.2030647,-99.71028,55.67,195,-92.08182,920257,100,717.469,-196.49205,-193.67673,1027.9034042358398,1.7299702,19500
-89.8404,-145.431662890791,-97.56371,[ 0.303 -0.473  0.163  0.401 -0.048],1.1062195,-99.78215,49.19,196,-93.08984,925176,100,590.8063,-194.66986,-192.13748,1033.2212631702423,2.0487168,19600
-91.19234,-153.2442291241416,-97.75286,[ 0.292 -0.48   0.155  0.391 -0.041],1.0422893,-99.67949,56.9,197,-93.43611,930866,100,248.18718,-197.18942,-194.77345,1039.6203608512878,1.7094089,19700
-92.34555,-151.6834673004382,-97.31763,[ 0.292 -0.474  0.155  0.369 -0.042],1.0561334,-99.72275,55.79,198,-93.880684,936445,100,237.7127,-194.9415,-193.0547,1045.4232568740845,1.8594313,19800
-89.84245,-150.30558169497027,-97.628525,[ 0.27  -0.458  0.15   0.362 -0.029],1.0135279,-99.67029,54.07,199,-97.10714,941852,100,76.084045,-196.33934,-196.08525,1051.335896730423,1.7633249,19900
-89.10802,-151.67965608946565,-97.420135,[ 0.262 -0.454  0.146  0.358 -0.028],1.024264,-99.82387,55.69,200,-95.36,947421,100,154.07074,-197.0004,-195.8775,1057.7172825336456,1.938067,20000
-90.42682,-152.4081999064034,-97.68307,[ 0.26  -0.46   0.145  0.37  -0.022],1.1424363,-99.71025,56.12,201,-93.186714,953033,100,434.99017,-196.00543,-193.88957,1063.8434698581696,1.8662292,20100
-91.069725,-167.5283232678751,-97.541145,[ 0.252 -0.481  0.142  0.38  -0.022],1.0393504,-99.84828,71.54,202,-94.1295,960187,100,172.04544,-197.29742,-195.3446,1069.9497175216675,1.9539452,20200
-89.77901,-153.1942083538703,-97.09913,[ 0.255 -0.491  0.148  0.393 -0.015],1.0583209,-99.71703,57.6,203,-92.07531,965947,100,371.09143,-196.87527,-193.93207,1075.0683212280273,2.1932476,20300
-91.13518,-152.4420943228846,-97.46478,[ 0.253 -0.506  0.15   0.412 -0.021],1.0461683,-99.74939,56.37,204,-94.85489,971584,100,290.3614,-194.7378,-193.29427,1080.9025151729584,1.9260321,20400
-89.75888,-152.86260621890895,-97.3467,[ 0.253 -0.519  0.148  0.399 -0.018],1.0151846,-99.93344,56.94,205,-96.057846,977278,100,84.02937,-196.74658,-196.06543,1086.4653854370117,2.1852698,20500
-92.121315,-156.49970988263405,-97.75154,[ 0.253 -0.51   0.147  0.404 -0.011],1.0295442,-99.71475,60.15,206,-95.49603,983293,100,170.70844,-196.28224,-195.11472,1092.5113544464111,1.7999778,20600
-92.90057,-156.97102943473135,-97.91493,[ 0.253 -0.51   0.149  0.412 -0.025],1.0428526,-99.78116,60.42,207,-95.68811,989335,100,198.92235,-197.07745,-195.93199,1097.223713874817,1.6535534,20700
-92.676285,-148.03130371735216,-97.76103,[ 0.257 -0.5    0.149  0.41  -0.012],1.0546287,-99.84377,51.61,208,-94.597534,994496,100,225.62613,-195.47607,-193.62967,1102.5191316604614,1.7901443,20800
-91.712776,-149.86417126284402,-97.700226,[ 0.279 -0.51   0.155  0.407 -0.016],1.0273895,-99.79052,53.53,209,-95.22686,999849,100,144.31274,-197.39935,-196.06232,1108.5106437206268,1.8232762,20900
-91.425766,-152.8505560543355,-97.64279,[ 0.277 -0.497  0.152  0.407 -0.003],1.0847142,-99.71318,56.6,210,-94.726776,1005509,100,409.4201,-196.87422,-195.25085,1114.1040115356445,1.9192595,21000
-92.390335,-165.2026965250521,-97.06449,[ 0.266 -0.506  0.148  0.398  0.001],1.0280652,-99.6912,69.72,211,-95.03862,1012481,100,146.21265,-196.54282,-195.3927,1120.091869354248,1.9278781,21100
-89.93349,-162.98675973583477,-97.05454,[ 0.259 -0.511  0.149  0.409 -0.005],1.2593871,-99.690674,67.51,212,-90.6369,1019232,100,626.6666,-196.57753,-193.65814,1126.0673422813416,2.181315,21200
-92.38038,-158.8247694481126,-97.51388,[ 2.339e-01 -5.221e-01  1.429e-01  4.195e-01  2.811e-04],1.0857848,-99.82381,62.74,213,-94.68915,1025506,100,396.4767,-196.98419,-195.56087,1132.4991521835327,1.993974,21300
-88.22739,-162.2788769518868,-97.49301,[ 0.224 -0.529  0.137  0.41  -0.001],1.0631791,-99.77337,66.3,214,-93.1648,1032136,100,320.65594,-197.2493,-194.95255,1138.428896188736,2.2902536,21400
-90.3374,-160.92785314738006,-97.35318,[ 0.229 -0.519  0.137  0.399 -0.017],1.0240866,-99.797424,65.04,215,-95.891785,1038640,100,88.67244,-196.8235,-196.0816,1144.7482929229736,2.1915982,21500
-92.18926,-161.10575305071023,-97.41559,[ 0.223 -0.515  0.132  0.399 -0.008],1.0309355,-99.87781,65.15,216,-96.01169,1045155,100,146.0147,-196.80579,-196.05876,1151.8552236557007,1.9137069,21600
-89.2502,-171.0747358897041,-97.50799,[ 0.221 -0.527  0.132  0.397 -0.001],1.0405236,-99.690125,75.15,217,-95.960365,1052670,100,173.98032,-197.26222,-196.28458,1158.1217958927155,2.1192274,21700
-90.300385,-158.43120019686035,-97.33354,[ 0.234 -0.531  0.136  0.403 -0.001],1.0271376,-99.77565,62.57,218,-94.70746,1058927,100,146.4231,-196.33473,-194.87215,1163.4697721004486,2.255796,21800
-87.32428,-168.2184653214803,-97.19626,[ 0.234 -0.521  0.13   0.399 -0.013],1.0280447,-99.7038,72.63,219,-94.74206,1066190,100,180.1219,-196.86305,-195.5275,1169.0846633911133,2.3650653,21900
-91.16829,-163.10270743343403,-97.477196,[ 0.237 -0.52   0.131  0.415 -0.01 ],1.0984399,-99.83211,67.15,220,-94.44668,1072905,100,299.81543,-196.56325,-195.13315,1175.3116221427917,2.0060642,22000
-91.12207,-163.34255249690386,-97.51364,[ 0.261 -0.533  0.138  0.425 -0.011],1.0264616,-99.68683,67.32,221,-96.73132,1079637,100,88.235374,-197.28978,-196.91675,1181.983745098114,1.9173354,22100
-91.50436,-162.135517755438,-97.578964,[ 0.252 -0.536  0.136  0.421 -0.008],1.1278282,-99.928505,66.04,222,-94.266464,1086241,100,456.59402,-197.24966,-195.60281,1187.9459116458893,2.022723,22200
-90.574326,-165.7407467874646,-97.66468,[ 0.236 -0.551  0.134  0.423 -0.006],1.0823401,-99.6971,69.65,223,-94.979576,1093206,100,275.2522,-197.4884,-196.36249,1193.326670408249,2.0126002,22300
-91.012,-157.49788867282467,-97.49132,[ 0.243 -0.543  0.139  0.435 -0.012],1.024094,-99.75849,61.43,224,-95.81766,1099349,100,132.261,-197.00005,-196.10117,1199.7764248847961,2.0243711,22400
-92.969124,-157.29602389936971,-97.66049,[ 0.245 -0.55   0.136  0.426 -0.014],1.0205684,-99.712685,61.06,225,-95.36486,1105455,100,140.52052,-197.35295,-196.08017,1205.9481015205383,1.8681874,22500
-91.95361,-159.63890439482842,-97.25707,[ 0.248 -0.551  0.134  0.437 -0.022],1.0324452,-99.71877,63.87,226,-95.85599,1111842,100,149.6387,-196.66641,-196.04591,1211.6340386867523,2.0824134,22600
-89.89058,-163.07907196540563,-97.40788,[ 0.25  -0.54   0.135  0.442 -0.031],1.0080701,-99.787506,67.23,227,-96.87181,1118565,100,46.094814,-197.02072,-196.72968,1217.18998503685,2.3762805,22700
-89.83376,-168.09954830451954,-97.512764,[ 0.251 -0.544  0.133  0.441 -0.037],1.3192555,-99.86797,72.1,228,-87.72856,1125775,100,643.4694,-197.2086,-192.32272,1223.1066043376923,2.2407424,22800
-93.19907,-154.82219691253314,-98.0475,[ 0.264 -0.531  0.145  0.451 -0.028],1.0684162,-99.87672,58.11,229,-92.83428,1131586,100,284.35306,-196.91405,-194.19781,1228.561918258667,1.6549029,22900
-90.94335,-155.81457592008167,-97.47763,[ 0.271 -0.515  0.141  0.467 -0.02 ],1.0234443,-99.8772,59.77,230,-94.87891,1137563,100,98.75933,-196.66856,-195.18031,1234.6520822048187,1.8856287,23000
-91.19694,-163.0060600554522,-97.60595,[ 0.28  -0.525  0.141  0.478 -0.028],1.2284857,-99.87171,66.82,231,-90.33153,1144245,100,637.8548,-197.21878,-193.4385,1240.9424760341644,2.044863,23100
-91.90488,-157.21611995899036,-97.699295,[ 0.301 -0.512  0.146  0.473 -0.014],1.1110398,-99.86745,60.88,232,-93.86273,1150333,100,422.00525,-196.41011,-194.6031,1245.6135687828064,1.8315612,23200
-91.48402,-156.1209800436263,-97.5232,[ 0.32  -0.505  0.148  0.472 -0.026],1.0226403,-99.75993,60.02,233,-95.967896,1156335,100,120.551895,-196.59299,-195.6482,1250.314091682434,1.8772749,23300
-93.031,-154.55659231502275,-97.80227,[ 0.306 -0.498  0.146  0.477 -0.032],1.0660001,-99.77366,58.13,234,-94.90369,1162148,100,404.89545,-197.2644,-195.42842,1256.4126603603363,1.8040464,23400
-92.41965,-158.3187051249118,-97.70236,[ 0.294 -0.502  0.141  0.48  -0.026],1.256041,-99.72133,63.03,235,-91.3046,1168451,100,795.4218,-197.54578,-194.85031,1263.0569162368774,1.7222341,23500
-92.12375,-176.6821621483813,-97.761444,[ 0.263 -0.495  0.128  0.461 -0.033],1.3177018,-99.7787,80.5,236,-87.1439,1176501,100,753.81445,-197.60117,-191.49619,1269.8427245616913,1.8472624,23600
-91.40469,-153.44176725369016,-97.919846,[ 0.275 -0.478  0.139  0.455 -0.035],1.0164273,-99.76677,56.88,237,-96.77415,1182189,100,81.410934,-196.78638,-196.10983,1275.7747015953064,1.7090869,23700
-90.093124,-156.99677371588416,-97.46362,[ 0.278 -0.493  0.141  0.454 -0.032],1.0101252,-99.714294,60.98,238,-96.82133,1188287,100,40.42034,-197.01976,-196.70367,1282.5713169574738,1.8776824,23800
-92.40217,-154.3534519627908,-97.555145,[ 0.276 -0.485  0.141  0.45  -0.027],1.032873,-99.77535,58.19,239,-96.35932,1194106,100,151.11674,-196.44214,-195.84299,1288.88254570961,1.8761007,23900
-91.85447,-164.06609457340605,-97.54317,[ 0.284 -0.479  0.143  0.452 -0.02 ],1.2417235,-99.72006,68.0,240,-89.49976,1200906,100,901.61444,-197.30534,-192.64908,1294.13987326622,1.9935501,24000
-90.60349,-147.078185204578,-97.86428,[ 0.305 -0.47   0.15   0.465 -0.009],1.1262761,-99.72912,50.52,241,-93.19905,1205958,100,601.5042,-197.08249,-194.34097,1299.4850659370422,1.863988,24100
-92.92999,-151.89122260993295,-97.65868,[ 0.285 -0.476  0.144  0.459 -0.016],1.1416047,-99.80487,55.57,242,-89.14678,1211515,100,699.73895,-196.9403,-192.2204,1304.497474193573,1.754832,24200
-91.13376,-149.75657955765178,-97.596344,[ 0.298 -0.459  0.142  0.475 -0.03 ],1.042759,-99.75331,53.51,243,-92.790634,1216866,100,219.76385,-197.41786,-194.52722,1309.8732628822327,2.0907435,24300
-91.76297,-158.18516701434694,-97.74127,[ 0.284 -0.444  0.133  0.485 -0.024],1.032286,-99.79141,61.88,244,-94.936,1223054,100,158.20877,-197.02289,-195.46184,1316.5471239089966,1.67752,24400
-92.3059,-157.8866751373888,-97.831085,[ 0.277 -0.44   0.133  0.474 -0.038],1.1167537,-99.84109,61.46,245,-90.49174,1229200,100,474.00378,-197.46808,-193.238,1322.4381198883057,1.824135,24500
-92.33817,-158.22806877011982,-97.69601,[ 0.271 -0.465  0.137  0.488 -0.05 ],1.0216933,-99.75381,61.92,246,-95.33796,1235392,100,142.1231,-197.23267,-195.97281,1328.6265943050385,1.8764441,24600
-92.59122,-154.21903821321848,-97.91357,[ 0.272 -0.457  0.133  0.498 -0.055],1.0413791,-99.830734,57.66,247,-94.01559,1241158,100,187.61047,-196.60022,-194.55612,1334.3364596366882,1.6359445,24700
-92.143745,-156.0190586651371,-97.69698,[ 0.275 -0.459  0.131  0.512 -0.069],1.0483485,-99.7845,59.69,248,-93.80567,1247127,100,158.94476,-196.78304,-194.77988,1339.4523961544037,1.6963775,24800
-89.55395,-161.44419186229845,-97.93296,[ 0.27  -0.456  0.127  0.524 -0.057],1.0187117,-99.76602,64.88,249,-96.17653,1253615,100,104.60896,-197.3423,-196.36172,1345.3900382518768,1.8531553,24900
-92.468216,-155.0126983213307,-98.04378,[ 0.279 -0.455  0.125  0.53  -0.063],1.1464018,-99.65553,58.3,250,-91.53722,1259445,100,508.00067,-197.65146,-194.45395,1351.5914061069489,1.5522583,25000
-92.13336,-161.71280250196557,-97.50243,[ 0.274 -0.48   0.126  0.519 -0.078],1.1748564,-99.71023,65.66,251,-92.80134,1266011,100,573.54846,-197.03232,-194.48447,1357.5874571800232,1.9669281,25100
-91.76109,-159.6679128140334,-97.57464,[ 0.25  -0.482  0.118  0.516 -0.084],1.3335104,-99.84056,63.49,252,-88.44689,1272360,100,1072.6136,-196.77936,-191.37305,1363.9873116016388,1.9000189,25200
-91.98782,-165.45450331588944,-97.93711,[ 0.224 -0.49   0.108  0.509 -0.084],1.0256803,-99.80284,68.91,253,-95.51082,1279251,100,130.28307,-197.5599,-196.13602,1369.9723682403564,1.5831002,25300
