EpLenMean,EpRewMean,InitialReturnMin,TimestepsSoFar,Bound,InitialBound,InitialReturnStd,J_sample_variance,InitialReturnMax,Iteration,EpThisIter,EpisodesSoFar,TimeElapsed,InitialReturnMean,Weights,EmpiricalD2,ReturnMeanIW
43.71,-139.84872725973665,-99.4556,503992,-421.5954,-422.17154,1.6302449,20.152367,-92.732635,121,100,12100,578.5929715633392,-97.51922,[ 0.646 -0.513  0.254  0.409  0.015],1.0023805,-96.56432
40.49,-136.67736119221502,-99.4775,508041,-415.09158,-415.43555,1.674798,22.066685,-92.47471,122,100,12200,583.6351373195648,-97.53586,[ 0.653 -0.52   0.256  0.414  0.014],1.0023074,-96.85914
37.71,-133.6550990762437,-99.67946,511812,-421.68628,-422.1778,1.687773,54.83558,-90.117355,123,100,12300,588.238960981369,-97.25865,[ 0.652 -0.52   0.256  0.408  0.014],1.011591,-96.19612
37.13,-133.2527791800041,-99.534164,515525,-404.73373,-405.1644,1.6189574,21.318739,-92.625,124,100,12400,593.0104811191559,-97.43233,[ 0.65  -0.527  0.254  0.406  0.013],1.0025437,-96.67175
37.4,-133.87481234137715,-99.62026,519265,-409.09277,-409.57864,1.314019,34.137993,-93.662865,125,100,12500,597.8287422657013,-97.78311,[ 0.642 -0.517  0.252  0.406  0.011],1.0054688,-96.815994
38.97,-135.07781305360714,-99.4614,523162,-413.6264,-414.14523,1.5050077,23.176405,-92.386765,126,100,12600,602.1618981361389,-97.40687,[ 0.638 -0.52   0.252  0.411  0.013],1.0038682,-96.34762
40.34,-136.6244249644835,-99.5399,527196,-414.3166,-414.6367,1.5648122,12.503047,-92.4303,127,100,12700,606.865157365799,-97.59866,[ 0.637 -0.52   0.251  0.413  0.019],1.0025799,-96.99098
38.2,-134.58801530042098,-99.57416,531016,-408.7013,-409.07953,1.5728523,22.741201,-92.74442,128,100,12800,611.4861762523651,-97.69731,[ 0.629 -0.519  0.251  0.412  0.021],1.0024893,-96.972466
42.99,-139.26206113790917,-99.69789,535315,-423.86343,-424.48685,1.2953793,88.67697,-93.83869,129,100,12900,616.0112931728363,-97.60672,[ 0.637 -0.526  0.254  0.417  0.021],1.0186765,-96.24976
37.6,-133.88176232254628,-99.58264,539075,-419.16016,-420.88263,1.6186608,186.28746,-92.26442,130,100,13000,620.4509687423706,-97.578835,[ 0.63  -0.531  0.252  0.414  0.019],1.0245935,-94.46698
39.79,-136.1084424565849,-99.568016,543054,-407.13162,-408.1782,1.583362,109.01262,-92.99623,131,100,13100,624.9007296562195,-97.64991,[ 0.624 -0.539  0.251  0.412  0.016],1.0206794,-95.66132
37.19,-133.78662708628838,-99.45657,546773,-410.47897,-410.848,1.3946908,13.188418,-92.482635,132,100,13200,629.8141479492188,-97.86481,[ 0.617 -0.546  0.25   0.414  0.015],1.0018278,-97.33215
42.39,-138.35521336541404,-99.55731,551012,-409.6655,-409.95795,1.8199434,22.437222,-90.55725,133,100,13300,634.5135807991028,-97.36214,[ 0.614 -0.539  0.249  0.413  0.016],1.0028576,-96.80001
39.76,-135.93262221014103,-99.65559,554988,-407.86502,-408.01712,1.4865242,7.075437,-92.76276,134,100,13400,639.2641015052795,-97.48883,[ 0.619 -0.541  0.25   0.417  0.015],1.0011064,-97.1904
39.07,-135.37890035151668,-99.56056,558895,-408.86945,-409.41306,1.5621113,25.79434,-93.22901,135,100,13500,644.1792504787445,-97.61753,[ 0.612 -0.536  0.249  0.418  0.018],1.0037297,-96.54947
44.78,-140.61962249204151,-99.4956,563373,-426.52344,-427.3114,1.8740855,85.07058,-92.443954,136,100,13600,648.3567056655884,-97.231,[ 0.612 -0.535  0.249  0.42   0.024],1.0151486,-95.79027
42.17,-138.1852169860491,-99.6776,567590,-419.75342,-420.36258,1.8856715,27.836313,-90.83623,137,100,13700,653.5210540294647,-97.39443,[ 0.617 -0.529  0.251  0.42   0.023],1.003154,-96.23832
42.19,-138.42929756710373,-99.633675,571809,-415.21613,-415.7479,1.5553397,24.880722,-93.04414,138,100,13800,658.9572732448578,-97.572975,[ 0.616 -0.527  0.249  0.419  0.017],1.0029488,-96.78499
40.98,-137.10707762185305,-99.65405,575907,-414.57013,-415.36716,1.6979268,29.6288,-92.423584,139,100,13900,663.8346207141876,-97.46748,[ 0.619 -0.534  0.25   0.417  0.018],1.0044255,-96.02101
38.94,-135.208907259238,-99.65619,579801,-405.61035,-406.7544,1.5576053,112.786095,-91.22839,140,100,14000,668.2830307483673,-97.57851,[ 0.624 -0.536  0.251  0.418  0.011],1.0151626,-95.58543
39.61,-136.30535906738774,-99.51494,583762,-408.73187,-409.36987,1.4122885,51.997917,-93.35135,141,100,14100,672.8420383930206,-97.987656,[ 0.624 -0.547  0.252  0.419  0.013],1.0077399,-96.788345
42.67,-139.0532898941942,-99.54381,588029,-423.7775,-424.02484,1.7420654,19.807028,-90.25496,142,100,14200,677.8053374290466,-97.71867,[ 0.632 -0.549  0.255  0.416  0.012],1.002943,-97.26432
40.96,-136.90491588556998,-99.803665,592125,-424.82202,-425.71542,1.7453086,62.34439,-91.10946,143,100,14300,682.7900512218475,-97.306984,[ 0.632 -0.544  0.255  0.414  0.012],1.0123595,-95.74524
41.36,-137.380037104049,-99.51876,596261,-410.9184,-411.11725,1.6914127,25.309391,-91.177765,144,100,14400,687.5352690219879,-97.38385,[ 0.625 -0.545  0.252  0.411  0.016],1.0035052,-96.98732
38.41,-134.71836882476362,-99.56945,600102,-402.8954,-403.26407,1.769053,27.682486,-91.61804,145,100,14500,690.8407843112946,-97.61084,[ 0.627 -0.542  0.252  0.413  0.015],1.0053968,-96.873566
39.71,-136.19785970264195,-99.629295,604073,-411.89392,-412.23068,1.7126095,27.147383,-91.6953,146,100,14600,695.9710531234741,-97.77866,[ 0.623 -0.544  0.251  0.412  0.019],1.0046757,-97.107956
37.65,-134.07391183601428,-99.51713,607838,-408.73776,-409.09015,1.4686868,23.616735,-93.47831,147,100,14700,700.4694929122925,-97.70792,[ 0.626 -0.541  0.252  0.408  0.02 ],1.0042719,-97.00675
37.41,-133.67686213835108,-99.47664,611579,-413.45056,-413.9958,1.6439815,39.765503,-92.39752,148,100,14800,703.8712084293365,-97.5635,[ 0.629 -0.538  0.252  0.403  0.019],1.0058413,-96.50866
41.93,-137.96030512621914,-99.660446,615772,-415.98676,-416.83817,1.6546545,54.76823,-90.94525,149,100,14900,708.4578897953033,-97.371155,[ 0.622 -0.538  0.251  0.404  0.014],1.0088974,-95.67703
40.02,-136.2341038735444,-99.63308,619774,-424.87885,-425.0765,1.5241063,18.568256,-93.15039,150,100,15000,712.3336410522461,-97.53446,[ 0.624 -0.535  0.252  0.408  0.02 ],1.0030499,-97.14706
39.75,-136.2179789784938,-99.44542,623749,-412.08685,-412.23386,1.56531,6.0557942,-92.73512,151,100,15100,716.9461512565613,-97.78184,[ 0.622 -0.536  0.25   0.407  0.021],1.0005877,-97.53994
39.38,-135.61186810191646,-99.51862,627687,-404.0837,-404.77805,1.4770082,69.71756,-93.31557,152,100,15200,721.2926967144012,-97.54871,[ 0.619 -0.533  0.25   0.407  0.024],1.0128483,-96.154945
38.3,-134.96927776815176,-99.579956,631517,-395.26678,-396.13034,1.2528094,90.96802,-93.2092,153,100,15300,726.1798691749573,-97.943695,[ 0.612 -0.539  0.251  0.406  0.024],1.0225,-96.02935
41.77,-138.00611721431855,-99.88977,635694,-411.3825,-412.73196,1.8954551,110.70135,-92.19289,154,100,15400,731.3097853660583,-97.59145,[ 0.6   -0.544  0.251  0.404  0.022],1.0188853,-95.146286
43.34,-139.45403148358048,-99.56728,640028,-417.5039,-418.5368,1.6965688,35.146496,-92.32086,155,100,15500,736.8934848308563,-97.47547,[ 0.608 -0.543  0.255  0.409  0.021],1.0075145,-95.66812
38.79,-135.0432577919185,-99.75599,643907,-411.8114,-412.69855,1.6648133,76.15037,-92.4057,156,100,15600,741.7266342639923,-97.558044,[ 0.605 -0.535  0.255  0.404  0.025],1.0146118,-95.75729
41.13,-137.1039355585227,-99.64314,648020,-420.13995,-420.66647,1.9000598,41.198574,-91.527405,157,100,15700,746.7058565616608,-97.36268,[ 0.608 -0.529  0.258  0.402  0.025],1.0062747,-96.33492
42.99,-138.72816927955364,-99.75066,652319,-415.53424,-416.0865,1.7335849,56.657055,-91.72352,158,100,15800,751.2074921131134,-97.119965,[ 0.603 -0.528  0.254  0.402  0.026],1.0098825,-96.09316
40.82,-137.0742923332802,-99.39931,656401,-419.4239,-419.84296,1.5175457,18.069456,-91.773636,159,100,15900,756.5894198417664,-97.58991,[ 0.61  -0.526  0.256  0.402  0.024],1.0019892,-96.98192
36.86,-133.1097520101654,-99.68085,660087,-395.41547,-397.13638,1.6939276,178.37169,-90.389435,160,100,16000,761.1927516460419,-97.56194,[ 0.604 -0.524  0.255  0.401  0.022],1.0289404,-94.43489
40.45,-136.58642119684887,-99.567635,664132,-415.0713,-417.1914,1.7323464,181.96417,-93.29058,161,100,16100,765.8043756484985,-97.481995,[ 0.593 -0.532  0.255  0.403  0.018],1.0336635,-93.579956
43.12,-139.16245153748076,-99.541794,668444,-412.65106,-413.22083,1.886005,44.402615,-91.47783,162,100,16200,770.8572447299957,-97.420616,[ 0.583 -0.537  0.252  0.403  0.012],1.0076234,-96.283165
42.46,-138.80140078839514,-99.61578,672690,-417.20227,-417.85828,1.4597569,49.574013,-92.100136,163,100,16300,776.1477663516998,-97.6791,[ 0.581 -0.539  0.25   0.401  0.016],1.0070492,-96.4488
41.55,-137.77398850197403,-99.67486,676845,-425.67804,-425.81287,1.7676259,9.103134,-92.54755,164,100,16400,781.366649389267,-97.58406,[ 0.579 -0.543  0.249  0.4    0.011],1.0008767,-97.34071
38.42,-134.65810195739095,-99.50723,680687,-415.37662,-415.7231,1.5842893,15.594542,-91.70941,165,100,16500,786.2601478099823,-97.548195,[ 0.581 -0.542  0.249  0.4    0.01 ],1.00199,-96.92129
43.35,-139.3632231605907,-99.61033,685022,-410.57578,-410.77554,1.8116335,20.1392,-90.918434,166,100,16600,791.1992630958557,-97.41325,[ 0.586 -0.543  0.249  0.397  0.013],1.0032766,-97.03768
42.02,-138.00508129806113,-99.62494,689224,-418.19403,-418.4193,1.6618917,16.42751,-91.458046,167,100,16700,796.063205242157,-97.357956,[ 0.589 -0.54   0.248  0.398  0.014],1.0029656,-96.916794
42.7,-138.46356339225676,-99.468346,693494,-426.72852,-426.84677,1.9140532,15.6845255,-91.3984,168,100,16800,801.0003850460052,-97.14328,[ 0.587 -0.534  0.248  0.399  0.015],1.002346,-96.916306
36.17,-132.62319582939435,-99.75105,697111,-420.875,-421.347,1.4360479,18.120872,-90.487274,169,100,16900,804.0116052627563,-97.721214,[ 0.589 -0.532  0.249  0.4    0.015],1.0039372,-96.97362
40.01,-136.03823826312998,-99.736694,701112,-408.2325,-408.7546,1.5126953,41.218662,-92.99837,170,100,17000,808.4409561157227,-97.37238,[ 0.598 -0.534  0.25   0.399  0.014],1.0078331,-96.32827
42.6,-138.77212877841143,-99.69499,705372,-425.23172,-425.2876,1.7404666,5.3443685,-91.33026,171,100,17100,813.0876677036285,-97.52431,[ 0.596 -0.539  0.249  0.401  0.01 ],1.000365,-97.43125
37.68,-133.99217298792755,-99.544,709140,-402.85638,-403.80396,1.6243557,89.80742,-92.53427,172,100,17200,817.0585341453552,-97.61377,[ 0.596 -0.538  0.249  0.399  0.01 ],1.0190476,-95.6549
46.2,-142.16988698630942,-99.44516,713760,-418.12967,-418.62646,1.8540729,38.385265,-89.14915,173,100,17300,822.67409491539,-97.35592,[ 0.588 -0.544  0.25   0.402  0.008],1.0054262,-96.43444
41.11,-137.17680280890983,-99.58278,717871,-410.55756,-412.22485,1.6775833,167.31952,-90.44795,174,100,17400,828.079952955246,-97.42491,[ 0.593 -0.545  0.252  0.4    0.005],1.0251055,-94.408005
45.07,-141.04879474022482,-99.40317,722378,-419.58252,-420.01398,1.8777229,34.979633,-90.87116,175,100,17500,833.6460769176483,-97.3959,[ 0.587 -0.551  0.25   0.395  0.002],1.0042539,-96.62465
40.14,-136.49206540556074,-99.54923,726392,-422.93378,-423.3205,1.5910088,29.307493,-91.069336,176,100,17600,839.0034976005554,-97.66461,[ 0.584 -0.553  0.249  0.397  0.006],1.0065055,-96.81749
42.01,-137.95355914335488,-99.72572,730593,-409.34546,-409.49057,1.8736104,12.453051,-91.88602,177,100,17700,844.2797005176544,-97.29063,[ 0.585 -0.559  0.248  0.397  0.004],1.001498,-97.020645
48.62,-144.73776627287003,-99.63536,735455,-423.40118,-423.73285,1.7529428,26.52109,-91.50182,178,100,17800,849.8504605293274,-97.52953,[ 0.585 -0.561  0.248  0.399  0.006],1.0053835,-96.87713
40.64,-136.95309178837587,-99.8118,739519,-413.03458,-413.09976,1.8049672,5.8494544,-91.88678,179,100,17900,854.7809274196625,-97.6259,[ 0.587 -0.559  0.249  0.399  0.003],1.0003226,-97.504395
39.03,-135.39170450680555,-99.7275,743422,-415.2402,-415.54688,1.7432328,16.182531,-90.59247,180,100,18000,857.9461674690247,-97.64721,[ 0.587 -0.559  0.249  0.397  0.002],1.001863,-97.066444
39.4,-135.71732704932535,-99.68199,747362,-402.21616,-403.80444,1.650509,146.4077,-92.42618,181,100,18100,862.3096134662628,-97.61428,[ 0.584 -0.556  0.247  0.395  0.004],1.0254515,-94.56011
41.93,-138.16465958847593,-99.40968,751555,-424.68744,-425.80518,1.6474828,54.415028,-90.4071,182,100,18200,867.5113277435303,-97.57641,[ 0.58  -0.563  0.244  0.392  0.01 ],1.0125933,-95.65979
46.3,-142.35564050420945,-99.59496,756185,-419.07928,-419.5014,1.8189043,24.19103,-91.68995,183,100,18300,872.5228755474091,-97.4367,[ 0.57  -0.561  0.242  0.388  0.013],1.002431,-96.71079
40.54,-136.88625222165837,-99.75314,760239,-418.42438,-418.9106,1.8157508,21.459793,-91.36947,184,100,18400,877.1999294757843,-97.640076,[ 0.578 -0.569  0.244  0.39   0.01 ],1.0033306,-96.6778
41.29,-137.41358935956,-99.75012,764368,-406.8421,-407.5526,1.7751654,66.24023,-91.87877,185,100,18500,881.5738434791565,-97.46533,[ 0.58  -0.567  0.244  0.391  0.016],1.0132983,-96.02281
47.04,-143.28717430886343,-99.58332,769072,-426.96606,-427.23328,1.5635715,16.389332,-93.659775,186,100,18600,886.7548589706421,-97.62594,[ 0.573 -0.569  0.241  0.392  0.014],1.0020136,-97.1473
44.26,-140.07629899730912,-99.54977,773498,-416.0031,-416.6696,1.9999244,20.153696,-90.7824,187,100,18700,891.4293398857117,-97.202576,[ 0.577 -0.577  0.242  0.393  0.014],1.0036615,-96.003174
47.99,-143.93437297636754,-99.67467,778297,-422.47824,-422.9037,1.983804,27.242085,-90.23415,188,100,18800,896.623339176178,-97.364265,[ 0.584 -0.585  0.245  0.397  0.018],1.0029255,-96.61008
47.09,-143.04507024677588,-99.62407,783006,-427.22922,-428.15118,1.984311,85.178314,-91.21479,189,100,18900,901.4735267162323,-97.35582,[ 0.582 -0.581  0.245  0.401  0.019],1.0143527,-95.63387
37.56,-133.79687207503105,-99.55429,786762,-407.2447,-409.33514,1.7761556,131.56326,-92.033424,190,100,19000,906.1220948696136,-97.53962,[ 0.587 -0.577  0.247  0.404  0.016],1.03747,-93.44576
41.34,-137.66957988992257,-99.6304,790896,-422.869,-423.8457,1.7113457,98.802826,-91.42025,191,100,19100,911.7510488033295,-97.6424,[ 0.573 -0.579  0.244  0.396  0.016],1.0162011,-95.74732
45.21,-141.6537762953116,-99.68283,795417,-423.55615,-425.816,1.5888795,201.58527,-91.53308,192,100,19200,916.9316718578339,-97.77849,[ 0.577 -0.571  0.244  0.394  0.016],1.0383573,-93.93574
49.09,-145.04518928151307,-99.59646,800326,-423.32144,-424.34595,1.76502,30.298264,-91.727936,193,100,19300,922.3654963970184,-97.376915,[ 0.589 -0.567  0.248  0.395  0.014],1.0052742,-95.44161
42.13,-138.2168619284705,-99.536896,804539,-418.99573,-419.7038,1.836934,62.80107,-91.56322,194,100,19400,927.5505478382111,-97.45075,[ 0.587 -0.565  0.247  0.387  0.013],1.011583,-96.200905
45.87,-141.96789980356422,-99.68446,809126,-424.35016,-424.6808,1.9019624,14.901418,-90.35803,195,100,19500,932.7748367786407,-97.45589,[ 0.579 -0.566  0.245  0.384  0.014],1.0017084,-96.81002
42.41,-138.46042383016535,-99.64627,813367,-408.93488,-409.18372,1.6760958,17.269732,-93.05412,196,100,19600,937.1620419025421,-97.388176,[ 0.579 -0.565  0.245  0.38   0.013],1.0034,-96.88222
43.28,-139.2949698025094,-99.544304,817695,-419.97552,-420.16574,1.7045908,6.622423,-92.594025,197,100,19700,942.0546867847443,-97.37079,[ 0.571 -0.56   0.242  0.379  0.013],1.0006768,-97.07362
44.33,-140.451229764406,-99.68083,822128,-414.9651,-415.93063,1.8570708,53.584763,-91.5368,198,100,19800,946.5990965366364,-97.48623,[ 0.568 -0.556  0.24   0.378  0.015],1.00681,-95.55796
41.16,-137.43934762899528,-99.52794,826244,-412.451,-412.7566,1.5987056,20.780851,-92.88603,199,100,19900,951.1871538162231,-97.61608,[ 0.559 -0.547  0.235  0.379  0.012],1.0025654,-97.080215
40.06,-136.13652573377706,-99.47759,830250,-414.07568,-414.7348,1.6650364,37.96223,-92.368675,200,100,20000,956.253359079361,-97.40345,[ 0.554 -0.545  0.233  0.379  0.015],1.004927,-96.13428
41.79,-138.17355751041015,-99.76889,834429,-416.98163,-417.655,1.6045921,31.084953,-92.28099,201,100,20100,961.1714475154877,-97.70822,[ 0.553 -0.549  0.234  0.375  0.019],1.0041205,-96.41292
44.79,-141.02780928778583,-99.52762,838908,-421.5138,-422.1028,1.7958426,15.331934,-91.04593,202,100,20200,966.2021825313568,-97.58811,[ 0.553 -0.55   0.236  0.38   0.023],1.0033154,-96.396805
42.96,-139.05407707986123,-99.591446,843204,-424.51605,-424.8418,1.9781551,25.526167,-89.28857,203,100,20300,970.0337617397308,-97.455055,[ 0.555 -0.55   0.236  0.375  0.027],1.0043156,-96.80458
41.68,-138.0446199803851,-99.446434,847372,-421.76367,-422.22015,1.589984,50.78398,-92.0694,204,100,20400,974.725816488266,-97.70543,[ 0.556 -0.547  0.237  0.374  0.03 ],1.0082058,-96.86468
44.75,-140.87134795487262,-99.64918,851847,-420.49863,-421.88263,1.9495445,141.89471,-90.32075,205,100,20500,979.7344629764557,-97.508446,[ 0.553 -0.551  0.236  0.374  0.029],1.0256637,-94.822784
40.67,-137.12498654204327,-99.586334,855914,-418.22864,-418.82642,1.5501233,22.40019,-92.351105,206,100,20600,985.0592873096466,-97.76507,[ 0.562 -0.546  0.237  0.378  0.028],1.0042007,-96.56691
47.06,-143.0978417968405,-99.5725,860620,-418.99747,-419.32156,1.9288749,27.713062,-90.7552,207,100,20700,989.9363498687744,-97.44918,[ 0.565 -0.544  0.237  0.373  0.032],1.004547,-96.786804
39.34,-135.31533171355474,-99.65075,864554,-411.56262,-412.12744,1.877968,37.271446,-91.19638,208,100,20800,994.069548368454,-97.3275,[ 0.568 -0.542  0.237  0.373  0.028],1.0049073,-96.293106
48.23,-144.1072192212907,-99.509705,869377,-423.49448,-423.99622,1.8537835,20.37533,-92.09889,209,100,20900,999.4632008075714,-97.29954,[ 0.57  -0.536  0.235  0.373  0.027],1.0027592,-96.29535
46.41,-142.08498384356915,-99.596436,874018,-422.6226,-423.35107,2.1401877,48.88253,-88.82747,210,100,21000,1004.2138113975525,-97.14777,[ 0.571 -0.534  0.234  0.374  0.022],1.00703,-95.7182
44.18,-140.34730743699828,-99.58331,878436,-424.78787,-425.7027,1.7018676,115.75806,-91.98357,211,100,21100,1009.3093242645264,-97.53634,[ 0.57  -0.529  0.235  0.38   0.021],1.0228394,-95.66549
41.28,-137.60523784367263,-99.56867,882564,-409.3411,-409.85748,1.4625249,14.776916,-92.66237,212,100,21200,1013.567006111145,-97.65755,[ 0.565 -0.537  0.233  0.379  0.022],1.0024619,-96.651436
44.03,-140.45059221765655,-99.6142,886967,-425.56433,-425.92633,1.5829974,26.93115,-93.06375,213,100,21300,1018.2473413944244,-97.75999,[ 0.571 -0.537  0.232  0.377  0.02 ],1.0045685,-97.05104
40.25,-136.55382229365844,-99.648125,890992,-412.63284,-412.77658,1.7951349,9.484182,-89.440895,214,100,21400,1022.471973657608,-97.63608,[ 0.564 -0.535  0.23   0.375  0.017],1.0011255,-97.36114
38.91,-134.97060556109577,-99.72911,894883,-401.46805,-402.49274,1.8411235,83.03378,-90.64212,215,100,21500,1027.3114326000214,-97.38845,[ 0.568 -0.538  0.231  0.375  0.02 ],1.0154943,-95.455925
40.78,-137.05817531870156,-99.6638,898961,-414.1699,-414.33856,1.7454501,16.083986,-91.20819,216,100,21600,1031.9111816883087,-97.6002,[ 0.567 -0.528  0.231  0.379  0.021],1.0031177,-97.241974
43.16,-139.499382835759,-99.538666,903277,-423.47205,-423.87552,1.6636828,31.492617,-91.12927,217,100,21700,1035.8311440944672,-97.67222,[ 0.57  -0.525  0.231  0.38   0.022],1.0038619,-96.91931
43.41,-139.59134408849698,-99.62676,907618,-418.6215,-420.15912,1.694517,152.44197,-91.708435,218,100,21800,1040.9869446754456,-97.54106,[ 0.573 -0.524  0.232  0.38   0.026],1.0364977,-94.4058
39.58,-135.94219287990308,-99.57976,911576,-413.63522,-413.79742,1.706192,9.83888,-91.49706,219,100,21900,1044.986258506775,-97.677795,[ 0.581 -0.514  0.233  0.38   0.026],1.0008665,-97.38107
37.65,-134.07443957885613,-99.56061,915341,-414.04657,-415.0233,1.3215525,45.302822,-92.81945,220,100,22000,1049.2713704109192,-97.69193,[ 0.577 -0.51   0.232  0.381  0.024],1.0075963,-95.91933
43.89,-140.1033732700583,-99.47812,919730,-419.6272,-420.00403,1.6570573,14.756261,-90.99315,221,100,22100,1054.5094323158264,-97.56656,[ 0.578 -0.518  0.234  0.384  0.028],1.0021771,-96.8437
39.76,-135.95966225517282,-99.560715,923706,-398.98523,-399.04303,1.6432678,5.4138923,-90.07166,222,100,22200,1059.302826166153,-97.50058,[ 0.573 -0.514  0.233  0.384  0.033],1.0004519,-97.390945
43.63,-139.82605663032496,-99.57332,928069,-413.92487,-415.468,1.6963198,145.20491,-91.20373,223,100,22300,1064.0034394264221,-97.56831,[ 0.573 -0.515  0.234  0.385  0.031],1.0289204,-94.53871
39.71,-136.05898785172204,-99.51711,932040,-422.09772,-422.16882,1.5956879,4.4366555,-92.2774,224,100,22400,1068.666540145874,-97.6541,[ 0.577 -0.506  0.237  0.386  0.031],1.0003189,-97.51652
41.25,-137.22983245731103,-99.54123,936165,-416.13248,-416.81598,1.7462126,90.39245,-90.59034,225,100,22500,1072.6459867954254,-97.34898,[ 0.577 -0.506  0.236  0.384  0.03 ],1.0133458,-96.097595
42.14,-138.4501071489909,-99.614944,940379,-417.05988,-417.809,1.8407543,60.938698,-91.862915,226,100,22600,1077.7077605724335,-97.629814,[ 0.572 -0.51   0.234  0.383  0.031],1.0105513,-96.122475
40.09,-136.4453985391224,-99.49484,944388,-420.638,-420.97382,1.5170782,13.015582,-93.14515,227,100,22700,1081.8842442035675,-97.67002,[ 0.576 -0.504  0.234  0.378  0.03 ],1.0020791,-97.010056
43.78,-139.80944093937393,-99.714355,948766,-414.63165,-415.0215,1.7524743,42.05137,-92.06513,228,100,22800,1086.937576532364,-97.403,[ 0.576 -0.504  0.236  0.38   0.034],1.0073955,-96.66219
42.49,-138.8403027483743,-99.492355,953015,-417.7257,-418.31625,1.745158,35.65766,-89.173325,229,100,22900,1090.3749251365662,-97.68669,[ 0.573 -0.508  0.235  0.378  0.036],1.0057826,-96.71613
41.61,-137.9745909899979,-99.48844,957176,-416.7279,-417.42938,1.392492,42.74899,-92.39923,230,100,23000,1094.7574775218964,-97.71998,[ 0.582 -0.51   0.237  0.381  0.034],1.0094082,-96.38672
41.04,-137.0056580629221,-99.65908,961280,-413.52957,-414.33383,1.8449236,83.24977,-91.73183,231,100,23100,1099.5235347747803,-97.29582,[ 0.58  -0.519  0.238  0.379  0.035],1.0160518,-95.66874
42.4,-138.64421676169738,-99.72302,965520,-424.64682,-424.71393,1.5298233,6.9345384,-92.38635,232,100,23200,1104.5826218128204,-97.572586,[ 0.577 -0.526  0.237  0.376  0.035],1.0006895,-97.440125
37.16,-133.52030674900755,-99.49569,969236,-418.24,-419.71918,1.4399766,193.95078,-93.526825,233,100,23300,1108.3807287216187,-97.654495,[ 0.577 -0.525  0.238  0.375  0.036],1.0271988,-94.91087
45.62,-141.63738274360833,-99.62355,973798,-416.5058,-417.3629,1.668481,51.809063,-92.46774,234,100,23400,1113.4884514808655,-97.41615,[ 0.569 -0.531  0.235  0.374  0.034],1.0099456,-95.69176
45.8,-142.06282806590923,-99.60243,978378,-424.2702,-425.1063,1.5876653,46.95656,-92.14614,235,100,23500,1117.9299414157867,-97.641075,[ 0.564 -0.532  0.233  0.371  0.041],1.0089049,-95.966446
40.12,-136.36569132906013,-99.43826,982390,-408.4085,-408.53424,1.5875256,5.980593,-91.7331,236,100,23600,1122.665308713913,-97.57433,[ 0.567 -0.542  0.234  0.365  0.042],1.0005496,-97.35318
39.7,-136.1025311050055,-99.73163,986360,-405.35892,-405.91922,1.545745,32.56184,-91.871765,237,100,23700,1127.3395128250122,-97.69534,[ 0.57  -0.544  0.234  0.365  0.043],1.0061823,-96.59689
44.59,-140.67698262356285,-99.670784,990819,-412.45514,-413.25323,1.973689,52.44635,-89.73295,238,100,23800,1133.0127120018005,-97.45303,[ 0.57  -0.548  0.232  0.36   0.047],1.0090982,-95.90379
42.68,-138.68179432456756,-99.687935,995087,-412.31915,-413.19037,1.9627234,74.70387,-91.64166,239,100,23900,1138.5082676410675,-97.390175,[ 0.575 -0.544  0.232  0.354  0.046],1.0114224,-95.77847
44.08,-140.3754676283558,-99.60711,999495,-427.31317,-427.36023,1.6062692,5.407459,-92.31629,240,100,24000,1142.8547928333282,-97.688126,[ 0.578 -0.541  0.235  0.357  0.049],1.0005108,-97.60071
41.25,-137.42700850506128,-99.601395,1003620,-417.57092,-418.1564,1.8368998,15.115772,-90.4394,241,100,24100,1147.8357903957367,-97.52682,[ 0.576 -0.541  0.235  0.356  0.049],1.0020939,-96.64589
38.2,-134.67402531780704,-99.72988,1007440,-418.23254,-418.4037,1.6752237,18.221685,-90.31302,242,100,24200,1152.206297159195,-97.774124,[ 0.567 -0.532  0.231  0.355  0.047],1.002598,-97.43448
43.06,-138.82571814057127,-99.75101,1011746,-419.64206,-420.77396,2.1397402,139.7623,-89.89825,243,100,24300,1157.1365361213684,-97.14816,[ 0.564 -0.532  0.229  0.355  0.048],1.0249428,-94.87975
42.71,-138.7100329936618,-99.62712,1016017,-422.58722,-422.9026,1.7904623,31.16066,-92.353004,244,100,24400,1160.8921144008636,-97.363144,[ 0.57  -0.523  0.23   0.357  0.048],1.0061551,-96.66943
44.32,-140.6735472027186,-99.8212,1020449,-414.97308,-415.60358,1.7165685,34.7511,-90.84771,245,100,24500,1166.2804613113403,-97.70389,[ 0.571 -0.518  0.232  0.357  0.051],1.0058038,-96.44097
43.14,-139.18506289476042,-99.643814,1024763,-422.58905,-423.92883,1.6848655,69.95418,-90.40353,246,100,24600,1171.0756843090057,-97.42333,[ 0.566 -0.518  0.231  0.358  0.044],1.0086485,-94.83104
44.36,-140.12787152348324,-99.53235,1029199,-422.82617,-424.79773,1.7137973,191.77864,-92.01704,247,100,24700,1175.690034866333,-97.18039,[ 0.564 -0.521  0.231  0.364  0.038],1.0478945,-93.27391
46.09,-142.10405580286684,-99.680466,1033808,-418.12912,-418.65073,1.8513099,44.63254,-91.54502,248,100,24800,1180.8416111469269,-97.38019,[ 0.551 -0.529  0.228  0.362  0.036],1.008697,-96.28775
