IterType,AvgNormIw,AvgEpLen,VarJ,EpsThisIter,AvgVanillaIw,J,ESSRenyi,AvgRet,VarVanillaIw,MaxNormIw,VarRet,ESSClassic,VarDiscRet,Delta,BatchSize,VarNormIw,AvgDiscRet,MinVanillaIw,Bound,MaxVanillaIw,VanillaAvgRet,eRenyi2,MinNormIw
1,0.01,500.0,51.0447,100,1.00124,-518.792,92.1119740401,-527.553049563,0.0952005,0.0181839,3206.73563203,91.4063926015,3206.73563203,0.4,100,9.4965e-06,-527.553049563,0.287298,-621.835,1.82065,-527.553049563,1.08564,0.00286943
1,0.01,500.0,45.4024,100,1.06475,-503.993,90.7998630524,-511.82958128,0.123636,0.0158813,2079.26385019,90.2554881462,2079.26385019,0.4,100,1.09057e-05,-511.82958128,0.186566,-583.79,1.69096,-511.82958128,1.10132,0.0017522
1,0.01,500.0,52.6661,100,1.04879,-506.531,93.4711126334,-512.39858761,0.0906792,0.0265039,2552.47306429,92.4543780995,2552.47306429,0.4,100,8.2439e-06,-512.39858761,0.624872,-588.322,2.77969,-512.39858761,1.06985,0.00595804
1,0.01,500.0,51.9049,100,1.00488,-511.435,93.5539029046,-517.346459079,0.0838116,0.0165819,2751.87181552,92.4068921415,2751.87181552,0.4,100,8.30003e-06,-517.346459079,0.34074,-595.492,1.66627,-517.346459079,1.0689,0.00339086
1,0.01,500.0,49.3534,100,0.986248,-504.924,90.3363384752,-512.307200831,0.116734,0.0187231,2232.1029142,89.3805133576,2232.1029142,0.4,100,1.20012e-05,-512.307200831,0.309692,-586.515,1.84657,-512.307200831,1.10697,0.0031401
1,0.01,500.0,43.0507,100,1.04165,-490.319,91.1172249799,-497.051608297,0.234879,0.0410074,1693.37293824,82.351487954,1693.37293824,0.4,100,2.16472e-05,-497.051608297,0.434186,-569.189,4.27153,-497.051608297,1.09749,0.00416825
1,0.01,500.0,150.328,100,1.1446,-476.314,65.4936286922,-498.581634734,5.90059,0.216334,2078.88033256,18.3189548929,2078.88033256,0.4,100,0.000450387,-498.581634734,0.21905,-567.381,24.7617,-498.581634734,1.52687,0.00191376
1,0.01,500.0,42.03,100,0.986143,-498.759,96.1401738581,-502.043216823,0.0385571,0.0144657,1823.01071635,96.2230978811,1823.01071635,0.4,100,3.96483e-06,-502.043216823,0.357506,-581.153,1.42653,-502.043216823,1.04015,0.0036253
1,0.01,500.0,43.2322,100,0.975989,-490.215,94.3402112649,-495.4466441,0.0784073,0.0201007,2025.67520051,92.4650531414,2025.67520051,0.4,100,8.23126e-06,-495.4466441,0.231666,-575.947,1.96181,-495.4466441,1.05999,0.00237365
1,0.01,500.0,48.1851,100,0.976943,-492.144,91.0800861441,-498.421815802,0.0913688,0.0209415,1895.23315505,91.3429432157,1895.23315505,0.4,100,9.57326e-06,-498.421815802,0.386254,-569.502,2.04586,-498.421815802,1.09793,0.0039537
1,0.01,500.0,41.241,100,0.951266,-492.658,94.3295709193,-496.902608994,0.0742409,0.0160075,1692.41168337,92.4879329678,1692.41168337,0.4,100,8.20425e-06,-496.902608994,0.286061,-569.444,1.52274,-496.902608994,1.06011,0.00300716
1,0.01,500.0,46.7971,100,1.03562,-481.533,92.783025786,-487.404729155,0.136087,0.02278,2027.42654742,88.8400427889,2027.42654742,0.4,100,1.26887e-05,-487.404729155,0.413556,-560.711,2.35914,-487.404729155,1.07778,0.00399333
1,0.01,500.0,47.0217,100,0.984109,-478.533,95.852957503,-481.481934917,0.0470117,0.0168002,1878.83709877,95.4146916942,1878.83709877,0.4,100,4.85423e-06,-481.481934917,0.368575,-550.534,1.65332,-481.481934917,1.04326,0.00374526
1,0.01,500.0,40.3589,100,0.997669,-473.706,93.1857576982,-478.42243471,0.0728235,0.0189954,1521.86676944,93.2459840772,1521.86676944,0.4,100,7.31642e-06,-478.42243471,0.451851,-545.171,1.89511,-478.42243471,1.07313,0.00452906
1,0.01,500.0,43.2119,100,0.942319,-474.749,93.0377885939,-480.774745121,0.0825406,0.0164197,1931.7381054,91.5729911506,1931.7381054,0.4,100,9.29547e-06,-480.774745121,0.0901261,-548.6,1.54726,-480.774745121,1.07483,0.000956428
1,0.01,500.0,44.0021,100,1.00947,-475.505,93.9213299049,-480.327543078,0.080954,0.0177018,1808.91549107,92.7086048453,1808.91549107,0.4,100,7.9443e-06,-480.327543078,0.175329,-554.93,1.78694,-480.327543078,1.06472,0.00173685
1,0.01,500.0,38.6974,100,1.01062,-472.586,95.020614626,-476.682517676,0.0588193,0.0147573,1713.72414418,94.6061352824,1713.72414418,0.4,100,5.75899e-06,-476.682517676,0.340653,-547.157,1.4914,-476.682517676,1.0524,0.00337074
1,0.01,500.0,40.9611,100,0.986219,-478.617,97.7030726717,-480.572914174,0.0227418,0.0127877,2054.47540733,97.7376116764,2054.47540733,0.4,100,2.33818e-06,-480.572914174,0.571135,-560.798,1.26115,-480.572914174,1.02351,0.00579115
1,0.01,500.0,40.4956,100,1.00994,-464.619,94.0530343079,-469.505073201,0.0860272,0.0161765,1799.00584522,92.2936600388,1799.00584522,0.4,100,8.43415e-06,-469.505073201,0.357274,-536.6,1.63373,-469.505073201,1.06323,0.00353756
1,0.01,500.0,38.7779,100,0.971811,-465.71,94.4480123219,-469.658753359,0.0633878,0.0163509,1455.8094481,93.769295094,1455.8094481,0.4,100,6.71185e-06,-469.658753359,0.425937,-536.056,1.589,-469.658753359,1.05878,0.00438292
1,0.01,500.0,46.8618,100,1.01594,-462.054,92.0573075562,-468.302842574,0.112535,0.0233874,1961.28052726,90.2574980729,1961.28052726,0.4,100,1.09032e-05,-468.302842574,0.359773,-538.565,2.37602,-468.302842574,1.08628,0.00354128
1,0.01,500.0,39.3603,100,0.985103,-468.973,94.965463175,-472.283058388,0.0579929,0.0142601,1385.35149014,94.414209976,1385.35149014,0.4,100,5.97601e-06,-472.283058388,0.302713,-537.767,1.40476,-472.283058388,1.05301,0.00307291
1,0.01,500.0,41.9345,100,0.983943,-468.832,95.8387649075,-472.461487504,0.0474037,0.0173786,1941.67366308,95.3767372138,1941.67366308,0.4,100,4.89635e-06,-472.461487504,0.414413,-552.627,1.70995,-472.461487504,1.04342,0.00421176
1,0.01,500.0,39.9915,100,1.00711,-467.959,96.3530575923,-470.575497595,0.0417433,0.014419,1664.15367803,96.0850511431,1664.15367803,0.4,100,4.11561e-06,-470.575497595,0.573952,-542.219,1.45215,-470.575497595,1.03785,0.00569901
1,0.01,500.0,44.4018,100,1.01833,-463.685,97.7963946897,-465.073791995,0.0272309,0.0195406,1871.29606897,97.4661928852,1871.29606897,0.4,100,2.62592e-06,-465.073791995,0.650321,-533.734,1.98988,-465.073791995,1.02253,0.00638612
1,0.01,500.0,43.633,100,0.982913,-467.194,96.6222222837,-469.564523196,0.0372494,0.0177459,1721.98304228,96.3233065672,1721.98304228,0.4,100,3.85558e-06,-469.564523196,0.526291,-542.257,1.74427,-469.564523196,1.03496,0.0053544
1,0.01,500.0,41.0072,100,0.978031,-463.713,96.5919492047,-466.277096951,0.0471422,0.017132,1627.3992048,95.3478678193,1627.3992048,0.4,100,4.92839e-06,-466.277096951,0.46925,-539.242,1.67556,-466.277096951,1.03528,0.0047979
1,0.01,500.0,48.1075,100,1.01404,-458.766,91.8293660807,-465.044668222,0.113792,0.0178728,2107.45599313,90.1262365645,2107.45599313,0.4,100,1.10662e-05,-465.044668222,0.237305,-534.743,1.81238,-465.044668222,1.08898,0.00234019
1,0.01,500.0,44.8886,100,0.965752,-455.2,90.9208931756,-461.631487058,0.0923412,0.0203369,1753.91729206,91.0732741966,1753.91729206,0.4,100,9.90067e-06,-461.631487058,0.316541,-528.658,1.96404,-461.631487058,1.09986,0.00327767
1,0.01,500.0,40.354,100,1.00661,-459.026,97.7237992977,-460.688572414,0.02315,0.0121353,1732.17218935,97.7882151604,1732.17218935,0.4,100,2.28468e-06,-460.688572414,0.492762,-530.862,1.22156,-460.688572414,1.02329,0.00489524
1,0.01,500.0,35.6092,100,0.988583,-456.118,96.7665719489,-458.451706713,0.0335262,0.0159827,1376.76454707,96.7153378747,1376.76454707,0.4,100,3.4305e-06,-458.451706713,0.562072,-525.474,1.58002,-458.451706713,1.03341,0.00568563
1,0.01,500.0,40.9992,100,0.993648,-462.331,94.0949702548,-466.817910966,0.0626874,0.0143475,1607.25781522,94.0860436879,1607.25781522,0.4,100,6.34915e-06,-466.817910966,0.28002,-533.922,1.42564,-466.817910966,1.06276,0.0028181
1,0.01,500.0,37.0839,100,0.977713,-460.241,97.4712075259,-462.381600573,0.0311684,0.0127003,1511.35942904,96.8730039828,1511.35942904,0.4,100,3.26056e-06,-462.381600573,0.488655,-537.819,1.24173,-462.381600573,1.02594,0.00499794
1,0.01,500.0,40.7662,100,1.00961,-456.808,93.9169766031,-461.284608275,0.0720451,0.0161038,1645.5898172,93.4602968771,1645.5898172,0.4,100,7.06798e-06,-461.284608275,0.400866,-532.647,1.62586,-461.284608275,1.06477,0.00397049
1,0.01,500.0,47.0808,100,0.99824,-455.731,93.3820232374,-460.854569954,0.081808,0.0181755,2165.13494881,92.4833262482,2165.13494881,0.4,100,8.20968e-06,-460.854569954,0.28813,-530.118,1.81435,-460.854569954,1.07087,0.00288638
1,0.01,500.0,46.8789,100,1.02335,-460.541,94.4896946339,-464.812517892,0.0547287,0.0168821,2272.89925668,95.0808243584,2272.89925668,0.4,100,5.22594e-06,-464.812517892,0.589129,-538.503,1.72763,-464.812517892,1.05832,0.00575685
1,0.01,500.0,38.0596,100,0.997866,-456.97,97.6935375075,-458.468979251,0.0190684,0.0130758,1345.47251245,98.1394121158,1345.47251245,0.4,100,1.915e-06,-458.468979251,0.616621,-527.123,1.30479,-458.468979251,1.02361,0.0061794
1,0.01,500.0,34.1399,100,1.00091,-451.65,96.1514801017,-454.729682405,0.0387077,0.0165645,1379.02691829,96.3158539616,1379.02691829,0.4,100,3.86372e-06,-454.729682405,0.470083,-523.332,1.65796,-454.729682405,1.04003,0.00469655
1,0.01,500.0,35.5578,100,1.01492,-447.701,94.1656443116,-451.705278191,0.0859018,0.0254853,1222.7397287,92.3735800449,1222.7397287,0.4,100,8.33946e-06,-451.705278191,0.549145,-516.364,2.58656,-451.705278191,1.06196,0.00541071
1,0.01,500.0,41.8073,100,1.05619,-457.564,95.1984229166,-461.161896323,0.0789908,0.0194271,1729.84124351,93.4490846598,1729.84124351,0.4,100,7.08098e-06,-461.161896323,0.628702,-528.785,2.05186,-461.161896323,1.05044,0.00595255
1,0.01,500.0,43.7145,100,0.973099,-448.386,95.7682585254,-451.456692172,0.054436,0.0174951,1807.94863064,94.6151996784,1807.94863064,0.4,100,5.74873e-06,-451.456692172,0.35453,-520.667,1.70245,-451.456692172,1.04419,0.00364331
1,0.01,500.0,41.5087,100,1.01906,-450.823,93.6866707312,-454.945094372,0.0895044,0.0258211,1537.05859021,92.1382862908,1537.05859021,0.4,100,8.6187e-06,-454.945094372,0.476483,-520.499,2.63134,-454.945094372,1.06739,0.00467569
1,0.01,500.0,44.2957,100,1.01191,-453.413,91.5893887168,-459.209545031,0.145636,0.0267209,1508.56789435,87.6573855357,1508.56789435,0.4,100,1.42227e-05,-459.209545031,0.327831,-524.479,2.70392,-459.209545031,1.09183,0.00323972
1,0.01,500.0,39.9321,100,1.00752,-452.174,95.7411624175,-455.123559862,0.0547626,0.0156735,1724.02272155,94.9299218537,1724.02272155,0.4,100,5.3948e-06,-455.123559862,0.429977,-527.539,1.57914,-455.123559862,1.04448,0.00426767
1,0.01,500.0,35.6661,100,0.990736,-453.812,96.0219923417,-456.780619772,0.0520057,0.015563,1380.43406002,95.016114562,1380.43406002,0.4,100,5.29828e-06,-456.780619772,0.473795,-524.305,1.54188,-456.780619772,1.04143,0.00478225
1,0.01,500.0,37.9307,100,0.968209,-446.919,94.9565193374,-450.396698167,0.064536,0.0165069,1472.18463373,93.6193182608,1472.18463373,0.4,100,6.88436e-06,-450.396698167,0.345199,-515.632,1.59821,-450.396698167,1.05311,0.00356534
1,0.01,500.0,42.1314,100,0.981822,-445.348,91.3758973126,-451.780199753,0.153253,0.029223,1667.49304308,86.4012335876,1667.49304308,0.4,100,1.58981e-05,-451.780199753,0.246138,-519.325,2.86918,-451.780199753,1.09438,0.00250695
1,0.01,500.0,45.3417,100,0.982697,-454.781,98.133068295,-456.188889879,0.0176378,0.0134279,2020.62515022,98.2239570175,2020.62515022,0.4,100,1.82644e-06,-456.188889879,0.671088,-529.758,1.31955,-456.188889879,1.01902,0.00682905
1,0.01,500.0,36.5256,100,0.999603,-447.796,96.7328841446,-450.144571043,0.0509741,0.0191503,1380.74094694,95.192343911,1380.74094694,0.4,100,5.10146e-06,-450.144571043,0.499787,-518.056,1.91427,-450.144571043,1.03377,0.00499986
1,0.01,500.0,50.1859,100,0.884618,-442.029,83.2189469896,-453.460239506,0.240688,0.0294954,1625.28090615,76.6580848055,1625.28090615,0.4,100,3.07569e-05,-453.460239506,0.0605005,-515.281,2.60922,-453.460239506,1.20165,0.000683916
1,0.01,500.0,36.4961,100,1.03986,-439.379,97.091763817,-441.519327031,0.0404329,0.0140399,1349.68818834,96.4302682707,1349.68818834,0.4,100,3.73929e-06,-441.519327031,0.316471,-507.052,1.45995,-441.519327031,1.02995,0.00304341
1,0.01,500.0,39.7466,100,0.986668,-445.865,95.0559098553,-449.282148087,0.058062,0.0190173,1688.44795408,94.4246717243,1688.44795408,0.4,100,5.96416e-06,-449.282148087,0.386228,-518.472,1.87637,-449.282148087,1.05201,0.00391446
1,0.01,500.0,40.814,100,1.03925,-442.793,92.5323999872,-447.211635968,0.167737,0.0402938,1428.44701297,86.6736128987,1428.44701297,0.4,100,1.55307e-05,-447.211635968,0.554631,-510.941,4.18752,-447.211635968,1.0807,0.00533685
1,0.01,500.0,35.0778,100,1.00396,-444.224,98.2730132905,-445.514248244,0.0235168,0.017763,1303.80764988,97.7423057615,1303.80764988,0.4,100,2.33318e-06,-445.514248244,0.785567,-513.511,1.78332,-445.514248244,1.01757,0.00782471
1,0.01,500.0,148.942,100,1.68144,-428.697,66.7486296556,-453.164692581,42.5568,0.392499,1500.49123218,6.28853840977,1500.49123218,0.4,100,0.00150525,-453.164692581,0.0851957,-513.344,65.9963,-453.164692581,1.49816,0.000506684
1,0.01,500.0,38.1152,100,1.02004,-443.157,95.6959780714,-446.614865609,0.0628815,0.017872,1631.01395572,94.3546665822,1631.01395572,0.4,100,6.04354e-06,-446.614865609,0.453828,-518.447,1.82301,-446.614865609,1.04498,0.00444914
1,0.01,500.0,47.2479,100,0.948692,-451.574,91.0248494585,-457.749869571,0.092661,0.0179815,2001.22839149,90.7502663468,2001.22839149,0.4,100,1.02955e-05,-457.749869571,0.27194,-525.548,1.70589,-457.749869571,1.0986,0.00286648
1,0.01,500.0,37.9021,100,0.97434,-441.985,95.0305824948,-445.358655577,0.0616592,0.0182867,1402.38787129,93.9584801594,1402.38787129,0.4,100,6.49496e-06,-445.358655577,0.457645,-510.593,1.78175,-445.358655577,1.05229,0.00469697
1,0.01,500.0,41.1004,100,1.00239,-446.241,95.6957160676,-449.385350412,0.0607918,0.016261,1920.40879414,94.3487613832,1920.40879414,0.4,100,6.05023e-06,-449.385350412,0.392366,-519.281,1.62999,-449.385350412,1.04498,0.00391431
1,0.01,500.0,42.6666,100,0.974049,-447.054,94.0236644939,-451.570839461,0.0890078,0.0261272,2046.99395834,91.5017278339,2046.99395834,0.4,100,9.38138e-06,-451.570839461,0.559763,-524.899,2.54492,-451.570839461,1.06356,0.00574676
1,0.01,500.0,42.4895,100,0.9934,-440.872,92.1995776141,-445.700447105,0.0964577,0.0158508,2142.20889297,91.1771390267,2142.20889297,0.4,100,9.77436e-06,-445.700447105,0.238389,-514.005,1.57462,-445.700447105,1.0846,0.00239973
1,0.01,500.0,44.2,100,0.985675,-439.27,96.3864259417,-441.934098926,0.0401979,0.0181879,1824.52188782,96.0650838165,1824.52188782,0.4,100,4.13748e-06,-441.934098926,0.558619,-511.269,1.79274,-441.934098926,1.03749,0.00566738
1,0.01,500.0,41.5676,100,1.00232,-441.33,97.5194106293,-443.139407577,0.0350331,0.0195994,1792.26469912,96.6629600746,1792.26469912,0.4,100,3.4871e-06,-443.139407577,0.730191,-514.132,1.96449,-443.139407577,1.02544,0.00728499
1,0.01,500.0,35.2099,100,0.992022,-437.472,98.0393320999,-438.83132999,0.0241436,0.0183714,1246.83289031,97.6287540704,1246.83289031,0.4,100,2.45334e-06,-438.83132999,0.69358,-501.802,1.82249,-438.83132999,1.02,0.00699158
1,0.01,500.0,34.6691,100,1.02093,-437.095,97.5428381792,-438.562407527,0.0244278,0.0122764,1179.39236952,97.7324118473,1179.39236952,0.4,100,2.34363e-06,-438.562407527,0.541706,-502.541,1.25334,-438.562407527,1.02519,0.00530598
1,0.01,500.0,40.7249,100,1.00235,-444.756,98.3278214511,-445.972778816,0.0176247,0.0144182,1663.94017359,98.2929768962,1663.94017359,0.4,100,1.75423e-06,-445.972778816,0.752395,-516.989,1.4452,-445.972778816,1.01701,0.00750633
1,0.01,500.0,32.0439,100,1.00987,-446.327,97.8508207418,-447.733409574,0.0307382,0.0204655,964.997791249,97.1025650358,964.997791249,0.4,100,3.01404e-06,-447.733409574,0.73321,-512.143,2.06674,-447.733409574,1.02196,0.00726045
1,0.01,500.0,31.9058,100,1.0006,-439.161,98.1930418627,-440.464998838,0.0196271,0.0142441,1089.64465165,98.0962202496,1089.64465165,0.4,100,1.96034e-06,-440.464998838,0.698028,-506.787,1.42527,-440.464998838,1.0184,0.00697607
1,0.01,500.0,34.839,100,1.00966,-442.902,96.3186948638,-445.458681849,0.044949,0.0158727,1186.08880963,95.8174283319,1186.08880963,0.4,100,4.40926e-06,-445.458681849,0.5291,-510.039,1.60261,-445.458681849,1.03822,0.00524036
1,0.01,500.0,38.5895,100,0.999815,-447.073,96.183142913,-449.74524718,0.0495557,0.0177377,1502.38154177,95.3217573649,1502.38154177,0.4,100,4.9574e-06,-449.74524718,0.493435,-516.721,1.77344,-449.74524718,1.03968,0.00493526
1,0.01,500.0,44.2042,100,1.02302,-435.349,93.764969675,-439.634904522,0.108156,0.0319221,1573.42034108,90.7185711242,1573.42034108,0.4,100,1.03344e-05,-439.634904522,0.638571,-505.013,3.26568,-439.634904522,1.0665,0.00624205
1,0.01,500.0,45.0057,100,1.04097,-436.784,94.9428166048,-439.848954521,0.0943835,0.0269745,1553.17840187,92.0615546304,1553.17840187,0.4,100,8.71007e-06,-439.848954521,0.67067,-505.823,2.80796,-439.848954521,1.05327,0.00644276
1,0.01,500.0,35.1406,100,0.997779,-441.154,94.4328932263,-445.395335256,0.0582841,0.0169877,1548.96153397,94.5216949807,1548.96153397,0.4,100,5.85439e-06,-445.395335256,0.448884,-515.895,1.69499,-445.395335256,1.05895,0.00449884
1,0.01,500.0,37.4457,100,1.00432,-444.466,95.1276038415,-447.967968937,0.0459101,0.0150425,1579.87625808,95.6882264816,1579.87625808,0.4,100,4.5516e-06,-447.967968937,0.353982,-516.193,1.51075,-447.967968937,1.05122,0.00352459
1,0.01,500.0,34.742,100,0.974667,-442.395,94.6479066479,-446.202758469,0.0670703,0.0139236,1477.12474675,93.4670077964,1477.12474675,0.4,100,7.06021e-06,-446.202758469,0.153909,-511.965,1.35709,-446.202758469,1.05655,0.0015791
1,0.01,500.0,39.7985,100,1.03088,-447.212,94.5389778224,-451.440404601,0.0646989,0.0156466,1824.72983479,94.3154294107,1824.72983479,0.4,100,6.08809e-06,-451.440404601,0.493926,-525.174,1.61298,-451.440404601,1.05776,0.00479131
1,0.01,500.0,44.0701,100,0.999974,-444.512,97.3759049249,-446.566316603,0.0272486,0.0168336,2037.31559924,97.3731373582,2037.31559924,0.4,100,2.725e-06,-446.566316603,0.693517,-519.181,1.68331,-446.566316603,1.02695,0.00693535
1,0.01,500.0,40.1768,100,0.97839,-444.092,97.9204616169,-445.514810912,0.0228104,0.01624,1668.44128295,97.6952815375,1668.44128295,0.4,100,2.38291e-06,-445.514810912,0.774558,-513.246,1.58891,-445.514810912,1.02124,0.00791666
