AvgNormIw,VarRet,Delta,ESSClassic,VarDiscRet,VarJ,AvgEpLen,MaxNormIw,J,AvgVanillaIw,MinVanillaIw,EpsThisIter,VanillaAvgRet,AvgRet,MinNormIw,Bound,ESSRenyi,IterType,BatchSize,AvgDiscRet,VarNormIw,eRenyi2,MaxVanillaIw,VarVanillaIw
0.0049999994,0.06961199508569048,0.85,200.00000010221265,0.06961199508569048,0.25027883,500.0,0.005,4999.747,1.0,1.0,100,4999.748137044175,4999.748137044175,0.005,4851.225,500.0,2,500,4999.748137044175,2.179301e-19,1.0,1.0,
0.0033333336,0.045895115516282746,0.85,299.999969473632,0.045895115516282746,0.23895977,500.0,0.0033333334,4999.7573,1.0,1.0,100,4999.777014015054,4999.777014015054,0.0033333334,4878.4897,500.0,2,500,4999.777014015054,5.4391416e-20,1.0,1.0,
0.0024999997,0.05252285905583109,0.85,400.0,0.05252285905583109,0.23630628,500.0,0.0025,4999.76,1.0,1.0,100,4999.766395190333,4999.766395190333,0.0025,4894.739,500.0,2,500,4999.766395190333,5.434597e-20,1.0,1.0,
0.0020000003,0.056881260791992336,0.85,500.00000664260017,0.056881260791992336,0.2365234,500.0,0.002,4999.7617,1.0,1.0,100,4999.767770419535,4999.767770419535,0.002,4905.828,500.0,1,500,4999.767770419535,5.431875e-20,1.0,1.0,
0.009999998,0.050173858134353724,0.85,100.0,0.050173858134353724,0.2228611,500.0,0.01,4999.7744,1.0,1.0,100,4999.774228525018,4999.774228525018,0.01,4789.7324,500.0,2,500,4999.774228525018,3.5044917e-18,1.0,1.0,
0.0049999994,0.05589024606166049,0.85,200.00000010221265,0.05589024606166049,0.22915258,500.0,0.005,4999.7705,1.0,1.0,100,4999.766656575138,4999.766656575138,0.005,4851.2485,500.0,2,500,4999.766656575138,2.179301e-19,1.0,1.0,
0.0033333336,0.0507851388672463,0.85,299.999969473632,0.0507851388672463,0.22786792,500.0,0.0033333334,4999.7617,1.0,1.0,100,4999.743760418797,4999.743760418797,0.0033333334,4878.494,500.0,2,500,4999.743760418797,5.4391416e-20,1.0,1.0,
0.0024999997,0.02987258396625479,0.85,400.0,0.02987258396625479,0.21617638,500.0,0.0025,4999.7734,1.0,1.0,100,4999.807410280108,4999.807410280108,0.0025,4894.7524,500.0,2,500,4999.807410280108,5.434597e-20,1.0,1.0,
0.002,249977.79261511576,0.85,494.6665378614174,249977.79261511576,192.34993,495.01,0.0031674649,4991.1646,0.99403685,0.8557327,100,4949.779497686654,4949.779497686654,0.0017217323,4896.6196,493.5536144062965,1,500,4949.779497686654,4.3213763e-08,1.0130612,1.5742884,0.010674981
0.009999998,0.04871782693936259,0.85,100.0,0.04871782693936259,0.21963795,500.0,0.01,4999.795,1.0,1.0,100,4999.795169558877,4999.795169558877,0.01,4789.753,500.0,2,500,4999.795169558877,3.5044917e-18,1.0,1.0,
0.0049999994,0.08923457181560872,0.85,200.00000010221265,0.08923457181560872,0.261897,500.0,0.005,4999.778,1.0,1.0,100,4999.760524941208,4999.760524941208,0.005,4851.256,500.0,2,500,4999.760524941208,2.179301e-19,1.0,1.0,
0.0033333336,0.05465729066004241,0.85,299.999969473632,0.05465729066004241,0.25256863,500.0,0.0033333334,4999.7744,1.0,1.0,100,4999.767857957639,4999.767857957639,0.0033333334,4878.507,500.0,2,500,4999.767857957639,5.4391416e-20,1.0,1.0,
0.0024999997,0.07311787222682803,0.85,400.0,0.07311787222682803,0.25702044,500.0,0.0025,4999.7676,1.0,1.0,100,4999.749475803293,4999.749475803293,0.0025,4894.7466,500.0,2,500,4999.749475803293,5.434597e-20,1.0,1.0,
0.002,0.0760924143161405,0.85,500.0000011502618,0.0760924143161405,0.26060504,500.0,0.0020004513,4999.7666,0.9999899,0.9993286,100,4999.755942674527,4999.755942674527,0.0019986774,4905.833,500.0,1,500,4999.755942674527,8.9167667e-14,1.0,1.0002155,2.2290807e-08
0.009999998,0.05611459891635042,0.85,100.0,0.05611459891635042,0.23568009,500.0,0.01,4999.755,1.0,1.0,100,4999.754848502178,4999.754848502178,0.01,4789.713,500.0,2,500,4999.754848502178,3.5044917e-18,1.0,1.0,
0.0049999994,0.04666030266541878,0.85,200.00000010221265,0.04666030266541878,0.22565277,500.0,0.005,4999.7617,1.0,1.0,100,4999.768757074874,4999.768757074874,0.005,4851.2397,500.0,2,500,4999.768757074874,2.179301e-19,1.0,1.0,
0.0033333336,248979.78618083076,0.85,299.999969473632,248979.78618083076,287.60483,495.02,0.0033333334,4983.131,1.0,1.0,100,4949.868861933541,4949.868861933541,0.0033333334,4861.8633,500.0,2,500,4949.868861933541,5.4391416e-20,1.0,1.0,
0.0024999997,0.06333708757975016,0.85,400.0,0.06333708757975016,249.17725,500.0,0.0025,4987.289,1.0,1.0,100,4999.762325440549,4999.762325440549,0.0025,4882.268,500.0,2,500,4999.762325440549,5.434597e-20,1.0,1.0,
0.0019999999,0.047244954910446196,0.85,478.50171189047694,0.047244954910446196,53.7156,500.0,0.0027273684,4997.3584,1.0039163,0.20592198,100,4999.751862180859,4999.751862180859,0.00041023735,4901.3193,478.3154299258243,1,500,4999.751862180859,1.8007387e-07,1.0453353,1.3690248,0.045371763
0.009999998,0.05492344129013452,0.85,100.0,0.05492344129013452,0.23319077,500.0,0.01,4999.772,1.0,1.0,100,4999.772078674984,4999.772078674984,0.01,4789.73,500.0,2,500,4999.772078674984,3.5044917e-18,1.0,1.0,
0.0049999994,249976.57730921425,0.85,200.00000010221265,249976.57730921425,352.65216,495.01,0.005,4974.7695,1.0,1.0,100,4949.767484500892,4949.767484500892,0.005,4826.2476,500.0,2,500,4949.767484500892,2.179301e-19,1.0,1.0,
0.0033333336,0.044238596644988484,0.85,299.999969473632,0.044238596644988484,288.1808,500.0,0.0033333334,4983.11,1.0,1.0,100,4999.790283807842,4999.790283807842,0.0033333334,4861.8423,500.0,2,500,4999.790283807842,5.4391416e-20,1.0,1.0,
0.0024999997,0.04989885037570802,0.85,400.0,0.04989885037570802,249.67603,500.0,0.0025,4987.2734,1.0,1.0,100,4999.762113999883,4999.762113999883,0.0025,4882.2524,500.0,2,500,4999.762113999883,5.434597e-20,1.0,1.0,
0.002,0.04842145056271761,0.85,478.4017016130735,0.04842145056271761,126.75366,500.0,0.003372986,4994.107,0.99837786,0.18966153,100,4999.789190306732,4999.789190306732,0.0003799394,4898.126,478.8995197993015,1,500,4999.789190306732,1.8094899e-07,1.0440603,1.6837573,0.045090605
0.009999998,0.08575953679280694,0.85,100.0,0.08575953679280694,0.29142278,500.0,0.01,4999.759,1.0,1.0,100,4999.759138670642,4999.759138670642,0.01,4789.717,500.0,2,500,4999.759138670642,3.5044917e-18,1.0,1.0,
0.0049999994,0.04533291810721477,0.85,200.00000010221265,0.04533291810721477,0.25516048,500.0,0.005,4999.7734,1.0,1.0,100,4999.787701578943,4999.787701578943,0.005,4851.2515,500.0,2,500,4999.787701578943,2.179301e-19,1.0,1.0,
0.0033333336,0.04612711316817852,0.85,299.999969473632,0.04612711316817852,0.24219637,500.0,0.0033333334,4999.7773,1.0,1.0,100,4999.7855070391115,4999.7855070391115,0.0033333334,4878.51,500.0,2,500,4999.7855070391115,5.4391416e-20,1.0,1.0,
0.0024999997,0.08007982107903479,0.85,400.0,0.08007982107903479,0.25350857,500.0,0.0025,4999.765,1.0,1.0,100,4999.728460785916,4999.728460785916,0.0025,4894.744,500.0,2,500,4999.728460785916,5.434597e-20,1.0,1.0,
0.0020000003,0.04796536593246035,0.85,500.00000664260017,0.04796536593246035,0.24682143,500.0,0.002,4999.764,1.0,1.0,100,4999.756888346764,4999.756888346764,0.002,4905.8306,500.0,1,500,4999.756888346764,5.431875e-20,1.0,1.0,
0.009999998,0.062361537177031544,0.85,100.0,0.062361537177031544,0.24847321,500.0,0.01,4999.785,1.0,1.0,100,4999.7845188946585,4999.7845188946585,0.01,4789.743,500.0,2,500,4999.7845188946585,3.5044917e-18,1.0,1.0,
0.0049999994,0.05580778851442399,0.85,200.00000010221265,0.05580778851442399,0.24203742,500.0,0.005,4999.775,1.0,1.0,100,4999.765801939113,4999.765801939113,0.005,4851.253,500.0,2,500,4999.765801939113,2.179301e-19,1.0,1.0,
0.0033333336,0.04775384920959554,0.85,299.999969473632,0.04775384920959554,0.23419663,500.0,0.0033333334,4999.78,1.0,1.0,100,4999.7879688975245,4999.7879688975245,0.0033333334,4878.512,500.0,2,500,4999.7879688975245,5.4391416e-20,1.0,1.0,
0.0024999997,0.05284198603723393,0.85,400.0,0.05284198603723393,0.23288432,500.0,0.0025,4999.7812,1.0,1.0,100,4999.789894476487,4999.789894476487,0.0025,4894.7603,500.0,2,500,4999.789894476487,5.434597e-20,1.0,1.0,
0.0019999999,0.04843142577366261,0.85,499.99986906513374,0.04843142577366261,0.23012067,500.0,0.0020028492,4999.784,0.999998,0.9984647,100,4999.790559959577,4999.790559959577,0.0019969335,4905.8506,499.99988079073887,1,500,4999.790559959577,9.864383e-13,1.0000002,1.0014226,2.4661034e-07
0.009999998,0.05550996145195002,0.85,100.0,0.05550996145195002,0.2344399,500.0,0.01,4999.753,1.0,1.0,100,4999.752682228737,4999.752682228737,0.01,4789.711,500.0,2,500,4999.752682228737,3.5044917e-18,1.0,1.0,
0.0049999994,0.0474835999083288,0.85,200.00000010221265,0.0474835999083288,0.22602184,500.0,0.005,4999.7627,1.0,1.0,100,4999.773321786746,4999.773321786746,0.005,4851.2407,500.0,2,500,4999.773321786746,2.179301e-19,1.0,1.0,
0.0033333336,0.05393422708159811,0.85,299.999969473632,0.05393422708159811,0.22779801,500.0,0.0033333334,4999.767,1.0,1.0,100,4999.774952887274,4999.774952887274,0.0033333334,4878.4995,500.0,2,500,4999.774952887274,5.4391416e-20,1.0,1.0,
0.0024999997,0.05218339527149249,0.85,400.0,0.05218339527149249,0.22781067,500.0,0.0025,4999.7617,1.0,1.0,100,4999.74869494874,4999.74869494874,0.0025,4894.7407,500.0,2,500,4999.74869494874,5.434597e-20,1.0,1.0,
0.002,0.06598145079513174,0.85,499.9952702034832,0.06598145079513174,0.2340556,500.0,0.0020137406,4999.754,1.0000714,0.99088216,100,4999.713542069038,4999.713542069038,0.001981623,4905.82,499.9945164328203,1,500,4999.713542069038,3.7943003e-11,1.000011,1.0069422,9.487101e-06
0.009999998,0.05967699852211354,0.85,100.0,0.05967699852211354,0.24304768,500.0,0.01,4999.755,1.0,1.0,100,4999.754968909834,4999.754968909834,0.01,4789.713,500.0,2,500,4999.754968909834,3.5044917e-18,1.0,1.0,
0.0049999994,0.07368481712226203,0.85,200.00000010221265,0.07368481712226203,0.25718176,500.0,0.005,4999.7437,1.0,1.0,100,4999.732063790725,4999.732063790725,0.005,4851.2217,500.0,2,500,4999.732063790725,2.179301e-19,1.0,1.0,
0.0033333336,0.058523515501509873,0.85,299.999969473632,0.058523515501509873,0.2519936,500.0,0.0033333334,4999.75,1.0,1.0,100,4999.7642300782645,4999.7642300782645,0.0033333334,4878.4824,500.0,2,500,4999.7642300782645,5.4391416e-20,1.0,1.0,
0.0024999997,0.04089724669646941,0.85,400.0,0.04089724669646941,0.24047741,500.0,0.0025,4999.756,1.0,1.0,100,4999.771190198647,4999.771190198647,0.0025,4894.735,500.0,2,500,4999.771190198647,5.434597e-20,1.0,1.0,
0.0019999999,0.0540153403015306,0.85,499.9999771286497,0.0540153403015306,0.23865163,500.0,0.0020002935,4999.7563,0.9999971,0.99970454,100,4999.755608634049,4999.755608634049,0.001999415,4905.8228,500.0,1,500,4999.755608634049,1.1017283e-14,1.0,1.0001438,2.7541258e-09
0.009999998,0.10453731016588456,0.85,100.0,0.10453731016588456,0.32171983,500.0,0.01,4999.714,1.0,1.0,100,4999.713959680664,4999.713959680664,0.01,4789.672,500.0,2,500,4999.713959680664,3.5044917e-18,1.0,1.0,
0.0049999994,0.05798623267923742,0.85,200.00000010221265,0.05798623267923742,0.2865548,500.0,0.005,4999.755,1.0,1.0,100,4999.795362253437,4999.795362253437,0.005,4851.233,500.0,2,500,4999.795362253437,2.179301e-19,1.0,1.0,
0.0033333336,249977.7810998242,0.85,299.999969473632,249977.7810998242,288.18,495.01,0.0033333334,4983.0967,1.0,1.0,100,4949.779442986061,4949.779442986061,0.0033333334,4861.829,500.0,2,500,4949.779442986061,5.4391416e-20,1.0,1.0,
0.0024999997,0.04796209754178477,0.85,400.0,0.04796209754178477,249.67564,500.0,0.0025,4987.2656,1.0,1.0,100,4999.771870935686,4999.771870935686,0.0025,4882.2446,500.0,2,500,4999.771870935686,5.434597e-20,1.0,1.0,
0.002,0.0794078405547923,0.85,486.4130637883177,0.0794078405547923,167.42097,500.0,0.0031793446,4992.262,1.0062389,0.44114152,100,4999.723954675657,4999.723954675657,0.0008768127,4897.1636,487.82287428038546,1,500,4999.723954675657,1.1195534e-07,1.0249622,1.5995901,0.02833916
0.009999998,0.04016817816524071,0.85,100.0,0.04016817816524071,0.19943483,500.0,0.01,4999.787,1.0,1.0,100,4999.786871580478,4999.786871580478,0.01,4789.745,500.0,2,500,4999.786871580478,3.5044917e-18,1.0,1.0,
0.0049999994,0.05525401711578695,0.85,200.00000010221265,0.05525401711578695,0.21755846,500.0,0.005,4999.7773,1.0,1.0,100,4999.767660711991,4999.767660711991,0.005,4851.2554,500.0,2,500,4999.767660711991,2.179301e-19,1.0,1.0,
0.0033333336,0.056611593373931235,0.85,299.999969473632,0.056611593373931235,0.22415704,500.0,0.0033333334,4999.7793,1.0,1.0,100,4999.782924610721,4999.782924610721,0.0033333334,4878.5117,500.0,2,500,4999.782924610721,5.4391416e-20,1.0,1.0,
0.0024999997,0.19890138416576886,0.85,400.0,0.19890138416576886,0.29573655,500.0,0.0025,4999.7656,1.0,1.0,100,4999.725013392639,4999.725013392639,0.0025,4894.7446,500.0,2,500,4999.725013392639,5.434597e-20,1.0,1.0,
0.0020000003,0.07225816935072761,0.85,500.00000664260017,0.07225816935072761,0.29139304,500.0,0.002,4999.7534,1.0,1.0,100,4999.70267061378,4999.70267061378,0.002,4905.82,500.0,1,500,4999.70267061378,5.431875e-20,1.0,1.0,
0.009999998,0.04669613441875965,0.85,100.0,0.04669613441875965,0.21501398,500.0,0.01,4999.754,1.0,1.0,100,4999.754301440976,4999.754301440976,0.01,4789.712,500.0,2,500,4999.754301440976,3.5044917e-18,1.0,1.0,
0.0049999994,0.06289545787898396,0.85,200.00000010221265,0.06289545787898396,0.23291731,500.0,0.005,4999.752,1.0,1.0,100,4999.749652946473,4999.749652946473,0.005,4851.23,500.0,2,500,4999.749652946473,2.179301e-19,1.0,1.0,
0.0033333336,0.05496840979326117,0.85,299.999969473632,0.05496840979326117,0.23313127,500.0,0.0033333334,4999.7563,1.0,1.0,100,4999.7666508999255,4999.7666508999255,0.0033333334,4878.489,500.0,2,500,4999.7666508999255,5.4391416e-20,1.0,1.0,
0.0024999997,0.0619054741267514,0.85,400.0,0.0619054741267514,0.23683076,500.0,0.0025,4999.7554,1.0,1.0,100,4999.751265535591,4999.751265535591,0.0025,4894.7344,500.0,2,500,4999.751265535591,5.434597e-20,1.0,1.0,
0.0020000003,0.08603740843982274,0.85,500.00000664260017,0.08603740843982274,0.24986008,500.0,0.002,4999.7446,1.0,1.0,100,4999.698165377638,4999.698165377638,0.002,4905.811,500.0,1,500,4999.698165377638,5.431875e-20,1.0,1.0,
0.009999998,35.79478185201118,0.85,100.0,35.79478185201118,5.9528823,499.95,0.01,4999.1177,1.0,1.0,100,4999.117717949328,4999.117717949328,0.01,4789.0757,500.0,2,500,4999.117717949328,3.5044917e-18,1.0,1.0,
0.0049999994,0.04616679608181219,0.85,200.00000010221265,0.04616679608181219,4.224509,500.0,0.005,4999.442,1.0,1.0,100,4999.7664546317355,4999.7664546317355,0.005,4850.92,500.0,2,500,4999.7664546317355,2.179301e-19,1.0,1.0,
0.0033333336,0.05947790551392847,0.85,299.999969473632,0.05947790551392847,3.456012,500.0,0.0033333334,4999.5576,1.0,1.0,100,4999.788923864185,4999.788923864185,0.0033333334,4878.29,500.0,2,500,4999.788923864185,5.4391416e-20,1.0,1.0,
0.0024999997,0.06747535566819156,0.85,400.0,0.06747535566819156,2.9972484,500.0,0.0025,4999.612,1.0,1.0,100,4999.774189088838,4999.774189088838,0.0025,4894.591,500.0,2,500,4999.774189088838,5.434597e-20,1.0,1.0,
0.0019999999,0.10794667099646252,0.85,499.90074074477053,0.10794667099646252,2.3546445,500.0,0.0020368153,4999.655,0.99999094,0.8754316,100,4999.747126171371,4999.747126171371,0.001750879,4905.712,499.90131418987534,1,500,4999.747126171371,7.959663e-10,1.0001974,1.0183984,0.00019898798
0.009999998,0.06568315442764344,0.85,100.0,0.06568315442764344,0.25501645,500.0,0.01,4999.776,1.0,1.0,100,4999.775995385262,4999.775995385262,0.01,4789.734,500.0,2,500,4999.775995385262,3.5044917e-18,1.0,1.0,
0.0049999994,0.09388926664296063,0.85,200.00000010221265,0.09388926664296063,0.28204566,500.0,0.005,4999.752,1.0,1.0,100,4999.728573570177,4999.728573570177,0.005,4851.23,500.0,2,500,4999.728573570177,2.179301e-19,1.0,1.0,
0.0033333336,0.04501243087813043,0.85,299.999969473632,0.04501243087813043,0.26225495,500.0,0.0033333334,4999.7734,1.0,1.0,100,4999.815541033894,4999.815541033894,0.0033333334,4878.506,500.0,2,500,4999.815541033894,5.4391416e-20,1.0,1.0,
0.0024999997,0.06812422462294367,0.85,400.0,0.06812422462294367,0.2616649,500.0,0.0025,4999.7705,1.0,1.0,100,4999.761923531591,4999.761923531591,0.0025,4894.7495,500.0,2,500,4999.761923531591,5.434597e-20,1.0,1.0,
0.0019999999,249976.5969531771,0.85,488.3874590567407,249976.5969531771,168.02716,495.01,0.0033258926,4992.2617,1.0060332,0.56998193,100,4949.767758684908,4949.767758684908,0.0011331275,4897.1924,488.1259799780441,1,500,4949.767758684908,9.530044e-08,1.0243257,1.6729792,0.02411346
0.009999998,0.052905659952632945,0.85,100.0,0.052905659952632945,0.22887191,500.0,0.01,4999.7793,1.0,1.0,100,4999.779094315733,4999.779094315733,0.01,4789.7373,500.0,2,500,4999.779094315733,3.5044917e-18,1.0,1.0,
0.0049999994,0.07322006546787707,0.85,200.00000010221265,0.07322006546787707,0.25053146,500.0,0.005,4999.7607,1.0,1.0,100,4999.742668477602,4999.742668477602,0.005,4851.239,500.0,2,500,4999.742668477602,2.179301e-19,1.0,1.0,
0.0033333336,0.04246793729343782,0.85,299.999969473632,0.04246793729343782,0.23728096,500.0,0.0033333334,4999.776,1.0,1.0,100,4999.805544065835,4999.805544065835,0.0033333334,4878.5083,500.0,2,500,4999.805544065835,5.4391416e-20,1.0,1.0,
0.0024999997,0.054890997885541706,0.85,400.0,0.054890997885541706,0.2362932,500.0,0.0025,4999.7725,1.0,1.0,100,4999.7648347044005,4999.7648347044005,0.0025,4894.7515,500.0,2,500,4999.7648347044005,5.434597e-20,1.0,1.0,
0.0020000003,0.048007505386452626,0.85,500.00000664260017,0.048007505386452626,0.23284388,500.0,0.002,4999.7773,1.0,1.0,100,4999.78934102665,4999.78934102665,0.002,4905.8438,500.0,1,500,4999.78934102665,5.431875e-20,1.0,1.0,
0.009999998,0.05240803552002855,0.85,100.0,0.05240803552002855,0.227788,500.0,0.01,4999.7793,1.0,1.0,100,4999.778992097363,4999.778992097363,0.01,4789.7373,500.0,2,500,4999.778992097363,3.5044917e-18,1.0,1.0,
0.0049999994,0.0533435220245718,0.85,200.00000010221265,0.0533435220245718,0.22894043,500.0,0.005,4999.771,1.0,1.0,100,4999.762638261507,4999.762638261507,0.005,4851.249,500.0,2,500,4999.762638261507,2.179301e-19,1.0,1.0,
0.0033333336,0.05213393035377496,0.85,299.999969473632,0.05213393035377496,0.22835134,500.0,0.0033333334,4999.7705,1.0,1.0,100,4999.768761312558,4999.768761312558,0.0033333334,4878.503,500.0,2,500,4999.768761312558,5.4391416e-20,1.0,1.0,
0.0024999997,0.05077224946494178,0.85,400.0,0.05077224946494178,0.22750403,500.0,0.0025,4999.7754,1.0,1.0,100,4999.790980182173,4999.790980182173,0.0025,4894.7544,500.0,2,500,4999.790980182173,5.434597e-20,1.0,1.0,
0.0020000003,0.08290576424024612,0.85,500.00000664260017,0.08290576424024612,0.24087049,500.0,0.002,4999.7686,1.0,1.0,100,4999.740440638021,4999.740440638021,0.002,4905.835,500.0,1,500,4999.740440638021,5.431875e-20,1.0,1.0,
0.009999998,0.06563219180323358,0.85,100.0,0.06563219180323358,0.25490886,500.0,0.01,4999.7563,1.0,1.0,100,4999.756457437607,4999.756457437607,0.01,4789.7144,500.0,2,500,4999.756457437607,3.5044917e-18,1.0,1.0,
0.0049999994,0.05525335249661428,0.85,200.00000010221265,0.05525335249661428,0.24483356,500.0,0.005,4999.7666,1.0,1.0,100,4999.77687316524,4999.77687316524,0.005,4851.2446,500.0,2,500,4999.77687316524,2.179301e-19,1.0,1.0,
0.0033333336,25671.93192759087,0.85,299.999969473632,25671.93192759087,92.352455,498.41,0.0033333334,4994.419,1.0,1.0,100,4983.723319975816,4983.723319975816,0.0033333334,4873.1514,500.0,2,500,4983.723319975816,5.4391416e-20,1.0,1.0,
0.0024999997,0.10876658619096508,0.85,400.0,0.10876658619096508,80.01271,500.0,0.0025,4995.745,1.0,1.0,100,4999.723205815154,4999.723205815154,0.0025,4890.724,500.0,2,500,4999.723205815154,5.434597e-20,1.0,1.0,
0.002,0.049823372324118716,0.85,492.9969798641542,0.049823372324118716,14.521606,500.0,0.0022652505,4999.113,1.0005174,0.20260733,100,4999.783563110951,4999.783563110951,0.00040500515,4904.563,493.5050082303704,1,500,4999.783563110951,5.6934102e-08,1.013161,1.1332113,0.0142482575
0.009999998,0.03597213598564077,0.85,100.0,0.03597213598564077,0.18870023,500.0,0.01,4999.812,1.0,1.0,100,4999.812616088185,4999.812616088185,0.01,4789.77,500.0,2,500,4999.812616088185,3.5044917e-18,1.0,1.0,
0.0049999994,249978.5154463311,0.85,200.00000010221265,249978.5154463311,352.65424,495.01,0.005,4974.8,1.0,1.0,100,4949.786755692562,4949.786755692562,0.005,4826.278,500.0,2,500,4949.786755692562,2.179301e-19,1.0,1.0,
0.0033333336,0.0841748608280272,0.85,299.999969473632,0.0841748608280272,288.18143,500.0,0.0033333334,4983.1216,1.0,1.0,100,4999.764773594771,4999.764773594771,0.0033333334,4861.854,500.0,2,500,4999.764773594771,5.4391416e-20,1.0,1.0,
0.0024999997,0.035830529830139485,0.85,400.0,0.035830529830139485,249.67726,500.0,0.0025,4987.297,1.0,1.0,100,4999.8250531779995,4999.8250531779995,0.0025,4882.276,500.0,2,500,4999.8250531779995,5.434597e-20,1.0,1.0,
0.002,0.06510515651899204,0.85,473.5313796590836,0.06510515651899204,76.144775,500.0,0.0028764694,4996.38,1.0057634,0.2112264,100,4999.7490329647935,4999.7490329647935,0.00042003198,4899.939,474.3379060912945,1,500,4999.7490329647935,2.2403324e-07,1.0541009,1.4465239,0.05665577
0.009999998,0.0523671989080949,0.85,100.0,0.0523671989080949,0.22767389,500.0,0.01,4999.8193,1.0,1.0,100,4999.819753575663,4999.819753575663,0.01,4789.7773,500.0,2,500,4999.819753575663,3.5044917e-18,1.0,1.0,
0.0049999994,0.08654687362725157,0.85,200.00000010221265,0.08654687362725157,0.2661942,500.0,0.005,4999.774,1.0,1.0,100,4999.728133360334,4999.728133360334,0.005,4851.252,500.0,2,500,4999.728133360334,2.179301e-19,1.0,1.0,
0.0033333336,0.060508333567367456,0.85,299.999969473632,0.060508333567367456,0.25937358,500.0,0.0033333334,4999.7686,1.0,1.0,100,4999.756705072447,4999.756705072447,0.0033333334,4878.501,500.0,2,500,4999.756705072447,5.4391416e-20,1.0,1.0,
0.0024999997,0.04988890287693437,0.85,400.0,0.04988890287693437,0.2506111,500.0,0.0025,4999.7676,1.0,1.0,100,4999.76418962855,4999.76418962855,0.0025,4894.7466,500.0,2,500,4999.76418962855,5.434597e-20,1.0,1.0,
0.0020000003,0.060151388111561385,0.85,500.00000664260017,0.060151388111561385,0.24938045,500.0,0.002,4999.7705,1.0,1.0,100,4999.781569757531,4999.781569757531,0.002,4905.837,500.0,1,500,4999.781569757531,5.431875e-20,1.0,1.0,
0.009999998,0.04549880870956164,0.85,100.0,0.04549880870956164,0.2122164,500.0,0.01,4999.7666,1.0,1.0,100,4999.76710767984,4999.76710767984,0.01,4789.7246,500.0,2,500,4999.76710767984,3.5044917e-18,1.0,1.0,
0.0049999994,0.06814132232039727,0.85,200.00000010221265,0.06814132232039727,0.23758563,500.0,0.005,4999.7524,1.0,1.0,100,4999.738564236729,4999.738564236729,0.005,4851.2305,500.0,2,500,4999.738564236729,2.179301e-19,1.0,1.0,
0.0033333336,0.039780461988780685,0.85,299.999969473632,0.039780461988780685,0.22545686,500.0,0.0033333334,4999.7583,1.0,1.0,100,4999.77067765361,4999.77067765361,0.0033333334,4878.4907,500.0,2,500,4999.77067765361,5.4391416e-20,1.0,1.0,
0.0024999997,529.3028416792116,0.85,400.0,529.3028416792116,11.491222,499.78,0.0025,4999.179,1.0,1.0,100,4997.440904280451,4997.440904280451,0.0025,4894.158,500.0,2,500,4997.440904280451,5.434597e-20,1.0,1.0,
0.0019999999,961.0182565160248,0.85,497.3143020215423,961.0182565160248,9.305504,499.7,0.0021338228,4999.189,0.9998421,0.49531794,100,4996.708251217648,4996.708251217648,0.0009907923,4905.0527,497.85075577857907,1,500,4996.708251217648,2.1644905e-08,1.004317,1.0667429,0.005409518
0.009999998,0.1173290365508405,0.85,100.0,0.1173290365508405,0.34082937,500.0,0.01,4999.7354,1.0,1.0,100,4999.7353221635885,4999.7353221635885,0.01,4789.6934,500.0,2,500,4999.7353221635885,3.5044917e-18,1.0,1.0,
0.0049999994,0.04572469884588837,0.85,200.00000010221265,0.04572469884588837,0.28507906,500.0,0.005,4999.759,1.0,1.0,100,4999.782541197164,4999.782541197164,0.005,4851.237,500.0,2,500,4999.782541197164,2.179301e-19,1.0,1.0,
0.0033333336,0.09210273756772402,0.85,299.999969473632,0.09210273756772402,0.2909774,500.0,0.0033333334,4999.752,1.0,1.0,100,4999.738525378716,4999.738525378716,0.0033333334,4878.4844,500.0,2,500,4999.738525378716,5.4391416e-20,1.0,1.0,
0.0024999997,0.06444688244117953,0.85,400.0,0.06444688244117953,0.28186977,500.0,0.0025,4999.753,1.0,1.0,100,4999.7549081621155,4999.7549081621155,0.0025,4894.732,500.0,2,500,4999.7549081621155,5.434597e-20,1.0,1.0,
0.002,0.047185457965438826,0.85,499.9979904498153,0.047185457965438826,0.26939774,500.0,0.0020066982,4999.759,0.99996215,0.98822373,100,4999.778879811527,4999.778879811527,0.0019765222,4905.825,499.99868870125397,1,500,4999.778879811527,1.5782717e-11,1.0000026,1.0033112,3.945387e-06
0.009999998,0.05335973506762253,0.85,100.0,0.05335973506762253,0.22985695,500.0,0.01,4999.779,1.0,1.0,100,4999.779215031814,4999.779215031814,0.01,4789.737,500.0,2,500,4999.779215031814,3.5044917e-18,1.0,1.0,
0.0049999994,0.043545897778412196,0.85,200.00000010221265,0.043545897778412196,0.21929283,500.0,0.005,4999.79,1.0,1.0,100,4999.801092647317,4999.801092647317,0.005,4851.268,500.0,2,500,4999.801092647317,2.179301e-19,1.0,1.0,
0.0033333336,249972.3514671851,0.85,299.999969473632,249972.3514671851,288.1803,495.01,0.0033333334,4983.1025,1.0,1.0,100,4949.725754680966,4949.725754680966,0.0033333334,4861.835,500.0,2,500,4949.725754680966,5.4391416e-20,1.0,1.0,
0.0024999997,0.0636871891755374,0.85,400.0,0.0636871891755374,249.67528,500.0,0.0025,4987.258,1.0,1.0,100,4999.726759126672,4999.726759126672,0.0025,4882.237,500.0,2,500,4999.726759126672,5.434597e-20,1.0,1.0,
