MaxVanillaIw,eRenyi2,VarNormIw,AvgNormIw,AvgRet,EpsThisIter,MinNormIw,VarRet,Bound,Delta,AvgEpLen,MinVanillaIw,BatchSize,ESSClassic,VarDiscRet,ESSRenyi,VarVanillaIw,IterType,VanillaAvgRet,J,VarJ,MaxNormIw,AvgVanillaIw,AvgDiscRet
1.0,1.0,5.43914e-20,0.00333333,2.76758560367,100,0.00333333,243.694603049,1.02619,0.8,500.0,1.0,400,299.999969474,243.694603049,400.0,,2,2.76758560367,2.24195,14.2514,0.00333333,1.0,2.76758560367
366.159,4.03632,9.39961e-05,0.0025,-2.56319410037,100,7.21932e-08,51.7204381988,-2.44711,0.8,500.0,0.000463501,500,24.9972024357,69.1678711229,123.875104196,3874.52,,-2.56319410037,-0.331826,18.4975,0.0570317,16.0507,-4.36367914898
2692.09,3.58059,0.000190907,0.002,-4.54870537809,100,3.68426e-08,41.2602706965,16.0771,0.8,500.0,0.0010057,500,10.281474171,41.2602706965,139.641855588,142253.0,1,-4.54870537809,17.7214,1.33241,0.0986213,54.5945,-4.54870537809
1.0,1.0,3.50449e-18,0.01,-0.745846908935,100,0.01,72.6816610721,-1.42869,0.8,500.0,1.0,500,100.0,72.6816610721,500.0,,2,-0.745846908935,-0.745847,8.48262,0.01,1.0,-0.745846908935
1.0,1.0,2.1793e-19,0.005,-2.61065758047,100,0.005,133.611177797,-2.52133,0.8,500.0,1.0,500,200.000000102,133.611177797,500.0,,2,-2.61065758047,-1.67825,10.1481,0.005,1.0,-2.61065758047
1.0,1.0,5.43914e-20,0.00333333,-0.165535970453,100,0.00333333,43.8101321422,-1.86238,0.8,500.0,1.0,500,299.999969474,43.8101321422,500.0,,2,-0.165535970453,-1.17401,9.14451,0.00333333,1.0,-0.165535970453
1.0,1.0,5.4346e-20,0.0025,1.36397330574,100,0.0025,83.8335928081,-1.13566,0.8,500.0,1.0,500,400.0,83.8335928081,500.0,,2,1.36397330574,-0.539517,9.2018,0.0025,1.0,1.36397330574
2630.15,5.34724,0.000158332,0.002,-0.882021609602,100,1.36304e-06,97.2755524471,14.3222,0.8,500.0,0.0436336,500,12.3445565906,97.2755524471,93.50624984,162252.0,1,-0.882021609602,15.5552,0.887297,0.0821616,64.0239,-0.882021609602
1.0,1.0,3.50449e-18,0.01,-1.43139706385,100,0.01,27.4710343764,-2.06826,0.8,500.0,1.0,500,100.0,27.4710343764,500.0,,2,-1.43139706385,-1.4314,5.21501,0.01,1.0,-1.43139706385
1.0,1.0,2.1793e-19,0.005,5.10767201507,100,0.005,287.974930506,0.506299,0.8,500.0,1.0,500,200.000000102,287.974930506,500.0,,2,5.10767201507,1.83814,12.9165,0.005,1.0,5.10767201507
1.0,1.0,5.43914e-20,0.00333333,-0.731699097235,100,0.00333333,75.0959143679,-0.105916,0.8,500.0,1.0,500,299.999969474,75.0959143679,500.0,,2,-0.731699097235,0.981525,11.7249,0.00333333,1.0,-0.731699097235
1.0,1.0,5.4346e-20,0.0025,-0.229366153894,100,0.0025,44.8691167028,-0.26295,0.8,500.0,1.0,500,400.0,44.8691167028,500.0,,2,-0.229366153894,0.678802,10.6998,0.0025,1.0,-0.229366153894
666.256,7.06753,0.000189064,0.002,-5.01737484706,100,2.50944e-07,33.1891890578,34.7603,0.8,500.0,0.00170338,500,10.3795995608,33.1891890578,70.7461058053,8711.23,1,-5.01737484706,36.9996,4.77681,0.0981535,13.5758,-5.01737484706
1.0,1.0,3.50449e-18,0.01,5.54896636869,100,0.01,132.54787363,4.42614,0.8,500.0,1.0,500,100.0,132.54787363,500.0,,2,5.54896636869,5.54897,11.4552,0.01,1.0,5.54896636869
1.0,1.0,2.1793e-19,0.005,7.62859948552,100,0.005,164.479209404,5.7198,0.8,500.0,1.0,500,200.000000102,164.479209404,500.0,,2,7.62859948552,6.58878,12.17,0.005,1.0,7.62859948552
1.0,1.0,5.43914e-20,0.00333333,3.01066913544,100,0.00333333,136.386009311,4.53428,0.8,500.0,1.0,500,299.999969474,136.386009311,500.0,,2,3.01066913544,5.39608,12.1075,0.00333333,1.0,3.01066913544
1.0,1.0,5.4346e-20,0.0025,1.57418292597,100,0.0025,184.485184313,3.69426,0.8,500.0,1.0,500,400.0,184.485184313,500.0,,2,1.57418292597,4.4406,12.5834,0.0025,1.0,1.57418292597
1966.19,3.94776,0.00018923,0.002,0.412225582462,100,2.41667e-07,76.2561476002,28.1519,0.8,500.0,0.00483892,500,10.3706788211,76.2561476002,126.65423689,75867.1,1,0.412225582462,29.4782,2.66824,0.098196,40.0462,0.412225582462
1.0,1.0,3.50449e-18,0.01,11.179222555,100,0.01,474.972393123,8.98493,0.8,500.0,1.0,500,100.0,474.972393123,500.0,,2,11.179222555,11.1792,21.6846,0.01,1.0,11.179222555
1.0,1.0,2.1793e-19,0.005,-4.28328310022,100,0.005,50.9250061972,1.89637,0.8,500.0,1.0,500,200.000000102,50.9250061972,500.0,,2,-4.28328310022,3.44797,17.8911,0.005,1.0,-4.28328310022
1.0,1.0,5.43914e-20,0.00333333,4.03234964426,100,0.00333333,219.438747869,2.37589,0.8,500.0,1.0,500,299.999969474,219.438747869,500.0,,2,4.03234964426,3.64276,16.9081,0.00333333,1.0,4.03234964426
1.0,1.0,5.4346e-20,0.0025,2.87037049277,100,0.0025,205.183514417,2.35252,0.8,500.0,1.0,500,400.0,205.183514417,500.0,,2,2.87037049277,3.44966,16.2883,0.0025,1.0,2.87037049277
781.202,6.30597,0.000150341,0.002,15.1602142481,100,1.7278e-08,484.198938868,44.0237,0.8,500.0,0.000168499,500,12.983661785,484.198938868,79.2899342958,14298.3,1,15.1602142481,46.7218,4.83523,0.0801049,19.5045,15.1602142481
1.0,1.0,3.50449e-18,0.01,0.87821797168,100,0.01,285.817031703,-0.754564,0.8,500.0,1.0,500,100.0,285.817031703,500.0,,2,0.87821797168,0.878218,16.8214,0.01,1.0,0.87821797168
1.0,1.0,2.1793e-19,0.005,0.899933018841,100,0.005,413.319517193,-0.683491,0.8,500.0,1.0,500,200.000000102,413.319517193,500.0,,2,0.899933018841,0.889076,18.603,0.005,1.0,0.899933018841
1.0,1.0,5.43914e-20,0.00333333,7.78800185375,100,0.00333333,231.427402652,1.90472,0.8,500.0,1.0,500,299.999969474,231.427402652,500.0,,2,7.78800185375,3.18872,17.8231,0.00333333,1.0,7.78800185375
1.0,1.0,5.4346e-20,0.0025,7.85417090427,100,0.0025,119.020227176,3.24311,0.8,500.0,1.0,500,400.0,119.020227176,500.0,,2,7.85417090427,4.35508,16.4859,0.0025,1.0,7.85417090427
1294.17,10.1773,0.000190837,0.002,6.68178690998,100,1.46238e-11,227.321322224,40.3183,0.8,500.0,1.91938e-07,500,10.2851571564,227.321322224,49.1289922788,32874.8,1,6.68178690998,43.4912,3.02973,0.0986034,26.2501,6.68178690998
1.0,1.0,3.50449e-18,0.01,32.5698754783,100,0.01,818.551740391,28.2655,0.8,500.0,1.0,500,100.0,818.551740391,500.0,,2,32.5698754783,32.5699,28.4669,0.01,1.0,32.5698754783
1.0,1.0,2.1793e-19,0.005,21.2450430387,100,0.005,562.923254777,23.8638,0.8,500.0,1.0,500,200.000000102,562.923254777,500.0,,2,21.2450430387,26.9075,26.7562,0.005,1.0,21.2450430387
1.0,1.0,5.43914e-20,0.00333333,16.4091518832,100,0.00333333,123.071629287,20.9229,0.8,500.0,1.0,500,299.999969474,123.071629287,500.0,,2,16.4091518832,23.408,23.2888,0.00333333,1.0,16.4091518832
1.0,1.0,5.4346e-20,0.0025,19.1755275618,100,0.0025,281.854629068,20.1977,0.8,500.0,1.0,500,400.0,281.854629068,500.0,,2,19.1755275618,22.3499,21.9065,0.0025,1.0,19.1755275618
658.209,8.87948,0.000157163,0.002,25.8986685904,100,1.28467e-09,385.819286295,79.6666,0.8,500.0,1.03291e-05,500,12.4340366041,385.819286295,56.3096014203,10160.1,1,25.8986685904,85.4027,4.47733,0.0818637,16.0806,25.8986685904
1.0,1.0,3.50449e-18,0.01,32.7432881471,100,0.01,553.778478053,28.6764,0.8,500.0,1.0,500,100.0,553.778478053,500.0,,2,32.7432881471,32.7433,23.4145,0.01,1.0,32.7432881471
1.0,1.0,2.1793e-19,0.005,22.6942362012,100,0.005,158.030483469,24.8431,0.8,500.0,1.0,500,200.000000102,158.030483469,500.0,,2,22.6942362012,27.7188,19.4317,0.005,1.0,22.6942362012
1.0,1.0,5.43914e-20,0.00333333,15.3902308406,100,0.00333333,329.113618894,21.2613,0.8,500.0,1.0,500,299.999969474,329.113618894,500.0,,2,15.3902308406,23.6093,19.8522,0.00333333,1.0,15.3902308406
1.0,1.0,5.4346e-20,0.0025,32.1923871959,100,0.0025,513.49395807,23.7131,0.8,500.0,1.0,500,400.0,513.49395807,500.0,,2,32.1923871959,25.755,20.8923,0.0025,1.0,32.1923871959
939.568,7.25906,0.000187662,0.002,23.4905830999,100,5.2094e-08,317.737023216,75.7929,0.8,500.0,0.000500495,500,10.4555119546,317.737023216,68.8794425827,17322.1,1,23.4905830999,80.7136,6.90874,0.0977949,19.2151,23.4905830999
1.0,1.0,3.50449e-18,0.01,35.9861157592,100,0.01,477.89031252,32.0438,0.8,500.0,1.0,500,100.0,477.89031252,500.0,,2,35.9861157592,35.9861,21.7511,0.01,1.0,35.9861157592
1.0,1.0,2.1793e-19,0.005,35.1180192398,100,0.005,407.426991196,32.6002,0.8,500.0,1.0,500,200.000000102,407.426991196,500.0,,2,35.1180192398,35.5521,20.9385,0.005,1.0,35.1180192398
1.0,1.0,5.43914e-20,0.00333333,42.8804678932,100,0.00333333,576.43899338,35.5847,0.8,500.0,1.0,500,299.999969474,576.43899338,500.0,,2,42.8804678932,37.9949,22.236,0.00333333,1.0,42.8804678932
1.0,1.0,5.4346e-20,0.0025,35.1853740891,100,0.0025,528.484776054,35.2052,0.8,500.0,1.0,500,400.0,528.484776054,500.0,,2,35.1853740891,37.2925,22.4301,0.0025,1.0,35.1853740891
956.986,4.34663,0.000150953,0.002,35.0132029044,100,1.99949e-07,465.655454868,70.2479,0.8,500.0,0.00238382,500,12.9323543969,465.655454868,115.031579557,21456.1,1,35.0132029044,74.1402,7.10006,0.0802696,23.8443,35.0132029044
1.0,1.0,3.50449e-18,0.01,38.1634990131,100,0.01,382.893664353,34.6906,0.8,500.0,1.0,500,100.0,382.893664353,500.0,,2,38.1634990131,38.1635,19.4696,0.01,1.0,38.1634990131
1.0,1.0,2.1793e-19,0.005,40.232929098,100,0.005,651.297426125,36.154,0.8,500.0,1.0,500,200.000000102,651.297426125,500.0,,2,40.232929098,39.1982,22.6494,0.005,1.0,40.232929098
1.0,1.0,5.43914e-20,0.00333333,40.9434449278,100,0.00333333,346.861220378,37.2944,0.8,500.0,1.0,500,299.999969474,346.861220378,500.0,,2,40.9434449278,39.78,21.3808,0.00333333,1.0,40.9434449278
1.0,1.0,5.4346e-20,0.0025,35.3124726211,100,0.0025,262.255906186,36.5105,0.8,500.0,1.0,500,400.0,262.255906186,500.0,,2,35.3124726211,38.6631,20.2856,0.0025,1.0,35.3124726211
587.909,4.52443,0.000150616,0.002,41.6387155913,100,4.25819e-07,468.911595238,80.776,0.8,500.0,0.00312217,500,12.960565672,468.911595238,110.511093361,8097.16,1,41.6387155913,84.8713,7.8491,0.0801824,14.6643,41.6387155913
1.0,1.0,3.50449e-18,0.01,58.0141638191,100,0.01,453.138852325,53.6636,0.8,500.0,1.0,500,100.0,453.138852325,500.0,,2,58.0141638191,58.0142,21.1804,0.01,1.0,58.0141638191
1.0,1.0,2.1793e-19,0.005,52.377926207,100,0.005,193.768846967,52.1198,0.8,500.0,1.0,500,200.000000102,193.768846967,500.0,,2,52.377926207,55.196,18.1152,0.005,1.0,52.377926207
1.0,1.0,5.43914e-20,0.00333333,39.9769881934,100,0.00333333,181.254058505,47.6112,0.8,500.0,1.0,500,299.999969474,181.254058505,500.0,,2,39.9769881934,50.123,18.1675,0.00333333,1.0,39.9769881934
1.0,1.0,5.4346e-20,0.0025,51.3853389935,100,0.0025,112.508959341,48.2634,0.8,500.0,1.0,500,400.0,112.508959341,500.0,,2,51.3853389935,50.4386,16.6039,0.0025,1.0,51.3853389935
237.01,5.33556,0.000154952,0.002,36.5656239133,100,6.10281e-08,428.332243337,81.6997,0.8,500.0,0.00017791,500,12.6069747898,428.332243337,93.7109119319,1316.86,1,36.5656239133,86.1939,5.25899,0.0813012,5.83042,36.5656239133
1.0,1.0,3.50449e-18,0.01,43.6673320168,100,0.01,454.873265682,39.8593,0.8,500.0,1.0,500,100.0,454.873265682,500.0,,2,43.6673320168,43.6673,21.2209,0.01,1.0,43.6673320168
1.0,1.0,2.1793e-19,0.005,42.9542909347,100,0.005,496.186954261,40.4678,0.8,500.0,1.0,500,200.000000102,496.186954261,500.0,,2,42.9542909347,43.3108,21.7003,0.005,1.0,42.9542909347
1.0,1.0,5.43914e-20,0.00333333,52.4508558813,100,0.00333333,314.202346683,43.8982,0.8,500.0,1.0,500,299.999969474,314.202346683,500.0,,2,52.4508558813,46.3575,20.8851,0.00333333,1.0,52.4508558813
1.0,1.0,5.4346e-20,0.0025,44.0110189923,100,0.0025,254.724217987,43.6411,0.8,500.0,1.0,500,400.0,254.724217987,500.0,,2,44.0110189923,45.7709,19.7792,0.0025,1.0,44.0110189923
1043.09,4.3772,0.000155232,0.002,62.3784624322,100,6.79655e-08,556.974841097,84.9673,0.8,500.0,0.000871246,500,12.5848489781,556.974841097,114.228183372,25508.5,1,62.3784624322,89.1648,3.65303,0.0813712,25.6379,62.3784624322
1.0,1.0,3.50449e-18,0.01,63.0660453689,100,0.01,314.874673679,58.9472,0.8,500.0,1.0,500,100.0,314.874673679,500.0,,2,63.0660453689,63.066,17.6558,0.01,1.0,63.0660453689
1.0,1.0,2.1793e-19,0.005,52.4944089131,100,0.005,338.842672878,54.8677,0.8,500.0,1.0,500,200.000000102,338.842672878,500.0,,2,52.4944089131,57.7802,18.7491,0.005,1.0,52.4944089131
1.0,1.0,5.43914e-20,0.00333333,59.8512614896,100,0.00333333,553.076146513,55.9181,0.8,500.0,1.0,500,299.999969474,553.076146513,500.0,,2,59.8512614896,58.4706,20.4407,0.00333333,1.0,59.8512614896
1.0,1.0,5.4346e-20,0.0025,58.6144526551,100,0.0025,368.290799716,56.2961,0.8,500.0,1.0,500,400.0,368.290799716,500.0,,2,58.6144526551,58.5065,20.1127,0.0025,1.0,58.6144526551
407.336,4.14072,0.000144546,0.002,60.073639516,100,1.25217e-07,179.369519984,81.6881,0.8,500.0,0.00064902,500,13.4901073092,179.369519984,120.752074862,3883.28,1,60.073639516,85.7113,6.03577,0.078588,10.3664,60.073639516
1.0,1.0,3.50449e-18,0.01,69.0994724732,100,0.01,187.997722607,64.8529,0.8,500.0,1.0,500,100.0,187.997722607,500.0,,2,69.0994724732,69.0995,13.6425,0.01,1.0,69.0994724732
1.0,1.0,2.1793e-19,0.005,57.8063776341,100,0.005,248.486710791,60.3948,0.8,500.0,1.0,500,200.000000102,248.486710791,500.0,,2,57.8063776341,63.4529,15.7462,0.005,1.0,57.8063776341
1.0,1.0,5.43914e-20,0.00333333,54.3937823948,100,0.00333333,87.5217005123,57.9363,0.8,500.0,1.0,500,299.999969474,87.5217005123,500.0,,2,54.3937823948,60.4332,14.5745,0.00333333,1.0,54.3937823948
1.0,1.0,5.4346e-20,0.0025,59.405226182,100,0.0025,534.699416575,57.9933,0.8,500.0,1.0,500,400.0,534.699416575,500.0,,2,59.405226182,60.1762,17.0835,0.0025,1.0,59.405226182
351.014,6.39543,0.000143773,0.002,55.0144048455,100,3.7784e-09,122.971099888,79.3305,0.8,500.0,1.69228e-05,500,13.5607087338,122.971099888,78.1808832107,2884.08,1,55.0144048455,84.2681,4.19347,0.0783717,8.95768,55.0144048455
1.0,1.0,3.50449e-18,0.01,67.9443794209,100,0.01,175.847913165,63.3781,0.8,500.0,1.0,500,100.0,175.847913165,500.0,,2,67.9443794209,67.9444,13.1943,0.01,1.0,67.9443794209
1.0,1.0,2.1793e-19,0.005,71.0497686659,100,0.005,111.326322624,66.2682,0.8,500.0,1.0,500,200.000000102,111.326322624,500.0,,2,71.0497686659,69.4971,12.0234,0.005,1.0,71.0497686659
1.0,1.0,5.43914e-20,0.00333333,61.0522068903,100,0.00333333,107.042334536,64.0458,0.8,500.0,1.0,500,299.999969474,107.042334536,500.0,,2,61.0522068903,66.6821,12.1469,0.00333333,1.0,61.0522068903
1.0,1.0,5.4346e-20,0.0025,67.5305132482,100,0.0025,348.781102141,64.5547,0.8,500.0,1.0,500,400.0,348.781102141,500.0,,2,67.5305132482,66.8942,14.0399,0.0025,1.0,67.5305132482
592.681,4.44809,0.000177938,0.002,65.6391864646,100,8.02486e-07,142.211420363,88.2172,0.8,500.0,0.00499182,500,11.0143135028,142.211420363,112.407855823,6885.11,1,65.6391864646,92.6303,6.51778,0.0952795,12.4409,65.6391864646
1.0,1.0,3.50449e-18,0.01,61.8920536019,100,0.01,281.345815631,57.3092,0.8,500.0,1.0,500,100.0,281.345815631,500.0,,2,61.8920536019,61.8921,16.6893,0.01,1.0,61.8920536019
1.0,1.0,2.1793e-19,0.005,79.2601961038,100,0.005,72.6371964388,67.3069,0.8,500.0,1.0,500,200.000000102,72.6371964388,500.0,,2,79.2601961038,70.5761,15.8314,0.005,1.0,79.2601961038
1.0,1.0,5.43914e-20,0.00333333,68.5995053095,100,0.00333333,170.938068305,67.2479,0.8,500.0,1.0,500,299.999969474,170.938068305,500.0,,2,68.5995053095,69.9173,14.9789,0.00333333,1.0,68.5995053095
1.0,1.0,5.4346e-20,0.0025,72.6550448679,100,0.0025,261.799852332,68.2827,0.8,500.0,1.0,500,400.0,261.799852332,500.0,,2,72.6550448679,70.6017,15.3126,0.0025,1.0,72.6550448679
876.68,3.35946,0.000180951,0.002,64.6668689511,100,4.04954e-07,264.697061516,88.0892,0.8,500.0,0.00369552,500,10.8348927474,264.697061516,148.833396106,15069.6,1,64.6668689511,91.8909,4.01501,0.0960662,18.2516,64.6668689511
1.0,1.0,3.50449e-18,0.01,74.3009895123,100,0.01,279.819566657,69.8335,0.8,500.0,1.0,500,100.0,279.819566657,500.0,,2,74.3009895123,74.301,16.644,0.01,1.0,74.3009895123
1.0,1.0,2.1793e-19,0.005,72.0619947835,100,0.005,193.477589516,69.931,0.8,500.0,1.0,500,200.000000102,193.477589516,500.0,,2,72.0619947835,73.1815,15.3472,0.005,1.0,72.0619947835
1.0,1.0,5.43914e-20,0.00333333,64.1427328817,100,0.00333333,122.32296851,67.5146,0.8,500.0,1.0,500,299.999969474,122.32296851,500.0,,2,64.1427328817,70.1686,14.6815,0.00333333,1.0,64.1427328817
1.0,1.0,5.4346e-20,0.0025,68.8604054826,100,0.0025,198.269726347,67.5431,0.8,500.0,1.0,500,400.0,198.269726347,500.0,,2,68.8604054826,69.8415,14.5276,0.0025,1.0,68.8604054826
306.49,3.96209,0.000148219,0.002,67.4975633846,100,3.96936e-07,182.283531748,87.1888,0.8,500.0,0.0015292,500,13.1646005227,182.283531748,126.196037503,2199.83,1,67.4975633846,91.2809,4.13733,0.0795561,7.70499,67.4975633846
1.0,1.0,3.50449e-18,0.01,73.1519576045,100,0.01,127.7933552,68.6915,0.8,500.0,1.0,500,100.0,127.7933552,500.0,,2,73.1519576045,73.152,11.2479,0.01,1.0,73.1519576045
1.0,1.0,2.1793e-19,0.005,77.0405732773,100,0.005,30.0565446544,71.9422,0.8,500.0,1.0,500,200.000000102,30.0565446544,500.0,,2,77.0405732773,75.0963,9.05075,0.005,1.0,77.0405732773
1.0,1.0,5.43914e-20,0.00333333,81.7906917672,100,0.00333333,161.272111263,74.673,0.8,500.0,1.0,500,299.999969474,161.272111263,500.0,,2,81.7906917672,77.3277,10.8531,0.00333333,1.0,81.7906917672
1.0,1.0,5.4346e-20,0.0025,70.4280261628,100,0.0025,98.1181911825,73.3037,0.8,500.0,1.0,500,400.0,98.1181911825,500.0,,2,70.4280261628,75.6028,11.0251,0.0025,1.0,70.4280261628
26.3249,4.31089,2.61498e-05,0.002,71.3367091375,100,7.95139e-09,341.98586984,85.5439,0.8,500.0,6.44825e-06,500,66.4507380751,341.98586984,115.985299196,17.1975,1,71.3367091375,90.1019,20.8543,0.0324614,1.62192,71.3367091375
1.0,1.0,3.50449e-18,0.01,70.0287789855,100,0.01,342.160369685,65.4617,0.8,500.0,1.0,500,100.0,342.160369685,500.0,,2,70.0287789855,70.0288,18.4049,0.01,1.0,70.0287789855
1.0,1.0,2.1793e-19,0.005,71.1131394831,100,0.005,155.557266919,67.3416,0.8,500.0,1.0,500,200.000000102,155.557266919,500.0,,2,71.1131394831,70.571,15.7055,0.005,1.0,71.1131394831
1.0,1.0,5.43914e-20,0.00333333,76.631003286,100,0.00333333,146.817488785,69.7883,0.8,500.0,1.0,500,299.999969474,146.817488785,500.0,,2,76.631003286,72.591,14.8679,0.00333333,1.0,76.631003286
1.0,1.0,5.4346e-20,0.0025,85.0015361875,100,0.0025,10.2086480113,73.2664,0.8,500.0,1.0,500,400.0,10.2086480113,500.0,,2,85.0015361875,75.6936,14.0426,0.0025,1.0,85.0015361875
1.0,1.0,8.19344e-19,0.002,78.4759728828,100,0.002,295.837450038,74.0791,0.8,500.0,0.999998,500,500.000006643,295.837450038,500.0,1.90437e-13,1,78.4759728828,76.2501,14.7503,0.002,1.0,78.4759728828
1.0,1.0,3.50449e-18,0.01,78.6243176321,100,0.01,168.32985609,73.8019,0.8,500.0,1.0,500,100.0,168.32985609,500.0,,2,78.6243176321,78.6243,12.9092,0.01,1.0,78.6243176321
1.0,1.0,2.1793e-19,0.005,78.4373719931,100,0.005,58.7667811046,75.1208,0.8,500.0,1.0,500,200.000000102,58.7667811046,500.0,,2,78.4373719931,78.5308,10.6029,0.005,1.0,78.4373719931
1.0,1.0,5.43914e-20,0.00333333,75.3521872024,100,0.00333333,288.074734332,74.687,0.8,500.0,1.0,500,299.999969474,288.074734332,500.0,,2,75.3521872024,77.4713,13.1247,0.00333333,1.0,75.3521872024
1.0,1.0,5.4346e-20,0.0025,75.8437250418,100,0.0025,101.951442229,74.6532,0.8,500.0,1.0,500,400.0,101.951442229,500.0,,2,75.8437250418,77.0644,12.4468,0.0025,1.0,75.8437250418
1.00076,1.00001,6.33341e-13,0.002,77.5179130132,100,0.00199773,210.527300983,75.0023,0.8,500.0,0.998876,500,500.000830598,210.527300983,499.996185332,1.58337e-07,1,77.5179130132,77.159,12.8676,0.0020015,1.00001,77.5179130132
1.0,1.0,3.50449e-18,0.01,76.7075828976,100,0.01,143.056612311,72.0436,0.8,500.0,1.0,500,100.0,143.056612311,500.0,,2,76.7075828976,76.7076,11.9007,0.01,1.0,76.7075828976
1.0,1.0,2.1793e-19,0.005,78.2163535878,100,0.005,84.5633812587,74.164,0.8,500.0,1.0,500,200.000000102,84.5633812587,500.0,,2,78.2163535878,77.462,10.6415,0.005,1.0,78.2163535878
1.0,1.0,5.43914e-20,0.00333333,73.1787860679,100,0.00333333,74.6609016807,73.3415,0.8,500.0,1.0,500,299.999969474,74.6609016807,500.0,,2,73.1787860679,76.0342,10.2083,0.00333333,1.0,73.1787860679
1.0,1.0,5.4346e-20,0.0025,79.0839071982,100,0.0025,138.32542856,74.4647,0.8,500.0,1.0,500,400.0,138.32542856,500.0,,2,79.0839071982,76.7967,10.6834,0.0025,1.0,79.0839071982
1.0,1.00001,1.31206e-17,0.002,74.0843477543,100,0.00199998,198.549358152,74.1684,0.8,500.0,0.999992,500,500.000323576,198.549358152,499.996185332,3.30052e-12,1,74.0843477543,76.2542,11.4804,0.00200001,1.0,74.0843477543
1.0,1.0,3.50449e-18,0.01,79.3207355014,100,0.01,102.09812366,74.9377,0.8,500.0,1.0,500,100.0,102.09812366,500.0,,2,79.3207355014,79.3207,10.0537,0.01,1.0,79.3207355014
1.0,1.0,2.1793e-19,0.005,67.3789482335,100,0.005,294.995251236,70.2506,0.8,500.0,1.0,500,200.000000102,294.995251236,500.0,,2,67.3789482335,73.3498,15.2385,0.005,1.0,67.3789482335
1.0,1.0,5.43914e-20,0.00333333,78.0326013474,100,0.00333333,174.315610304,72.1966,0.8,500.0,1.0,500,299.999969474,174.315610304,500.0,,2,78.0326013474,74.9108,14.7379,0.00333333,1.0,78.0326013474
1.0,1.0,5.4346e-20,0.0025,77.6619100589,100,0.0025,49.689099249,73.248,0.8,500.0,1.0,500,400.0,49.689099249,500.0,,2,77.6619100589,75.5986,13.2899,0.0025,1.0,77.6619100589
