MaxVanillaIw,MaxNormIw,AvgEpLen,MinNormIw,J,EpsThisIter,VarRet,eRenyi2,AvgDiscRet,VarJ,AvgNormIw,Delta,VarDiscRet,IterType,ESSRenyi,VarVanillaIw,VanillaAvgRet,Bound,MinVanillaIw,VarNormIw,AvgRet,ESSClassic,AvgVanillaIw,BatchSize
1.62764,0.0164935,500.0,0.00506036,-523.195,100,3913.91024261,1.03599,-526.907478525,62.1397,0.01,0.3,3913.91024261,1,96.5261171214,0.0402458,-526.907478525,-637.444,0.499377,4.13263e-06,-526.907478525,96.0695147739,0.986841,100
5.31466,0.0510864,500.0,0.00615843,-526.999,100,3217.10800647,1.09087,-534.232824479,76.8736,0.01,0.3,3217.10800647,1,91.6698995048,0.252116,-534.232824479,-639.895,0.640678,2.32949e-05,-534.232824479,81.2598965904,1.04033,100
1.60687,0.0164145,500.0,0.00426796,-524.141,100,3654.60960326,1.03474,-527.825250235,61.265,0.01,0.3,3654.60960326,1,96.6427154957,0.038456,-527.825250235,-631.49,0.417802,4.01294e-06,-527.825250235,96.1789789405,0.978928,100
1.75474,0.016966,500.0,0.00731173,-530.393,100,3037.38495252,1.03251,-533.504718163,57.268,0.01,0.3,3037.38495252,1,96.8518167232,0.0379101,-533.504718163,-638.108,0.756229,3.54397e-06,-533.504718163,96.6103803635,1.03427,100
1.77444,0.0178743,500.0,0.00516586,-525.57,100,3282.44503991,1.01688,-527.384573924,57.7863,0.01,0.3,3282.44503991,1,98.3401899582,0.0283297,-527.384573924,-635.072,0.512831,2.87462e-06,-527.384573924,97.2328919314,0.99273,100
1.4612,0.0148743,500.0,0.00538774,-531.099,100,2736.65088586,1.02207,-533.398944197,52.6126,0.01,0.3,2736.65088586,1,97.8404464877,0.0235612,-533.398944197,-634.259,0.529271,2.44148e-06,-533.398944197,97.6399647642,0.982363,100
2.71117,0.0265959,500.0,0.00702602,-522.032,100,2103.13410048,1.04486,-526.125880154,47.776,0.01,0.3,2103.13410048,1,95.706612268,0.0810556,-526.125880154,-619.829,0.716227,7.80011e-06,-526.125880154,92.8314678542,1.01939,100
1.27803,0.0128003,500.0,0.00743964,-524.962,100,2603.26789369,1.01382,-526.379891936,50.7005,0.01,0.3,2603.26789369,1,98.6370541782,0.0134274,-526.379891936,-629.674,0.742807,1.34693e-06,-526.379891936,98.6840535865,0.998445,100
1.61859,0.0159548,500.0,0.00653255,-530.751,100,3110.34049845,1.02361,-533.32432936,55.5101,0.01,0.3,3110.34049845,1,97.6936854135,0.0281399,-533.32432936,-636.274,0.662719,2.73419e-06,-533.32432936,97.3644879035,1.01449,100
1.34971,0.0134381,500.0,0.00714413,-525.15,100,2813.8073312,1.01045,-526.218151977,52.7534,0.01,0.3,2813.8073312,1,98.9655148819,0.0111651,-526.218151977,-631.429,0.71755,1.10676e-06,-526.218151977,98.9162082423,1.00439,100
2.31684,0.022388,500.0,0.00511088,-527.252,100,2707.55856221,1.03413,-530.663364606,51.4105,0.01,0.3,2707.55856221,1,96.6998997566,0.0612383,-530.663364606,-631.317,0.528902,5.71825e-06,-530.663364606,94.6422648493,1.03486,100
1.32764,0.0136009,500.0,0.00720352,-528.036,100,9310.24217602,1.02082,-532.22276974,87.0109,0.01,0.3,9310.24217602,1,97.9605411589,0.0194226,-532.22276974,-723.85,0.703164,2.03838e-06,-532.22276974,98.0219023958,0.976139,100
1.72786,0.0170632,500.0,0.00488961,-524.93,100,4495.42969441,1.03382,-528.737795036,66.6323,0.01,0.3,4495.42969441,1,96.7287013084,0.0371531,-528.737795036,-637.462,0.495136,3.62322e-06,-528.737795036,96.5372429594,1.01263,100
1.34786,0.013522,500.0,0.00502651,-518.603,100,2502.0788023,1.03736,-522.125381087,49.4272,0.01,0.3,2502.0788023,1,96.3981114326,0.0409498,-522.125381087,-619.885,0.501037,4.1214e-06,-522.125381087,96.0797695523,0.996789,100
1.34588,0.013296,500.0,0.00203622,-524.325,100,3780.5421019,1.03937,-528.559415028,61.8195,0.01,0.3,3780.5421019,1,96.2118691471,0.0480973,-528.559415028,-634.899,0.206115,4.69409e-06,-528.559415028,95.5592295237,1.01224,100
1.42367,0.0145043,500.0,0.003705,-524.538,100,4171.78792926,1.0445,-529.42216793,62.6515,0.01,0.3,4171.78792926,1,95.7398839563,0.0494663,-529.42216793,-640.442,0.363664,5.13433e-06,-529.42216793,95.1629098589,0.98155,100
6.91626,0.0609264,500.0,0.00475631,-516.546,100,3990.21574483,1.12432,-527.57875112,80.5176,0.01,0.3,3990.21574483,1,88.9429963156,0.842262,-527.57875112,-630.813,0.539928,6.53605e-05,-527.57875112,60.7139081918,1.13518,100
1.4941,0.0149999,500.0,0.00265728,-513.042,100,3665.74317064,1.0606,-519.202849154,61.0751,0.01,0.3,3665.74317064,1,94.2859949587,0.0826851,-519.202849154,-615.408,0.264684,8.33386e-06,-519.202849154,92.3783034847,0.996071,100
1.34817,0.0133839,500.0,0.00671659,-529.627,100,3567.36270645,1.01539,-531.534545827,58.7418,0.01,0.3,3567.36270645,1,98.4839871806,0.0152032,-531.534545827,-649.923,0.676565,1.49835e-06,-531.534545827,98.5383307529,1.0073,100
2.14841,0.0214858,500.0,0.0036262,-519.156,100,3468.72946276,1.04919,-524.869534479,55.6213,0.01,0.3,3468.72946276,1,95.3112166286,0.0842623,-524.869534479,-640.237,0.362592,8.42756e-06,-524.869534479,92.2991930976,0.999921,100
1.64408,0.0159412,500.0,0.00638712,-529.621,100,2686.99415746,1.03492,-533.270711454,49.8092,0.01,0.3,2686.99415746,1,96.6258728008,0.036654,-533.270711454,-636.98,0.658733,3.44598e-06,-533.270711454,96.7009855884,1.03135,100
1.81757,0.0184965,500.0,0.00290642,-517.704,100,9112.53789269,1.03981,-526.969763773,63.8536,0.01,0.3,9112.53789269,1,96.1718622994,0.0814726,-526.969763773,-716.982,0.285601,8.4374e-06,-526.969763773,92.2908932996,0.982656,100
1.80052,0.0185612,500.0,0.0045587,-512.788,100,3432.50305667,1.05077,-518.033189998,60.0955,0.01,0.3,3432.50305667,1,95.1683875074,0.0435282,-518.033189998,-620.335,0.442214,4.6258e-06,-518.033189998,95.6209865097,0.970046,100
1.59487,0.0161,500.0,0.00547369,-517.212,100,2944.32490302,1.03518,-520.461210538,54.8707,0.01,0.3,2944.32490302,1,96.6018490059,0.0382271,-520.461210538,-621.675,0.542226,3.89557e-06,-520.461210538,96.2865696433,0.990603,100
1.47693,0.0147774,500.0,0.0037626,-524.853,100,3100.90919526,1.03977,-529.245297338,52.9997,0.01,0.3,3100.90919526,1,96.1751260172,0.0455199,-529.245297338,-634.378,0.376052,4.55702e-06,-529.245297338,95.6832788955,0.999447,100
1.89659,0.0189645,500.0,0.00541967,-517.645,100,3420.82575686,1.03989,-522.140877326,57.3722,0.01,0.3,3420.82575686,1,96.1637370454,0.0549887,-522.140877326,-625.743,0.542006,5.49807e-06,-522.140877326,94.8378935692,1.00007,100
1.67098,0.0164755,500.0,0.00637396,-526.911,100,3183.83542621,1.03132,-530.39273198,54.973,0.01,0.3,3183.83542621,1,96.9633192434,0.0375444,-530.39273198,-634.649,0.646461,3.64989e-06,-530.39273198,96.5125903447,1.01422,100
1.51313,0.0149282,500.0,0.00585996,-517.806,100,3452.52365686,1.04672,-522.820638948,56.8161,0.01,0.3,3452.52365686,1,95.5361824468,0.0443414,-522.820638948,-623.311,0.593969,4.31589e-06,-522.820638948,95.902342418,1.01361,100
2.00685,0.0201768,500.0,0.00379756,-527.264,100,3856.85288286,1.05735,-533.96125072,58.9691,0.01,0.3,3856.85288286,1,94.5763898159,0.0748425,-533.96125072,-637.26,0.377717,7.56528e-06,-533.96125072,93.0322456803,0.99463,100
1.44082,0.0147244,500.0,0.0085419,-524.109,100,3077.69406337,1.01803,-526.075910531,54.9553,0.01,0.3,3077.69406337,1,98.2291578233,0.0131075,-526.075910531,-628.181,0.835841,1.36893e-06,-526.075910531,98.6629266317,0.97852,100
1.18904,0.0117818,500.0,0.008343,-510.216,100,4195.42964989,1.00419,-510.7434642,63.9539,0.01,0.3,4195.42964989,1,99.5826686957,0.00530716,-510.7434642,-633.968,0.841992,5.21063e-07,-510.7434642,99.486798195,1.00922,100
9.65923,0.0914906,500.0,0.00557385,-516.146,100,3265.82824402,1.10882,-523.73029262,75.3832,0.01,0.3,3265.82824402,1,90.1857532749,0.836234,-523.73029262,-628.123,0.588466,7.50233e-05,-523.73029262,57.3812295234,1.05576,100
2.13682,0.0209617,500.0,0.006228,-530.804,100,2743.01147636,1.03498,-533.772855764,57.3304,0.01,0.3,2743.01147636,1,96.6203748709,0.0575346,-533.772855764,-632.177,0.634878,5.53664e-06,-533.772855764,94.803540215,1.01939,100
1.98913,0.0195543,500.0,0.00319561,-519.79,100,3686.02627413,1.0439,-524.569604424,57.5123,0.01,0.3,3686.02627413,1,95.7947573644,0.0575956,-524.569604424,-627.181,0.325069,5.56604e-06,-524.569604424,94.7774170894,1.01724,100
1.47475,0.0146691,500.0,0.0060939,-529.534,100,8562.57849274,1.02295,-534.124222823,72.2179,0.01,0.3,8562.57849274,1,97.7564151494,0.0222067,-534.124222823,-727.074,0.61265,2.1971e-06,-534.124222823,97.8711515423,1.00535,100
1.66471,0.016818,500.0,0.0055238,-518.067,100,2871.03372439,1.04075,-522.0708927,53.584,0.01,0.3,2871.03372439,1,96.0847500454,0.0449261,-522.0708927,-623.555,0.546768,4.5853e-06,-522.0708927,95.6576922328,0.989841,100
2.05517,0.0202496,500.0,0.00575842,-520.557,100,3591.97887275,1.04528,-525.333382525,57.3806,0.01,0.3,3591.97887275,1,95.6684100442,0.0680648,-525.333382525,-625.48,0.584436,6.60779e-06,-525.333382525,93.8599260686,1.01492,100
1.95146,0.019519,500.0,0.0065778,-519.619,100,3826.77543187,1.02577,-522.16595064,62.4635,0.01,0.3,3826.77543187,1,97.487564496,0.035222,-522.16595064,-627.413,0.657633,3.52377e-06,-522.16595064,96.6290506478,0.999777,100
1.81107,0.0178941,500.0,0.00443984,-521.213,100,3127.50085509,1.03853,-525.111225485,55.8967,0.01,0.3,3127.50085509,1,96.2894958621,0.0535886,-525.111225485,-625.226,0.449357,5.23146e-06,-525.111225485,95.075861454,1.0121,100
2.24853,0.0221951,500.0,0.00447201,-520.435,100,4180.31533026,1.06901,-528.177238193,63.1372,0.01,0.3,4180.31533026,1,93.5448056956,0.0853215,-528.177238193,-633.605,0.453048,8.31332e-06,-528.177238193,92.395642101,1.01308,100
1.61536,0.0162531,500.0,0.00522865,-519.978,100,2386.88714517,1.02463,-522.409730816,49.5414,0.01,0.3,2386.88714517,1,97.5962669458,0.0275674,-522.409730816,-622.27,0.519664,2.79081e-06,-522.409730816,97.3113840872,0.993878,100
1.56979,0.0158388,500.0,0.00576841,-522.204,100,3808.35364339,1.03809,-526.405679604,57.8231,0.01,0.3,3808.35364339,1,96.3307953593,0.0379547,-526.405679604,-629.381,0.571711,3.86388e-06,-526.405679604,96.3157137008,0.991107,100
1.44663,0.0143264,500.0,0.00235983,-509.269,100,3706.33369021,1.06544,-515.764709417,58.4061,0.01,0.3,3706.33369021,1,93.8578684463,0.0744449,-515.764709417,-613.781,0.238287,7.30123e-06,-515.764709417,93.2590702654,1.00976,100
1.5251,0.0149924,500.0,0.0053569,-530.072,100,5457.7185116,1.02522,-533.786301275,67.33,0.01,0.3,5457.7185116,1,97.5400026883,0.0296985,-533.786301275,-671.898,0.544929,2.86999e-06,-533.786301275,97.2372328255,1.01725,100
1.4204,0.0145011,500.0,0.00385281,-521.043,100,3865.66027049,1.03976,-525.875839983,57.2216,0.01,0.3,3865.66027049,1,96.1758206884,0.0380927,-525.875839983,-640.876,0.377385,3.97034e-06,-525.875839983,96.2180268546,0.979506,100
1.30466,0.0133177,500.0,0.00358471,-523.005,100,3602.01422733,1.02574,-525.609880999,59.8398,0.01,0.3,3602.01422733,1,97.4910087682,0.028752,-525.609880999,-628.48,0.351173,2.99595e-06,-525.609880999,97.119469235,0.979642,100
1.70404,0.0166107,500.0,0.00360586,-517.861,100,3688.61890954,1.05761,-523.662055227,59.9509,0.01,0.3,3688.61890954,1,94.5530118441,0.0544923,-523.662055227,-627.707,0.369914,5.17789e-06,-523.662055227,95.1238603204,1.02587,100
1.34126,0.0133481,500.0,0.00875847,-526.743,100,9187.69445816,1.00592,-527.920197345,91.5954,0.01,0.3,9187.69445816,1,99.4114670424,0.00688838,-527.920197345,-721.888,0.880082,6.82224e-07,-527.920197345,99.3291339798,1.00484,100
1.37266,0.013957,500.0,0.00343954,-514.528,100,4407.51358105,1.02165,-518.267697897,58.3718,0.01,0.3,4407.51358105,1,97.8813513835,0.0302266,-518.267697897,-647.295,0.338278,3.12496e-06,-518.267697897,96.9991631957,0.983496,100
1.76491,0.0169891,500.0,0.00221247,-502.87,100,3213.3131482,1.0653,-509.444222525,56.45,0.01,0.3,3213.3131482,1,93.8702723607,0.0700507,-509.444222525,-610.76,0.229842,6.49094e-06,-509.444222525,93.9619766399,1.03885,100
1.21821,0.0121922,500.0,0.00820104,-512.523,100,2955.86433304,1.00863,-513.420595685,53.6593,0.01,0.3,2955.86433304,1,99.1444623239,0.00600118,-513.420595685,-617.662,0.819423,6.01117e-07,-513.420595685,99.4083864737,0.999169,100
1.80595,0.0181313,500.0,0.0037778,-512.674,100,2480.31592283,1.0331,-515.831132288,49.8663,0.01,0.3,2480.31592283,1,96.7962509287,0.0462659,-515.831132288,-615.796,0.376282,4.66349e-06,-515.831132288,95.5868853104,0.996036,100
1.53111,0.0153647,500.0,0.00314316,-515.798,100,4430.105206,1.03849,-520.106804467,66.723,0.01,0.3,4430.105206,1,96.2933202441,0.0375923,-520.106804467,-631.794,0.313219,3.78562e-06,-520.106804467,96.387624522,0.996508,100
1.29746,0.0128637,500.0,0.00389901,-528.157,100,3784.39005661,1.02958,-531.185968731,61.0441,0.01,0.3,3784.39005661,1,97.1265342663,0.0267523,-531.185968731,-632.451,0.393261,2.62972e-06,-531.185968731,97.462668159,1.00862,100
1.42409,0.0141282,500.0,0.00252501,-519.354,100,3031.81373604,1.04446,-524.468075112,55.378,0.01,0.3,3031.81373604,1,95.7432276962,0.0586186,-524.468075112,-626.235,0.254515,5.76947e-06,-524.468075112,94.5968430089,1.00798,100
1.7401,0.0180468,500.0,0.00479812,-514.489,100,3638.28714456,1.0544,-519.706402952,56.8735,0.01,0.3,3638.28714456,1,94.8404776231,0.0556786,-519.706402952,-620.071,0.462641,5.98883e-06,-519.706402952,94.4029217148,0.964213,100
1.41347,0.0137052,500.0,0.00575954,-520.199,100,3783.96882407,1.02556,-522.932681819,60.5471,0.01,0.3,3783.96882407,1,97.5074970601,0.0206315,-522.932681819,-629.636,0.594003,1.93967e-06,-522.932681819,98.11589834,1.03134,100
1.71525,0.017277,500.0,0.00453933,-532.488,100,3614.2710281,1.0435,-536.715149863,61.221,0.01,0.3,3614.2710281,1,95.831790612,0.0550704,-536.715149863,-643.767,0.450662,5.58728e-06,-536.715149863,94.7585424279,0.992793,100
2.18428,0.02189,500.0,0.00625921,-516.223,100,3499.83818866,1.05283,-521.566166977,62.0131,0.01,0.3,3499.83818866,1,94.9818825114,0.0736717,-521.566166977,-623.632,0.62457,7.39909e-06,-521.566166977,93.1748529424,0.997841,100
2.22301,0.0222601,500.0,0.00456673,-514.411,100,9311.8374301,1.03925,-522.092078677,71.043,0.01,0.3,9311.8374301,1,96.2234019734,0.0592311,-522.092078677,-714.955,0.456057,5.93912e-06,-522.092078677,94.4468115565,0.998651,100
1.40485,0.01394,500.0,0.00600626,-523.185,100,9335.05282081,1.02482,-528.247398137,78.1557,0.01,0.3,9335.05282081,1,97.5778871126,0.0280392,-528.247398137,-722.394,0.605298,2.7608e-06,-528.247398137,97.3395383441,1.00778,100
1.42438,0.0140756,500.0,0.00810919,-512.564,100,2533.01358206,1.01578,-514.199912944,50.1939,0.01,0.3,2533.01358206,1,98.4466900169,0.0128932,-514.199912944,-614.324,0.820605,1.25907e-06,-514.199912944,98.7688955402,1.01194,100
3.66994,0.0356248,500.0,0.00324298,-510.225,100,3770.94103083,1.13013,-522.392084115,76.7671,0.01,0.3,3770.94103083,1,88.4856900487,0.254307,-522.392084115,-618.269,0.33408,2.39634e-05,-522.392084115,80.8252392854,1.03016,100
2.44753,0.0239227,500.0,0.00649275,-503.866,100,3407.38815241,1.04222,-508.280806665,60.5113,0.01,0.3,3407.38815241,1,95.9492736441,0.0578243,-508.280806665,-610.554,0.664271,5.52428e-06,-508.280806665,94.8145453373,1.0231,100
1.58154,0.0157599,500.0,0.00635335,-513.277,100,2676.61063167,1.02626,-516.108424639,51.0659,0.01,0.3,2676.61063167,1,97.4407737082,0.0270406,-516.108424639,-619.139,0.637573,2.68511e-06,-516.108424639,97.4106077144,1.00352,100
1.47188,0.0147508,500.0,0.00631693,-517.691,100,3415.24389631,1.02243,-520.09821953,55.9454,0.01,0.3,3415.24389631,1,97.8063490701,0.0250662,-520.09821953,-627.62,0.630326,2.51751e-06,-520.09821953,97.5682909752,0.997835,100
1.46365,0.0147513,500.0,0.003269,-504.889,100,3354.80012104,1.04607,-509.545107864,60.2352,0.01,0.3,3354.80012104,1,95.5955502745,0.0596557,-509.545107864,-607.91,0.324356,6.05955e-06,-509.545107864,94.3405805631,0.992215,100
1.30372,0.0129627,500.0,0.0051752,-514.209,100,3749.99105081,1.02439,-517.234041906,57.1209,0.01,0.3,3749.99105081,1,97.6192656766,0.023649,-517.234041906,-631.813,0.520491,2.33798e-06,-517.234041906,97.7377527588,1.00574,100
1.62942,0.0161835,500.0,0.00535961,-522.46,100,4136.42701639,1.04156,-526.925539685,64.0563,0.01,0.3,4136.42701639,1,96.009518766,0.0430738,-526.925539685,-629.951,0.539628,4.24904e-06,-526.925539685,95.9632722596,1.00684,100
1.82705,0.0182195,500.0,0.00658556,-524.793,100,3634.95299131,1.03234,-527.907122052,61.1483,0.01,0.3,3634.95299131,1,96.8669821043,0.0435412,-527.907122052,-631.927,0.660399,4.32986e-06,-527.907122052,95.8896309578,1.0028,100
1.45734,0.0143004,500.0,0.00537878,-516.171,100,3439.93589214,1.03276,-519.637282604,56.5963,0.01,0.3,3439.93589214,1,96.8278034021,0.0378831,-519.637282604,-625.625,0.548149,3.64766e-06,-519.637282604,96.5147058286,1.0191,100
2.66273,0.0278189,500.0,0.00495119,-502.404,100,3702.83561775,1.09043,-510.819040536,70.6706,0.01,0.3,3702.83561775,1,91.7070798681,0.119162,-510.819040536,-608.262,0.473911,1.30065e-05,-510.819040536,88.5924194201,0.957166,100
1.85567,0.0182318,500.0,0.00585439,-507.568,100,3669.28329088,1.02927,-510.959309686,61.0631,0.01,0.3,3669.28329088,1,97.1563332235,0.0563089,-510.959309686,-623.663,0.595874,5.4354e-06,-510.959309686,94.8937567732,1.01782,100
1.4374,0.0143673,500.0,0.00508878,-507.63,100,3087.19828915,1.02406,-510.020902046,56.0556,0.01,0.3,3087.19828915,1,97.6502658006,0.0238317,-510.020902046,-611.037,0.509114,2.38096e-06,-510.020902046,97.6971115033,1.00046,100
1.6272,0.0160024,500.0,0.00722375,-507.645,100,3632.09867465,1.02698,-510.726988543,58.7945,0.01,0.3,3632.09867465,1,97.3728530743,0.0304252,-510.726988543,-619.836,0.734545,2.94254e-06,-510.726988543,97.1693572972,1.01685,100
1.52532,0.0151373,500.0,0.00596025,-516.578,100,3612.94908817,1.02161,-518.651321693,60.6846,0.01,0.3,3612.94908817,1,97.8847207401,0.0240069,-518.651321693,-620.315,0.600591,2.36432e-06,-518.651321693,97.7128744163,1.00766,100
1.23124,0.0122916,500.0,0.00641836,-518.352,100,3867.28973786,1.01312,-519.819032429,59.4724,0.01,0.3,3867.28973786,1,98.7048806191,0.0113297,-519.819032429,-628.297,0.64292,1.12915e-06,-519.819032429,98.8944920324,1.00169,100
1.88149,0.0187377,500.0,0.00481535,-501.941,100,2726.88355166,1.03574,-505.418641972,49.9732,0.01,0.3,2726.88355166,1,96.5490920232,0.0460707,-505.418641972,-605.035,0.483519,4.56934e-06,-505.418641972,95.6721654684,1.00412,100
1.91913,0.0191795,500.0,0.00627644,-522.719,100,4633.87993261,1.04303,-527.261750658,66.4713,0.01,0.3,4633.87993261,1,95.8746816267,0.0586098,-527.261750658,-635.011,0.628033,5.85373e-06,-527.261750658,94.5222476629,1.00062,100
2.2987,0.0227301,500.0,0.00613541,-513.756,100,3426.41206457,1.04771,-517.582792393,67.8751,0.01,0.3,3426.41206457,1,95.4466769601,0.0739511,-517.582792393,-614.579,0.620475,7.23076e-06,-517.582792393,93.3197401384,1.0113,100
3.2173,0.0310522,500.0,0.00540036,-506.616,100,3530.99108369,1.06818,-513.228630504,63.4923,0.01,0.3,3530.99108369,1,93.617413541,0.159604,-513.228630504,-613.801,0.559528,1.48678e-05,-513.228630504,87.1694613009,1.03609,100
1.30296,0.0132397,500.0,0.00487509,-515.992,100,3684.33558856,1.02779,-518.599113259,63.1117,0.01,0.3,3684.33558856,1,97.296573792,0.0342009,-518.599113259,-623.231,0.479773,3.53127e-06,-518.599113259,96.6221452407,0.984131,100
1.26385,0.012668,500.0,0.00852978,-522.186,100,2266.2644755,1.00954,-523.284031241,45.9359,0.01,0.3,2266.2644755,1,99.0554399848,0.00781261,-523.284031241,-633.819,0.850991,7.84914e-07,-523.284031241,99.2289460012,0.99767,100
1.55018,0.015261,500.0,0.00693287,-523.073,100,8619.71575704,1.01894,-526.865902585,82.9364,0.01,0.3,8619.71575704,1,98.1409097429,0.0173057,-526.865902585,-714.993,0.704226,1.67722e-06,-526.865902585,98.3666586735,1.01578,100
1.43956,0.0141223,500.0,0.00633032,-516.801,100,4088.43061895,1.01767,-518.888203281,62.5691,0.01,0.3,4088.43061895,1,98.2633205207,0.0189282,-518.888203281,-633.286,0.645283,1.82163e-06,-518.888203281,98.2285038955,1.01935,100
1.41873,0.0140042,500.0,0.0053776,-519.531,100,8901.84786898,1.02082,-523.919558904,70.9422,0.01,0.3,8901.84786898,1,97.9602666082,0.022688,-523.919558904,-717.338,0.54479,2.21062e-06,-523.919558904,97.8583570374,1.01307,100
3.10333,0.0293582,500.0,0.00513605,-528.054,100,3536.27586255,1.05953,-533.51579376,62.5918,0.01,0.3,3536.27586255,1,94.3816604118,0.130392,-533.51579376,-637.329,0.542911,1.16694e-05,-533.51579376,89.6436845107,1.05706,100
3.07824,0.0299355,500.0,0.00663486,-518.568,100,3742.09305483,1.04701,-523.197762219,62.694,0.01,0.3,3742.09305483,1,95.5102831775,0.110267,-523.197762219,-630.237,0.682257,1.04283e-05,-523.197762219,90.6420805772,1.02829,100
5.5577,0.0531215,500.0,0.00506773,-509.712,100,3362.51605669,1.09574,-517.073032082,81.8548,0.01,0.3,3362.51605669,1,91.262677989,0.267482,-517.073032082,-619.4,0.530199,2.44369e-05,-517.073032082,80.5201819842,1.04622,100
1.32134,0.0132105,500.0,0.0050208,-509.919,100,3526.40164882,1.03066,-513.167272404,56.5736,0.01,0.3,3526.40164882,1,97.0253274657,0.0336349,-513.167272404,-617.478,0.502191,3.36201e-06,-513.167272404,96.7788171999,1.00022,100
30.5089,0.991727,500.0,,-393.256,100,4784.5768101,1.0,-522.142633765,11.4981,0.01,0.3,4784.5768101,1,99.9999284745,9.30662,-522.142633765,-505.678,,0.00983386,-522.142633765,1.0167229604,0.307634,100
inf,nan,500.0,nan,nan,100,4784.5768101,nan,-533.702498411,nan,nan,0.3,9631.10226079,,nan,nan,-522.142633765,nan,0.0327773,nan,-522.142633765,nan,inf,200
2.33657,0.0117743,500.0,0.0017588,-514.837,100,4576.99667891,1.05906,-517.225369275,73.6404,0.005,0.3,4576.99667891,1,188.846589588,0.0654794,-517.225369275,-596.646,0.349027,1.66272e-06,-517.225369275,187.586282161,0.99223,200
1.0,0.01,500.0,0.01,-512.972,100,3741.8246671,1.0,-512.971703019,60.8638,0.01,0.3,3741.8246671,2,200.0,,-512.971703019,-615.125,1.0,3.50449e-18,-512.971703019,100.0,1.0,200
1.73144,0.00875263,500.0,0.00171967,-508.542,100,2940.09195016,1.05896,-512.611152659,57.071,0.005,0.3,2940.09195016,1,188.864255662,0.0580892,-512.611152659,-582.874,0.340184,1.48441e-06,-512.611152659,188.843192407,0.989099,200
1.0,0.01,500.0,0.01,-524.055,100,2939.19481751,1.0,-524.054909987,53.9426,0.01,0.3,2939.19481751,2,200.0,,-524.054909987,-626.352,1.0,3.50449e-18,-524.054909987,100.0,1.0,200
2.44722,0.0122744,500.0,0.00272083,-521.339,100,3452.28662457,1.03559,-523.750948256,56.4685,0.005,0.3,3452.28662457,1,193.126635892,0.0459007,-523.750948256,-595.974,0.542468,1.15471e-06,-523.750948256,191.212421758,0.99688,200
1.0,0.01,500.0,0.01,-515.835,100,3785.07647986,1.0,-515.835018905,61.2146,0.01,0.3,3785.07647986,2,200.0,,-515.835018905,-631.562,1.0,3.50449e-18,-515.835018905,100.0,1.0,200
1.44829,0.00722363,500.0,0.00321306,-518.946,100,4270.93024704,1.01892,-525.063945939,63.4023,0.005,0.3,4270.93024704,1,196.28542484,0.018532,-525.063945939,-601.547,0.644196,4.61023e-07,-525.063945939,196.396350889,1.00247,200
1.0,0.01,500.0,0.01,-518.929,100,2392.95273693,1.0,-518.929270031,48.6726,0.01,0.3,2392.95273693,2,200.0,,-518.929270031,-618.95,1.0,3.50449e-18,-518.929270031,100.0,1.0,200
2.06229,0.0105869,500.0,0.00283696,-520.463,100,5873.92920779,1.0329,-528.333102671,64.2437,0.005,0.3,5873.92920779,1,193.630417993,0.0345993,-528.333102671,-618.542,0.552628,9.11815e-07,-528.333102671,192.996107193,0.973981,200
1.0,0.01,500.0,0.01,-517.798,100,4180.82410382,1.0,-517.798490593,64.3352,0.01,0.3,4180.82410382,2,200.0,,-517.798490593,-624.722,1.0,3.50449e-18,-517.798490593,100.0,1.0,200
1.38846,0.00693736,500.0,0.00215711,-515.189,100,3281.66864073,1.03996,-518.755652671,61.1838,0.005,0.3,3281.66864073,1,192.315921804,0.0417928,-518.755652671,-592.292,0.431731,1.04333e-06,-518.755652671,192.026153267,1.00071,200
1.0,0.01,500.0,0.01,-521.128,100,5184.61991541,1.0,-521.128084523,71.6434,0.01,0.3,5184.61991541,2,200.0,,-521.128084523,-634.569,1.0,3.50449e-18,-521.128084523,100.0,1.0,200
1.76575,0.00868171,500.0,0.00353172,-519.992,100,3352.77751974,1.02285,-522.601077711,64.3685,0.005,0.3,3352.77751974,1,195.531173167,0.0278054,-522.601077711,-601.118,0.718308,6.72171e-07,-522.601077711,194.788906486,1.01694,200
1.0,0.01,500.0,0.01,-523.511,100,3746.18571089,1.0,-523.510559194,60.8993,0.01,0.3,3746.18571089,2,200.0,,-523.510559194,-636.492,1.0,3.50449e-18,-523.510559194,100.0,1.0,200
2.12937,0.0107464,500.0,0.00273038,-515.806,100,3465.65722281,1.0375,-514.063607139,60.18,0.005,0.3,3465.65722281,1,192.770836263,0.0404902,-514.063607139,-597.18,0.541014,1.03128e-06,-514.063607139,192.114714442,0.990733,200
1.0,0.01,500.0,0.01,-515.826,100,3334.18159288,1.0,-515.825640162,57.4529,0.01,0.3,3334.18159288,2,200.0,,-515.825640162,-614.912,1.0,3.50449e-18,-515.825640162,100.0,1.0,200
1.70767,0.00835565,500.0,0.00181635,-505.178,100,3274.16045957,1.08144,-505.336204431,58.7634,0.005,0.3,3274.16045957,1,184.938931365,0.0784131,-505.336204431,-578.066,0.371213,1.87734e-06,-505.336204431,186.095291606,1.02186,200
1.0,0.01,500.0,0.01,-514.146,100,4301.03983718,1.0,-514.145887085,65.2536,0.01,0.3,4301.03983718,2,200.0,,-514.145887085,-622.338,1.0,3.50449e-18,-514.145887085,100.0,1.0,200
