Bound,MaxIWNorm,TimeElapsed,OptimizationReturnMin,OptimizationReturnMean,EmpiricalD2,EpLenMean,VarianceInit,ReturnStepMaxmin,InitialReturnMin,J_sample_variance,EpRewMean,OptimizationReturnMax,MinIWNorm,LearnableVariance,ESSClassic,MinIW,MeanIW,ReturnStepMax,ESSRenyi,TimestepsSoFar,StdIW,InitialReturnStd,EpThisIter,MaxIW,MeanIWNorm,MeanEntropy,InitialReturnMax,ReturnMeanIW,Iteration,InitialReturnMean,EpisodesSoFar,Weights,InitialBound,StdIWNorm
115.48421,0.025862217,11.16792368888855,,104.518234,1.1973728,24.16,-1.0,9.3599205,117.86523,26810.576,222.383464000915,300.06458,0.0017130234,,86.0696,0.17130235,1.0893896,9.3599205,83.51618,22486,0.43826833,62.961987,100,2.5862217,0.010893894,0.4189424,417.9298,252.67952,11,222.38345,1100,[ 0.019  0.013  0.034 -0.026 -0.022  0.021  0.008 -0.065  0.     0.  0.   ],97.00452,0.004382683
673.0115,5.6260467,12.229010343551636,,114.046234,29.53637,23.24,-1.0,9.359701,99.70549,52890304.0,213.75171863825253,391.95294,9.644417e-05,,1.3122865,0.009644417,6.4473705,9.359701,3.3856564,24810,55.91133,62.090015,100,562.6047,0.06447371,0.4189424,491.65845,1474.6218,12,213.75172,1200,[ 0.03   0.022  0.038 -0.028 -0.019  0.029  0.026 -0.068  0.     0.  0.   ],66.254196,0.5591133
94.16647,0.018996596,13.462716579437256,,130.20998,1.0884994,25.93,-1.0,9.359833,108.93948,20364.916,239.14945893375318,410.6418,0.0050265794,,94.08223,0.50265795,1.0705249,9.359833,91.86959,27403,0.268486,65.33074,100,1.8996596,0.01070525,0.4189424,519.5813,256.79205,13,239.14948,1300,[ 0.035  0.027  0.035 -0.013 -0.002  0.066  0.023 -0.1    0.     0.  0.   ],83.275085,0.0026848598
223.21567,0.45174974,14.520543098449707,,129.15277,3.0111625,25.88,-1.0,9.359946,109.2903,1443231.6,238.4430558210934,316.40875,0.0009920438,,10.848961,0.099204384,1.6078016,9.359946,33.209766,29991,4.608946,68.6429,100,45.174976,0.016078018,0.4189424,425.69904,444.8265,14,238.44305,1400,[ 0.039  0.032  0.034 -0.022 -0.012  0.071  0.023 -0.102  0.     0.  0.   ],110.73335,0.046089455
122.19818,0.03998869,15.74966287612915,,128.80771,1.4158349,25.84,-1.0,9.359995,109.32614,47821.434,238.13384281390708,343.9744,0.0009392327,,70.206894,0.09392327,1.0936086,9.359995,70.62971,32575,0.7124098,70.20183,100,3.9988692,0.010936085,0.4189424,453.30054,284.01132,15,238.13385,1500,[ 0.058  0.034  0.045  0.01   0.018  0.094  0.035 -0.091  0.     0.  0.   ],102.14368,0.007124097
108.214676,0.031131448,16.782839059829712,,106.9037,1.2878294,27.35,-1.0,9.35981,145.42949,48145.28,252.3331958802203,399.61835,0.0013802737,,80.550316,0.13802737,1.1019087,9.35981,77.65004,35310,0.5414625,72.72316,100,3.1131449,0.0110190855,0.4189424,545.04785,293.77496,16,252.33319,1600,[ 0.054  0.035  0.04   0.007  0.017  0.095  0.027 -0.109  0.     0.  0.   ],88.81885,0.0054146247
147.38626,0.07863457,17.984506130218506,,99.45857,2.080114,27.48,-1.0,9.359881,154.06808,139545.84,253.52666484035868,356.78995,0.00013386992,,46.750717,0.013386992,1.2127956,9.359881,48.07429,38058,1.2943459,76.46408,100,7.8634567,0.012127956,0.4189424,510.85803,368.42328,17,253.52666,1700,[ 0.053  0.037  0.039  0.001  0.011  0.094  0.027 -0.123  0.     0.  0.   ],100.26926,0.012943457
137.14183,0.03355486,19.16026735305786,,109.23804,1.1967862,29.67,-1.0,9.359667,164.96236,46353.312,274.200384186742,361.6518,0.0019185652,,84.66611,0.19185653,1.0946476,9.359667,83.55711,41025,0.46584985,73.18344,100,3.355486,0.010946477,0.4189424,526.61414,309.973,18,274.20038,1800,[ 0.048  0.046  0.039  0.006  0.017  0.094  0.046 -0.137  0.     0.  0.   ],116.21614,0.0046584983
106.045105,0.02111057,20.349265813827515,,131.54633,1.0980412,32.05,-1.0,9.359951,164.60805,45369.66,296.1543700906297,530.3054,0.0036369213,,91.21136,0.36369213,1.0518169,9.359951,91.071266,44230,0.3264952,90.33239,100,2.111057,0.010518169,0.4189424,694.91345,324.49976,19,296.15436,1900,[ 0.05   0.039  0.038 -0.006  0.008  0.086  0.045 -0.146  0.     0.  0.   ],87.68033,0.003264952
106.95041,0.02939066,21.508612394332886,,154.3906,1.1222807,29.39,-1.0,9.35989,117.40763,36574.96,271.7982173066971,454.8889,0.0019896522,,88.79616,0.19896522,1.0100183,9.35989,89.10426,47169,0.35876954,66.69668,100,2.939066,0.010100183,0.4189424,572.2965,288.83383,20,271.79822,2000,[ 0.068  0.035  0.043  0.     0.011  0.09   0.055 -0.153  0.     0.  0.   ],100.10924,0.003587695
160.94955,0.18841894,22.747140407562256,,139.45584,1.5914068,32.91,-1.0,9.359895,165.16278,166626.92,304.61861889360966,382.20343,0.0005498074,,27.314898,0.05498074,1.1596352,9.359895,62.837482,50460,1.8916652,74.94382,100,18.841894,0.011596351,0.4189424,547.3662,368.1019,21,304.61862,2100,[ 0.066  0.038  0.039  0.     0.01   0.096  0.058 -0.164  0.     0.  0.   ],140.40877,0.018916652
163.98456,0.032696504,24.01020359992981,,104.11328,1.2364668,33.2,-1.0,9.359991,203.19699,69700.41,307.31027413082506,355.2664,0.0011021453,,83.29946,0.11021453,1.0794113,9.359991,80.87561,53780,0.48331586,74.25787,100,3.2696505,0.010794112,0.4189424,558.4634,350.2821,22,307.3103,2200,[ 0.068  0.04   0.039  0.001  0.007  0.109  0.052 -0.185  0.     0.  0.   ],139.77127,0.0048331586
531.8489,3.6553793,25.29810929298401,,109.596214,16.071253,34.71,-1.0,9.359929,211.86082,8562892.0,321.45703148577536,496.74976,0.00014490375,,1.699009,0.014490376,4.7759576,9.359929,6.22229,57251,36.328003,95.907265,100,365.53793,0.047759578,0.4189424,708.6106,1384.0729,23,321.45703,2300,[ 0.062  0.035  0.033  0.005  0.013  0.106  0.039 -0.208  0.     0.  0.   ],108.8739,0.36328003
143.53387,0.4589991,26.889243364334106,,127.47224,2.200923,32.59,-1.0,9.3599615,174.20937,194440.98,301.681608081283,506.30286,0.00087436504,,9.580826,0.087436505,1.5341667,9.3599615,45.435482,60510,4.7130423,84.83037,100,45.89991,0.015341666,0.4189424,680.5122,446.40622,24,301.6816,2400,[ 0.058  0.039  0.043  0.026  0.029  0.091  0.062 -0.167  0.     0.  0.   ],97.527954,0.04713042
139.10031,0.017171616,28.226733446121216,,149.86931,1.0652064,31.94,-1.0,9.359724,145.68672,32262.674,295.5560245617869,393.87866,0.004194665,,94.01585,0.41946647,1.0159833,9.359724,93.87852,63704,0.25632283,75.38226,100,1.7171615,0.010159832,0.4189424,539.56537,306.16406,25,295.55603,2500,[ 0.057  0.037  0.045  0.004  0.007  0.074  0.06  -0.149  0.     0.  0.   ],133.68643,0.0025632284
204.18639,0.11812971,29.317402601242065,,125.15249,2.0047216,32.25,-1.0,9.359905,173.33589,258515.64,298.4883886867588,382.13177,0.00030139595,,45.555347,0.030139597,1.2989649,9.359905,49.882236,66929,1.4200556,76.61785,100,11.812971,0.012989649,0.4189424,555.46765,440.12936,26,298.48837,2600,[ 0.055  0.045  0.046  0.004  0.002  0.068  0.064 -0.149  0.     0.  0.   ],131.84808,0.014200555
159.84276,0.024974432,30.58349609375,,108.846565,1.144191,33.59,-1.0,9.35988,202.33655,57211.273,311.1831156387693,363.63116,0.0037664853,,89.98227,0.37664855,1.1047986,9.35988,87.397995,70288,0.36862883,65.76716,100,2.4974432,0.0110479845,0.4189424,565.9677,341.46213,27,311.18314,2700,[ 0.078  0.03   0.047  0.007  0.009  0.065  0.071 -0.183  0.     0.  0.   ],141.3928,0.0036862884
132.46832,0.030908598,31.820567846298218,,131.71666,1.1260799,33.91,-1.0,9.359871,182.39203,65579.32,314.10868761659697,485.6219,0.0033543515,,88.09764,0.33543515,1.0572138,9.359871,88.80364,73679,0.38859475,80.45209,100,3.09086,0.010572138,0.4189424,668.0139,345.13104,28,314.1087,2800,[ 0.082  0.031  0.046  0.014  0.013  0.056  0.076 -0.186  0.     0.  0.   ],113.70451,0.0038859476
163.85568,0.023273911,33.16389012336731,,131.77798,1.166425,36.01,-1.0,9.359927,201.52646,67973.9,333.30443657921097,428.04764,0.0035061745,,88.40058,0.35061747,1.0520506,9.359927,85.73205,77280,0.3810895,93.67171,100,2.3273911,0.010520506,0.4189424,629.5741,367.83987,29,333.30444,2900,[ 0.074  0.034  0.043  0.01   0.009  0.047  0.073 -0.198  0.     0.  0.   ],144.43222,0.003810895
298.2562,0.5498579,34.50296711921692,,126.42164,4.409019,36.51,-1.0,9.359893,211.88062,5866800.5,338.3022696261403,485.42175,0.00021041532,,8.011029,0.021041533,1.61871,9.359893,22.680782,80931,5.4852037,100.456665,100,54.985794,0.0161871,0.4189424,697.30237,737.5078,30,338.3023,3000,[ 0.08   0.04   0.04   0.004  0.004  0.05   0.082 -0.21   0.     0.  0.   ],129.11154,0.054852035
158.45111,0.015263557,36.02207708358765,,137.67026,1.0484576,38.8,-1.0,9.359928,221.96045,66771.25,359.630710714952,475.96985,0.0045807445,,95.684525,0.45807448,1.0213706,9.359928,95.3782,84811,0.21690848,101.22208,100,1.5263557,0.010213707,0.4189424,697.9303,372.8432,31,359.6307,3100,[ 0.063  0.035  0.037  0.01   0.012  0.025  0.066 -0.263  0.     0.  0.   ],150.25166,0.0021690847
164.57991,0.027342906,37.35986852645874,,126.7989,1.1820402,37.67,-1.0,9.359992,222.424,77415.11,349.22289249091614,456.8886,0.0038380881,,81.352036,0.38380882,1.0829943,9.359992,84.59949,88578,0.51851064,87.19727,100,2.7342906,0.010829943,0.4189424,679.3126,386.14792,32,349.2229,3200,[ 0.073  0.032  0.035  0.014  0.017  0.025  0.068 -0.272  0.     0.  0.   ],145.42912,0.0051851063
179.74724,0.01976297,38.55833101272583,,161.55827,1.116243,38.36,-1.0,9.359703,194.00839,61729.61,355.56664816473705,446.79355,0.005132827,,91.2465,0.5132827,1.060917,9.359703,89.58623,92414,0.32859746,96.855225,100,1.976297,0.01060917,0.4189424,640.80194,382.85403,33,355.56665,3300,[ 0.084  0.033  0.038  0.004  0.007  0.024  0.082 -0.27   0.     0.  0.   ],163.32608,0.0032859747
202.83203,0.21655144,39.69743847846985,,145.30106,1.448816,39.64,-1.0,9.359859,222.14981,834000.06,367.4508703328701,583.849,0.0012682242,,23.832712,0.12682243,1.1764964,9.359859,69.02188,96378,2.1032364,99.801544,100,21.655144,0.011764964,0.4189424,805.9988,493.87845,34,367.4509,3400,[ 0.091  0.025  0.04   0.009  0.011  0.026  0.076 -0.284  0.     0.  0.   ],125.651215,0.021032367
160.18042,0.017946946,41.021929025650024,,141.45493,1.1047629,41.09,-1.0,9.359928,239.70102,83723.555,381.15595360292156,561.234,0.0044305013,,92.305176,0.44305015,1.0706242,9.359928,90.51716,100487,0.30911732,101.72366,100,1.7946945,0.010706242,0.4189424,800.93506,412.73376,35,381.15594,3500,[ 0.114  0.029  0.046  0.005  0.006  0.047  0.1   -0.284  0.     0.  0.   ],140.87544,0.0030911732
141.5651,0.029483907,42.28317975997925,,144.69958,1.0593047,39.54,-1.0,9.359902,221.8569,69187.414,366.55649286719483,561.5432,0.0047716657,,90.84312,0.4771666,1.0309913,9.359902,94.40154,104441,0.3273276,92.91821,100,2.9483907,0.010309913,0.4189424,783.40015,383.45367,36,366.5565,3600,[ 0.111  0.033  0.043  0.004  0.005  0.045  0.108 -0.291  0.     0.  0.   ],131.53645,0.0032732764
209.25325,0.02124681,43.456069469451904,,156.86382,1.1386434,40.74,-1.0,9.359989,220.91145,75061.56,377.77527783385943,429.18842,0.0017093113,,92.33661,0.17093113,1.0956277,9.359989,87.82381,108515,0.31563604,94.709145,100,2.124681,0.010956276,0.4189424,650.09985,417.36432,37,377.7753,3700,[ 0.125  0.035  0.045  0.008  0.01   0.051  0.121 -0.29   0.     0.  0.   ],182.74533,0.0031563605
155.03769,0.0153653575,44.537976026535034,,167.7279,1.0164537,40.04,-1.0,9.359839,203.59059,55148.434,371.3185102450953,531.67346,0.007416705,,98.77842,0.74167055,1.0096322,9.359839,98.38126,112519,0.112278126,98.51654,100,1.5365357,0.010096321,0.4189424,735.26404,377.42416,38,371.31848,3800,[ 0.14   0.03   0.041  0.014  0.016  0.046  0.12  -0.31   0.     0.  0.   ],150.73929,0.0011227813
280.8128,0.22008689,45.66791367530823,,166.98631,1.7060502,41.8,-1.0,9.3598385,220.41656,2057833.4,387.4028711728505,635.34094,0.0018918887,,25.684309,0.18918887,1.2759973,9.3598385,58.614925,116699,2.1704817,129.09106,100,22.00869,0.012759974,0.4189424,855.7575,616.1393,39,387.40286,3900,[ 0.13   0.036  0.036  0.017  0.018  0.046  0.118 -0.314  0.     0.  0.   ],130.67563,0.021704815
200.33081,0.017192341,47.0377299785614,,144.66216,1.0789695,42.36,-1.0,9.359666,248.29248,85103.164,392.95464090308224,443.23926,0.00392612,,94.63627,0.392612,1.0469276,9.359666,92.68103,120935,0.24924238,105.06075,100,1.7192342,0.0104692755,0.4189424,691.53174,415.82617,40,392.95468,4000,[ 0.178  0.029  0.043  0.005  0.008  0.047  0.141 -0.31   0.     0.  0.   ],185.49515,0.0024924239
163.01743,0.026482848,48.339879751205444,,155.3299,1.1497488,42.72,-1.0,9.359933,241.00491,102154.46,396.33481572295875,623.1753,0.0019932203,,88.35928,0.19932203,1.0682167,9.359933,86.97552,125207,0.38772434,119.86765,100,2.648285,0.010682166,0.4189424,864.1802,441.00607,41,396.3348,4100,[ 0.173  0.033  0.043  0.005  0.008  0.058  0.141 -0.307  0.     0.  0.   ],137.08075,0.0038772435
165.78595,0.040264897,49.72838020324707,,129.43317,1.2219545,41.91,-1.0,9.3598995,259.42035,101410.664,388.8535059163453,518.2842,0.0025499796,,72.9029,0.25499797,1.0952922,9.3598995,81.83611,129398,0.66775787,103.203514,100,4.0264897,0.010952921,0.4189424,777.7045,423.69308,42,388.85352,4200,[ 0.153  0.033  0.036  0.006  0.007  0.056  0.126 -0.326  0.     0.  0.   ],155.54214,0.006677578
233.17157,0.07429984,51.26001286506653,,148.4659,1.3466711,42.0,-1.0,9.359981,240.94423,162125.9,389.41012324643197,435.4099,0.0027833304,,64.03187,0.27833304,1.1665405,9.359981,74.25718,133598,0.8743005,107.09854,100,7.429984,0.011665404,0.4189424,676.3541,468.63647,43,389.41013,4300,[ 0.152  0.032  0.039  0.007  0.007  0.062  0.114 -0.322  0.     0.  0.   ],186.50388,0.008743005
135.77728,0.022433897,52.541465520858765,,136.96669,1.0627595,40.57,-1.0,9.359981,239.2951,78059.65,376.2617909615449,590.6584,0.0066022044,,93.51385,0.66022044,1.0555971,9.359981,94.094666,137655,0.27800542,113.649284,100,2.2433898,0.010555971,0.4189424,829.9535,392.45755,44,376.2618,4400,[ 0.14   0.035  0.034 -0.005 -0.004  0.053  0.096 -0.312  0.     0.  0.   ],127.27574,0.002780054
171.2353,0.017025895,53.632044315338135,,124.48883,1.0250663,39.19,-1.0,9.359999,239.0994,70753.38,363.588224897829,416.2264,0.006524364,,97.75262,0.65243644,1.0027392,9.359999,97.55467,141574,0.15204057,91.37678,100,1.7025896,0.010027392,0.4189424,655.3258,370.28177,45,363.5882,4500,[ 0.141  0.036  0.034 -0.008 -0.008  0.055  0.093 -0.304  0.     0.  0.   ],166.9905,0.0015204055
147.22086,0.014389734,54.74309253692627,,155.48683,1.0227482,40.57,-1.0,9.359766,220.75423,63482.168,376.2410543533535,562.6333,0.0067552184,,98.48546,0.67552185,1.019443,9.359766,97.77577,145631,0.12642062,102.7284,100,1.4389734,0.010194429,0.4189424,783.3875,384.89517,46,376.24106,4600,[ 0.134  0.045  0.029 -0.009 -0.009  0.059  0.095 -0.311  0.     0.  0.   ],141.2248,0.0012642061
199.43134,0.077208266,55.934362173080444,,163.14604,1.7689093,43.36,-1.0,9.359964,238.88058,492551.3,402.02662218930834,697.77795,0.00092531636,,53.223694,0.09253164,1.25347,9.359964,56.53201,149967,1.175099,133.9351,100,7.720827,0.012534699,0.4189424,936.65857,573.15906,47,402.02664,4700,[ 0.131  0.051  0.026 -0.007 -0.007  0.055  0.096 -0.312  0.     0.  0.   ],121.02902,0.011750989
320.77817,0.23957512,57.591591119766235,,192.37242,2.6071212,45.5,-1.0,9.359852,229.52956,2478528.2,421.9019798670038,664.47797,0.0016505289,,19.270899,0.16505289,1.4615488,9.359852,38.356483,154517,2.99142,127.724915,100,23.957512,0.014615485,0.4189424,894.0075,753.8331,48,421.90198,4800,[ 0.146  0.055  0.026 -0.006 -0.006  0.062  0.122 -0.338  0.     0.  0.   ],153.6997,0.0299142
202.08047,0.04435289,59.218501806259155,,154.64305,1.3161225,40.51,-1.0,9.359819,220.9265,107769.17,375.5695505668334,448.30444,0.0023925824,,73.105194,0.23925824,1.155702,9.359819,75.98077,158568,0.7009804,98.68936,100,4.435289,0.01155702,0.4189424,669.23096,432.40778,49,375.56958,4900,[ 0.163  0.061  0.028 -0.008 -0.009  0.044  0.14  -0.31   0.     0.  0.   ],174.80028,0.007009804
222.17096,0.05482659,60.64868521690369,,145.6185,1.3873471,42.52,-1.0,9.359974,248.68533,136241.67,394.3038338376861,498.155,0.0005659176,,70.52106,0.056591757,1.1935306,9.359974,72.08002,162820,0.7716673,106.13924,100,5.4826593,0.011935307,0.4189424,746.84033,486.07227,50,394.30386,5000,[ 0.181  0.07   0.033 -0.017 -0.017  0.051  0.164 -0.317  0.     0.  0.   ],170.25174,0.0077166725
202.58018,0.020995127,61.988662242889404,,174.51186,1.0538722,43.76,-1.0,9.359878,231.45782,78126.336,405.96968648915856,476.4171,0.00655319,,95.51792,0.655319,1.0261264,9.359878,94.88816,167196,0.22227885,118.55271,100,2.0995128,0.010261264,0.4189424,707.87494,420.58786,51,405.96973,5100,[ 0.187  0.058  0.029 -0.018 -0.014  0.036  0.142 -0.349  0.     0.  0.   ],193.60722,0.0022227885
96.41818,0.016410617,63.11862373352051,,128.56844,1.021392,41.74,-1.0,9.359748,258.4547,83655.266,387.02315010222713,730.2981,0.0058345823,,97.969376,0.58345824,1.0173281,9.359748,97.9056,171370,0.14646365,102.35551,100,1.6410618,0.010173282,0.4189424,988.7528,396.19995,52,387.02316,5200,[ 0.191  0.055  0.024 -0.018 -0.015  0.037  0.14  -0.361  0.     0.  0.   ],90.39731,0.0014646364
223.62296,0.030594958,64.77995944023132,,132.16978,1.2968385,42.02,-1.0,9.359887,257.50006,122795.55,389.6698411619873,416.9499,0.0030721307,,80.4287,0.30721307,1.1288053,9.359887,77.1106,175572,0.55683094,97.55978,100,3.059496,0.011288052,0.4189424,674.44995,454.03964,53,389.6699,5300,[ 0.191  0.056  0.023 -0.017 -0.015  0.031  0.13  -0.368  0.     0.  0.   ],187.33482,0.0055683097
195.51913,0.0427063,66.43549227714539,,151.67151,1.060238,44.2,-1.0,9.359962,258.2448,118841.94,409.9163156408514,515.28357,0.0048192185,,88.22437,0.48192188,1.0310906,9.359962,94.31844,179992,0.37669915,113.294975,100,4.27063,0.010310906,0.4189424,773.5284,434.4648,54,409.91632,5400,[ 0.205  0.043  0.02  -0.011 -0.006  0.024  0.113 -0.388  0.     0.  0.   ],177.85776,0.0037669917
181.07211,0.025492724,67.83643078804016,,162.39108,1.1038074,44.43,-1.0,9.359911,249.62915,100758.195,412.0202377502314,580.8554,0.0027737052,,91.557434,0.2773705,1.0470208,9.359911,90.59551,184435,0.31794032,113.66222,100,2.5492725,0.010470208,0.4189424,830.48456,442.8298,55,412.02026,5500,[ 0.185  0.049  0.016 -0.008 -0.005  0.025  0.104 -0.39   0.     0.  0.   ],162.87491,0.0031794033
207.26915,0.015401164,69.28265690803528,,153.17241,1.0484166,46.51,-1.0,9.359956,278.18762,102070.28,431.3600204446489,493.8211,0.002463338,,96.14425,0.24633381,1.0253901,9.359956,95.38193,189086,0.20534405,122.28052,100,1.5401164,0.010253901,0.4189424,772.0087,444.4122,56,431.36,5600,[ 0.175  0.051  0.01  -0.008 -0.009  0.022  0.091 -0.409  0.     0.  0.   ],199.75739,0.0020534403
353.81967,0.52136976,70.95343685150146,,175.03412,2.6163218,45.65,-1.0,9.359887,248.46362,3075187.8,423.4977378828435,617.0254,0.0014866277,,9.123602,0.14866278,1.6581998,9.359887,38.2216,193651,5.233344,134.91582,100,52.136974,0.016581997,0.4189424,865.489,773.79944,57,423.49777,5700,[ 0.177  0.053  0.006 -0.008 -0.01   0.02   0.088 -0.423  0.     0.  0.   ],163.85104,0.05233343
212.22086,0.01737064,72.8197169303894,,129.7202,1.0360065,44.93,-1.0,9.359877,286.99866,100298.25,416.71885831055863,411.1338,0.007113189,,95.81076,0.7113189,1.0234818,9.359877,96.5245,198144,0.21401322,108.07767,100,1.7370639,0.010234819,0.4189424,698.13245,425.39783,58,416.71887,5800,[ 0.208  0.057  0.014  0.005  0.005  0.035  0.125 -0.417  0.     0.  0.   ],207.27911,0.0021401322
159.28827,0.026862863,74.17834854125977,,171.07404,1.1473897,47.34,-1.0,9.359908,268.03226,123929.08,439.1062946902902,756.6533,0.0033664678,,88.07729,0.3366468,1.0864147,9.359908,87.15435,202878,0.3997158,128.08601,100,2.6862864,0.010864147,0.4189424,1024.6855,488.56976,59,439.1063,5900,[ 0.2    0.057  0.013  0.013  0.006  0.036  0.125 -0.411  0.     0.  0.   ],131.70065,0.003997158
320.72385,0.27979934,75.5538878440857,,187.11598,1.9261861,48.03,-1.0,9.359951,258.5426,2245521.5,445.6585753618799,643.27734,0.0009775027,,19.178894,0.09775027,1.3344204,9.359951,51.916065,207681,2.7393231,132.68793,100,27.979935,0.013344204,0.4189424,901.81995,696.2068,60,445.6586,6000,[ 0.195  0.064  0.009  0.01   0.004  0.038  0.123 -0.43   0.     0.  0.   ],175.11261,0.027393231
217.76584,0.018277582,77.49934124946594,,207.50577,1.0593165,48.14,-1.0,9.359939,238.71492,84928.17,446.22067868320227,572.05414,0.0048337555,,94.57958,0.48337555,1.0457027,9.359939,94.40049,212495,0.2503377,120.85507,100,1.8277582,0.010457027,0.4189424,810.76904,468.10645,61,446.22067,6100,[ 0.181  0.076  0.002  0.006  0.008  0.071  0.136 -0.432  0.     0.  0.   ],202.98994,0.002503377
239.01161,0.01698597,79.1617603302002,,168.59242,1.0608269,49.08,-1.0,9.359873,286.63635,111923.375,455.2287807298602,476.16687,0.0053595495,,94.73324,0.53595495,1.0295231,9.359873,94.26608,217403,0.24274889,125.71602,100,1.698597,0.010295231,0.4189424,762.8032,474.7097,62,455.2288,6200,[ 0.196  0.068  0.001  0.004  0.007  0.071  0.133 -0.445  0.     0.  0.   ],226.38783,0.0024274888
