Iteration,MinIW,ReturnStepMax,MaxIW,MeanIW,EpLenMean,OptimizationReturnMin,Bound,OptimizationReturnMean,InitialReturnMax,InitialReturnMean,VarianceInit,ReturnStepMaxmin,InitialReturnMin,Weights,EpRewMean,StdIWNorm,EpThisIter,MinIWNorm,MeanEntropy,StdIW,ESSRenyi,EpisodesSoFar,OptimizationReturnMax,ReturnMeanIW,MeanIWNorm,InitialReturnStd,TimeElapsed,MaxIWNorm,InitialBound,J_sample_variance,EmpiricalD2,TimestepsSoFar,ESSClassic,LearnableVariance
63,0.2084398,9.35991,3.116198,1.114857,29.37,,169.49551,88.51849,427.48837,271.29865,-1.0,9.35991,182.78014,[ 0.075  0.193  0.117 -0.042 -0.066  0.022  0.398  0.011  0.     0.  0.   ],271.2986285772713,0.005612707,100,0.002084398,0.4189424,0.5612707,76.54219,6300,244.70824,316.0824,0.011148569,54.019375,257.2920083999634,0.03116198,143.05214,54599.332,1.306469,154943,79.77929,
64,0.5120771,9.359848,1.5831826,1.033503,30.62,,103.04822,80.71653,632.0216,282.74265,-1.0,9.359848,202.02611,[ 0.076  0.198  0.121 -0.029 -0.052  0.013  0.417  0.012  0.     0.  0.   ],282.74264754691154,0.002075427,100,0.005120771,0.4189424,0.2075427,94.66003,6400,429.99548,297.92938,0.010335031,72.02136,263.20572090148926,0.015831826,93.1362,51526.797,1.0564121,158005,96.12366,
65,0.14299321,9.359987,6.0555143,1.1021451,31.17,,119.7348,113.75826,629.5733,287.98434,-1.0,9.359987,174.22607,[ 0.08   0.196  0.122 -0.026 -0.047  0.005  0.423  0.009  0.     0.  0.   ],287.984328232997,0.006327734,100,0.0014299321,0.4189424,0.63277334,82.95885,6500,455.34723,327.10016,0.011021451,73.89794,268.242338180542,0.06055514,99.112366,112571.34,1.2054169,161122,75.20923,
66,0.42956775,9.35965,3.0290418,1.0291272,29.87,,115.701035,93.74111,584.79297,275.7904,-1.0,9.35965,182.04929,[ 0.068  0.198  0.121 -0.031 -0.053 -0.017  0.422  0.008  0.     0.  0.   ],275.7904003820568,0.0034010808,100,0.0042956774,0.4189424,0.34010813,93.7247,6600,402.74368,296.91696,0.010291274,60.803303,273.6072108745575,0.030290417,100.35252,55601.754,1.0669546,164109,90.15358,
67,0.37281448,9.359877,2.3184924,1.0452671,30.06,,131.38771,93.3367,526.151,277.684,-1.0,9.359877,184.34732,[ 0.035  0.213  0.122 -0.026 -0.055 -0.024  0.426  0.005  0.     0.  0.   ],277.6840148810513,0.0027073035,100,0.0037281446,0.4189424,0.27073038,92.0548,6700,341.80368,295.9038,0.010452671,58.418148,279.65641689300537,0.023184923,119.8387,43853.38,1.0863094,167115,93.71333,
68,0.69714326,9.359893,1.4660182,1.0190017,31.37,,153.8316,88.77026,471.82755,289.76462,-1.0,9.359893,200.99435,[ 0.028  0.215  0.12  -0.018 -0.048 -0.036  0.426  0.003  0.     0.  0.   ],289.76462744766764,0.0017004313,100,0.0069714324,0.4189424,0.17004316,96.31341,6800,270.8332,298.06345,0.010190016,55.474358,285.63497138023376,0.0146601815,148.21637,46252.64,1.038277,170252,97.2908,
69,0.48483792,9.359982,1.5029962,1.0168495,31.1,,141.55363,77.6467,499.37836,287.2489,-1.0,9.359982,209.6022,[ 0.026  0.219  0.12  -0.013 -0.041 -0.037  0.432  0.005  0.     0.  0.   ],287.2488983815566,0.0017423793,100,0.004848379,0.4189424,0.17423794,96.77096,6900,289.77615,293.8461,0.010168496,64.483635,291.6918680667877,0.015029962,137.43541,51074.19,1.0333679,173362,97.14764,
70,0.3275106,9.359943,2.8067107,1.0834,31.13,,154.94534,95.64642,500.04367,287.82266,-1.0,9.359943,192.17625,[ 2.287e-02  2.171e-01  1.179e-01 -1.557e-02 -4.506e-02 -4.978e-02  4.326e-01  6.371e-05  0.000e+00  0.000e+00  0.000e+00],287.82267328234934,0.005405692,100,0.003275106,0.4189424,0.5405692,82.375885,7000,307.86743,320.2287,0.010834001,67.53415,297.78564453125,0.028067106,137.80957,58772.07,1.2139475,176475,80.066765,
71,0.18586159,9.359843,2.704993,1.1390425,32.85,,160.17459,119.396774,565.4999,303.68268,-1.0,9.359843,184.2859,[ 0.019  0.222  0.114 -0.008 -0.041 -0.031  0.412 -0.005  0.     0.  0.   ],303.6826816356332,0.005443321,100,0.0018586158,0.4189424,0.54433215,79.5562,7100,381.214,350.37732,0.011390426,73.46384,303.72003531455994,0.027049929,134.03273,58669.605,1.256973,179760,81.40838,
72,0.3381455,9.359857,3.192579,1.0848466,32.02,,159.05388,103.18193,511.7439,295.89258,-1.0,9.359857,192.71063,[ 0.014  0.213  0.112 -0.015 -0.048 -0.057  0.408 -0.022  0.     0.  0.   ],295.89258146503226,0.0037154313,100,0.0033814549,0.4189424,0.37154314,89.18841,7200,319.03326,321.61612,0.010848465,58.85376,310.21372866630554,0.03192579,142.36942,49399.633,1.1212219,182962,89.50183,
73,0.6634275,9.359978,1.7537894,1.0325935,32.49,,162.67996,97.763245,490.79654,300.31448,-1.0,9.359978,202.55124,[ 0.009  0.21   0.106 -0.008 -0.041 -0.066  0.392 -0.032  0.     0.  0.   ],300.3144889227477,0.00205711,100,0.0066342745,0.4189424,0.205711,96.2799,7300,288.2453,312.7365,0.010325935,61.160313,316.3250222206116,0.017537894,153.07553,49713.133,1.0386384,186211,96.18272,
74,0.3781039,9.359994,3.451778,1.0793785,32.63,,150.49532,128.50461,543.1405,301.56863,-1.0,9.359994,173.06403,[ 0.01   0.222  0.108 -0.009 -0.04  -0.065  0.414 -0.028  0.     0.  0.   ],301.56863522072297,0.004872577,100,0.003781039,0.4189424,0.48725772,87.09496,7400,370.07648,325.09238,0.010793785,71.7121,322.26678681373596,0.03451778,138.6265,44545.723,1.148172,189474,83.07139,
75,0.004425175,9.359844,844.5266,10.03417,33.69,,955.08984,90.53117,502.8896,311.41815,-1.0,9.359844,220.88702,[ 0.011  0.219  0.106 -0.017 -0.035 -0.054  0.41  -0.035  0.     0.  0.   ],311.4181805541241,0.8434214,100,4.425175e-05,0.4189424,84.34215,1.271728,7500,282.00256,2292.907,0.10034169,67.51381,327.9700303077698,8.445266,160.55128,5001548.5,78.63316,192843,1.3956286,
76,0.49855942,9.359977,3.157341,1.0855461,30.04,,134.52734,92.76224,501.18268,277.19925,-1.0,9.359977,184.43701,[ 0.04   0.197  0.116  0.036  0.022 -0.041  0.395 -0.008  0.     0.  0.   ],277.19924747942105,0.0048700143,100,0.004985594,0.4189424,0.48700145,88.15379,7600,316.74567,294.66623,0.010855462,53.81402,335.4215176105499,0.03157341,126.84442,43935.824,1.1343812,195847,83.24571,
77,0.3932887,9.359985,2.915774,1.0805275,30.27,,139.21579,78.927475,518.5029,279.55383,-1.0,9.359985,200.62636,[ 0.044  0.192  0.118  0.042  0.022 -0.034  0.384 -0.001  0.     0.  0.   ],279.55383034419737,0.0029831866,100,0.0039328868,0.4189424,0.29831865,92.763336,7700,317.8766,300.72015,0.010805274,64.68614,342.356164932251,0.029157741,124.00296,56531.844,1.0780121,198874,92.917496,
78,0.28327814,9.359757,5.756466,1.0962735,30.22,,164.04745,105.888245,441.2054,278.7665,-1.0,9.359757,172.87828,[ 0.034  0.188  0.112  0.048  0.034 -0.049  0.37  -0.009  0.     0.  0.   ],278.7665203602501,0.0077876253,100,0.0028327813,0.4189424,0.7787626,76.21244,7800,268.32715,315.6649,0.010962737,50.8629,348.8814070224762,0.057564657,146.40492,59879.33,1.3121217,201896,66.46156,
79,0.31623244,9.359997,8.899795,1.2280169,31.68,,211.7663,92.10219,513.6019,292.77283,-1.0,9.359997,200.67062,[ 0.049  0.18   0.112  0.055  0.025 -0.038  0.368 -0.019  0.     0.  0.   ],292.7728120108611,0.011702056,100,0.0031623244,0.4189424,1.1702056,73.64028,7900,312.9313,391.31827,0.012280167,67.51025,355.8797163963318,0.088997945,138.6922,179633.67,1.3579525,205064,52.409187,
80,0.15427858,9.359875,12.082488,1.1644671,29.75,,142.71939,91.24941,603.1854,274.78207,-1.0,9.359875,183.53265,[ 0.072  0.19   0.118  0.06   0.022 -0.01   0.385 -0.006  0.     0.  0.   ],274.7820739829023,0.012960016,100,0.0015427858,0.4189424,1.2960016,67.23276,8000,419.65277,363.40887,0.011644671,64.99951,362.918909072876,0.12082488,93.82646,315685.84,1.4873701,208039,44.669327,
81,0.67997754,9.359874,1.3112731,0.99936783,31.07,,40.463943,94.02121,829.9176,287.1106,-1.0,9.359874,193.08939,[ 0.087  0.185  0.119  0.064  0.021  0.024  0.375 -0.005  0.     0.  0.   ],287.11059462899857,0.0009658725,100,0.006799775,0.4189424,0.096587256,99.18051,8100,636.82825,290.4657,0.009993678,81.553345,369.677330493927,0.01311273,38.13533,46406.016,1.0082626,211146,99.07456,
82,0.7511308,9.359845,1.4054822,1.0126963,30.43,,139.70503,97.92138,481.82758,280.8996,-1.0,9.359845,182.97821,[ 0.092  0.187  0.12   0.062  0.018  0.03   0.383 -0.002  0.     0.  0.   ],280.89957800996467,0.0013384074,100,0.007511308,0.4189424,0.13384074,98.037994,8200,298.84937,285.69254,0.010126964,64.23839,376.130535364151,0.014054822,136.35133,39373.582,1.0200127,214189,98.28329,
83,0.08002178,9.3598175,17.173084,1.2297803,29.97,,193.22562,83.74396,444.84442,276.6977,-1.0,9.3598175,192.95375,[ 0.095  0.182  0.117  0.068  0.013  0.025  0.377 -0.008  0.     0.  0.   ],276.69769740947334,0.019458048,100,0.0008002178,0.4189424,1.9458047,48.49539,8300,251.89067,384.86252,0.012297804,54.575638,382.7818856239319,0.17173085,143.2444,263417.7,2.0620515,217186,28.543081,
84,0.17640455,9.359903,11.571966,1.3102803,31.52,,192.06311,98.643456,443.5684,291.2649,-1.0,9.359903,192.62143,[ 0.117  0.195  0.131  0.052 -0.004  0.055  0.425 -0.002  0.     0.  0.   ],291.26489484002894,0.014896728,100,0.0017640454,0.4189424,1.4896729,56.326767,8400,250.94696,369.3695,0.013102804,54.955322,389.58200216293335,0.11571966,158.19438,83869.875,1.7753549,220338,43.619205,
85,0.48680678,9.359773,1.7330737,1.0390402,30.91,,122.18613,92.693085,566.31836,285.7024,-1.0,9.359773,193.00931,[ 0.12   0.193  0.133  0.055 -0.004  0.045  0.419  0.017  0.     0.  0.   ],285.702396764429,0.0024898183,100,0.004868068,0.4189424,0.24898182,94.13877,8500,373.30905,297.29074,0.010390402,62.167248,395.966246843338,0.017330736,115.80687,44989.332,1.0622616,223429,94.569695,
86,0.19402276,9.359979,2.8657258,1.065282,33.14,,147.99133,114.96184,577.05975,306.49384,-1.0,9.359979,191.53198,[ 0.123  0.193  0.133  0.057 -0.004  0.035  0.422  0.01   0.     0.  0.   ],306.4938241028603,0.0041377754,100,0.0019402276,0.4189424,0.4137776,86.79517,8600,385.52777,333.8121,0.01065282,76.6558,402.57181096076965,0.028657258,133.37592,54502.805,1.1521378,226743,86.890724,
87,0.57343626,9.359922,2.1689963,1.0399004,32.27,,140.47845,87.79122,564.0227,298.32776,-1.0,9.359922,210.53653,[ 0.119  0.194  0.131  0.05  -0.012  0.018  0.421  0.004  0.     0.  0.   ],298.32775759097945,0.0026987835,100,0.0057343626,0.4189424,0.26987836,93.88469,8700,353.48618,315.1091,0.010399004,67.08972,409.37399911880493,0.021689963,129.12096,55954.086,1.0651364,229970,93.68977,
88,0.43027955,9.359827,1.5432241,1.0080881,31.28,,137.7573,105.37325,520.1978,289.05243,-1.0,9.359827,183.67917,[ 0.12   0.205  0.134  0.043 -0.016  0.029  0.442  0.013  0.     0.  0.   ],289.0524230521112,0.0020955598,100,0.0043027955,0.4189424,0.20955598,96.13455,8800,336.51865,296.9232,0.01008088,61.21612,415.9122951030731,0.01543224,132.99309,40269.48,1.0402087,233098,95.85783,
89,0.5161585,9.35996,2.7850883,1.0516952,33.2,,85.98935,124.80921,776.20483,306.8871,-1.0,9.35996,182.07788,[ 0.114  0.213  0.134  0.042 -0.019  0.024  0.453  0.012  0.     0.  0.   ],306.8870843952559,0.0030968376,100,0.0051615853,0.4189424,0.30968377,93.59006,8900,594.12695,326.69302,0.010516951,92.00745,422.7368230819702,0.027850883,74.02565,58825.17,1.0684896,236418,92.02107,
90,0.48600534,9.359847,2.1816795,1.0596924,31.37,,149.80057,107.618935,509.54138,289.80637,-1.0,9.359847,182.18745,[ 0.099  0.218  0.13   0.048 -0.014  0.021  0.44   0.013  0.     0.  0.   ],289.8063887448532,0.0035126451,100,0.0048600533,0.4189424,0.3512645,90.16142,9000,327.35394,310.78738,0.0105969235,50.131725,429.44246530532837,0.021816794,136.94398,43111.76,1.1091218,239555,90.10004,
91,0.09011741,9.359745,5.331483,1.1868454,32.63,,185.73018,137.8145,497.66205,301.46765,-1.0,9.359745,163.65315,[ 0.096  0.225  0.133  0.042 -0.028  0.02   0.457  0.018  0.     0.  0.   ],301.46765273388496,0.009121556,100,0.0009011741,0.4189424,0.9121557,60.25228,9100,334.0089,378.06992,0.0118684545,75.37682,436.4065320491791,0.053314827,152.16905,84537.7,1.6596882,242818,62.866337,
92,0.32093546,9.35998,3.8670464,1.074951,34.13,,180.22162,105.507996,527.2385,315.6798,-1.0,9.35998,210.17178,[ 0.103  0.226  0.135  0.039 -0.029 -0.001  0.48   0.002  0.     0.  0.   ],315.6797906924371,0.0051653455,100,0.0032093546,0.4189424,0.5165346,81.10367,9200,317.06674,355.85544,0.0107495105,68.0049,443.7690715789795,0.03867046,157.50822,76581.42,1.2329899,246231,81.241455,
93,0.29109174,9.35998,11.034779,1.1517477,33.47,,194.37717,106.69614,521.5194,309.45044,-1.0,9.35998,202.75429,[ 0.094  0.228  0.134  0.041 -0.025 -0.02   0.494 -0.008  0.     0.  0.   ],309.45042152489697,0.010819107,100,0.0029109174,0.4189424,1.0819107,78.519165,9300,318.76514,370.94186,0.011517477,65.1631,451.1949772834778,0.110347785,152.99463,132187.34,1.2735745,249578,53.123516,
94,0.540979,9.359926,3.6522555,1.1015983,35.17,,164.86928,105.32826,604.731,325.4362,-1.0,9.359926,220.10794,[ 0.078  0.218  0.122  0.042 -0.031 -0.042  0.446 -0.025  0.     0.  0.   ],325.4362011980242,0.0039210618,100,0.00540979,0.4189424,0.39210618,90.11734,9400,384.62308,355.97748,0.011015982,84.1209,459.2037935256958,0.036522556,144.01692,70442.05,1.1096643,253095,88.75512,
95,0.49231094,9.359745,2.027487,1.0450182,33.05,,178.29123,84.98461,465.253,305.8304,-1.0,9.359745,220.84578,[ 0.082  0.226  0.124  0.046 -0.031 -0.023  0.452 -0.013  0.     0.  0.   ],305.83039956530314,0.0024973042,100,0.0049231094,0.4189424,0.24973044,92.87196,9500,244.40721,323.12442,0.010450182,57.30148,466.21702432632446,0.02027487,166.2545,58583.695,1.0767512,256400,94.59775,
96,0.2839687,9.359933,2.0328279,1.0574205,33.55,,173.50189,90.07606,500.65277,310.26718,-1.0,9.359933,220.1911,[ 0.077  0.237  0.121  0.045 -0.036 -0.018  0.45  -0.019  0.     0.  0.   ],310.2671625556985,0.0028221703,100,0.0028396868,0.4189424,0.28221706,90.511086,9600,280.46167,331.37457,0.010574204,57.33816,473.59163522720337,0.020328278,160.07133,60345.832,1.1048371,259755,93.35051,
97,0.7306939,9.3599615,1.4574826,1.0233558,32.69,,137.96031,82.58838,555.7711,302.27884,-1.0,9.3599615,219.69048,[ 0.082  0.236  0.121  0.052 -0.027 -0.015  0.456 -0.024  0.     0.  0.   ],302.27885095000346,0.0015148276,100,0.0073069385,0.4189424,0.15148276,98.211975,9700,336.08063,306.20255,0.010233559,61.080147,480.62234449386597,0.014574826,135.54749,54576.742,1.0182058,263024,97.85583,
98,0.58347696,9.359987,1.7759955,1.0389054,32.02,,140.54524,92.95905,540.2165,296.1289,-1.0,9.359987,203.16986,[ 0.073  0.241  0.12   0.051 -0.02  -0.013  0.45  -0.023  0.     0.  0.   ],296.12891052117726,0.0024166603,100,0.0058347695,0.4189424,0.24166603,95.30818,9800,337.04663,306.55133,0.010389054,65.70888,488.4778528213501,0.017759955,134.06396,50554.074,1.0492278,266226,94.86672,
99,0.2048682,9.359769,3.9141726,1.1211314,34.1,,147.27971,103.36105,630.72314,315.4553,-1.0,9.359769,212.09425,[ 0.066  0.241  0.118  0.052 -0.012 -0.012  0.434 -0.027  0.     0.  0.   ],315.4552960054849,0.006046776,100,0.002048682,0.4189424,0.6046776,78.57886,9900,418.6289,360.7351,0.011211311,76.73856,495.8123595714569,0.039141726,126.23833,68713.25,1.272607,269636,77.4657,
100,0.4518748,9.359836,1.4733406,1.0129762,35.08,,172.33768,113.60253,519.8756,324.7296,-1.0,9.359836,211.12708,[ 0.064  0.243  0.113  0.047 -0.015 -0.013  0.429 -0.04   0.     0.  0.   ],324.72960517005214,0.0018215576,100,0.004518748,0.4189424,0.18215576,96.784,10000,308.74854,330.8704,0.010129762,70.06155,503.277706861496,0.014733406,168.76694,52673.656,1.0332286,273144,96.867676,
101,0.5561649,9.35994,2.3303237,1.0424345,34.31,,148.7928,106.43688,605.28156,317.71118,-1.0,9.35994,211.2743,[ 0.07   0.245  0.114  0.058 -0.016 -0.013  0.434 -0.043  0.     0.  0.   ],317.71118273770026,0.0028414258,100,0.005561649,0.4189424,0.28414258,93.284065,10100,394.00726,336.8002,0.010424343,72.70797,510.8880889415741,0.023303237,136.12672,59862.688,1.0719944,276575,93.08406,
102,0.451085,9.359981,2.1435366,1.0322506,33.75,,132.09856,93.013985,623.95404,312.33557,-1.0,9.359981,219.32156,[ 0.078  0.251  0.115  0.058 -0.017  0.005  0.44  -0.039  0.     0.  0.   ],312.33555042723737,0.002372791,100,0.0045108497,0.4189424,0.23727912,94.58078,10200,404.63248,324.5727,0.010322507,73.299736,517.6804053783417,0.021435365,125.14934,59784.57,1.0572972,279950,94.98134,
103,0.527124,9.359929,2.1098983,1.0204792,33.86,,154.05493,111.141815,564.3262,313.29956,-1.0,9.359929,202.15775,[ 0.081  0.253  0.111  0.058 -0.014  0.018  0.439 -0.039  0.     0.  0.   ],313.29956215545513,0.0026361432,100,0.0052712397,0.4189424,0.2636143,95.48099,10300,362.16843,327.3128,0.010204792,65.85353,525.0160987377167,0.021098983,144.00172,52984.66,1.047329,283336,93.744316,
104,0.17311895,9.35988,6.728502,1.107703,34.9,,134.37466,120.72705,669.8428,322.9374,-1.0,9.35988,202.21039,[ 0.074  0.263  0.114  0.057 -0.018  0.026  0.462 -0.037  0.     0.  0.   ],322.9374327259846,0.0069362847,100,0.0017311894,0.4189424,0.6936286,84.45461,10400,467.6324,353.04126,0.01107703,83.75932,532.5316121578217,0.067285016,121.98459,69860.55,1.184068,286826,71.833435,
105,0.6856538,9.359896,1.3881968,1.0094441,34.56,,87.09993,118.4015,788.83374,319.67847,-1.0,9.359896,201.27698,[ 0.081  0.266  0.118  0.062 -0.011  0.042  0.466 -0.027  0.     0.  0.   ],319.67847035631837,0.0012896318,100,0.006856538,0.4189424,0.12896319,98.02397,10500,587.55676,326.1234,0.0100944415,86.469,539.855318069458,0.013881968,83.028366,51477.0,1.0201586,290282,98.39403,
106,0.6309864,9.359994,1.4436623,1.0437462,34.26,,162.34943,96.29417,534.1459,316.91415,-1.0,9.359994,220.62001,[ 0.087  0.266  0.118  0.059 -0.015  0.039  0.464 -0.03   0.     0.  0.   ],316.91417514817954,0.0019377996,100,0.0063098636,0.4189424,0.19377998,95.72958,10600,313.52588,326.12836,0.010437462,69.750626,547.2676184177399,0.014436622,156.67043,58808.41,1.0446092,293708,96.66796,
107,0.44003874,9.359894,1.9612287,1.039567,33.7,,139.7423,101.21919,597.48035,311.7257,-1.0,9.359894,210.50653,[ 0.09   0.264  0.115  0.066 -0.009  0.038  0.457 -0.031  0.     0.  0.   ],311.7257251836496,0.0030261541,100,0.0044003874,0.4189424,0.30261543,93.0444,10700,386.97382,325.5654,0.01039567,75.51566,554.486038684845,0.019612286,132.48164,55208.96,1.0747557,297078,92.188156,
108,0.6493946,9.359944,1.8854419,1.0333543,33.52,,162.08173,107.88909,517.93945,310.03668,-1.0,9.359944,202.1476,[ 0.091  0.261  0.115  0.06  -0.013  0.042  0.45  -0.037  0.     0.  0.   ],310.0366864451034,0.0024919885,100,0.0064939456,0.4189424,0.24919885,94.63505,10800,315.79187,321.80722,0.010333543,61.16074,561.9057428836823,0.018854419,154.65486,49708.324,1.0566909,300430,94.50404,
109,0.64473504,9.359891,1.9219345,1.0169618,34.08,,155.38696,114.09545,547.9146,315.29172,-1.0,9.359891,201.19627,[ 0.088  0.257  0.111  0.054 -0.016  0.044  0.434 -0.034  0.     0.  0.   ],315.2917265215531,0.0021421043,100,0.00644735,0.4189424,0.21421042,96.20316,10900,346.71832,322.97363,0.010169618,73.59052,569.0470535755157,0.019219344,150.91734,49132.4,1.0394669,303838,95.75167,
110,0.35096774,9.359829,2.4957118,1.0561037,34.49,,159.77322,126.32766,582.1422,319.0994,-1.0,9.359829,192.77176,[ 0.082  0.26   0.111  0.05  -0.019  0.043  0.44  -0.029  0.     0.  0.   ],319.0994162224841,0.0036038763,100,0.0035096772,0.4189424,0.36038765,89.2067,11000,389.37045,344.67947,0.010561038,68.71518,577.0246922969818,0.024957117,144.45674,54769.305,1.120992,307287,89.56989,
111,0.3310598,9.359863,2.4149587,1.1008037,36.28,,148.64218,123.36346,692.3449,335.82724,-1.0,9.359863,212.46378,[ 0.099  0.258  0.113  0.046 -0.026  0.044  0.453 -0.034  0.     0.  0.   ],335.8272333656707,0.0033918305,100,0.003310598,0.4189424,0.33918303,88.00086,11100,479.88113,370.05374,0.011008037,95.00067,584.7105898857117,0.024149587,128.12375,72009.97,1.1363525,310915,91.329216,
112,0.4661882,9.359927,2.981132,1.0621734,35.02,,125.19179,122.841835,703.04004,323.97263,-1.0,9.359927,201.13078,[ 0.108  0.256  0.115  0.055 -0.016  0.043  0.471 -0.037  0.     0.  0.   ],323.97262735165936,0.003064378,100,0.004661882,0.4189424,0.30643782,92.56304,11200,501.90924,344.41296,0.010621734,83.83889,592.3120224475861,0.029811319,113.06062,57876.273,1.0803448,314417,92.31628,
113,0.81145835,9.359721,1.2998945,1.0173,33.4,,149.6512,97.557,545.3978,308.88504,-1.0,9.359721,211.32803,[ 0.112  0.255  0.118  0.062 -0.013  0.033  0.479 -0.036  0.     0.  0.   ],308.8850307423756,0.0007644434,100,0.008114583,0.4189424,0.07644434,99.309715,11300,334.0698,313.8382,0.0101729985,67.52712,599.3689744472504,0.012998944,145.2657,51829.867,1.0069509,317757,99.438515,
114,0.4622942,9.359856,2.51451,1.0307777,34.15,,163.45328,103.89461,538.79095,315.9874,-1.0,9.359856,212.09277,[ 0.096  0.261  0.118  0.066 -0.015  0.038  0.475 -0.036  0.     0.  0.   ],315.9873813043547,0.0033482246,100,0.004622942,0.4189424,0.33482245,91.757324,11400,326.69818,332.1945,0.010307777,68.475746,606.5114140510559,0.025145099,154.35011,60390.97,1.0898312,321172,90.45589,
115,0.12932356,9.359923,4.150488,1.2095222,33.7,,207.56895,110.10037,483.69373,311.957,-1.0,9.359923,201.85663,[ 0.092  0.269  0.119  0.054 -0.02   0.04   0.487 -0.031  0.     0.  0.   ],311.9570098146727,0.007946313,100,0.0012932356,0.4189424,0.7946314,64.12944,11500,281.8371,388.77094,0.012095222,62.918793,613.7457749843597,0.04150488,166.84892,79708.164,1.5593462,324542,69.85083,
116,0.020059234,9.359777,24.070726,1.2903165,35.33,,221.86545,124.67456,546.8485,327.11932,-1.0,9.359777,202.44473,[ 0.09   0.269  0.121  0.042 -0.035  0.02   0.504 -0.04   0.     0.  0.   ],327.11929423872994,0.025382621,100,0.00020059233,0.4189424,2.5382624,39.511257,11600,344.40378,482.85785,0.012903165,66.34247,621.4081723690033,0.24070726,163.06474,777605.3,2.5309243,328075,20.535028,
