MinIWNorm,InitialReturnMean,VarianceInit,OptimizationReturnMean,EpRewMean,TimeElapsed,ReturnStepMaxmin,MaxIW,InitialBound,EpLenMean,MinIW,LearnableVariance,MaxIWNorm,InitialReturnMax,Weights,EmpiricalD2,InitialReturnMin,TimestepsSoFar,StdIWNorm,ESSRenyi,MeanEntropy,ReturnStepMax,EpisodesSoFar,OptimizationReturnMax,Bound,StdIW,ReturnMeanIW,OptimizationReturnMin,MeanIW,MeanIWNorm,Iteration,J_sample_variance,InitialReturnStd,ESSClassic,EpThisIter
0.004590468,190.1183,-1.0,90.2929,190.11830786644546,15.30071496963501,9.359949,1.7542162,84.43534,20.7,0.4590468,,0.017542161,352.27655,[ 0.01   0.045  0.051 -0.024 -0.019 -0.008  0.082  0.018  0.     0.  0.   ],1.0995462,99.82541,21619,0.0026933313,90.94661,0.4189424,9.359949,1100,252.45114,92.42941,0.26933312,203.24777,,1.0419691,0.010419688,11,16600.977,52.010303,93.73703,100
0.005710952,192.65125,-1.0,93.225624,192.65125656966285,16.821937561035156,9.359719,1.2537019,86.93696,20.97,0.5710952,,0.012537019,352.38098,[ 0.009  0.046  0.052 -0.015 -0.007 -0.016  0.087  0.018  0.     0.  0.   ],1.0206542,99.42563,23716,0.0012812142,97.97638,0.4189424,9.359719,1200,252.95535,90.69791,0.12812142,197.49834,,1.018572,0.0101857195,12,13254.975,47.13079,98.44246,100
0.0064564156,192.23256,-1.0,74.28999,192.23256844587897,18.249110221862793,9.359975,1.3181612,75.28173,20.93,0.64564157,,0.013181612,389.83612,[ 0.009  0.048  0.055 -0.016 -0.008 -0.025  0.099  0.026  0.     0.  0.   ],1.0176113,117.94257,25809,0.0012680234,98.269356,0.4189424,9.359975,1300,271.89355,77.776276,0.12680236,195.75244,,1.0079921,0.010079921,13,17712.303,54.332703,98.44218,100
0.0033480476,195.53569,-1.0,77.28542,195.5356902064032,19.376364946365356,9.359612,5.2649693,78.78059,21.28,0.33480477,,0.05264969,389.18372,[ 0.007  0.05   0.058 -0.014 -0.005 -0.032  0.107  0.031  0.     0.  0.   ],1.2265618,118.25027,27937,0.008431509,81.52871,0.4189424,9.359612,1400,270.93344,84.87741,0.8431509,214.18399,,1.1578646,0.011578646,14,23048.69,46.443634,65.348045,100
0.006314834,192.70436,-1.0,83.62714,192.70435579635523,20.82009530067444,9.359844,1.6754816,61.863922,20.98,0.63148344,,0.016754815,436.1347,[ 0.009  0.043  0.064 -0.021 -0.017 -0.036  0.087  0.028  0.     0.  0.   ],1.0323212,109.07722,30035,0.001880127,96.86907,0.4189424,9.359844,1500,327.0575,64.74951,0.1880127,197.68758,,1.0124121,0.010124121,15,16137.517,53.265015,96.66626,100
0.0057789404,199.72348,-1.0,108.904434,199.72347288631642,21.898473262786865,9.359838,1.4675953,-0.6894684,21.73,0.57789403,,0.014675953,668.0432,[ 0.005  0.053  0.064 -0.019 -0.019 -0.034  0.09   0.026  0.     0.  0.   ],1.0328379,90.81904,32208,0.001773415,96.82062,0.4189424,9.359838,1600,577.2242,6.535385,0.1773415,210.21234,,1.0212198,0.010212199,16,18628.414,74.19457,97.07263,100
0.0065204627,187.25053,-1.0,87.6854,187.25053053652698,23.38526463508606,9.359981,1.3494595,92.867065,20.39,0.65204626,,0.013494595,314.61157,[ 0.007  0.054  0.071 -0.02  -0.022 -0.04   0.107  0.032  0.     0.  0.   ],1.0236827,99.56514,34247,0.0014594669,97.686516,0.4189424,9.359981,1700,215.04643,94.862144,0.14594668,190.3567,,1.0204419,0.01020442,17,12318.815,42.522434,97.99543,100
0.004527828,192.21344,-1.0,83.02568,192.2134487399281,24.9537034034729,9.359553,1.3978854,89.26228,20.92,0.4527828,,0.013978854,343.17053,[ 0.01   0.053  0.075 -0.019 -0.021 -0.048  0.112  0.038  0.     0.  0.   ],1.0378268,109.18776,36339,0.0018026738,96.355194,0.4189424,9.359553,1800,233.98277,92.285225,0.18026738,197.16547,,1.0230218,0.010230217,18,15392.025,45.91014,96.98849,100
0.0049124523,190.57285,-1.0,99.811584,190.57285893953863,26.166824102401733,9.359624,1.428302,87.78135,20.75,0.49124524,,0.01428302,342.63834,[ 0.011  0.059  0.081 -0.025 -0.03  -0.056  0.123  0.044  0.     0.  0.   ],1.0395763,90.76128,38414,0.0019010564,96.19304,0.4189424,9.359624,1900,251.87706,91.941864,0.19010565,196.74768,,1.0447587,0.010447587,19,11703.775,47.22262,96.79512,100
0.0036919601,191.24052,-1.0,100.598885,191.2405306605624,27.751790046691895,9.3597975,1.5915301,80.032074,20.82,0.36919603,,0.0159153,370.69492,[ 0.01   0.056  0.08  -0.034 -0.038 -0.059  0.117  0.04   0.     0.  0.   ],1.0646843,90.64165,40496,0.0024026257,93.92456,0.4189424,9.3597975,2000,280.05328,90.285446,0.24026257,205.03429,,1.0427881,0.010427881,20,14529.04,52.266148,94.95902,100
0.005489804,202.53767,-1.0,102.96499,202.53767720301724,29.53739643096924,9.359382,1.3612735,58.188385,22.03,0.5489804,,0.013612735,481.1643,[ 0.014  0.052  0.091 -0.034 -0.035 -0.075  0.139  0.05   0.     0.  0.   ],1.01384,99.572685,42699,0.0011152811,98.634895,0.4189424,9.359382,2100,381.5916,60.725494,0.11152812,206.07025,,1.0151258,0.010151258,21,14840.025,63.543076,98.80732,100
0.0019505201,189.60684,-1.0,99.3074,189.60682524035542,30.80162024497986,9.359125,9.825399,89.79556,20.65,0.19505201,,0.098253995,332.70422,[ 0.013  0.059  0.096 -0.038 -0.035 -0.078  0.152  0.058  0.     0.  0.   ],1.663533,90.29942,44764,0.014599736,60.113026,0.4189424,9.359125,2200,242.4048,108.12834,1.4599737,236.86295,,1.1687889,0.011687888,22,56839.77,47.543503,39.057384,100
0.007913574,201.47421,-1.0,92.31348,201.47422252144068,32.227675914764404,9.359925,2.2400413,76.087105,21.91,0.7913574,,0.022400413,417.9571,[ 0.014  0.071  0.088 -0.039 -0.038 -0.05   0.147  0.039  0.     0.  0.   ],1.0284637,109.160736,46955,0.0025092259,97.23241,0.4189424,9.359925,2300,308.79636,78.126335,0.2509226,205.28543,,1.0441756,0.010441755,23,15497.322,52.61382,94.54054,100
0.005793501,199.6955,-1.0,90.89767,199.6954902051346,33.948487758636475,9.359889,2.881871,76.997444,21.73,0.5793501,,0.02881871,408.99347,[ 0.017  0.069  0.09  -0.04  -0.034 -0.042  0.134  0.034  0.     0.  0.   ],1.0985858,108.79782,49128,0.0035572532,91.026115,0.4189424,9.359889,2400,300.19565,89.2802,0.35572535,217.88425,,1.0599589,0.010599588,24,20359.78,52.44195,89.87719,100
0.0019588915,208.84956,-1.0,100.09766,208.84958970886962,35.27581477165222,9.359692,1.5080279,97.85258,22.72,0.19588915,,0.015080279,369.99002,[ 0.025  0.08   0.093 -0.039 -0.029 -0.02   0.136  0.028  0.     0.  0.   ],1.0574563,108.75194,51400,0.0020173134,94.56656,0.4189424,9.359692,2500,261.2381,103.35516,0.20173137,217.49637,,1.0448391,0.010448392,25,16348.504,51.672604,96.406204,100
0.0039329072,206.42886,-1.0,97.59133,206.42887307412548,36.72993540763855,9.359498,2.4358408,89.54649,22.45,0.39329073,,0.024358409,389.60797,[ 0.024  0.083  0.095 -0.047 -0.039 -0.032  0.141  0.026  0.     0.  0.   ],1.0714246,108.83755,53645,0.0028679145,93.33368,0.4189424,9.359498,2600,280.77042,95.46403,0.28679144,216.44856,,1.0239156,0.010239157,26,17314.387,54.786068,92.725494,100
0.0071292412,203.01279,-1.0,75.584114,203.01278963555202,38.577171325683594,9.359531,1.5736066,69.44911,22.08,0.7129241,,0.015736066,445.21228,[ 0.027  0.087  0.097 -0.04  -0.034 -0.022  0.152  0.026  0.     0.  0.   ],1.0294889,127.42867,55853,0.0015668257,97.135574,0.4189424,9.359531,2700,317.7836,75.38849,0.15668257,210.9072,,1.0253806,0.010253806,27,21122.611,51.932056,97.71834,100
0.005043565,210.91095,-1.0,83.44593,210.91096008273237,39.798463344573975,9.359921,5.1778965,88.342575,22.93,0.5043565,,0.051778965,408.56128,[ 0.033  0.097  0.102 -0.035 -0.032 -0.01   0.168  0.031  0.     0.  0.   ],1.2859573,127.46503,58146,0.008556554,77.76308,0.4189424,9.359921,2800,281.09625,102.89453,0.85565543,241.88716,,1.1843585,0.011843586,28,28065.598,54.100723,65.70504,100
0.004992216,211.26688,-1.0,102.48396,211.266864548282,41.27754187583923,9.359535,1.4473445,91.61348,22.98,0.49922162,,0.014473445,398.84464,[ 0.033  0.097  0.104 -0.01  -0.015  0.004  0.173  0.038  0.     0.  0.   ],1.039468,108.7829,60444,0.0018018525,96.20306,0.4189424,9.359535,2900,290.06174,96.345474,0.18018524,218.33725,,1.0205399,0.010205397,29,16820.076,57.061646,96.97694,100
0.0036451458,228.88248,-1.0,128.94289,228.88250096365076,42.95688462257385,9.359967,2.497266,64.18259,24.86,0.3645146,,0.02497266,548.99976,[ 0.031  0.099  0.108 -0.009 -0.014 -0.01   0.184  0.045  0.     0.  0.   ],1.1207604,99.93962,62930,0.00358264,89.225136,0.4189424,9.359967,3000,449.06012,81.69133,0.35826403,256.05252,,1.0642083,0.010642082,30,31375.682,74.60137,89.82044,100
0.0031161532,222.12988,-1.0,86.06361,222.1298943202052,44.51807236671448,9.359943,2.1535063,69.30965,24.16,0.31161532,,0.021535063,509.40088,[ 0.029  0.101  0.112 -0.01  -0.01  -0.032  0.202  0.049  0.     0.  0.   ],1.1477818,136.06628,65346,0.0035060083,87.12457,0.4189424,9.359943,3100,373.3346,83.609924,0.3506008,247.33325,,1.0979679,0.0109796785,31,31595.846,54.849358,90.74707,100
0.0043600784,226.84076,-1.0,99.46424,226.84076112892086,46.02594828605652,9.359925,6.149158,110.11995,24.65,0.43600786,,0.06149158,389.0694,[ 0.025  0.101  0.119  0.001  0.002 -0.052  0.213  0.053  0.     0.  0.   ],1.1484432,127.37652,67811,0.006624021,87.074394,0.4189424,9.359925,3200,261.69287,132.45227,0.66240215,257.53665,,1.1391011,0.011391013,32,28005.855,50.17739,74.72962,100
0.00449616,228.20244,-1.0,100.86367,228.2024375830875,47.82860970497131,9.359831,3.0816514,100.52942,24.79,0.44961601,,0.030816514,425.57675,[ 0.031  0.116  0.122 -0.008 -0.009 -0.027  0.228  0.06   0.     0.  0.   ],1.1370151,127.33876,70290,0.0046793288,87.94958,0.4189424,9.359831,3300,298.23798,118.22682,0.4679329,254.36574,,1.0927603,0.010927604,33,28245.012,51.780987,84.504745,100
0.002987219,228.63579,-1.0,91.49366,228.63575663122614,48.981645584106445,9.359873,2.4625247,89.1588,24.83,0.2987219,,0.024625245,464.92316,[ 0.024  0.115  0.116 -0.012 -0.011 -0.041  0.206  0.043  0.     0.  0.   ],1.1572411,137.14209,72773,0.004010968,86.412415,0.4189424,9.359873,3400,327.78107,101.63963,0.4010968,251.68216,,1.0782648,0.010782648,34,29297.354,50.31506,87.84476,100
0.0030770104,234.26431,-1.0,106.663185,234.26431779951582,50.73002767562866,9.359993,2.174623,94.95439,25.43,0.30770105,,0.02174623,464.36642,[ 0.027  0.116  0.118 -0.008 -0.008 -0.041  0.216  0.037  0.     0.  0.   ],1.083127,127.601135,75316,0.003023309,92.32527,0.4189424,9.359993,3500,336.7653,102.0318,0.3023309,247.01636,,1.0510705,0.010510704,35,25015.06,60.253445,92.358505,100
0.0055689383,231.77719,-1.0,94.609085,231.77718509043783,52.33350110054016,9.359983,1.9452227,111.96959,25.18,0.5568938,,0.019452227,399.35864,[ 0.027  0.124  0.119 -0.016 -0.018 -0.033  0.222  0.035  0.     0.  0.   ],1.0637646,137.1681,77834,0.0028820357,94.00576,0.4189424,9.359983,3600,262.19055,116.34936,0.2882036,239.91766,,1.0386174,0.010386173,36,24601.14,54.89856,92.85058,100
0.005104464,230.95493,-1.0,76.89614,230.9549237659442,53.506126165390015,9.359708,2.07214,102.656555,25.09,0.5104464,,0.0207214,427.6613,[ 0.026  0.123  0.119 -0.006 -0.016 -0.033  0.222  0.04   0.     0.  0.   ],1.0415283,154.05878,80343,0.0020330895,96.01275,0.4189424,9.359708,3700,273.6025,109.89662,0.20330895,240.83191,,1.0373005,0.010373006,37,29602.484,52.284214,96.300575,100
0.003184609,237.5368,-1.0,92.00444,237.53678974740293,55.34628915786743,9.359878,1.9142292,103.943436,25.8,0.3184609,,0.01914229,445.31125,[ 0.025  0.117  0.119 -0.013 -0.013 -0.058  0.21   0.033  0.     0.  0.   ],1.098076,145.53235,82923,0.0029426878,91.06838,0.4189424,9.359878,3800,299.7789,114.89766,0.29426882,254.88898,,1.0514646,0.010514646,38,29416.629,57.500687,92.73645,100
0.0036474643,235.9829,-1.0,99.48879,235.98289047392092,57.22569441795349,9.359886,1.3954928,113.73624,25.63,0.36474645,,0.013954927,407.4889,[ 0.027  0.119  0.124 -0.009 -0.009 -0.066  0.23   0.034  0.     0.  0.   ],1.0246472,136.4941,85486,0.0016434349,97.59457,0.4189424,9.359886,3900,270.9948,117.330185,0.16434349,241.0742,,1.017811,0.01017811,39,22848.37,51.301292,97.45908,100
0.0040363832,245.64912,-1.0,118.639626,245.64910995282193,58.90863227844238,9.359978,1.9493171,120.34191,26.67,0.40363833,,0.01949317,417.69067,[ 0.031  0.12   0.129 -0.012 -0.01  -0.073  0.245  0.039  0.     0.  0.   ],1.0747001,127.00949,88153,0.0026574386,93.04921,0.4189424,9.359978,4000,290.68118,126.219284,0.26574385,256.12244,,1.0194002,0.010194003,40,24205.06,57.32026,93.63669,100
0.003303359,238.07797,-1.0,83.761116,238.07797578784394,60.205201625823975,9.359729,2.1694071,130.27853,25.86,0.33033592,,0.021694072,359.3315,[ 0.026  0.132  0.131 -0.015 -0.015 -0.091  0.26   0.04   0.     0.  0.   ],1.0699589,154.31686,90739,0.0025450625,93.46153,0.4189424,9.359729,4100,205.01465,139.80814,0.25450626,251.3146,,1.0525016,0.010525014,41,30163.63,48.86067,94.47577,100
0.0032848537,251.54109,-1.0,87.23756,251.54107696312246,61.89116024971008,9.359944,2.5544155,99.232925,27.3,0.32848537,,0.025544154,507.69388,[ 0.022  0.128  0.129 -0.023 -0.021 -0.109  0.263  0.034  0.     0.  0.   ],1.1067424,164.30351,93469,0.0040358696,90.35526,0.4189424,9.359944,4200,343.39038,116.60086,0.40358698,276.83182,,1.0746293,0.010746295,42,42609.85,54.309452,87.63897,100
5.945299e-05,253.95863,-1.0,90.456795,253.95864682999508,64.18844485282898,9.35991,1534.8938,114.443375,27.54,0.005945299,,15.348938,465.05096,[ 0.016  0.122  0.131 -0.021 -0.021 -0.14   0.267  0.033  0.     0.  0.   ],132.4993,163.50185,96223,1.5286921,0.754721,0.4189424,9.35991,4300,301.54913,1990.424,152.8692,3596.3613,,17.109577,0.17109579,43,35109236.0,64.32751,1.2371776,100
0.003102559,229.24533,-1.0,92.113464,229.24532483718176,66.34694504737854,9.359907,4.461996,104.26597,24.9,0.3102559,,0.04461996,416.59784,[ 0.033  0.14   0.134  0.025  0.025 -0.082  0.254  0.062  0.     0.  0.   ],1.1978273,137.13185,98713,0.0065885414,83.48449,0.4189424,9.359907,4400,279.466,113.04625,0.6588541,249.83026,,1.0880207,0.010880206,44,30369.18,49.47373,73.16925,100
0.0059122145,239.93633,-1.0,94.781075,239.93631889611163,68.15324902534485,9.359877,1.7712915,104.57628,26.05,0.59122145,,0.017712915,451.20013,[ 0.029  0.14   0.135  0.007  0.012 -0.085  0.247  0.065  0.     0.  0.   ],1.0419772,145.15524,101318,0.002103203,95.97139,0.4189424,9.359877,4500,306.0449,107.92053,0.21032028,246.09238,,1.0099764,0.010099763,45,27307.209,61.026997,95.84374,100
0.0017788671,233.83504,-1.0,97.54751,233.83502314384975,69.81443047523499,9.3596325,3.9341888,105.67087,25.39,0.17788671,,0.03934189,427.21387,[ 0.023  0.142  0.14   0.006  0.01  -0.097  0.251  0.062  0.     0.  0.   ],1.3477333,136.2875,103857,0.0068333345,74.19866,0.4189424,9.3596325,4600,290.92636,134.18874,0.6833335,282.97696,,1.2201034,0.0122010335,46,35805.48,51.860104,76.12266,100
0.006779391,232.37003,-1.0,86.7588,232.37001737989968,71.6919093132019,9.359929,1.6261675,126.754684,25.23,0.6779391,,0.016261674,352.05112,[ 0.022  0.139  0.143 -0.016 -0.009 -0.107  0.251  0.064  0.     0.  0.   ],1.0166817,145.61122,106380,0.0014683057,98.35921,0.4189424,9.359929,4700,206.4399,127.463776,0.14683056,233.95638,,1.0060754,0.010060754,47,24652.242,50.044025,97.91445,100
0.004961568,224.26569,-1.0,79.21914,224.26569030876405,73.33644032478333,9.35967,3.6777124,104.47564,24.37,0.4961568,,0.036777124,399.30014,[ 0.019  0.143  0.145 -0.018 -0.012 -0.103  0.248  0.061  0.     0.  0.   ],1.1787064,145.04655,108817,0.0055026836,84.83877,0.4189424,9.35967,4800,254.25359,120.495636,0.55026835,250.54958,,1.084082,0.01084082,48,35329.426,46.752735,79.513565,100
0.005177526,239.57964,-1.0,103.34515,239.5796579009551,75.49599885940552,9.35994,3.0578678,52.52069,26.02,0.5177526,,0.030578677,623.5299,[ 0.017  0.14   0.139 -0.016 -0.009 -0.094  0.224  0.043  0.     0.  0.   ],1.1094973,136.2345,111419,0.0039439243,90.130905,0.4189424,9.35994,4900,487.2954,64.52237,0.3943925,261.55658,,1.0645806,0.010645804,49,35951.062,64.912605,87.931725,100
0.0055882246,232.07445,-1.0,104.92335,232.07444881411607,77.40179252624512,9.359838,1.612815,113.098335,25.21,0.55882245,,0.01612815,396.587,[ 0.017  0.145  0.137 -0.006  0.004 -0.087  0.224  0.042  0.     0.  0.   ],1.0374594,127.15109,113940,0.0018716457,96.38932,0.4189424,9.359838,5000,269.4359,116.35288,0.18716459,237.53688,,1.0090209,0.01009021,50,20846.588,54.44762,96.67375,100
0.0029512763,235.50772,-1.0,99.41368,235.50771617065715,79.07127332687378,9.359932,2.22002,121.224174,25.58,0.29512763,,0.0222002,380.94513,[ 0.01   0.147  0.141 -0.006  0.004 -0.105  0.234  0.043  0.     0.  0.   ],1.1622479,136.09402,116498,0.0041945153,86.04016,0.4189424,9.359932,5100,244.8511,146.44498,0.41945156,269.6513,,1.1161555,0.011161555,51,30848.672,54.404766,87.625084,100
0.004979305,244.96692,-1.0,90.45297,244.96689391321237,81.02216696739197,9.359663,2.0498238,128.21284,26.6,0.49793053,,0.020498237,389.18018,[ 0.018  0.152  0.151 -0.008  0.002 -0.113  0.281  0.057  0.     0.  0.   ],1.082796,154.51393,119158,0.002791456,92.3535,0.4189424,9.359663,5200,234.66624,134.78479,0.2791456,256.27612,,1.0432571,0.010432568,52,30209.068,52.79617,93.3189,100
0.0048458404,252.95987,-1.0,107.45909,252.95985636215704,83.04360842704773,9.359903,1.8484828,124.75496,27.45,0.48458406,,0.018484827,427.34967,[ 0.016  0.156  0.15  -0.012  0.    -0.113  0.283  0.051  0.     0.  0.   ],1.0673081,145.50076,121903,0.0023100304,93.69366,0.4189424,9.359903,5300,281.8489,134.02013,0.23100305,266.4694,,1.0320191,0.01032019,53,28471.482,54.12834,95.2288,100
0.0058771363,252.48703,-1.0,106.588005,252.48701811894932,84.35764741897583,9.359712,1.4696107,111.301056,27.39,0.58771366,,0.014696106,470.61987,[ 0.02   0.158  0.153 -0.017 -0.001 -0.113  0.302  0.053  0.     0.  0.   ],1.0439795,145.89902,124642,0.0019496538,95.787315,0.4189424,9.359712,5400,324.72086,116.609436,0.19496539,260.86664,,1.0326816,0.010326816,54,26793.008,53.760612,96.55832,100
0.004001216,256.78107,-1.0,93.027435,256.7810758156327,86.41295552253723,9.359922,3.237043,89.30641,27.85,0.40012163,,0.03237043,558.2489,[ 0.018  0.163  0.151 -0.023 -0.008 -0.112  0.302  0.051  0.     0.  0.   ],1.1136855,163.75363,127427,0.0037212695,89.791954,0.4189424,9.359922,5500,394.49527,104.91925,0.37212694,281.65744,,1.079843,0.01079843,55,38762.74,62.802094,89.38488,100
0.006128225,257.86603,-1.0,103.576836,257.8660387158444,88.37216234207153,9.359946,1.4253635,116.75032,27.97,0.61282253,,0.014253635,470.38574,[ 0.02   0.17   0.154 -0.027 -0.013 -0.1    0.315  0.05   0.     0.  0.   ],1.0191687,154.2892,130224,0.0014514582,98.11918,0.4189424,9.359946,5600,316.09656,119.35045,0.14514582,261.81226,,1.011398,0.01011398,56,28887.584,58.30686,97.98204,100
0.0044580256,261.3159,-1.0,69.32304,261.31587743920085,90.58443093299866,9.359898,2.1292055,102.2451,28.32,0.44580257,,0.021292055,530.23596,[ 0.024  0.176  0.153 -0.024 -0.011 -0.088  0.316  0.052  0.     0.  0.   ],1.0802423,191.99284,133056,0.002634279,92.57182,0.4189424,9.359898,5700,338.2431,112.69734,0.2634279,278.0271,,1.0501584,0.010501582,57,46987.938,60.084538,94.08014,100
0.003230506,249.73317,-1.0,85.7343,249.73313850641662,92.82331585884094,9.359848,3.6761248,124.216125,27.11,0.32305062,,0.036761247,418.39,[ 0.022  0.181  0.149 -0.022 -0.001 -0.082  0.318  0.049  0.     0.  0.   ],1.1101863,163.99884,135767,0.004217565,90.07497,0.4189424,9.359848,5800,254.39117,135.36064,0.42175648,267.61212,,1.0562267,0.010562267,58,39540.508,49.80867,86.248215,100
5.676835e-06,258.33725,-1.0,84.52556,258.33725268610624,94.67980647087097,9.359852,288.90436,102.73819,28.03,0.0005676835,,2.8890436,518.6636,[ 0.029  0.19   0.155 -0.033 -0.011 -0.07   0.335  0.053  0.     0.  0.   ],40.23394,173.81169,138570,0.2869892,2.4854639,0.4189424,9.359852,5900,344.85187,790.26666,28.698923,1777.2351,,3.9538088,0.03953809,59,99585350.0,58.364883,1.8626635,100
0.0057119015,279.4586,-1.0,97.59749,279.45857507975745,97.60865116119385,9.359983,2.404952,95.35162,30.28,0.5711902,,0.02404952,613.6898,[ 0.054  0.185  0.155 -0.04  -0.005 -0.063  0.358  0.014  0.     0.  0.   ],1.0644419,181.86108,141598,0.0028374165,93.945946,0.4189424,9.359983,6000,431.82874,106.22331,0.28374165,296.16974,,1.0476699,0.010476696,60,46773.348,74.586525,93.166306,100
0.00032131333,278.10703,-1.0,94.149315,278.10699335063805,100.03171634674072,9.359939,102.34703,98.553894,30.14,0.032131333,,1.0234703,598.5104,[ 0.053  0.194  0.155 -0.035 -0.003 -0.045  0.359  0.018  0.     0.  0.   ],6.858111,183.95767,144612,0.10360885,14.581275,0.4189424,9.359939,6100,414.5527,249.34158,10.360885,719.5552,,2.197493,0.02197493,61,4244844.5,73.19066,4.3047853,100
0.00294127,284.33655,-1.0,92.55737,284.3365517183536,103.09451818466187,9.359764,3.9675832,128.5078,30.81,0.294127,,0.03967583,519.4291,[ 0.049  0.198  0.149 -0.013 -0.004 -0.041  0.317 -0.023  0.     0.  0.   ],1.2856036,191.77917,147693,0.0056404932,77.78447,0.4189424,9.359764,6200,327.6499,156.1631,0.56404936,332.84866,,1.1453761,0.011453761,62,61402.203,59.176777,80.48195,100
