MaxIWNorm,InitialReturnMin,TimeElapsed,OptimizationReturnMin,EpLenMean,MeanIWNorm,OptimizationReturnMean,MeanIW,StdIW,ESSClassic,Bound,J_sample_variance,ReturnMeanIW,MinIWNorm,EpThisIter,ESSRenyi,InitialBound,Iteration,MaxIW,InitialReturnStd,EpRewMean,EpisodesSoFar,TimestepsSoFar,LearnableVariance,MinIW,MeanEntropy,InitialReturnMax,VarianceInit,ReturnStepMax,OptimizationReturnMax,EmpiricalD2,Weights,StdIWNorm,ReturnStepMaxmin,InitialReturnMean
0.024791602,90.87961,34.65023183822632,,20.52,0.010561632,97.59081,1.0561632,0.35935912,89.62422,85.84025,18642.855,208.11067,0.003110093,100,87.301186,74.22691,11,2.4791603,54.444164,188.47040760486888,1100,21004,,0.31100932,0.4189424,380.81165,-1.0,9.359976,289.93204,1.1454598,[ 0.013  0.077  0.039 -0.008  0.024  0.056  0.05  -0.005  0.     0.  0.   ],0.003593591,9.359976,188.47041
0.014570305,90.5036,38.32765865325928,,21.26,0.010205592,104.971466,1.0205592,0.16090167,97.57461,79.66999,12754.548,201.3254,0.005729011,100,97.006256,75.65452,12,1.4570305,55.9941,195.47506429402438,1200,23130,,0.57290107,0.4189424,399.4018,-1.0,9.359866,308.8982,1.0308614,[ 0.009  0.078  0.044 -0.009  0.021  0.036  0.068  0.006  0.     0.  0.   ],0.0016090167,9.359866,195.47505
0.014044698,100.05611,41.23181986808777,,20.62,0.010124329,89.34257,1.0124329,0.18583785,96.74055,92.144135,13821.326,194.28741,0.0054641645,100,96.18424,89.223114,13,1.4044698,48.82053,189.39868031955203,1300,25192,,0.54641646,0.4189424,333.91852,-1.0,9.3599205,233.86241,1.0396713,[ 1.756e-02  7.813e-02  5.390e-02 -7.573e-05  2.189e-02  3.712e-02  7.066e-02  2.564e-03  0.000e+00  0.000e+00  0.000e+00],0.0018583785,9.3599205,189.3987
0.08090859,99.63719,44.1874053478241,,21.53,0.01140999,98.27776,1.140999,1.0902724,52.272263,93.28676,51372.773,246.12396,0.002020951,100,68.84345,71.10295,14,8.090859,62.92151,197.9149490895976,1400,27345,,0.20209509,0.4189424,422.70673,-1.0,9.359922,323.06952,1.4525709,[1.266e-02 7.582e-02 5.628e-02 7.176e-05 2.660e-02 1.836e-02 7.516e-02 5.360e-03 0.000e+00 0.000e+00 0.000e+00],0.010902722,9.359922,197.91495
0.014750617,109.0618,47.21810460090637,,22.38,0.010097117,96.728966,1.0097117,0.20150161,96.16997,99.26611,16877.404,212.9569,0.0050839363,100,96.19487,94.284,15,1.4750617,51.06499,205.79076838111996,1500,29583,,0.50839365,0.4189424,371.6892,-1.0,9.359806,262.6274,1.0395565,[ 0.012  0.084  0.061 -0.009  0.015  0.036  0.081 -0.006  0.     0.  0.   ],0.002015016,9.359806,205.79076
0.016736506,99.465866,50.38227891921997,,22.84,0.010419664,110.51469,1.0419664,0.35211697,89.75047,104.28186,17969.523,226.15738,0.0017465659,100,87.63661,95.88747,16,1.6736505,56.218773,209.98055570271484,1600,31867,,0.1746566,0.4189424,380.31024,-1.0,9.359488,280.84436,1.1410756,[ 0.02   0.091  0.072 -0.006  0.014  0.042  0.098 -0.003  0.     0.  0.   ],0.0035211695,9.359488,209.98055
0.019548941,118.25237,53.38845348358154,,23.62,0.010454204,99.09041,1.0454205,0.25379953,94.434204,95.54396,24534.506,234.38103,0.0041637225,100,92.90388,83.52237,17,1.9548942,63.435665,217.34279310195302,1700,34229,,0.41637227,0.4189424,446.06805,-1.0,9.359856,327.81567,1.0763813,[ 0.018  0.096  0.076 -0.009  0.004  0.027  0.113  0.     0.     0.  0.   ],0.0025379953,9.359856,217.34279
0.016428325,109.02873,56.267411947250366,,24.46,0.010259148,116.21094,1.0259149,0.21645792,95.73805,109.822784,19412.256,235.51955,0.0058557573,100,94.96173,102.750305,18,1.6428326,63.159203,225.23967132864283,1800,36675,,0.58557576,0.4189424,408.2979,-1.0,9.359987,299.26917,1.0530558,[ 0.021  0.107  0.082 -0.006  0.001  0.035  0.148  0.015  0.     0.  0.   ],0.002164579,9.359987,225.23969
0.014630835,109.11836,59.811285972595215,,24.49,0.010219323,116.32959,1.0219325,0.18973799,96.66769,94.60463,17160.895,233.81792,0.0055689155,100,95.85261,89.1521,19,1.4630835,55.683815,225.4479507494651,1900,39124,,0.55689156,0.4189424,454.31955,-1.0,9.359993,345.20117,1.0432684,[ 0.034  0.103  0.085 -0.007 -0.005  0.032  0.143  0.007  0.     0.  0.   ],0.0018973798,9.359993,225.44795
0.015309164,108.74756,63.14033579826355,,24.25,0.010324755,114.383514,1.0324755,0.21714242,95.764206,93.89757,17570.562,233.89093,0.0035266434,100,94.716484,86.8862,20,1.5309165,56.022957,223.13107279687435,2000,41549,,0.35266435,0.4189424,454.14963,-1.0,9.359792,345.40207,1.0557824,[ 0.027  0.112  0.084 -0.004 -0.008  0.022  0.157  0.013  0.     0.  0.   ],0.0021714242,9.359792,223.13109
0.013744182,126.38227,66.92919325828552,,25.27,0.010125878,106.1937,1.0125878,0.09099633,99.19887,78.05815,23465.916,239.42268,0.0077702943,100,99.07479,71.95964,21,1.3744183,67.79289,232.57596848238688,2100,44076,,0.77702945,0.4189424,535.38776,-1.0,9.359868,409.0055,1.0093385,[ 0.018  0.115  0.084 -0.001 -0.002  0.008  0.163  0.017  0.     0.  0.   ],0.00090996333,9.359868,232.57596
0.015078687,154.6026,70.22853875160217,,25.37,0.010354122,78.90471,1.0354123,0.1907453,96.71764,112.31267,30160.555,243.08832,0.0037634447,100,96.112724,105.29866,22,1.5078688,59.86447,233.50731412570968,2200,46613,,0.37634447,0.4189424,427.36218,-1.0,9.359965,272.75958,1.040445,[ 0.001  0.135  0.082 -0.003  0.001  0.009  0.172  0.021  0.     0.  0.   ],0.0019074528,9.359965,233.50731
0.025431871,126.97208,73.32228302955627,,24.99,0.010480691,103.09839,1.048069,0.37555856,88.6208,110.44032,23249.627,241.45898,0.0043618823,100,91.47613,104.76009,23,2.5431871,54.26006,230.070464172897,2300,49112,,0.43618822,0.4189424,417.70126,-1.0,9.359882,290.7292,1.0931814,[-0.005  0.137  0.075  0.004  0.007 -0.005  0.162  0.017  0.     0.  0.   ],0.0037555858,9.359882,230.07047
0.017844923,145.58359,76.58152079582214,,25.23,0.010505202,86.804726,1.0505203,0.23740473,95.141106,110.26184,30285.438,248.52347,0.004486802,100,93.5635,98.65028,24,1.7844923,63.096043,232.38831547157795,2400,51635,,0.4486802,0.4189424,445.7934,-1.0,9.359872,300.2098,1.0687928,[-0.014  0.145  0.081 -0.003 -0.002 -0.006  0.164  0.023  0.     0.  0.   ],0.0023740472,9.359872,232.3883
0.0218579,136.26195,79.83793234825134,,24.9,0.010284398,93.03505,1.0284399,0.21439779,95.83508,96.33511,23983.605,234.8353,0.0061921617,100,97.33562,92.65437,25,2.18579,53.05356,229.29699998608285,2500,54125,,0.6192162,0.4189424,455.47546,-1.0,9.359785,319.2135,1.0273732,[-0.025  0.143  0.079 -0.002  0.001 -0.036  0.156  0.017  0.     0.  0.   ],0.002143978,9.359785,229.297
0.021272566,118.34926,82.9240825176239,,24.03,0.01020427,102.775345,1.020427,0.28803623,92.62033,102.21492,18494.438,228.05215,0.0054778336,100,95.004105,98.47099,26,2.1272566,44.877693,221.1246032867753,2600,56528,,0.5477834,0.4189424,408.8454,-1.0,9.359741,290.49615,1.0525861,[-0.024  0.153  0.079  0.002  0.002 -0.023  0.164  0.024  0.     0.  0.   ],0.0028803623,9.359741,221.1246
0.019526787,136.4372,87.01362252235413,,24.88,0.010365074,92.66884,1.0365074,0.3126648,91.659515,107.84259,27121.709,245.64897,0.0029426797,100,90.1076,98.29329,27,1.9526788,54.448784,229.1060328068387,2700,59016,,0.29426798,0.4189424,436.04248,-1.0,9.359544,299.6053,1.1097844,[-0.015  0.156  0.09  -0.001  0.001 -0.003  0.173  0.024  0.     0.  0.   ],0.0031266483,9.359544,229.10603
0.021665301,126.73011,90.07418131828308,,25.23,0.010675861,105.583145,1.0675861,0.3348629,91.042786,125.21232,22849.225,246.78313,0.00387779,100,90.59372,116.60128,28,2.1665301,52.452198,232.31326088397896,2800,61539,,0.387779,0.4189424,385.70663,-1.0,9.3595495,258.97653,1.1038293,[-0.016  0.154  0.093  0.002  0.006 -0.022  0.184  0.021  0.     0.  0.   ],0.0033486288,9.3595495,232.31325
0.034540232,154.62607,93.95656299591064,,26.18,0.010883463,86.603584,1.0883462,0.552031,79.53728,120.04176,40397.516,272.659,0.0018873136,100,80.02498,104.70334,29,3.4540234,59.00143,241.2296534304736,2900,64157,,0.18873136,0.4189424,455.0877,-1.0,9.359888,300.46164,1.2496098,[-0.013  0.153  0.094 -0.005 -0.001 -0.023  0.189  0.029  0.     0.  0.   ],0.00552031,9.359888,241.22968
0.13778202,154.59802,97.18303060531616,,26.24,0.012973258,87.249756,1.2973258,1.725485,36.114307,152.94841,126087.8,336.2653,0.0011927651,100,48.937016,113.60846,30,13.778203,56.405556,241.84777876039482,3000,66781,,0.119276516,0.4189424,427.4644,-1.0,9.359883,272.86636,2.043443,[-0.012  0.147  0.096 -0.004  0.    -0.036  0.181  0.013  0.     0.  0.   ],0.017254852,9.359883,241.84778
0.028333101,137.11966,100.73342204093933,,28.07,0.01038813,121.793106,1.038813,0.36399978,89.06464,110.13989,33175.5,279.90625,0.0031683121,100,91.060875,96.91182,31,2.8333101,70.01878,258.91275912387476,3100,69588,,0.31683123,0.4189424,540.0031,-1.0,9.359922,402.88345,1.0981665,[-0.011  0.144  0.094  0.002  0.003 -0.024  0.175 -0.009  0.     0.  0.   ],0.003639998,9.359922,258.91278
0.03575894,136.133,103.92015981674194,,27.01,0.01051534,112.7613,1.0515342,0.37076777,88.94228,130.6959,26132.412,261.7764,0.0053643337,100,91.57934,123.45408,32,3.575894,58.498905,248.8942968241536,3200,72289,,0.5364334,0.4189424,418.13406,-1.0,9.359795,282.00107,1.0919493,[-0.008  0.151  0.098 -0.008 -0.005 -0.016  0.193 -0.004  0.     0.  0.   ],0.0037076771,9.359795,248.8943
0.017331814,155.52945,107.44306778907776,,27.61,0.010519956,99.12322,1.0519955,0.27323064,93.68052,101.85954,33983.41,273.4291,0.0034826333,100,91.89548,90.182434,33,1.7331815,61.61823,254.65266869338325,3300,75050,,0.34826332,0.4189424,548.23413,-1.0,9.359826,392.70468,1.0881928,[-0.01   0.156  0.091 -0.001  0.004 -0.006  0.183 -0.007  0.     0.  0.   ],0.0027323063,9.359826,254.65268
0.030829804,173.66898,113.35472440719604,,29.39,0.010681115,97.35216,1.0681115,0.39479172,87.98044,95.57716,59417.73,303.43982,0.004248428,100,88.56444,75.40433,34,3.0829804,69.33606,271.02113290693944,3400,77989,,0.42484283,0.4189424,652.056,-1.0,9.359813,478.38705,1.1291214,[-1.463e-02  1.552e-01  9.390e-02 -3.145e-05 -3.184e-04 -2.468e-02  1.892e-01 -1.278e-02  0.000e+00  0.000e+00  0.000e+00],0.0039479174,9.359813,271.02112
0.022843288,182.38983,118.10563826560974,,28.14,0.010256894,77.205086,1.0256892,0.22624998,95.360054,125.68898,39376.797,267.86014,0.00519889,100,95.805176,120.43761,35,2.284329,52.047768,259.5949186434286,3500,80803,,0.519889,0.4189424,463.8577,-1.0,9.359843,281.46786,1.043785,[-0.006  0.157  0.098  0.006  0.007 -0.021  0.208 -0.013  0.     0.  0.   ],0.0022624994,9.359843,259.5949
0.038401447,165.07132,122.16597390174866,,28.09,0.011221473,94.024666,1.1221473,0.6116442,77.09525,137.1473,49081.27,305.9596,0.0011266727,100,76.77302,111.1823,36,3.8401446,58.14617,259.0959847338708,3600,83612,,0.11266728,0.4189424,493.04565,-1.0,9.359982,327.97433,1.3025409,[-0.013  0.165  0.096  0.001  0.003 -0.014  0.209 -0.014  0.     0.  0.   ],0.006116442,9.359982,259.09598
0.016960833,164.96143,126.55810070037842,,29.62,0.01038146,108.40992,1.038146,0.25316676,94.386826,146.48517,36533.832,288.33865,0.0036422296,100,93.021126,136.55722,37,1.6960833,64.06761,273.37135215020385,3700,86574,,0.36422297,0.4189424,456.04697,-1.0,9.3599205,291.08554,1.0750246,[-0.016  0.164  0.097 -0.001  0.002 -0.038  0.228 -0.024  0.     0.  0.   ],0.0025316677,9.3599205,273.37134
0.09297321,174.82507,131.0100839138031,,29.91,0.013196336,101.20814,1.3196338,1.5661732,41.51873,161.99915,113994.72,358.71304,0.002250071,100,59.81451,123.895004,38,9.297321,61.251488,276.0332149854015,3800,89565,,0.22500709,0.4189424,507.12738,-1.0,9.359858,332.3023,1.6718352,[-0.018  0.172  0.098 -0.005 -0.008 -0.045  0.24  -0.026  0.     0.  0.   ],0.015661731,9.359858,276.03323
0.029500086,181.79984,135.42794346809387,,29.39,0.010636356,89.38003,1.0636357,0.3256371,91.43018,110.14671,50329.727,295.44214,0.003391426,100,92.55185,92.9185,39,2.9500086,67.64047,271.1798629911966,3900,92504,,0.33914262,0.4189424,594.2046,-1.0,9.359952,412.40475,1.0804754,[-0.017  0.168  0.094 -0.023 -0.026 -0.038  0.2   -0.031  0.     0.  0.   ],0.003256371,9.359952,271.17987
0.051580615,173.01498,140.0492684841156,,30.09,0.011686189,104.81871,1.1686188,0.68295765,74.54119,147.05252,64917.26,335.4057,0.0005471957,100,73.05891,116.83974,40,5.1580615,72.68869,277.8336977061353,4000,95513,,0.054719575,0.4189424,536.6465,-1.0,9.3598995,363.6315,1.3687584,[-0.006  0.175  0.1   -0.024 -0.026 -0.027  0.228 -0.025  0.     0.  0.   ],0.006829576,9.3598995,277.83368
0.013587153,174.27693,143.88802409172058,,29.48,0.0100215925,97.785934,1.0021591,0.09855356,99.042145,66.48689,37675.777,274.0994,0.0082180165,100,99.30268,65.17549,41,1.3587153,68.45388,272.06287402385334,4100,98461,,0.82180166,0.4189424,689.62463,-1.0,9.359979,515.3477,1.0070221,[-0.004  0.171  0.103 -0.012 -0.015 -0.051  0.232 -0.033  0.     0.  0.   ],0.0009855356,9.359979,272.06287
0.7053421,174.18181,147.82702684402466,,29.99,0.01903691,102.64384,1.9036909,7.224954,6.491901,315.99106,10107574.0,758.1391,0.0006236199,100,17.874878,89.891205,42,70.53421,69.1002,276.82564967247936,4200,101460,,0.06236199,0.4189424,623.11475,-1.0,9.35995,448.93292,5.594444,[-0.006  0.174  0.105 -0.011 -0.013 -0.043  0.234 -0.031  0.     0.  0.   ],0.07224954,9.35995,276.82565
0.03336873,172.764,152.50958728790283,,29.25,0.011152719,97.096436,1.115272,0.64532596,74.917114,141.1731,54920.258,309.13495,0.0012168945,100,76.043,123.393265,43,3.336873,65.94815,269.860447746741,4300,104385,,0.12168945,0.4189424,488.22394,-1.0,9.359941,315.45993,1.3150455,[-0.002  0.171  0.1    0.024  0.021 -0.022  0.207 -0.041  0.     0.  0.   ],0.0064532594,9.359941,269.86044
0.02220502,174.97682,156.17786192893982,,28.64,0.010473259,89.35874,1.0473258,0.28715613,93.00813,115.48393,37429.72,276.19626,0.0051692096,100,93.95484,108.556595,44,2.220502,56.49688,264.3355551161863,4400,107249,,0.516921,0.4189424,519.2632,-1.0,9.359965,344.28638,1.0643411,[ 0.006  0.173  0.101  0.031  0.02  -0.011  0.22  -0.049  0.     0.  0.   ],0.0028715613,9.359965,264.33554
0.020381205,163.58812,160.2565472126007,,29.63,0.010204952,110.121544,1.020495,0.29674128,92.2038,127.29718,36153.61,286.30072,0.0034178167,100,93.15633,120.24338,45,2.0381205,67.437195,273.709659402696,4500,110212,,0.34178168,0.4189424,511.5543,-1.0,9.35996,347.9662,1.0734644,[ 0.008  0.164  0.101  0.029  0.012 -0.024  0.221 -0.05   0.     0.  0.   ],0.0029674128,9.35996,273.70966
0.13262856,192.96695,164.73429322242737,,31.25,0.013707902,95.741745,1.3707902,1.7779872,37.2808,229.08553,259798.89,442.26712,0.0012063616,100,49.746265,138.3495,46,13.2628565,65.67294,288.7086997151131,4600,113337,,0.120636165,0.4189424,501.1973,-1.0,9.359886,308.23035,2.0102012,[ 0.01   0.172  0.105  0.018  0.01  -0.017  0.23  -0.05   0.     0.  0.   ],0.017779872,9.359886,288.70868
0.046231344,202.19205,168.93044877052307,,31.5,0.0108319735,88.882996,1.0831975,0.5619975,78.790634,130.80312,86152.17,327.69766,0.0036599003,100,84.03559,110.57994,47,4.6231346,71.24379,291.07503898966434,4700,116487,,0.36599004,0.4189424,601.65027,-1.0,9.359975,399.45822,1.189972,[ 0.034  0.187  0.117 -0.006 -0.006 -0.005  0.288 -0.037  0.     0.  0.   ],0.0056199743,9.359975,291.07504
0.048058834,192.5234,173.30107474327087,,31.4,0.010776061,97.6391,1.0776061,0.6599105,72.72642,168.82722,66790.06,319.99274,0.0031408863,100,85.18398,150.64404,48,4.8058834,59.927994,290.1625119767361,4800,119627,,0.31408864,0.4189424,465.06155,-1.0,9.359979,272.53815,1.1739296,[ 0.043  0.196  0.125 -0.007 -0.005  0.004  0.333 -0.032  0.     0.  0.   ],0.0065991045,9.359979,290.1625
0.018970862,182.90308,177.80647778511047,,31.86,0.010208046,111.76588,1.0208048,0.19902544,96.33793,139.32358,40255.434,300.34293,0.0063846996,100,96.898506,136.16628,49,1.8970863,63.70508,294.668945555247,4900,122813,,0.63847,0.4189424,528.3423,-1.0,9.359578,345.4392,1.0320077,[ 5.742e-02  2.000e-01  1.313e-01 -6.935e-03 -2.972e-04  3.099e-02  3.508e-01 -1.813e-02  0.000e+00  0.000e+00  0.000e+00],0.0019902543,9.359578,294.66895
0.040006302,192.37563,182.37094116210938,,31.54,0.010685675,99.21219,1.0685675,0.52239907,80.71015,115.42816,59059.64,322.1436,0.0029087488,100,84.47037,101.60028,50,4.0006304,80.74078,291.58780567778535,5000,125967,,0.2908749,0.4189424,633.29175,-1.0,9.359837,440.91614,1.1838471,[ 0.059  0.207  0.13  -0.011 -0.004  0.039  0.351 -0.015  0.     0.  0.   ],0.0052239904,9.359837,291.5878
0.084723175,194.06952,186.71667671203613,,32.25,0.0121656135,104.27048,1.2165614,1.1763783,51.678772,208.36414,137124.44,385.77606,0.0011025221,100,65.06639,155.2329,51,8.472318,56.461296,298.3399950732606,5100,129192,,0.11025222,0.4189424,477.02368,-1.0,9.359971,282.95416,1.5368918,[ 0.055  0.208  0.127 -0.003  0.004  0.024  0.347 -0.027  0.     0.  0.   ],0.011763781,9.359971,298.34
0.040274747,211.46474,191.01931071281433,,32.35,0.010855415,87.65211,1.0855415,0.4722155,84.08808,148.9592,60847.742,329.18127,0.004589854,100,85.97453,132.0105,52,4.027475,69.76433,299.11684762756676,5200,132427,,0.4589854,0.4189424,557.0211,-1.0,9.359932,345.5564,1.1631352,[ 0.073  0.209  0.126 -0.005  0.003  0.052  0.343 -0.026  0.     0.  0.   ],0.004722155,9.359932,299.11685
0.03220299,193.54068,195.1609411239624,,31.73,0.010452957,99.777054,1.0452957,0.31663424,91.595505,141.8327,57216.05,312.1866,0.004311378,100,92.48735,129.48781,53,3.220299,68.87345,293.3177306652467,5300,135600,,0.4311378,0.4189424,546.09985,-1.0,9.3598995,352.55917,1.081229,[ 7.838e-02  2.129e-01  1.273e-01  5.652e-04  8.982e-05  4.603e-02  3.656e-01 -3.271e-02  0.000e+00  0.000e+00  0.000e+00],0.003166342,9.3598995,293.31775
0.029294437,193.4185,199.822438955307,,33.32,0.010478925,114.836555,1.0478923,0.38824278,87.92992,169.56604,51969.707,327.74445,0.0030744742,100,89.4396,158.66174,54,2.9294438,64.166306,308.2550568177647,5400,138932,,0.30744743,0.4189424,498.64432,-1.0,9.359891,305.22583,1.118073,[ 0.062  0.214  0.127  0.002 -0.003  0.035  0.367 -0.036  0.     0.  0.   ],0.0038824277,9.359891,308.25504
0.03625565,201.98349,204.29101872444153,,32.81,0.011265668,101.42983,1.1265669,0.5554157,80.44631,162.0474,57517.277,332.1858,0.0039908495,100,84.41809,147.09132,55,3.625565,67.02755,303.4133192153453,5500,142213,,0.39908496,0.4189424,521.07336,-1.0,9.359803,319.08987,1.1845802,[ 0.061  0.229  0.13  -0.006 -0.001  0.028  0.392 -0.034  0.     0.  0.   ],0.005554157,9.359803,303.41333
0.021656964,200.58315,208.60579013824463,,33.49,0.010490559,109.26236,1.0490558,0.25595033,94.38172,133.58878,52969.43,326.6454,0.0057795653,100,93.644775,123.0242,56,2.1656964,72.305916,309.8455118163345,5600,145562,,0.57795656,0.4189424,622.7378,-1.0,9.359959,422.15466,1.0678653,[ 0.054  0.227  0.129 -0.017 -0.014  0.024  0.382 -0.032  0.     0.  0.   ],0.0025595033,9.359959,309.84552
0.017830132,202.13702,212.879549741745,,34.02,0.0108679505,112.456474,1.0867952,0.2676224,94.282814,139.129,56973.125,341.6205,0.004508741,100,90.758606,121.68527,57,1.7830132,77.87741,314.593502551897,5700,148964,,0.45087415,0.4189424,643.02747,-1.0,9.3596525,440.89044,1.1018239,[ 0.06   0.233  0.129 -0.016 -0.01   0.039  0.389 -0.03   0.     0.  0.   ],0.0026762239,9.3596525,314.5935
0.0559799,220.06161,217.69590497016907,,34.2,0.012252566,96.22011,1.2252567,0.9275321,63.570175,196.2028,110630.89,400.872,0.00065532577,100,62.62366,154.31651,58,5.59799,63.572445,316.28171937337856,5800,152384,,0.06553258,0.4189424,539.88403,-1.0,9.359532,319.82242,1.5968405,[ 0.062  0.237  0.13  -0.022 -0.017  0.044  0.398 -0.037  0.     0.  0.   ],0.009275321,9.359532,316.2817
0.012619224,221.87071,222.41359210014343,,34.36,0.010104699,96.323524,1.0104699,0.09009663,99.21129,71.1225,57168.812,321.22983,0.0076363073,100,99.06377,69.26047,59,1.2619225,80.61006,318.19423818787396,5900,155820,,0.76363075,0.4189424,829.7793,-1.0,9.359859,607.90857,1.0094508,[ 0.074  0.231  0.133 -0.012 -0.002  0.028  0.426 -0.046  0.     0.  0.   ],0.00090096635,9.359859,318.19424
0.02728753,211.78195,226.5536367893219,,35.18,0.010637309,113.818565,1.063731,0.45058343,84.78696,163.62558,64288.02,351.969,0.0030768705,100,87.05332,149.87163,60,2.728753,78.25059,325.6005120382374,6000,159338,,0.30768704,0.4189424,585.76294,-1.0,9.359959,373.981,1.1487212,[ 0.077  0.231  0.131 -0.015 -0.003  0.03   0.421 -0.046  0.     0.  0.   ],0.004505834,9.359959,325.6005
0.036479324,193.54254,231.1567840576172,,34.18,0.010709793,122.624855,1.0709795,0.52492774,80.62987,157.64685,61886.465,347.71503,0.0029413109,100,82.98234,143.02547,61,3.6479325,63.729065,316.1673976321956,6100,162756,,0.2941311,0.4189424,577.1398,-1.0,9.359901,383.59723,1.2050757,[ 0.081  0.224  0.135 -0.015 -0.006  0.021  0.446 -0.049  0.     0.  0.   ],0.005249277,9.359901,316.1674
