MeanIW,StdIW,StdIWNorm,OptimizationReturnMin,MeanEntropy,InitialReturnMin,J_sample_variance,OptimizationReturnMean,OptimizationReturnMax,EpLenMean,MinIW,Weights,EmpiricalD2,TimestepsSoFar,ESSRenyi,InitialReturnMax,ReturnMeanIW,MaxIWNorm,VarianceInit,ReturnStepMax,MaxIW,Iteration,ESSClassic,ReturnStepMaxmin,InitialReturnStd,MinIWNorm,InitialReturnMean,EpThisIter,InitialBound,LearnableVariance,EpRewMean,MeanIWNorm,Bound,TimeElapsed,EpisodesSoFar
1.0428114,0.2492698,0.002492698,,0.4189424,90.73475,12536.779,74.31841,177.68231,17.99,0.43422148,[-0. -0. -0. -0. -0. -0. -0. -0.  0. -0.  0.],1.0928437,1799,91.504395,268.41705,175.9247,0.015913345,-1.0,9.359775,1.5913345,1,94.595,9.359775,46.33255,0.0043422147,165.05316,100,84.52804,,165.0531659787908,0.010428113,91.744415,1.1348507404327393,100
1.0840371,0.4240147,0.004240147,,0.4189424,90.738174,14615.841,80.948425,242.88957,18.71,0.4752314,[ 1.733e-03  4.384e-05  3.302e-03  3.109e-03  8.934e-04 -1.022e-02  1.323e-02  3.743e-03  0.000e+00  0.000e+00  0.000e+00],1.1318411,3670,88.35163,333.62775,188.187,0.032289743,-1.0,9.359834,3.2289743,2,86.73072,9.359834,46.999084,0.004752314,171.6866,100,71.59828,,171.68661008417897,0.010840372,81.70502,3.0788488388061523,200
1.0468041,0.32892716,0.0032892714,,0.4189424,90.62589,14640.924,83.04275,243.577,18.92,0.34383658,[ 0.002  0.006  0.003 -0.013 -0.015 -0.005  0.017  0.006  0.     0.  0.   ],1.1285301,5562,88.61084,334.20288,188.57729,0.022329208,-1.0,9.359699,2.232921,3,91.01382,9.359699,47.437008,0.0034383656,173.66866,100,73.40778,,173.66863427536168,0.01046804,82.06787,4.393173694610596,300
1.0421149,0.36696824,0.0036696824,,0.4189424,90.73553,14578.499,88.39249,242.98447,19.5,0.2676044,[-2.243e-05  6.053e-03  5.328e-03 -1.165e-02 -1.337e-02 -1.902e-02  2.965e-02  8.263e-03  0.000e+00  0.000e+00  0.000e+00],1.1450044,7512,87.33591,333.72,194.26031,0.020717489,-1.0,9.3599615,2.071749,4,88.96788,9.3599615,47.993412,0.0026760441,179.128,100,79.012024,,179.12802090524048,0.0104211485,87.13132,5.937238693237305,400
1.0559534,0.28866702,0.00288667,,0.4189424,90.51431,13375.547,87.80727,204.69476,19.42,0.25996882,[ 0.003  0.006  0.01   0.    -0.004 -0.02   0.038  0.006  0.     0.  0.   ],1.1180406,9454,89.44219,295.20908,192.40343,0.017007701,-1.0,9.359919,1.7007701,5,93.046486,9.359919,45.26282,0.002599688,178.3216,100,89.75886,,178.3215826088326,0.010559533,98.759476,7.557743310928345,500
1.0240657,0.14881597,0.0014881596,,0.4189424,109.11627,16101.019,79.17013,261.39005,20.49,0.67492425,[-0.     0.005  0.012 -0.01  -0.013 -0.036  0.04   0.003  0.     0.  0.   ],1.0291461,11503,97.16794,370.50632,193.89983,0.013949706,-1.0,9.359562,1.3949707,6,97.931915,9.359562,53.47732,0.0067492425,188.2864,100,77.13452,,188.28639994815904,0.010240657,81.139755,9.216570138931274,600
1.0252807,0.16340835,0.0016340837,,0.4189424,90.56024,15238.253,101.54688,381.79483,20.9,0.40429538,[-0.001  0.013  0.015 -0.015 -0.019 -0.038  0.051  0.007  0.     0.  0.   ],1.033288,13593,96.77844,472.35507,200.55876,0.015112867,-1.0,9.359737,1.5112867,7,97.52277,9.359737,63.31281,0.0040429537,192.10712,100,50.40062,,192.10713208442476,0.010252806,56.512985,10.331419944763184,700
1.0520146,0.2915975,0.002915975,,0.4189424,99.80279,16403.318,92.865364,251.62134,20.96,0.35001644,[-0.004  0.014  0.018 -0.015 -0.021 -0.051  0.063  0.015  0.     0.  0.   ],1.111103,15689,90.000656,351.42413,208.16747,0.018363,-1.0,9.359976,1.8363001,8,92.86527,9.359976,47.724533,0.0035001645,192.66812,100,87.240906,,192.66813873740074,0.010520146,97.0378,11.402379989624023,800
1.019717,0.17949699,0.0017949699,,0.4189424,109.43416,16216.258,81.30106,260.69135,20.76,0.58160377,[-0.004  0.017  0.021 -0.002 -0.01  -0.059  0.073  0.018  0.     0.  0.   ],1.0249604,17765,97.56474,370.1255,197.09583,0.016478328,-1.0,9.359657,1.6478329,9,96.994606,9.359657,47.854992,0.0058160373,190.73523,100,79.697586,,190.73522268254067,0.010197168,84.68095,12.720804452896118,900
1.0119939,0.08270843,0.00082708435,,0.4189424,90.72099,11583.333,106.16849,345.41357,21.41,0.68331516,[-0.006  0.014  0.018 -0.006 -0.013 -0.068  0.056  0.007  0.     0.  0.   ],1.0102588,19906,98.984535,436.13455,199.35204,0.011396466,-1.0,9.359888,1.1396466,10,99.33647,9.359888,53.851303,0.0068331514,196.88947,100,66.04912,,196.88948090371684,0.010119939,67.842255,14.22902512550354,1000
