MinIWNorm,MeanIWNorm,Weights,InitialReturnMax,EpisodesSoFar,TimestepsSoFar,InitialReturnMin,StdIW,MaxIW,Bound,InitialReturnStd,ReturnStepMaxmin,LearnableVariance,VarianceInit,Iteration,StdIWNorm,MinIW,MeanEntropy,J_sample_variance,ReturnMeanIW,OptimizationReturnMin,MaxIWNorm,EpRewMean,EmpiricalD2,OptimizationReturnMax,EpLenMean,EpThisIter,ESSRenyi,InitialReturnMean,ESSClassic,ReturnStepMax,OptimizationReturnMean,InitialBound,TimeElapsed,MeanIW
0.006092259,0.01034992,[-0.008  0.048  0.03   0.006  0.003 -0.036  0.08   0.015  0.     0.  0.   ],389.27277,1300,25451,109.44389,0.20731464,1.575321,91.87949,52.55162,9.359707,,-1.0,13,0.0020731464,0.6092259,0.4189424,16835.852,210.774,,0.01575321,202.66917587289353,1.036509,279.82886,22.04,100,96.47769,202.66917,96.14254,9.359707,93.22528,85.88735,28.00947666168213,1.0349919
0.008205816,0.010255073,[-0.007  0.058  0.031  0.01   0.012 -0.032  0.093  0.023  0.     0.  0.   ],417.6116,1400,27619,118.05974,0.1417334,1.7978518,78.441055,57.01898,9.359969,,-1.0,14,0.001417334,0.8205817,0.4189424,18564.979,204.92688,,0.017978517,199.19915845008182,1.0192862,299.55188,21.68,100,98.10788,199.19916,98.12564,9.359969,81.13942,73.91569,29.851798057556152,1.0255073
0.0054705464,0.01014974,[-0.014  0.064  0.027  0.007  0.011 -0.034  0.077  0.014  0.     0.  0.   ],324.77747,1500,29681,99.685074,0.17260566,1.4593416,94.413765,39.422478,9.359555,,-1.0,15,0.0017260566,0.54705465,0.4189424,12508.161,193.1513,,0.014593416,189.4225112486196,1.0269525,225.09239,20.62,100,97.37549,189.42252,97.18927,9.359555,89.737434,91.98928,32.54136800765991,1.0149741
0.005272204,0.010135825,[-0.01   0.06   0.028  0.014  0.013 -0.043  0.088  0.02   0.     0.  0.   ],408.13574,1600,31910,99.73473,0.10413541,1.2917249,86.01711,58.069073,9.359988,,-1.0,16,0.001041354,0.5272204,0.4189424,14374.004,209.32005,,0.0129172485,204.95583541119336,1.0141336,308.401,22.29,100,98.60634,204.95583,98.955475,9.359988,105.221115,82.515114,35.409921646118164,1.0135825
0.00073903875,0.016688447,[-0.016  0.061  0.025  0.013  0.012 -0.057  0.079  0.015  0.     0.  0.   ],389.44647,1700,34090,108.94589,3.2905586,24.008236,147.77534,54.121548,9.359979,,-1.0,17,0.032905582,0.07390387,0.4189424,164727.36,355.1392,,0.24008235,200.34746781662182,3.1501267,280.50058,21.8,100,31.744755,200.34746,20.45897,9.359979,91.40158,83.51354,38.42470574378967,1.6688446
0.005271765,0.010294789,[-0.017  0.064  0.024  0.011  0.017 -0.039  0.071 -0.015  0.     0.  0.   ],445.22256,1800,36394,127.348694,0.2723317,1.7870092,83.89784,60.166965,9.359728,,-1.0,18,0.0027233171,0.5271765,0.4189424,23764.926,222.08435,,0.017870093,211.9948961803728,1.0703715,317.87387,23.04,100,93.42551,211.99489,93.459885,9.359728,84.6462,78.42815,41.25533962249756,1.029479
0.0035582583,0.011010604,[-0.013  0.061  0.024  0.014  0.018 -0.035  0.068 -0.024  0.     0.  0.   ],398.8226,1900,38790,118.44356,0.3653894,2.1641777,121.73546,54.743347,9.359903,,-1.0,19,0.003653894,0.35582584,0.4189424,25466.295,252.45694,,0.021641776,220.5512806909085,1.1936908,280.37903,23.96,100,83.77379,220.55128,90.07988,9.359903,102.10773,100.90451,44.239410400390625,1.1010605
0.0042076,0.010362603,[-0.012  0.056  0.029  0.008  0.014 -0.057  0.079 -0.028  0.     0.  0.   ],530.0529,2000,41279,126.87257,0.32387567,2.1880052,76.46797,64.800415,9.35991,,-1.0,20,0.0032387564,0.42076,0.4189424,30524.818,241.29907,,0.021880051,229.222632922368,1.0744774,403.18036,24.89,100,93.0685,229.22264,91.100975,9.35991,102.35007,70.20676,47.30168318748474,1.0362604
0.002831422,0.010471475,[-0.019  0.067  0.033  0.015  0.021 -0.052  0.081 -0.022  0.     0.  0.   ],492.10034,2100,43679,108.86122,0.5246742,3.6437056,85.33148,67.85717,9.359889,,-1.0,21,0.0052467417,0.2831422,0.4189424,32847.39,247.23332,,0.036437057,220.9348031195186,1.2026904,383.23914,24.0,100,83.14692,220.9348,79.93273,9.359889,112.073586,73.3047,50.886489152908325,1.0471475
0.0055728764,0.010580171,[-0.018  0.072  0.033  0.007  0.012 -0.046  0.086 -0.028  0.     0.  0.   ],471.02316,2200,46089,136.12634,0.28702667,1.9201716,90.27925,54.741806,9.359949,,-1.0,22,0.0028702666,0.55728763,0.4189424,26680.916,236.77655,,0.019201716,221.7319082162128,1.0748112,334.89682,24.1,100,93.0396,221.73192,93.14484,9.359949,85.60557,80.42497,54.59988236427307,1.0580171
0.00731789,0.010144315,[-0.015  0.078  0.037  0.017  0.021 -0.038  0.103 -0.02   0.     0.  0.   ],435.68463,2300,48585,126.8577,0.11630218,1.4183128,101.548965,61.03915,9.359968,,-1.0,23,0.0011630218,0.731789,0.4189424,20748.172,233.17844,,0.014183127,229.70924947305215,1.01419,308.82693,24.96,100,98.60086,229.70924,98.70264,9.359968,102.851555,99.00386,58.08852577209473,1.0144315
0.003552964,0.010081675,[-0.007  0.08   0.046  0.015  0.018 -0.036  0.112 -0.016  0.     0.  0.   ],418.72205,2400,51071,126.92429,0.21635379,1.5159475,106.1133,60.363167,9.36,,-1.0,24,0.0021635378,0.3552964,0.4189424,22123.354,234.7322,,0.015159475,228.86967479646967,1.0483718,291.79776,24.86,100,95.38601,228.86967,95.59738,9.36,101.94538,103.25305,60.72463822364807,1.0081674
0.0006922148,0.011601844,[-0.007  0.087  0.048  0.016  0.018 -0.038  0.12  -0.018  0.     0.  0.   ],443.40442,2500,53715,136.09969,0.60551673,3.9804916,136.6293,52.431355,9.359927,,-1.0,25,0.006055167,0.06922148,0.4189424,37631.37,289.31226,,0.039804917,243.778765768033,1.3174634,307.30475,26.44,100,75.903435,243.77875,78.59198,9.359927,107.679085,110.75746,63.982853174209595,1.1601844
4.0692994e-05,0.043328386,[-0.014  0.099  0.05   0.001  0.003 -0.053  0.14  -0.01   0.     0.  0.   ],408.05475,2600,56272,136.4508,32.169167,323.15973,562.54974,52.738995,9.35989,,-1.0,26,0.3216916,0.0040692994,0.4189424,32038038.0,1275.2012,,3.2315972,235.56264748681613,33.89026,271.60394,25.57,100,2.9507003,235.56262,1.7817949,9.35989,99.11184,113.14622,67.69645977020264,4.33284
0.005316782,0.01035369,[-0.005  0.103  0.048 -0.003 -0.    -0.023  0.142 -0.05   0.     0.  0.   ],500.8297,2700,59110,154.40599,0.21960303,1.6198204,120.99783,60.45025,9.359902,,-1.0,27,0.0021960302,0.5316782,0.4189424,31185.096,274.78592,,0.016198203,261.9370706398047,1.0476657,346.4237,28.38,100,95.450294,261.93707,95.694984,9.359902,107.53107,111.68817,72.11069059371948,1.0353692
0.0040563643,0.0102760205,[-0.006  0.115  0.051 -0.009 -0.001 -0.018  0.161 -0.046  0.     0.  0.   ],538.22,2800,61987,154.41988,0.24950543,1.7037879,111.3358,71.61808,9.359728,,-1.0,28,0.0024950544,0.40563646,0.4189424,34189.996,278.00412,,0.01703788,265.4974813625561,1.0654768,383.8001,28.77,100,93.8547,265.49747,94.43285,9.359728,111.07761,104.03148,75.253751039505,1.0276022
0.00517621,0.010334199,[-0.004  0.121  0.053 -0.013 -0.002 -0.018  0.181 -0.045  0.     0.  0.   ],435.38516,2900,64929,173.09479,0.23392883,1.8297186,148.97763,57.454124,9.359848,,-1.0,29,0.0023392881,0.517621,0.4189424,37429.816,283.78638,,0.018297186,271.63929945214795,1.0652374,262.29037,29.42,100,93.875786,271.63928,95.12572,9.359848,98.544525,141.02377,79.18316841125488,1.0334201
0.0069184173,0.010115099,[-0.009  0.123  0.052 -0.011  0.001 -0.036  0.184 -0.05   0.     0.  0.   ],479.35883,3000,67802,154.55034,0.11272866,1.5284228,125.1582,63.160446,9.359956,,-1.0,30,0.0011272866,0.6918417,0.4189424,30460.006,270.0126,,0.015284228,265.2378331192196,1.0146108,324.80847,28.73,100,98.55997,265.23782,98.773224,9.359956,110.68749,121.43022,82.89564228057861,1.0115099
0.003363155,0.010704313,[-0.018  0.119  0.048 -0.011  0.004 -0.046  0.174 -0.056  0.     0.  0.   ],446.65442,3100,70721,163.55385,0.34279406,1.8472234,152.10806,57.503414,9.3598795,,-1.0,31,0.0034279407,0.3363155,0.4189424,39611.395,295.424,,0.018472234,269.23096186799444,1.1439401,283.1006,29.19,100,87.41717,269.23096,90.698586,9.3598795,105.67712,135.23463,87.6555106639862,1.0704315
0.007022994,0.010039196,[-0.014  0.114  0.046 -0.011  0.    -0.059  0.169 -0.07   0.     0.  0.   ],585.95935,3200,73777,163.98027,0.111313075,1.3068496,108.94147,71.13881,9.359996,,-1.0,32,0.0011131308,0.7022994,0.4189424,33944.03,285.95135,,0.013068495,282.28653509028595,1.0139525,421.97906,30.56,100,98.62395,282.28653,98.78551,9.359996,118.30626,106.49873,91.72923111915588,1.0039196
0.002073255,0.010696745,[-0.015  0.122  0.047 -0.01  -0.003 -0.058  0.179 -0.069  0.     0.  0.   ],493.2409,3300,76882,172.80649,0.45739537,2.5604503,153.63345,63.947384,9.359976,,-1.0,33,0.004573954,0.2073255,0.4189424,47807.156,316.9461,,0.025604503,287.0222421480371,1.218089,320.43442,31.05,100,82.09581,287.02225,84.542,9.359976,114.21575,139.04996,95.82281970977783,1.0696745
0.0025434925,0.011348657,[-0.015  0.124  0.048 -0.01  -0.005 -0.068  0.191 -0.081  0.     0.  0.   ],491.42407,3400,79955,191.4261,0.63901764,3.3683786,153.67137,63.224113,9.359895,,-1.0,34,0.0063901767,0.25434926,0.4189424,60448.49,322.4448,,0.033683784,283.78641782539546,1.3105476,299.998,30.73,100,76.303986,283.7864,75.92689,9.359895,92.36032,136.35919,100.4888072013855,1.1348658
0.00429184,0.010751602,[-0.007  0.124  0.051 -0.027 -0.023 -0.067  0.195 -0.083  0.     0.  0.   ],473.91626,3500,83063,192.45302,0.61379373,4.8797603,156.45146,63.86757,9.359818,,-1.0,35,0.0061379373,0.42918402,0.4189424,53174.332,310.42178,,0.0487976,287.250248410808,1.1728119,281.46326,31.08,100,85.26517,287.25024,75.41987,9.359818,94.79723,145.07538,105.03073358535767,1.0751604
0.00038245282,0.018717675,[-0.01   0.14   0.057 -0.028 -0.016 -0.038  0.207 -0.063  0.     0.  0.   ],501.9086,3600,86041,164.3989,8.402381,84.98496,352.0834,57.756935,9.358918,,-1.0,36,0.08402381,0.038245283,0.4189424,4246423.5,639.12164,,0.8498496,274.9659571752487,3.6340234,337.5097,29.78,100,27.51771,274.96597,4.727864,9.358918,110.56707,124.39337,109.95799851417542,1.8717675
0.0022948235,0.011122749,[-0.005  0.162  0.07  -0.017  0.012  0.008  0.272 -0.054  0.     0.  0.   ],585.7027,3700,89424,211.27426,0.53404945,3.352296,161.39029,74.49154,9.359861,,-1.0,37,0.005340494,0.22948237,0.4189424,72604.68,358.37878,,0.03352296,313.1270436468086,1.256854,374.42844,33.83,100,79.563736,313.12704,81.26541,9.359861,101.85278,137.41621,115.50068235397339,1.1122749
0.003393732,0.011953801,[-0.016  0.174  0.07  -0.016  0.011 -0.002  0.285 -0.068  0.     0.  0.   ],577.02185,3800,92659,193.43423,1.1362977,8.685616,158.95668,68.664024,9.35996,,-1.0,38,0.011362976,0.3393732,0.4189424,128774.24,366.2472,,0.08685616,299.06107515338766,1.4339427,383.58762,32.35,100,69.73779,299.06107,52.53227,9.35996,105.62685,125.95451,120.79191493988037,1.19538
0.006091966,0.010380933,[-0.029  0.184  0.065 -0.004  0.026  0.007  0.255 -0.064  0.     0.  0.   ],454.92087,3900,95787,191.56894,0.21638887,1.7518795,159.10712,55.14456,9.359828,,-1.0,39,0.002163889,0.6091966,0.4189424,43327.258,298.80347,,0.017518794,289.21362123202374,1.0477458,263.35193,31.28,100,95.44299,289.21362,95.83586,9.359828,97.64467,152.73737,126.11670541763306,1.0380932
0.0017517704,0.01187944,[-0.034  0.188  0.06  -0.009  0.029  0.007  0.243 -0.069  0.     0.  0.   ],502.2258,4000,98883,193.11371,1.8482187,14.546619,158.70963,63.014,9.359925,,-1.0,40,0.018482188,0.17517704,0.4189424,126256.93,352.61145,,0.1454662,286.3136288517134,1.6562397,309.1121,30.96,100,60.37773,286.31363,29.235027,9.359925,93.19992,135.64587,131.8130395412445,1.187944
0.0013350287,0.011932901,[-0.032  0.181  0.062 -0.024  0.006 -0.005  0.212 -0.067  0.     0.  0.   ],510.3557,4100,101943,182.68805,0.82666487,5.685107,160.52086,63.805443,9.359884,,-1.0,41,0.008266649,0.13350287,0.4189424,77724.48,343.01944,,0.05685107,282.7571930086739,1.420792,327.66766,30.6,100,70.38328,282.7572,67.57131,9.359884,100.06914,129.6505,137.86317205429077,1.1932902
0.0070356606,0.010032505,[-0.033  0.175  0.059 -0.034 -0.004 -0.03   0.195 -0.067  0.     0.  0.   ],593.734,4200,104986,191.94092,0.1477779,1.4417071,105.14664,72.870316,9.35999,,-1.0,42,0.001477779,0.7035661,0.4189424,44057.78,285.0741,,0.014417071,281.16298172494317,1.0203955,401.7931,30.43,100,98.00121,281.163,97.87639,9.35999,89.22206,103.04277,143.6335484981537,1.0032506
0.0007458602,0.017449705,[-0.032  0.177  0.057 -0.028 -0.001 -0.029  0.197 -0.067  0.     0.  0.   ],584.53937,4300,108033,191.12549,6.802946,67.8623,296.82184,66.72289,9.359984,,-1.0,43,0.06802946,0.07458603,0.4189424,4536532.5,628.11664,,0.67862296,281.60172786863285,3.5691037,393.41388,30.47,100,28.018238,281.6017,6.1731825,9.359984,90.47624,106.239914,150.42204928398132,1.7449706
0.00058426784,0.0122751985,[-0.034  0.207  0.051 -0.031  0.001  0.024  0.18  -0.037  0.     0.  0.   ],454.4265,4400,110986,163.66501,2.3790789,23.989864,181.05031,66.276726,9.359708,,-1.0,44,0.023790786,0.058426786,0.4189424,377866.9,365.45264,,0.23989864,272.8286732327348,1.8296287,290.7615,29.53,100,54.6559,272.8287,21.024736,9.359708,109.16367,136.50073,157.43673491477966,1.2275199
0.0068583777,0.0100246025,[-0.072  0.216  0.047 -0.026 -0.    -0.012  0.173 -0.033  0.     0.  0.   ],623.9917,4500,113828,163.20813,0.13890584,1.5697336,77.88945,69.176,9.359944,,-1.0,45,0.0013890583,0.6858378,0.4189424,34111.316,266.792,,0.015697336,262.18139655698565,1.0182995,460.78357,28.42,100,98.20294,262.18137,98.11615,9.359944,98.973274,74.9839,163.93554043769836,1.0024602
0.00522061,0.011412127,[-0.072  0.213  0.052 -0.023  0.002 -0.009  0.184 -0.032  0.     0.  0.   ],527.23303,4600,116717,145.28891,0.6104376,3.6355796,117.71559,68.02496,9.359964,,-1.0,46,0.0061043752,0.52206105,0.4189424,32965.37,288.2283,,0.036355793,266.68457386824167,1.1621597,381.94412,28.89,100,86.04669,266.6846,77.75321,9.359964,121.395676,108.51466,169.730806350708,1.1412128
0.0034055926,0.0104102865,[-0.072  0.209  0.052 -0.017  0.018  0.002  0.175 -0.029  0.     0.  0.   ],451.64,4700,119537,154.55066,0.38118064,2.4667125,134.08846,56.167965,9.359794,,-1.0,47,0.0038118062,0.34055927,0.4189424,34688.94,278.66458,,0.024667123,260.2417526250283,1.138586,297.08936,28.2,100,87.82823,260.24176,88.17786,9.359794,105.6911,124.74977,175.5423572063446,1.0410286
0.0028325045,0.010764125,[-0.074  0.209  0.056 -0.016  0.011 -0.006  0.19  -0.036  0.     0.  0.   ],465.1615,4800,122482,192.06245,0.3547148,2.6006336,147.2784,59.619373,9.359814,,-1.0,48,0.003547148,0.28325045,0.4189424,49880.312,295.5845,,0.026006335,271.93578460106556,1.1294526,273.09906,29.45,100,88.53847,271.9358,90.20444,9.359814,79.87334,132.38734,180.5091392993927,1.0764123
0.0035539216,0.01060146,[-0.079  0.227  0.059 -0.013  0.01  -0.017  0.208 -0.028  0.     0.  0.   ],632.5255,4900,125411,183.18906,0.36341056,2.7985952,97.47966,69.38512,9.359894,,-1.0,49,0.0036341057,0.35539216,0.4189424,58182.586,297.8104,,0.027985951,270.45801758285415,1.1145425,449.33646,29.29,100,89.722916,270.458,89.48491,9.359894,87.26897,80.70039,187.1393518447876,1.060146
0.004638913,0.010236492,[-0.089  0.219  0.058 -0.011  0.007 -0.041  0.201 -0.041  0.     0.  0.   ],545.3292,5000,128403,173.4949,0.28161648,1.7656337,118.89311,63.64438,9.359807,,-1.0,50,0.0028161649,0.46389133,0.4189424,38480.863,288.29465,,0.017656337,276.2381975103259,1.0721971,371.83432,29.92,100,93.26643,276.2382,92.96395,9.359807,102.7433,112.639435,193.6507110595703,1.0236492
0.0045714355,0.01017383,[-0.093  0.219  0.055 -0.012  0.003 -0.042  0.201 -0.049  0.     0.  0.   ],577.5548,5100,131404,172.72348,0.20680355,1.5121101,109.45834,66.27032,9.359513,,-1.0,51,0.0020680353,0.45714357,0.4189424,37651.133,286.64383,,0.0151211005,277.09858904708074,1.045749,404.83133,30.01,100,95.625244,277.0986,96.03209,9.359513,104.37511,103.83214,200.28945469856262,1.0173831
0.0033216798,0.010467437,[-0.1    0.224  0.055 -0.015  0.001 -0.055  0.203 -0.056  0.     0.  0.   ],492.87756,5200,134622,191.36072,0.37105092,2.602249,164.29007,64.19061,9.359881,,-1.0,52,0.003710509,0.33216798,0.4189424,52489.938,319.7306,,0.026022488,297.3245355039846,1.1051162,301.51685,32.18,100,90.48822,297.32455,88.83703,9.359881,105.963806,149.46126,207.02707743644714,1.0467438
0.0028569743,0.011554514,[-0.101  0.243  0.061 -0.018  0.001 -0.043  0.233 -0.047  0.     0.  0.   ],576.2392,5300,137707,181.93053,1.249113,12.592749,157.8167,59.72339,9.359835,,-1.0,53,0.0124911275,0.28569743,0.4189424,288794.38,365.8299,,0.12592748,284.949439214781,1.4478837,394.30865,30.85,100,69.06632,284.94943,46.11075,9.359835,103.01891,112.07768,213.37352848052979,1.1554513
0.007598975,0.010187734,[-0.087  0.258  0.063 -0.005  0.002 -0.004  0.255 -0.025  0.     0.  0.   ],492.73187,5400,140729,172.95728,0.1310002,1.3389304,135.87616,62.841324,9.359977,,-1.0,54,0.001310002,0.75989753,0.4189424,36205.312,285.34818,,0.013389303,279.1060726773038,1.0224826,319.7746,30.22,100,97.80117,279.10608,98.373436,9.359977,106.148796,131.2865,220.03041005134583,1.0187733
0.0026116031,0.010919367,[-0.095  0.264  0.063 -0.007 -0.002 -0.005  0.263 -0.022  0.     0.  0.   ],436.4131,5500,143854,202.38719,0.47774908,2.6704872,173.30966,59.513054,9.359981,,-1.0,55,0.004777491,0.2611603,0.4189424,56389.312,317.43137,,0.02670487,288.69234511707145,1.2117715,234.0259,31.25,100,82.52381,288.69235,83.93291,9.359981,86.30515,157.76843,227.41647219657898,1.0919367
0.0030133044,0.010785855,[-0.093  0.271  0.067  0.007  0.008 -0.01   0.283 -0.019  0.     0.  0.   ],492.35992,5600,147073,182.23618,0.35865277,2.8485012,168.72786,69.332375,9.359535,,-1.0,56,0.0035865277,0.30133045,0.4189424,49651.61,326.25107,,0.028485011,297.21211845527984,1.1373162,310.12375,32.19,100,87.92629,297.21213,90.04379,9.359535,114.975945,149.50414,233.91219687461853,1.0785854
0.0047106426,0.010218786,[-0.098  0.273  0.067  0.002 -0.003 -0.023  0.293 -0.02   0.     0.  0.   ],464.83298,5700,150177,183.32004,0.21372984,1.5039923,152.84953,57.319702,9.359773,,-1.0,57,0.0021372985,0.47106427,0.4189424,39879.883,295.25006,,0.015039923,286.73309505218583,1.0427659,281.51294,31.04,100,95.8988,286.7331,95.80882,9.359773,103.413055,147.28317,241.32639241218567,1.0218787
0.00473077,0.010395318,[-0.099  0.282  0.066 -0.002 -0.005 -0.027  0.309 -0.015  0.     0.  0.   ],645.24536,5800,153380,184.07614,0.34273854,2.1743395,109.04976,69.48099,9.359941,,-1.0,58,0.0034273851,0.473077,0.4189424,47716.81,310.76874,,0.021743394,295.974592022042,1.0859286,461.16922,32.03,100,92.08709,295.97458,90.195305,9.359941,111.898445,102.40102,248.28853058815002,1.0395318
0.0056215576,0.010388642,[-0.103  0.28   0.067  0.004 -0.001 -0.039  0.314 -0.013  0.     0.  0.   ],455.6554,5900,156559,184.01892,0.3298908,2.673522,166.36772,59.531036,9.359906,,-1.0,59,0.0032989075,0.5621558,0.4189424,43482.605,308.64417,,0.02673522,293.7647306380235,1.0833044,271.63647,31.79,100,92.31016,293.7647,90.83991,9.359906,109.74581,157.0681,255.3032352924347,1.0388641
0.0067646634,0.010209833,[-0.098  0.295  0.071 -0.003 -0.003 -0.024  0.332 -0.004  0.     0.  0.   ],612.6562,6000,159872,201.06897,0.18455498,1.5008023,127.208374,70.09723,9.359918,,-1.0,60,0.0018455497,0.67646635,0.4189424,48347.97,314.15274,,0.015008022,306.1378664553351,1.0345433,411.58722,33.13,100,96.66101,306.13788,96.83591,9.359918,105.06889,122.341034,261.7742795944214,1.0209835
0.0010606678,0.0137703,[-0.104  0.296  0.063 -0.005 -0.001 -0.024  0.324 -0.009  0.     0.  0.   ],511.78607,6100,163119,192.06696,4.5989523,46.762764,235.67789,65.523285,9.359745,,-1.0,61,0.045989517,0.10606678,0.4189424,1948284.2,499.98615,,0.4676276,299.90887080016563,2.9634802,319.71912,32.47,100,33.74411,299.90887,8.227742,9.359745,107.84191,146.37303,268.19534134864807,1.3770301
0.00076621247,0.011456086,[-0.079  0.297  0.067 -0.008 -0.002 -0.001  0.355 -0.019  0.     0.  0.   ],530.9879,6200,166289,184.60889,1.2573878,12.082465,158.36343,63.878674,9.359759,,-1.0,62,0.012573878,0.07662125,0.4189424,122834.75,360.89877,,0.12082465,293.1772095402599,1.6165526,346.37903,31.7,100,61.860035,293.17722,45.358402,9.359759,108.56832,133.88084,276.66655564308167,1.1456088
