LearnableVariance,StdIW,MinIW,OptimizationReturnMean,ESSRenyi,MeanEntropy,OptimizationReturnMax,OptimizationReturnMin,StdIWNorm,ESSClassic,EpLenMean,MinIWNorm,J_sample_variance,MaxIW,TimestepsSoFar,EpRewMean,ReturnStepMaxmin,InitialReturnMean,MeanIWNorm,Iteration,EpisodesSoFar,MeanIW,InitialBound,InitialReturnStd,Bound,EpThisIter,TimeElapsed,InitialReturnMin,MaxIWNorm,ReturnStepMax,Weights,EmpiricalD2,InitialReturnMax,VarianceInit,ReturnMeanIW
,0.23710725,0.43203437,89.76329,95.348755,0.4189424,308.56308,,0.0023710725,94.80768,18.63,0.0043203435,13938.849,1.8768072,1863,171.05400195927126,9.3597975,171.054,0.010131776,1,100,1.0131776,54.097855,58.71834,59.359344,100,0.8687753677368164,81.29071,0.018768072,9.3597975,[-0. -0. -0.  0. -0. -0.  0. -0.  0.  0. -0.],1.0487814,389.8538,-1.0,179.13416
,0.3535075,0.4240753,70.660515,88.76852,0.4189424,205.20512,,0.0035350749,90.04824,18.59,0.004240753,15054.781,2.822584,3722,170.59174207058462,9.359872,170.59174,0.010633746,2,200,1.0633748,79.050835,38.77515,87.44843,100,2.4730632305145264,99.93123,0.02822584,9.359872,[ 0.005 -0.009  0.011  0.006  0.002 -0.012 -0.01  -0.011  0.     0.  0.   ],1.1265255,305.13635,-1.0,184.60803
,5.028383,0.18456113,86.58121,38.68393,0.4189424,222.30194,,0.050283823,7.0899363,19.3,0.0018456113,573953.2,51.017937,5652,177.23526539531164,9.35997,177.23523,0.013890505,3,300,1.3890506,83.348465,46.360416,133.01466,100,3.57973575592041,90.65405,0.51017934,9.35997,[ 0.005 -0.003  0.009 -0.003 -0.005 -0.008 -0.01  -0.019  0.     0.  0.   ],2.5850527,312.956,-1.0,283.9668
,0.2496432,0.567983,84.41211,94.02343,0.4189424,250.44238,,0.0024964323,94.62414,21.03,0.0056798295,16900.092,2.10038,7755,193.3956261654388,9.359912,193.39563,0.010473606,4,400,1.0473607,85.56785,50.424995,92.248085,100,4.639085054397583,108.98351,0.0210038,9.359912,[ 0.016  0.008  0.011  0.01   0.007  0.028 -0.011 -0.042  0.     0.  0.   ],1.0635647,359.4259,-1.0,203.45007
,0.22903928,0.44081628,86.62703,94.626625,0.4189424,289.6422,,0.0022903928,95.41351,19.31,0.0044081626,12364.775,1.5736289,9686,177.28558114221255,9.3599205,177.28558,0.010446603,5,500,1.0446602,63.195343,49.593918,68.15729,100,5.513274192810059,90.658554,0.01573629,9.3599205,[ 0.012  0.011  0.014  0.001 -0.     0.013 -0.012 -0.037  0.     0.  0.   ],1.056785,380.30078,-1.0,185.44211
,0.2928099,0.6148123,106.417206,93.535416,0.4189424,326.23413,,0.002928099,92.89436,21.42,0.006148123,14584.392,2.3918662,11828,197.02912732031703,9.359798,197.02914,0.0105871465,6,600,1.0587146,71.9753,61.698822,79.87288,100,6.608868837356567,90.61192,0.023918662,9.359798,[ 0.011  0.01   0.014 -0.009 -0.009  0.001 -0.009 -0.033  0.     0.  0.   ],1.0691137,416.84607,-1.0,209.17598
,0.13457689,0.70021486,94.357445,97.369606,0.4189424,260.8484,,0.0013457688,98.24636,19.18,0.0070021483,10079.632,1.2302681,13746,176.05460568190367,9.35992,176.05461,0.010072964,7,700,1.0072964,73.290955,49.183327,75.610115,100,7.67186427116394,81.69716,0.012302681,9.35992,[ 0.015  0.013  0.02   0.003  0.001  0.004 -0.004 -0.031  0.     0.  0.   ],1.0270145,342.54553,-1.0,179.75258
,2.5270991,0.11717404,98.61375,44.867615,0.4189424,251.71588,,0.025270991,20.579195,20.62,0.0011717404,336862.53,24.336494,15808,189.51667755069505,9.359876,189.51666,0.012863802,8,800,1.2863802,86.731026,51.529823,131.98715,100,8.848483562469482,90.90292,0.24336495,9.359876,[ 0.013  0.012  0.017  0.003 -0.001 -0.002  0.001 -0.031  0.     0.  0.   ],2.228779,342.6188,-1.0,285.43683
,0.3185314,0.32064885,91.45681,90.07369,0.4189424,326.7992,,0.0031853137,91.99821,21.8,0.0032064884,22450.666,2.4354331,17988,200.39526577458892,9.359717,200.39528,0.010800618,9,900,1.0800618,69.673965,63.881596,82.81462,100,10.120457649230957,108.93846,0.024354331,9.359717,[ 0.021  0.027  0.018  0.016  0.012  0.028  0.022 -0.04   0.     0.  0.   ],1.1102021,435.73767,-1.0,220.5506
,45.122757,0.07552622,95.53289,7.8059187,0.4189424,253.14505,,0.4512276,1.4939923,22.25,0.0007552622,3222489.2,454.1568,20213,204.69484456293364,9.359871,204.69484,0.055569757,10,1000,5.556976,96.00273,53.19017,472.06418,100,11.318939685821533,109.16196,4.541568,9.359871,[ 0.003  0.028  0.028  0.018  0.014 -0.008  0.009 -0.043  0.     0.  0.   ],12.810792,362.307,-1.0,861.09674
,3.9764853,0.21842575,97.88141,44.72005,0.4189424,289.90936,,0.039764848,14.699427,19.49,0.0021842574,66876.41,37.04057,22162,179.00368287131653,9.359973,179.0037,0.016507205,11,1100,1.6507205,67.69419,47.49434,96.96326,100,12.737226724624634,81.12227,0.37040567,9.359973,[ 0.008  0.041  0.028 -0.018 -0.026  0.033 -0.01  -0.033  0.     0.  0.   ],2.2361333,371.03165,-1.0,263.4122
,0.7555031,0.569714,95.422585,85.94917,0.4189424,326.20135,,0.007555031,68.33508,17.29,0.00569714,23052.37,7.4790497,23891,158.51656937698556,9.3598585,158.51657,0.011098616,12,1200,1.1098617,41.727974,50.929253,50.941635,100,13.932767152786255,63.093987,0.07479049,9.3598585,[ 0.011  0.055  0.032 -0.001 -0.013  0.059 -0.018 -0.023  0.     0.  0.   ],1.1634784,389.29535,-1.0,176.91525
,0.40562958,0.42865944,94.60634,90.45735,0.4189424,252.03325,,0.0040562954,86.47142,18.19,0.004286594,11835.811,3.2404573,25710,166.8968456144629,9.359634,166.89684,0.010255096,13,1300,1.0255096,69.59972,47.250114,74.3153,100,14.819907188415527,72.29051,0.03240457,9.359634,[ 0.014  0.057  0.034  0.014  0.002  0.072 -0.024 -0.028  0.     0.  0.   ],1.1054933,324.32376,-1.0,176.61588
,0.51086086,0.16993916,84.327545,76.98976,0.4189424,186.69926,,0.0051086084,82.599785,19.07,0.0016993915,17759.01,3.2848263,27617,174.9932772119295,9.359193,174.99326,0.011130507,14,1400,1.1130507,91.783775,43.806488,108.223305,100,15.804479360580444,90.665726,0.03284826,9.359193,[ 0.015  0.061  0.033  0.01  -0.004  0.082 -0.026 -0.038  0.     0.  0.   ],1.298874,277.365,-1.0,203.05563
,0.3903949,0.19181496,102.1136,81.936745,0.4189424,251.2103,,0.003903949,88.60781,19.99,0.0019181495,16530.777,2.1860843,29616,183.59365998739227,9.359549,183.59367,0.010887715,15,1500,1.0887715,83.78655,52.866753,100.63576,100,20.80297088623047,81.480064,0.021860842,9.359549,[ 0.011  0.063  0.034  0.016 -0.     0.067 -0.017 -0.042  0.     0.  0.   ],1.2204536,332.69037,-1.0,210.8968
,0.36126745,0.26872578,81.85031,88.00304,0.4189424,252.92363,,0.0036126743,89.82919,20.78,0.0026872577,19913.08,1.9389423,31694,191.0410016684169,9.359883,191.041,0.010736426,16,1600,1.0736426,82.40669,51.907887,94.12237,100,21.867760181427002,109.19069,0.019389423,9.359883,[ 0.011  0.064  0.037  0.02   0.005  0.054 -0.005 -0.042  0.     0.  0.   ],1.1363244,362.11432,-1.0,209.92491
,0.7004646,0.4071675,114.42696,83.012344,0.4189424,296.9729,,0.007004645,69.87781,21.28,0.004071675,51204.695,6.8370495,33822,195.62240276261727,9.359909,195.6224,0.010668721,17,1700,1.0668724,82.1719,57.90327,97.19038,100,22.97689151763916,81.19544,0.06837049,9.359909,[ 0.014  0.077  0.046  0.011 -0.005  0.055  0.018 -0.028  0.     0.  0.   ],1.2046402,378.16833,-1.0,221.70921
,0.93822896,0.12502131,97.81474,61.2492,0.4189424,242.4262,,0.009382291,63.395836,21.51,0.001250213,33244.11,6.5060925,35973,197.73627286598196,9.359995,197.73627,0.012347353,18,1800,1.2347354,95.03196,52.501053,127.36577,100,24.155970811843872,99.921524,0.06506092,9.359995,[ 0.025  0.08   0.047  0.019  0.001  0.076  0.021 -0.036  0.     0.  0.   ],1.6326745,342.34772,-1.0,258.59738
