MeanEntropy,J_sample_variance,OptimizationReturnMin,ESSClassic,VarianceInit,StdIWNorm,MinIWNorm,OptimizationReturnMax,Bound,EpisodesSoFar,EmpiricalD2,MeanIWNorm,MeanIW,ReturnMeanIW,Weights,MinIW,ReturnStepMaxmin,MaxIW,EpLenMean,EpThisIter,InitialReturnMean,StdIW,InitialReturnMax,ReturnStepMax,EpRewMean,InitialBound,MaxIWNorm,InitialReturnMin,TimestepsSoFar,ESSRenyi,OptimizationReturnMean,Iteration,TimeElapsed,InitialReturnStd,LearnableVariance
0.4189424,13294.78,,89.72636,-1.0,0.0035422563,0.001533831,224.52968,85.41367,100,1.1249719,0.010468331,1.0468333,182.76765,[ 0.  0. -0. -0.  0. -0.  0. -0. -0.  0. -0.],0.1533831,9.359921,1.992512,18.22,100,167.21149,0.35422564,305.9579,9.359921,167.21147904068667,75.42411,0.01992512,81.42821,1822,88.89111,85.78327,1,1.65867018699646,48.1748,
0.4189424,676439.94,,7.9986653,-1.0,0.053067207,0.00030779548,205.16702,153.16554,200,2.852269,0.015647246,1.5647246,303.00003,[-0.005 -0.008  0.002 -0.003  0.003 -0.028 -0.008 -0.008  0.     0.  0.   ],0.030779548,9.359896,53.776527,17.91,100,164.3264,5.3067207,295.72992,9.359896,164.3263921542915,75.60743,0.53776526,90.5629,3613,35.059807,73.7635,2,4.331807374954224,44.28509,
0.4189424,16984.98,,85.559204,-1.0,0.0047030547,0.0019756441,354.99896,77.07808,300,1.2550628,0.011447685,1.1447685,220.6602,[-0.003 -0.006 -0.007  0.026  0.028 -0.001 -0.029 -0.042  0.     0.  0.   ],0.19756442,9.359368,2.1707692,19.92,100,182.90031,0.47030547,427.2149,9.359368,182.9003310321054,54.735886,0.021707691,72.215935,5605,79.677284,110.684395,3,6.415507793426514,52.686836,
0.4189424,21012.555,,72.062126,-1.0,0.0065665864,0.0036978675,261.9373,91.74201,400,1.2256964,0.010546215,1.0546216,211.95576,[-0.004 -0.002 -0.005  0.016  0.019 -0.007 -0.016 -0.042  0.     0.  0.   ],0.36978677,9.359448,5.3161187,20.96,100,192.71227,0.65665865,361.94403,9.359448,192.71225979903008,84.12904,0.053161185,100.006744,7701,81.586266,92.705505,4,8.977388143539429,44.80299,
0.4189424,9743.463,,98.05605,-1.0,0.0014090063,0.0060362644,243.11952,90.60179,500,1.0194932,0.01000711,1.0007111,188.96646,[-0.006  0.005 -0.004  0.022  0.021  0.    -0.02  -0.056  0.     0.  0.   ],0.60362643,9.359864,1.2699424,20.34,100,186.73613,0.14090064,324.73248,9.359864,186.73611694227137,89.316376,0.012699423,81.61296,9735,98.08795,105.123146,5,11.412615060806274,46.997684,
0.4189424,15903.46,,96.55703,-1.0,0.0019333641,0.003309491,234.32468,98.119156,600,1.0504268,0.010238567,1.0238568,203.71869,[-0.004  0.007 -0.005  0.02   0.015 -0.001 -0.022 -0.059  0.     0.  0.   ],0.33094913,9.359731,1.487195,21.31,100,195.88486,0.19333641,343.4455,9.359731,195.88487033009852,92.85121,0.01487195,109.12081,11866,95.199394,86.76405,6,14.100716829299927,46.677402,
0.4189424,26893.861,,79.95485,-1.0,0.0055522327,0.0016033149,241.54527,104.968155,700,1.3065509,0.011088823,1.1088823,225.27861,[-0.009  0.004 -0.004  0.027  0.019 -0.017 -0.022 -0.063  0.     0.  0.   ],0.16033149,9.359835,3.5921397,21.24,100,195.23213,0.5552233,350.84796,9.359835,195.2321160117912,89.97772,0.035921395,109.30269,13990,76.5374,85.92942,7,16.72793674468994,49.04604,
0.4189424,14989.78,,96.01372,-1.0,0.0020832338,0.0035198713,233.48987,103.434395,800,1.0395253,0.0102240015,1.0224001,205.3999,[-0.009  0.007 -0.003  0.037  0.033 -0.014 -0.014 -0.073  0.     0.  0.   ],0.35198712,9.359892,1.7736404,21.66,100,199.13872,0.20832339,333.36078,9.359892,199.1387118913629,99.13048,0.017736403,99.87091,16156,96.197754,99.26779,8,19.50813937187195,52.428123,
0.4189424,20946.377,,96.642296,-1.0,0.0018773266,0.0060972176,354.7019,69.2045,900,1.0363152,0.010071704,1.0071703,213.48804,[-3.831e-06  7.165e-03  5.765e-04  4.538e-02  3.879e-02 -7.737e-03 -1.517e-03 -7.068e-02  0.000e+00  0.000e+00  0.000e+00],0.6097218,9.359828,1.606923,22.54,100,207.24689,0.18773267,472.44318,9.359828,207.24689662459244,65.51395,0.01606923,117.74129,18410,96.495735,89.505615,9,22.03003239631653,61.257847,
0.4189424,17115.49,,91.95945,-1.0,0.0031575484,0.004967117,392.3078,75.55379,1000,1.1093942,0.0106783835,1.0678383,228.21767,[-0.001  0.012  0.001  0.042  0.029 -0.005 -0.004 -0.073  0.     0.  0.   ],0.49671173,9.35943,1.8854381,22.6,100,207.90451,0.31575483,483.13898,9.35943,207.9044988537641,62.962814,0.01885438,90.831184,20670,90.13928,117.07331,10,25.221318244934082,61.26764,
0.4189424,16074.236,,93.098145,-1.0,0.0028319818,0.0038057955,298.85214,97.40076,1100,1.0703099,0.010401066,1.0401065,221.19897,[-0.006  0.013 -0.001  0.033  0.016 -0.011 -0.009 -0.078  0.     0.  0.   ],0.38057956,9.359844,2.2406886,23.04,100,211.92473,0.28319818,398.87646,9.359844,211.92472853577362,92.261795,0.022406885,100.02433,22974,93.430885,111.9004,11,28.11597728729248,63.11001,
0.4189424,35869.73,,84.32268,-1.0,0.0047196667,0.003210189,372.31726,99.9781,1200,1.2388976,0.010945805,1.0945805,257.6576,[-0.005  0.013  0.     0.03   0.011 -0.018  0.001 -0.07   0.     0.  0.   ],0.3210189,9.359857,3.176835,23.87,100,219.67278,0.4719667,472.21118,9.359857,219.67275848221388,78.0094,0.031768348,99.893936,25361,80.71693,119.77883,12,31.098536014556885,66.193474,
0.4189424,25934.27,,84.89873,-1.0,0.0043489407,0.002143396,297.08865,108.31224,1300,1.1860856,0.010311629,1.0311629,240.87161,[-0.008  0.017  0.005  0.033  0.013 -0.029  0.028 -0.064  0.     0.  0.   ],0.21433961,9.35973,2.8975067,23.93,100,220.42973,0.4348941,405.72446,9.35973,220.42974191343563,98.7124,0.028975066,108.63581,27754,84.31095,111.79394,13,34.37040996551514,55.37859,
0.4189424,28192.904,,88.64746,-1.0,0.003798296,0.0013447814,297.94092,124.15015,1400,1.1404725,0.010613915,1.0613914,260.36893,[-0.011  0.02   0.009  0.034  0.011 -0.043  0.049 -0.063  0.     0.  0.   ],0.13447814,9.359838,2.4832926,25.98,100,239.3429,0.37982962,425.18048,9.359838,239.34289477925745,111.78874,0.024832925,127.23958,30352,87.68295,112.10332,14,38.13885736465454,61.9196,
0.4189424,25182.445,,91.790016,-1.0,0.0032449125,0.0033594656,244.25775,141.33653,1500,1.1494362,0.010849995,1.0849994,260.7723,[-0.019  0.021  0.01   0.035  0.016 -0.07   0.054 -0.065  0.     0.  0.   ],0.33594656,9.359861,1.7446659,25.35,100,233.60475,0.32449123,371.33914,9.359861,233.60474401097,122.203,0.017446658,127.08139,32887,86.99917,106.52336,15,41.66607618331909,50.48496,
0.4189424,41862.87,,83.30694,-1.0,0.005101537,0.0027628385,179.52577,163.74875,1600,1.3074619,0.011396565,1.1396564,281.54745,[-0.024  0.02   0.008  0.033  0.013 -0.092  0.057 -0.074  0.     0.  0.   ],0.27628386,9.35961,3.2541947,26.49,100,244.15884,0.5101537,343.40356,9.35961,244.15884067798868,141.13776,0.032541946,163.87779,35536,76.48407,80.281044,16,45.25787425041199,46.978104,
0.4189424,27685.537,,85.36218,-1.0,0.0043726047,0.0035935275,318.67047,105.47516,1700,1.1285945,0.010559296,1.0559297,250.44728,[-0.031  0.018  0.015  0.032  0.024 -0.14   0.062 -0.084  0.     0.  0.   ],0.35935277,9.359728,3.3279257,25.32,100,233.02238,0.43726054,454.87732,9.359728,233.02240512113144,96.55922,0.033279255,136.20683,38068,88.60578,96.815575,17,49.21813988685608,53.65409,
0.4189424,34963.336,,91.60264,-1.0,0.0031137222,0.0029485866,319.35635,117.987274,1800,1.0980207,0.010284011,1.0284011,267.23,[-0.034  0.018  0.011  0.025  0.018 -0.133  0.051 -0.091  0.     0.  0.   ],0.29485866,9.359856,1.7783086,27.25,100,251.1804,0.31137225,474.7519,9.359856,251.18041348092527,108.75487,0.017783087,155.39554,40793,91.07297,95.78488,18,53.53329515457153,67.95519,
0.4189424,28716882.0,,1.2712996,-1.0,0.5023834,0.00071085925,346.9993,1127.0891,1900,4.8794513,0.05700823,5.700823,1459.268,[-0.034  0.017  0.013  0.024  0.014 -0.147  0.053 -0.1    0.     0.  0.   ],0.07108593,9.359905,505.54086,26.81,100,247.00768,50.238342,501.2624,9.359905,247.0076599578255,96.62897,5.0554085,154.26309,43474,20.494108,92.74457,19,56.65835618972778,62.635975,
0.4189424,28321.316,,97.48776,-1.0,0.0016530178,0.0048943115,215.21837,130.75711,2000,1.0408539,0.010297234,1.0297234,243.98756,[-0.014  0.021  0.008 -0.005  0.    -0.107  0.058 -0.062  0.     0.  0.   ],0.48943117,9.359724,1.3125689,25.68,100,236.5173,0.16530177,369.9535,9.359724,236.517322763197,125.531265,0.013125689,154.73512,46042,96.07497,81.782196,20,60.3659987449646,47.018753,
0.4189424,30584.27,,95.36532,-1.0,0.0023031228,0.005283523,403.74722,92.15498,2100,1.054489,0.0104472805,1.044728,261.39062,[-0.015  0.025  0.007 -0.016 -0.003 -0.115  0.06  -0.064  0.     0.  0.   ],0.5283523,9.359994,1.7695785,26.89,100,247.9482,0.23031226,549.3505,9.359994,247.94819154624244,83.14305,0.017695785,145.6033,48731,94.832664,102.344894,21,63.88292193412781,71.38436,
0.4189424,40567.184,,80.335304,-1.0,0.0058175926,0.0023534,347.7214,131.62463,2200,1.2881061,0.011758528,1.1758528,299.45663,[-0.019  0.037  0.004 -0.018 -0.004 -0.107  0.066 -0.065  0.     0.  0.   ],0.23534001,9.359911,3.402381,27.21,100,250.77348,0.5817592,492.92142,9.359911,250.77348666579027,102.89705,0.03402381,145.20001,51452,77.633354,105.57346,22,68.81396293640137,60.364235,
0.4189424,29812.303,,85.97073,-1.0,0.0043036263,0.004702102,254.6424,130.16315,2300,1.1286662,0.010653499,1.0653498,257.5057,[-0.022  0.054  0.012 -0.004 -0.004 -0.116  0.102 -0.053  0.     0.  0.   ],0.4702102,9.359894,3.1627002,26.14,100,240.7746,0.43036258,399.54858,9.359894,240.77457633070586,120.909996,0.031627,144.90619,54066,88.60016,95.8684,23,72.4571886062622,51.96428,
0.4189424,29116.23,,95.45646,-1.0,0.0022870817,0.0048807054,411.89685,101.96466,2400,1.0698938,0.010483042,1.0483041,271.91913,[-0.021  0.057  0.009 -0.002  0.009 -0.104  0.093 -0.059  0.     0.  0.   ],0.48807055,9.359987,1.983529,27.74,100,255.80754,0.22870818,547.69775,9.359987,255.80753803131202,91.498215,0.01983529,135.80092,56840,93.46722,120.00662,24,77.16538763046265,64.50444,
0.4189424,24498.268,,98.51731,-1.0,0.0012475852,0.006570976,533.8662,54.66893,2500,1.0163628,0.010169506,1.0169507,257.48157,[-0.022  0.065  0.012 -0.005  0.012 -0.111  0.113 -0.054  0.     0.  0.   ],0.65709764,9.359952,1.3963271,27.44,100,253.00134,0.12475852,670.5782,9.359952,253.00133899172448,51.827896,0.013963271,136.71198,59584,98.39007,116.28937,25,81.53762865066528,68.392265,
0.4189424,37701.938,,82.08399,-1.0,0.0051067136,0.0031490095,326.08264,132.16737,2600,1.1944102,0.010930755,1.0930755,286.8401,[-0.025  0.066  0.011 -0.001  0.017 -0.115  0.109 -0.058  0.     0.  0.   ],0.31490096,9.359991,4.15622,27.68,100,255.1769,0.5106713,471.75412,9.359991,255.17688127609108,113.650635,0.0415622,145.67148,62352,83.72333,109.5054,26,86.04078888893127,62.09927,
0.4189424,25594.035,,96.79937,-1.0,0.0018540913,0.0042529935,252.78691,132.28355,2700,1.0437921,0.010196476,1.0196476,254.34076,[-0.018  0.077  0.021 -0.015  0.007 -0.11   0.136 -0.051  0.     0.  0.   ],0.42529935,9.359978,1.4790261,26.84,100,247.26535,0.18540914,398.23108,9.359978,247.2653544107519,127.796036,0.01479026,145.44417,65036,95.80452,101.82118,27,90.24627256393433,51.09449,
0.4189424,31664.395,,92.13684,-1.0,0.003076811,0.003547884,319.11795,121.43669,2800,1.0865302,0.010532197,1.0532198,269.52386,[-0.02   0.075  0.024 -0.023  0.005 -0.125  0.141 -0.054  0.     0.  0.   ],0.35478842,9.35981,1.8142774,27.9,100,257.3379,0.3076811,473.5603,9.35981,257.3379065397332,115.269806,0.018142773,154.44235,67826,92.036095,102.895546,28,94.09766483306885,59.124924,
0.4189424,41695.793,,89.43614,-1.0,0.003702271,0.0029098522,363.19534,124.333206,2900,1.1369883,0.010772412,1.0772413,293.3369,[-0.021  0.074  0.027 -0.028 -0.001 -0.137  0.15  -0.051  0.     0.  0.   ],0.29098523,9.359869,2.0995164,28.94,100,267.06458,0.37022713,528.31995,9.359869,267.06460539223895,108.568634,0.020995164,165.1246,70720,87.95165,101.93999,29,98.53616404533386,57.868126,
0.4189424,38019.64,,83.49912,-1.0,0.004816181,0.002116268,215.35747,154.86157,3000,1.2019591,0.0108340345,1.0834036,279.41174,[-0.028  0.078  0.021 -0.017  0.01  -0.144  0.133 -0.059  0.     0.  0.   ],0.2116268,9.359615,2.624318,27.37,100,252.27693,0.4816181,378.68515,9.359615,252.27693868391364,138.67139,0.026243178,163.32768,73457,83.1975,88.949265,30,102.78076720237732,48.11192,
0.4189424,233361.16,,25.940659,-1.0,0.021991365,0.0014540239,376.44586,137.0654,3100,2.0493307,0.013015257,1.3015257,365.03708,[-0.026  0.07   0.026 -0.011  0.012 -0.177  0.145 -0.068  0.     0.  0.   ],0.14540239,9.359984,18.189697,28.94,100,266.8237,2.1991365,530.82776,9.359984,266.82372164790485,107.57541,0.18189697,154.3819,76351,48.796417,112.44183,31,106.72903275489807,65.4469,
0.4189424,24913.447,,98.70775,-1.0,0.0011669162,0.0070376787,383.75674,126.32515,3200,1.0205016,0.01019863,1.019863,283.8144,[-0.014  0.076  0.021 -0.01   0.021 -0.142  0.14  -0.078  0.     0.  0.   ],0.7037679,9.359863,1.3451458,30.06,100,277.47318,0.116691634,519.6642,9.359863,277.4731513974197,121.57393,0.013451458,135.90744,79357,97.99103,141.56572,32,111.02361965179443,69.32565,
0.4189424,38122.71,,94.62508,-1.0,0.002424194,0.006387487,234.01262,147.92188,3300,1.0328561,0.010171495,1.0171496,274.7445,[-0.02   0.078  0.02  -0.014  0.017 -0.151  0.139 -0.079  0.     0.  0.   ],0.6387487,9.35994,2.2084727,29.3,100,270.3921,0.2424194,415.9639,9.35994,270.39206686808586,145.6029,0.022084726,181.95128,82287,96.81891,88.44079,33,115.2373526096344,55.01743,
0.4189424,101999.805,,64.390335,-1.0,0.009209893,0.0009818625,335.64536,176.57047,3400,1.6589192,0.012384571,1.2384572,373.05295,[-0.025  0.081  0.021 -0.02   0.02  -0.143  0.129 -0.081  0.     0.  0.   ],0.09818626,9.359923,5.757142,30.39,100,280.4201,0.9209894,508.49887,9.359923,280.4201007719713,127.87045,0.05757142,172.85352,85326,60.280212,107.56658,34,120.04583597183228,76.19046,
0.4189424,36011.156,,96.14775,-1.0,0.002073182,0.004797944,336.44217,121.782745,3500,1.0518256,0.0103573855,1.0357386,278.70828,[-0.034  0.08   0.025 -0.006  0.033 -0.179  0.154 -0.092  0.     0.  0.   ],0.4797944,9.359959,1.6468338,29.14,100,268.79425,0.2073182,510.03558,9.359959,268.7942586396318,115.783585,0.016468337,173.59341,88240,95.07279,95.200836,35,125.80963921546936,56.704994,
0.4189424,38645.76,,95.426155,-1.0,0.0022554202,0.0062122224,337.209,127.06816,3600,1.0437831,0.010301965,1.0301965,283.95422,[-0.035  0.082  0.024 -0.013  0.026 -0.179  0.159 -0.093  0.     0.  0.   ],0.62122226,9.359835,1.7245595,29.91,100,276.06662,0.22554202,511.86804,9.359835,276.06660761259747,122.50621,0.017245594,174.65903,91231,95.80535,101.407585,36,130.10802745819092,61.54882,
0.4189424,94108.62,,65.402405,-1.0,0.008740966,0.0016542205,329.57187,177.2532,3700,1.4678622,0.01201803,1.201803,359.85214,[-0.036  0.084  0.022 -0.007  0.03  -0.173  0.15  -0.095  0.     0.  0.   ],0.16542205,9.359997,5.261057,30.3,100,279.72415,0.8740966,502.38232,9.359997,279.72414114531017,129.00946,0.05261057,172.81046,94261,68.12628,106.91368,37,134.58240365982056,67.84954,
0.4189424,41018.777,,88.7309,-1.0,0.0037567522,0.0049843495,488.39575,93.5762,3800,1.1059592,0.010541569,1.0541569,299.3312,[-0.026  0.093  0.026  0.01   0.045 -0.163  0.184 -0.09   0.     0.  0.   ],0.49843496,9.359999,2.2519774,30.16,100,278.42413,0.3756752,652.1682,9.359999,278.4241117421076,82.77365,0.022519775,163.77246,97277,90.41925,114.65165,38,138.35631489753723,72.332184,
