MeanEntropy,J_sample_variance,OptimizationReturnMin,ESSClassic,VarianceInit,StdIWNorm,MinIWNorm,OptimizationReturnMax,Bound,EpisodesSoFar,EmpiricalD2,MeanIWNorm,MeanIW,ReturnMeanIW,Weights,MinIW,ReturnStepMaxmin,MaxIW,EpLenMean,EpThisIter,InitialReturnMean,StdIW,InitialReturnMax,ReturnStepMax,EpRewMean,InitialBound,MaxIWNorm,InitialReturnMin,TimestepsSoFar,ESSRenyi,OptimizationReturnMean,Iteration,TimeElapsed,InitialReturnStd,LearnableVariance
0.4189424,423530.06,,18.326782,-1.0,0.027928423,0.001559992,251.05511,206.92824,3900,2.5436141,0.0132296905,1.3229691,414.1741,[-0.025  0.097  0.027 -0.     0.033 -0.158  0.187 -0.089  0.     0.  0.   ],0.1559992,9.359461,26.968388,30.72,100,283.6065,2.7928424,433.1507,9.359461,283.60650302055825,153.66127,0.26968387,182.09558,100349,39.31414,101.51092,39,142.0585014820099,57.05275,
0.4189424,50087.082,,82.46047,-1.0,0.0050598104,0.0033403924,300.8675,149.9822,4000,1.1544267,0.0109710535,1.0971053,308.80176,[-0.014  0.102  0.042 -0.032  0.009 -0.157  0.234 -0.075  0.     0.  0.   ],0.33403924,9.359937,3.6454751,30.73,100,283.6661,0.5059811,492.7193,9.359937,283.66611752152187,135.85033,0.036454752,191.8518,103422,86.623085,91.814316,40,146.01991367340088,55.270565,
0.4189424,88158.11,,73.85298,-1.0,0.006427689,0.004134569,357.72983,147.51425,4100,1.1335955,0.010802586,1.0802586,319.9075,[-0.012  0.114  0.049 -0.042 -0.    -0.147  0.256 -0.07   0.     0.  0.   ],0.41345692,9.359984,6.025132,30.74,100,283.90692,0.6427689,539.7218,9.359984,283.90695110241415,121.99042,0.06025132,181.99197,106496,88.21489,101.91498,41,150.45448517799377,71.46904,
0.4189424,47291.496,,96.73532,-1.0,0.0018807945,0.0052116364,320.36273,125.792816,4200,1.038073,0.010237953,1.0237954,285.05252,[ 0.008  0.114  0.058 -0.051 -0.005 -0.128  0.288 -0.057  0.     0.  0.   ],0.52116364,9.359758,1.7405788,29.99,100,276.6185,0.18807946,521.0396,9.359758,276.6184880756149,120.306595,0.017405787,200.67688,109495,96.332344,75.94161,42,155.6178617477417,57.754623,
0.4189424,47773.195,,88.06411,-1.0,0.0039215013,0.0063774874,344.78192,129.39104,4300,1.081685,0.010651841,1.0651841,296.7927,[-0.001  0.114  0.058 -0.053 -0.009 -0.143  0.292 -0.06   0.     0.  0.   ],0.6377488,9.359831,3.1433291,30.42,100,280.61087,0.3921501,536.52277,9.359831,280.61089523063197,119.65405,0.03143329,191.74084,112537,92.448364,88.870056,43,159.55888676643372,58.86058,
0.4189424,43475.004,,95.0536,-1.0,0.0023422325,0.005856517,430.84415,113.17706,4400,1.0473236,0.010267615,1.0267615,301.49692,[ 0.003  0.12   0.059 -0.043 -0.001 -0.13   0.298 -0.049  0.     0.  0.   ],0.5856517,9.359847,2.0461736,31.58,100,291.54794,0.23422328,613.38684,9.359847,291.5479241015818,107.531845,0.020461734,182.5427,115695,95.481476,109.00523,44,163.28236532211304,69.7989,
0.4189424,15298194.0,,2.9099271,-1.0,0.12340691,0.00047183438,312.22662,493.80624,4500,6.07397,0.02136452,2.1364522,866.1295,[ 0.004  0.127  0.056 -0.042 -0.008 -0.123  0.294 -0.051  0.     0.  0.   ],0.04718344,9.359873,124.77598,30.03,100,276.9457,12.340692,503.57324,9.359873,276.94572658241776,125.87378,1.2477597,191.34662,118698,16.463697,85.5991,45,167.39495134353638,63.99901,
0.4189424,74515.63,,62.482754,-1.0,0.008812685,0.0034748882,511.56085,91.8649,4600,1.2089609,0.011372941,1.137294,326.96616,[ 0.017  0.139  0.063 -0.054 -0.034 -0.097  0.334 -0.047  0.     0.  0.   ],0.34748882,9.359973,8.125141,30.38,100,280.46802,0.88126844,712.73413,9.359973,280.4680142815153,66.647766,0.08125141,201.17328,121736,82.71566,79.29474,46,172.30501222610474,67.426765,
0.4189424,47697.188,,93.96482,-1.0,0.0026319935,0.0052428595,347.2102,134.83371,4700,1.0688872,0.010385372,1.0385373,302.32352,[ 0.021  0.133  0.056 -0.042 -0.022 -0.104  0.302 -0.054  0.     0.  0.   ],0.524286,9.359584,1.970074,30.98,100,285.9851,0.26319936,540.0093,9.359584,285.98510102252106,123.9823,0.01970074,192.79907,124834,93.55524,93.186035,47,177.271240234375,66.10836,
0.4189424,60429.223,,81.33177,-1.0,0.00541417,0.0026855702,319.86743,157.12561,4800,1.2386912,0.011300829,1.1300831,327.91223,[ 0.016  0.145  0.059 -0.04  -0.014 -0.109  0.316 -0.048  0.     0.  0.   ],0.268557,9.359915,2.9317226,30.63,100,282.7922,0.541417,511.5064,9.359915,282.79221752805506,129.34029,0.029317226,191.63899,127897,80.73037,91.15323,48,181.5911033153534,60.265728,
0.4189424,48715.36,,88.99071,-1.0,0.0038275886,0.0037439398,290.0678,157.74295,4900,1.1124026,0.01088222,1.088222,310.09366,[ 0.022  0.151  0.07  -0.036 -0.006 -0.115  0.358 -0.042  0.     0.  0.   ],0.374394,9.359783,2.4649675,31.59,100,291.60806,0.38275892,481.49554,9.359783,291.6080858209361,147.15941,0.024649674,191.42773,131056,89.895515,100.18036,49,185.48048305511475,64.39825,
0.4189424,1004158.9,,11.646972,-1.0,0.04527874,0.0005181554,363.78345,226.71866,5000,3.2967722,0.016439557,1.6439558,529.43225,[ 0.028  0.144  0.062 -0.034 -0.003 -0.108  0.328 -0.044  0.     0.  0.   ],0.051815543,9.359939,43.803547,31.81,100,293.971,4.5278745,555.73303,9.359939,293.97100817039035,127.25108,0.43803546,191.94958,134237,30.332699,102.02142,50,188.91772437095642,69.61257,
0.4189424,54821.52,,94.38824,-1.0,0.0025571836,0.0065314434,312.65958,151.92819,5100,1.0506217,0.01048747,1.0487468,312.84778,[ 0.028  0.13   0.05  -0.008  0.021 -0.096  0.262 -0.056  0.     0.  0.   ],0.65314436,9.359637,2.2820718,32.19,100,297.55383,0.25571835,523.3165,9.359637,297.55384792139944,140.55891,0.022820719,210.65695,137456,95.18173,86.89688,51,192.74585843086243,63.9466,
0.4189424,39743.934,,96.32361,-1.0,0.0020068132,0.0068801567,291.08728,149.66826,5200,1.0377406,0.010272174,1.0272174,294.635,[ 0.028  0.147  0.051 -0.012  0.017 -0.083  0.283 -0.046  0.     0.  0.   ],0.6880157,9.359946,1.692798,31.0,100,286.36975,0.20068134,474.35422,9.359946,286.36977041702823,144.06349,0.01692798,183.26694,140556,96.3632,103.10283,52,196.20519471168518,55.57182,
0.4189424,56161.293,,87.019905,-1.0,0.0041199713,0.0044412236,336.92078,141.77788,5300,1.1380814,0.010667544,1.0667543,314.20953,[ 0.02   0.149  0.044 -0.008  0.012 -0.07   0.282 -0.045  0.     0.  0.   ],0.44412234,9.359753,2.2497401,31.39,100,289.85327,0.41199717,538.77704,9.359753,289.8532690393291,128.22017,0.0224974,201.85626,143695,87.86717,87.99701,53,199.74547910690308,64.85804,
0.4189424,39170.543,,95.4704,-1.0,0.00224321,0.006751425,267.61157,150.51439,5400,1.0374022,0.010298503,1.0298502,288.15616,[ 0.021  0.146  0.039 -0.01   0.014 -0.076  0.263 -0.058  0.     0.  0.   ],0.6751425,9.359904,1.8214973,30.26,100,279.58862,0.22432101,450.45917,9.359904,279.5886066123263,144.45085,0.018214973,182.8476,146721,96.39463,96.741005,54,203.6379337310791,45.01662,
0.4189424,58983.188,,86.123566,-1.0,0.0044799293,0.0027604946,317.3761,164.72285,5500,1.194654,0.011160741,1.1160741,332.41443,[ 0.022  0.147  0.048 -0.034  0.03  -0.061  0.268 -0.052  0.     0.  0.   ],0.27604946,9.359903,2.6476626,31.47,100,290.7414,0.44799295,511.40964,9.359903,290.7413918066164,137.31851,0.026476625,194.03354,149868,83.706245,96.70784,55,207.03039741516113,65.40927,
0.4189424,86087.445,,63.207497,-1.0,0.009299143,0.00031245872,319.8334,189.39384,5600,1.5935537,0.012188423,1.2188424,376.25745,[ 0.022  0.154  0.054 -0.033  0.028 -0.066  0.302 -0.043  0.     0.  0.   ],0.031245872,9.359836,5.787743,31.6,100,291.98105,0.9299143,493.42383,9.359836,291.98103872214256,143.9539,0.05787743,173.59042,153028,62.75283,118.39062,56,210.95900869369507,61.228012,
0.4189424,49701.832,,92.801765,-1.0,0.002921991,0.0070211557,488.375,102.14725,5700,1.06213,0.0104916645,1.0491663,312.43732,[ 0.024  0.154  0.06  -0.042  0.026 -0.089  0.348 -0.05   0.     0.  0.   ],0.7021156,9.359953,2.3719614,32.24,100,297.90955,0.2921991,680.15625,9.359953,297.9095274486558,93.862656,0.023719613,191.78125,156252,94.15044,106.12827,57,214.65623378753662,74.96597,
0.4189424,48054.742,,96.33996,-1.0,0.0020122605,0.0053318534,346.0337,130.17253,5800,1.0505958,0.010323885,1.0323884,298.3317,[ 0.027  0.152  0.061 -0.038  0.036 -0.082  0.346 -0.045  0.     0.  0.   ],0.53318536,9.359889,1.5597517,31.2,100,288.39694,0.20122604,546.8667,9.359889,288.3969414892397,124.336914,0.015597518,200.83302,159372,95.18409,87.56393,58,218.14345526695251,56.043888,
0.4189424,106279.21,,56.09622,-1.0,0.010235745,0.00039197935,291.23096,193.61757,5900,1.454787,0.011570052,1.1570052,375.14383,[ 0.027  0.153  0.06  -0.044  0.031 -0.079  0.348 -0.048  0.     0.  0.   ],0.039197937,9.359857,8.9763975,33.4,100,308.80054,1.0235746,501.67047,9.359857,308.8005292470776,158.29938,0.08976398,210.43953,162712,68.73859,98.36101,59,221.7513768672943,62.49025,
0.4189424,50313.188,,97.66279,-1.0,0.0015821024,0.0058468264,300.96783,149.8386,6000,1.0341681,0.010227043,1.0227044,305.755,[ 0.041  0.165  0.065 -0.036  0.045 -0.059  0.38  -0.045  0.     0.  0.   ],0.58468264,9.35979,1.4487271,32.32,100,298.69067,0.15821023,511.06366,9.35979,298.69065954026433,145.37155,0.014487271,210.09583,165944,96.696075,88.594826,60,225.484548330307,55.796276,
0.4189424,49416.41,,94.85042,-1.0,0.0024159986,0.0067935605,414.99673,128.86671,6100,1.0413457,0.010368874,1.0368874,317.44635,[ 0.034  0.166  0.065 -0.034  0.048 -0.069  0.387 -0.049  0.     0.  0.   ],0.67935604,9.359979,2.0554895,33.12,100,306.03973,0.24159986,615.9934,9.359979,306.0397252330706,121.2417,0.020554895,200.99667,169256,96.02959,105.04306,61,228.98783445358276,65.83231,
0.4189424,706459.94,,10.779613,-1.0,0.041980255,0.0008666114,406.12872,186.45648,6200,2.5628467,0.014591991,1.4591994,478.22647,[ 0.028  0.173  0.059 -0.03   0.044 -0.066  0.368 -0.049  0.     0.  0.   ],0.08666114,9.359965,42.38907,33.48,100,309.60822,4.1980257,607.5165,9.359965,309.60818419027675,127.353226,0.42389068,201.38776,172604,39.01911,108.22043,62,232.554354429245,69.37495,
