AvgEpLen,EpsThisIter,Bound,ESSRenyi,J,ESSClassic,MaxNormIw,MinVanillaIw,AvgRet,Delta,MaxVanillaIw,eRenyi2,VarVanillaIw,VarNormIw,AvgNormIw,BatchSize,AvgVanillaIw,VarDiscRet,VarJ,AvgDiscRet,VanillaAvgRet,VarRet,IterType,MinNormIw
500.0,100,-1104.54,106.712487122,-980.479,10.083147073,0.310311,0.00077768,-1123.68009984,0.7,183.773,4.68549,68.3003,0.00019474,0.002,500,1.18444,8177.37614319,1713.55,-1123.68009984,-1123.68009984,8177.37614319,1,1.31316e-06
500.0,100,-1223.9,500.0,-1095.45,100.0,0.01,1.0,-1095.44612436,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,37444.2139751,192.535,-1095.44612436,-1095.44612436,37444.2139751,2,0.01
500.0,100,-1187.22,500.0,-1096.38,200.000000102,0.005,1.0,-1097.32053233,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,27917.8164402,179.875,-1097.32053233,-1097.32053233,27917.8164402,2,0.005
500.0,100,-1178.22,500.0,-1104.06,299.999969474,0.00333333,1.0,-1119.40873481,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,27037.0221842,174.957,-1119.40873481,-1119.40873481,27037.0221842,2,0.00333333
500.0,100,-1168.69,500.0,-1104.46,400.0,0.0025,1.0,-1105.65905501,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,40348.4472095,181.506,-1105.65905501,-1105.65905501,40348.4472095,2,0.0025
500.0,100,-1057.65,77.913088138,-912.119,15.0409196859,0.239309,9.63897e-06,-1098.93372766,0.7,201.688,6.41741,91.7909,0.000129229,0.002,500,1.68558,46913.2290867,1072.88,-1098.93372766,-1098.93372766,46913.2290867,1,1.1437e-08
500.0,100,-1130.74,500.0,-1002.5,100.0,0.01,1.0,-1002.49687267,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,64572.0000031,252.836,-1002.49687267,-1002.49687267,64572.0000031,2,0.01
500.0,100,-1087.41,500.0,-996.645,200.000000102,0.005,1.0,-990.792740298,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,91020.1153318,277.583,-990.792740298,-990.792740298,91020.1153318,2,0.005
500.0,100,-1079.67,500.0,-1005.52,299.999969474,0.00333333,1.0,-1023.26086323,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,51590.4674324,261.822,-1023.26086323,-1023.26086323,51590.4674324,2,0.00333333
500.0,100,-1071.18,500.0,-1006.95,400.0,0.0025,1.0,-1011.25959118,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,45126.6648645,250.176,-1011.25959118,-1011.25959118,45126.6648645,2,0.0025
500.0,100,-879.276,83.6927631081,-738.862,81.3878696043,0.0287014,1.46805e-23,-1011.52210701,0.7,15.0744,5.97423,5.68665,2.06149e-05,0.002,500,1.05043,63808.5696973,319.256,-1011.52210701,-1011.52210701,63808.5696973,1,2.79514e-26
500.0,100,-910.352,500.0,-781.962,100.0,0.01,1.0,-781.962367952,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,56495.2243411,236.496,-781.962367952,-781.962367952,56495.2243411,2,0.01
500.0,100,-867.31,500.0,-776.524,200.000000102,0.005,1.0,-771.086633723,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,47129.0466536,226.547,-771.086633723,-771.086633723,47129.0466536,2,0.005
500.0,100,-851.93,500.0,-777.704,299.999969474,0.00333333,1.0,-780.062717244,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,69614.3511064,239.147,-780.062717244,-780.062717244,69614.3511064,2,0.00333333
500.0,100,-835.878,500.0,-771.596,400.0,0.0025,1.0,-753.27182013,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,37271.9307519,228.539,-753.27182013,-753.27182013,37271.9307519,2,0.0025
500.0,100,-770.83,196.052405862,-679.01,192.156537825,0.0181047,1.74667e-05,-752.01746512,0.7,8.81151,2.55034,1.52097,6.42102e-06,0.002,500,0.973393,23514.5115163,141.189,-752.01746512,-752.01746512,23514.5115163,1,3.58883e-08
500.0,100,-819.464,500.0,-691.232,100.0,0.01,1.0,-691.232002303,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,24649.1749306,156.214,-691.232002303,-691.232002303,24649.1749306,2,0.01
500.0,100,-768.644,500.0,-677.971,200.000000102,0.005,1.0,-664.709386302,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,7787.76700756,127.405,-664.709386302,-664.709386302,7787.76700756,2,0.005
500.0,100,-751.293,500.0,-677.153,299.999969474,0.00333333,1.0,-675.51762372,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,24310.4027707,137.278,-675.51762372,-675.51762372,24310.4027707,2,0.00333333
500.0,100,-746.96,500.0,-682.754,400.0,0.0025,1.0,-699.55546017,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,27218.4112886,144.791,-699.55546017,-699.55546017,27218.4112886,2,0.0025
500.0,100,-721.761,319.269833943,-649.894,317.523666678,0.00735784,0.0198796,-673.696335745,0.7,3.62898,1.56607,0.56031,2.30335e-06,0.002,500,0.986425,8602.75388126,90.4378,-673.696335745,-673.696335745,8602.75388126,1,4.03064e-05
500.0,100,-727.407,500.0,-651.458,100.0,0.01,1.0,-651.457561548,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,8943.54284821,94.0963,-651.457561548,-651.457561548,8943.54284821,2,0.01
500.0,100,-751.032,500.0,-660.297,200.000000102,0.005,1.0,-669.13743934,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,22991.0517426,126.039,-669.13743934,-669.13743934,22991.0517426,2,0.005
500.0,100,-732.499,500.0,-658.414,299.999969474,0.00333333,1.0,-654.647243559,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,11436.6759023,119.882,-654.647243559,-654.647243559,11436.6759023,2,0.00333333
500.0,100,-720.901,500.0,-656.742,400.0,0.0025,1.0,-651.723985097,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,6070.64990871,110.859,-651.723985097,-651.723985097,6070.64990871,2,0.0025
500.0,100,-699.954,379.055836192,-634.046,376.926813185,0.0059537,0.0471839,-641.639629994,0.7,2.98029,1.31907,0.327927,1.30869e-06,0.002,500,1.00115,5829.29860249,78.2285,-641.639629994,-641.639629994,5829.29860249,1,9.4259e-05
500.0,100,-706.368,500.0,-639.353,100.0,0.01,1.0,-639.352569743,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,5880.9054132,76.3027,-639.352569743,-639.352569743,5880.9054132,2,0.01
500.0,100,-701.416,500.0,-642.66,200.000000102,0.005,1.0,-645.967852207,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,11301.3501471,92.283,-645.967852207,-645.967852207,11301.3501471,2,0.005
500.0,100,-721.76,500.0,-647.681,299.999969474,0.00333333,1.0,-657.723583522,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,22685.3721759,114.952,-657.723583522,-657.723583522,22685.3721759,2,0.00333333
500.0,100,-712.803,500.0,-648.595,400.0,0.0025,1.0,-651.334478499,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,23307.4419339,125.226,-651.334478499,-651.334478499,23307.4419339,2,0.0025
500.0,100,-692.001,367.33376615,-624.999,362.531279789,0.00566061,0.0150487,-644.467975344,0.7,2.81656,1.36116,0.376268,1.5198e-06,0.002,500,0.995143,25592.4212838,79.3417,-644.467975344,-644.467975344,25592.4212838,1,3.02443e-05
500.0,100,-690.519,500.0,-634.343,100.0,0.01,1.0,-634.342764334,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,3960.13519934,62.6142,-634.342764334,-634.342764334,3960.13519934,2,0.01
500.0,100,-689.12,500.0,-632.176,200.000000102,0.005,1.0,-630.009027871,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,7318.68277969,74.751,-630.009027871,-630.009027871,7318.68277969,2,0.005
500.0,100,-680.704,500.0,-634.209,299.999969474,0.00333333,1.0,-638.274856323,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,9448.08173414,82.7724,-638.274856323,-638.274856323,9448.08173414,2,0.00333333
500.0,100,-699.275,500.0,-635.144,400.0,0.0025,1.0,-637.950478842,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,24551.3628445,105.913,-637.950478842,-637.950478842,24551.3628445,2,0.0025
500.0,100,-685.53,401.621652522,-621.529,399.458349575,0.00555814,0.0560978,-635.292803336,0.7,2.74928,1.24495,0.246821,1.0088e-06,0.002,500,0.989281,8376.70320049,83.5456,-635.292803336,-635.292803336,8376.70320049,1,0.000113411
500.0,100,-664.066,500.0,-612.509,100.0,0.01,1.0,-612.50945553,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,3400.8123785,58.0242,-612.50945553,-612.50945553,3400.8123785,2,0.01
500.0,100,-679.27,500.0,-621.188,200.000000102,0.005,1.0,-629.866865101,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,11390.205761,86.0051,-629.866865101,-629.866865101,11390.205761,2,0.005
500.0,100,-666.218,500.0,-618.795,299.999969474,0.00333333,1.0,-614.007683039,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,6739.62493165,84.6569,-614.007683039,-614.007683039,6739.62493165,2,0.00333333
500.0,100,-659.009,500.0,-617.94,400.0,0.0025,1.0,-615.374625418,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,3927.88222108,79.6833,-615.374625418,-615.374625418,3927.88222108,2,0.0025
500.0,100,-644.259,352.04022066,-600.481,344.053894237,0.00996407,0.0218466,-607.80490859,0.7,4.98591,1.42029,0.454875,1.81668e-06,0.002,500,1.00078,4281.58805769,82.6379,-607.80490859,-607.80490859,4281.58805769,1,4.36594e-05
500.0,100,-674.622,500.0,-611.136,100.0,0.01,1.0,-611.135760954,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,4381.87306028,65.8639,-611.135760954,-611.135760954,4381.87306028,2,0.01
500.0,100,-655.727,500.0,-607.602,200.000000102,0.005,1.0,-604.068976041,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,4374.61309058,65.9314,-604.068976041,-604.068976041,4374.61309058,2,0.005
500.0,100,-646.734,500.0,-607.441,299.999969474,0.00333333,1.0,-607.11837165,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,4089.68072561,65.1737,-607.11837165,-607.11837165,4089.68072561,2,0.00333333
500.0,100,-671.633,500.0,-607.442,400.0,0.0025,1.0,-607.445995978,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,22445.6139787,93.4933,-607.445995978,-607.445995978,22445.6139787,2,0.0025
500.0,100,-660.745,455.30245078,-600.579,456.503553292,0.00535371,0.408517,-599.537927697,0.7,2.73384,1.09817,0.0995824,3.81895e-07,0.002,500,1.02129,3426.17805335,88.5002,-599.537927697,-599.537927697,3426.17805335,1,0.000800002
500.0,100,-650.708,500.0,-598.55,100.0,0.01,1.0,-598.5498451,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,2992.88373244,54.433,-598.5498451,-598.5498451,2992.88373244,2,0.01
500.0,100,-657.5,500.0,-607.231,200.000000102,0.005,1.0,-615.912840826,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,10552.5118929,82.3428,-615.912840826,-615.912840826,10552.5118929,2,0.005
500.0,100,-651.291,500.0,-610.247,299.999969474,0.00333333,1.0,-616.279720197,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,5103.65896963,78.8836,-616.279720197,-616.279720197,5103.65896963,2,0.00333333
500.0,100,-647.487,500.0,-611.942,400.0,0.0025,1.0,-617.025770865,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,6444.03254321,79.1864,-617.025770865,-617.025770865,6444.03254321,2,0.0025
500.0,100,-635.236,369.709467675,-598.264,376.035122114,0.00713781,0.0246371,-598.028921505,0.7,3.54778,1.35241,0.326427,1.3213e-06,0.002,500,0.994082,2443.35832599,78.7168,-598.028921505,-598.028921505,2443.35832599,1,4.95676e-05
500.0,100,-662.148,500.0,-603.203,100.0,0.01,1.0,-603.203066583,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,3797.65598834,61.3162,-603.203066583,-603.203066583,3797.65598834,2,0.01
500.0,100,-645.289,500.0,-603.609,200.000000102,0.005,1.0,-604.013932663,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,3727.20232637,61.0325,-604.013932663,-604.013932663,3727.20232637,2,0.005
500.0,100,-646.702,500.0,-603.664,299.999969474,0.00333333,1.0,-603.775405432,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,6780.34197913,68.7083,-603.775405432,-603.775405432,6780.34197913,2,0.00333333
500.0,100,-642.187,500.0,-604.299,400.0,0.0025,1.0,-606.202800946,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,6268.75096718,71.3677,-606.202800946,-606.202800946,6268.75096718,2,0.0025
500.0,100,-632.509,374.361204352,-593.345,362.790751199,0.00984452,0.025324,-599.318942287,0.7,4.95684,1.33561,0.384306,1.51585e-06,0.002,500,1.00702,4585.01533837,78.2309,-599.318942287,-599.318942287,4585.01533837,1,5.02946e-05
500.0,100,-643.857,500.0,-588.967,100.0,0.01,1.0,-588.966609696,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,3971.44053606,62.7035,-588.966609696,-588.966609696,3971.44053606,2,0.01
500.0,100,-630.891,500.0,-592.078,200.000000102,0.005,1.0,-595.189675675,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,3814.59816712,62.1592,-595.189675675,-595.189675675,3814.59816712,2,0.005
500.0,100,-620.126,500.0,-588.435,299.999969474,0.00333333,1.0,-581.147865554,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,3464.69282294,61.2025,-581.147865554,-581.147865554,3464.69282294,2,0.00333333
500.0,100,-614.53,500.0,-587.085,400.0,0.0025,1.0,-583.033920989,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,3350.78645271,60.3664,-583.033920989,-583.033920989,3350.78645271,2,0.0025
500.0,100,-608.515,295.154960957,-573.945,273.119591219,0.0133594,0.0245118,-589.856459587,0.7,6.61638,1.69403,0.816659,3.32946e-06,0.002,500,0.990521,4663.61270441,95.897,-589.856459587,-589.856459587,4663.61270441,1,4.94927e-05
500.0,100,-636.295,500.0,-586.981,100.0,0.01,1.0,-586.981463208,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,3752.41462888,60.9499,-586.981463208,-586.981463208,3752.41462888,2,0.01
500.0,100,-616.712,500.0,-581.842,200.000000102,0.005,1.0,-576.703085637,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,2708.90619023,56.787,-576.703085637,-576.703085637,2708.90619023,2,0.005
500.0,100,-610.563,500.0,-582.091,299.999969474,0.00333333,1.0,-582.589957303,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,2546.24903807,54.683,-582.589957303,-582.589957303,2546.24903807,2,0.00333333
500.0,100,-614.542,500.0,-583.142,400.0,0.0025,1.0,-586.295008608,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,3589.92125283,55.9865,-586.295008608,-586.295008608,3589.92125283,2,0.0025
500.0,100,-602.824,368.934906532,-570.129,373.127114263,0.00586533,0.0413641,-564.538075702,0.7,3.0094,1.35525,0.358771,1.36283e-06,0.002,500,1.02617,3378.48604625,65.1457,-564.538075702,-564.538075702,3378.48604625,1,8.06187e-05
500.0,100,-619.547,500.0,-573.126,100.0,0.01,1.0,-573.126393742,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,2641.45312139,51.1374,-573.126393742,-573.126393742,2641.45312139,2,0.01
500.0,100,-606.487,500.0,-572.802,200.000000102,0.005,1.0,-572.478423362,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,3531.59164711,55.2789,-572.478423362,-572.478423362,3531.59164711,2,0.005
500.0,100,-599.488,500.0,-571.984,299.999969474,0.00333333,1.0,-570.347216037,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,2911.98956041,54.7674,-570.347216037,-570.347216037,2911.98956041,2,0.00333333
500.0,100,-603.9,500.0,-574.46,400.0,0.0025,1.0,-581.888324517,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,4210.47810425,57.5334,-581.888324517,-581.888324517,4210.47810425,2,0.0025
500.0,100,-594.453,365.238152586,-563.644,362.315130065,0.00688145,0.0121294,-564.08455042,0.7,3.48013,1.36897,0.389547,1.52311e-06,0.002,500,1.01145,1761.63265306,60.0323,-564.08455042,-564.08455042,1761.63265306,1,2.39843e-05
500.0,100,-616.534,500.0,-569.926,100.0,0.01,1.0,-569.925896509,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,2667.27159407,51.3868,-569.925896509,-569.925896509,2667.27159407,2,0.01
500.0,100,-601.957,500.0,-569.0,200.000000102,0.005,1.0,-568.075031187,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,2508.63662676,50.6254,-568.075031187,-568.075031187,2508.63662676,2,0.005
500.0,100,-597.249,500.0,-570.164,299.999969474,0.00333333,1.0,-572.49008841,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,3349.45423094,53.0721,-572.49008841,-572.49008841,3349.45423094,2,0.00333333
500.0,100,-594.478,500.0,-571.022,400.0,0.0025,1.0,-573.596864193,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,2543.83724259,52.386,-573.596864193,-573.596864193,2543.83724259,2,0.0025
500.0,100,-589.916,345.68776701,-564.259,355.113728474,0.0067193,2.53426e-05,-572.326591316,0.7,3.5083,1.44639,0.445792,1.63527e-06,0.002,500,1.04424,2766.72528439,61.0323,-572.326591316,-572.326591316,2766.72528439,1,4.85378e-08
500.0,100,-615.793,500.0,-568.347,100.0,0.01,1.0,-568.34657521,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,3366.37433292,57.7296,-568.34657521,-568.34657521,3366.37433292,2,0.01
500.0,100,-599.102,500.0,-565.552,200.000000102,0.005,1.0,-562.758472784,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,2926.36072684,55.8812,-562.758472784,-562.758472784,2926.36072684,2,0.005
500.0,100,-595.526,500.0,-568.133,299.999969474,0.00333333,1.0,-573.293962182,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,3157.95950115,56.0112,-573.293962182,-573.293962182,3157.95950115,2,0.00333333
500.0,100,-591.321,500.0,-567.597,400.0,0.0025,1.0,-565.991032363,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,3308.66347139,56.3267,-565.991032363,-565.991032363,3308.66347139,2,0.0025
500.0,100,-582.982,340.904927255,-557.285,344.01966853,0.0067342,0.0381633,-566.821843179,0.7,3.54873,1.46668,0.50465,1.81726e-06,0.002,500,1.05394,2428.98450104,64.9466,-566.821843179,-566.821843179,2428.98450104,1,7.24202e-05
500.0,100,-606.485,500.0,-560.138,100.0,0.01,1.0,-560.137742635,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,2651.27301721,51.2324,-560.137742635,-560.137742635,2651.27301721,2,0.01
500.0,100,-600.014,500.0,-562.876,200.000000102,0.005,1.0,-565.6148539,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,4163.31543042,58.144,-565.6148539,-565.6148539,4163.31543042,2,0.005
500.0,100,-590.948,500.0,-560.625,299.999969474,0.00333333,1.0,-556.12337304,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,2985.50936826,57.0015,-556.12337304,-556.12337304,2985.50936826,2,0.00333333
500.0,100,-588.807,500.0,-562.547,400.0,0.0025,1.0,-568.311391575,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,2331.82768391,55.0007,-568.311391575,-568.311391575,2331.82768391,2,0.0025
500.0,100,-581.399,363.888339664,-553.866,359.96169605,0.00744224,0.00861888,-555.286209355,0.7,3.77925,1.37405,0.402091,1.55927e-06,0.002,500,1.01562,2977.90378291,61.6592,-555.286209355,-555.286209355,2977.90378291,1,1.69726e-05
500.0,100,-637.695,500.0,-554.325,100.0,0.01,1.0,-554.32510755,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,7554.01826655,86.4782,-554.32510755,-554.32510755,7554.01826655,2,0.01
500.0,100,-614.295,500.0,-555.344,200.000000102,0.005,1.0,-556.362907143,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,3355.77503686,73.4941,-556.362907143,-556.362907143,3355.77503686,2,0.005
500.0,100,-602.571,500.0,-554.437,299.999969474,0.00333333,1.0,-552.623292319,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,2403.77328824,66.3009,-552.623292319,-552.623292319,2403.77328824,2,0.00333333
500.0,100,-597.671,500.0,-555.986,400.0,0.0025,1.0,-560.633395952,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,2278.05557733,62.1923,-560.633395952,-560.633395952,2278.05557733,2,0.0025
500.0,100,-591.149,421.332082354,-550.533,418.673826499,0.00556628,0.0958098,-562.453796189,0.7,2.85078,1.18671,0.204212,7.78544e-07,0.002,500,1.0243,2339.37801991,56.5876,-562.453796189,-562.453796189,2339.37801991,1,0.000187073
500.0,100,-596.774,500.0,-552.419,100.0,0.01,1.0,-552.41883819,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,2136.36493582,45.9891,-552.41883819,-552.41883819,2136.36493582,2,0.01
500.0,100,-616.425,500.0,-557.628,200.000000102,0.005,1.0,-562.837851137,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,7497.81631294,69.2536,-562.837851137,-562.837851137,7497.81631294,2,0.005
500.0,100,-604.672,500.0,-556.664,299.999969474,0.00333333,1.0,-554.735859547,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,3298.54643833,65.4809,-554.735859547,-554.735859547,3298.54643833,2,0.00333333
500.0,100,-596.583,500.0,-555.008,400.0,0.0025,1.0,-550.038614526,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,2753.12325061,62.4935,-550.038614526,-550.038614526,2753.12325061,2,0.0025
500.0,100,-589.164,451.184688112,-550.017,443.814156382,0.00693076,0.0612093,-552.566427501,0.7,3.43125,1.10819,0.124365,5.07405e-07,0.002,500,0.990151,2950.42874261,53.6667,-552.566427501,-552.566427501,2950.42874261,1,0.000123636
500.0,100,-597.219,500.0,-551.13,100.0,0.01,1.0,-551.13009184,0.7,1.0,1.0,,3.50449e-18,0.01,500,1.0,2895.64844875,53.5415,-551.13009184,-551.13009184,2895.64844875,2,0.01
500.0,100,-581.173,500.0,-548.583,200.000000102,0.005,1.0,-546.035431878,0.7,1.0,1.0,,2.1793e-19,0.005,500,1.0,2871.06102536,53.4884,-546.035431878,-546.035431878,2871.06102536,2,0.005
500.0,100,-578.242,500.0,-549.966,299.999969474,0.00333333,1.0,-552.732854116,0.7,1.0,1.0,,5.43914e-20,0.00333333,500,1.0,2897.68149864,53.5481,-552.732854116,-552.732854116,2897.68149864,2,0.00333333
500.0,100,-575.046,500.0,-550.558,400.0,0.0025,1.0,-552.335647871,0.7,1.0,1.0,,5.4346e-20,0.0025,500,1.0,3024.99215403,53.8543,-552.335647871,-552.335647871,3024.99215403,2,0.0025
