MinVanillaIw,AvgVanillaIw,MaxVanillaIw,AvgEpLen,BatchSize,AvgNormIw,VarNormIw,ESSRenyi,MaxNormIw,VarVanillaIw,Bound,AvgRet,VarJ,AvgDiscRet,MinNormIw,VanillaAvgRet,eRenyi2,ESSClassic,VarDiscRet,J,VarRet
0.0011121383,11.334128,1063.5747,500.0,100,0.01,0.0087954635,14.296469702815866,0.93838245,11298.869,51.34651,-2.762987655248494,37.50123,-2.762987655248494,9.812296e-07,-2.762987655248494,6.994734,1.1353946692466048,221.71524104211994,67.178116,221.71524104211994
0.007996086,17.877857,1731.1696,500.0,100,0.009999998,0.009370604,23.694565852560658,0.9683317,29950.115,50.10573,-1.5064543721987587,19.896097,-1.5064543721987587,4.4726203e-06,-1.5064543721987587,4.220377,1.066450835270239,201.46640470279354,61.004833,201.46640470279354
0.001794527,9.353475,890.3524,500.0,100,0.01,0.009052167,17.49856275203989,0.9518948,7919.5127,59.142933,2.5294355470446064,32.60175,2.5294355470446064,1.9185672e-06,2.5294355470446064,5.714755,1.1035525383709872,258.84377501054047,74.8921,258.84377501054047
0.0005944831,11.815502,1124.5984,500.0,100,0.010000002,0.009050217,17.38217982430766,0.9517991,12634.651,30.767447,-0.5560858571911815,18.2921,-0.5560858571911815,5.0313827e-07,-0.5560858571911815,5.7530184,1.1037875054141741,169.90412551792758,39.711723,169.90412551792758
0.00013563393,9.929902,931.6489,500.0,100,0.01,0.008792109,16.296839916639584,0.93822575,8669.276,53.65252,6.129164925061702,33.536766,6.129164925061702,1.3659141e-07,6.129164925061702,6.136159,1.1358231825460867,338.47527678428384,68.70984,338.47527678428384
1.3637706e-22,28765.518,2876551.5,500.0,100,0.01,0.01,99.99986886995345,0.99999994,82745475000.0,45.81684,2.5960653604993316,4.7800327e-06,2.5960653604993316,4.740991e-29,2.5960653604993316,1.0000013,1.000000173819249,295.3280976671437,51.12739,295.3280976671437
0.0017261757,11.881512,1117.6083,500.0,100,0.010000002,0.008837464,19.336866397009004,0.94062805,12475.876,64.08722,11.29786512631662,32.68237,11.29786512631662,1.452825e-06,11.29786512631662,5.1714687,1.1300598354739704,495.95048683037703,80.06848,495.95048683037703
0.0089444,11.029086,1043.7749,500.0,100,0.0100000035,0.008946709,24.76589248059496,0.9463839,10882.844,74.14251,26.07006677642143,28.900381,26.07006677642143,8.109829e-06,26.07006677642143,4.0378113,1.1164151107481584,796.8128837731772,89.8489,796.8128837731772
0.0044306815,7.791282,728.4979,500.0,100,0.01,0.008731025,23.34427403234033,0.9350167,5300.088,70.163086,28.071390714752592,28.617155,28.071390714752592,5.6867166e-06,28.071390714752592,4.2837057,1.1436785562299254,660.7852850193849,85.60006,660.7852850193849
2.0241602e-14,4596.71,459669.2,500.0,100,0.010000002,0.009999923,99.99998807907247,0.99999607,2112958200.0,82.78002,35.209894923579995,0.0027491122,35.209894923579995,4.403498e-20,35.209894923579995,1.0000001,1.0000078861216835,901.1513880789133,90.38722,901.1513880789133
