VarDiscRet,Bound,VarVanillaIw,AvgEpLen,ESSClassic,MinNormIw,MaxVanillaIw,VanillaAvgRet,eRenyi2,VarRet,AvgRet,ESSRenyi,VarNormIw,AvgVanillaIw,J,AvgDiscRet,BatchSize,AvgNormIw,MaxNormIw,VarJ,MinVanillaIw
5523.767704460462,5593323.5,12561507000.0,8.06,1.0,,1120781.5,70.55286922743636,682342.25,5523.767704460462,3.197442310920451e-15,0.0001465540203614828,0.010000002,11207.815,499.0931,3.197442310920451e-15,100,0.01,1.0,,
516152.748587248,7754114.5,1277514600.0,102.03,1.0,,357423.4,1009.9618480146056,191830.9,516152.748587248,1.8189894035458565e-14,0.0005212924338150021,0.010000002,3574.2341,2170.0012,1.8189894035458565e-14,100,0.01,1.0,0.0002413349,
459609.27996359946,6303225.5,737539140.0,147.85,1.0,,271576.75,1468.1148973355348,273912.0,459609.27996359946,2.1373125491663812e-13,0.00036508075586319695,0.010000002,2715.7676,2321.87,2.1373125491663812e-13,100,0.01,1.0,,
360074.3481549207,973781.56,32933418.0,145.98,1.0,,57387.65,1449.3678025166207,inf,360074.3481549207,2.1600499167107045e-13,,0.010000002,573.87646,1700.604,2.1600499167107045e-13,100,0.01,1.0,0.00019419195,
422982.6816550566,426144.56,5761082.0,145.24,1.0,,24002.258,1442.060124354523,nan,422982.6816550566,4.547473508864641e-15,nan,0.010000003,240.02258,1787.9108,4.547473508864641e-15,100,0.01,1.0,,
459366.4011812776,604032.5,3412738.2,151.56,2.596054184276884,,13746.922,1505.276140186972,nan,459366.4011812776,2.3419488570652903e-13,nan,0.0037898987,300.08044,2018.9854,2.3419488570652903e-13,100,0.01,0.45810792,8325.758,
502463.45062072633,526133.94,7681823.0,156.23,1.8801614011930377,,23906.742,1551.9340535175538,nan,502463.45062072633,8.412825991399586e-14,nan,0.0052714054,381.74106,1382.0397,8.412825991399586e-14,100,0.01,0.62625545,2515.5845,
478694.74465858465,211199.12,3175041.5,157.16,1.0047308126886387,,17819.025,1561.1960670108647,nan,478694.74465858465,-2.7398527890909465e-13,nan,0.009952442,178.6117,1196.4512,-2.7398527890909465e-13,100,0.01,0.99764043,32.166656,
402095.7142370168,12266218.0,8062677500.0,160.41,1.0,,897924.2,1593.72269273735,nan,402095.7142370168,6.139089236967266e-14,nan,0.010000002,8979.242,1366.2595,6.139089236967266e-14,100,0.01,1.0,,
527055.6055930081,53263256.0,260239020000.0,153.94,1.225609251703389,,5074160.0,1529.090512698621,nan,527055.6055930081,-1.20508047984913e-13,nan,0.008140613,56540.24,942.08813,-1.20508047984913e-13,100,0.01,0.8974422,1888.4119,
342476.7059713736,7799044.0,2473302800.0,144.16,2.0000976219781386,2.1391378e-07,353450.38,1431.1626251426019,nan,342476.7059713736,3.6834535421803596e-13,nan,0.0049492493,7069.18,1103.4402,3.6834535421803596e-13,100,0.010000003,0.4999878,8522.838,0.1512195
469126.855570054,7.310269e+16,3.2257934e+30,158.13,25.478065579938825,0.0015126102,1.0639916e+16,1570.8897667831075,nan,469126.855570054,7.503331289626658e-14,nan,0.00029544896,1044905500000000.0,69.96107,7.503331289626658e-14,100,0.009999998,0.101826586,1915.9482,158053470000000.0
6115.160821107088,-24.07494,0.60107625,7.26,64.39781476230931,0.0007914604,3.9119596,62.56214529695947,nan,6115.160821107088,-1.4210854715202005e-15,nan,5.5843222e-05,1.0374796,21.003265,-1.4210854715202005e-15,100,0.009999999,0.037706375,101.41675,0.0821124
4249.150327809895,-8.251179,1.7424285,8.5,44.50867374730929,1.616529e-06,6.020187,74.94948120645327,nan,4249.150327809895,9.023892744153272e-15,nan,0.00012593468,1.1762642,20.33074,9.023892744153272e-15,100,0.010000002,0.051180568,90.09574,0.00019014651
3459.7727558038873,1244.9037,3036.7253,9.65,1.1567109682444425,0.00016543095,551.4754,86.4373469241662,nan,3459.7727558038873,1.9539925233402755e-14,nan,0.008631518,5.9314265,244.64262,1.9539925233402755e-14,100,0.0100000035,0.92975175,176.57962,0.09812415
3362.732170408511,-2.7158184,1.6852076,7.87,42.93683384525358,6.211918e-05,8.376371,68.6486955583361,nan,3362.732170408511,-1.3073986337985844e-14,nan,0.00013424268,1.1204214,20.64821,-1.3073986337985844e-14,100,0.01,0.07476091,116.378876,0.0069599655
2711.6924594265356,-6.450756,0.8588619,8.6,52.87911805788522,2.1312749e-06,5.334048,75.9433429565242,nan,2711.6924594265356,9.094947017729283e-15,nan,9.001069e-05,0.97682023,11.6415,9.094947017729283e-15,100,0.009999999,0.05460624,66.3299,0.00020818724
2579.9436880627595,-7.785451,0.6059346,9.69,57.68936929251485,0.00027015098,5.173113,86.83683310497565,nan,2579.9436880627595,-2.2737367544323206e-15,nan,7.408298e-05,0.9043857,11.37324,-2.2737367544323206e-15,100,0.01,0.057200298,84.09654,0.024432067
2802.0068294878342,-12.071094,0.073548175,9.92,93.0583065535406,0.0019335301,1.3192235,89.13644977211214,nan,2802.0068294878342,-2.3874235921539365e-14,nan,7.5348394e-06,0.9879818,1.0970558,-2.3874235921539365e-14,100,0.01,0.013352711,53.7809,0.19102925
2647.099578985555,-12.485126,0.1842005,8.6,83.33003800726686,0.0002854372,1.5418874,75.94347781673318,nan,2647.099578985555,-1.1510792319313624e-14,nan,2.0206831e-05,0.9547646,3.7233088,-1.1510792319313624e-14,100,0.009999999,0.016149398,58.2308,0.027252536
3384.232979572749,-21.987831,0.5926273,9.73,65.55339179334494,3.7911977e-05,6.020623,87.23824721980633,nan,3384.232979572749,-1.5916157281026246e-14,nan,5.3078205e-05,1.0566537,7.9813766,-1.5916157281026246e-14,100,0.01,0.056978203,75.91651,0.0040059835
2736.284166899471,-16.758247,0.19273548,9.09,83.93138684356992,0.001237581,3.7891362,80.84024184090728,nan,2736.284166899471,5.4001247917767615e-15,nan,1.9338302e-05,0.9983243,3.3733609,5.4001247917767615e-15,100,0.010000002,0.037954964,60.91639,0.12355071
