AvgDiscRet,IterType,BatchSize,Delta,eRenyi2,VarVanillaIw,AvgEpLen,VarJ,VanillaAvgRet,Bound,EpsThisIter,J,MinVanillaIw,ESSRenyi,AvgNormIw,VarDiscRet,MinNormIw,AvgRet,ESSClassic,VarNormIw,VarRet,MaxNormIw,AvgVanillaIw,MaxVanillaIw
134.922131285,1,100,0.1,1.51857,1.04381,14.76,147.802,134.922131285,29.5187,100,193.609,0.0676434,65.8515627465,0.01,7181.61261805,0.000614541,134.922131285,53.9687781145,8.61539e-05,7181.61261805,0.0444695,1.10071,4.89482
200.606540644,1,100,0.1,1.40358,0.603333,21.8,129.003,200.606540644,76.8155,100,251.433,0.0517431,71.2465864547,0.01,11466.4245686,0.000464767,200.606540644,67.4808316587,4.8677e-05,11466.4245686,0.0364891,1.11331,4.06237
208.043064809,1,100,0.1,1.40374,0.445107,22.6,147.229,208.043064809,70.5104,100,261.986,0.0601521,71.238073498,0.01,11870.9005327,0.000647105,208.043064809,66.226368175,5.15124e-05,11870.9005327,0.03008,0.929557,2.79611
263.746877794,1,100,0.1,1.32676,0.721871,28.56,262.328,263.746877794,74.9406,100,312.809,0.104253,75.3716668896,0.01,12478.8943638,0.000935579,263.746877794,63.4700713027,5.8136e-05,12478.8943638,0.0676938,1.11431,7.54321
278.001202687,1,100,0.1,1.1682,0.244586,30.07,145.011,278.001202687,76.8673,100,314.006,0.0515806,85.6017618725,0.01,14122.6290209,0.000549199,278.001202687,78.4617414784,2.77279e-05,14122.6290209,0.0221657,0.939198,2.08179
312.457702865,1,100,0.1,2.6342,18.1666,33.78,1473.27,312.457702865,84.2438,100,553.827,0.00311025,37.9621607864,0.01,14692.9864224,2.59325e-05,312.457702865,7.40592599944,0.0012629,14692.9864224,0.35385,1.19937,42.4396
286.14905533,1,100,0.1,1.07807,0.0967752,30.95,104.511,286.14905533,80.0764,100,303.109,0.248067,92.7585770309,0.01,9038.88633591,0.00252127,286.14905533,90.9943723914,9.99688e-06,9038.88633591,0.0171239,0.983897,1.68481
305.371658565,1,100,0.1,1.10233,0.148057,32.99,168.47,305.371658565,38.3804,100,329.156,0.325233,90.7170659979,0.01,16620.2438608,0.00313577,305.371658565,88.0081074312,1.37635e-05,16620.2438608,0.0232471,1.03717,2.41112
333.237592102,1,100,0.1,2.1739,163.527,36.0,734.433,333.237592102,181.099,100,563.797,0.0077012,46.0002026758,0.01,22628.0323177,3.52117e-05,333.237592102,2.86993521833,0.00341859,22628.0323177,0.587855,2.18711,128.57
334.095571135,1,100,0.1,1.15054,0.220038,36.1,158.822,334.095571135,105.566,100,366.372,0.198215,86.9160067621,0.01,14883.0803071,0.001981,334.095571135,82.1297934487,2.19783e-05,14883.0803071,0.0255571,1.00058,2.5572
376.052049023,1,100,0.1,4.06612,136.363,40.65,2581.94,376.052049023,150.301,100,1134.98,0.0121355,24.5934459757,0.01,50270.0803859,6.82887e-05,376.052049023,2.28583440754,0.00431795,50270.0803859,0.659673,1.77709,117.23
400.688225613,1,100,0.1,1.123,0.166554,43.33,310.607,400.688225613,36.6973,100,437.608,0.29047,89.0474198342,0.01,42386.7069898,0.00283106,400.688225613,86.4577716173,1.58216e-05,42386.7069898,0.028262,1.02601,2.89971
361.471518987,1,100,0.1,1.08536,0.118388,39.13,254.196,361.471518987,-69.0473,100,395.943,0.0726735,92.1354151851,0.01,34757.8252299,0.000767448,361.471518987,88.4404818702,1.32025e-05,34757.8252299,0.0211909,0.946949,2.00667
398.610584331,1,100,0.1,2.07115,7.86172,43.09,1782.64,398.610584331,37.8991,100,651.577,0.0390696,48.2823870583,0.01,41247.4129279,0.000338675,398.610584331,14.6018458575,0.000590752,41247.4129279,0.242104,1.1536,27.9292
451.569101508,1,100,0.1,2.27089,46.1547,48.78,1552.27,451.569101508,167.939,100,761.575,0.0459703,44.0356631522,0.01,47687.6007469,0.000289366,451.569101508,5.23431820139,0.00182876,47687.6007469,0.430107,1.58866,68.3292
472.455914718,1,100,0.1,3.27074,23.3235,51.04,1750.32,472.455914718,186.51,100,927.743,0.000148933,30.574142827,0.01,70865.0222484,1.20504e-06,472.455914718,6.20486014323,0.00152691,70865.0222484,0.388535,1.23592,48.0198
644.952332376,1,100,0.1,4.23259,80.6013,70.01,6364.43,644.952332376,203.834,100,2667.77,0.00030899,23.626218628,0.01,320025.21096,1.61062e-06,644.952332376,4.40902014562,0.00218998,320025.21096,0.446327,1.91845,85.6257
754.03904012,1,100,0.1,3.98884,70.7118,81.73,7286.1,754.03904012,120.746,100,2462.0,0.0103948,25.0699160278,0.01,285159.535573,6.15856e-05,754.03904012,3.91039031649,0.00248211,285159.535573,0.498112,1.68786,84.0741
1018.30920143,1,100,0.1,3.47287,27.3289,110.56,6929.35,1018.30920143,195.535,100,2805.27,0.00332469,28.7946231964,0.01,664492.23193,2.33599e-05,1018.30920143,6.96546363525,0.00134915,664492.23193,0.358008,1.42325,50.9535
1556.15224641,1,100,0.1,3.60548,7.23351,169.05,3512.03,1556.15224641,776.531,100,3433.4,5.5532e-13,27.7355566018,0.01,1078966.86616,5.77263e-15,1556.15224641,11.4438865319,0.000781645,1078966.86616,0.211483,0.961988,20.3444
2119.10782336,1,100,0.1,2.07258,1.25418,230.39,2032.41,2119.10782336,1325.31,100,3342.69,0.00156453,48.2491509559,0.01,1721659.47496,1.83798e-05,2119.10782336,36.851498866,0.00017309,1721659.47496,0.0723674,0.851224,6.16009
3088.59587173,1,100,0.1,1.52766,0.974097,335.76,1332.52,3088.59587173,2005.27,100,3738.79,0.0984043,65.4594227035,0.01,1879265.42864,0.000904853,3088.59587173,55.0845734294,8.23626e-05,1879265.42864,0.0616987,1.08752,6.70983
3331.94845941,1,100,0.1,1.42434,0.707645,362.54,1049.31,3331.94845941,2212.07,100,3887.51,0.0663716,70.2080377522,0.01,1668701.99694,0.000614873,3331.94845941,62.4510570937,6.07326e-05,1668701.99694,0.0444276,1.07944,4.79567
3851.57454121,1,100,0.1,1.23879,0.261596,416.83,729.043,3851.57454121,2653.08,100,4214.9,0.0711384,80.7238444783,0.01,1167211.91675,0.000722365,3851.57454121,78.924305083,2.69734e-05,1167211.91675,0.0225379,0.984798,2.21952
4285.94947519,1,100,0.1,1.07485,0.0757781,463.55,542.34,4285.94947519,2944.94,100,4400.35,0.379755,93.0364471703,0.01,605492.490148,0.00367295,4285.94947519,93.4423666869,7.0887e-06,605492.490148,0.0158519,1.03392,1.63897
4121.71889143,1,100,0.1,1.13988,0.175271,445.6,525.387,4121.71889143,2865.02,100,4363.84,0.0940637,87.7288033636,0.01,784853.052389,0.00093519,4121.71889143,85.3596083683,1.73247e-05,784853.052389,0.0209783,1.00582,2.11005
4325.55898842,1,100,0.1,1.06379,0.0720561,467.33,517.328,4325.55898842,2978.52,100,4426.26,0.413334,94.0032766531,0.01,583986.458098,0.00404961,4325.55898842,93.5913378303,6.91664e-06,583986.458098,0.0177902,1.02068,1.8158
4476.93312116,1,100,0.1,1.03309,0.0451155,482.7,379.097,4476.93312116,3100.1,100,4527.09,0.418895,96.7968540764,0.01,264356.640054,0.00424323,4476.93312116,95.6178811211,4.62923e-06,264356.640054,0.0138529,0.987208,1.36757
4397.11586716,1,100,0.1,1.0599,0.0640392,474.27,413.693,4397.11586716,3047.63,100,4492.98,0.275736,94.3483283966,0.01,420920.041956,0.00272328,4397.11586716,94.1760001617,6.24664e-06,420920.041956,0.0154737,1.01251,1.56673
4430.78663672,1,100,0.1,1.05278,0.0700135,478.24,362.449,4430.78663672,3077.46,100,4517.66,0.308255,94.9862920755,0.01,370952.916937,0.00320722,4430.78663672,93.0203320244,7.57916e-06,370952.916937,0.015251,0.961126,1.46581
4556.26064341,1,100,0.1,1.01942,0.022886,491.08,227.964,4556.26064341,3171.66,100,4588.94,0.442984,98.0953137156,0.01,132737.322191,0.00442512,4556.26064341,97.7890960078,2.28373e-06,132737.322191,0.01283,1.00107,1.28437
4519.01291982,1,100,0.1,1.03268,0.04503,486.77,269.537,4519.01291982,3146.83,100,4573.34,0.343875,96.8350799247,0.01,193943.637785,0.0034864,4519.01291982,95.6184136742,4.62867e-06,193943.637785,0.0134842,0.986332,1.32999
4533.38899476,1,100,0.1,1.01901,0.0270693,488.14,280.834,4533.38899476,3145.45,100,4562.69,0.301658,98.1344344308,0.01,145687.789166,0.0030556,4533.38899476,97.3239358489,2.77742e-06,145687.789166,0.0131672,0.98723,1.29991
4582.28444618,1,100,0.1,1.0118,0.0164164,493.94,190.832,4582.28444618,3189.16,100,4600.88,0.428856,98.8333840346,0.01,77299.9875493,0.00435981,4582.28444618,98.3480980841,1.69664e-06,77299.9875493,0.0123407,0.983659,1.21391
4558.65087041,1,100,0.1,1.02201,0.030927,490.89,271.115,4558.65087041,3179.26,100,4598.55,0.341987,97.8461982777,0.01,222990.518022,0.00353206,4558.65087041,96.8373663095,3.29895e-06,222990.518022,0.0136149,0.968235,1.31825
4627.38607068,1,100,0.1,1.00509,0.006003,497.59,138.384,4627.38607068,3228.35,100,4635.8,0.617042,99.4940026829,0.01,48217.3941582,0.00620544,4627.38607068,99.4025061503,6.07132e-07,48217.3941582,0.0113564,0.994357,1.12923
