MinVanillaIw,AvgDiscRet,BatchSize,ESSRenyi,VanillaAvgRet,MaxVanillaIw,VarDiscRet,VarVanillaIw,VarNormIw,AvgNormIw,MaxNormIw,MinNormIw,J,EpsThisIter,AvgVanillaIw,VarJ,Bound,AvgEpLen,IterType,eRenyi2,ESSClassic,AvgRet,VarRet,Delta
0.0198069,-123.114042168,100,78.062144428,-123.114042168,2.67272,3934.73393854,0.339071,2.88946e-05,0.01,0.0246727,0.000182843,-111.835,100,1.08327,15.2325,-139.984,38.82,1,1.28103,77.7570682423,-123.114042168,3934.73393854,0.8
0.067575,-110.405767291,100,83.9717059486,-110.405767291,2.16101,74.7995765126,0.22796,2.24128e-05,0.01,0.0214277,0.000670047,-108.383,100,1.00851,4.00068,-117.403,23.92,1,1.19088,81.8406660954,-110.405767291,74.7995765126,0.8
0.462747,-120.770820086,200,133.295091368,-110.405767291,14.7984,3882.99282779,3.45569,0.000139578,0.01,0.0940492,0.00294094,-116.694,100,1.57347,52.0146,-146.987,23.92,,1.50043,41.9846586119,-110.405767291,74.7995765126,0.8
0.141246,-111.353077365,200,174.160036656,-111.353077365,2.11708,614.713554667,0.16843,4.30287e-06,0.005,0.0107006,0.000713915,-109.009,100,0.989237,8.97237,-122.261,29.3,1,1.14837,170.757198259,-111.353077365,614.713554667,0.8
1.0,-112.512444757,200,200.0,-112.512444757,1.0,1601.76242813,,3.50449e-18,0.01,0.01,0.01,-112.512,100,1.0,39.8214,-137.334,33.63,2,1.0,100.0,-112.512444757,1601.76242813,0.8
0.117777,-110.875599673,200,181.168501815,-110.875599673,1.66721,413.851674033,0.109241,2.8831e-06,0.005,0.00856501,0.00060506,-108.95,100,0.973269,10.4658,-127.391,26.87,1,1.10394,179.412836515,-110.875599673,413.851674033,0.8
1.0,-111.339882067,200,200.0,-111.339882067,1.0,750.843285933,,3.50449e-18,0.01,0.01,0.01,-111.34,100,1.0,27.2642,-130.331,21.64,2,1.0,100.0,-111.339882067,750.843285933,0.8
0.184231,-108.593336372,200,184.518993103,-108.593336372,1.54802,63.5348917686,0.0920048,2.47076e-06,0.005,0.00802208,0.000954714,-108.238,100,0.96485,5.32649,-122.219,18.13,1,1.0839,182.093603122,-108.593336372,63.5348917686,0.8
1.0,-107.795971631,200,200.0,-107.795971631,1.0,10.216953228,,3.50449e-18,0.01,0.01,0.01,-107.796,100,1.0,3.18037,-113.817,16.73,2,1.0,100.0,-107.795971631,10.216953228,0.8
0.365241,-107.717400117,200,184.555062141,-107.717400117,2.00702,16.5974681002,0.0684041,1.72972e-06,0.005,0.0100925,0.00183665,-107.437,100,0.994313,4.27968,-111.88,17.7,1,1.08369,187.11828643,-107.717400117,16.5974681002,0.8
1.0,-111.097119871,200,200.0,-111.097119871,1.0,1510.57858821,,3.50449e-18,0.01,0.01,0.01,-111.097,100,1.0,38.6713,-135.797,23.06,2,1.0,100.0,-111.097119871,1510.57858821,0.8
0.22954,-107.222672497,200,190.444155868,-107.222672497,1.41641,9.38126041781,0.0589001,1.48044e-06,0.005,0.00710111,0.00115079,-108.085,100,0.997316,12.2643,-125.983,15.54,1,1.05018,188.871449014,-107.222672497,9.38126041781,0.8
1.0,-107.709845832,200,200.0,-107.709845832,1.0,9.1199160956,,3.50449e-18,0.01,0.01,0.01,-107.71,100,1.0,3.00478,-113.889,16.88,2,1.0,100.0,-107.709845832,9.1199160956,0.8
0.517094,-107.781598667,200,194.584119927,-107.781598667,1.31332,11.1381358726,0.021396,5.28646e-07,0.005,0.00652811,0.00257031,-107.623,100,1.0059,2.96939,-112.053,15.62,1,1.02783,195.878742963,-107.781598667,11.1381358726,0.8
1.0,-107.19239179,200,200.0,-107.19239179,1.0,6.01178997218,,3.50449e-18,0.01,0.01,0.01,-107.192,100,1.0,2.4396,-112.897,17.3,2,1.0,100.0,-107.19239179,6.01178997218,0.8
0.335803,-107.620720602,200,193.360369091,-107.620720602,1.7624,11.6359211903,0.0449777,1.1209e-06,0.005,0.0087981,0.00167637,-107.243,100,1.00158,2.75865,-111.836,17.2,1,1.03434,191.458677526,-107.620720602,11.6359211903,0.8
1.0,-107.113392358,200,200.0,-107.113392358,1.0,5.93729514542,,3.50449e-18,0.01,0.01,0.01,-107.113,100,1.0,2.42444,-112.864,17.86,2,1.0,100.0,-107.113392358,5.93729514542,0.8
0.397986,-106.769063938,200,192.60943564,-106.769063938,1.52232,6.97148557937,0.0430183,1.06251e-06,0.005,0.00756566,0.00197792,-106.793,100,1.00607,2.47998,-110.936,15.98,1,1.03837,191.885607125,-106.769063938,6.97148557937,0.8
1.0,-107.479874335,200,200.0,-107.479874335,1.0,6.80115988823,,3.50449e-18,0.01,0.01,0.01,-107.48,100,1.0,2.59483,-113.301,16.72,2,1.0,100.0,-107.479874335,6.80115988823,0.8
0.424339,-107.642656984,200,195.336276904,-107.642656984,1.24118,7.6499327813,0.0251871,6.40656e-07,0.005,0.00625978,0.00214011,-107.47,100,0.991395,2.63947,-111.634,16.61,1,1.02388,195.02721946,-107.642656984,7.6499327813,0.8
1.0,-107.244035126,200,200.0,-107.244035126,1.0,6.71346881405,,3.50449e-18,0.01,0.01,0.01,-107.244,100,1.0,2.57805,-112.918,16.87,2,1.0,100.0,-107.244035126,6.71346881405,0.8
0.691447,-107.177229435,200,196.683607945,-107.177229435,1.71567,8.16531803027,0.020314,5.0318e-07,0.005,0.00853881,0.0034413,-107.137,100,1.00463,2.66215,-111.36,15.93,1,1.01686,196.073338907,-107.177229435,8.16531803027,0.8
1.0,-107.416996879,200,200.0,-107.416996879,1.0,7.64983628203,,3.50449e-18,0.01,0.01,0.01,-107.417,100,1.0,2.75197,-113.111,16.62,2,1.0,100.0,-107.416996879,7.64983628203,0.8
0.34113,-106.911877391,200,192.43150716,-106.911877391,1.40259,7.92140958209,0.0485217,1.22908e-06,0.005,0.00705917,0.00171689,-106.987,100,0.993454,2.56111,-111.321,16.73,1,1.03933,190.672778855,-106.911877391,7.92140958209,0.8
1.0,-107.214040569,200,200.0,-107.214040569,1.0,8.75184727597,,3.50449e-18,0.01,0.01,0.01,-107.214,100,1.0,2.94352,-113.354,16.21,2,1.0,100.0,-107.214040569,8.75184727597,0.8
0.227652,-107.638924952,200,192.681394041,-107.638924952,1.24807,27.7096998924,0.0387942,9.52984e-07,0.005,0.00618584,0.00112832,-107.134,100,1.00881,2.65977,-112.656,16.71,1,1.03798,192.691495543,-107.638924952,27.7096998924,0.8
1.0,-107.110675653,200,200.0,-107.110675653,1.0,7.67913121833,,3.50449e-18,0.01,0.01,0.01,-107.111,100,1.0,2.75723,-112.924,16.07,2,1.0,100.0,-107.110675653,7.67913121833,0.8
0.236482,-107.188266908,200,182.333733056,-107.188266908,1.69854,9.47647783777,0.100453,2.58203e-06,0.005,0.0086114,0.00119894,-106.759,100,0.986215,3.09455,-111.064,17.98,1,1.09689,181.362378407,-107.188266908,9.47647783777,0.8
1.0,-106.839982582,200,200.0,-106.839982582,1.0,4.70885537527,,3.50449e-18,0.01,0.01,0.01,-106.84,100,1.0,2.15911,-112.521,16.91,2,1.0,100.0,-106.839982582,4.70885537527,0.8
0.510938,-107.265262185,200,197.069427287,-107.265262185,1.41156,5.70499068961,0.016008,3.99138e-07,0.005,0.00704843,0.0025513,-106.991,100,1.00133,2.19064,-111.099,16.77,1,1.01487,196.87255602,-107.265262185,5.70499068961,0.8
1.0,-106.689740032,200,200.0,-106.689740032,1.0,4.43901541089,,3.50449e-18,0.01,0.01,0.01,-106.69,100,1.0,2.09634,-112.391,15.69,2,1.0,100.0,-106.689740032,4.43901541089,0.8
0.683175,-106.945850901,200,196.888897391,-106.945850901,1.46882,6.33869851377,0.016323,4.07142e-07,0.005,0.00733571,0.00341196,-106.753,100,1.00115,2.23944,-110.83,16.72,1,1.0158,196.810829108,-106.945850901,6.33869851377,0.8
1.0,-106.94844185,200,200.0,-106.94844185,1.0,4.59675854662,,3.50449e-18,0.01,0.01,0.01,-106.948,100,1.0,2.13326,-112.668,16.87,2,1.0,100.0,-106.94844185,4.59675854662,0.8
0.455895,-106.614850539,200,195.482213352,-106.614850539,1.31962,4.38458076664,0.0229373,5.82509e-07,0.005,0.00665013,0.00229745,-106.69,100,0.992177,1.95746,-110.783,16.16,1,1.02311,195.468250035,-106.614850539,4.38458076664,0.8
1.0,-106.507276489,200,200.0,-106.507276489,1.0,5.3411335333,,3.50449e-18,0.01,0.01,0.01,-106.507,100,1.0,2.2995,-112.152,16.65,2,1.0,100.0,-106.507276489,5.3411335333,0.8
0.367684,-106.821796746,200,194.125715986,-106.821796746,1.2862,4.26986995484,0.0348115,8.79338e-07,0.005,0.00646435,0.00184795,-106.545,100,0.99484,2.09681,-110.596,16.31,1,1.03026,193.237188924,-106.821796746,4.26986995484,0.8
1.0,-106.730986826,200,200.0,-106.730986826,1.0,5.99404656289,,3.50449e-18,0.01,0.01,0.01,-106.731,100,1.0,2.436,-112.385,18.21,2,1.0,100.0,-106.730986826,5.99404656289,0.8
0.507076,-106.558223383,200,197.001140401,-106.558223383,1.40301,4.0835066381,0.0136277,3.41966e-07,0.005,0.00702815,0.00254011,-106.586,100,0.998135,2.27313,-110.641,16.06,1,1.01522,197.314596375,-106.558223383,4.0835066381,0.8
1.0,-106.063988328,200,200.0,-106.063988328,1.0,32.7543135107,,3.50449e-18,0.01,0.01,0.01,-106.064,100,1.0,5.69445,-111.769,18.03,2,1.0,100.0,-106.063988328,32.7543135107,0.8
0.0549851,-106.773616119,200,103.330612499,-106.773616119,19.7607,3.64243491127,2.37938,4.85201e-05,0.005,0.0892344,0.000248299,-103.798,100,1.10724,26.5465,-109.41,16.62,1,1.93553,68.2337086421,-106.773616119,3.64243491127,0.8
1.0,-106.96814522,200,200.0,-106.96814522,1.0,4.84399138965,,3.50449e-18,0.01,0.01,0.01,-106.968,100,1.0,2.18987,-112.661,17.77,2,1.0,100.0,-106.96814522,4.84399138965,0.8
0.545367,-106.059699389,200,191.960816104,-106.059699389,2.34555,10.3946061656,0.0510206,1.28929e-06,0.005,0.0117909,0.00274152,-106.356,100,0.994644,3.47241,-110.465,19.21,1,1.04188,190.238163669,-106.059699389,10.3946061656,0.8
1.0,-106.629522963,200,200.0,-106.629522963,1.0,5.35086852909,,3.50449e-18,0.01,0.01,0.01,-106.63,100,1.0,2.3016,-112.393,18.58,2,1.0,100.0,-106.629522963,5.35086852909,0.8
0.0528018,-106.141399565,200,141.769697724,-106.141399565,5.16298,19.2393445197,0.503794,1.32102e-05,0.005,0.026438,0.000270382,-105.293,100,0.97643,11.1815,-110.134,18.72,1,1.41074,131.081575125,-106.141399565,19.2393445197,0.8
1.0,-106.228048464,200,200.0,-106.228048464,1.0,9.64666507383,,3.50449e-18,0.01,0.01,0.01,-106.228,100,1.0,3.09034,-111.828,21.53,2,1.0,100.0,-106.228048464,9.64666507383,0.8
0.536024,-106.447763845,200,189.830137197,-106.447763845,3.3379,11.2615707109,0.0836569,2.0501e-06,0.005,0.0165238,0.00265351,-106.123,100,1.01003,3.9745,-110.464,22.91,1,1.05357,184.912263925,-106.447763845,11.2615707109,0.8
1.0,-106.166388525,200,200.0,-106.166388525,1.0,7.50068196991,,3.50449e-18,0.01,0.01,0.01,-106.166,100,1.0,2.72501,-111.764,20.57,2,1.0,100.0,-106.166388525,7.50068196991,0.8
0.683266,-106.511533092,200,184.674614937,-106.511533092,3.25414,9.69406315881,0.0950859,2.30416e-06,0.005,0.016019,0.00336347,-106.014,100,1.01572,3.67476,-110.247,20.62,1,1.08299,183.199665409,-106.511533092,9.69406315881,0.8
1.0,-106.126783707,200,200.0,-106.126783707,1.0,11.1058944157,,3.50449e-18,0.01,0.01,0.01,-106.127,100,1.0,3.31585,-111.88,23.75,2,1.0,100.0,-106.126783707,11.1058944157,0.8
0.422255,-106.336558143,200,153.444635434,-106.336558143,6.9726,12.9856486658,0.438355,1.12808e-05,0.005,0.0353713,0.00214206,-105.345,100,0.985629,8.88607,-109.989,21.17,1,1.3034,138.028555258,-106.336558143,12.9856486658,0.8
1.0,-106.364850053,200,200.0,-106.364850053,1.0,28.1353044613,,3.50449e-18,0.01,0.01,0.01,-106.365,100,1.0,5.27768,-112.649,25.33,2,1.0,100.0,-106.364850053,28.1353044613,0.8
0.0334278,-106.105396701,200,161.361540318,-106.105396701,3.80068,110.672952588,0.297367,7.9057e-06,0.005,0.0195968,0.000172358,-104.737,100,0.969719,9.03952,-112.284,28.42,1,1.23945,152.132106356,-106.105396701,110.672952588,0.8
1.0,-105.070931818,200,200.0,-105.070931818,1.0,25.6590403181,,3.50449e-18,0.01,0.01,0.01,-105.071,100,1.0,5.04008,-110.979,25.83,2,1.0,100.0,-105.070931818,25.6590403181,0.8
0.00166654,-105.161402276,200,149.414377455,-105.161402276,2.42085,51.5905548746,0.357242,9.31704e-06,0.005,0.0123631,8.51086e-06,-103.706,100,0.979066,7.44545,-110.109,27.11,1,1.33856,145.89830001,-105.161402276,51.5905548746,0.8
1.0,-104.441950912,200,200.0,-104.441950912,1.0,27.8093720957,,3.50449e-18,0.01,0.01,0.01,-104.442,100,1.0,5.24703,-110.553,30.86,2,1.0,100.0,-104.441950912,27.8093720957,0.8
,-103.506997294,200,199.985409847,-103.506997294,62.3936,71.7966359052,19.4648,0.005,0.005,1.0,,-89.2088,100,0.311968,3.26843e-07,-94.2344,36.98,1,1.00007,1.0,-103.506997294,71.7966359052,0.8
1.0,-106.030502371,200,200.0,-106.030502371,1.0,29.9988208275,,3.50449e-18,0.01,0.01,0.01,-106.03,100,1.0,5.44966,-111.908,26.17,2,1.0,100.0,-106.030502371,29.9988208275,0.8
0.0160273,-105.347814559,300,nan,-103.506997294,inf,36.3930042274,nan,nan,nan,nan,nan,nan,100,inf,nan,nan,36.98,,nan,nan,-103.506997294,71.7966359052,0.8
0.0117315,-103.375367123,300,189.077103291,-103.375367123,3.38248,46.5819423449,0.59694,6.30219e-06,0.00333333,0.0109905,3.81183e-05,-101.981,100,1.02588,9.67029,-107.15,32.11,1,1.58665,191.655760786,-103.375367123,46.5819423449,0.8
1.0,-103.477186159,300,300.0,-103.477186159,1.0,58.2341703287,,3.50449e-18,0.01,0.01,0.01,-103.477,100,1.0,7.59288,-109.467,36.08,2,1.0,100.0,-103.477186159,58.2341703287,0.8
1.0,-101.096341563,300,300.0,-101.096341563,1.0,90.1475472466,,2.1793e-19,0.005,0.005,0.005,-102.287,100,1.0,8.65252,-107.105,38.68,2,1.0,200.000000102,-101.096341563,90.1475472466,0.8
0.000176953,-101.363181465,300,181.597006969,-101.363181465,3.40738,62.7992389031,0.707193,8.20435e-06,0.00333333,0.0116058,6.02715e-07,-99.687,100,0.978646,11.8242,-104.744,40.67,1,1.65201,172.81802441,-101.363181465,62.7992389031,0.8
1.0,-100.596296898,300,300.0,-100.596296898,1.0,71.0411731444,,3.50449e-18,0.01,0.01,0.01,-100.596,100,1.0,8.38634,-106.564,41.05,2,1.0,100.0,-100.596296898,71.0411731444,0.8
1.0,-100.916418975,300,300.0,-100.916418975,1.0,53.6338781322,,2.1793e-19,0.005,0.005,0.005,-100.756,100,1.0,7.85747,-104.976,41.51,2,1.0,200.000000102,-100.916418975,53.6338781322,0.8
0.0039374,-99.8877031195,300,183.249858407,-99.8877031195,4.15673,68.695645171,0.752199,7.79919e-06,0.00333333,0.0133847,1.26785e-05,-98.9422,100,1.03519,13.5686,-103.35,43.32,1,1.63711,176.513407404,-99.8877031195,68.695645171,0.8
1.0,-100.968604892,300,300.0,-100.968604892,1.0,54.379395334,,3.50449e-18,0.01,0.01,0.01,-100.969,100,1.0,7.33728,-106.785,40.67,2,1.0,100.0,-100.968604892,54.379395334,0.8
1.0,-100.896638128,300,300.0,-100.896638128,1.0,34.3706811565,,2.1793e-19,0.005,0.005,0.005,-100.933,100,1.0,6.62817,-105.046,37.34,2,1.0,200.000000102,-100.896638128,34.3706811565,0.8
0.00513414,-100.039580203,300,219.234050145,-100.039580203,2.47819,57.9098927335,0.35578,4.1362e-06,0.00333333,0.00844977,1.75056e-05,-99.6136,100,0.977617,8.85698,-103.542,42.16,1,1.3684,218.815640007,-100.039580203,57.9098927335,0.8
1.0,-100.027578648,300,300.0,-100.027578648,1.0,47.0050018602,,3.50449e-18,0.01,0.01,0.01,-100.028,100,1.0,6.82165,-105.618,40.16,2,1.0,100.0,-100.027578648,47.0050018602,0.8
1.0,-99.0264572863,300,300.0,-99.0264572863,1.0,57.166665993,,2.1793e-19,0.005,0.005,0.005,-99.527,100,1.0,7.1983,-103.48,42.37,2,1.0,200.000000102,-99.0264572863,57.166665993,0.8
0.0455679,-99.1745943828,300,226.063956982,-99.1745943828,7.44403,91.5552894982,0.423474,4.32515e-06,0.00333333,0.02379,0.000145628,-98.6123,100,1.04302,14.5787,-102.339,43.59,1,1.32706,216.143729635,-99.1745943828,91.5552894982,0.8
1.0,-100.054448244,300,300.0,-100.054448244,1.0,48.530045494,,3.50449e-18,0.01,0.01,0.01,-100.054,100,1.0,6.93143,-105.876,44.43,2,1.0,100.0,-100.054448244,48.530045494,0.8
1.0,-99.953017093,300,300.0,-99.953017093,1.0,66.4749729411,,2.1793e-19,0.005,0.005,0.005,-100.004,100,1.0,7.5452,-104.12,44.67,2,1.0,200.000000102,-99.953017093,66.4749729411,0.8
