AvgVanillaIw,IterType,VarRet,AvgEpLen,AvgDiscRet,AvgNormIw,MaxVanillaIw,Delta,MaxNormIw,EpsThisIter,VarJ,eRenyi2,ESSRenyi,MinNormIw,ESSClassic,Bound,VarVanillaIw,BatchSize,MinVanillaIw,J,VarNormIw,VarDiscRet,VanillaAvgRet,AvgRet
1.0,2,68.73521531557344,200.0,-8.518066380160734,0.009999998,1.0,0.8,0.01,100,8.249113,1.0,200.0,0.01,100.0,-10.162106,,200,1.0,-8.518066,3.5044917e-18,68.73521531557344,-8.518066380160734,-8.518066380160734
102274880000.0,,44.6250237781548,200.0,-7.55274074583899,0.005,6857434300000.0,0.8,0.33524528,100,60.89185,nan,nan,8.99348e-16,5.014280030556837,-inf,4.0879833e+23,300,0.018396143,-9.533487,0.0009770374,59.469383853019785,-7.488635658008117,-7.488635658008117
1.0336738,1,56.58230967033596,200.0,-8.61141432715938,0.0033333334,3.5018356,0.8,0.011292524,100,7.9650707,1.1557951,259.5615785943022,0.0026316966,265.74876547259436,-8.82425,0.13817248,300,0.8160947,-8.041613,1.4368522e-06,56.58230967033596,-8.61141432715938,-8.61141432715938
1.0,2,51.15556459986165,200.0,-9.403108464300423,0.009999998,1.0,0.8,0.01,100,7.1164603,1.0,300.0,0.01,100.0,-10.656718,,300,1.0,-9.403108,3.5044917e-18,51.15556459986165,-9.403108464300423,-9.403108464300423
1.0,2,53.49173981164966,200.0,-7.848272497384021,0.0049999994,1.0,0.8,0.005,100,7.2391157,1.0,300.0,0.005,200.00000010221265,-9.512127,,300,1.0,-8.62569,2.179301e-19,53.49173981164966,-7.848272497384021,-7.848272497384021
0.69240934,1,56.52772319406095,200.0,-8.778399274323592,0.0033333334,47.899376,0.8,0.23059277,100,18.321054,37.03093,8.101335924336766,,5.094710205289859,-6.6784134,27.84447,300,,-2.2740386,0.00064531347,56.52772319406095,-8.778399274323592,-8.778399274323592
1.0,2,56.017014452528464,200.0,-8.46484875793451,0.009999998,1.0,0.8,0.01,100,7.4469357,1.0,300.0,0.01,100.0,-9.620888,,300,1.0,-8.464848,3.5044917e-18,56.017014452528464,-8.46484875793451,-8.46484875793451
1.0,2,45.67901853491438,200.0,-7.101407312490959,0.0049999994,1.0,0.8,0.005,100,7.1277122,1.0,300.0,0.005,200.00000010221265,-8.600572,,300,1.0,-7.7831283,2.179301e-19,45.67901853491438,-7.101407312490959,-7.101407312490959
inf,,56.52772319406095,200.0,-7.243008553868903,nan,inf,0.8,nan,100,nan,nan,nan,nan,nan,nan,nan,400,0.020877099,nan,nan,45.12898044331432,-8.778399274323592,-8.778399274323592
1.2112381,1,45.64680195297435,200.0,-8.042505786571645,0.0025,19.479828,0.8,0.040206436,100,21.04405,13.663564,29.274939390121716,,35.35475974661895,-8.491585,15.169415,400,,-6.1746454,6.46234e-05,45.64680195297435,-8.042505786571645,-8.042505786571645
1.0,2,57.373983962650996,200.0,-8.062010118391418,0.009999998,1.0,0.8,0.01,100,7.5365934,1.0,400.0,0.01,100.0,-9.309918,,400,1.0,-8.062011,3.5044917e-18,57.373983962650996,-8.062010118391418,-8.062010118391418
1.0,2,63.19061660698566,200.0,-8.519830121814184,0.0049999994,1.0,0.8,0.005,100,7.7286396,1.0,400.0,0.005,200.00000010221265,-9.19664,,400,1.0,-8.29092,2.179301e-19,63.19061660698566,-8.519830121814184,-8.519830121814184
1.0,2,61.0340330526762,200.0,-8.433233815981502,0.0033333336,1.0,0.8,0.0033333334,100,7.7438354,1.0,400.0,0.0033333334,299.999969473632,-9.077875,,400,1.0,-8.338358,5.4391416e-20,61.0340330526762,-8.433233815981502,-8.433233815981502
inf,,45.64680195297435,200.0,-9.132504800448782,nan,inf,0.8,nan,100,nan,nan,nan,nan,nan,nan,nan,500,0.051335156,nan,nan,58.24589699906364,-8.042505786571645,-8.042505786571645
0.8515746,1,54.85705862967197,200.0,-8.207110444000305,0.002,11.066786,0.8,0.025991349,100,17.844229,7.8461304,63.7256808581808,,56.285700878730914,-7.441827,5.728227,500,,-5.871444,3.1596195e-05,54.85705862967197,-8.207110444000305,-8.207110444000305
1.0,2,56.46811151001841,200.0,-9.185816537881609,0.009999998,1.0,0.8,0.01,100,7.4768596,1.0,500.0,0.01,100.0,-10.329321,,500,1.0,-9.185817,3.5044917e-18,56.46811151001841,-9.185816537881609,-9.185816537881609
1.0,2,50.06966519325032,200.0,-8.069241984242835,0.0049999994,1.0,0.8,0.005,100,7.2833977,1.0,500.0,0.005,200.00000010221265,-9.441081,,500,1.0,-8.627529,2.179301e-19,50.06966519325032,-8.069241984242835,-8.069241984242835
1.0,2,50.53475043507213,200.0,-8.926012130014014,0.0033333336,1.0,0.8,0.0033333334,100,7.215367,1.0,500.0,0.0033333334,299.999969473632,-9.391286,,500,1.0,-8.727023,5.4391416e-20,50.53475043507213,-8.926012130014014,-8.926012130014014
1.0,2,49.06222536856668,200.0,-7.8980276681782975,0.0024999997,1.0,0.8,0.0025,100,7.163651,1.0,500.0,0.0025,400.0,-9.101949,,500,1.0,-8.5197735,5.434597e-20,49.06222536856668,-7.8980276681782975,-7.8980276681782975
0.6818686,1,54.801901547145995,200.0,-7.69967296512693,0.0019999999,122.97794,0.8,0.36070862,100,8.630032,82.965164,6.026625812342923,,3.238895605299373,-5.684997,71.45316,500,,-0.94207144,0.0006147237,54.801901547145995,-7.69967296512693,-7.69967296512693
1.0,2,48.29348808660043,200.0,-7.840739978654525,0.009999998,1.0,0.8,0.01,100,6.9145174,1.0,500.0,0.01,100.0,-9.004375,,500,1.0,-7.8407397,3.5044917e-18,48.29348808660043,-7.840739978654525,-7.840739978654525
1.0,2,47.10600631649346,200.0,-6.520368800352039,0.0049999994,1.0,0.8,0.005,100,6.903521,1.0,500.0,0.005,200.00000010221265,-8.003368,,500,1.0,-7.180554,2.179301e-19,47.10600631649346,-6.520368800352039,-6.520368800352039
1.0,2,42.88568903337432,200.0,-7.476491954231742,0.0033333336,1.0,0.8,0.0033333334,100,6.77821,1.0,500.0,0.0033333334,299.999969473632,-7.951026,,500,1.0,-7.2792006,5.4391416e-20,42.88568903337432,-7.476491954231742,-7.476491954231742
1.0,2,45.257116664694834,200.0,-7.2515645160111,0.0024999997,1.0,0.8,0.0025,100,6.757172,1.0,500.0,0.0025,400.0,-7.8541083,,500,1.0,-7.2722907,5.434597e-20,45.257116664694834,-7.2515645160111,-7.2515645160111
1.0637388,1,48.99162931431453,200.0,-7.81328297142907,0.002,18.804556,0.8,0.03535559,100,11.444029,3.5040493,142.69205625510648,2.7118049e-06,122.41875555082315,-7.569924,3.4970503,500,0.001442326,-6.5957937,1.23620885e-05,48.99162931431453,-7.81328297142907,-7.81328297142907
1.0,2,42.73665663974292,200.0,-7.398115729852103,0.009999998,1.0,0.8,0.01,100,6.504559,1.0,500.0,0.01,100.0,-8.553317,,500,1.0,-7.398115,3.5044917e-18,42.73665663974292,-7.398115729852103,-7.398115729852103
1.0,2,54.80033729294441,200.0,-8.06803334109025,0.0049999994,1.0,0.8,0.005,100,6.956508,1.0,500.0,0.005,200.00000010221265,-8.556501,,500,1.0,-7.733074,2.179301e-19,54.80033729294441,-8.06803334109025,-8.06803334109025
1.0,2,40.91300506965175,200.0,-7.070631967438647,0.0033333336,1.0,0.8,0.0033333334,100,6.7720613,1.0,500.0,0.0033333334,299.999969473632,-8.184587,,500,1.0,-7.512261,5.4391416e-20,40.91300506965175,-7.070631967438647,-7.070631967438647
1.0,2,48.269167043830066,200.0,-8.597896280119636,0.0024999997,1.0,0.8,0.0025,100,6.8237247,1.0,500.0,0.0025,400.0,-8.36592,,500,1.0,-7.7836685,5.434597e-20,48.269167043830066,-8.597896280119636,-8.597896280119636
0.97146595,1,40.93006507703809,200.0,-7.25708818453329,0.0019999999,4.5526867,0.8,0.009372818,100,7.0986433,1.2119064,412.5731049374555,0.001608421,442.4071143409509,-8.158703,0.123103805,500,0.7812631,-7.5853925,5.2176665e-07,40.93006507703809,-7.25708818453329,-7.25708818453329
1.0,2,42.23017261547697,200.0,-6.724115718283024,0.009999998,1.0,0.8,0.01,100,6.4659,1.0,500.0,0.01,100.0,-7.83134,,500,1.0,-6.7241154,3.5044917e-18,42.23017261547697,-6.724115718283024,-6.724115718283024
1.0,2,51.2838820324435,200.0,-8.23298182289044,0.0049999994,1.0,0.8,0.005,100,6.845336,1.0,500.0,0.005,200.00000010221265,-8.297911,,500,1.0,-7.478548,2.179301e-19,51.2838820324435,-8.23298182289044,-8.23298182289044
1.0,2,45.15824902620099,200.0,-7.314850790903417,0.0033333336,1.0,0.8,0.0033333334,100,6.7931776,1.0,500.0,0.0033333334,299.999969473632,-8.094052,,500,1.0,-7.4239826,5.4391416e-20,45.15824902620099,-7.314850790903417,-7.314850790903417
1.0,2,38.004206768865906,200.0,-7.177288797046865,0.0024999997,1.0,0.8,0.0025,100,6.6353517,1.0,500.0,0.0025,400.0,-7.942607,,500,1.0,-7.3623095,5.434597e-20,38.004206768865906,-7.177288797046865,-7.177288797046865
1.0166972,1,54.324140189297374,200.0,-8.402906155613525,0.002,1.6274204,0.8,0.003201387,100,7.252428,1.1722835,426.51797718223025,8.7545915e-05,429.4388688165276,-7.979405,0.17018332,500,0.04450384,-7.4174366,6.5855767e-07,54.324140189297374,-8.402906155613525,-8.402906155613525
1.0,2,60.75213542431008,200.0,-8.607298837678293,0.009999998,1.0,0.8,0.01,100,7.7552958,1.0,500.0,0.01,100.0,-9.758235,,500,1.0,-8.607299,3.5044917e-18,60.75213542431008,-8.607298837678293,-8.607298837678293
1.0,2,50.96430702922686,200.0,-7.225857387034189,0.0049999994,1.0,0.8,0.005,100,7.468382,1.0,500.0,0.005,200.00000010221265,-8.7304125,,500,1.0,-7.916578,2.179301e-19,50.96430702922686,-7.225857387034189,-7.225857387034189
1.0,2,51.81698301508566,200.0,-8.476752260844341,0.0033333336,1.0,0.8,0.0033333334,100,7.3725047,1.0,500.0,0.0033333334,299.999969473632,-8.767797,,500,1.0,-8.103304,5.4391416e-20,51.81698301508566,-8.476752260844341,-8.476752260844341
1.0,2,50.97533359516853,200.0,-8.160453613697321,0.0024999997,1.0,0.8,0.0025,100,7.306324,1.0,500.0,0.0025,400.0,-8.698539,,500,1.0,-8.11759,5.434597e-20,50.97533359516853,-8.160453613697321,-8.160453613697321
1.0282187,1,50.16290534172407,200.0,-8.11256280626926,0.0020000003,6.5318575,0.8,0.01270519,100,8.0606985,1.2938691,386.4378439879043,0.0014083791,384.77899719703083,-8.564682,0.31722003,500,0.7240609,-7.973626,1.2001888e-06,50.16290534172407,-8.11256280626926,-8.11256280626926
1.0,2,55.994404518237275,200.0,-8.306850943488561,0.009999998,1.0,0.8,0.01,100,7.445432,1.0,500.0,0.01,100.0,-9.457777,,500,1.0,-8.30685,3.5044917e-18,55.994404518237275,-8.306850943488561,-8.306850943488561
1.0,2,46.01325136850699,200.0,-7.541671373942238,0.0049999994,1.0,0.8,0.005,100,7.1161904,1.0,500.0,0.005,200.00000010221265,-8.738089,,500,1.0,-7.924261,2.179301e-19,46.01325136850699,-7.541671373942238,-7.541671373942238
1.0,2,43.456719521323215,200.0,-7.7109231325296,0.0033333336,1.0,0.8,0.0033333334,100,6.9362054,1.0,500.0,0.0033333334,299.999969473632,-8.517637,,500,1.0,-7.8531494,5.4391416e-20,43.456719521323215,-7.7109231325296,-7.7109231325296
1.0,2,46.625579552028256,200.0,-7.211104047718723,0.0024999997,1.0,0.8,0.0025,100,6.9065423,1.0,500.0,0.0025,400.0,-8.268101,,500,1.0,-7.6926374,5.434597e-20,46.625579552028256,-7.211104047718723,-7.211104047718723
0.9858909,1,49.66508731075295,200.0,-8.515835712602012,0.002,14.471444,0.8,0.029357089,100,19.52396,10.269172,48.6894185711432,,47.5932511491521,-7.8553214,9.257867,500,,-6.2059054,3.809896e-05,49.66508731075295,-8.515835712602012,-8.515835712602012
1.0,2,37.06283729635449,200.0,-7.08906053264902,0.009999998,1.0,0.8,0.01,100,6.0574093,1.0,500.0,0.01,100.0,-8.238732,,500,1.0,-7.089061,3.5044917e-18,37.06283729635449,-7.08906053264902,-7.08906053264902
1.0,2,50.646345550323694,200.0,-7.61586643512449,0.0049999994,1.0,0.8,0.005,100,6.594348,1.0,500.0,0.005,200.00000010221265,-8.168953,,500,1.0,-7.3524637,2.179301e-19,50.646345550323694,-7.61586643512449,-7.61586643512449
1.0,2,56.330212595821074,200.0,-7.231734802715263,0.0033333336,1.0,0.8,0.0033333334,100,6.898007,1.0,500.0,0.0033333334,299.999969473632,-7.97999,,500,1.0,-7.3122206,5.4391416e-20,56.330212595821074,-7.231734802715263,-7.231734802715263
1.0,2,50.08507794389932,200.0,-7.272759599843223,0.0024999997,1.0,0.8,0.0025,100,6.934206,1.0,500.0,0.0025,400.0,-7.880661,,500,1.0,-7.302356,5.434597e-20,50.08507794389932,-7.272759599843223,-7.272759599843223
1.0360109,1,51.61671263432266,200.0,-7.652950318852155,0.002,5.5535107,0.8,0.010720951,100,7.8723803,1.3408141,372.9077691845096,0.00046885503,372.3231046643422,-7.7997613,0.36879948,500,0.24286945,-7.200817,1.3744268e-06,51.61671263432266,-7.652950318852155,-7.652950318852155
1.0,2,49.69961485645033,200.0,-7.969779395040036,0.009999998,1.0,0.8,0.01,100,7.0144577,1.0,500.0,0.01,100.0,-9.077818,,500,1.0,-7.969779,3.5044917e-18,49.69961485645033,-7.969779395040036,-7.969779395040036
1.0,2,41.751250902506115,200.0,-8.381723448329993,0.0049999994,1.0,0.8,0.005,100,6.731315,1.0,500.0,0.005,200.00000010221265,-8.981303,,500,1.0,-8.175751,2.179301e-19,41.751250902506115,-8.381723448329993,-8.381723448329993
1.0,2,48.23304973262203,200.0,-7.616416134180006,0.0033333336,1.0,0.8,0.0033333334,100,6.79658,1.0,500.0,0.0033333334,299.999969473632,-8.655373,,500,1.0,-7.9893064,5.4391416e-20,48.23304973262203,-7.616416134180006,-7.616416134180006
1.0,2,48.57700358203707,200.0,-7.0986980212642825,0.0024999997,1.0,0.8,0.0025,100,6.84227,1.0,500.0,0.0025,400.0,-8.343484,,500,1.0,-7.766654,5.434597e-20,48.57700358203707,-7.0986980212642825,-7.0986980212642825
0.8322456,1,50.1423308139258,200.0,-8.576826534368884,0.002,8.872958,0.8,0.021322932,100,16.00551,6.2953296,79.42395936211845,,67.35142407868187,-7.239845,4.4582143,500,,-5.9400835,2.5746482e-05,50.1423308139258,-8.576826534368884,-8.576826534368884
1.0,2,41.33534804901521,200.0,-7.450766076637424,0.009999998,1.0,0.8,0.01,100,6.39703,1.0,500.0,0.01,100.0,-8.611576,,500,1.0,-7.450766,3.5044917e-18,41.33534804901521,-7.450766076637424,-7.450766076637424
1.0,2,52.6868842218885,200.0,-7.6215000518217355,0.0049999994,1.0,0.8,0.005,100,6.822631,1.0,500.0,0.005,200.00000010221265,-8.359687,,500,1.0,-7.536133,2.179301e-19,52.6868842218885,-7.6215000518217355,-7.6215000518217355
1.0,2,60.62160567501318,200.0,-8.253285677341115,0.0033333336,1.0,0.8,0.0033333334,100,7.152035,1.0,500.0,0.0033333334,299.999969473632,-8.447613,,500,1.0,-7.775184,5.4391416e-20,60.62160567501318,-8.253285677341115,-8.253285677341115
1.0,2,51.00844105686328,200.0,-7.899329781967168,0.0024999997,1.0,0.8,0.0025,100,7.1408114,1.0,500.0,0.0025,400.0,-8.388619,,500,1.0,-7.80622,5.434597e-20,51.00844105686328,-7.899329781967168,-7.899329781967168
0.96470773,1,48.82547776058944,200.0,-7.381366145808058,0.002,13.110549,0.8,0.027180355,100,17.450182,8.778946,56.95444582914014,,54.70035133345704,-7.5657415,7.591424,500,,-6.0223107,3.262809e-05,48.82547776058944,-7.381366145808058,-7.381366145808058
1.0,2,45.74971638447105,200.0,-8.207326536364125,0.009999998,1.0,0.8,0.01,100,6.7299495,1.0,500.0,0.01,100.0,-9.360937,,500,1.0,-8.207326,3.5044917e-18,45.74971638447105,-8.207326536364125,-8.207326536364125
1.0,2,44.60454412631112,200.0,-6.996671531269751,0.0049999994,1.0,0.8,0.005,100,6.715041,1.0,500.0,0.005,200.00000010221265,-8.417726,,500,1.0,-7.6019993,2.179301e-19,44.60454412631112,-6.996671531269751,-6.996671531269751
1.0,2,48.586842055220984,200.0,-6.793503595211028,0.0033333336,1.0,0.8,0.0033333334,100,6.800008,1.0,500.0,0.0033333334,299.999969473632,-7.9985385,,500,1.0,-7.332501,5.4391416e-20,48.586842055220984,-6.793503595211028,-6.793503595211028
1.0,2,44.09824744385264,200.0,-7.090927687494453,0.0024999997,1.0,0.8,0.0025,100,6.7531724,1.0,500.0,0.0025,400.0,-7.8506193,,500,1.0,-7.272107,5.434597e-20,44.09824744385264,-7.090927687494453,-7.090927687494453
0.7611279,1,55.30530543727271,200.0,-7.666031243993583,0.002,43.08373,0.8,0.11321022,100,14.267455,31.580141,15.832734848499033,,13.281943261413986,-5.463208,21.271622,500,,-2.5357013,0.00014687412,55.30530543727271,-7.666031243993583,-7.666031243993583
1.0,2,49.258469015265725,200.0,-8.395739526989114,0.009999998,1.0,0.8,0.01,100,6.9832573,1.0,500.0,0.01,100.0,-9.558283,,500,1.0,-8.39574,3.5044917e-18,49.258469015265725,-8.395739526989114,-8.395739526989114
1.0,2,48.00227751030802,200.0,-8.835510192787071,0.0049999994,1.0,0.8,0.005,100,6.9420757,1.0,500.0,0.005,200.00000010221265,-9.437666,,500,1.0,-8.615624,2.179301e-19,48.00227751030802,-8.835510192787071,-8.835510192787071
1.0,2,41.81807386861106,200.0,-6.325854858245995,0.0033333336,1.0,0.8,0.0033333334,100,6.8624606,1.0,500.0,0.0033333334,299.999969473632,-8.523562,,500,1.0,-7.852368,5.4391416e-20,41.81807386861106,-6.325854858245995,-6.325854858245995
1.0,2,58.343235186622906,200.0,-8.344710159157133,0.0024999997,1.0,0.8,0.0025,100,7.057296,1.0,500.0,0.0025,400.0,-8.556725,,500,1.0,-7.9754534,5.434597e-20,58.343235186622906,-8.344710159157133,-8.344710159157133
1.0417786,1,47.912296883762345,200.0,-7.545120317194727,0.002,4.9436293,0.8,0.009490749,100,7.5884333,1.1287947,442.9503551372181,0.001460853,430.40741101186273,-8.375198,0.17583425,500,0.7609427,-7.822827,6.480561e-07,47.912296883762345,-7.545120317194727,-7.545120317194727
1.0,2,45.44409304525483,200.0,-6.331926900252877,0.009999998,1.0,0.8,0.01,100,6.707433,1.0,500.0,0.01,100.0,-7.461334,,500,1.0,-6.331927,3.5044917e-18,45.44409304525483,-6.331926900252877,-6.331926900252877
1.0,2,50.44487556156172,200.0,-8.545898821158872,0.0049999994,1.0,0.8,0.005,100,6.9778547,1.0,500.0,0.005,200.00000010221265,-8.237525,,500,1.0,-7.438913,2.179301e-19,50.44487556156172,-8.545898821158872,-8.545898821158872
1.0,2,47.48870061673283,200.0,-8.304846119343814,0.0033333336,1.0,0.8,0.0033333334,100,6.9496913,1.0,500.0,0.0033333334,299.999969473632,-8.396678,,500,1.0,-7.7275577,5.4391416e-20,47.48870061673283,-8.304846119343814,-8.304846119343814
1.0,2,47.80699952513085,200.0,-7.589769615119645,0.0024999997,1.0,0.8,0.0025,100,6.932492,1.0,500.0,0.0025,400.0,-8.274822,,500,1.0,-7.6931095,5.434597e-20,47.80699952513085,-7.589769615119645,-7.589769615119645
1.0109328,1,48.212662618464144,200.0,-7.779931111145811,0.002,2.4438896,0.8,0.0048349197,100,7.062661,1.0458484,478.08077588914983,0.0017399471,478.5567161446522,-8.216084,0.0458852,500,0.8794849,-7.68399,1.7959242e-07,48.212662618464144,-7.779931111145811,-7.779931111145811
1.0,2,54.83706582269083,200.0,-8.67687720239615,0.009999998,1.0,0.8,0.01,100,7.3680863,1.0,500.0,0.01,100.0,-9.838438,,500,1.0,-8.676876,3.5044917e-18,54.83706582269083,-8.67687720239615,-8.67687720239615
1.0,2,54.034463276845855,200.0,-6.955049186898662,0.0049999994,1.0,0.8,0.005,100,7.391385,1.0,500.0,0.005,200.00000010221265,-8.637311,,500,1.0,-7.8159633,2.179301e-19,54.034463276845855,-6.955049186898662,-6.955049186898662
1.0,2,49.023053158477374,200.0,-8.317171370884186,0.0033333336,1.0,0.8,0.0033333334,100,7.2563868,1.0,500.0,0.0033333334,299.999969473632,-8.653662,,500,1.0,-7.9830337,5.4391416e-20,49.023053158477374,-8.317171370884186,-8.317171370884186
1.0,2,41.52320993293149,200.0,-8.092631508443347,0.0024999997,1.0,0.8,0.0025,100,7.054829,1.0,500.0,0.0025,400.0,-8.591213,,500,1.0,-8.010432,5.434597e-20,41.52320993293149,-8.092631508443347,-8.092631508443347
0.9478729,1,53.27566394640689,200.0,-7.553779998526161,0.002,16.656197,0.8,0.03514437,100,17.02294,8.671789,57.65822833532937,8.941074e-18,51.407580537000754,-7.917027,7.855872,500,4.2375004e-15,-6.387308,3.497472e-05,53.27566394640689,-7.553779998526161,-7.553779998526161
1.0,2,40.96641940154019,200.0,-7.824785830425472,0.009999998,1.0,0.8,0.01,100,6.368418,1.0,500.0,0.01,100.0,-8.987084,,500,1.0,-7.8247857,3.5044917e-18,40.96641940154019,-7.824785830425472,-7.824785830425472
1.0,2,47.52157391254972,200.0,-8.170274764263242,0.0049999994,1.0,0.8,0.005,100,6.6205287,1.0,500.0,0.005,200.00000010221265,-8.819399,,500,1.0,-7.99753,2.179301e-19,47.52157391254972,-8.170274764263242,-8.170274764263242
1.0,2,54.659664360596764,200.0,-7.448177562513364,0.0033333336,1.0,0.8,0.0033333334,100,6.8793664,1.0,500.0,0.0033333334,299.999969473632,-8.485466,,500,1.0,-7.814412,5.4391416e-20,54.659664360596764,-7.448177562513364,-7.448177562513364
1.0,2,44.05380761014655,200.0,-6.989234949277851,0.0024999997,1.0,0.8,0.0025,100,6.8209424,1.0,500.0,0.0025,400.0,-8.189267,,500,1.0,-7.608118,5.434597e-20,44.05380761014655,-6.989234949277851,-6.989234949277851
1.0014455,1,53.11223320915304,200.0,-8.952616894673652,0.0019999999,3.9385154,0.8,0.007865661,100,7.1031713,1.1136035,448.99285271029544,0.0016642467,456.78842637406655,-8.359539,0.09506233,500,0.8333262,-7.8097477,3.7915237e-07,53.11223320915304,-8.952616894673652,-8.952616894673652
1.0,2,52.56061767148,200.0,-8.580883295890864,0.009999998,1.0,0.8,0.01,100,7.2135296,1.0,500.0,0.01,100.0,-9.730144,,500,1.0,-8.580884,3.5044917e-18,52.56061767148,-8.580883295890864,-8.580883295890864
1.0,2,52.42836086983639,200.0,-8.19284570883216,0.0049999994,1.0,0.8,0.005,100,7.211601,1.0,500.0,0.005,200.00000010221265,-9.21073,,500,1.0,-8.386864,2.179301e-19,52.42836086983639,-8.19284570883216,-8.19284570883216
1.0,2,45.91860776951272,200.0,-6.93557910369596,0.0033333336,1.0,0.8,0.0033333334,100,7.091731,1.0,500.0,0.0033333334,299.999969473632,-8.575787,,500,1.0,-7.903103,5.4391416e-20,45.91860776951272,-6.93557910369596,-6.93557910369596
1.0,2,51.17138023228334,200.0,-7.807285519924119,0.0024999997,1.0,0.8,0.0025,100,7.098318,1.0,500.0,0.0025,400.0,-8.46171,,500,1.0,-7.8791485,5.434597e-20,51.17138023228334,-7.807285519924119,-7.807285519924119
0.9933363,1,47.06843890459367,200.0,-7.930543903326067,0.002,2.7960021,0.8,0.0056295176,100,7.3601503,1.1365222,439.9386228359845,0.00113431,443.98167308774873,-8.365339,0.12474621,500,0.56337565,-7.80985,5.0570213e-07,47.06843890459367,-7.930543903326067,-7.930543903326067
