J,EpsThisIter,MaxVanillaIw,IterType,VarRet,VarJ,MinVanillaIw,MaxNormIw,eRenyi2,Bound,VarVanillaIw,AvgNormIw,AvgDiscRet,AvgRet,VarNormIw,AvgVanillaIw,MinNormIw,ESSRenyi,BatchSize,ESSClassic,VarDiscRet,VanillaAvgRet,AvgEpLen
4995.147,100,1.2136227,1,32490.11450622416,59.18537,0.2915483,0.004065624,1.0239465,4749.3003,0.02487862,0.0033333334,4986.127603886818,4986.127603886818,2.7919862e-07,0.9950279,0.0009766839,292.98405050080993,300,292.6703875229102,32490.11450622416,4986.127603886818,498.63
4999.9053,100,1.0,2,0.016051852201881572,0.1260681,1.0,0.01,1.0,4579.0947,,0.009999998,4999.905487875417,4999.905487875417,3.5044917e-18,1.0,0.01,300.0,300,100.0,0.016051852201881572,4999.905487875417,500.0
4985.997,100,1.0,2,38676.617567988505,196.17143,1.0,0.005,1.0,4688.439,,0.0049999994,4985.996887353281,4985.996887353281,2.179301e-19,1.0,0.005,300.0,300,200.00000010221265,38676.617567988505,4985.996887353281,498.615
4984.004,100,3.429963,,32490.11450622416,195.326,0.8239793,0.010957722,1.0332153,4737.047,0.070460625,0.0033333334,4982.359108676213,4986.127603886818,7.191312e-07,1.043393,0.0026323711,387.1410015508978,400,281.8208183360138,46132.420987210826,4986.127603886818,498.63
4993.4775,100,1.3700063,1,83243.23396797676,68.52125,0.15742496,0.0034322916,1.0536983,4777.497,0.056172643,0.0025,4972.348094949505,4972.348094949505,3.5257221e-07,0.99788016,0.00039439843,379.61530307175127,400,378.69082159301695,83243.23396797676,4972.348094949505,497.255
4975.5938,100,1.0,2,59090.68398123603,241.86725,1.0,0.01,1.0,4554.783,,0.009999998,4975.593803325101,4975.593803325101,3.5044917e-18,1.0,0.01,400.0,400,100.0,59090.68398123603,4975.593803325101,497.58
4987.764,100,1.0,2,29545.732286718343,171.45845,1.0,0.005,1.0,4690.206,,0.0049999994,4987.763977981646,4987.763977981646,2.179301e-19,1.0,0.005,400.0,400,200.00000010221265,29545.732286718343,4987.763977981646,498.79
4991.816,100,1.0,2,19697.164077525977,140.11247,1.0,0.0033333334,1.0,4748.861,,0.0033333336,4991.81565208218,4991.81565208218,5.4391416e-20,1.0,0.0033333334,400.0,400,299.999969473632,19697.164077525977,4991.81565208218,499.1933333333333
4997.819,100,1.1408992,1,14772.85294213478,41.98762,0.34380192,0.0028647853,1.0121965,4786.1343,0.013938592,0.0025000004,4993.839556441373,4993.839556441373,8.788374e-08,0.99562365,0.0008632828,395.1801689334018,400,394.46707304647504,14772.85294213478,4993.839556441373,499.395
4944.2314,100,1.0,2,252665.80371989528,500.13913,1.0,0.01,1.0,4523.421,,0.009999998,4944.231253665638,4944.231253665638,3.5044917e-18,1.0,0.01,400.0,400,100.0,252665.80371989528,4944.231253665638,494.45
4972.074,100,1.0,2,126477.20008462374,354.7461,1.0,0.005,1.0,4674.516,,0.0049999994,4972.074246198338,4972.074246198338,2.179301e-19,1.0,0.005,400.0,400,200.00000010221265,126477.20008462374,4972.074246198338,497.225
4981.3486,100,1.0,2,84349.73101290646,289.9458,1.0,0.0033333334,1.0,4738.3936,,0.0033333336,4981.348258309504,4981.348258309504,5.4391416e-20,1.0,0.0033333334,400.0,400,299.999969473632,84349.73101290646,4981.348258309504,498.15
4985.6484,100,2.9086518,,14772.85294213478,251.78741,0.8765017,0.007094627,1.0170133,4773.461,0.033736087,0.0025,4985.992157253361,4993.839556441373,2.0071059e-07,1.0249488,0.0021379157,491.6356496047625,500,387.5843893899304,63274.309169184584,4993.839556441373,499.395
4996.959,100,1.2487494,1,59547.4757181557,52.142094,0.15486115,0.0025088603,1.0316235,4805.8145,0.03441691,0.002,4985.276249187023,4985.276249187023,1.3892304e-07,0.9954714,0.00031113127,484.67295324585433,500,483.2498924443103,59547.4757181557,4985.276249187023,498.54
4990.287,100,1.0,2,9255.02585464995,95.72082,1.0,0.01,1.0,4569.4766,,0.009999998,4990.2873785985,4990.2873785985,3.5044917e-18,1.0,0.01,500.0,500,100.0,9255.02585464995,4990.2873785985,499.05
4995.103,100,1.0,2,4627.569390022633,67.855965,1.0,0.005,1.0,4697.545,,0.0049999994,4995.102868326816,4995.102868326816,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,4627.569390022633,4995.102868326816,499.525
4996.71,100,1.0,2,3085.0767668162116,55.450817,1.0,0.0033333334,1.0,4753.755,,0.0033333336,4996.709738830485,4996.709738830485,5.4391416e-20,1.0,0.0033333334,500.0,500,299.999969473632,3085.0767668162116,4996.709738830485,499.68333333333334
4997.5156,100,1.0,2,2313.8275053655266,48.04209,1.0,0.0025,1.0,4787.1104,,0.0024999997,4997.515152140929,4997.515152140929,5.434597e-20,1.0,0.0025,500.0,500,400.0,2313.8275053655266,4997.515152140929,499.7625
4998.6665,100,1.063125,1,1851.0658240736145,28.109112,0.6463898,0.0021290837,1.0030465,4810.188,0.003715924,0.0019999999,4997.996791396473,4997.996791396473,1.4903343e-08,0.998669,0.0012945025,498.4813702228766,500,498.14779494554796,1851.0658240736145,4997.996791396473,499.81
4999.9336,100,1.0,2,0.008833342360548058,0.09353376,1.0,0.01,1.0,4579.123,,0.009999998,4999.933473462475,4999.933473462475,3.5044917e-18,1.0,0.01,500.0,500,100.0,0.008833342360548058,4999.933473462475,500.0
4999.917,100,1.0,2,0.013889485395241409,0.117577165,1.0,0.005,1.0,4702.359,,0.0049999994,4999.917417346824,4999.917417346824,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,0.013889485395241409,4999.917417346824,500.0
4990.312,100,1.0,2,27672.48103838994,166.073,1.0,0.0033333334,1.0,4747.357,,0.0033333336,4990.312348265546,4990.312348265546,5.4391416e-20,1.0,0.0033333334,500.0,500,299.999969473632,27672.48103838994,4990.312348265546,499.04333333333335
4992.715,100,1.0,2,20754.383687813184,143.88364,1.0,0.0025,1.0,4782.3096,,0.0024999997,4992.7148544876345,4992.7148544876345,5.434597e-20,1.0,0.0025,500.0,500,400.0,20754.383687813184,4992.7148544876345,499.2825
4997.6255,100,1.1520706,1,16603.50114072255,51.321087,0.40104315,0.0022878083,1.0125073,4808.2603,0.010760431,0.002,4994.154882728181,4994.154882728181,4.2433676e-08,1.0071392,0.00079640065,493.82359060023003,500,494.7618769675552,16603.50114072255,4994.154882728181,499.426
4999.9272,100,1.0,2,0.010094428796198426,0.0999454,1.0,0.01,1.0,4579.1167,,0.009999998,4999.9275442396665,4999.9275442396665,3.5044917e-18,1.0,0.01,500.0,500,100.0,0.010094428796198426,4999.9275442396665,500.0
4999.9204,100,1.0,2,0.017893778914561013,0.13343036,1.0,0.005,1.0,4702.3623,,0.0049999994,4999.920335451628,4999.920335451628,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,0.017893778914561013,4999.920335451628,500.0
4999.9204,100,1.0,2,0.014867258040549386,0.12172887,1.0,0.0033333334,1.0,4756.9653,,0.0033333336,4999.920684635912,4999.920684635912,5.4391416e-20,1.0,0.0033333334,500.0,500,299.999969473632,0.014867258040549386,4999.920684635912,500.0
4999.9116,100,1.0,2,0.019334141455237125,0.13887063,1.0,0.0025,1.0,4789.5063,,0.0024999997,4999.911564685661,4999.911564685661,5.434597e-20,1.0,0.0025,500.0,500,400.0,0.019334141455237125,4999.911564685661,500.0
4999.9146,100,1.0,1,0.01789503308756622,0.13363634,1.0,0.002,1.0,4811.722,,0.0020000003,4999.913857296794,4999.913857296794,5.431875e-20,1.0,0.002,500.0,500,500.00000664260017,0.01789503308756622,4999.913857296794,500.0
4999.926,100,1.0,2,0.0069730277592861874,0.0830958,1.0,0.01,1.0,4579.115,,0.009999998,4999.925341482599,4999.925341482599,3.5044917e-18,1.0,0.01,500.0,500,100.0,0.0069730277592861874,4999.925341482599,500.0
4999.927,100,1.0,2,0.006544015260472544,0.08069711,1.0,0.005,1.0,4702.3687,,0.0049999994,4999.926776261401,4999.926776261401,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,0.006544015260472544,4999.926776261401,500.0
4999.9307,100,1.0,2,0.005615977367899443,0.07482271,1.0,0.0033333334,1.0,4756.9756,,0.0033333336,4999.930637844785,4999.930637844785,5.4391416e-20,1.0,0.0033333334,500.0,500,299.999969473632,0.005615977367899443,4999.930637844785,500.0
4999.9287,100,1.0,2,0.006336626068573943,0.07950181,1.0,0.0025,1.0,4789.5234,,0.0024999997,4999.9289857823205,4999.9289857823205,5.434597e-20,1.0,0.0025,500.0,500,400.0,0.006336626068573943,4999.9289857823205,500.0
4999.929,100,1.0,1,0.006313983445711923,0.07938021,1.0,0.002,1.0,4811.737,,0.0020000003,4999.928927260695,4999.928927260695,5.431875e-20,1.0,0.002,500.0,500,500.00000664260017,0.006313983445711923,4999.928927260695,500.0
4999.926,100,1.0,2,0.004850554192849617,0.06931011,1.0,0.01,1.0,4579.115,,0.009999998,4999.9259284273185,4999.9259284273185,3.5044917e-18,1.0,0.01,500.0,500,100.0,0.004850554192849617,4999.9259284273185,500.0
4999.919,100,1.0,2,0.006403467960462367,0.07981925,1.0,0.005,1.0,4702.361,,0.0049999994,4999.919030897079,4999.919030897079,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,0.006403467960462367,4999.919030897079,500.0
4999.921,100,1.0,2,0.0062646098125992145,0.079022005,1.0,0.0033333334,1.0,4756.966,,0.0033333336,4999.920666685199,4999.920666685199,5.4391416e-20,1.0,0.0033333334,500.0,500,299.999969473632,0.0062646098125992145,4999.920666685199,500.0
4999.9194,100,1.0,2,0.010023351462331919,0.099994436,1.0,0.0025,1.0,4789.514,,0.0024999997,4999.91961058053,4999.91961058053,5.434597e-20,1.0,0.0025,500.0,500,400.0,0.010023351462331919,4999.91961058053,500.0
4999.9204,100,1.0037789,1,0.009387656663347692,0.09636797,0.9900159,0.0020072514,1.0000031,4811.728,3.8835715e-06,0.0019999999,4999.919721074358,4999.919721074358,1.5529538e-11,1.0001527,0.0019797296,499.9984502840391,500,499.998154696563,0.009387656663347692,4999.919721074358,500.0
4999.9204,100,1.0,2,0.005369604936425565,0.07294075,1.0,0.01,1.0,4579.11,,0.009999998,4999.920472963095,4999.920472963095,3.5044917e-18,1.0,0.01,500.0,500,100.0,0.005369604936425565,4999.920472963095,500.0
4999.926,100,1.0,2,0.005999863524281097,0.07728461,1.0,0.005,1.0,4702.3677,,0.0049999994,4999.925622593451,4999.925622593451,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,0.005999863524281097,4999.925622593451,500.0
4999.9185,100,1.0,2,0.024861008664192157,0.15742244,1.0,0.0033333334,1.0,4756.9634,,0.0033333336,4999.918168625129,4999.918168625129,5.4391416e-20,1.0,0.0033333334,500.0,500,299.999969473632,0.024861008664192157,4999.918168625129,500.0
4999.2935,100,1.0,2,157.74149598169961,12.543816,1.0,0.0025,1.0,4788.888,,0.0024999997,4999.293562456985,4999.293562456985,5.434597e-20,1.0,0.0025,500.0,500,400.0,157.74149598169961,4999.293562456985,499.94
4999.5347,100,1.028591,1,126.19647348709704,8.717863,0.77592635,0.0020585444,1.0005839,4811.2876,0.0006771411,0.002,4999.4208796692865,4999.4208796692865,2.712153e-09,0.9993382,0.0015528804,499.7082268124905,500,499.66194597600787,126.19647348709704,4999.4208796692865,499.952
4999.898,100,1.0,2,0.02183617186667351,0.14704083,1.0,0.01,1.0,4579.0874,,0.009999998,4999.897824195171,4999.897824195171,3.5044917e-18,1.0,0.01,500.0,500,100.0,0.02183617186667351,4999.897824195171,500.0
4983.76,100,1.0,2,52191.17879288101,227.88205,1.0,0.005,1.0,4686.2017,,0.0049999994,4983.75987629052,4983.75987629052,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,52191.17879288101,4983.75987629052,498.39
4989.151,100,1.0,2,34794.24925448369,186.221,1.0,0.0033333334,1.0,4746.196,,0.0033333336,4989.1504931309055,4989.1504931309055,5.4391416e-20,1.0,0.0033333334,500.0,500,299.999969473632,34794.24925448369,4989.1504931309055,498.9266666666667
4975.2725,100,1.0,2,94865.60503364606,307.61737,1.0,0.0025,1.0,4764.867,,0.0024999997,4975.271944048756,4975.271944048756,5.434597e-20,1.0,0.0025,500.0,500,400.0,94865.60503364606,4975.271944048756,497.5425
4989.712,100,1.3158035,1,75951.91948860149,170.6246,0.19011348,0.0026508204,1.0407975,4797.719,0.043137647,0.0020000003,4980.2030147109235,4980.2030147109235,1.7507938e-07,0.9927519,0.000383003,480.400859390194,500,479.07297495740124,75951.91948860149,4980.2030147109235,498.034
4999.9355,100,1.0,2,0.0041801260770394375,0.064337075,1.0,0.01,1.0,4579.125,,0.009999998,4999.936173307259,4999.936173307259,3.5044917e-18,1.0,0.01,500.0,500,100.0,0.0041801260770394375,4999.936173307259,500.0
4999.9326,100,1.0,2,0.004620998674907279,0.06780802,1.0,0.005,1.0,4702.3745,,0.0049999994,4999.932942100085,4999.932942100085,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,0.004620998674907279,4999.932942100085,500.0
4999.199,100,1.0,2,161.3078045856634,12.679512,1.0,0.0033333334,1.0,4756.244,,0.0033333336,4999.199393401025,4999.199393401025,5.4391416e-20,1.0,0.0033333334,500.0,500,299.999969473632,161.3078045856634,4999.199393401025,499.93
4999.379,100,1.0,2,120.97802008749576,10.985243,1.0,0.0025,1.0,4788.9736,,0.0024999997,4999.378436006073,4999.378436006073,5.434597e-20,1.0,0.0025,500.0,500,400.0,120.97802008749576,4999.378436006073,499.9475
4997.4067,100,1.1751212,1,40056.595309807315,48.62697,0.2396015,0.0023466917,1.0193646,4807.4014,0.020266801,0.002,4990.549446591766,4990.549446591766,8.082243e-08,1.001513,0.00047847902,490.50163430222017,500,490.1167043678491,40056.595309807315,4990.549446591766,499.066
4999.9385,100,1.0,2,0.004673350727181652,0.068031915,1.0,0.01,1.0,4579.128,,0.009999998,4999.938665563287,4999.938665563287,3.5044917e-18,1.0,0.01,500.0,500,100.0,0.004673350727181652,4999.938665563287,500.0
4999.926,100,1.0,2,0.006379452046858509,0.07969658,1.0,0.005,1.0,4702.3677,,0.0049999994,4999.925689719438,4999.925689719438,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,0.006379452046858509,4999.925689719438,500.0
4999.932,100,1.0,2,0.005272943915797429,0.07250945,1.0,0.0033333334,1.0,4756.977,,0.0033333336,4999.932348409125,4999.932348409125,5.4391416e-20,1.0,0.0033333334,500.0,500,299.999969473632,0.005272943915797429,4999.932348409125,500.0
4999.931,100,1.0,2,0.007233729931111538,0.08495582,1.0,0.0025,1.0,4789.526,,0.0024999997,4999.931403244106,4999.931403244106,5.434597e-20,1.0,0.0025,500.0,500,400.0,0.007233729931111538,4999.931403244106,500.0
4999.9287,100,1.0,1,0.008361772860859849,0.091363154,1.0,0.002,1.0,4811.7363,,0.0020000003,4999.928203214478,4999.928203214478,5.431875e-20,1.0,0.002,500.0,500,500.00000664260017,0.008361772860859849,4999.928203214478,500.0
4999.9185,100,1.0,2,0.011192345595732015,0.105236545,1.0,0.01,1.0,4579.108,,0.009999998,4999.919017790529,4999.919017790529,3.5044917e-18,1.0,0.01,500.0,500,100.0,0.011192345595732015,4999.919017790529,500.0
4999.925,100,1.0,2,0.00836621888709461,0.09121517,1.0,0.005,1.0,4702.3667,,0.0049999994,4999.924945709237,4999.924945709237,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,0.00836621888709461,4999.924945709237,500.0
4999.93,100,1.0,2,0.006976016266473498,0.083373964,1.0,0.0033333334,1.0,4756.975,,0.0033333336,4999.929700575021,4999.929700575021,5.4391416e-20,1.0,0.0033333334,500.0,500,299.999969473632,0.006976016266473498,4999.929700575021,500.0
4999.9263,100,1.0,2,0.010777020896631396,0.10366719,1.0,0.0025,1.0,4789.521,,0.0024999997,4999.926312913876,4999.926312913876,5.434597e-20,1.0,0.0025,500.0,500,400.0,0.010777020896631396,4999.926312913876,500.0
4999.9272,100,1.0,1,0.009960915065094472,0.09969345,1.0,0.002,1.0,4811.735,,0.0020000003,4999.926684546532,4999.926684546532,5.431875e-20,1.0,0.002,500.0,500,500.00000664260017,0.009960915065094472,4999.926684546532,500.0
4999.921,100,1.0,2,0.006555117577113824,0.08054875,1.0,0.01,1.0,4579.1104,,0.009999998,4999.921062648546,4999.921062648546,3.5044917e-18,1.0,0.01,500.0,500,100.0,0.006555117577113824,4999.921062648546,500.0
4999.923,100,1.0,2,0.006108058607625819,0.077956155,1.0,0.005,1.0,4702.3647,,0.0049999994,4999.922569746785,4999.922569746785,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,0.006108058607625819,4999.922569746785,500.0
4999.928,100,1.0,2,0.00530452543386981,0.07270465,1.0,0.0033333334,1.0,4756.973,,0.0033333336,4999.927474965867,4999.927474965867,5.4391416e-20,1.0,0.0033333334,500.0,500,299.999969473632,0.00530452543386981,4999.927474965867,500.0
4999.9287,100,1.0,2,0.005517859973931005,0.07418729,1.0,0.0025,1.0,4789.5234,,0.0024999997,4999.928549876093,4999.928549876093,5.434597e-20,1.0,0.0025,500.0,500,400.0,0.005517859973931005,4999.928549876093,500.0
4990.8022,100,1.4309722,1,49998.559860926005,203.9201,0.90928924,0.0028667117,1.0042922,4802.2065,0.0044991737,0.0019999999,4989.9278558969845,4989.9278558969845,1.80567e-08,0.99833703,0.0018216077,497.86304749392673,500,497.7575959189869,49998.559860926005,4989.9278558969845,499.002
4999.933,100,1.0,2,0.004787643546586808,0.06884236,1.0,0.01,1.0,4579.1226,,0.009999998,4999.933247158022,4999.933247158022,3.5044917e-18,1.0,0.01,500.0,500,100.0,0.004787643546586808,4999.933247158022,500.0
4999.924,100,1.0,2,0.010517981881294611,0.102292635,1.0,0.005,1.0,4702.3657,,0.0049999994,4999.9238218709115,4999.9238218709115,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,0.010517981881294611,4999.9238218709115,500.0
4999.9233,100,1.0,2,0.008971649801604312,0.09455792,1.0,0.0033333334,1.0,4756.9683,,0.0033333336,4999.923471662,4999.923471662,5.4391416e-20,1.0,0.0033333334,500.0,500,299.999969473632,0.008971649801604312,4999.923471662,500.0
4999.926,100,1.0,2,0.007753162320473158,0.087942556,1.0,0.0025,1.0,4789.5205,,0.0024999997,4999.925644759076,4999.925644759076,5.434597e-20,1.0,0.0025,500.0,500,400.0,0.007753162320473158,4999.925644759076,500.0
4999.927,100,1.0,1,0.0074377414928611,0.08615606,1.0,0.002,1.0,4811.7344,,0.0020000003,4999.926471174898,4999.926471174898,5.431875e-20,1.0,0.002,500.0,500,500.00000664260017,0.0074377414928611,4999.926471174898,500.0
4999.9263,100,1.0,2,0.007733097653640496,0.08751786,1.0,0.01,1.0,4579.1157,,0.009999998,4999.926652333551,4999.926652333551,3.5044917e-18,1.0,0.01,500.0,500,100.0,0.007733097653640496,4999.926652333551,500.0
4982.824,100,1.0,2,58505.91792159149,241.2745,1.0,0.005,1.0,4685.266,,0.0049999994,4982.823928043622,4982.823928043622,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,58505.91792159149,4982.823928043622,498.295
4988.5254,100,1.0,2,39003.96720312811,197.16481,1.0,0.0033333334,1.0,4745.5703,,0.0033333336,4988.525991035968,4988.525991035968,5.4391416e-20,1.0,0.0033333334,500.0,500,299.999969473632,39003.96720312811,4988.525991035968,498.86333333333334
4991.377,100,1.0,2,29252.988085562494,170.82114,1.0,0.0025,1.0,4780.9717,,0.0024999997,4991.377253907883,4991.377253907883,5.434597e-20,1.0,0.0025,500.0,500,400.0,29252.988085562494,4991.377253907883,499.1475
4997.2363,100,1.181028,1,23402.344705838004,60.169765,0.39560896,0.002347871,1.0154,4807.6006,0.012880765,0.002,4993.0841277394,4993.0841277394,5.0906085e-08,1.0060416,0.00078646635,492.4167563123452,500,493.7290267842477,23402.344705838004,4993.0841277394,499.318
4999.9316,100,1.0,2,0.003776985152307388,0.06115648,1.0,0.01,1.0,4579.121,,0.009999998,4999.931736369955,4999.931736369955,3.5044917e-18,1.0,0.01,500.0,500,100.0,0.003776985152307388,4999.931736369955,500.0
4999.9336,100,1.0,2,0.004106243356581534,0.06392528,1.0,0.005,1.0,4702.3755,,0.0049999994,4999.933475720507,4999.933475720507,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,0.004106243356581534,4999.933475720507,500.0
4992.2656,100,1.0,2,17634.857107283995,132.5748,1.0,0.0033333334,1.0,4749.3105,,0.0033333336,4992.265056389769,4992.265056389769,5.4391416e-20,1.0,0.0033333334,500.0,500,299.999969473632,17634.857107283995,4992.265056389769,499.2366666666667
4994.1787,100,1.0,2,13226.104454454944,114.86094,1.0,0.0025,1.0,4783.7734,,0.0024999997,4994.178326738029,4994.178326738029,5.434597e-20,1.0,0.0025,500.0,500,400.0,13226.104454454944,4994.178326738029,499.4275
4998.3945,100,1.1477379,1,10580.876840640252,34.3157,0.33558798,0.002281121,1.0101526,4809.2495,0.010240887,0.002,4995.327529661471,4995.327529661471,4.0452818e-08,1.0062928,0.00066697877,494.974730267765,500,495.0039267053949,10580.876840640252,4995.327529661471,499.542
4999.932,100,1.0,2,0.005472950697492433,0.07360984,1.0,0.01,1.0,4579.1216,,0.009999998,4999.932131433398,4999.932131433398,3.5044917e-18,1.0,0.01,500.0,500,100.0,0.005472950697492433,4999.932131433398,500.0
4974.926,100,1.0,2,124996.27370193631,352.66315,1.0,0.005,1.0,4677.3677,,0.0049999994,4974.925554859623,4974.925554859623,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,124996.27370193631,4974.925554859623,497.505
4983.255,100,1.0,2,83330.7163662306,288.18912,1.0,0.0033333334,1.0,4740.3,,0.0033333336,4983.25472363814,4983.25472363814,5.4391416e-20,1.0,0.0033333334,500.0,500,299.999969473632,83330.7163662306,4983.25472363814,498.33666666666664
4987.4243,100,1.0,2,62498.107724029745,249.68355,1.0,0.0025,1.0,4777.019,,0.0024999997,4987.424092970393,4987.424092970393,5.434597e-20,1.0,0.0025,500.0,500,400.0,62498.107724029745,4987.424092970393,498.7525
4992.1987,100,1.6241648,1,49998.534584080924,172.78035,0.44804022,0.0032328544,1.0118368,4802.896,0.012074739,0.002,4989.926419977701,4989.926419977701,4.783985e-08,1.0047868,0.00089181145,494.1508514118094,500,494.10234667378813,49998.534584080924,4989.926419977701,499.002
4949.926,100,1.0,2,249992.52914497652,497.4863,1.0,0.01,1.0,4529.115,,0.009999998,4949.9259800136415,4949.9259800136415,3.5044917e-18,1.0,0.01,500.0,500,100.0,249992.52914497652,4949.9259800136415,495.01
4974.926,100,1.0,2,124996.2759851471,352.66315,1.0,0.005,1.0,4677.3677,,0.0049999994,4974.925783692098,4974.925783692098,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,124996.2759851471,4974.925783692098,497.505
4983.2593,100,1.0,2,83330.87062655749,288.18936,1.0,0.0033333334,1.0,4740.304,,0.0033333336,4983.259529263705,4983.259529263705,5.4391416e-20,1.0,0.0033333334,500.0,500,299.999969473632,83330.87062655749,4983.259529263705,498.33666666666664
4987.4326,100,1.0,2,62498.2921522696,249.6839,1.0,0.0025,1.0,4777.0273,,0.0024999997,4987.431648566559,4987.431648566559,5.434597e-20,1.0,0.0025,500.0,500,400.0,62498.2921522696,4987.431648566559,498.7525
4992.697,100,1.3852689,1,49998.60828041015,161.66357,0.48687133,0.002759876,1.0137035,4803.2197,0.012361695,0.002,4989.930275516188,4989.930275516188,4.9066937e-08,1.0038632,0.0009699954,493.24089049281827,500,493.95292848806594,49998.60828041015,4989.930275516188,499.002
4999.9263,100,1.0,2,0.004978969486359734,0.07022033,1.0,0.01,1.0,4579.1157,,0.009999998,4999.926682027701,4999.926682027701,3.5044917e-18,1.0,0.01,500.0,500,100.0,0.004978969486359734,4999.926682027701,500.0
4999.923,100,1.0,2,0.00543985689512902,0.07357502,1.0,0.005,1.0,4702.3647,,0.0049999994,4999.923217217741,4999.923217217741,2.179301e-19,1.0,0.005,500.0,500,200.00000010221265,0.00543985689512902,4999.923217217741,500.0
