VarNormIw,MaxVanillaIw,VarDiscRet,VarRet,BatchSize,ESSRenyi,eRenyi2,MinNormIw,AvgNormIw,AvgRet,VarJ,MinVanillaIw,AvgVanillaIw,ESSClassic,Bound,AvgDiscRet,AvgEpLen,VarVanillaIw,VanillaAvgRet,MaxNormIw,J
0.00012146822,3.5848675,4591835.366272352,4591835.366272352,100,39.287172159946586,2.54536,2.0048034e-10,0.010000002,-1732.6940220715105,211.621,2.3148209e-08,1.1546373,45.402217937362195,-855.4189,-1732.6940220715105,200.0,1.6193993,-1732.6940220715105,0.031047562,-82.43463
9.98784e-06,1.3572264,253584.10357202752,253584.10357202752,100,89.0037134182047,1.1235486,0.0003832998,0.01,-97.73944588422135,59.709282,0.039950352,1.0422742,91.00178553175988,-304.50668,-97.73944588422135,200.0,0.108501464,-97.73944588422135,0.013021778,-18.340181
1.194676e-05,1.3388588,96.27929928370777,96.27929928370777,100,89.86964596304234,1.1127228,0.0008090233,0.01,-9.801216298843887,8.691113,0.08037115,0.9934343,89.42360823004259,-14.342415,-9.801216298843887,200.0,0.11790396,-9.801216298843887,0.013477075,-9.054429
0.00011946,3.0413966,70.15363886731527,70.15363886731527,100,46.192281866592396,2.1648638,4.967056e-12,0.01,-9.650713694889111,10.357745,5.265225e-10,1.0600293,45.815786939482685,-10.865447,-9.650713694889111,200.0,1.3423268,-9.650713694889111,0.028691627,-7.407958
0.000112847265,2.9634624,48.25962603279214,48.25962603279214,100,48.4904258004011,2.0622628,1.8323655e-08,0.01,-7.229351044292579,7.462719,1.7867926e-06,0.97512895,47.23246223519042,-8.653632,-7.229351044292579,200.0,1.0730381,-7.229351044292579,0.030390467,-5.858253
2.8852646e-05,3.9965882,53.708815282676305,53.708815282676305,100,77.24257724365458,1.2946228,0.0038585076,0.01,-8.582046153774275,7.8326383,0.39037207,1.0117178,77.78219138764764,-10.318325,-8.582046153774275,200.0,0.2953279,-8.582046153774275,0.039502997,-8.068477
9.281794e-05,6.286182,57.65280151294808,57.65280151294808,100,48.492589807975634,2.0621707,0.00033109615,0.01,-7.925099903554744,8.98097,0.037375227,1.128833,52.113252485149935,-9.195122,-7.925099903554744,200.0,1.1827453,-7.925099903554744,0.05568744,-6.4632936
0.0003192655,4.7229314,45.60428774882332,45.60428774882332,100,29.842489465880924,3.3509269,1.0784462e-22,0.01,-7.60208027158678,8.481983,7.957604e-21,0.73787683,24.03425446151703,-8.613684,-7.60208027158678,200.0,1.7382798,-7.60208027158678,0.064007044,-5.175683
0.0007805259,7.064045,59.61352720336345,59.61352720336345,100,20.017062425991394,4.995738,3.31149e-40,0.010000002,-8.887977772200436,10.729297,1.9839254e-38,0.59910417,11.458419075351163,-8.228997,-8.887977772200436,200.0,2.8015087,-8.887977772200436,0.117910124,-3.7227252
1.5589868e-06,1.881087,49.73871310804686,49.73871310804686,100,98.99914025218875,1.0101098,0.00933882,0.01,-8.001265683538257,6.9700766,0.93465364,1.0008262,98.48006577560191,-10.003273,-8.001265683538257,200.0,0.015615644,-8.001265683538257,0.01879534,-7.9870024
