VarJ,VarDiscRet,AvgVanillaIw,MinNormIw,AvgDiscRet,Delta,Bound,EpsThisIter,MaxVanillaIw,VarVanillaIw,VanillaAvgRet,J,VarNormIw,AvgNormIw,ESSClassic,eRenyi2,MaxNormIw,VarRet,MinVanillaIw,AvgEpLen,BatchSize,AvgRet,ESSRenyi,IterType
300.3281,92657.24835285237,1.0,0.0033333334,785.7070970677373,0.4,670.3857,100,1.0,,785.7070970677373,793.7894,5.4391416e-20,0.0033333336,299.999969473632,1.0,0.0033333334,92657.24835285237,1.0,85.18,500,785.7070970677373,500.0,2
296.28833,81309.15237976146,1.0,0.0025,802.740243290027,0.4,689.1563,100,1.0,,802.740243290027,796.0271,5.434597e-20,0.0024999997,400.0,1.0,0.0025,81309.15237976146,1.0,86.93,500,802.740243290027,500.0,2
1666.6256,97602.20424360936,1.857772,5.8343784e-07,803.116364181424,0.4,837.7439,100,400.45288,330.0071,803.116364181424,1086.4281,0.0003824709,0.002,5.185296868821104,6.768437,0.43111092,97602.20424360936,0.00054194726,86.98,500,803.116364181424,73.87229972635062,1
287.9378,83745.6457241944,1.0,0.01,907.3905647829841,0.4,672.0497,100,1.0,,907.3905647829841,907.3905,3.5044917e-18,0.009999998,100.0,1.0,0.01,83745.6457241944,1.0,98.19,500,907.3905647829841,500.0,2
292.35938,88602.3235269481,1.0,0.005,881.9538276998027,0.4,728.2611,100,1.0,,881.9538276998027,894.6722,2.179301e-19,0.0049999994,200.00000010221265,1.0,0.005,88602.3235269481,1.0,95.55,500,881.9538276998027,500.0,2
295.55026,91865.95317926089,1.0,0.0033333334,879.4448471601522,0.4,745.042,100,1.0,,879.4448471601522,889.59644,5.4391416e-20,0.0033333336,299.999969473632,1.0,0.0033333334,91865.95317926089,1.0,95.12,500,879.4448471601522,500.0,2
286.59222,63218.47136790133,1.0,0.0025,961.7471524698988,0.4,782.44617,100,1.0,,961.7471524698988,907.63403,5.434597e-20,0.0024999997,400.0,1.0,0.0025,63218.47136790133,1.0,104.13,500,961.7471524698988,500.0,2
614.71063,99906.67781913334,0.9558755,3.4907944e-06,875.4497651738053,0.4,832.5158,100,17.405699,1.8781523,875.4497651738053,1013.37885,8.222202e-06,0.002,163.8570746878524,2.609067,0.036418337,99906.67781913334,0.0016683824,94.76,500,875.4497651738053,191.63938950327235,1
336.17764,114156.97548640854,1.0,0.01,961.3543154949848,0.4,670.55927,100,1.0,,961.3543154949848,961.35425,3.5044917e-18,0.009999998,100.0,1.0,0.01,114156.97548640854,1.0,104.11,500,961.3543154949848,500.0,2
314.49536,85102.11412932095,1.0,0.005,928.2433625942655,0.4,739.1757,100,1.0,,928.2433625942655,944.7988,2.179301e-19,0.0049999994,200.00000010221265,1.0,0.005,85102.11412932095,1.0,100.47,500,928.2433625942655,500.0,2
300.31677,73490.46686409383,1.0,0.0033333334,944.1848330582667,0.4,776.7036,100,1.0,,944.1848330582667,944.5942,5.4391416e-20,0.0033333336,299.999969473632,1.0,0.0033333334,73490.46686409383,1.0,102.25,500,944.1848330582667,500.0,2
300.7326,91862.4130891801,1.0,0.0025,926.4777923535935,0.4,794.6675,100,1.0,,926.4777923535935,940.065,5.434597e-20,0.0024999997,400.0,1.0,0.0025,91862.4130891801,1.0,100.3,500,926.4777923535935,500.0,2
2968.4067,86172.84370893272,1.2618135,3.4202333e-07,964.7801881731025,0.4,938.02515,100,90.74318,29.02668,964.7801881731025,1229.9398,7.292342e-05,0.002,26.04927332879846,5.0385785,0.14382978,86172.84370893272,0.00021578482,104.49,500,964.7801881731025,99.2343374186652,1
361.51685,132014.57719598914,1.0,0.01,948.4620605053148,0.4,701.907,100,1.0,,948.4620605053148,948.4621,3.5044917e-18,0.009999998,100.0,1.0,0.01,132014.57719598914,1.0,102.92,500,948.4620605053148,500.0,2
350.37943,115769.8683765234,1.0,0.005,969.6710761079127,0.4,784.7257,100,1.0,,969.6710761079127,959.0665,2.179301e-19,0.0049999994,200.00000010221265,1.0,0.005,115769.8683765234,1.0,105.21,500,969.6710761079127,500.0,2
344.45984,111383.53428502806,1.0,0.0033333334,974.3897453760168,0.4,821.8257,100,1.0,,974.3897453760168,964.1744,5.4391416e-20,0.0033333336,299.999969473632,1.0,0.0033333334,111383.53428502806,1.0,105.65,500,974.3897453760168,500.0,2
343.14883,114578.5387988997,1.0,0.0025,917.7843137421422,0.4,829.29926,100,1.0,,917.7843137421422,952.57684,5.434597e-20,0.0024999997,400.0,1.0,0.0025,114578.5387988997,1.0,99.68,500,917.7843137421422,500.0,2
1043.5183,96761.07908226282,0.96208984,2.3991615e-09,909.1461909512406,0.4,911.0218,100,41.500782,7.825429,909.1461909512406,1145.2856,3.381714e-05,0.0019999999,52.980818576995645,4.513905,0.08627216,96761.07908226282,1.1541044e-06,98.59,500,909.1461909512406,110.76883422271214,1
384.24158,149132.9167537407,1.0,0.01,937.5113598590901,0.4,734.0364,100,1.0,,937.5113598590901,937.51135,3.5044917e-18,0.009999998,100.0,1.0,0.01,149132.9167537407,1.0,101.65,500,937.5113598590901,500.0,2
368.7193,125513.25246859532,1.0,0.005,933.4791405885217,0.4,790.5639,100,1.0,,933.4791405885217,935.49524,2.179301e-19,0.0049999994,200.00000010221265,1.0,0.005,125513.25246859532,1.0,101.32,500,933.4791405885217,500.0,2
370.67654,141392.69151064602,1.0,0.0033333334,913.6974024887564,0.4,787.2764,100,1.0,,913.6974024887564,928.2293,5.4391416e-20,0.0033333336,299.999969473632,1.0,0.0033333334,141392.69151064602,1.0,99.2,500,913.6974024887564,500.0,2
384.30325,176290.18407126918,1.0,0.0025,1001.4896999291948,0.4,816.39636,100,1.0,,1001.4896999291948,946.54443,5.434597e-20,0.0024999997,400.0,1.0,0.0025,176290.18407126918,1.0,108.74,500,1001.4896999291948,500.0,2
551.215,151027.3485157634,0.9611518,1.7065047e-06,936.4693585209766,0.4,868.95306,100,7.9164853,1.0882132,936.4693585209766,1047.5251,4.711834e-06,0.002,229.82137913643942,2.135237,0.016472913,151027.3485157634,0.000820105,101.6,500,936.4693585209766,234.1660457491782,1
407.49234,167727.2792345338,1.0,0.01,1013.3707805401172,0.4,753.36835,100,1.0,,1013.3707805401172,1013.3708,3.5044917e-18,0.009999998,100.0,1.0,0.01,167727.2792345338,1.0,109.97,500,1013.3707805401172,500.0,2
385.20837,132022.13274757442,1.0,0.005,1019.5449993638275,0.4,832.6084,100,1.0,,1019.5449993638275,1016.4579,2.179301e-19,0.0049999994,200.00000010221265,1.0,0.005,132022.13274757442,1.0,110.68,500,1019.5449993638275,500.0,2
387.94388,154408.11642958628,1.0,0.0033333334,963.5471375789331,0.4,848.70856,100,1.0,,963.5471375789331,998.82104,5.4391416e-20,0.0033333336,299.999969473632,1.0,0.0033333334,154408.11642958628,1.0,104.75,500,963.5471375789331,500.0,2
381.5864,132248.23266630035,1.0,0.0025,996.0876039713995,0.4,868.13635,100,1.0,,996.0876039713995,998.1376,5.434597e-20,0.0024999997,400.0,1.0,0.0025,132248.23266630035,1.0,108.03,500,996.0876039713995,500.0,2
2677.2383,140338.53071028757,1.4469117,2.0977786e-06,957.3184573486504,0.4,979.3441,100,192.302,76.14806,957.3184573486504,1215.9,0.00014549051,0.0019999999,13.404861291518529,4.1388793,0.26581028,140338.53071028757,0.0015176502,103.98,500,957.3184573486504,120.80564903185639,1
355.58337,127716.71305842069,1.0,0.01,995.0045908651608,0.4,766.7965,100,1.0,,995.0045908651608,995.0045,3.5044917e-18,0.009999998,100.0,1.0,0.01,127716.71305842069,1.0,108.08,500,995.0045908651608,500.0,2
377.10934,158523.89665882144,1.0,0.005,949.2933038319877,0.4,780.67786,100,1.0,,949.2933038319877,972.1489,2.179301e-19,0.0049999994,200.00000010221265,1.0,0.005,158523.89665882144,1.0,102.94,500,949.2933038319877,500.0,2
372.8941,132958.52071271604,1.0,0.0033333334,931.5623227251468,0.4,802.2846,100,1.0,,931.5623227251468,958.6201,5.4391416e-20,0.0033333336,299.999969473632,1.0,0.0033333334,132958.52071271604,1.0,101.27,500,931.5623227251468,500.0,2
370.7497,133466.87036922335,1.0,0.0025,985.4314512400814,0.4,829.9324,100,1.0,,985.4314512400814,965.3229,5.434597e-20,0.0024999997,400.0,1.0,0.0025,133466.87036922335,1.0,106.97,500,985.4314512400814,500.0,2
433.37338,136314.08493749035,0.9863132,1.0973367e-06,949.3296470569809,0.4,896.3951,100,16.740513,1.7493012,949.3296470569809,1072.672,7.192748e-06,0.002,178.9170737848856,2.118968,0.03394563,136314.08493749035,0.0005411589,103.1,500,949.3296470569809,235.96392095230252,1
319.44025,103072.7986160927,1.0,0.01,1065.9380897205408,0.4,837.9454,100,1.0,,1065.9380897205408,1065.9381,3.5044917e-18,0.009999998,100.0,1.0,0.01,103072.7986160927,1.0,115.72,500,1065.9380897205408,500.0,2
335.1317,123059.49383882915,1.0,0.005,1027.065215767823,0.4,805.8728,100,1.0,,1027.065215767823,1046.5017,2.179301e-19,0.0049999994,200.00000010221265,1.0,0.005,123059.49383882915,1.0,111.49,500,1027.065215767823,500.0,2
334.9075,112650.7255072143,1.0,0.0033333334,1023.9733195063916,0.4,842.51953,100,1.0,,1023.9733195063916,1038.9922,5.4391416e-20,0.0033333336,299.999969473632,1.0,0.0033333334,112650.7255072143,1.0,111.17,500,1023.9733195063916,500.0,2
348.8292,150967.61817857894,1.0,0.0025,1006.7390730674992,0.4,838.98535,100,1.0,,1006.7390730674992,1030.929,5.434597e-20,0.0024999997,400.0,1.0,0.0025,150967.61817857894,1.0,109.41,500,1006.7390730674992,500.0,2
8684.518,118846.58270545454,3.294145,5.931715e-09,1002.394228405193,0.4,1753.0247,100,1226.7603,3014.5425,1002.394228405193,2619.0862,0.0011112095,0.002,1.79696609218092,25.448376,0.74481255,118846.58270545454,9.769965e-06,108.95,500,1002.394228405193,19.64761939452918,1
345.87512,120837.98391289746,1.0,0.01,1031.323685652314,0.4,787.82416,100,1.0,,1031.323685652314,1031.3237,3.5044917e-18,0.009999998,100.0,1.0,0.01,120837.98391289746,1.0,111.91,500,1031.323685652314,500.0,2
360.7152,141858.04463948525,1.0,0.005,1013.3319163228803,0.4,850.1476,100,1.0,,1013.3319163228803,1022.32776,2.179301e-19,0.0049999994,200.00000010221265,1.0,0.005,141858.04463948525,1.0,109.91,500,1013.3319163228803,500.0,2
364.91693,140668.8655578426,1.0,0.0033333334,1022.4250505962361,0.4,857.3092,100,1.0,,1022.4250505962361,1022.3602,5.4391416e-20,0.0033333336,299.999969473632,1.0,0.0033333334,140668.8655578426,1.0,110.81,500,1022.4250505962361,500.0,2
360.72565,121843.4130558953,1.0,0.0025,1000.0322950682379,0.4,873.8399,100,1.0,,1000.0322950682379,1016.7783,5.434597e-20,0.0024999997,400.0,1.0,0.0025,121843.4130558953,1.0,108.47,500,1000.0322950682379,500.0,2
432.11917,114173.58203998183,1.015769,7.4924865e-05,1012.3024017431444,0.4,915.5542,100,5.2303085,0.52928615,1012.3024017431444,1068.0226,2.0519208e-06,0.002,330.69785318386477,1.4222366,0.010298224,114173.58203998183,0.038053177,109.84,500,1012.3024017431444,351.55895540746747,1
364.55536,134243.04362482057,1.0,0.01,1052.4031103819846,0.4,850.3241,100,1.0,,1052.4031103819846,1052.4032,3.5044917e-18,0.009999998,100.0,1.0,0.01,134243.04362482057,1.0,113.97,500,1052.4031103819846,500.0,2
340.07816,97975.82999914844,1.0,0.005,1105.4996513293218,0.4,871.7414,100,1.0,,1105.4996513293218,1078.9514,2.179301e-19,0.0049999994,200.00000010221265,1.0,0.005,97975.82999914844,1.0,120.12,500,1105.4996513293218,500.0,2
334.08752,104513.46089138079,1.0,0.0033333334,1089.1076592210848,0.4,913.1505,100,1.0,,1089.1076592210848,1082.3368,5.4391416e-20,0.0033333336,299.999969473632,1.0,0.0033333334,104513.46089138079,1.0,117.95,500,1089.1076592210848,500.0,2
342.96497,130485.90966322327,1.0,0.0025,989.4179212879218,0.4,912.5875,100,1.0,,989.4179212879218,1059.1072,5.434597e-20,0.0024999997,400.0,1.0,0.0025,130485.90966322327,1.0,107.38,500,989.4179212879218,500.0,2
4324.0615,122168.02150361984,2.8301206,9.096242e-09,982.8242397080629,0.4,1215.3823,100,944.426,1787.3427,982.8242397080629,1722.5066,0.0008926023,0.0019999999,2.2350933392457337,14.974323,0.66741043,122168.02150361984,1.2871731e-05,106.57,500,982.8242397080629,33.39049056803728,1
320.96375,104058.31343035206,1.0,0.01,1025.6003313476567,0.4,768.1723,100,1.0,,1025.6003313476567,1025.6002,3.5044917e-18,0.009999998,100.0,1.0,0.01,104058.31343035206,1.0,111.27,500,1025.6003313476567,500.0,2
353.84915,148437.29863247016,1.0,0.005,995.6733128796913,0.4,793.891,100,1.0,,995.6733128796913,1010.6368,2.179301e-19,0.0049999994,200.00000010221265,1.0,0.005,148437.29863247016,1.0,108.09,500,995.6733128796913,500.0,2
345.5065,107777.39037267484,1.0,0.0033333334,1049.4855220715808,0.4,846.6142,100,1.0,,1049.4855220715808,1023.58636,5.4391416e-20,0.0033333336,299.999969473632,1.0,0.0033333334,107777.39037267484,1.0,113.79,500,1049.4855220715808,500.0,2
348.30075,126750.94800340763,1.0,0.0025,1070.4331516312332,0.4,867.8577,100,1.0,,1070.4331516312332,1035.2981,5.434597e-20,0.0024999997,400.0,1.0,0.0025,126750.94800340763,1.0,115.84,500,1070.4331516312332,500.0,2
5237.3223,121725.20288770036,1.5965935,4.909267e-08,1023.2482923968969,0.4,1125.4602,100,281.00552,183.3708,1023.2482923968969,1675.6754,0.0002877408,0.0019999999,6.868949414833411,13.497545,0.35200635,121725.20288770036,3.919052e-05,111.08,500,1023.2482923968969,37.043772850836156,1
372.81848,140397.60801332022,1.0,0.01,1068.8895969175644,0.4,787.42053,100,1.0,,1068.8895969175644,1068.8896,3.5044917e-18,0.009999998,100.0,1.0,0.01,140397.60801332022,1.0,115.76,500,1068.8895969175644,500.0,2
365.41977,129345.54243015598,1.0,0.005,1062.9745953259285,0.4,850.0762,100,1.0,,1062.9745953259285,1065.932,2.179301e-19,0.0049999994,200.00000010221265,1.0,0.005,129345.54243015598,1.0,115.13,500,1062.9745953259285,500.0,2
