AvgDiscRet,MaxNormIw,AvgEpLen,AvgNormIw,VarVanillaIw,VarNormIw,eRenyi2,AvgRet,AvgVanillaIw,MinVanillaIw,ESSClassic,Delta,MaxVanillaIw,J,ESSRenyi,VarRet,VarJ,EpsThisIter,IterType,MinNormIw,VarDiscRet,Bound,BatchSize,VanillaAvgRet
89.24410264605085,0.14064944,9.93,0.01,4.702224,0.00040056792,4.6344295,89.24410264605085,1.0834618,2.071117e-08,20.13846342578392,0.4,15.238829,232.13885,21.57762912894328,9036.091134061846,620.0143,100,1,1.9115737e-10,9036.091134061846,63.43477,100,89.24410264605085
303.1781696547868,0.21945603,31.32,0.01,8.8279295,0.0004954214,2.2984073,303.1781696547868,1.3348794,0.036419407,16.935739283187935,0.4,29.294735,1377.764,43.50838917663592,284067.61005560897,8010.306,100,1,0.00027282917,284067.61005560897,449.49695,100,303.1781696547868
303.0798021054894,0.13354701,31.32,0.01,12.597882,0.00029801048,1.6693699,303.1781696547868,2.0560467,0.034135826,25.314508367221126,0.4,27.45789,326.24747,119.80567978868427,284067.61005560897,616.09406,100,,0.00016602651,309174.63766732,-464.931,200,303.1781696547868
278.5810315518075,0.1346206,28.87,0.005,6.4238596,0.00010273306,2.620778,278.5810315518075,1.2502961,0.022040514,39.30218656508118,0.4,33.663124,984.7606,76.313214474807,78240.6361047542,7679.6553,100,1,8.8141176e-05,78240.6361047542,283.85486,200,278.5810315518075
415.6711948084874,0.01,42.56,0.009999998,,3.5044917e-18,1.0,415.6711948084874,1.0,1.0,100.0,0.4,1.0,415.67114,200.0,707228.9452096492,836.7536,100,2,0.01,707228.9452096492,-196.6886,200,415.6711948084874
381.48064862853084,0.3119346,39.14,0.005,30.729374,0.00079166127,26.200008,381.48064862853084,0.9850929,8.3143336e-30,6.152310869961431,0.4,61.456905,4063.1362,7.633585341084058,533322.9604816417,5900.9497,100,1,4.2200761e-32,533322.9604816417,1846.7229,200,381.48064862853084
3160.638293295471,0.01,316.6,0.009999998,,3.5044917e-18,1.0,3160.638293295471,1.0,1.0,100.0,0.4,1.0,3160.6382,200.0,4020223.510737723,1994.9989,100,2,0.01,4020223.510737723,2548.2656,200,3160.638293295471
3073.468135930991,0.04079029,307.9,0.005,2.5515609,6.220299e-05,3.4146445,3073.468135930991,1.0126686,1.8318578e-09,57.54271942130338,0.4,8.261409,4770.5186,58.57125132234846,3934110.5781243015,718.6878,100,1,9.044705e-12,3934110.5781243015,3970.365,200,3073.468135930991
4585.860735448574,0.01,458.72,0.009999998,,3.5044917e-18,1.0,4585.860735448574,1.0,1.0,100.0,0.4,1.0,4585.8604,200.0,1400186.1161911353,1177.3633,100,2,0.01,1400186.1161911353,3973.4878,200,4585.860735448574
4671.261689633342,0.012035794,467.26,0.005,0.39136675,9.407699e-06,1.3652338,4671.261689633342,1.0198123,0.00495736,145.51522177510387,0.4,2.4548502,4936.083,146.49505680506925,1074949.9757266755,247.22604,100,1,2.4305258e-05,1074949.9757266755,4430.137,200,4671.261689633342
