AvgNormIw,VarNormIw,Bound,VanillaAvgRet,AvgDiscRet,J,VarVanillaIw,ESSClassic,VarJ,MinNormIw,MaxNormIw,BatchSize,ESSRenyi,eRenyi2,AvgEpLen,MinVanillaIw,MaxVanillaIw,AvgVanillaIw,VarDiscRet,VarRet,AvgRet
0.010000002,0.0006566855,3416.5466,3337.1506683165567,3337.1506683165567,4574.324,6.1964054,13.33122241252091,1229.2805,1.9348705e-33,0.11961773,100,13.210578556835355,7.569691,334.59,1.8795034e-31,11.619482,0.9713846,2211034.9558824785,2211034.9558824785,3337.1506683165567
0.01,0.0012922744,3119.9373,3150.087702566563,3150.087702566563,4312.577,14.537884,7.249783411009591,2890.1487,1.5212305e-11,0.28392774,100,12.449539091746987,8.032426,315.92,1.6134976e-09,30.114876,1.0606529,2165826.3920971733,2165826.3920971733,3150.087702566563
0.01,0.00013060597,2825.4683,3082.1340454765927,3082.1340454765927,3442.577,1.3654078,43.61100953856729,1935.0695,8.681899e-11,0.072281234,100,46.499693793882706,2.1505518,309.18,8.876963e-09,7.390524,1.0224679,1954366.9678103598,1954366.9678103598,3082.1340454765927
0.010000002,0.00010567243,2998.1794,3250.9095347538196,3250.9095347538196,3610.6658,1.0045089,48.87209880719461,1491.1476,1.9954578e-05,0.038485087,100,47.20415555534297,2.1184576,326.0,0.0019455327,3.7522218,0.9749807,1834281.7463693097,1834281.7463693097,3250.9095347538196
0.01,7.081173e-05,3056.2812,3369.465565029761,3369.465565029761,3590.9429,0.7581093,58.78769308053649,1408.8904,0.0018514947,0.05481933,100,61.946212165463564,1.6143037,337.96,0.19157365,5.672141,1.0346973,1502971.0984700175,1502971.0984700175,3369.465565029761
0.01,0.0022656787,3717.8926,3305.5339160663793,3305.5339160663793,4632.3115,37.418106,4.267992770802206,1865.8636,5.5241477e-16,0.46557868,100,21.177894344811317,4.7219048,331.47,7.0991613e-14,59.83218,1.2851143,1758926.1337674786,1758926.1337674786,3305.5339160663793
0.01,0.00048012432,3046.8706,3241.580874996753,3241.580874996753,3970.1172,4.3318152,17.381539178192053,2389.4329,5.329848e-15,0.11117696,100,20.774854836688487,4.8135114,325.13,5.0625926e-13,10.560219,0.9498568,1736218.733201025,1736218.733201025,3241.580874996753
0.01,0.00073248096,3477.4592,3390.2877929787555,3390.2877929787555,4563.0283,9.948957,12.118916513557007,1523.41,6.302754e-14,0.18854658,100,15.026513030453174,6.654904,339.92,7.345492e-12,21.974007,1.1654418,1739721.598208436,1739721.598208436,3390.2877929787555
0.01,0.00113959,3578.9412,3456.6448710000514,3456.6448710000514,4638.1523,12.067901,8.142034921511568,1350.5476,3.00082e-40,0.2668929,100,15.783674120330916,6.3356605,346.54,3.0880397e-38,27.464935,1.029062,1962800.595661175,1962800.595661175,3456.6448710000514
0.01,0.0021088729,3162.9216,3170.888015987695,3170.888015987695,4162.8823,53.02612,4.5708351953337285,4040.2703,6.7580986e-05,0.4557082,100,17.709481350785044,5.6466928,318.03,0.010716286,72.26144,1.5856954,2045799.2532303361,2045799.2532303361,3170.888015987695
0.01,0.00027136915,3456.517,3569.5380208163174,3569.5380208163174,4189.9033,3.80349,27.125599963820154,1810.6517,8.310126e-08,0.13622047,100,32.92362844838041,3.0373323,357.77,9.838266e-06,16.12699,1.1838889,2052541.4416488695,2052541.4416488695,3569.5380208163174
0.01,0.00035593697,3159.5095,3381.4147664218963,3381.4147664218963,3925.7,3.3037376,22.105429655875156,1782.335,2.8262746e-22,0.10763599,100,30.16474047761549,3.3151288,338.96,2.722893e-20,10.369881,0.96342134,1984487.8569750087,1984487.8569750087,3381.4147664218963
0.009999999,0.00060112315,3708.295,3576.6940991906977,3576.6940991906977,4650.357,4.1558475,14.386173539891946,1033.3364,4.0212482e-38,0.13511755,100,19.953280169037797,5.0117073,358.51,3.343559e-36,11.234658,0.83147293,1827993.7687093876,1827993.7687093876,3576.6940991906977
0.01,0.001462194,3469.0227,3397.1959703121784,3397.1959703121784,4682.867,7.804201,6.461735104196473,1545.7579,,0.19972342,100,12.018412914255613,8.320566,340.6,,14.591191,0.73056984,1847873.3523780177,1847873.3523780177,3397.1959703121784
0.01,0.0018089751,3456.4658,3371.7729868086735,3371.7729868086735,4384.8115,44.518875,5.288529079920505,2348.9463,6.5831814e-06,0.41749787,100,20.547167567103635,4.866851,338.02,0.0010327415,65.49529,1.5687575,2137593.9341202406,2137593.9341202406,3371.7729868086735
0.01,0.0013693847,3350.6,3347.2282698253784,3347.2282698253784,4598.062,7.7077804,6.86959004060623,1845.5957,6.0848683e-19,0.22565769,100,11.379382942472354,8.787823,335.6,4.5651294e-17,16.929808,0.75024295,1970748.9823384099,1970748.9823384099,3347.2282698253784
0.010000002,0.00041370597,3294.42,3465.340748086091,3465.340748086091,4120.3433,2.4867294,19.624428639125853,2181.155,4.1491786e-13,0.097444564,100,25.959310832108287,3.8521824,347.43,3.2168476e-11,7.5548525,0.77529746,1791320.1435056727,1791320.1435056727,3465.340748086091
0.01,0.00031665634,2999.576,3197.7515587652592,3197.7515587652592,3633.1858,3.288564,24.184392178194475,2690.5698,0.00041764765,0.17587481,100,44.10920791325355,2.2671003,320.73,0.04256171,17.92308,1.0190817,1845070.7977584223,1845070.7977584223,3197.7515587652592
0.01,1.5072142e-05,2807.07,3176.4560289073665,3176.4560289073665,3258.6172,0.13877693,87.015986717522,1474.0192,0.0036180543,0.022807797,100,86.84885036628032,1.1514257,318.58,0.3471732,2.18854,0.9595578,1894629.565728354,1894629.565728354,3176.4560289073665
0.01,6.6405526e-05,3209.4463,3416.804142470703,3416.804142470703,3788.4019,0.67201525,60.334931397519824,1409.5226,0.0007424464,0.05771059,100,52.83024714236348,1.892855,342.55,0.07468829,5.8055444,1.0059756,1885629.442189983,1885629.442189983,3416.804142470703
0.01,5.4785145e-05,2988.6104,3340.8013445493834,3340.8013445493834,3504.659,0.584056,64.83514973186072,1661.5422,0.0008937427,0.055087287,100,66.49531966489042,1.5038652,334.98,0.09228017,5.6878386,1.0325139,1895531.2443152827,1895531.2443152827,3340.8013445493834
0.009999999,1.0894464e-05,3216.6348,3612.2462238309236,3612.2462238309236,3672.981,0.10551922,90.26452714679874,1362.9534,0.004354188,0.019319355,100,85.03239318934625,1.1760224,362.09,0.428519,1.9013213,0.98415357,1679267.9307198925,1679267.9307198925,3612.2462238309236
0.01,9.679034e-05,3212.9395,3397.8186191668333,3397.8186191668333,3779.1243,1.2457354,51.0666730965793,1455.0488,0.0015449356,0.06914268,100,55.240281760333026,1.8102732,340.66,0.17526987,7.844099,1.13448,1853003.4061708464,1853003.4061708464,3397.8186191668333
0.009999999,3.8135062e-05,3179.996,3500.7748716563433,3500.7748716563433,3679.9521,0.40173304,72.59332956865782,1670.4307,0.0012968339,0.025262978,100,70.84507453817646,1.4115307,350.95,0.13310394,2.592932,1.0263762,1890039.7575716558,1890039.7575716558,3500.7748716563433
0.01,3.0372024e-05,2999.8308,3292.1186727280005,3292.1186727280005,3532.3025,0.3391541,76.88268297547083,1617.2572,0.004092669,0.03481716,100,62.4565923523321,1.601112,330.01,0.43248227,3.6792138,1.0567242,2311453.6690121177,2311453.6690121177,3292.1186727280005
0.01,5.0829745e-05,3092.2961,3438.851352222118,3438.851352222118,3597.565,0.4130186,66.52410350750331,1645.3593,3.0197776e-05,0.037110887,100,69.36305221614104,1.4416897,344.78,0.0027220794,3.345239,0.90141714,1981196.8396610501,1981196.8396610501,3438.851352222118
0.01,6.3586944e-05,3227.0688,3495.349096840166,3495.349096840166,3784.9058,0.42592174,61.368120243435335,1314.4758,0.00014645545,0.032890048,100,56.906104745366015,1.7572807,350.48,0.011986338,2.6918166,0.8184289,1577279.272429309,1577279.272429309,3495.349096840166
0.009999998,3.5044917e-18,3035.4072,3456.217987786446,3456.217987786446,3456.2178,,100.0,1342.128,0.01,0.01,100,100.0,1.0,346.5,1.0,1.0,1.0,1819502.7077181598,1819502.7077181598,3456.217987786446
0.009999998,3.5044917e-18,2954.0574,3374.867270284898,3374.867270284898,3374.8674,,100.0,1303.8077,0.01,0.01,100,100.0,1.0,338.38,1.0,1.0,1.0,1717085.2247071145,1717085.2247071145,3374.867270284898
0.009999998,3.5044917e-18,2851.1213,3271.931528101164,3271.931528101164,3271.9316,,100.0,1485.5039,0.01,0.01,100,100.0,1.0,328.08,1.0,1.0,1.0,2229012.1165961656,2229012.1165961656,3271.931528101164
0.009999998,3.5044917e-18,3150.6145,3571.423731945382,3571.423731945382,3571.424,,100.0,1302.7949,0.01,0.01,100,100.0,1.0,358.02,1.0,1.0,1.0,1714418.9328745266,1714418.9328745266,3571.423731945382
0.009999998,3.5044917e-18,2978.8943,3399.7049621064675,3399.7049621064675,3399.7048,,100.0,1338.9357,0.01,0.01,100,100.0,1.0,340.92,1.0,1.0,1.0,1810857.586643896,1810857.586643896,3399.7049621064675
0.009999998,3.5044917e-18,2808.6145,3229.4232937958423,3229.4232937958423,3229.4233,,100.0,1446.5127,0.01,0.01,100,100.0,1.0,323.85,1.0,1.0,1.0,2113534.4572167713,2113534.4572167713,3229.4232937958423
0.009999998,3.5044917e-18,2884.526,3305.3357971818164,3305.3357971818164,3305.3357,,100.0,1338.8003,0.01,0.01,100,100.0,1.0,331.47,1.0,1.0,1.0,1810491.1544539733,1810491.1544539733,3305.3357971818164
0.009999998,3.5044917e-18,3281.41,3702.2196646176267,3702.2196646176267,3702.2197,,100.0,1321.5713,0.01,0.01,100,100.0,1.0,370.98,1.0,1.0,1.0,1764192.4424138505,1764192.4424138505,3702.2196646176267
0.009999998,3.5044917e-18,3008.1687,3428.979232755904,3428.979232755904,3428.9792,,100.0,1301.8722,0.01,0.01,100,100.0,1.0,343.8,1.0,1.0,1.0,1711991.0018905583,1711991.0018905583,3428.979232755904
0.009999998,3.5044917e-18,2653.2263,3074.0363547864026,3074.0363547864026,3074.0361,,100.0,1428.3204,0.01,0.01,100,100.0,1.0,308.39,1.0,1.0,1.0,2060706.5671710917,2060706.5671710917,3074.0363547864026
0.009999998,3.5044917e-18,3093.9714,3514.781775077362,3514.781775077362,3514.7817,,100.0,1391.8062,0.01,0.01,100,100.0,1.0,352.33,1.0,1.0,1.0,1956691.4374401546,1956691.4374401546,3514.781775077362
0.009999998,3.5044917e-18,3025.4485,3446.2590359692117,3446.2590359692117,3446.259,,100.0,1313.8737,0.01,0.01,100,100.0,1.0,345.54,1.0,1.0,1.0,1743701.2199758433,1743701.2199758433,3446.2590359692117
0.009999998,3.5044917e-18,3204.1265,3624.936719325758,3624.936719325758,3624.9365,,100.0,1251.0974,0.01,0.01,100,100.0,1.0,363.38,1.0,1.0,1.0,1581055.3874361776,1581055.3874361776,3624.936719325758
0.009999998,3.5044917e-18,2871.5642,3292.3742495581428,3292.3742495581428,3292.374,,100.0,1373.7195,0.01,0.01,100,100.0,1.0,330.16,1.0,1.0,1.0,1906166.668404382,1906166.668404382,3292.3742495581428
0.009999998,3.5044917e-18,2885.1084,3305.919081815088,3305.919081815088,3305.919,,100.0,1292.9115,0.01,0.01,100,100.0,1.0,331.57,1.0,1.0,1.0,1688505.3541196329,1688505.3541196329,3305.919081815088
0.009999998,3.5044917e-18,3204.5515,3625.3622021779242,3625.3622021779242,3625.362,,100.0,1100.2145,0.01,0.01,100,100.0,1.0,363.49,1.0,1.0,1.0,1222698.9112985588,1222698.9112985588,3625.3622021779242
0.009999998,3.5044917e-18,3075.0789,3495.889621858701,3495.889621858701,3495.8894,,100.0,1286.5077,0.01,0.01,100,100.0,1.0,350.45,1.0,1.0,1.0,1671820.515850773,1671820.515850773,3495.889621858701
0.009999998,3.5044917e-18,2932.508,3353.3184027067914,3353.3184027067914,3353.318,,100.0,1218.7377,0.01,0.01,100,100.0,1.0,336.3,1.0,1.0,1.0,1500324.637422122,1500324.637422122,3353.3184027067914
0.009999998,3.5044917e-18,2710.5364,3131.3472868008907,3131.3472868008907,3131.347,,100.0,1407.4055,0.01,0.01,100,100.0,1.0,314.07,1.0,1.0,1.0,2000798.5847123873,2000798.5847123873,3131.3472868008907
0.009999998,3.5044917e-18,2909.2532,3330.0636786899004,3330.0636786899004,3330.0637,,100.0,1333.6927,0.01,0.01,100,100.0,1.0,333.94,1.0,1.0,1.0,1796703.6307810051,1796703.6307810051,3330.0636786899004
0.009999998,3.5044917e-18,2926.8262,3347.636541358763,3347.636541358763,3347.6362,,100.0,1323.9178,0.01,0.01,100,100.0,1.0,335.71,1.0,1.0,1.0,1770463.074350353,1770463.074350353,3347.636541358763
0.009999998,3.5044917e-18,2837.6433,3258.4528313028773,3258.4528313028773,3258.453,,100.0,1379.7935,0.01,0.01,100,100.0,1.0,326.78,1.0,1.0,1.0,1923060.6592390472,1923060.6592390472,3258.4528313028773
0.009999998,3.5044917e-18,2614.0403,3034.849874824619,3034.849874824619,3034.8499,,100.0,1437.1217,0.01,0.01,100,100.0,1.0,304.42,1.0,1.0,1.0,2086180.5511168155,2086180.5511168155,3034.849874824619
0.009999998,3.5044917e-18,3060.8054,3481.6151053019025,3481.6151053019025,3481.615,,100.0,1339.4303,0.01,0.01,100,100.0,1.0,349.05,1.0,1.0,1.0,1812195.5210182955,1812195.5210182955,3481.6151053019025
0.009999998,3.5044917e-18,2939.1624,3359.972291456049,3359.972291456049,3359.9722,,100.0,1321.5383,0.01,0.01,100,100.0,1.0,336.97,1.0,1.0,1.0,1764104.6829972726,1764104.6829972726,3359.972291456049
0.009999998,3.5044917e-18,2839.385,3260.1955121677684,3260.1955121677684,3260.1956,,100.0,1399.7765,0.01,0.01,100,100.0,1.0,326.95,1.0,1.0,1.0,1979165.9711010167,1979165.9711010167,3260.1955121677684
0.009999998,3.5044917e-18,3139.0044,3559.8147501629765,3559.8147501629765,3559.815,,100.0,1273.8068,0.01,0.01,100,100.0,1.0,356.9,1.0,1.0,1.0,1638973.4105040636,1638973.4105040636,3559.8147501629765
0.009999998,3.5044917e-18,3010.5693,3431.3798317804008,3431.3798317804008,3431.38,,100.0,1291.0262,0.01,0.01,100,100.0,1.0,344.03,1.0,1.0,1.0,1683584.7444253564,1683584.7444253564,3431.3798317804008
0.009999998,3.5044917e-18,2974.071,3394.881639745765,3394.881639745765,3394.8813,,100.0,1312.2249,0.01,0.01,100,100.0,1.0,340.41,1.0,1.0,1.0,1739327.4851499922,1739327.4851499922,3394.881639745765
0.009999998,3.5044917e-18,3159.564,3580.374149127786,3580.374149127786,3580.374,,100.0,1359.3063,0.01,0.01,100,100.0,1.0,358.87,1.0,1.0,1.0,1866377.5080500077,1866377.5080500077,3580.374149127786
0.009999998,3.5044917e-18,2931.4792,3352.288904020952,3352.288904020952,3352.289,,100.0,1365.4064,0.01,0.01,100,100.0,1.0,336.14,1.0,1.0,1.0,1883166.2361611568,1883166.2361611568,3352.288904020952
0.009999998,3.5044917e-18,2743.4998,3164.3095030847494,3164.3095030847494,3164.3096,,100.0,1330.4081,0.01,0.01,100,100.0,1.0,317.39,1.0,1.0,1.0,1787864.5296094457,1787864.5296094457,3164.3095030847494
0.009999998,3.5044917e-18,2737.7686,3158.5789069381526,3158.5789069381526,3158.5789,,100.0,1423.4727,0.01,0.01,100,100.0,1.0,316.79,1.0,1.0,1.0,2046741.6594492604,2046741.6594492604,3158.5789069381526
0.009999998,3.5044917e-18,2986.8813,3407.691595178574,3407.691595178574,3407.6914,,100.0,1199.8748,0.01,0.01,100,100.0,1.0,341.73,1.0,1.0,1.0,1454242.0360981966,1454242.0360981966,3407.691595178574
0.009999998,3.5044917e-18,3095.5198,3516.3299344400984,3516.3299344400984,3516.3298,,100.0,1321.2424,0.01,0.01,100,100.0,1.0,352.48,1.0,1.0,1.0,1763314.5665514027,1763314.5665514027,3516.3299344400984
0.009999998,3.5044917e-18,3068.3499,3489.159930726475,3489.159930726475,3489.1597,,100.0,1402.3663,0.01,0.01,100,100.0,1.0,349.81,1.0,1.0,1.0,1986496.555349248,1986496.555349248,3489.159930726475
0.009999998,3.5044917e-18,3362.0808,3782.8914649193493,3782.8914649193493,3782.8914,,100.0,1209.4015,0.01,0.01,100,100.0,1.0,379.16,1.0,1.0,1.0,1477426.3695542107,1477426.3695542107,3782.8914649193493
0.009999998,3.5044917e-18,2916.7878,3337.5979667104093,3337.5979667104093,3337.5981,,100.0,1394.8707,0.01,0.01,100,100.0,1.0,334.71,1.0,1.0,1.0,1965317.6390738932,1965317.6390738932,3337.5979667104093
0.009999998,3.5044917e-18,2937.653,3358.463243903965,3358.463243903965,3358.4634,,100.0,1353.9902,0.01,0.01,100,100.0,1.0,336.76,1.0,1.0,1.0,1851807.5477808807,1851807.5477808807,3358.463243903965
0.009999998,3.5044917e-18,2687.3594,3108.1694104092435,3108.1694104092435,3108.1694,,100.0,1426.0306,0.01,0.01,100,100.0,1.0,311.76,1.0,1.0,1.0,2054104.5948402635,2054104.5948402635,3108.1694104092435
0.009999998,3.5044917e-18,3053.5159,3474.3265432254852,3474.3265432254852,3474.3264,,100.0,1338.6516,0.01,0.01,100,100.0,1.0,348.3,1.0,1.0,1.0,1810089.0986299217,1810089.0986299217,3474.3265432254852
0.009999998,3.5044917e-18,2897.1108,3317.920831642343,3317.920831642343,3317.921,,100.0,1407.1544,0.01,0.01,100,100.0,1.0,332.68,1.0,1.0,1.0,2000084.4710934039,2000084.4710934039,3317.920831642343
0.009999998,3.5044917e-18,3042.712,3463.5215723641363,3463.5215723641363,3463.5215,,100.0,1314.2578,0.01,0.01,100,100.0,1.0,347.24,1.0,1.0,1.0,1744720.7437829294,1744720.7437829294,3463.5215723641363
0.009999998,3.5044917e-18,3087.386,3508.1954348174227,3508.1954348174227,3508.1953,,100.0,1292.181,0.01,0.01,100,100.0,1.0,351.78,1.0,1.0,1.0,1686597.8970858534,1686597.8970858534,3508.1954348174227
0.009999998,3.5044917e-18,2846.1704,3266.98118009252,3266.98118009252,3266.981,,100.0,1372.4141,0.01,0.01,100,100.0,1.0,327.63,1.0,1.0,1.0,1902546.00675965,1902546.00675965,3266.98118009252
0.009999998,3.5044917e-18,2996.4285,3417.23888538546,3417.23888538546,3417.239,,100.0,1386.3625,0.01,0.01,100,100.0,1.0,342.63,1.0,1.0,1.0,1941415.1381773294,1941415.1381773294,3417.23888538546
0.009999998,3.5044917e-18,3151.2808,3572.091083118615,3572.091083118615,3572.091,,100.0,1358.9854,0.01,0.01,100,100.0,1.0,358.05,1.0,1.0,1.0,1865496.3190903969,1865496.3190903969,3572.091083118615
0.009999998,3.5044917e-18,2984.2559,3405.066547677544,3405.066547677544,3405.0664,,100.0,1296.9338,0.01,0.01,100,100.0,1.0,341.45,1.0,1.0,1.0,1699027.7174214574,1699027.7174214574,3405.066547677544
0.009999998,3.5044917e-18,2904.4395,3325.250138742537,3325.250138742537,3325.25,,100.0,1332.7444,0.01,0.01,100,100.0,1.0,333.44,1.0,1.0,1.0,1794149.2702206683,1794149.2702206683,3325.250138742537
0.009999998,3.5044917e-18,2869.9963,3290.806596648017,3290.806596648017,3290.8066,,100.0,1409.0641,0.01,0.01,100,100.0,1.0,329.97,1.0,1.0,1.0,2005516.7682466847,2005516.7682466847,3290.806596648017
0.009999998,3.5044917e-18,3079.0356,3499.84637098938,3499.84637098938,3499.8462,,100.0,1351.8707,0.01,0.01,100,100.0,1.0,350.91,1.0,1.0,1.0,1846014.8298458587,1846014.8298458587,3499.84637098938
0.009999998,3.5044917e-18,3141.4048,3562.2142104394775,3562.2142104394775,3562.2144,,100.0,1262.1509,0.01,0.01,100,100.0,1.0,357.13,1.0,1.0,1.0,1609115.9398328608,1609115.9398328608,3562.2142104394775
0.009999998,3.5044917e-18,3110.9067,3531.7163332315895,3531.7163332315895,3531.7163,,100.0,1214.5051,0.01,0.01,100,100.0,1.0,354.13,1.0,1.0,1.0,1489921.8565917374,1489921.8565917374,3531.7163332315895
0.009999998,3.5044917e-18,2981.2869,3402.0962883936254,3402.0962883936254,3402.0964,,100.0,1349.7518,0.01,0.01,100,100.0,1.0,341.13,1.0,1.0,1.0,1840232.2272068548,1840232.2272068548,3402.0962883936254
0.009999998,3.5044917e-18,3120.247,3541.0572180102686,3541.0572180102686,3541.0574,,100.0,1354.9333,0.01,0.01,100,100.0,1.0,354.97,1.0,1.0,1.0,1854388.3166017514,1854388.3166017514,3541.0572180102686
0.009999998,3.5044917e-18,2876.7827,3297.592656455097,3297.592656455097,3297.5925,,100.0,1390.3859,0.01,0.01,100,100.0,1.0,330.69,1.0,1.0,1.0,1952699.8079029282,1952699.8079029282,3297.592656455097
0.009999998,3.5044917e-18,3195.3403,3616.150986041719,3616.150986041719,3616.151,,100.0,1274.2432,0.01,0.01,100,100.0,1.0,362.47,1.0,1.0,1.0,1640096.5047775148,1640096.5047775148,3616.150986041719
0.009999998,3.5044917e-18,3117.8552,3538.6656996926217,3538.6656996926217,3538.6655,,100.0,1335.901,0.01,0.01,100,100.0,1.0,354.75,1.0,1.0,1.0,1802658.4383844966,1802658.4383844966,3538.6656996926217
0.009999998,3.5044917e-18,3032.8425,3453.6524402085356,3453.6524402085356,3453.6523,,100.0,1256.0189,0.01,0.01,100,100.0,1.0,346.27,1.0,1.0,1.0,1593518.7904063321,1593518.7904063321,3453.6524402085356
0.009999998,3.5044917e-18,3032.0781,3452.889035394091,3452.889035394091,3452.8887,,100.0,1307.2744,0.01,0.01,100,100.0,1.0,346.25,1.0,1.0,1.0,1726228.7654112384,1726228.7654112384,3452.889035394091
0.009999998,3.5044917e-18,2821.011,3241.8217830759545,3241.8217830759545,3241.8215,,100.0,1326.6133,0.01,0.01,100,100.0,1.0,325.15,1.0,1.0,1.0,1777679.831732889,1777679.831732889,3241.8217830759545
0.009999998,3.5044917e-18,3058.054,3478.864496460337,3478.864496460337,3478.8645,,100.0,1277.3947,0.01,0.01,100,100.0,1.0,348.78,1.0,1.0,1.0,1648219.3337076595,1648219.3337076595,3478.864496460337
0.009999998,3.5044917e-18,2890.1184,3310.9285637577004,3310.9285637577004,3310.9285,,100.0,1431.1215,0.01,0.01,100,100.0,1.0,332.0,1.0,1.0,1.0,2068796.4719285183,2068796.4719285183,3310.9285637577004
0.009999998,3.5044917e-18,3347.543,3768.3529169436106,3768.3529169436106,3768.353,,100.0,1166.6029,0.01,0.01,100,100.0,1.0,377.73,1.0,1.0,1.0,1374709.3040416187,1374709.3040416187,3768.3529169436106
0.009999998,3.5044917e-18,2902.2896,3323.1000009574723,3323.1000009574723,3323.0996,,100.0,1389.1233,0.01,0.01,100,100.0,1.0,333.2,1.0,1.0,1.0,1949155.1359083222,1949155.1359083222,3323.1000009574723
0.009999998,3.5044917e-18,2998.5586,3419.368889215153,3419.368889215153,3419.3687,,100.0,1315.0735,0.01,0.01,100,100.0,1.0,342.88,1.0,1.0,1.0,1746887.0464056174,1746887.0464056174,3419.368889215153
0.009999998,3.5044917e-18,2981.0808,3401.891559839976,3401.891559839976,3401.8914,,100.0,1457.454,0.01,0.01,100,100.0,1.0,341.05,1.0,1.0,1.0,2145628.488068742,2145628.488068742,3401.891559839976
0.009999998,3.5044917e-18,2933.705,3354.5154904200476,3354.5154904200476,3354.5154,,100.0,1537.3707,0.01,0.01,100,100.0,1.0,336.27,1.0,1.0,1.0,2387382.772985865,2387382.772985865,3354.5154904200476
0.009999998,3.5044917e-18,3149.142,3569.9525954110786,3569.9525954110786,3569.9526,,100.0,1184.7703,0.01,0.01,100,100.0,1.0,357.9,1.0,1.0,1.0,1417859.2263722739,1417859.2263722739,3569.9525954110786
0.009999998,3.5044917e-18,2961.9644,3382.773581843329,3382.773581843329,3382.7737,,100.0,1144.5477,0.01,0.01,100,100.0,1.0,339.27,1.0,1.0,1.0,1323221.5428720706,1323221.5428720706,3382.773581843329
0.009999998,3.5044917e-18,2975.9824,3396.7929217419623,3396.7929217419623,3396.793,,100.0,1370.5591,0.01,0.01,100,100.0,1.0,340.53,1.0,1.0,1.0,1897406.388424556,1897406.388424556,3396.7929217419623
0.009999998,3.5044917e-18,2960.7983,3381.6084154070722,3381.6084154070722,3381.6084,,100.0,1388.5043,0.01,0.01,100,100.0,1.0,339.04,1.0,1.0,1.0,1947418.097953607,1947418.097953607,3381.6084154070722
0.009999998,3.5044917e-18,2882.9343,3303.745317377158,3303.745317377158,3303.7449,,100.0,1308.3717,0.01,0.01,100,100.0,1.0,331.34,1.0,1.0,1.0,1729127.9400877655,1729127.9400877655,3303.745317377158
