BatchSize,VarVanillaIw,ESSClassic,VanillaAvgRet,AvgRet,AvgDiscRet,MinVanillaIw,ESSRenyi,EpsThisIter,VarRet,MaxNormIw,Bound,IterType,VarNormIw,VarDiscRet,eRenyi2,J,Delta,AvgVanillaIw,VarJ,MinNormIw,MaxVanillaIw,AvgNormIw,AvgEpLen
500,,400.0,-58.2837251566,-58.2837251566,-58.2837251566,1.0,500.0,100,44.1421788293,0.0025,-61.7863,2,5.4346e-20,44.1421788293,1.0,-61.7863,1.0,1.0,36.4414,0.0025,1.0,0.0025,85.73
500,,500.000006643,-71.8622650863,-71.8622650863,-71.8622650863,1.0,500.0,100,5060.02572376,0.002,-63.8015,1,5.43187e-20,5060.02572376,1.0,-63.8015,1.0,1.0,45.6126,0.002,1.0,0.002,100.92
500,,100.0,-58.6993241487,-58.6993241487,-58.6993241487,1.0,500.0,100,55.9562655281,0.01,-58.6993,2,3.50449e-18,55.9562655281,1.0,-58.6993,1.0,1.0,7.4429,0.01,1.0,0.01,86.11
500,,200.000000102,-62.4714620994,-62.4714620994,-62.4714620994,1.0,500.0,100,1329.46660207,0.005,-60.5854,2,2.1793e-19,1329.46660207,1.0,-60.5854,1.0,1.0,26.2553,0.005,1.0,0.005,90.08
500,,299.999969474,-65.0156930418,-65.0156930418,-65.0156930418,1.0,500.0,100,2603.73418109,0.00333333,-62.0622,2,5.43914e-20,2603.73418109,1.0,-62.0622,1.0,1.0,36.3752,0.00333333,1.0,0.00333333,92.84
500,,400.0,-62.40172681,-62.40172681,-62.40172681,1.0,500.0,100,1331.74190481,0.0025,-62.147,2,5.4346e-20,1331.74190481,1.0,-62.147,1.0,1.0,36.3592,0.0025,1.0,0.0025,90.58
500,,500.000006643,-58.8532446253,-58.8532446253,-58.8532446253,1.0,500.0,100,66.6116808198,0.002,-61.4883,1,5.43187e-20,66.6116808198,1.0,-61.4883,1.0,1.0,32.7494,0.002,1.0,0.002,86.43
500,,100.0,-58.3041625339,-58.3041625339,-58.3041625339,1.0,500.0,100,60.4564525199,0.01,-58.3042,2,3.50449e-18,60.4564525199,1.0,-58.3042,1.0,1.0,7.7364,0.01,1.0,0.01,85.28
500,,200.000000102,-58.964045178,-58.964045178,-58.964045178,1.0,500.0,100,66.5930373996,0.005,-58.6341,2,2.1793e-19,66.5930373996,1.0,-58.6341,1.0,1.0,7.93715,0.005,1.0,0.005,86.96
500,,299.999969474,-62.1669107431,-62.1669107431,-62.1669107431,1.0,500.0,100,1328.00118882,0.00333333,-59.8117,2,5.43914e-20,1328.00118882,1.0,-59.8117,1.0,1.0,21.9776,0.00333333,1.0,0.00333333,90.26
500,,400.0,-66.2152664949,-66.2152664949,-66.2152664949,1.0,500.0,100,2589.38524736,0.0025,-61.4126,2,5.4346e-20,2589.38524736,1.0,-61.4126,1.0,1.0,31.7934,0.0025,1.0,0.0025,94.88
500,,500.000006643,-57.9072941031,-57.9072941031,-57.9072941031,1.0,500.0,100,47.8001906972,0.002,-60.7115,1,5.43187e-20,47.8001906972,1.0,-60.7115,1.0,1.0,28.6372,0.002,1.0,0.002,84.85
500,,100.0,-72.0699247657,-72.0699247657,-72.0699247657,1.0,500.0,100,5060.2962975,0.01,-72.0699,2,3.50449e-18,5060.2962975,1.0,-72.0699,1.0,1.0,70.7792,0.01,1.0,0.01,101.47
500,,200.000000102,-57.9524372467,-57.9524372467,-57.9524372467,1.0,500.0,100,42.6716377334,0.005,-65.0112,2,2.1793e-19,42.6716377334,1.0,-65.0112,1.0,1.0,50.7523,0.005,1.0,0.005,85.0
500,,299.999969474,-58.4394921723,-58.4394921723,-58.4394921723,1.0,500.0,100,39.0431045395,0.00333333,-62.8206,2,5.43914e-20,39.0431045395,1.0,-62.8206,1.0,1.0,41.7094,0.00333333,1.0,0.00333333,85.6
500,,400.0,-62.6243163288,-62.6243163288,-62.6243163288,1.0,500.0,100,1338.98478976,0.0025,-62.7715,2,5.4346e-20,1338.98478976,1.0,-62.7715,1.0,1.0,40.4495,0.0025,1.0,0.0025,91.46
500,,500.000006643,-62.4713361217,-62.4713361217,-62.4713361217,1.0,500.0,100,1340.17433221,0.002,-62.7115,1,5.43187e-20,1340.17433221,1.0,-62.7115,1.0,1.0,39.6775,0.002,1.0,0.002,91.17
500,,100.0,-58.885398732,-58.885398732,-58.885398732,1.0,500.0,100,63.2760513727,0.01,-58.8854,2,3.50449e-18,63.2760513727,1.0,-58.8854,1.0,1.0,7.91475,0.01,1.0,0.01,86.68
500,,200.000000102,-68.6919834737,-68.6919834737,-68.6919834737,1.0,500.0,100,3841.36321371,0.005,-63.7887,2,2.1793e-19,3841.36321371,1.0,-63.7887,1.0,1.0,44.2362,0.005,1.0,0.005,97.38
500,,299.999969474,-62.8176705891,-62.8176705891,-62.8176705891,1.0,500.0,100,1333.01526207,0.00333333,-63.465,2,5.43914e-20,1333.01526207,1.0,-63.465,1.0,1.0,41.7692,0.00333333,1.0,0.00333333,90.99
500,,400.0,-61.8059060523,-61.8059060523,-61.8059060523,1.0,500.0,100,1329.1470188,0.0025,-63.0502,2,5.4346e-20,1329.1470188,1.0,-63.0502,1.0,1.0,40.4719,0.0025,1.0,0.0025,89.64
500,,500.000006643,-57.0379579258,-57.0379579258,-57.0379579258,1.0,500.0,100,53.1068901335,0.002,-61.8478,1,5.43187e-20,53.1068901335,1.0,-61.8478,1.0,1.0,36.4236,0.002,1.0,0.002,83.45
500,,100.0,-61.1777805071,-61.1777805071,-61.1777805071,1.0,500.0,100,1337.99826233,0.01,-61.1778,2,3.50449e-18,1337.99826233,1.0,-61.1778,1.0,1.0,36.3953,0.01,1.0,0.01,88.1
500,,200.000000102,-60.06292979,-60.06292979,-60.06292979,1.0,500.0,100,1358.14417763,0.005,-60.6204,2,2.1793e-19,1358.14417763,1.0,-60.6204,1.0,1.0,36.5363,0.005,1.0,0.005,86.97
500,,299.999969474,-59.3843620048,-59.3843620048,-59.3843620048,1.0,500.0,100,61.7425162728,0.00333333,-60.2084,2,5.43914e-20,61.7425162728,1.0,-60.2084,1.0,1.0,30.177,0.00333333,1.0,0.00333333,87.14
500,,400.0,-65.5854835622,-65.5854835622,-65.5854835622,1.0,500.0,100,2602.56707148,0.0025,-61.5526,2,5.4346e-20,2602.56707148,1.0,-61.5526,1.0,1.0,36.504,0.0025,1.0,0.0025,94.04
500,,500.000006643,-57.7277604188,-57.7277604188,-57.7277604188,1.0,500.0,100,48.5457699605,0.002,-60.7877,1,5.43187e-20,48.5457699605,1.0,-60.7877,1.0,1.0,32.8327,0.002,1.0,0.002,84.84
500,,100.0,-57.8916149259,-57.8916149259,-57.8916149259,1.0,500.0,100,54.9558939683,0.01,-57.8916,2,3.50449e-18,54.9558939683,1.0,-57.8916,1.0,1.0,7.37606,0.01,1.0,0.01,85.11
500,,200.000000102,-57.4934213023,-57.4934213023,-57.4934213023,1.0,500.0,100,51.6782169069,0.005,-57.6925,2,2.1793e-19,51.6782169069,1.0,-57.6925,1.0,1.0,7.26798,0.005,1.0,0.005,84.32
500,,299.999969474,-58.0210624361,-58.0210624361,-58.0210624361,1.0,500.0,100,51.99926033,0.00333333,-57.802,2,5.43914e-20,51.99926033,1.0,-57.802,1.0,1.0,7.23874,0.00333333,1.0,0.00333333,84.7
500,,400.0,-61.3943697022,-61.3943697022,-61.3943697022,1.0,500.0,100,1338.03849602,0.0025,-58.7001,2,5.4346e-20,1338.03849602,1.0,-58.7001,1.0,1.0,19.3102,0.0025,1.0,0.0025,89.24
500,,500.000006643,-56.3077765703,-56.3077765703,-56.3077765703,1.0,500.0,100,68.1276751181,0.002,-58.2217,1,5.43187e-20,68.1276751181,1.0,-58.2217,1.0,1.0,17.6837,0.002,1.0,0.002,82.14
500,,100.0,-57.3270911728,-57.3270911728,-57.3270911728,1.0,500.0,100,50.6858812564,0.01,-57.3271,2,3.50449e-18,50.6858812564,1.0,-57.3271,1.0,1.0,7.08371,0.01,1.0,0.01,83.82
500,,200.000000102,-69.3006569414,-69.3006569414,-69.3006569414,1.0,500.0,100,3822.13481544,0.005,-63.3139,2,2.1793e-19,3822.13481544,1.0,-63.3139,1.0,1.0,44.1915,0.005,1.0,0.005,98.38
500,,299.999969474,-58.0647306399,-58.0647306399,-58.0647306399,1.0,500.0,100,49.856650825,0.00333333,-61.5642,2,5.43914e-20,49.856650825,1.0,-61.5642,1.0,1.0,36.3937,0.00333333,1.0,0.00333333,85.08
500,,400.0,-57.1120239358,-57.1120239358,-57.1120239358,1.0,500.0,100,60.2449304187,0.0025,-60.4511,2,5.4346e-20,60.2449304187,1.0,-60.4511,1.0,1.0,31.812,0.0025,1.0,0.0025,83.53
500,,500.000006643,-65.1013385208,-65.1013385208,-65.1013385208,1.0,500.0,100,2600.8579399,0.002,-61.3812,1,5.43187e-20,2600.8579399,1.0,-61.3812,1.0,1.0,36.4422,0.002,1.0,0.002,92.93
500,,100.0,-62.2603380749,-62.2603380749,-62.2603380749,1.0,500.0,100,1352.9228789,0.01,-62.2603,2,3.50449e-18,1352.9228789,1.0,-62.2603,1.0,1.0,36.5977,0.01,1.0,0.01,90.17
500,,200.000000102,-56.7830438627,-56.7830438627,-56.7830438627,1.0,500.0,100,45.2268255763,0.005,-59.5217,2,2.1793e-19,45.2268255763,1.0,-59.5217,1.0,1.0,26.4497,0.005,1.0,0.005,83.42
500,,299.999969474,-58.186346236,-58.186346236,-58.186346236,1.0,500.0,100,57.9331934041,0.00333333,-59.0766,2,5.43914e-20,57.9331934041,1.0,-59.0766,1.0,1.0,22.0432,0.00333333,1.0,0.00333333,85.3
500,,400.0,-57.9726523608,-57.9726523608,-57.9726523608,1.0,500.0,100,58.0595817332,0.0025,-58.8006,2,5.4346e-20,58.0595817332,1.0,-58.8006,1.0,1.0,19.4686,0.0025,1.0,0.0025,84.83
500,,500.000006643,-62.9208765446,-62.9208765446,-62.9208765446,1.0,500.0,100,1329.66477623,0.002,-59.6247,1,5.43187e-20,1329.66477623,1.0,-59.6247,1.0,1.0,23.8581,0.002,1.0,0.002,91.2
500,,100.0,-57.9669481976,-57.9669481976,-57.9669481976,1.0,500.0,100,41.0135431537,0.01,-57.9669,2,3.50449e-18,41.0135431537,1.0,-57.9669,1.0,1.0,6.37208,0.01,1.0,0.01,84.77
500,,200.000000102,-58.265697777,-58.265697777,-58.265697777,1.0,500.0,100,46.5981074177,0.005,-58.1163,2,2.1793e-19,46.5981074177,1.0,-58.1163,1.0,1.0,6.58711,0.005,1.0,0.005,85.96
500,,299.999969474,-61.4383356175,-61.4383356175,-61.4383356175,1.0,500.0,100,1339.37096363,0.00333333,-59.2237,2,5.43914e-20,1339.37096363,1.0,-59.2237,1.0,1.0,21.7571,0.00333333,1.0,0.00333333,89.13
500,,400.0,-60.8564693138,-60.8564693138,-60.8564693138,1.0,500.0,100,1342.39134604,0.0025,-59.6319,2,5.4346e-20,1342.39134604,1.0,-59.6319,1.0,1.0,26.2254,0.0025,1.0,0.0025,88.24
500,,500.000006643,-61.0690738758,-61.0690738758,-61.0690738758,1.0,500.0,100,1348.73299262,0.002,-59.9193,1,5.43187e-20,1348.73299262,1.0,-59.9193,1.0,1.0,28.5936,0.002,1.0,0.002,88.28
500,,100.0,-58.547960526,-58.547960526,-58.547960526,1.0,500.0,100,50.2846720983,0.01,-58.548,2,3.50449e-18,50.2846720983,1.0,-58.548,1.0,1.0,7.05562,0.01,1.0,0.01,86.36
500,,200.000000102,-58.4404045732,-58.4404045732,-58.4404045732,1.0,500.0,100,51.3037747029,0.005,-58.4942,2,2.1793e-19,51.3037747029,1.0,-58.4942,1.0,1.0,7.09149,0.005,1.0,0.005,85.86
500,,299.999969474,-58.3920364176,-58.3920364176,-58.3920364176,1.0,500.0,100,62.8117980511,0.00333333,-58.4601,2,5.43914e-20,62.8117980511,1.0,-58.4601,1.0,1.0,7.36589,0.00333333,1.0,0.00333333,85.75
500,,400.0,-64.6484690441,-64.6484690441,-64.6484690441,1.0,500.0,100,2606.86449175,0.0025,-60.0072,2,5.4346e-20,2606.86449175,1.0,-60.0072,1.0,1.0,26.3263,0.0025,1.0,0.0025,92.66
500,,500.000006643,-69.7396129054,-69.7396129054,-69.7396129054,1.0,500.0,100,3810.91859833,0.002,-61.9537,1,5.43187e-20,3810.91859833,1.0,-61.9537,1.0,1.0,36.3892,0.002,1.0,0.002,99.0
500,,100.0,-63.6819585723,-63.6819585723,-63.6819585723,1.0,500.0,100,1340.7536945,0.01,-63.682,2,3.50449e-18,1340.7536945,1.0,-63.682,1.0,1.0,36.4328,0.01,1.0,0.01,92.94
500,,200.000000102,-60.603233643,-60.603233643,-60.603233643,1.0,500.0,100,1339.61205935,0.005,-62.1426,2,2.1793e-19,1339.61205935,1.0,-62.1426,1.0,1.0,36.4575,0.005,1.0,0.005,87.33
500,,299.999969474,-61.6132773115,-61.6132773115,-61.6132773115,1.0,500.0,100,1323.68634542,0.00333333,-61.9662,2,5.43914e-20,1323.68634542,1.0,-61.9662,1.0,1.0,36.3728,0.00333333,1.0,0.00333333,89.35
500,,400.0,-57.696197895,-57.696197895,-57.696197895,1.0,500.0,100,40.8339598272,0.0025,-60.8987,2,5.4346e-20,40.8339598272,1.0,-60.8987,1.0,1.0,31.7137,0.0025,1.0,0.0025,84.7
500,,500.000006643,-58.1323015909,-58.1323015909,-58.1323015909,1.0,500.0,100,34.1623657389,0.002,-60.3454,1,5.43187e-20,34.1623657389,1.0,-60.3454,1.0,1.0,28.5061,0.002,1.0,0.002,85.2
500,,100.0,-58.8021766989,-58.8021766989,-58.8021766989,1.0,500.0,100,58.2565090394,0.01,-58.8022,2,3.50449e-18,58.2565090394,1.0,-58.8022,1.0,1.0,7.59434,0.01,1.0,0.01,86.26
500,,200.000000102,-57.6590715834,-57.6590715834,-57.6590715834,1.0,500.0,100,46.8735061356,0.005,-58.2306,2,2.1793e-19,46.8735061356,1.0,-58.2306,1.0,1.0,7.23644,0.005,1.0,0.005,84.37
500,,299.999969474,-59.0305156845,-59.0305156845,-59.0305156845,1.0,500.0,100,53.5310590389,0.00333333,-58.4973,2,5.43914e-20,53.5310590389,1.0,-58.4973,1.0,1.0,7.26072,0.00333333,1.0,0.00333333,86.52
500,,400.0,-59.8611177208,-59.8611177208,-59.8611177208,1.0,500.0,100,1342.61616591,0.0025,-58.8382,2,5.4346e-20,1342.61616591,1.0,-58.8382,1.0,1.0,19.2921,0.0025,1.0,0.0025,86.28
500,,500.000006643,-60.7416816916,-60.7416816916,-60.7416816916,1.0,500.0,100,1341.82924144,0.002,-59.2189,1,5.43187e-20,1341.82924144,1.0,-59.2189,1.0,1.0,23.7489,0.002,1.0,0.002,87.93
500,,100.0,-62.0357258964,-62.0357258964,-62.0357258964,1.0,500.0,100,1336.45434491,0.01,-62.0357,2,3.50449e-18,1336.45434491,1.0,-62.0357,1.0,1.0,36.3743,0.01,1.0,0.01,89.73
500,,200.000000102,-62.1242431068,-62.1242431068,-62.1242431068,1.0,500.0,100,1338.91818378,0.005,-62.08,2,2.1793e-19,1338.91818378,1.0,-62.08,1.0,1.0,36.3911,0.005,1.0,0.005,89.9
500,,299.999969474,-62.0736073108,-62.0736073108,-62.0736073108,1.0,500.0,100,1325.62842012,0.00333333,-62.0779,2,5.43914e-20,1325.62842012,1.0,-62.0779,1.0,1.0,36.3364,0.00333333,1.0,0.00333333,90.2
500,,400.0,-69.0465140896,-69.0465140896,-69.0465140896,1.0,500.0,100,3836.75229704,0.0025,-63.82,2,5.4346e-20,3836.75229704,1.0,-63.82,1.0,1.0,44.1469,0.0025,1.0,0.0025,97.89
500,,500.000006643,-58.6932376485,-58.6932376485,-58.6932376485,1.0,500.0,100,55.9020484337,0.002,-62.7947,1,5.43187e-20,55.9020484337,1.0,-62.7947,1.0,1.0,39.6791,0.002,1.0,0.002,86.35
500,,100.0,-58.0676858328,-58.0676858328,-58.0676858328,1.0,500.0,100,38.9553208964,0.01,-58.0677,2,3.50449e-18,38.9553208964,1.0,-58.0677,1.0,1.0,6.21013,0.01,1.0,0.01,85.14
500,,200.000000102,-57.5588613072,-57.5588613072,-57.5588613072,1.0,500.0,100,49.6287578127,0.005,-57.8133,2,2.1793e-19,49.6287578127,1.0,-57.8133,1.0,1.0,6.62675,0.005,1.0,0.005,84.23
500,,299.999969474,-58.9702004763,-58.9702004763,-58.9702004763,1.0,500.0,100,47.055085348,0.00333333,-58.1989,2,5.43914e-20,47.055085348,1.0,-58.1989,1.0,1.0,6.71577,0.00333333,1.0,0.00333333,86.83
500,,400.0,-59.0155477951,-59.0155477951,-59.0155477951,1.0,500.0,100,57.1392472281,0.0025,-58.4031,2,5.4346e-20,57.1392472281,1.0,-58.4031,1.0,1.0,6.93492,0.0025,1.0,0.0025,86.76
500,,500.000006643,-58.7948271704,-58.7948271704,-58.7948271704,1.0,500.0,100,50.3766142023,0.002,-58.4814,1,5.43187e-20,50.3766142023,1.0,-58.4814,1.0,1.0,6.9623,0.002,1.0,0.002,86.51
500,,100.0,-61.3850935122,-61.3850935122,-61.3850935122,1.0,500.0,100,1336.96108439,0.01,-61.3851,2,3.50449e-18,1336.96108439,1.0,-61.3851,1.0,1.0,36.3812,0.01,1.0,0.01,88.81
500,,200.000000102,-65.2181828257,-65.2181828257,-65.2181828257,1.0,500.0,100,2585.66295751,0.005,-63.3016,2,2.1793e-19,2585.66295751,1.0,-63.3016,1.0,1.0,44.1064,0.005,1.0,0.005,93.35
500,,299.999969474,-58.2925590447,-58.2925590447,-58.2925590447,1.0,500.0,100,57.2496651316,0.00333333,-61.6319,2,5.43914e-20,57.2496651316,1.0,-61.6319,1.0,1.0,36.3508,0.00333333,1.0,0.00333333,86.04
500,,400.0,-57.1641191025,-57.1641191025,-57.1641191025,1.0,500.0,100,47.4019874216,0.0025,-60.515,2,5.4346e-20,47.4019874216,1.0,-60.515,1.0,1.0,31.7256,0.0025,1.0,0.0025,83.71
500,,500.000006643,-58.3528007425,-58.3528007425,-58.3528007425,1.0,500.0,100,58.4098805062,0.002,-60.0826,1,5.43187e-20,58.4098805062,1.0,-60.0826,1.0,1.0,28.5924,0.002,1.0,0.002,85.85
500,,100.0,-61.6664861311,-61.6664861311,-61.6664861311,1.0,500.0,100,1335.05020981,0.01,-61.6665,2,3.50449e-18,1335.05020981,1.0,-61.6665,1.0,1.0,36.3552,0.01,1.0,0.01,89.16
500,,200.000000102,-61.7412742473,-61.7412742473,-61.7412742473,1.0,500.0,100,1346.73448166,0.005,-61.7039,2,2.1793e-19,1346.73448166,1.0,-61.7039,1.0,1.0,36.4347,0.005,1.0,0.005,89.47
500,,299.999969474,-59.5647544125,-59.5647544125,-59.5647544125,1.0,500.0,100,57.7529706144,0.00333333,-60.9908,2,5.43914e-20,57.7529706144,1.0,-60.9908,1.0,1.0,30.0843,0.00333333,1.0,0.00333333,87.99
500,,400.0,-58.2883994788,-58.2883994788,-58.2883994788,1.0,500.0,100,49.119919502,0.0025,-60.3152,2,5.4346e-20,49.119919502,1.0,-60.3152,1.0,1.0,26.3121,0.0025,1.0,0.0025,85.84
500,,500.000006643,-58.7687093215,-58.7687093215,-58.7687093215,1.0,500.0,100,46.9543545514,0.002,-60.0059,1,5.43187e-20,46.9543545514,1.0,-60.0059,1.0,1.0,23.739,0.002,1.0,0.002,86.27
500,,100.0,-65.4415652235,-65.4415652235,-65.4415652235,1.0,500.0,100,2587.7616962,0.01,-65.4416,2,3.50449e-18,2587.7616962,1.0,-65.4416,1.0,1.0,50.6151,0.01,1.0,0.01,93.75
500,,200.000000102,-65.9168005238,-65.9168005238,-65.9168005238,1.0,500.0,100,2587.73526711,0.005,-65.6792,2,2.1793e-19,2587.73526711,1.0,-65.6792,1.0,1.0,50.6155,0.005,1.0,0.005,94.95
500,,299.999969474,-58.5452951615,-58.5452951615,-58.5452951615,1.0,500.0,100,65.9203528,0.00333333,-63.3012,2,5.43914e-20,65.9203528,1.0,-63.3012,1.0,1.0,41.7255,0.00333333,1.0,0.00333333,85.96
500,,400.0,-61.6707677551,-61.6707677551,-61.6707677551,1.0,500.0,100,1334.30257793,0.0025,-62.8936,2,5.4346e-20,1334.30257793,1.0,-62.8936,1.0,1.0,40.4537,0.0025,1.0,0.0025,89.47
500,,500.000006643,-56.9946534085,-56.9946534085,-56.9946534085,1.0,500.0,100,49.2563211629,0.002,-61.7138,1,5.43187e-20,49.2563211629,1.0,-61.7138,1.0,1.0,36.394,0.002,1.0,0.002,83.65
500,,100.0,-57.7660665348,-57.7660665348,-57.7660665348,1.0,500.0,100,58.8070878496,0.01,-57.7661,2,3.50449e-18,58.8070878496,1.0,-57.7661,1.0,1.0,7.63014,0.01,1.0,0.01,84.55
500,,200.000000102,-58.0712498935,-58.0712498935,-58.0712498935,1.0,500.0,100,40.9830269445,0.005,-57.9187,2,2.1793e-19,40.9830269445,1.0,-57.9187,1.0,1.0,7.02989,0.005,1.0,0.005,85.59
500,,299.999969474,-58.2357184534,-58.2357184534,-58.2357184534,1.0,500.0,100,41.8788694889,0.00333333,-58.0243,2,5.43914e-20,41.8788694889,1.0,-58.0243,1.0,1.0,6.84022,0.00333333,1.0,0.00333333,85.71
500,,400.0,-57.341097836,-57.341097836,-57.341097836,1.0,500.0,100,50.7418331171,0.0025,-57.8535,2,5.4346e-20,50.7418331171,1.0,-57.8535,1.0,1.0,6.90924,0.0025,1.0,0.0025,83.67
500,,500.000006643,-61.2751564166,-61.2751564166,-61.2751564166,1.0,500.0,100,1347.31748908,0.002,-58.5379,1,5.43187e-20,1347.31748908,1.0,-58.5379,1.0,1.0,17.5166,0.002,1.0,0.002,88.58
500,,100.0,-57.235334032,-57.235334032,-57.235334032,1.0,500.0,100,52.0536058372,0.01,-57.2353,2,3.50449e-18,52.0536058372,1.0,-57.2353,1.0,1.0,7.17865,0.01,1.0,0.01,84.12
500,,200.000000102,-68.1100399475,-68.1100399475,-68.1100399475,1.0,500.0,100,3860.45309232,0.005,-62.6727,2,2.1793e-19,3860.45309232,1.0,-62.6727,1.0,1.0,44.3425,0.005,1.0,0.005,96.25
500,,299.999969474,-62.1336810988,-62.1336810988,-62.1336810988,1.0,500.0,100,1345.95568875,0.00333333,-62.493,2,5.43914e-20,1345.95568875,1.0,-62.493,1.0,1.0,41.8935,0.00333333,1.0,0.00333333,90.07
500,,400.0,-57.6384473979,-57.6384473979,-57.6384473979,1.0,500.0,100,53.4258634736,0.0025,-61.2794,2,5.4346e-20,53.4258634736,1.0,-61.2794,1.0,1.0,36.5232,0.0025,1.0,0.0025,84.75
500,,500.000006643,-57.7126038148,-57.7126038148,-57.7126038148,1.0,500.0,100,47.7825776723,0.002,-60.566,1,5.43187e-20,47.7825776723,1.0,-60.566,1.0,1.0,32.8428,0.002,1.0,0.002,84.66
500,,100.0,-61.2626969104,-61.2626969104,-61.2626969104,1.0,500.0,100,1340.01655199,0.01,-61.2627,2,3.50449e-18,1340.01655199,1.0,-61.2627,1.0,1.0,36.4227,0.01,1.0,0.01,88.94
500,,200.000000102,-62.1500368404,-62.1500368404,-62.1500368404,1.0,500.0,100,1335.61095315,0.005,-61.7064,2,2.1793e-19,1335.61095315,1.0,-61.7064,1.0,1.0,36.3955,0.005,1.0,0.005,90.16
500,,299.999969474,-65.1341167748,-65.1341167748,-65.1341167748,1.0,500.0,100,2611.83171867,0.00333333,-62.849,2,5.43914e-20,2611.83171867,1.0,-62.849,1.0,1.0,41.8044,0.00333333,1.0,0.00333333,93.14
500,,400.0,-58.9183485065,-58.9183485065,-58.9183485065,1.0,500.0,100,58.8671286041,0.0025,-61.8663,2,5.4346e-20,58.8671286041,1.0,-61.8663,1.0,1.0,36.4441,0.0025,1.0,0.0025,86.66
500,,500.000006643,-65.5102209702,-65.5102209702,-65.5102209702,1.0,500.0,100,2598.48311192,0.002,-62.5951,1,5.43187e-20,2598.48311192,1.0,-62.5951,1.0,1.0,39.7386,0.002,1.0,0.002,94.26
500,,100.0,-57.8389691497,-57.8389691497,-57.8389691497,1.0,500.0,100,29.4809214507,0.01,-57.839,2,3.50449e-18,29.4809214507,1.0,-57.839,1.0,1.0,5.40242,0.01,1.0,0.01,84.95
500,,200.000000102,-62.3040942357,-62.3040942357,-62.3040942357,1.0,500.0,100,1330.63358683,0.005,-60.0715,2,2.1793e-19,1330.63358683,1.0,-60.0715,1.0,1.0,26.0431,0.005,1.0,0.005,90.46
500,,299.999969474,-65.6253172463,-65.6253172463,-65.6253172463,1.0,500.0,100,2605.53933164,0.00333333,-61.9228,2,5.43914e-20,2605.53933164,1.0,-61.9228,1.0,1.0,36.3159,0.00333333,1.0,0.00333333,93.94
500,,400.0,-58.0234695525,-58.0234695525,-58.0234695525,1.0,500.0,100,48.4050402741,0.0025,-60.948,2,5.4346e-20,48.4050402741,1.0,-60.948,1.0,1.0,31.6854,0.0025,1.0,0.0025,84.51
500,,500.000006643,-61.0221767616,-61.0221767616,-61.0221767616,1.0,500.0,100,1355.53087314,0.002,-60.9628,1,5.43187e-20,1355.53087314,1.0,-60.9628,1.0,1.0,32.7348,0.002,1.0,0.002,87.99
500,,100.0,-61.0070471062,-61.0070471062,-61.0070471062,1.0,500.0,100,1339.49998461,0.01,-61.007,2,3.50449e-18,1339.49998461,1.0,-61.007,1.0,1.0,36.4157,0.01,1.0,0.01,88.61
500,,200.000000102,-62.4730925895,-62.4730925895,-62.4730925895,1.0,500.0,100,1345.03773898,0.005,-61.7401,2,2.1793e-19,1345.03773898,1.0,-61.7401,1.0,1.0,36.4607,0.005,1.0,0.005,90.54
500,,299.999969474,-61.311534608,-61.311534608,-61.311534608,1.0,500.0,100,1333.16767034,0.00333333,-61.5972,2,5.43914e-20,1333.16767034,1.0,-61.5972,1.0,1.0,36.4176,0.00333333,1.0,0.00333333,88.92
500,,400.0,-60.6466038959,-60.6466038959,-60.6466038959,1.0,500.0,100,1335.42437637,0.0025,-61.3596,2,5.4346e-20,1335.42437637,1.0,-61.3596,1.0,1.0,36.4056,0.0025,1.0,0.0025,87.71
500,,500.000006643,-58.6291068321,-58.6291068321,-58.6291068321,1.0,500.0,100,57.3222838038,0.002,-60.8135,1,5.43187e-20,57.3222838038,1.0,-60.8135,1.0,1.0,32.7542,0.002,1.0,0.002,85.8
500,,100.0,-57.5812329595,-57.5812329595,-57.5812329595,1.0,500.0,100,55.1261627842,0.01,-57.5812,2,3.50449e-18,55.1261627842,1.0,-57.5812,1.0,1.0,7.38748,0.01,1.0,0.01,84.34
500,,200.000000102,-61.584565634,-61.584565634,-61.584565634,1.0,500.0,100,1341.78202036,0.005,-59.5829,2,2.1793e-19,1341.78202036,1.0,-59.5829,1.0,1.0,26.3719,0.005,1.0,0.005,89.42
500,,299.999969474,-58.8980648825,-58.8980648825,-58.8980648825,1.0,500.0,100,75.7772547621,0.00333333,-59.3546,2,5.43914e-20,75.7772547621,1.0,-59.3546,1.0,1.0,22.108,0.00333333,1.0,0.00333333,86.79
500,,400.0,-61.7682796399,-61.7682796399,-61.7682796399,1.0,500.0,100,1341.37434088,0.0025,-59.958,2,5.4346e-20,1341.37434088,1.0,-59.958,1.0,1.0,26.451,0.0025,1.0,0.0025,89.46
500,,500.000006643,-65.568311844,-65.568311844,-65.568311844,1.0,500.0,100,2605.10921361,0.002,-61.0801,1,5.43187e-20,2605.10921361,1.0,-61.0801,1.0,1.0,32.872,0.002,1.0,0.002,94.22
500,,100.0,-60.9636723866,-60.9636723866,-60.9636723866,1.0,500.0,100,1344.53266584,0.01,-60.9637,2,3.50449e-18,1344.53266584,1.0,-60.9637,1.0,1.0,36.4841,0.01,1.0,0.01,87.77
500,,200.000000102,-60.6336287779,-60.6336287779,-60.6336287779,1.0,500.0,100,1334.20987442,0.005,-60.7986,2,2.1793e-19,1334.20987442,1.0,-60.7986,1.0,1.0,36.4143,0.005,1.0,0.005,87.71
