BatchSize,VarJ,NatGrad2Norm,StepSize,NatGradInftyNorm,AvgEpLen,AvgRet,J
100,1472.42931113693,295.3626232214653,0.003317154863837642,259.606755665404,49.97,489.7134844812192,489.7134844812192
100,2105.229666775497,367.7903668037463,0.0027441438624482267,322.9562256007006,79.65,786.4122102648253,786.4122102648253
100,2626.7425513185613,428.79298865014556,0.002289382130551834,303.3813319946211,107.49,1065.2569499068711,1065.2569499068711
100,2221.7326920809546,466.1016565175847,0.0019399149118245783,246.31595367040418,152.37,1516.419375720152,1516.419375720152
100,1213.2837410946613,292.56966987951716,0.0035595196453554185,154.5135691930239,179.88,1794.4828122515419,1794.4828122515419
100,1059.0159207390536,400.3564317608126,0.002973738830148775,313.5306921272969,180.57,1801.737161844928,1801.737161844928
100,192.33062943608738,161.98740233383805,0.011188329677221649,139.3438383497288,197.57,1975.0814996379427,1975.0814996379427
100,635.4486742627686,1231.2921368060415,0.00304236298086155,1220.008718728048,191.16,1909.5574675265398,1909.5574675265398
100,314.6993139403479,594898.9849960887,0.0003856085983319336,594898.9643526814,195.07,1949.6130899526272,1949.6130899526272
100,176.9142152295886,nan,,nan,20.02,190.08816043876112,190.08816043876112
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
100,nan,nan,,nan,200.0,nan,nan
