AvgDiscRet,IterType,VarNormIw,J,Bound,MinVanillaIw,VanillaAvgRet,AvgRet,ESSRenyi,VarJ,VarRet,VarVanillaIw,VarDiscRet,MaxNormIw,MaxVanillaIw,MinNormIw,AvgNormIw,ESSClassic,AvgEpLen,EpsThisIter,BatchSize,AvgVanillaIw,eRenyi2
-187.20008721287542,1,0.009895203,465.88483,361.7953,0.16517508,-187.20008721287542,-187.20008721287542,67.61791873943798,28.254683,96188.55844294948,3606691.5,96188.55844294948,0.9947987,18992.293,8.6517175e-06,0.010000002,1.0104838768203008,500.0,100,100,190.91594,1.4788979
-143.2996213769423,,4.9090493e-05,-164.43538,-266.32056,5.2652937e-05,-187.20008721287542,-187.20008721287542,140.04371457894146,384.7698,96188.55844294948,1.2766576,81806.32506631885,0.037541963,6.054182,3.2650067e-07,0.010000002,67.29492566142314,500.0,100,200,1.6126441,1.4281255
-182.1387916249735,1,0.004925043,532.4418,438.88812,0.08871514,-182.1387916249735,-182.1387916249735,109.61813042370649,72.56383,113545.4953351699,2231208.0,113545.4953351699,0.9925135,21125.23,4.1680482e-06,0.005,1.0151425255154307,500.0,100,200,106.42289,1.8245157
-276.1913152338178,2,3.5044917e-18,-276.1913,-366.51868,1.0,-276.1913152338178,-276.1913152338178,200.0,331.784,111192.56431765281,,111192.56431765281,0.01,1.0,0.01,0.009999998,100.0,500.0,100,200,1.0,1.0
-208.07399190624926,,1.3978752e-05,-222.31625,-307.15805,4.733676e-05,-182.1387916249735,-182.1387916249735,170.0240836481643,386.3438,113545.4953351699,1.9533516,103071.59309157093,0.03015409,11.272033,1.2663173e-07,0.005,128.50542644371788,500.0,100,300,1.869072,1.7644559
-230.45670287862248,1,0.003271993,367.76147,285.86118,0.033299256,-230.45670287862248,-230.45670287862248,143.03184620700944,64.207695,107189.6424968935,3555227.2,107189.6424968935,0.9907866,32659.354,1.0101993e-06,0.0033333336,1.0186833669401183,500.0,100,300,109.87685,2.097435
-121.98543439128339,2,3.5044917e-18,-121.98543,-201.8772,1.0,-121.98543439128339,-121.98543439128339,300.0,305.8957,94517.34784347197,,94517.34784347197,0.01,1.0,0.01,0.009999998,100.0,500.0,100,300,1.0,1.0
-152.45469529219196,2,2.179301e-19,-137.22006,-206.71158,1.0,-152.45469529219196,-152.45469529219196,300.0,309.1726,98120.23245006305,,98120.23245006305,0.005,1.0,0.005,0.0049999994,200.00000010221265,500.0,100,300,1.0,1.0
-238.13231258924682,,1.731301e-05,-216.14658,-298.03513,3.06191e-05,-230.45670287862248,-230.45670287862248,192.03736811121885,649.13055,107189.6424968935,8.979552,144855.66176911042,0.04169888,30.0307,4.2515897e-08,0.0033333334,117.50984854618962,500.0,100,400,2.4006002,2.082928
-151.91763621805012,1,0.0024704356,457.5627,381.75897,0.0013270683,-151.91763621805012,-151.91763621805012,166.9638545871726,67.34305,107611.42233098234,10716476.0,107611.42233098234,0.9940843,65473.03,2.0149026e-08,0.0025,1.0119370189852046,500.0,100,400,164.65665,2.395728
-165.19986472026198,2,3.5044917e-18,-165.19986,-243.32489,1.0,-165.19986472026198,-165.19986472026198,400.0,271.2077,74296.58790484125,,74296.58790484125,0.01,1.0,0.01,0.009999998,100.0,500.0,100,400,1.0,1.0
-153.7905380252163,2,2.179301e-19,-159.4952,-214.73795,1.0,-153.7905380252163,-153.7905380252163,400.0,278.7119,82567.62400417484,,82567.62400417484,0.005,1.0,0.005,0.0049999994,200.00000010221265,500.0,100,400,1.0,1.0
-165.58488478848932,2,5.4391416e-20,-161.52509,-216.18147,1.0,-165.58488478848932,-165.58488478848932,400.0,285.91357,90761.96621372801,,90761.96621372801,0.0033333334,1.0,0.0033333334,0.0033333336,299.999969473632,500.0,100,400,1.0,1.0
-228.20651349694953,,0.00041069556,-46.543427,-120.77879,1.5273465e-05,-151.91763621805012,-151.91763621805012,203.27852771487778,1807.1316,107611.42233098234,1428.1096,117259.18537772377,0.4040972,753.5407,8.190618e-09,0.0025,6.010790185924242,500.0,100,500,4.6618776,2.4596794
-216.1071391241989,1,0.0019699358,367.94534,302.72534,0.04142871,-216.1071391241989,-216.1071391241989,225.54969046973744,78.82606,100620.12409341276,8349904.0,100620.12409341276,0.9924705,64614.848,6.363363e-07,0.0019999999,1.015230511872962,500.0,100,500,130.21011,2.2168064
-170.39592687355275,2,3.5044917e-18,-170.39592,-283.3841,1.0,-170.39592687355275,-170.39592687355275,500.0,367.64328,136526.83994081023,,136526.83994081023,0.01,1.0,0.01,0.009999998,100.0,500.0,100,500,1.0,1.0
-146.90102979511548,2,2.179301e-19,-158.64848,-238.5432,1.0,-146.90102979511548,-146.90102979511548,500.0,352.58585,114339.3958812226,,114339.3958812226,0.005,1.0,0.005,0.0049999994,200.00000010221265,500.0,100,500,1.0,1.0
-189.46004674716332,2,5.4391416e-20,-168.919,-234.15277,1.0,-189.46004674716332,-189.46004674716332,500.0,329.5657,77347.6576632489,,77347.6576632489,0.0033333334,1.0,0.0033333334,0.0033333336,299.999969473632,500.0,100,500,1.0,1.0
-160.15070769839534,2,5.434597e-20,-166.72693,-223.22102,1.0,-160.15070769839534,-160.15070769839534,500.0,325.3272,98437.21532164587,,98437.21532164587,0.0025,1.0,0.0025,0.0024999997,400.0,500.0,100,500,1.0,1.0
-139.38988735010517,1,0.001960535,696.3459,618.89886,0.014336227,-139.38988735010517,-139.38988735010517,212.84156590917001,163.16327,107666.509201143,5140098.5,107666.509201143,0.9901043,50696.66,2.7998612e-07,0.0020000003,1.0200885633222367,500.0,100,500,102.4067,2.3491652
-158.0412849876274,2,3.5044917e-18,-158.04129,-231.7092,1.0,-158.0412849876274,-158.0412849876274,500.0,306.61746,94963.91966210153,,94963.91966210153,0.01,1.0,0.01,0.009999998,100.0,500.0,100,500,1.0,1.0
-155.23249567163634,2,2.179301e-19,-156.63689,-210.12152,1.0,-155.23249567163634,-155.23249567163634,500.0,316.99414,108032.65936909874,,108032.65936909874,0.005,1.0,0.005,0.0049999994,200.00000010221265,500.0,100,500,1.0,1.0
-198.57957389953518,2,5.4391416e-20,-170.61781,-214.28783,1.0,-198.57957389953518,-198.57957389953518,500.0,317.2029,100716.8667009575,,100716.8667009575,0.0033333334,1.0,0.0033333334,0.0033333336,299.999969473632,500.0,100,500,1.0,1.0
-180.1208135425399,2,5.434597e-20,-172.99353,-220.08502,1.0,-180.1208135425399,-180.1208135425399,500.0,312.42355,89407.1824989423,,89407.1824989423,0.0025,1.0,0.0025,0.0024999997,400.0,500.0,100,500,1.0,1.0
-153.83026626260224,1,0.0019655698,692.43427,621.3118,0.03285945,-153.83026626260224,-153.83026626260224,218.73970005732505,138.36935,98287.83517754237,6392658.0,98287.83517754237,0.99137217,56537.066,5.7618735e-07,0.002,1.0174812124191572,500.0,100,500,114.05821,2.285822
-153.91410797106718,2,3.5044917e-18,-153.9141,-238.89099,1.0,-153.91410797106718,-153.91410797106718,500.0,319.6645,103217.56825776782,,103217.56825776782,0.01,1.0,0.01,0.009999998,100.0,500.0,100,500,1.0,1.0
-80.75453643374608,2,2.179301e-19,-117.33432,-177.42206,1.0,-80.75453643374608,-80.75453643374608,500.0,300.83856,76915.26989971439,,76915.26989971439,0.005,1.0,0.005,0.0049999994,200.00000010221265,500.0,100,500,1.0,1.0
-183.46595341719913,2,5.4391416e-20,-139.37819,-198.02184,1.0,-183.46595341719913,-183.46595341719913,500.0,308.92505,103414.96557879534,,103414.96557879534,0.0033333334,1.0,0.0033333334,0.0033333336,299.999969473632,500.0,100,500,1.0,1.0
-114.02040419067002,2,5.434597e-20,-133.03876,-183.82565,1.0,-114.02040419067002,-114.02040419067002,500.0,300.1019,74200.22327135805,,74200.22327135805,0.0025,1.0,0.0025,0.0024999997,400.0,500.0,100,500,1.0,1.0
-96.42260867068768,1,0.0019846614,735.5861,674.4407,0.09416059,-96.42260867068768,-96.42260867068768,275.9531437364295,71.45542,60264.31817212422,32087848.0,60264.31817212422,0.9961656,126665.586,7.4052895e-07,0.0019999999,1.0077132373679105,500.0,100,500,254.30629,1.8119018
-70.3501067363394,2,3.5044917e-18,-70.35011,-153.84952,1.0,-70.3501067363394,-70.3501067363394,500.0,287.23462,83337.10274446174,,83337.10274446174,0.01,1.0,0.01,0.009999998,100.0,500.0,100,500,1.0,1.0
-178.69411276980438,2,2.179301e-19,-124.52211,-193.89963,1.0,-178.69411276980438,-178.69411276980438,500.0,295.55646,87206.37415177759,,87206.37415177759,0.005,1.0,0.005,0.0049999994,200.00000010221265,500.0,100,500,1.0,1.0
-129.29684912314968,2,5.4391416e-20,-126.113686,-182.76018,1.0,-129.29684912314968,-129.29684912314968,500.0,298.59824,93697.20961683168,,93697.20961683168,0.0033333334,1.0,0.0033333334,0.0033333336,299.999969473632,500.0,100,500,1.0,1.0
-66.6609242183815,2,5.434597e-20,-111.250496,-160.3078,1.0,-66.6609242183815,-66.6609242183815,500.0,296.26306,81771.25150229836,,81771.25150229836,0.0025,1.0,0.0025,0.0024999997,400.0,500.0,100,500,1.0,1.0
-154.61520644782505,1,0.0019586692,794.4507,714.0227,0.027422467,-154.61520644782505,-154.61520644782505,227.47832251832034,192.98076,101258.32240041958,4188318.5,101258.32240041958,0.989634,45762.938,5.9301715e-07,0.002,1.0210585329000452,500.0,100,500,92.48457,2.1980116
-79.55132856044561,2,3.5044917e-18,-79.55133,-175.98997,1.0,-79.55132856044561,-79.55132856044561,500.0,335.07898,113412.04872494236,,113412.04872494236,0.01,1.0,0.01,0.009999998,100.0,500.0,100,500,1.0,1.0
-112.18603354254603,2,2.179301e-19,-95.86868,-164.0611,1.0,-112.18603354254603,-112.18603354254603,500.0,330.9668,107341.01450877592,,107341.01450877592,0.005,1.0,0.005,0.0049999994,200.00000010221265,500.0,100,500,1.0,1.0
-124.47206563432006,2,5.4391416e-20,-105.403145,-161.08202,1.0,-124.47206563432006,-124.47206563432006,500.0,326.09714,100398.49736560021,,100398.49736560021,0.0033333334,1.0,0.0033333334,0.0033333336,299.999969473632,500.0,100,500,1.0,1.0
-60.57609459664943,2,5.434597e-20,-94.196365,-142.41568,1.0,-60.57609459664943,-60.57609459664943,500.0,320.43463,91099.27714964839,,91099.27714964839,0.0025,1.0,0.0025,0.0024999997,400.0,500.0,100,500,1.0,1.0
-66.60657315745442,1,0.001962994,657.2193,593.42834,0.05124408,-66.60657315745442,-66.60657315745442,228.5513261064619,142.00732,72057.22092713407,5001656.0,72057.22092713407,0.9907238,50009.21,1.0151875e-06,0.002,1.0188134297666804,500.0,100,500,100.954895,2.1876924
-126.0667764049417,2,3.5044917e-18,-126.06677,-194.53494,1.0,-126.0667764049417,-126.0667764049417,500.0,260.09274,68331.56074884757,,68331.56074884757,0.01,1.0,0.01,0.009999998,100.0,500.0,100,500,1.0,1.0
-151.02668347143356,2,2.179301e-19,-138.54672,-197.64967,1.0,-151.02668347143356,-151.02668347143356,500.0,280.8687,90721.95880847058,,90721.95880847058,0.005,1.0,0.005,0.0049999994,200.00000010221265,500.0,100,500,1.0,1.0
-92.69236506475183,2,5.4391416e-20,-123.26195,-185.27495,1.0,-92.69236506475183,-92.69236506475183,500.0,293.70306,100614.348090002,,100614.348090002,0.0033333334,1.0,0.0033333334,0.0033333336,299.999969473632,500.0,100,500,1.0,1.0
-107.26168505300748,2,5.434597e-20,-119.26188,-172.96672,1.0,-107.26168505300748,-107.26168505300748,500.0,295.77917,91883.70464479073,,91883.70464479073,0.0025,1.0,0.0025,0.0024999997,400.0,500.0,100,500,1.0,1.0
-120.88842130132176,1,0.0019767254,517.10736,449.26797,0.022871707,-120.88842130132176,-120.88842130132176,250.6819141625494,73.6884,99275.36689037526,12856750.0,99275.36689037526,0.99417585,80178.086,2.8359992e-07,0.0020000003,1.011750815406165,500.0,100,500,161.29558,1.9945595
-105.04099973337378,2,3.5044917e-18,-105.04099,-193.80655,1.0,-105.04099973337378,-105.04099973337378,500.0,316.57782,101233.85539478862,,101233.85539478862,0.01,1.0,0.01,0.009999998,100.0,500.0,100,500,1.0,1.0
-166.39203055418923,2,2.179301e-19,-135.71652,-199.10095,1.0,-166.39203055418923,-166.39203055418923,500.0,306.25797,86347.88844944227,,86347.88844944227,0.005,1.0,0.005,0.0049999994,200.00000010221265,500.0,100,500,1.0,1.0
-67.5888090296282,2,5.4391416e-20,-113.00728,-164.76045,1.0,-67.5888090296282,-67.5888090296282,500.0,304.83923,88988.57406768767,,88988.57406768767,0.0033333334,1.0,0.0033333334,0.0033333336,299.999969473632,500.0,100,500,1.0,1.0
-95.44478603383263,2,5.434597e-20,-108.61666,-153.43622,1.0,-95.44478603383263,-95.44478603383263,500.0,298.46356,78090.69302706004,,78090.69302706004,0.0025,1.0,0.0025,0.0024999997,400.0,500.0,100,500,1.0,1.0
-82.29717864405147,1,0.0019899854,954.4797,889.8959,0.011891482,-82.29717864405147,-82.29717864405147,192.64056161355137,56.922096,79529.38959556348,61729184.0,79529.38959556348,0.99749815,175684.1,6.751739e-08,0.0020000003,1.0050225744422867,500.0,100,500,352.24948,2.5955074
-131.98521429108038,2,3.5044917e-18,-131.9852,-199.11136,1.0,-131.98521429108038,-131.98521429108038,500.0,282.54456,80637.82036897204,,80637.82036897204,0.01,1.0,0.01,0.009999998,100.0,500.0,100,500,1.0,1.0
-93.80774614269663,2,2.179301e-19,-112.89648,-160.36185,1.0,-93.80774614269663,-93.80774614269663,500.0,288.87735,87212.16091004886,,87212.16091004886,0.005,1.0,0.005,0.0049999994,200.00000010221265,500.0,100,500,1.0,1.0
-184.51186847589506,2,5.4391416e-20,-136.76828,-188.98541,1.0,-184.51186847589506,-184.51186847589506,500.0,304.006,108019.72792212208,,108019.72792212208,0.0033333334,1.0,0.0033333334,0.0033333336,299.999969473632,500.0,100,500,1.0,1.0
-100.44067385054413,2,5.434597e-20,-127.68637,-172.90775,1.0,-100.44067385054413,-100.44067385054413,500.0,302.26614,88091.45651794325,,88091.45651794325,0.0025,1.0,0.0025,0.0024999997,400.0,500.0,100,500,1.0,1.0
-32.99780635082297,1,0.0019757892,371.8212,316.2696,0.019161917,-32.99780635082297,-32.99780635082297,265.06615556549286,56.426697,82806.36015906632,12244984.0,82806.36015906632,0.99394095,78247.305,2.4340537e-07,0.0019999996,1.0122288721190313,500.0,100,500,157.4486,1.8863215
-168.21231342300737,2,3.5044917e-18,-168.21231,-251.70079,1.0,-168.21231342300737,-168.21231342300737,500.0,333.12357,112092.23941709103,,112092.23941709103,0.01,1.0,0.01,0.009999998,100.0,500.0,100,500,1.0,1.0
