VarVanillaIw,ESSRenyi,Bound,VarNormIw,J,AvgVanillaIw,MinVanillaIw,MinNormIw,AvgEpLen,VarRet,VarJ,MaxVanillaIw,MaxNormIw,ESSClassic,VarDiscRet,AvgNormIw,eRenyi2,BatchSize,AvgDiscRet,AvgRet
0.89876765,51.69530501008164,894.6245,0.000120322584,1399.6757,0.8642714,1.0441574e-09,1.208136e-11,200.0,3680974.578020517,96.78919,2.6332192,0.030467505,45.63722898375859,3680974.5780205172,0.01,1.9344116,100,-1.1596057447604835e-13,-1439.2221432774563
0.07784825,93.77642650738201,-54.968964,8.033708e-06,7.5470486,0.9843883,0.12955335,0.0013160798,200.0,5399.838477421995,13.497092,1.2405009,0.012601744,92.63259782049504,5399.838477421995,0.01,1.0663661,100,-7.922551503725117e-15,-19.37282305444778
0.061766244,95.4316273075761,-220.46237,6.5291065e-06,26.208122,0.97263235,0.12699366,0.0013056697,200.0,83756.17605564979,39.020664,1.1944124,0.012280203,93.92864700573516,83756.17605564979,0.01,1.0478706,100,-1.3500311979441903e-14,-39.917320691753645
12.620962,6.863452268525658,1.216383,0.0017575242,7.6073513,0.84741384,2.6796344e-21,3.162132e-23,200.0,83.04880652319943,12.12357,22.401752,0.26435432,5.434934033260784,83.04880652319943,0.01,14.569927,100,,-9.99938785661565
1.4344956,39.53324369092711,-0.59903264,0.00014087337,3.4613283,1.0091022,6.648036e-15,6.58807e-17,200.0,77.74616408918718,8.424063,3.478382,0.03447007,41.759815800955,77.74616408918718,0.01,2.5295167,100,1.1723955140041654e-15,-9.598734167380048
12.746857,11.609947758468143,1.5480657,0.0005347229,5.434455,1.543964,,,200.0,60.68973216600305,8.50183,12.173719,0.07884717,15.888759993266452,60.68973216600305,0.01,8.613303,100,-2.646771690706373e-15,-8.810959655920977
22.923616,4.166150157114259,0.5913944,0.0027317721,7.0803957,0.91605026,1.4178645e-37,1.547801e-39,200.0,52.69905478466776,9.768645,34.913635,0.3811323,3.565756113178199,52.69905478466776,0.01,24.002975,100,9.237055564881303e-16,-8.853197134800396
1.0290483,86.71111960563978,-1.2128308,8.464772e-05,0.24119991,1.1025803,0.7883178,0.0071497546,200.0,62.05929316241221,7.68264,10.255495,0.09301359,54.406593605444336,62.05929316241221,0.010000002,1.1532546,100,-7.993605777301127e-16,-8.286388924420587
1.4382586,44.199830295069916,-0.7202438,0.0001154347,1.2312077,1.1162213,3.6899116e-16,3.3057169e-18,200.0,54.791420852991976,10.486107,3.1158717,0.02791446,46.66783994951264,54.791420852991976,0.009999999,2.2624521,100,-1.6875389974302379e-15,-8.9975068442642
2.3133128,44.91963512992068,-0.70734787,0.0001677373,1.2627871,1.1743631,0.50533164,0.0043030274,200.0,56.91431904215605,11.255557,11.912975,0.10144201,37.58552686195156,56.91431904215605,0.01,2.226198,100,-1.0658141036401502e-15,-8.728706303733661
7.190995,5.7363149432619185,-0.21386528,0.003131194,5.575448,0.47922504,,,200.0,47.355545655407134,6.2031054,24.980316,0.52126485,3.1251156744433604,47.355545655407134,0.01,17.432795,100,-4.973799150320702e-16,-7.858914371303516
1.6571082,34.9308267354195,-0.7676041,0.00016939008,1.4318144,0.98908013,1.4780366e-19,1.4943547e-21,200.0,56.24699268342872,12.355193,4.0442514,0.040889017,37.35578369887114,56.24699268342872,0.01,2.8628008,100,4.618527782440651e-16,-8.93761362387621
13.552969,8.49982101817314,-0.042922974,0.0009071383,4.5450997,1.2223074,,,200.0,52.35519552251867,10.964079,16.277557,0.13317072,10.019367247717584,52.35519552251867,0.01,11.764954,100,1.2967404927621828e-15,-8.441192482246532
2.4284015,28.92311477575798,-0.7297379,0.00021685938,1.9326042,1.0582082,7.066744e-05,6.678028e-07,200.0,54.13234006059429,10.1246805,8.792999,0.08309328,31.77722776364059,54.13234006059429,0.01,3.4574423,100,-2.042810365310288e-16,-7.011281584084831
3.7840004,18.13842655494598,-0.8154628,0.0004362692,2.317836,0.93131876,,,200.0,59.34133147809517,18.212421,7.7019854,0.082699776,18.800296922918445,59.34133147809517,0.01,5.5131574,100,-7.638334409421077e-16,-8.7364745219332
0.02146433,94.11060425555976,-1.2756288,2.3057187e-06,0.09145564,0.9648404,0.8644768,0.008959791,200.0,57.630218565820506,7.6264977,1.7968922,0.018623725,97.76829391269601,57.630218565820506,0.01,1.0625795,100,-2.842170943040401e-16,-8.769153863664824
0.9541584,10.589414483673437,1.5394735,0.0014944786,5.677246,0.25267684,,,200.0,53.26597905369221,4.548405,6.0359216,0.23887908,6.330982356320103,53.26597905369221,0.01,9.443393,100,-6.483702463810914e-16,-8.03548395385023
